,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,USO_unscaled,USO_monthly,isPartial,scale,USO,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-02,1,0.03664196030781693,-0.010932665711880563,USO,89.91999816894531,90.0,87.5999984741211,88.4000015258789,88.4000015258789,2701800,87,25.0,,0.25,21.75,,
1,2016-05-03,1,0.03664196030781693,0.0,USO,86.87999725341797,87.04000091552734,85.27999877929688,85.91999816894531,85.91999816894531,3551525,97,25.0,,0.25,24.25,-2.9599990844726562,-0.03288887871636281
2,2016-05-04,1,0.03664196030781693,0.0,USO,87.44000244140625,88.31999969482422,85.04000091552734,86.31999969482422,86.31999969482422,3107025,97,25.0,,0.25,24.25,1.279998779296875,0.014705868173635617
3,2016-05-05,9,0.039882138517618466,0.08842808033691085,USO,89.83999633789062,89.91999816894531,86.4800033569336,87.19999694824219,87.19999694824219,4269875,78,25.0,,0.25,19.5,1.5999984741210938,0.018115924814873674
4,2016-05-06,1,0.03664196030781693,-0.08124384324000433,USO,86.4800033569336,89.19999694824219,86.23999786376953,87.68000030517578,87.68000030517578,3299588,100,25.0,,0.25,25.0,-0.720001220703125,-0.008007131176207993
5,2016-05-09,21,0.04474240583232078,0.22107020084227735,USO,86.87999725341797,87.27999877929688,85.12000274658203,85.44000244140625,85.44000244140625,2767888,82,25.0,,0.25,20.5,-1.9199981689453125,-0.02152464388602371
6,2016-05-11,1,0.03664196030781693,-0.18104626637337173,USO,87.27999877929688,91.36000061035156,86.80000305175781,90.72000122070312,90.72000122070312,3667275,84,25.0,,0.25,21.0,4.0800018310546875,0.04674612612417306
7,2016-05-12,2,0.037046982584042126,0.011053510042113857,USO,92.23999786376952,92.23999786376952,89.76000213623047,91.5999984741211,91.5999984741211,2993300,86,25.0,,0.25,21.5,0.8799972534179545,0.009632194040487319
8,2016-05-13,11,0.04069218307006885,0.09839399140692473,USO,90.8000030517578,91.44000244140624,90.16000366210938,90.95999908447266,90.95999908447266,1903750,92,25.0,,0.25,23.0,-0.7999954223632812,-0.008672977459787123
9,2016-05-16,7,0.039072093965168087,0.05466332855940248,USO,93.44000244140624,94.31999969482422,93.04000091552734,94.08000183105467,94.08000183105467,3339175,94,25.0,,0.25,23.5,2.879997253417983,0.03149603211421015
10,2016-05-17,3,0.03745200486026731,-0.041464097274772294,USO,94.0,95.44000244140624,93.68000030517578,95.36000061035156,95.36000061035156,2788863,96,25.0,,0.25,24.0,1.120002746582017,0.011874499047983766
11,2016-05-18,1,0.03664196030781693,-0.021628870215964158,USO,94.8000030517578,96.0,93.5999984741211,93.5999984741211,93.5999984741211,3678188,92,25.0,,0.25,23.0,0.5599975585937642,0.005867535040535721
12,2016-05-19,8,0.03947711624139328,0.07737457029479722,USO,92.63999938964844,94.4000015258789,91.5199966430664,94.31999969482422,94.31999969482422,2737813,92,25.0,,0.25,23.0,-1.5999984741210938,-0.016666650772094727
13,2016-05-20,2,0.037046982584042126,-0.06155803383639924,USO,94.31999969482422,94.87999725341795,92.87999725341795,94.0,94.0,2402500,92,25.0,,0.25,23.0,0.4799957275390483,0.005084700421402744
14,2016-05-24,7,0.039072093965168087,0.05466332855940248,USO,93.36000061035156,94.8000030517578,93.27999877929688,94.55999755859376,94.55999755859376,2136613,96,25.0,,0.25,24.0,-0.07999420166015625,-0.0008431092324602263
15,2016-05-25,4,0.037857027136492506,-0.031098072956079248,USO,95.36000061035156,96.4000015258789,94.31999969482422,96.23999786376952,96.23999786376952,3123013,98,25.0,,0.25,24.5,1.599998474121108,0.01687762049171626
16,2016-05-26,21,0.04474240583232078,0.18187848377536953,USO,96.87999725341795,96.95999908447266,95.36000061035156,95.5999984741211,95.5999984741211,2707213,85,25.0,,0.25,21.25,0.55999755859375,0.0058091032129643505
17,2016-05-27,3,0.03745200486026731,-0.1629416397360346,USO,94.72000122070312,95.91999816894533,94.4000015258789,95.83999633789062,95.83999633789062,1761138,88,25.0,,0.25,22.0,-1.0400009155273295,-0.010726082150859684
18,2016-05-31,2,0.037046982584042126,0.011053510042113857,USO,95.83999633789062,97.04000091552734,94.55999755859376,94.95999908447266,94.95999908447266,2106338,84,25.0,,0.25,21.0,1.120002746582017,0.011676425854484807
19,2016-06-01,1,0.03664196030781693,-0.010932665711880563,USO,92.95999908447266,95.44000244140624,92.4800033569336,95.44000244140624,95.44000244140624,3194138,76,23.0,False,0.23,17.48,-1.599998474121108,-0.01648803028674639
20,2016-06-03,1,0.03664196030781693,0.0,USO,95.12000274658205,95.12000274658205,93.5999984741211,94.55999755859376,94.55999755859376,2396238,71,23.0,,0.23,16.330000000000002,-0.31999969482419033,-0.0033528885859013258
