,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,MS_unscaled,MS_monthly,isPartial,scale,MS,Stock_Price_Change,Stock_Price_Change_Percent
44,2016-09-23,2,0.002199040767386091,-0.7658922644881287,MS,32.119998931884766,32.25,31.670000076293945,31.90999984741211,26.00481605529785,9400600,83,99.0,,0.99,82.17,0.18999862670898438,0.005926344933574246
45,2016-10-05,2,0.002199040767386091,0.0,MS,32.16999816894531,32.72999954223633,32.099998474121094,32.560001373291016,26.534528732299805,11157700,92,96.0,,0.96,88.32,0.4799995422363281,0.014883706736010138
46,2016-10-14,1,0.0015995203836930455,0.0,MS,32.2400016784668,32.790000915527344,31.88999938964844,32.06999969482422,26.135204315185547,13734100,89,96.0,,0.96,85.44,0.060001373291015625,0.0018332225520989454
47,2016-10-19,1,0.0015995203836930455,0.0,MS,32.84000015258789,33.0,32.18000030517578,32.93000030517578,26.836061477661133,18522700,90,96.0,,0.96,86.39999999999999,0.20999908447265625,0.0064043634830524
48,2016-10-24,1,0.0015995203836930455,0.0,MS,33.56999969482422,33.68000030517578,33.34000015258789,33.380001068115234,27.202783584594727,9221300,89,96.0,,0.96,85.44,0.6800003051757812,0.020606069853811526
49,2016-10-26,4,0.003398081534772182,1.124437781109445,MS,33.150001525878906,33.650001525878906,33.060001373291016,33.59000015258789,27.373920440673828,9113000,86,96.0,,0.96,82.56,-0.029998779296875,-0.0008907000898175088
50,2016-10-27,1,0.0015995203836930455,-0.5292872265349329,MS,33.81999969482422,34.0099983215332,33.58000183105469,33.81999969482422,27.7264461517334,12608400,85,96.0,,0.96,81.6,0.3599967956542969,0.010698269816642902
51,2016-11-03,2,0.002199040767386091,0.37481259370314834,MS,33.06999969482422,33.22999954223633,32.77000045776367,32.810001373291016,26.89842414855957,8172500,90,86.0,,0.86,77.4,-0.779998779296875,-0.022934396289076675
52,2016-11-09,2,0.002199040767386091,0.0,MS,34.70000076293945,36.90999984741211,34.470001220703125,36.52000045776367,29.93996238708496,28311000,67,86.0,,0.86,57.62,3.6800003051757812,0.11074331495245393
53,2016-11-10,1,0.0015995203836930455,-0.2726281352235551,MS,36.720001220703125,38.93999862670898,36.720001220703125,38.02000045776367,31.169700622558597,38586800,88,86.0,,0.86,75.67999999999999,2.029998779296868,0.054998612508506906
54,2016-11-14,1,0.0015995203836930455,0.0,MS,38.880001068115234,39.880001068115234,38.77999877929688,39.34999847412109,32.26007080078125,25619000,92,86.0,,0.86,79.12,0.9400024414062571,0.024139765653754086
55,2016-11-15,1,0.0015995203836930455,0.0,MS,38.810001373291016,40.02999877929688,38.40999984741211,40.0,32.792964935302734,18608000,93,86.0,,0.86,79.98,0.14999771118164773,0.003761226358180103
56,2016-11-22,1,0.0015995203836930455,0.0,MS,40.560001373291016,40.77000045776367,39.970001220703125,40.540000915527344,33.23566055297852,12341100,87,86.0,,0.86,74.82,0.7400016784667898,0.01848617789240392
57,2016-11-25,1,0.0015995203836930455,0.0,MS,41.09999847412109,41.20000076293945,40.790000915527344,41.09999847412109,33.69476318359375,4027500,80,86.0,,0.86,68.8,0.43000030517578125,0.010546978178753053
58,2016-12-01,1,0.0015995203836930455,0.0,MS,41.7599983215332,42.540000915527344,41.58000183105469,42.15999984741211,34.563777923583984,14053900,90,87.0,False,0.87,78.3,1.3400001525878906,0.03252427494596688
59,2016-12-02,1,0.0015995203836930455,0.0,MS,42.09000015258789,42.09000015258789,41.13999938964844,41.83000183105469,34.293235778808594,11288400,93,87.0,,0.87,80.91,-0.4500007629394531,-0.010578296973548063
60,2016-12-06,1,0.0015995203836930455,-0.2726281352235551,MS,42.4900016784668,42.7400016784668,41.970001220703125,42.5099983215332,34.85071563720703,11769500,94,87.0,,0.87,81.78,0.6500015258789062,0.01544313431984956
61,2016-12-08,1,0.0015995203836930455,0.0,MS,42.900001525878906,43.720001220703125,42.70000076293945,43.58000183105469,35.727928161621094,14972900,91,87.0,,0.87,79.17,0.9799995422363281,0.02292932858563912
62,2016-12-13,1,0.0015995203836930455,0.0,MS,43.119998931884766,43.29999923706055,42.15999984741211,42.560001373291016,34.891700744628906,16674900,95,87.0,,0.87,82.65,-0.4200019836425781,-0.009606632477487054
63,2016-12-15,1,0.0015995203836930455,0.0,MS,43.369998931884766,43.5099983215332,42.88999938964844,43.0099983215332,35.260623931884766,15725700,92,87.0,,0.87,80.04,0.20999908447265625,0.00484986346819416
64,2016-12-20,1,0.0015995203836930455,0.0,MS,43.130001068115234,43.58000183105469,43.130001068115234,43.5,35.662330627441406,8647400,95,87.0,,0.87,82.65,0.07000350952148438,0.0016089062795214826
65,2016-12-21,18,0.01179136690647482,6.371814092953523,MS,43.63999938964844,43.65999984741211,43.27999877929688,43.369998931884766,35.555763244628906,6859300,94,87.0,,0.87,81.78,0.07999801635742188,0.0018356588571875054
66,2016-12-23,1,0.0015995203836930455,-0.8643481797844214,MS,42.86000061035156,43.06999969482422,42.75,43.060001373291016,35.3016242980957,6733000,93,87.0,,0.87,80.91,-0.5900001525878906,-0.013513517055654845
67,2016-12-29,1,0.0015995203836930455,0.0,MS,42.650001525878906,42.77000045776367,41.72999954223633,42.150001525878906,34.55558013916016,7180200,93,87.0,,0.87,80.91,-0.2999992370605469,-0.006965387489812236
68,2016-12-30,1,0.0015995203836930455,0.0,MS,42.16999816894531,42.54999923706055,41.880001068115234,42.25,34.63756561279297,6943500,92,87.0,,0.87,80.04,-0.220001220703125,-0.005143820863887538
69,2017-01-04,5,0.003997601918465227,1.4992503748125934,MS,43.29999923706055,43.81999969482422,43.040000915527344,43.619998931884766,35.76072311401367,7747400,79,93.0,,0.93,73.47,1.2700004577636719,0.02984724983631759
70,2017-01-05,1,0.0015995203836930455,-0.5998800239952009,MS,43.52999877929688,43.630001068115234,42.18999862670898,43.220001220703125,35.43278884887695,9883200,84,93.0,,0.93,78.12,-0.18999862670898438,-0.004335888362213436
71,2017-01-09,1,0.0015995203836930455,0.0,MS,43.4900016784668,43.540000915527344,42.68000030517578,42.709999084472656,35.01467514038086,11104000,76,93.0,,0.93,70.68,-0.09000015258789062,-0.0020628042719362805
72,2017-01-12,6,0.004597122302158274,1.8740629685157422,MS,43.59999847412109,43.709999084472656,42.84000015258789,43.630001068115234,35.76891326904297,8595600,75,93.0,,0.93,69.75,0.1699981689453125,0.003904413536304885
73,2017-01-17,1668,1.001,454.1984732824427,MS,43.77999877929688,43.84000015258789,41.77000045776367,42.150001525878906,34.55558013916016,21840400,77,93.0,,0.93,71.61,0.13000106811523438,0.002974172290967081
74,2017-01-18,3,0.002798561151079137,-0.9972042346143065,MS,42.290000915527344,43.150001525878906,41.97999954223633,42.86000061035156,35.13764953613281,15906900,79,93.0,,0.93,73.47,-0.6899986267089844,-0.015739019715041103
75,2017-01-19,1,0.0015995203836930455,-0.4284490145672665,MS,42.56999969482422,43.0,41.95000076293945,42.45000076293945,34.8015251159668,15040100,80,93.0,,0.93,74.4,-0.15000152587890625,-0.003476280893963457
76,2017-01-20,7,0.005196642685851319,2.2488755622188905,MS,42.47999954223633,42.869998931884766,42.34999847412109,42.59000015258789,34.91630172729492,10779600,70,93.0,,0.93,65.10000000000001,-0.13000106811523438,-0.0030232806538426082
77,2017-01-23,1,0.0015995203836930455,0.0,MS,42.20000076293945,42.58000183105469,41.77999877929688,41.959999084472656,34.399803161621094,12344700,82,93.0,,0.93,76.26,-0.2899971008300781,-0.006764569817014676
78,2017-01-26,4,0.003398081534772182,1.124437781109445,MS,43.93999862670898,44.41999816894531,43.75,44.02000045776367,36.08864212036133,10628900,77,93.0,,0.93,71.61,1.839996337890625,0.043212688087501894
79,2017-01-27,3,0.002798561151079137,-0.17642907551164422,MS,43.75,43.95000076293945,43.560001373291016,43.650001525878906,35.948638916015625,7635600,77,93.0,,0.93,71.61,-0.4699974060058594,-0.010580761489865198
80,2017-01-31,2,0.002199040767386091,0.37481259370314834,MS,43.08000183105469,43.369998931884766,42.31999969482422,42.4900016784668,34.9932975769043,10811000,84,93.0,,0.93,78.12,-0.5800018310546875,-0.013196855995137313
81,2017-02-01,2,0.002199040767386091,0.0,MS,43.29999923706055,43.400001525878906,42.54999923706055,42.70000076293945,35.166255950927734,9731300,89,93.0,False,0.93,82.77000000000001,0.030002593994140625,0.0006917822165792842
82,2017-02-03,1,0.0015995203836930455,-0.2726281352235551,MS,43.09999847412109,44.59999847412109,42.91999816894531,44.43000030517578,36.59102249145508,16692200,90,93.0,,0.93,83.7,1.1999969482421804,0.027649698296131175
83,2017-02-06,1,0.0015995203836930455,-0.2726281352235551,MS,44.2599983215332,45.02999877929688,44.13999938964844,44.630001068115234,36.75573348999024,12577100,86,93.0,,0.93,79.98,0.43000030517579546,0.0096412627777398
84,2017-02-08,1,0.0015995203836930455,0.0,MS,44.58000183105469,44.59000015258789,43.619998931884766,43.90999984741211,36.16276931762695,10586500,91,93.0,,0.93,84.63000000000001,-0.4399986267089915,-0.009771233369681664
85,2017-02-09,3,0.002798561151079137,0.7496251874062969,MS,44.34999847412109,45.02999877929688,43.88999938964844,44.84999847412109,36.93692398071289,13166700,91,93.0,,0.93,84.63000000000001,0.4399986267089915,0.009867652505120228
86,2017-02-14,3,0.002798561151079137,0.7496251874062969,MS,45.18999862670898,46.2599983215332,45.09999847412109,46.040000915527344,37.91695785522461,12958700,89,93.0,,0.93,82.77000000000001,1.229999542236321,0.027315113825893134
87,2017-02-16,1,0.0015995203836930455,-0.4284490145672665,MS,46.41999816894531,46.5,45.79999923706055,46.11000061035156,37.9746208190918,10752500,90,93.0,,0.93,83.7,0.24000167846679688,0.005188103916447417
88,2017-02-17,3,0.002798561151079137,0.7496251874062969,MS,45.54999923706055,46.16999816894531,45.400001525878906,46.150001525878906,38.007545471191406,8310100,96,93.0,,0.93,89.28,-0.3300018310546875,-0.007096813571068505
89,2017-02-21,10,0.006995203836930456,2.1810250817884405,MS,46.27000045776367,46.70000076293945,46.27000045776367,46.560001373291016,38.34521484375,7628400,96,93.0,,0.93,89.28,0.5300025939941406,0.011479372211685046
90,2017-02-22,1,0.0015995203836930455,-0.7713404182379157,MS,46.209999084472656,46.81999969482422,46.13999938964844,46.52000045776367,38.31227111816406,7612800,99,93.0,,0.93,92.07,0.11999893188476562,0.0025695702339258997
91,2017-02-24,1,0.0015995203836930455,0.0,MS,45.88999938964844,45.95000076293945,45.2400016784668,45.52999877929688,37.49694442749024,11837200,99,93.0,,0.93,92.07,-0.8699989318847656,-0.018581779956332256
92,2017-02-27,2,0.002199040767386091,0.37481259370314834,MS,45.52000045776367,46.02999877929688,45.459999084472656,45.84000015258789,37.752254486083984,7887000,100,93.0,,0.93,93.0,0.07999801635742898,0.0017409796524301413
93,2017-03-01,1,0.0015995203836930455,-0.2726281352235551,MS,46.95000076293945,47.16999816894531,46.61000061035156,46.810001373291016,38.55109786987305,14373700,96,97.0,False,0.97,93.12,1.1399993896484304,0.02476644405563566
94,2017-03-02,3,0.002798561151079137,0.7496251874062969,MS,47.08000183105469,47.09000015258789,46.040000915527344,46.27999877929688,38.1146240234375,8477000,88,97.0,,0.97,85.36,-0.07999801635742188,-0.0016959512288065026
95,2017-03-03,1,0.0015995203836930455,-0.4284490145672665,MS,46.27000045776367,47.060001373291016,46.220001220703125,46.83000183105469,38.56758499145508,11404300,95,97.0,,0.97,92.15,-0.029998779296875,-0.0006370520110356992
96,2017-03-10,1,0.0015995203836930455,0.0,MS,47.040000915527344,47.09000015258789,46.209999084472656,46.4900016784668,38.287574768066406,8579400,93,97.0,,0.97,90.21,0.029998779296875,0.0006374581050034855
97,2017-03-22,1,0.0015995203836930455,0.0,MS,42.15999984741211,42.75,41.63999938964844,42.209999084472656,34.7627067565918,19046600,86,97.0,,0.97,83.42,-4.340000152587891,-0.09216394433053277
98,2017-03-23,1,0.0015995203836930455,0.0,MS,41.97999954223633,42.97999954223633,41.77999877929688,42.59000015258789,35.07566452026367,14888800,83,97.0,,0.97,80.50999999999999,0.22999954223632812,0.005380106251142269
99,2017-03-28,1,0.0015995203836930455,-0.2726281352235551,MS,41.58000183105469,42.77000045776367,41.56999969482422,42.4900016784668,34.9932975769043,12944900,87,97.0,,0.97,84.39,-0.20999908447265625,-0.004885972236139513
100,2017-03-30,3,0.002798561151079137,0.7496251874062969,MS,42.84999847412109,43.709999084472656,42.79999923706055,43.43000030517578,35.7674560546875,11264300,97,97.0,,0.97,94.09,0.9399986267089844,0.021977989634048622
101,2017-04-05,1,0.0015995203836930455,-0.4284490145672665,MS,43.0099983215332,43.09999847412109,41.61000061035156,41.7400016784668,34.37562942504883,12455100,89,97.0,,0.97,86.33,-0.6100006103515696,-0.013955630819682763
102,2017-04-06,2,0.002199040767386091,0.37481259370314834,MS,41.630001068115234,42.369998931884766,41.43000030517578,42.09000015258789,34.66387939453125,9520900,87,97.0,,0.97,84.39,-0.729999542236321,-0.016937344967068668
103,2017-04-17,3,0.002798561151079137,0.7496251874062969,MS,40.77999877929688,41.54999923706055,40.58000183105469,41.4900016784668,34.16973876953125,7959700,89,97.0,,0.97,86.33,-0.8199996948242188,-0.019353309310733646
104,2017-04-18,16,0.01059232613908873,2.784918594687232,MS,40.9900016784668,41.54999923706055,40.75,41.209999084472656,33.939144134521484,13872400,90,97.0,,0.97,87.3,0.0,0.0
105,2017-04-19,13,0.008793764988009593,-0.16979850577314914,MS,42.310001373291016,42.93999862670898,41.959999084472656,42.040000915527344,34.62269973754883,19850300,91,97.0,,0.97,88.27,1.3899993896484304,0.03345365620148111
106,2017-04-20,1,0.0015995203836930455,-0.8181074447777474,MS,42.61000061035156,42.7599983215332,42.09999847412109,42.5,35.00154495239258,13816200,90,97.0,,0.97,87.3,-0.18000030517577414,-0.004191902909466139
107,2017-04-21,2,0.002199040767386091,0.37481259370314834,MS,42.209999084472656,42.61000061035156,41.709999084472656,41.79999923706055,34.425045013427734,12951300,88,97.0,,0.97,85.36,-0.14999771118164062,-0.0035078979670143395
108,2017-04-24,32,0.020184652278177458,6.212510711225364,MS,43.38999938964844,43.72999954223633,43.18999862670898,43.560001373291016,35.87451934814453,16188100,91,97.0,,0.97,88.27,1.1199989318847656,0.026284884201871472
109,2017-04-27,1,0.0015995203836930455,-0.9207556136390638,MS,44.15999984741211,44.209999084472656,43.38999938964844,43.540000915527344,36.020408630371094,9041300,89,97.0,,0.97,86.33,0.4799995422363281,0.010976436022431812
110,2017-04-28,1,0.0015995203836930455,0.0,MS,43.59999847412109,43.810001373291016,43.34000015258789,43.369998931884766,35.879764556884766,9049100,89,97.0,,0.97,86.33,-0.3999977111816406,-0.009047675174508774
111,2017-05-02,0,0.001,-0.37481259370314846,MS,43.66999816894531,43.77999877929688,43.0,43.34999847412109,35.86322784423828,8126400,90,99.0,,0.99,89.1,-0.03000259399413352,-0.0006848343541122626
112,2017-05-04,1,0.0015995203836930455,0.5995203836930456,MS,43.84999847412109,43.970001220703125,43.220001220703125,43.27999877929688,35.8053092956543,7367800,92,99.0,,0.99,91.08,0.1900024414062429,0.0043399371106445095
113,2017-05-12,2,0.002199040767386091,-0.35285815102328866,MS,42.61000061035156,42.7599983215332,42.36000061035156,42.72999954223633,35.35029983520508,5836300,91,99.0,,0.99,90.09,-1.2100028991699219,-0.02751882796401184
114,2017-05-15,1,0.0015995203836930455,-0.2726281352235551,MS,42.81999969482422,43.619998931884766,42.79999923706055,43.43000030517578,35.92941665649414,9941100,95,99.0,,0.99,94.05,0.8600006103515625,0.02011226950676659
115,2017-06-01,1,0.0015995203836930455,0.0,MS,41.97999954223633,42.72999954223633,41.75,42.61000061035156,35.25102615356445,9654300,90,99.0,False,0.99,89.1,-0.8899993896484375,-0.020403471147219077
116,2017-06-05,1,0.0015995203836930455,0.0,MS,42.54999923706055,43.400001525878906,42.45000076293945,42.88999938964844,35.48267364501953,6892800,100,99.0,,0.99,99.0,0.6700019836425781,0.015679896813018068
117,2017-06-06,4,0.003398081534772182,1.124437781109445,MS,42.45000076293945,43.06999969482422,42.209999084472656,42.93999862670898,35.5240364074707,7863200,95,99.0,,0.99,94.05,-0.3300018310546875,-0.007603728558809197
118,2017-06-07,1,0.0015995203836930455,-0.5292872265349329,MS,43.13999938964844,43.45000076293945,42.91999816894531,43.27999877929688,35.8053092956543,6378500,94,99.0,,0.99,93.06,0.3800010681152344,0.008822871390939513
119,2017-06-08,1,0.0015995203836930455,0.0,MS,43.27999877929688,44.720001220703125,43.150001525878906,44.09999847412109,36.483699798583984,11032500,85,99.0,,0.99,84.15,1.2700004577636719,0.02922900887143176
120,2017-06-09,1,0.0015995203836930455,0.0,MS,44.36000061035156,45.34999847412109,44.36000061035156,44.90999984741211,37.15380859375,13489900,93,99.0,,0.99,92.07,0.6299972534179616,0.014087594727665298
121,2017-06-12,2,0.002199040767386091,0.37481259370314834,MS,44.90999984741211,45.5,44.380001068115234,44.84999847412109,37.10416412353516,10384200,98,99.0,,0.99,97.02,0.15000152587891336,0.00330764125525862
122,2017-06-16,1,0.0015995203836930455,-0.2726281352235551,MS,44.77000045776367,44.84000015258789,44.2400016784668,44.47999954223633,36.798072814941406,9483200,93,99.0,,0.99,92.07,-0.6599998474121094,-0.014505491151914462
123,2017-06-19,2,0.002199040767386091,0.0,MS,44.880001068115234,45.90999984741211,44.83000183105469,45.720001220703125,37.823917388916016,9153900,97,99.0,,0.99,96.03,1.0699996948242188,0.023862615771254925
124,2017-06-20,2,0.002199040767386091,0.0,MS,45.47999954223633,45.720001220703125,45.27999877929688,45.5,37.64191055297852,6680500,90,99.0,,0.99,89.1,-0.18999862670898438,-0.004138502011336698
125,2017-06-21,2,0.002199040767386091,0.0,MS,45.45000076293945,45.52999877929688,44.810001373291016,44.90999984741211,37.15380859375,7257600,92,99.0,,0.99,91.08,-0.1900024414062429,-0.004155783821812475
126,2017-06-22,8,0.005796163069544364,1.6357688113413302,MS,44.70000076293945,44.869998931884766,44.380001068115234,44.61000061035156,36.90561676025391,7750500,94,99.0,,0.99,93.06,-0.6599998474121165,-0.014495933782283088
