,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,MS_unscaled,MS_monthly,isPartial,scale,MS,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-05,1,0.0015995203836930455,0.0,MS,26.26000022888184,26.5,26.0,26.170000076293945,21.181121826171875,11909100,91,97.0,,0.97,88.27,,
1,2016-05-11,3,0.002798561151079137,0.7496251874062969,MS,26.59000015258789,26.989999771118164,26.350000381469727,26.36000061035156,21.334901809692383,9589900,95,97.0,,0.97,92.15,0.48999977111816406,0.018490557400685503
2,2016-05-12,1,0.0015995203836930455,-0.4284490145672665,MS,26.559999465942383,26.729999542236328,25.96999931335449,26.229999542236328,21.22968292236328,9838300,95,97.0,,0.97,92.15,-0.26000022888183594,-0.009633206042486187
3,2016-05-13,1,0.0015995203836930455,0.0,MS,26.190000534057617,26.649999618530277,25.88999938964844,25.88999938964844,20.954500198364254,13378800,91,97.0,,0.97,88.27,-0.07999992370605113,-0.002992889078791139
4,2016-05-17,2,0.002199040767386091,0.37481259370314834,MS,26.07999992370605,26.559999465942383,25.950000762939453,26.15999984741211,21.17302703857422,14474100,93,97.0,,0.97,90.21,-0.09000015258789418,-0.0033771164681486443
5,2016-05-19,1,0.0015995203836930455,-0.2726281352235551,MS,27.06999969482422,27.350000381469727,26.440000534057617,26.61000061035156,21.53723907470703,11487100,94,97.0,,0.97,91.18,0.7900009155273438,0.029744010971850976
6,2016-05-27,1,0.0015995203836930455,0.0,MS,27.450000762939453,27.63999938964844,27.309999465942383,27.530000686645508,22.2818603515625,10156100,95,97.0,,0.97,92.15,0.2899990081787145,0.010603254264493378
7,2016-06-09,1,0.0015995203836930455,-0.2726281352235551,MS,26.270000457763672,26.309999465942383,25.950000762939453,26.07999992370605,21.108278274536133,9893000,95,100.0,,1.0,95.0,-1.3299999237060582,-0.04811866689852973
8,2016-06-14,2,0.002199040767386091,0.37481259370314834,MS,25.09000015258789,25.420000076293945,24.420000076293945,24.600000381469727,19.91041755676269,15812900,89,100.0,,1.0,89.0,-0.8899993896484375,-0.03382741952543633
9,2016-06-17,1,0.0015995203836930455,-0.2726281352235551,MS,25.100000381469727,25.489999771118164,25.049999237060547,25.309999465942383,20.48506546020508,19295900,89,100.0,,1.0,89.0,0.06999969482421875,0.0027537252011851088
10,2016-06-21,3,0.002798561151079137,0.7496251874062969,MS,26.059999465942383,26.299999237060547,25.799999237060547,26.200000762939453,21.205398559570312,12357100,89,100.0,,1.0,89.0,0.8099994659423828,0.03177714685035671
11,2016-06-22,1,0.0015995203836930455,-0.4284490145672665,MS,26.229999542236328,26.68000030517578,26.13999938964844,26.38999938964844,21.35917854309082,14542900,90,100.0,,1.0,90.0,0.3800010681152344,0.014448710233411655
12,2016-06-23,1,0.0015995203836930455,0.0,MS,26.93000030517578,27.290000915527344,26.799999237060547,27.290000915527344,22.08761215209961,18027200,87,100.0,,1.0,87.0,0.6100006103515625,0.022863590831115
13,2016-06-28,1,0.0015995203836930455,0.0,MS,24.26000022888184,24.6299991607666,23.8799991607666,24.61000061035156,19.91851234436035,19792300,92,100.0,,1.0,92.0,-2.660001754760742,-0.09747166234968008
14,2016-06-30,1,0.0015995203836930455,0.0,MS,25.34000015258789,26.0,25.18000030517578,25.979999542236328,21.027341842651367,19736300,89,100.0,,1.0,89.0,1.3700008392333984,0.05562325967983339
15,2016-07-01,1,0.0015995203836930455,0.0,MS,25.770000457763672,26.399999618530277,25.76000022888184,25.920000076293945,20.97878074645996,8863400,87,100.0,False,1.0,87.0,0.399999618530277,0.015384600712702978
16,2016-07-05,1,0.0015995203836930455,0.0,MS,25.5,25.56999969482422,24.82999992370605,25.0,20.234161376953125,13317300,95,100.0,,1.0,95.0,-0.8299999237060582,-0.03143939150375885
17,2016-07-07,2,0.002199040767386091,0.37481259370314834,MS,25.270000457763672,25.920000076293945,25.26000022888184,25.690000534057617,20.79262924194336,13428700,86,100.0,,1.0,86.0,0.35000038146972656,0.01368793060801532
18,2016-07-13,1,0.0015995203836930455,-0.2726281352235551,MS,27.450000762939453,27.479999542236328,26.940000534057617,27.15999984741211,21.982397079467773,12911900,89,100.0,,1.0,89.0,1.5599994659423828,0.060185164403959046
19,2016-07-18,3,0.002798561151079137,0.7496251874062969,MS,28.059999465942383,28.229999542236328,27.86000061035156,28.209999084472656,22.832225799560547,14083900,93,100.0,,1.0,93.0,0.75,0.027292576873855445
20,2016-07-19,3,0.002798561151079137,0.0,MS,27.950000762939453,28.399999618530277,27.770000457763672,28.190000534057617,22.816041946411133,21511200,88,100.0,,1.0,88.0,0.17000007629394887,0.006021965251526318
21,2016-07-20,2,0.002199040767386091,-0.2142245072836333,MS,29.13999938964844,29.13999938964844,28.190000534057617,28.780000686645508,23.29356384277344,28606100,91,100.0,,1.0,91.0,0.7399997711181641,0.026056330318938947
22,2016-07-21,1,0.0015995203836930455,-0.2726281352235551,MS,28.71999931335449,29.07999992370605,28.6299991607666,28.8700008392334,23.36640930175781,20312700,84,100.0,,1.0,84.0,-0.05999946594238992,-0.0020590071104704677
23,2016-07-22,1,0.0015995203836930455,0.0,MS,28.770000457763672,29.06999969482422,28.729999542236328,28.920000076293945,23.406877517700195,12996700,89,100.0,,1.0,89.0,-0.010000228881832385,-0.00034388682627473077
24,2016-07-25,1,0.0015995203836930455,0.0,MS,28.81999969482422,29.13999938964844,28.790000915527344,29.1299991607666,23.576845169067383,10622900,88,100.0,,1.0,88.0,0.0699996948242223,0.0024079702634700606
25,2016-07-27,1,0.0015995203836930455,0.0,MS,29.030000686645508,29.3700008392334,28.93000030517578,29.020000457763672,23.649635314941406,13672200,89,100.0,,1.0,89.0,0.23000144958495738,0.00789298059033805
26,2016-07-28,1,0.0015995203836930455,0.0,MS,28.899999618530277,29.030000686645508,28.65999984741211,28.86000061035156,23.51924133300781,11528400,92,100.0,,1.0,92.0,-0.3400001525878906,-0.011576443407305126
27,2016-08-04,1,0.0015995203836930455,0.0,MS,28.270000457763672,28.399999618530277,27.989999771118164,28.280000686645508,23.046573638916016,12162900,93,99.0,,0.99,92.07,-0.6300010681152308,-0.021701724189246985
28,2016-08-09,1,0.0015995203836930455,0.0,MS,29.149999618530277,29.489999771118164,29.149999618530277,29.34000015258789,23.910415649414062,11012600,89,99.0,,0.99,88.11,1.090000152587887,0.03838028757847911
29,2016-08-10,0,0.001,-0.37481259370314846,MS,29.38999938964844,29.46999931335449,29.049999237060547,29.11000061035156,23.722976684570312,8186700,91,99.0,,0.99,90.09,-0.020000457763675428,-0.0006782115265820954
30,2016-08-11,1,0.0015995203836930455,0.5995203836930456,MS,29.190000534057617,29.450000762939453,29.030000686645508,29.3799991607666,23.943012237548828,8741100,92,99.0,,0.99,91.08,-0.01999855041503551,-0.0006786070879198913
31,2016-08-12,1,0.0015995203836930455,0.0,MS,29.149999618530277,29.200000762939453,28.86000061035156,29.170000076293945,23.771875381469727,9749000,90,99.0,,0.99,89.1,-0.25,-0.008488964126432408
32,2016-08-17,1,0.0015995203836930455,0.0,MS,30.270000457763672,30.46999931335449,30.1200008392334,30.3700008392334,24.749805450439453,12327000,88,99.0,,0.99,87.12,1.2699985504150355,0.04349309990522032
33,2016-08-18,1,0.0015995203836930455,0.0,MS,30.270000457763672,30.739999771118164,30.200000762939453,30.549999237060547,24.89649200439453,13369400,86,99.0,,0.99,85.14,0.2700004577636754,0.008861190149267228
34,2016-08-19,2,0.002199040767386091,0.37481259370314834,MS,30.399999618530277,30.71999931335449,30.26000022888184,30.549999237060547,24.89649200439453,8831900,89,99.0,,0.99,88.11,-0.020000457763675428,-0.0006506329834936597
35,2016-08-22,2,0.002199040767386091,0.37481259370314834,MS,30.440000534057617,30.700000762939453,30.38999938964844,30.600000381469727,24.937244415283203,6613900,91,99.0,,0.99,90.09,-0.01999855041503551,-0.0006509944942069135
36,2016-08-26,1,0.0015995203836930455,-0.2726281352235551,MS,31.1200008392334,31.57999992370605,30.93000030517578,31.15999984741211,25.39360618591309,10693400,91,99.0,,0.99,90.09,0.879999160766598,0.028664467065060206
37,2016-09-02,2,0.002199040767386091,0.37481259370314834,MS,31.959999084472656,32.209999084472656,31.670000076293945,31.88999938964844,25.9885196685791,12288200,85,99.0,,0.99,84.15,0.6299991607666051,0.0199493084955229
38,2016-09-09,3,0.002798561151079137,0.2726281352235551,MS,31.979999542236328,32.27000045776367,31.59000015258789,31.59000015258789,25.74403190612793,16493900,87,99.0,,0.99,86.13,0.060001373291015625,0.001862818224044549
39,2016-09-12,1,0.0015995203836930455,-0.4284490145672665,MS,31.31999969482422,32.31999969482422,31.13999938964844,32.2400016784668,26.27375221252441,13888100,88,99.0,,0.99,87.12,0.049999237060546875,0.0015494030477622989
40,2016-09-13,2,0.002199040767386091,0.37481259370314834,MS,31.690000534057617,32.0,31.270000457763672,31.459999084472656,25.638090133666992,13954100,86,99.0,,0.99,85.14,-0.31999969482421875,-0.009900980750178201
41,2016-09-14,1,0.0015995203836930455,-0.2726281352235551,MS,31.489999771118164,31.809999465942383,31.309999465942383,31.559999465942383,25.719581604003903,11687600,83,99.0,,0.99,82.17,-0.1900005340576172,-0.005937516689300537
42,2016-09-15,5,0.003997601918465227,1.4992503748125934,MS,31.549999237060547,32.13999938964844,31.5,31.950000762939453,26.03741836547852,9947900,84,99.0,,0.99,83.16,0.3299999237060547,0.010374093971908804
43,2016-09-21,14,0.009393285371702639,1.3497300539892025,MS,31.84000015258789,32.060001373291016,31.5,31.920000076293945,26.01296806335449,10073600,81,99.0,,0.99,80.19,-0.07999801635742188,-0.0024890484715810457
