,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,SQQQ_unscaled,SQQQ_monthly,isPartial,scale,SQQQ,Stock_Price_Change,Stock_Price_Change_Percent
145,2019-03-04,1,0.006813953488372093,0.0,SQQQ,1107.0,1163.0,1099.0,1125.0,1119.8277587890625,408096,56,18.0,,0.18,10.08,7.0,0.006055363321799234
146,2019-03-05,2,0.012627906976744187,0.8532423208191127,SQQQ,1124.0,1141.0,1113.0,1123.0,1117.8369140625,266685,52,18.0,,0.18,9.36,-22.0,-0.018916595012897663
147,2019-03-07,10,0.05913953488372093,3.6832412523020253,SQQQ,1152.0,1198.0,1150.0,1186.0,1180.54736328125,422541,72,18.0,,0.18,12.96,57.0,0.04995617879053471
148,2019-03-08,8,0.047511627906976744,-0.19661816751867878,SQQQ,1226.0,1230.0,1189.0,1190.0,1184.529052734375,425202,94,18.0,,0.18,16.919999999999998,32.0,0.026711185308847973
149,2019-03-11,1,0.006813953488372093,-0.8565834557023985,SQQQ,1177.0,1178.0,1115.0,1117.0,1111.86474609375,454823,52,18.0,,0.18,9.36,-52.0,-0.042276422764227606
150,2019-03-18,1,0.006813953488372093,0.0,SQQQ,1052.0,1059.0,1034.0,1043.0,1038.204833984375,187724,42,18.0,,0.18,7.56,-119.0,-0.10101867572156198
151,2019-03-22,1,0.006813953488372093,0.0,SQQQ,984.0,1039.0,977.0,1036.0,1031.815673828125,584644,87,18.0,,0.18,15.66,-20.0,-0.018885741265344702
152,2019-03-27,16,0.09402325581395349,12.79863481228669,SQQQ,1023.0,1070.0,1016.0,1047.0,1042.771484375,526412,54,18.0,,0.18,9.72,31.0,0.029836381135707413
153,2019-04-22,2,0.012627906976744187,0.8532423208191127,SQQQ,911.0,913.0,891.0,892.0,888.3973999023438,112526,45,15.0,,0.15,6.75,-157.0,-0.1467289719626168
154,2019-04-23,1,0.006813953488372093,-0.46040515653775327,SQQQ,885.0,889.0,855.0,858.0,854.5347290039062,217830,77,15.0,,0.15,11.55,-24.0,-0.026286966046002225
155,2019-04-24,2,0.012627906976744187,0.8532423208191127,SQQQ,856.0,868.0,853.0,866.0,862.5023803710938,166287,77,15.0,,0.15,11.55,-21.0,-0.023622047244094446
156,2019-04-26,1,0.006813953488372093,-0.46040515653775327,SQQQ,861.0,883.0,854.0,855.0,851.5468139648438,187225,65,15.0,,0.15,9.75,15.0,0.017281105990783363
157,2019-04-29,1,0.006813953488372093,-0.46040515653775327,SQQQ,854.0,859.0,846.0,850.0,846.5669555664062,137666,43,15.0,,0.15,6.45,-24.0,-0.027180067950169917
158,2019-04-30,3,0.01844186046511628,1.7064846416382253,SQQQ,870.0,888.0,865.0,870.0,866.4861450195312,200950,68,15.0,,0.15,10.2,29.0,0.033760186263096514
159,2019-05-01,1,0.006813953488372093,-0.6305170239596469,SQQQ,852.0,881.0,845.0,880.0,876.44580078125,274879,38,23.0,False,0.23,8.74,-7.0,-0.007882882882882858
160,2019-05-06,12,0.07076744186046512,0.9721322099805574,SQQQ,901.0,906.0,860.0,863.0,859.5144653320312,360420,43,23.0,,0.23,9.89,25.0,0.028376844494892195
161,2019-05-07,1,0.006813953488372093,-0.903713440683536,SQQQ,892.0,938.0,881.0,914.0,910.3085327148438,573832,29,23.0,,0.23,6.67,32.0,0.03532008830022071
162,2019-05-08,6,0.03588372093023256,4.266211604095563,SQQQ,922.0,933.0,900.0,921.0,917.2802734375,405723,42,23.0,,0.23,9.66,-5.0,-0.005330490405117239
163,2019-05-09,4,0.024255813953488373,-0.3240440699935191,SQQQ,952.0,977.0,927.0,936.0,932.2196044921876,544831,30,23.0,,0.23,6.9,44.0,0.04715969989281876
164,2019-05-10,4,0.024255813953488373,0.0,SQQQ,948.0,995.0,920.0,935.0,931.2237548828124,581094,39,23.0,,0.23,8.97,18.0,0.0184237461617196
165,2019-05-13,6,0.03588372093023256,4.266211604095563,SQQQ,1005.0,1040.0,991.0,1032.0,1027.8319091796875,686522,61,23.0,,0.23,14.03,45.0,0.045226130653266416
166,2019-05-14,10,0.05913953488372093,0.6480881399870382,SQQQ,1015.0,1027.0,979.0,998.0,993.96923828125,484672,55,23.0,,0.23,12.65,-13.0,-0.012499999999999956
167,2019-05-15,6,0.03588372093023256,-0.39323633503735744,SQQQ,1018.0,1019.0,948.0,957.0,953.1348876953124,482590,16,23.0,,0.23,3.68,-8.0,-0.007789678675754641
168,2019-05-16,4,0.024255813953488373,-0.3240440699935191,SQQQ,955.0,959.0,909.0,928.0,924.2520141601562,368015,36,23.0,,0.23,8.280000000000001,-60.0,-0.05888125613346418
169,2019-05-17,1,0.006813953488372093,-0.7190795781399808,SQQQ,955.0,959.0,918.0,957.0,953.1348876953124,495773,23,23.0,,0.23,5.29,0.0,0.0
170,2019-05-20,1,0.006813953488372093,0.0,SQQQ,996.0,1015.0,985.0,1005.0,1000.9409790039062,426608,18,23.0,,0.23,4.140000000000001,56.0,0.058394160583941535
171,2019-05-21,2,0.012627906976744187,0.8532423208191127,SQQQ,979.0,989.0,965.0,976.0,972.0581665039062,295334,22,23.0,,0.23,5.0600000000000005,-26.0,-0.025615763546798065
172,2019-05-22,4,0.024255813953488373,0.9208103130755063,SQQQ,992.0,992.0,970.0,987.0,983.0137329101562,275181,35,23.0,,0.23,8.05,3.0,0.0030333670374114163
173,2019-05-23,3,0.01844186046511628,-0.2396931927133269,SQQQ,1021.0,1052.0,1020.0,1032.0,1027.8319091796875,434959,45,23.0,,0.23,10.35,60.0,0.06048387096774199
174,2019-05-24,2,0.012627906976744187,-0.31525851197982346,SQQQ,1015.25,1038.75,1006.0,1038.0,1033.8077392578125,617584,100,23.0,,0.23,23.0,-13.25,-0.01259505703422048
175,2019-05-28,1,0.006813953488372093,0.0,SQQQ,1026.25,1048.0,1009.25,1048.0,1043.767333984375,529068,27,23.0,,0.23,6.21,9.25,0.00890493381468116
176,2019-05-29,5,0.030069767441860466,3.4129692832764507,SQQQ,1066.5,1090.25,1056.5,1073.5,1069.164306640625,722960,42,23.0,,0.23,9.66,42.25,0.04031488549618323
177,2019-05-30,1,0.006813953488372093,-0.7733952049497294,SQQQ,1065.0,1078.75,1051.5,1060.25,1055.9678955078125,455160,30,23.0,,0.23,6.9,-11.5,-0.010548039440495316
178,2019-05-31,6,0.03588372093023256,4.266211604095563,SQQQ,1098.0,1112.75,1087.5,1111.0,1106.5130615234375,582208,35,23.0,,0.23,8.05,34.0,0.0315179606025493
179,2019-06-03,2,0.012627906976744187,0.0,SQQQ,1120.75,1202.0,1112.25,1182.25,1177.47509765625,827152,92,16.0,,0.16,14.72,89.25,0.08020669512469114
180,2019-06-04,7,0.041697674418604655,2.3020257826887662,SQQQ,1146.75,1159.5,1084.75,1087.0,1082.6097412109375,618348,73,16.0,,0.16,11.68,-42.5,-0.03535773710482526
181,2019-06-05,1,0.006813953488372093,-0.8365867261572784,SQQQ,1055.5,1096.5,1054.25,1062.25,1057.959716796875,566760,89,16.0,,0.16,14.24,-63.0,-0.05433376455368688
182,2019-06-06,5,0.030069767441860466,3.4129692832764507,SQQQ,1058.25,1071.5,1030.0,1037.5,1033.309814453125,513592,70,16.0,,0.16,11.2,-25.0,-0.022799817601459216
183,2019-06-07,2,0.012627906976744187,-0.580046403712297,SQQQ,1022.0,1025.25,965.0,978.5,974.5479736328124,609832,31,16.0,,0.16,4.96,-46.25,-0.04316378908072793
184,2019-06-11,3,0.01844186046511628,0.46040515653775316,SQQQ,914.75,950.0,909.0,939.5,935.70556640625,565288,55,16.0,,0.16,8.8,-75.25,-0.07339673250426726
185,2019-06-12,6,0.03588372093023256,0.9457755359394704,SQQQ,948.25,961.5,942.5,956.0,952.138916015625,438464,65,16.0,,0.16,10.4,11.5,0.012105263157894841
186,2019-06-13,2,0.012627906976744187,-0.6480881399870382,SQQQ,945.25,950.75,933.25,939.75,935.9545288085938,428412,76,16.0,,0.16,12.16,-10.75,-0.01118044721788869
187,2019-06-17,2,0.012627906976744187,0.0,SQQQ,947.25,949.5,927.5,935.0,931.2237548828124,350272,35,16.0,,0.16,5.6000000000000005,-1.25,-0.0013147515119642517
188,2019-06-18,4,0.024255813953488373,0.9208103130755063,SQQQ,902.5,909.75,875.0,895.5,891.8832397460938,665452,54,16.0,,0.16,8.64,-39.75,-0.041864139020537094
189,2019-06-19,6,0.03588372093023256,0.4793863854266538,SQQQ,890.5,907.25,879.0,884.75,881.1766357421875,445104,68,16.0,,0.16,10.88,-2.5,-0.002748007694421517
190,2019-06-21,2,0.012627906976744187,-0.6480881399870382,SQQQ,864.75,870.5,848.75,864.25,860.7594604492188,455788,77,16.0,,0.16,12.32,-36.75,-0.04050702672912643
191,2019-06-24,2,0.012627906976744187,0.0,SQQQ,860.75,866.5,857.5,865.5,862.00439453125,250396,100,16.0,,0.16,16.0,-4.0,-0.004595060310166543
192,2019-06-25,2,0.012627906976744187,0.0,SQQQ,861.0,907.25,859.75,902.75,900.3731079101562,813120,81,16.0,,0.16,12.96,40.75,0.04702827466820536
193,2019-06-26,1,0.006813953488372093,-0.46040515653775327,SQQQ,884.75,895.25,868.5,891.25,888.9033813476562,491348,69,16.0,,0.16,11.04,-12.0,-0.013226784238082101
194,2019-06-27,2,0.012627906976744187,0.8532423208191127,SQQQ,881.75,888.5,875.0,881.75,879.4284057617188,424024,75,16.0,,0.16,12.0,-6.75,-0.00753979335381183
195,2019-06-28,1,0.006813953488372093,-0.46040515653775327,SQQQ,875.0,887.75,872.25,878.75,876.436279296875,395328,37,16.0,,0.16,5.92,-0.75,-0.0008441193021947457
196,2019-07-01,3,0.01844186046511628,0.46040515653775316,SQQQ,828.25,855.25,824.75,843.5,841.2791137695312,542900,79,14.0,False,0.14,11.06,-32.5,-0.03660940580118277
197,2019-07-02,6,0.03588372093023256,0.9457755359394704,SQQQ,844.5,851.25,833.25,833.5,831.3054809570312,361436,79,14.0,,0.14,11.06,-4.0,-0.004676995030692743
198,2019-07-05,3,0.01844186046511628,-0.4860661049902787,SQQQ,831.5,841.25,815.75,820.0,817.8410034179688,514252,69,14.0,,0.14,9.66,-10.0,-0.011747430249632873
199,2019-07-09,2,0.012627906976744187,-0.31525851197982346,SQQQ,849.75,851.75,822.0,824.5,822.3291015625,342664,85,14.0,,0.14,11.9,10.5,0.012481426448736954
200,2019-07-10,1,0.006813953488372093,-0.46040515653775327,SQQQ,810.5,814.75,793.75,800.5,798.392333984375,570984,54,14.0,,0.14,7.56,-37.0,-0.04343997651893161
201,2019-07-11,5,0.030069767441860466,3.4129692832764507,SQQQ,797.0,810.5,791.5,802.5,800.3870849609375,456976,77,14.0,,0.14,10.78,-4.25,-0.005216324025774766
202,2019-07-12,6,0.03588372093023256,0.19334880123743226,SQQQ,800.5,802.75,789.0,789.25,787.1719360351562,308964,50,14.0,,0.14,7.000000000000001,-7.75,-0.00956199876619368
203,2019-07-15,2,0.012627906976744187,-0.6480881399870382,SQQQ,783.5,790.5,781.25,782.0,779.9410400390625,259924,60,14.0,,0.14,8.4,-12.25,-0.015260043600124562
204,2019-07-16,2,0.012627906976744187,0.0,SQQQ,785.25,801.25,782.75,794.0,791.909423828125,349484,58,14.0,,0.14,8.120000000000001,10.75,0.013598987982289756
205,2019-07-17,6,0.03588372093023256,1.8416206261510126,SQQQ,793.5,805.75,790.0,805.5,803.3792114257812,413428,60,14.0,,0.14,8.4,4.5,0.0056162246489859236
206,2019-07-22,1,0.006813953488372093,-0.8101101749837978,SQQQ,815.25,815.75,796.75,801.75,799.6390380859375,486848,55,14.0,,0.14,7.700000000000001,10.0,0.012410797393732631
207,2019-07-23,2,0.012627906976744187,0.8532423208191127,SQQQ,788.75,805.0,786.5,786.75,784.6785888671875,452180,48,14.0,,0.14,6.720000000000001,-10.75,-0.013178057002758203
208,2019-07-24,3,0.01844186046511628,0.46040515653775316,SQQQ,795.5,795.75,770.0,770.0,767.97265625,477516,88,14.0,,0.14,12.32,-9.25,-0.011490683229813614
209,2019-07-25,3,0.01844186046511628,0.0,SQQQ,777.75,796.5,777.75,792.0,789.9147338867188,587384,69,14.0,,0.14,9.66,0.75,0.0009425070688029447
210,2019-07-26,3,0.01844186046511628,0.0,SQQQ,777.5,778.25,764.75,768.25,766.2272338867188,459076,58,14.0,,0.14,8.120000000000001,-18.25,-0.02291274325172632
211,2019-07-29,1,0.006813953488372093,0.0,SQQQ,769.75,790.25,769.5,775.5,773.4581298828125,480624,31,14.0,,0.14,4.340000000000001,12.0,0.015419209765499486
212,2019-07-30,3,0.01844186046511628,1.7064846416382253,SQQQ,793.5,795.25,777.0,785.75,783.68115234375,378088,87,14.0,,0.14,12.18,5.0,0.006327111673521069
213,2019-07-31,7,0.041697674418604655,1.2610340479192939,SQQQ,780.0,840.75,778.5,818.5,816.344970703125,913824,50,14.0,,0.14,7.000000000000001,45.5,0.0572147123546054
214,2019-08-01,2,0.012627906976744187,-0.6971556051310652,SQQQ,814.75,843.75,769.75,831.0,828.8119506835938,1637348,68,20.0,False,0.2,13.6,3.0,0.003568242640499486
215,2019-08-02,3,0.01844186046511628,0.46040515653775316,SQQQ,850.0,883.5,847.0,869.5,867.2106323242188,1298416,60,20.0,,0.2,12.0,39.75,0.047111111111111104
216,2019-08-05,13,0.0765813953488372,2.157238734419942,SQQQ,922.75,982.25,922.75,961.25,958.7191162109376,1584244,85,20.0,,0.2,17.0,98.75,0.11177136389360487
217,2019-08-06,8,0.047511627906976744,-0.37959307622228966,SQQQ,934.5,956.0,912.0,920.25,917.8270263671876,1042980,100,20.0,,0.2,20.0,-26.25,-0.026724357342835292
218,2019-08-08,4,0.024255813953488373,-0.4894762604013705,SQQQ,893.0,902.0,846.5,847.5,845.2686157226562,754580,62,20.0,,0.2,12.4,-54.0,-0.05648535564853552
219,2019-08-09,3,0.01844186046511628,-0.2396931927133269,SQQQ,860.0,891.25,851.0,871.5,869.2053833007812,937160,27,20.0,,0.2,5.4,-10.75,-0.011917960088691837
220,2019-08-12,3,0.01844186046511628,0.0,SQQQ,887.5,913.5,879.5,901.25,898.8770751953125,914328,68,20.0,,0.2,13.6,22.25,0.02496493688639556
221,2019-08-13,4,0.024255813953488373,0.31525851197982346,SQQQ,903.0,906.75,823.75,842.0,839.7830200195312,1066660,49,20.0,,0.2,9.8,-6.75,-0.007389162561576401
222,2019-08-14,4,0.024255813953488373,0.0,SQQQ,883.0,922.5,875.0,918.25,915.8323364257812,1297080,99,20.0,,0.2,19.8,15.75,0.017369727047146455
223,2019-08-15,2,0.012627906976744187,-0.4793863854266539,SQQQ,913.0,942.25,905.75,921.25,918.8244018554688,767368,82,20.0,,0.2,16.400000000000002,19.75,0.021409214092140916
224,2019-08-19,1,0.006813953488372093,-0.46040515653775327,SQQQ,839.75,849.25,830.5,838.25,836.04296875,469812,29,20.0,,0.2,5.800000000000001,-93.0,-0.09869992040329001
225,2019-08-20,1,0.006813953488372093,0.0,SQQQ,842.5,855.75,833.5,855.0,852.7488403320312,454960,44,20.0,,0.2,8.8,6.5,0.007653812187224052
226,2019-08-21,2,0.012627906976744187,0.8532423208191127,SQQQ,832.5,841.75,825.0,832.75,830.557373046875,472940,26,20.0,,0.2,5.2,-14.0,-0.01635991820040905
227,2019-08-23,5,0.030069767441860466,1.3812154696132595,SQQQ,858.75,928.25,836.0,918.25,915.8323364257812,1345884,89,20.0,,0.2,17.8,86.5,0.10276210276210285
228,2019-08-26,2,0.012627906976744187,-0.580046403712297,SQQQ,890.5,906.5,879.5,880.5,878.181640625,693036,40,20.0,,0.2,8.0,-21.75,-0.023431187718825797
229,2019-08-27,3,0.01844186046511628,0.46040515653775316,SQQQ,862.0,896.0,857.25,885.25,882.919189453125,742832,71,20.0,,0.2,14.2,-10.5,-0.01158301158301156
230,2019-08-28,3,0.01844186046511628,0.0,SQQQ,894.5,907.5,872.25,877.5,875.1895751953125,561160,54,20.0,,0.2,10.8,11.5,0.012834821428571397
231,2019-08-29,1,0.006813953488372093,-0.6305170239596469,SQQQ,844.0,854.25,829.25,836.5,834.2975463867188,635516,54,20.0,,0.2,10.8,-53.25,-0.05867768595041323
232,2019-09-03,6,0.03588372093023256,4.266211604095563,SQQQ,859.75,876.25,847.0,866.75,864.4678955078125,629600,68,13.0,,0.13,8.84,22.0,0.025753585016095926
233,2019-09-11,1,0.006813953488372093,-0.8101101749837978,SQQQ,795.5,800.5,776.0,777.5,775.4529418945312,507676,87,13.0,,0.13,11.31,-75.75,-0.08644793152639085
234,2019-09-16,1,0.006813953488372093,0.0,SQQQ,791.0,793.5,782.0,786.75,784.6785888671875,590928,73,13.0,,0.13,9.49,-7.0,-0.008744534665833803
235,2019-09-18,2,0.012627906976744187,0.8532423208191127,SQQQ,780.5,806.0,775.75,776.75,774.704833984375,536696,74,13.0,,0.13,9.62,12.5,0.015752993068683052
236,2019-09-23,2,0.012627906976744187,0.0,SQQQ,799.75,807.0,790.0,797.25,795.1509399414062,394728,86,13.0,,0.13,11.18,1.0,0.001240694789081953
237,2019-09-24,1,0.006813953488372093,-0.46040515653775327,SQQQ,786.5,839.25,781.5,828.75,826.5679321289062,943360,69,13.0,,0.13,8.97,32.25,0.039962825278810454
238,2019-09-25,4,0.024255813953488373,2.559726962457338,SQQQ,827.0,847.5,790.25,796.75,795.5401611328125,592312,50,13.0,,0.13,6.5,8.25,0.009830205540661385
239,2019-09-27,1,0.006813953488372093,-0.7190795781399808,SQQQ,802.25,852.75,800.75,834.75,833.4824829101562,804832,71,13.0,,0.13,9.23,5.25,0.006194690265486802
240,2019-10-02,1,0.006813953488372093,0.0,SQQQ,849.5,889.75,849.5,875.25,873.9209594726562,866020,87,17.0,,0.17,14.79,37.0,0.043389035473468285
241,2019-10-03,1,0.006813953488372093,0.0,SQQQ,876.0,908.0,845.5,845.75,844.4657592773438,821548,51,17.0,,0.17,8.67,18.25,0.02051137960101146
242,2019-10-04,1,0.006813953488372093,0.0,SQQQ,834.75,836.5,806.5,810.0,808.7700805664062,572712,68,17.0,,0.17,11.56,-71.5,-0.07874449339207046
243,2019-10-07,1,0.006813953488372093,0.0,SQQQ,817.75,822.0,798.5,818.25,817.0075073242188,544268,80,17.0,,0.17,13.6,-14.5,-0.017334130304841655
244,2019-10-08,2,0.012627906976744187,0.8532423208191127,SQQQ,833.25,856.25,822.5,854.75,853.4520874023438,874372,62,17.0,,0.17,10.54,34.25,0.04166666666666674
245,2019-10-09,1,0.006813953488372093,-0.46040515653775327,SQQQ,832.25,840.5,817.75,829.0,827.7411499023438,580220,43,17.0,,0.17,7.31,-15.75,-0.01839416058394161
246,2019-10-10,1,0.006813953488372093,0.0,SQQQ,828.75,831.25,800.75,810.5,809.269287109375,607564,57,17.0,,0.17,9.69,-9.25,-0.01100535395597857
247,2019-10-11,2,0.012627906976744187,0.8532423208191127,SQQQ,783.25,784.25,760.0,780.25,779.065185546875,992056,92,17.0,,0.17,15.64,-47.0,-0.05654135338345867
248,2019-10-15,4,0.024255813953488373,0.9208103130755063,SQQQ,772.75,773.75,744.75,750.25,749.1107788085938,717296,75,17.0,,0.17,12.750000000000002,-10.5,-0.013388587822760645
249,2019-10-22,1,0.006813953488372093,-0.7190795781399808,SQQQ,743.75,770.0,740.0,769.0,767.832275390625,457688,54,17.0,,0.17,9.18,-3.75,-0.004846526655896577
250,2019-10-23,2,0.012627906976744187,0.8532423208191127,SQQQ,775.0,778.0,764.75,765.0,763.8383178710938,351908,51,17.0,,0.17,8.67,8.0,0.010389610389610393
251,2019-10-24,2,0.012627906976744187,0.0,SQQQ,748.75,759.25,742.0,743.0,741.8717651367188,580632,84,17.0,,0.17,14.28,-18.75,-0.02410025706940877
252,2019-10-25,6,0.03588372093023256,1.8416206261510126,SQQQ,754.5,755.25,724.5,726.25,725.147216796875,554072,82,17.0,,0.17,13.94,-4.0,-0.0052683569311821055
253,2019-10-31,1,0.006813953488372093,0.0,SQQQ,704.75,722.0,703.5,709.75,708.6722412109375,534540,61,17.0,,0.17,10.37,-33.25,-0.04402515723270439
254,2019-11-08,1,0.006813953488372093,0.0,SQQQ,679.0,684.0,666.75,666.75,665.737548828125,374576,58,13.0,,0.13,7.54,-38.0,-0.052631578947368474
255,2019-11-14,1,0.006813953488372093,-0.46040515653775327,SQQQ,671.25,677.5,664.0,665.25,664.2398071289062,376672,72,13.0,,0.13,9.36,-6.5,-0.009502923976608235
256,2019-11-20,1,0.006813953488372093,0.0,SQQQ,651.75,673.0,646.0,658.75,657.7496948242188,663524,84,13.0,,0.13,10.92,-4.5,-0.006642066420664228
257,2019-11-21,1,0.006813953488372093,0.0,SQQQ,660.75,669.25,659.25,663.5,662.4924926757812,517300,100,13.0,,0.13,13.0,-3.75,-0.005572065378900426
258,2019-11-25,2,0.012627906976744187,0.8532423208191127,SQQQ,653.5,653.5,638.0,638.25,637.2808227539062,386796,42,13.0,,0.13,5.46,-15.75,-0.02353380649981318
259,2019-11-26,3,0.01844186046511628,0.46040515653775316,SQQQ,637.75,640.25,632.5,635.0,634.0357666015625,323220,33,13.0,,0.13,4.29,-13.25,-0.020275439938791107
260,2019-11-27,2,0.012627906976744187,-0.31525851197982346,SQQQ,630.75,632.5,621.75,622.25,621.3051147460938,367708,51,13.0,,0.13,6.63,-7.75,-0.012104646622413173
261,2019-12-02,2,0.012627906976744187,0.0,SQQQ,630.25,660.5,629.75,651.25,650.2611083984375,719512,34,12.0,,0.12,4.08,28.0,0.04426877470355728
262,2019-12-03,2,0.012627906976744187,0.0,SQQQ,676.0,686.5,664.5,665.25,664.2398071289062,816692,100,12.0,,0.12,12.0,26.0,0.039364118092354294
263,2019-12-04,1,0.006813953488372093,-0.46040515653775327,SQQQ,655.0,658.25,650.5,655.25,654.2550048828125,459548,66,12.0,,0.12,7.92,-28.25,-0.041150764748725366
264,2019-12-05,2,0.012627906976744187,0.8532423208191127,SQQQ,648.75,661.5,648.75,652.0,651.0099487304688,390836,72,12.0,,0.12,8.64,3.25,0.004937333839726499
265,2019-12-10,1,0.006813953488372093,0.0,SQQQ,638.75,645.75,632.25,641.0,640.0266723632812,420328,50,12.0,,0.12,6.0,-15.75,-0.023809523809523836
266,2019-12-12,2,0.012627906976744187,0.8532423208191127,SQQQ,633.25,636.0,610.0,617.0,616.0630493164062,910648,67,12.0,,0.12,8.04,-9.75,-0.015098722415795574
267,2019-12-13,1,0.006813953488372093,-0.46040515653775327,SQQQ,618.5,622.25,604.5,611.25,610.3218383789062,745460,36,12.0,,0.12,4.32,-13.75,-0.02161949685534592
268,2019-12-16,1,0.006813953488372093,0.0,SQQQ,599.75,600.0,590.75,593.75,592.848388671875,400712,22,12.0,,0.12,2.64,-22.25,-0.035757332261952546
269,2019-12-18,1,0.006813953488372093,0.0,SQQQ,590.75,592.5,585.75,591.5,590.601806640625,308308,18,12.0,,0.12,2.16,-7.5,-0.012499999999999956
270,2019-12-23,2,0.012627906976744187,0.8532423208191127,SQQQ,567.0,570.0,565.75,568.5,567.6367797851562,235440,60,12.0,,0.12,7.199999999999999,-22.5,-0.03797468354430378
271,2019-12-24,1,0.006813953488372093,-0.46040515653775327,SQQQ,564.5,569.0,563.75,565.25,564.9282836914062,140684,37,12.0,,0.12,4.44,-1.0,-0.0017543859649122862
272,2019-12-30,1,0.006813953488372093,-0.46040515653775327,SQQQ,553.0,571.0,552.0,563.0,562.6795654296875,632956,59,12.0,,0.12,7.08,2.0,0.0035149384885764245
273,2020-01-02,2,0.012627906976744187,0.8532423208191127,SQQQ,546.0,549.25,532.5,532.5,532.1968994140625,644972,30,16.0,,0.16,4.8,-21.75,-0.03809106830122588
274,2020-01-03,1,0.006813953488372093,-0.46040515653775327,SQQQ,553.25,553.5,537.25,546.75,546.4387817382812,728464,84,16.0,,0.16,13.44,4.25,0.007737824305871666
275,2020-01-07,5,0.030069767441860466,1.3812154696132595,SQQQ,535.75,541.75,532.0,536.5,536.1946411132812,442268,47,16.0,,0.16,7.52,-11.75,-0.021228545618789507
276,2020-01-08,9,0.05332558139534884,0.7733952049497295,SQQQ,537.0,539.5,517.25,524.5,524.2014770507812,730600,50,16.0,,0.16,8.0,-2.25,-0.00415320719889245
277,2020-01-09,1,0.006813953488372093,-0.8722197993894462,SQQQ,512.25,520.75,508.5,511.25,510.9590148925781,692908,61,16.0,,0.16,9.76,-18.75,-0.03475440222428172
278,2020-01-15,2,0.012627906976744187,0.8532423208191127,SQQQ,503.0,508.0,496.0,503.25,502.9635620117188,771636,41,16.0,,0.16,6.5600000000000005,-12.75,-0.024483917426788238
279,2020-01-17,4,0.024255813953488373,0.9208103130755063,SQQQ,482.75,490.0,480.5,481.5,481.2259521484375,559136,39,16.0,,0.16,6.24,-18.0,-0.03543307086614178
280,2020-01-21,3,0.01844186046511628,-0.2396931927133269,SQQQ,486.0,486.25,478.75,482.5,482.2253723144531,492356,35,16.0,,0.16,5.6000000000000005,-3.75,-0.007653061224489832
281,2020-01-23,1,0.006813953488372093,-0.6305170239596469,SQQQ,479.75,486.25,473.75,474.25,473.9800720214844,710792,39,16.0,,0.16,6.24,0.0,0.0
282,2020-01-27,11,0.06495348837209303,4.143646408839779,SQQQ,518.75,523.0,508.75,516.5,516.2060546875,1173056,100,16.0,,0.16,16.0,36.75,0.07557840616966582
283,2020-01-28,6,0.03588372093023256,-0.4475474400286431,SQQQ,506.0,509.75,489.25,492.75,492.4695434570313,842020,45,16.0,,0.16,7.2,-13.25,-0.02533460803059273
284,2020-01-30,7,0.041697674418604655,0.1620220349967596,SQQQ,500.0,504.75,484.75,485.25,484.9738159179688,1206488,74,16.0,,0.16,11.84,-5.0,-0.009808729769494873
285,2020-01-31,7,0.041697674418604655,0.0,SQQQ,479.25,513.75,479.25,509.0,508.7102966308594,1463560,97,16.0,,0.16,15.52,9.0,0.017830609212481363
286,2020-02-03,5,0.030069767441860466,0.6305170239596469,SQQQ,501.5,502.5,482.0,486.0,485.723388671875,1231772,12,30.0,,0.3,3.6,-11.25,-0.021897810218978075
287,2020-02-04,3,0.01844186046511628,-0.3866976024748646,SQQQ,466.0,470.75,449.75,452.75,452.4923095703125,1404064,15,30.0,,0.3,4.5,-31.75,-0.06318407960199002
288,2020-02-06,1,0.006813953488372093,-0.6305170239596469,SQQQ,444.75,449.5,436.0,436.5,436.2515563964844,696224,14,30.0,,0.3,4.2,-21.25,-0.04514073287307485
289,2020-02-10,4,0.024255813953488373,0.9208103130755063,SQQQ,446.75,447.0,426.0,426.0,425.7575378417969,764268,11,30.0,,0.3,3.3,-2.5,-0.005561735261401579
290,2020-02-11,3,0.01844186046511628,-0.2396931927133269,SQQQ,419.25,429.5,415.0,426.0,425.7575378417969,989592,12,30.0,,0.3,3.6,-17.5,-0.03914988814317677
291,2020-02-12,4,0.024255813953488373,0.31525851197982346,SQQQ,418.75,421.75,413.0,413.75,413.5144958496094,639876,13,30.0,,0.3,3.9,-7.75,-0.018044237485448145
292,2020-02-14,1,0.006813953488372093,-0.7190795781399808,SQQQ,413.75,417.75,410.75,412.25,412.0153503417969,645568,17,30.0,,0.3,5.1,-4.0,-0.009484291641967957
293,2020-02-18,3,0.01844186046511628,1.7064846416382253,SQQQ,418.25,419.5,409.0,411.25,411.0159301757813,773116,7,30.0,,0.3,2.1,1.75,0.00418910831837227
294,2020-02-19,1,0.006813953488372093,-0.6305170239596469,SQQQ,404.25,405.75,397.25,399.75,399.5224914550781,641740,15,30.0,,0.3,4.5,-13.75,-0.03277711561382601
295,2020-02-20,20,0.11727906976744186,16.21160409556314,SQQQ,402.25,425.5,400.0,411.25,411.0159301757813,1238232,12,30.0,,0.3,3.6,19.75,0.04867529266789905
296,2020-02-21,23,0.13472093023255813,0.14872099940511596,SQQQ,416.75,439.75,415.25,434.75,434.5025634765625,1532288,20,30.0,,0.3,6.0,14.25,0.0334900117508814
