,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,JAN_unscaled,JAN_monthly,isPartial,scale,JAN,Stock_Price_Change,Stock_Price_Change_Percent
133,2018-01-16,4,0.03032551319648094,-0.16206142127866463,JAN,5.199999809265137,5.199999809265137,5.050000190734863,5.099999904632568,5.099999904632568,12280,66,93.0,,0.93,61.38,0.14999961853027344,0.029702893636613048
134,2018-01-18,1,0.021527859237536657,-0.2901073397156949,JAN,5.050000190734863,5.050000190734863,4.900000095367432,5.0,5.0,5280,61,93.0,,0.93,56.73,-0.14999961853027344,-0.028846081544659063
135,2018-01-23,2,0.02446041055718475,0.13622122326658492,JAN,5.199999809265137,5.400000095367432,5.199999809265137,5.349999904632568,5.349999904632568,17740,53,93.0,,0.93,49.29,0.34999990463256836,0.06930690919075744
136,2018-01-26,2,0.02446041055718475,0.0,JAN,5.449999809265137,5.449999809265137,5.099999904632568,5.199999809265137,5.199999809265137,7320,53,93.0,,0.93,49.29,0.04999971389770508,0.009259206113829244
137,2018-01-29,3,0.027392961876832846,-0.5818897990242156,JAN,5.099999904632568,5.25,5.099999904632568,5.150000095367432,5.150000095367432,6180,51,93.0,,0.93,47.43,-0.19999980926513672,-0.03669721399350001
138,2018-02-09,1,0.021527859237536657,-0.2141098383470721,JAN,4.800000190734863,5.0,4.599999904632568,5.0,5.0,5380,38,22.0,,0.22,8.36,-0.25,-0.04761904761904767
139,2018-02-27,1,0.021527859237536657,0.0,JAN,4.650000095367432,4.650000095367432,4.5,4.550000190734863,4.550000190734863,2720,32,22.0,,0.22,7.04,-0.34999990463256836,-0.06999998092651372
140,2018-03-07,2,0.02446041055718475,0.13622122326658492,JAN,4.599999904632568,4.900000095367432,4.599999904632568,4.849999904632568,4.849999904632568,24820,92,15.0,,0.15,13.8,0.25,0.053763439757573916
141,2018-03-08,1,0.021527859237536657,-0.1198897014746434,JAN,4.900000095367432,4.900000095367432,4.75,4.849999904632568,4.849999904632568,6180,87,15.0,,0.15,13.05,0.0,0.0
142,2018-03-19,1,0.021527859237536657,0.0,JAN,4.599999904632568,5.25,4.449999809265137,4.849999904632568,4.849999904632568,110500,78,15.0,,0.15,11.7,0.34999990463256836,0.07142855057563491
143,2018-03-23,6,0.03619061583577713,0.6811061163329248,JAN,5.0,5.0,4.650000095367432,4.699999809265137,4.699999809265137,4420,87,15.0,,0.15,13.05,-0.25,-0.04761904761904767
144,2018-03-28,1,0.021527859237536657,-0.1198897014746434,JAN,4.599999904632568,4.599999904632568,4.300000190734863,4.449999809265137,4.449999809265137,10600,81,15.0,,0.15,12.15,-0.40000009536743164,-0.0800000190734863
145,2018-04-02,2,0.02446041055718475,0.13622122326658492,JAN,4.150000095367432,4.150000095367432,3.5,3.849999904632568,3.849999904632568,14160,58,15.0,,0.15,8.7,-0.4499998092651367,-0.09782604752055557
146,2018-04-03,2,0.02446041055718475,0.0,JAN,4.050000190734863,4.050000190734863,3.75,3.75,3.75,16060,56,15.0,,0.15,8.4,-0.09999990463256836,-0.024096362008327765
147,2018-04-17,35,0.12123460410557185,3.9563601486632303,JAN,4.25,4.400000095367432,4.099999904632568,4.150000095367432,4.150000095367432,8940,61,15.0,,0.15,9.15,0.34999990463256836,0.08641972546896648
148,2018-04-20,4,0.03032551319648094,-0.7498609128951887,JAN,4.050000190734863,4.099999904632568,4.050000190734863,4.050000190734863,4.050000190734863,5060,55,15.0,,0.15,8.25,-0.3000001907348633,-0.06818186005284876
149,2018-04-27,1,0.021527859237536657,-0.2901073397156949,JAN,3.650000095367432,3.650000095367432,3.450000047683716,3.650000095367432,3.650000095367432,4740,50,15.0,,0.15,7.5,-0.4499998092651363,-0.10975605359324125
150,2018-05-02,3,0.027392961876832846,0.27244244653316985,JAN,3.799999952316284,3.799999952316284,3.650000095367432,3.799999952316284,3.799999952316284,1500,68,14.0,,0.14,9.52,0.1499998569488521,0.04109585014510864
151,2018-05-03,1,0.021527859237536657,-0.2141098383470721,JAN,3.950000047683716,3.950000047683716,3.650000095367432,3.75,3.75,1480,62,14.0,,0.14,8.680000000000001,0.15000009536743164,0.03947370980254861
152,2018-05-07,46,0.15349266862170088,6.129955046996322,JAN,4.050000190734863,4.099999904632568,3.75,3.900000095367432,3.900000095367432,10060,61,14.0,,0.14,8.540000000000001,0.14999985694885254,0.037974646870400086
153,2018-05-15,6,0.03619061583577713,-0.7642192545041172,JAN,4.0,4.099999904632568,3.950000047683716,4.099999904632568,4.099999904632568,18820,62,14.0,,0.14,8.680000000000001,0.0,0.0
154,2018-05-17,1,0.021527859237536657,-0.4051535531966616,JAN,4.150000095367432,4.150000095367432,3.900000095367432,3.950000047683716,3.950000047683716,1440,58,14.0,,0.14,8.120000000000001,0.05000019073486328,0.012195168755581687
155,2018-05-21,3,0.027392961876832846,0.27244244653316985,JAN,4.0,4.099999904632568,3.849999904632568,4.099999904632568,4.099999904632568,520,61,14.0,,0.14,8.540000000000001,-0.05000019073486328,-0.0120482384544226
156,2018-05-24,1,0.021527859237536657,-0.2141098383470721,JAN,4.25,4.25,3.900000095367432,4.099999904632568,4.099999904632568,11440,66,14.0,,0.14,9.24,0.15000009536743164,0.036585389964996606
157,2018-05-30,1,0.021527859237536657,0.0,JAN,3.950000047683716,4.099999904632568,3.900000095367432,3.950000047683716,3.950000047683716,9480,67,14.0,,0.14,9.38,-0.15000009536743164,-0.035294140086454484
158,2018-06-06,1,0.021527859237536657,0.0,JAN,4.0,4.0,3.900000095367432,3.900000095367432,3.900000095367432,3220,91,14.0,,0.14,12.740000000000002,-0.09999990463256836,-0.02439022120941492
159,2018-06-21,2,0.02446041055718475,0.13622122326658492,JAN,3.549999952316284,3.5999999046325684,3.450000047683716,3.450000047683716,3.450000047683716,5300,80,14.0,,0.14,11.2,-0.40000009536743164,-0.10000002384185791
160,2018-06-28,4,0.03032551319648094,0.2397794029492868,JAN,3.549999952316284,3.549999952316284,3.3499999046325684,3.400000095367432,3.400000095367432,4200,77,14.0,,0.14,10.78,-0.04999995231628418,-0.01388887601134181
161,2018-07-18,3,0.027392961876832846,-0.0967024465718983,JAN,3.450000047683716,3.549999952316284,3.3499999046325684,3.400000095367432,3.400000095367432,8760,90,14.0,,0.14,12.6,0.0,0.0
162,2018-07-19,4,0.03032551319648094,0.10705491917353616,JAN,3.450000047683716,3.650000095367432,3.3499999046325684,3.400000095367432,3.400000095367432,17120,100,14.0,,0.14,14.000000000000002,0.1000001430511479,0.0281690547589728
163,2018-07-25,2,0.02446041055718475,-0.1934048931437966,JAN,3.3499999046325684,3.3499999046325684,3.299999952316284,3.3499999046325684,3.3499999046325684,9680,96,14.0,,0.14,13.44,-0.3000001907348637,-0.0821918309305315
164,2018-07-26,3,0.027392961876832846,0.1198897014746434,JAN,3.5,3.5,3.3499999046325684,3.400000095367432,3.400000095367432,10680,97,14.0,,0.14,13.580000000000002,0.15000009536743164,0.04477614914555761
165,2018-08-02,1,0.021527859237536657,-0.2141098383470721,JAN,3.450000047683716,3.450000047683716,3.400000095367432,3.400000095367432,3.400000095367432,2320,77,14.0,,0.14,10.78,-0.04999995231628418,-0.014285700661795464
166,2018-08-07,2,0.02446041055718475,0.13622122326658492,JAN,3.3499999046325684,3.3499999046325684,3.299999952316284,3.3499999046325684,3.3499999046325684,13560,97,14.0,,0.14,13.580000000000002,-0.10000014305114746,-0.028985548309857667
167,2018-08-09,0,0.018595307917888566,-0.23977940294928657,JAN,3.150000095367432,3.299999952316284,3.150000095367432,3.200000047683716,3.200000047683716,3780,76,14.0,,0.14,10.64,-0.04999995231628418,-0.014925359325276832
168,2018-08-10,3,0.027392961876832846,0.47311149660936747,JAN,3.150000095367432,3.299999952316284,3.150000095367432,3.200000047683716,3.200000047683716,7060,100,14.0,,0.14,14.000000000000002,0.0,0.0
169,2018-08-13,4,0.03032551319648094,0.10705491917353616,JAN,3.200000047683716,3.200000047683716,3.0,3.150000095367432,3.150000095367432,5680,82,14.0,,0.14,11.48,-0.09999990463256836,-0.030303001841675226
170,2018-08-14,1,0.021527859237536657,-0.2901073397156949,JAN,3.049999952316284,3.150000095367432,3.049999952316284,3.049999952316284,3.049999952316284,3640,90,14.0,,0.14,12.6,-0.049999952316283736,-0.015624984866008274
171,2018-08-15,2,0.02446041055718475,0.13622122326658492,JAN,3.150000095367432,3.650000095367432,3.049999952316284,3.400000095367432,3.400000095367432,50500,89,14.0,,0.14,12.46,0.5,0.15873015392454382
172,2018-08-22,2,0.02446041055718475,0.0,JAN,3.5999999046325684,3.5999999046325684,3.400000095367432,3.400000095367432,3.400000095367432,620,85,14.0,,0.14,11.9,-0.050000190734863725,-0.01369868203519331
173,2018-08-23,3,0.027392961876832846,0.1198897014746434,JAN,3.400000095367432,3.5999999046325684,3.400000095367432,3.549999952316284,3.549999952316284,6420,83,14.0,,0.14,11.62,0.0,0.0
174,2018-08-27,1,0.021527859237536657,-0.2141098383470721,JAN,3.950000047683716,4.050000190734863,3.799999952316284,3.950000047683716,3.950000047683716,11280,87,14.0,,0.14,12.18,0.4500002861022949,0.12500008278423103
175,2018-08-28,7,0.03912316715542522,0.8173273395995098,JAN,4.099999904632568,4.199999809265137,4.0,4.199999809265137,4.199999809265137,43320,92,14.0,,0.14,12.88,0.14999961853027344,0.037036941102725374
176,2018-08-29,1,0.021527859237536657,-0.4497413986957499,JAN,4.5,7.5,4.5,5.150000095367432,5.150000095367432,932380,86,14.0,,0.14,12.04,3.3000001907348633,0.7857143668090443
177,2018-08-30,20,0.07724633431085044,2.5882032420651138,JAN,5.050000190734863,5.800000190734863,5.0,5.599999904632568,5.599999904632568,287540,84,14.0,,0.14,11.760000000000002,-1.6999998092651367,-0.22666664123535152
178,2018-09-04,2,0.02446041055718475,-0.6833453551497666,JAN,5.400000095367432,5.449999809265137,5.0,5.300000190734863,5.300000190734863,97020,61,14.0,,0.14,8.540000000000001,-0.35000038146972656,-0.0603448913723883
179,2018-09-06,24,0.08897653958944282,2.6375734324421534,JAN,5.0,5.349999904632568,4.900000095367432,5.199999809265137,5.199999809265137,44460,56,14.0,,0.14,7.840000000000001,-0.09999990463256836,-0.018348606996750005
180,2018-09-07,4,0.03032551319648094,-0.6591740549091988,JAN,5.400000095367432,5.5,5.150000095367432,5.300000190734863,5.300000190734863,29360,56,14.0,,0.14,7.840000000000001,0.15000009536743164,0.028037401503044235
181,2018-09-11,6,0.03619061583577713,0.1934048931437966,JAN,5.5,6.25,5.449999809265137,6.099999904632568,6.099999904632568,85120,62,14.0,,0.14,8.680000000000001,0.75,0.13636363636363646
182,2018-09-13,3,0.027392961876832846,-0.24309213191799695,JAN,6.949999809265137,7.050000190734863,5.550000190734863,6.199999809265137,6.199999809265137,99360,64,14.0,,0.14,8.96,0.8000001907348633,0.12800003051757813
183,2018-09-17,1,0.021527859237536657,-0.7315021396437584,JAN,5.75,6.400000095367432,5.449999809265137,6.050000190734863,6.050000190734863,64440,59,14.0,,0.14,8.260000000000002,-0.6500000953674316,-0.09219859259318375
184,2018-09-20,13,0.05671847507331378,1.634654679199019,JAN,5.5,5.650000095367432,5.25,5.599999904632568,5.599999904632568,22780,57,14.0,,0.14,7.98,-0.75,-0.11718749825377017
185,2018-09-21,3,0.027392961876832846,-0.5170363476552402,JAN,5.650000095367432,5.699999809265137,5.349999904632568,5.5,5.5,11280,62,14.0,,0.14,8.680000000000001,0.04999971389770508,0.008849506735177037
186,2018-09-25,4,0.03032551319648094,0.408663669799755,JAN,5.150000095367432,5.150000095367432,4.800000190734863,5.099999904632568,5.099999904632568,23900,65,14.0,,0.14,9.1,-0.5499997138977051,-0.09649118110560306
187,2018-09-27,2,0.02446041055718475,-0.1934048931437966,JAN,4.949999809265137,4.949999809265137,4.699999809265137,4.800000190734863,4.800000190734863,17220,59,14.0,,0.14,8.260000000000002,-0.20000028610229492,-0.03883500629100978
188,2018-10-02,3,0.027392961876832846,0.1198897014746434,JAN,4.5,4.650000095367432,4.349999904632568,4.400000095367432,4.400000095367432,10640,80,15.0,,0.15,12.0,-0.2999997138977051,-0.060606005142905706
189,2018-10-03,5,0.03325806451612903,0.21410983834707187,JAN,4.400000095367432,4.849999904632568,4.150000095367432,4.550000190734863,4.550000190734863,70660,79,15.0,,0.15,11.85,0.19999980926513672,0.043010710787809936
190,2018-10-04,2,0.02446041055718475,-0.2645269376598184,JAN,4.5,4.5,4.199999809265137,4.25,4.25,13160,76,15.0,,0.15,11.4,-0.34999990463256836,-0.07216493020922732
191,2018-10-05,65,0.20921114369501467,7.5530511929025295,JAN,4.400000095367432,4.449999809265137,3.75,4.0,4.0,12100,81,15.0,,0.15,12.15,-0.05000019073486328,-0.011111153496636272
192,2018-10-08,11,0.050853372434017594,-0.7569279937203011,JAN,4.0,4.25,3.900000095367432,4.0,4.0,7380,79,15.0,,0.15,11.85,-0.19999980926513672,-0.04494377928932192
193,2018-10-10,10,0.0479208211143695,-0.05766680122253609,JAN,4.0,4.150000095367432,3.799999952316284,3.849999904632568,3.849999904632568,8640,81,15.0,,0.15,12.15,-0.09999990463256836,-0.023529389325310235
194,2018-10-11,7,0.03912316715542522,-0.18358729575913346,JAN,3.900000095367432,4.050000190734863,3.75,3.900000095367432,3.900000095367432,11980,83,15.0,,0.15,12.45,-0.09999990463256836,-0.024096362008327765
195,2018-10-12,8,0.04205571847507331,0.07495689978262488,JAN,4.0,4.0,3.75,4.0,4.0,3740,72,15.0,,0.15,10.8,-0.05000019073486328,-0.012345725525951368
196,2018-10-15,1,0.021527859237536657,-0.48811101038979154,JAN,4.050000190734863,4.25,3.799999952316284,3.799999952316284,3.799999952316284,19880,82,15.0,,0.15,12.3,0.25,0.0625
197,2018-10-16,5,0.03325806451612903,0.5448848930663397,JAN,4.0,4.050000190734863,3.75,3.75,3.75,19160,77,15.0,,0.15,11.55,-0.19999980926513672,-0.04705877865062036
198,2018-10-24,2,0.02446041055718475,0.13622122326658492,JAN,3.799999952316284,4.5,3.75,3.900000095367432,3.900000095367432,104680,83,15.0,,0.15,12.45,0.4499998092651367,0.11111105878330463
199,2018-10-25,0,0.018595307917888566,-0.23977940294928657,JAN,3.849999904632568,4.050000190734863,3.849999904632568,3.849999904632568,3.849999904632568,11480,100,15.0,,0.15,15.0,-0.4499998092651367,-0.09999995761447478
200,2018-10-26,9,0.04498826979472141,1.4193344898281026,JAN,3.799999952316284,3.900000095367432,3.75,3.799999952316284,3.799999952316284,5740,86,15.0,,0.15,12.9,-0.1500000953674312,-0.03703705884028963
201,2018-10-31,2,0.02446041055718475,-0.2645269376598184,JAN,3.75,3.799999952316284,3.450000047683716,3.799999952316284,3.799999952316284,4740,85,15.0,,0.15,12.75,-0.1000001430511479,-0.025641061693801426
202,2018-11-01,1,0.021527859237536657,-0.1198897014746434,JAN,3.799999952316284,3.799999952316284,3.5,3.5999999046325684,3.5999999046325684,6140,72,17.0,False,0.17,12.24,0.0,0.0
203,2018-11-02,7,0.03912316715542522,0.8173273395995098,JAN,3.799999952316284,3.799999952316284,3.5,3.5,3.5,4480,75,17.0,,0.17,12.750000000000002,0.0,0.0
204,2018-11-05,1,0.021527859237536657,-0.4497413986957499,JAN,3.5,3.75,3.5,3.549999952316284,3.549999952316284,1360,75,17.0,,0.17,12.750000000000002,-0.04999995231628418,-0.013157882353605488
205,2018-11-12,1,0.021527859237536657,0.0,JAN,3.0999999046325684,3.299999952316284,3.0999999046325684,3.0999999046325684,3.0999999046325684,11140,80,17.0,,0.17,13.6,-0.4500000476837158,-0.12000001271565752
206,2018-11-13,3,0.027392961876832846,0.27244244653316985,JAN,3.0999999046325684,3.450000047683716,2.700000047683716,3.049999952316284,3.049999952316284,19460,82,17.0,,0.17,13.94,0.15000009536743164,0.045454575010568155
207,2018-11-16,3,0.027392961876832846,0.0,JAN,2.75,3.0999999046325684,2.700000047683716,2.8499999046325684,2.8499999046325684,12720,74,17.0,,0.17,12.58,-0.35000014305114746,-0.1014493154242514
208,2018-11-19,7,0.03912316715542522,-0.6772937277762996,JAN,2.75,2.900000095367432,2.700000047683716,2.700000047683716,2.700000047683716,10500,81,17.0,,0.17,13.77,-0.19999980926513627,-0.06451606948963484
209,2018-11-21,1,0.021527859237536657,-0.4497413986957499,JAN,2.75,3.0999999046325684,2.5999999046325684,3.0,3.0,39200,70,17.0,,0.17,11.9,0.19999980926513627,0.06896544920278558
210,2018-11-27,3,0.027392961876832846,-0.4613344097802894,JAN,3.3499999046325684,3.5,3.0,3.0999999046325684,3.0999999046325684,54880,88,17.0,,0.17,14.96,0.40000009536743164,0.129032292797713
211,2018-11-28,8,0.04205571847507331,0.5352745958676799,JAN,3.0999999046325684,3.25,2.650000095367432,2.900000095367432,2.900000095367432,32040,84,17.0,,0.17,14.28,-0.25,-0.0714285714285714
212,2018-11-29,8,0.04205571847507331,0.0,JAN,2.950000047683716,3.049999952316284,2.8499999046325684,2.8499999046325684,2.8499999046325684,16680,100,17.0,,0.17,17.0,-0.20000004768371582,-0.061538476210374116
213,2018-12-04,6,0.03619061583577713,0.6811061163329248,JAN,3.049999952316284,3.150000095367432,2.799999952316284,2.799999952316284,2.799999952316284,50560,33,25.0,,0.25,8.25,0.1000001430511479,0.03278693266050836
214,2018-12-11,1,0.021527859237536657,-0.3527025835464245,JAN,2.799999952316284,2.799999952316284,2.650000095367432,2.650000095367432,2.650000095367432,11320,39,25.0,,0.25,9.75,-0.3500001430511479,-0.11111115316024212
215,2018-12-12,4,0.03032551319648094,0.408663669799755,JAN,2.75,3.150000095367432,2.650000095367432,2.8499999046325684,2.8499999046325684,155060,39,25.0,,0.25,9.75,0.3500001430511479,0.12500005321843388
216,2018-12-13,2,0.02446041055718475,-0.1934048931437966,JAN,2.799999952316284,2.8499999046325684,2.650000095367432,2.650000095367432,2.650000095367432,28500,41,25.0,,0.25,10.25,-0.3000001907348637,-0.09523815290547477
217,2018-12-14,1,0.021527859237536657,-0.1198897014746434,JAN,2.650000095367432,2.75,2.5999999046325684,2.650000095367432,2.650000095367432,6980,39,25.0,,0.25,9.75,-0.09999990463256836,-0.03508768701010212
218,2018-12-17,4,0.03032551319648094,0.408663669799755,JAN,2.650000095367432,2.650000095367432,2.5,2.5,2.5,23480,41,25.0,,0.25,10.25,-0.09999990463256792,-0.0363636016845702
219,2018-12-19,1,0.021527859237536657,-0.2901073397156949,JAN,2.25,2.3499999046325684,2.25,2.3499999046325684,2.3499999046325684,6660,46,25.0,,0.25,11.5,-0.3000001907348637,-0.11320761507114874
220,2018-12-20,1,0.021527859237536657,0.0,JAN,2.3499999046325684,2.3499999046325684,2.150000095367432,2.150000095367432,2.150000095367432,13400,44,25.0,,0.25,11.0,0.0,0.0
221,2018-12-21,28,0.10070674486803519,3.677973028197793,JAN,2.200000047683716,2.3499999046325684,1.850000023841858,2.0,2.0,14820,48,25.0,,0.25,12.0,0.0,0.0
222,2018-12-24,9,0.04498826979472141,0.6423295150412163,JAN,1.850000023841858,2.0,1.7999999523162842,1.7999999523162842,1.7999999523162842,8300,44,25.0,,0.25,11.0,-0.34999990463256836,-0.14893613567498942
223,2018-12-26,30,0.10657184750733138,1.3688807770028029,JAN,1.7999999523162842,2.299999952316284,1.7999999523162842,2.0,2.0,31000,54,25.0,,0.25,13.5,0.2999999523162842,0.1499999761581421
224,2018-12-27,7,0.03912316715542522,-0.6328939765003715,JAN,2.0,2.5,2.0,2.3499999046325684,2.3499999046325684,15780,66,25.0,,0.25,16.5,0.20000004768371582,0.08695654427396815
225,2019-01-02,1,0.021527859237536657,-0.1198897014746434,JAN,2.200000047683716,2.299999952316284,2.200000047683716,2.299999952316284,2.299999952316284,4580,88,83.0,,0.83,73.03999999999999,-0.20000004768371582,-0.0800000190734863
226,2019-01-04,14,0.05965102639296188,1.7708759024656042,JAN,2.150000095367432,2.299999952316284,2.049999952316284,2.0999999046325684,2.0999999046325684,3420,82,83.0,,0.83,68.06,0.0,0.0
227,2019-01-07,4,0.03032551319648094,0.2397794029492868,JAN,2.049999952316284,2.400000095367432,2.049999952316284,2.25,2.25,14400,76,83.0,,0.83,63.08,0.1000001430511479,0.043478323967111265
228,2019-01-08,0,0.018595307917888566,-0.386809786287593,JAN,2.25,2.400000095367432,2.200000047683716,2.25,2.25,16320,73,83.0,,0.83,60.59,0.0,0.0
229,2019-01-09,1,0.021527859237536657,0.15770383220312234,JAN,2.400000095367432,2.549999952316284,2.299999952316284,2.450000047683716,2.450000047683716,28600,80,83.0,,0.83,66.39999999999999,0.1499998569488521,0.06249993791183073
230,2019-01-15,-1,0.01566275659824047,-0.42821967669414407,JAN,2.3499999046325684,3.0,2.299999952316284,2.450000047683716,2.450000047683716,134940,74,83.0,,0.83,61.42,0.4500000476837158,0.176470610234702
231,2019-01-16,1,0.021527859237536657,0.37446171129002037,JAN,2.549999952316284,2.75,2.450000047683716,2.650000095367432,2.650000095367432,28420,75,83.0,,0.83,62.25,-0.25,-0.08333333333333337
232,2019-01-17,33,0.11536950146627566,4.3590791445307175,JAN,2.75,2.900000095367432,2.299999952316284,2.5999999046325684,2.5999999046325684,22560,76,83.0,,0.83,63.08,0.15000009536743208,0.05454548922452074
233,2019-01-24,2,0.02446041055718475,-0.2645269376598184,JAN,2.549999952316284,2.700000047683716,2.450000047683716,2.5999999046325684,2.5999999046325684,7060,68,83.0,,0.83,56.44,-0.20000004768371626,-0.06896553141608641
234,2019-01-29,2,0.02446041055718475,0.0,JAN,2.400000095367432,2.450000047683716,2.0,2.25,2.25,23240,70,83.0,,0.83,58.1,-0.25,-0.09259259095734862
235,2019-02-04,3,0.027392961876832846,0.1198897014746434,JAN,2.25,2.25,2.150000095367432,2.200000047683716,2.200000047683716,5540,66,25.0,,0.25,16.5,-0.20000004768371582,-0.08163267093517013
236,2019-02-14,1,0.021527859237536657,0.0,JAN,2.200000047683716,2.200000047683716,2.0999999046325684,2.150000095367432,2.150000095367432,4220,53,25.0,,0.25,13.25,-0.04999995231628418,-0.0222222010294596
237,2019-02-27,17,0.06844868035190615,-0.9316196999481456,JAN,2.3499999046325684,2.450000047683716,2.25,2.450000047683716,2.450000047683716,3820,41,25.0,,0.25,10.25,0.25,0.11363636117336173
238,2019-03-19,10,0.0479208211143695,-0.2999014609485454,JAN,2.549999952316284,2.549999952316284,2.200000047683716,2.400000095367432,2.400000095367432,44180,12,28.0,,0.28,3.3600000000000003,0.09999990463256836,0.04081628681073313
239,2019-03-22,2,0.02446041055718475,-0.4895661220243559,JAN,2.5,2.650000095367432,2.200000047683716,2.3499999046325684,2.3499999046325684,63680,19,28.0,,0.28,5.32,0.1000001430511479,0.039215743106313816
240,2019-04-11,3,0.027392961876832846,0.1198897014746434,JAN,3.0,3.150000095367432,2.8499999046325684,2.900000095367432,2.900000095367432,40600,87,14.0,,0.14,12.18,0.5,0.18867923849288504
241,2019-04-17,9,0.04498826979472141,0.6423295150412163,JAN,2.8499999046325684,3.049999952316284,2.8499999046325684,2.900000095367432,2.900000095367432,18640,100,14.0,,0.14,14.000000000000002,-0.1000001430511479,-0.03174607619797021
242,2019-04-22,5,0.03325806451612903,-0.2607391956195816,JAN,3.799999952316284,4.960000038146973,3.5,3.630000114440918,3.630000114440918,1597500,84,14.0,,0.14,11.760000000000002,1.9100000858306885,0.6262295461284066
243,2019-04-23,18,0.07138123167155426,1.1462833965258796,JAN,4.0,4.239999771118164,3.7799999713897705,4.050000190734863,4.050000190734863,221600,87,14.0,,0.14,12.18,-0.7200002670288086,-0.14516134304260941
244,2019-04-26,6,0.03619061583577713,-0.49299535762704905,JAN,5.110000133514404,5.400000095367432,4.699999809265137,5.019999980926514,5.019999980926514,660600,84,14.0,,0.14,11.760000000000002,1.1600003242492676,0.27358499690280746
245,2019-05-02,2,0.02446041055718475,0.13622122326658492,JAN,4.440000057220459,4.980000019073486,4.309999942779541,4.949999809265137,4.949999809265137,331600,87,14.0,,0.14,12.18,-0.4200000762939453,-0.07777779053268097
246,2019-05-07,3,0.027392961876832846,0.27244244653316985,JAN,4.920000076293945,5.590000152587891,4.539999961853027,4.800000190734863,4.800000190734863,1277600,85,14.0,,0.14,11.9,0.6100001335144043,0.1224899861803399
247,2019-05-10,2,0.02446041055718475,-0.10705491917353605,JAN,4.380000114440918,4.53000020980835,4.329999923706055,4.53000020980835,4.53000020980835,51000,81,14.0,,0.14,11.340000000000002,-1.059999942779541,-0.18962431374689925
248,2019-05-13,3,0.027392961876832846,0.1198897014746434,JAN,4.519999980926514,4.550000190734863,4.170000076293945,4.409999847412109,4.409999847412109,91700,77,14.0,,0.14,10.78,0.019999980926513672,0.004415006622562556
249,2019-05-16,5,0.03325806451612903,0.21410983834707187,JAN,4.699999809265137,4.840000152587891,4.519999980926514,4.650000095367432,4.650000095367432,212400,81,14.0,,0.14,11.340000000000002,0.28999996185302734,0.06373625268050587
250,2019-05-22,15,0.06258357771260997,0.8817564588660614,JAN,4.75,5.050000190734863,4.670000076293945,4.940000057220459,4.940000057220459,141500,84,14.0,,0.14,11.760000000000002,0.21000003814697266,0.04338843626578992
251,2019-06-10,1,0.021527859237536657,-0.4051535531966616,JAN,4.699999809265137,4.800000190734863,4.539999961853027,4.630000114440918,4.630000114440918,32900,94,13.0,,0.13,12.22,-0.25,-0.04950494862528321
252,2019-07-17,2,0.02446041055718475,0.13622122326658492,JAN,4.429999828338623,4.429999828338623,4.289999961853027,4.309999942779541,4.309999942779541,4100,77,13.0,,0.13,10.01,-0.37000036239624023,-0.07708340576953066
253,2019-07-18,5,0.03325806451612903,0.35966910442392996,JAN,4.349999904632568,4.449999809265137,4.25,4.25,4.25,4400,73,13.0,,0.13,9.49,0.019999980926513672,0.004514668555645196
254,2019-07-23,7,0.03912316715542522,0.17635129177321218,JAN,3.910000085830689,4.050000190734863,3.890000104904175,3.9800000190734863,3.9800000190734863,10900,73,13.0,,0.13,9.49,-0.39999961853027344,-0.08988755857864372
255,2019-07-29,3,0.027392961876832846,-0.4613344097802894,JAN,3.950000047683716,4.0,3.900000095367432,3.900000095367432,3.900000095367432,7800,72,13.0,,0.13,9.36,-0.05000019073486328,-0.012345725525951368
256,2019-08-05,1,0.021527859237536657,-0.2141098383470721,JAN,3.920000076293945,4.039999961853027,3.5199999809265137,3.7799999713897705,3.7799999713897705,26900,92,14.0,,0.14,12.88,0.039999961853027344,0.009999990463256836
257,2019-08-06,1,0.021527859237536657,0.0,JAN,3.75,4.03000020980835,3.569999933242798,3.569999933242798,3.569999933242798,7100,82,14.0,,0.14,11.48,-0.009999752044677734,-0.002475186173044208
258,2019-08-09,1,0.021527859237536657,0.0,JAN,3.7200000286102295,3.7200000286102295,3.539999961853028,3.660000085830689,3.660000085830689,3700,80,14.0,,0.14,11.2,-0.3100001811981201,-0.0769231178806471
259,2019-08-14,1,0.021527859237536657,0.0,JAN,3.5299999713897705,3.539999961853028,3.3399999141693115,3.5,3.5,13400,90,14.0,,0.14,12.6,-0.1800000667572017,-0.0483871143475364
260,2019-08-15,1,0.021527859237536657,0.0,JAN,3.490000009536743,3.799999952316284,3.220000028610229,3.25,3.25,24700,83,14.0,,0.14,11.62,0.2599999904632564,0.07344632578107668
261,2019-08-21,8,0.04205571847507331,0.9535485628660945,JAN,3.259999990463257,3.259999990463257,3.069999933242798,3.240000009536743,3.240000009536743,4400,87,14.0,,0.14,12.18,-0.5399999618530273,-0.14210525490240367
262,2019-08-27,1,0.021527859237536657,-0.48811101038979154,JAN,5.400000095367432,9.239999771118164,3.640000104904175,4.019999980926514,4.019999980926514,4596900,93,14.0,,0.14,13.02,5.979999780654907,1.8343557663032781
263,2019-08-29,1,0.021527859237536657,0.0,JAN,5.0,5.53000020980835,4.199999809265137,4.5,4.5,6793100,92,14.0,,0.14,12.88,-3.7099995613098145,-0.40151511398369377
