,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,SQ_unscaled,SQ_monthly,isPartial,scale,SQ,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-03,3,0.020176987614862165,0.041234562810547715,SQ,13.869999885559082,13.869999885559082,13.21399974822998,13.449999809265137,13.449999809265137,2263500,84,62.0,,0.62,52.08,,
1,2016-05-04,2,0.01977746703955254,-0.01980080391263872,SQ,13.449999809265137,13.739999771118164,12.899999618530272,13.390000343322754,13.390000343322754,3135100,92,62.0,,0.62,57.04,-0.13000011444091797,-0.009372755264134391
2,2016-05-05,15,0.024971234518577707,0.2626103468476657,SQ,13.5,13.579999923706056,12.859999656677246,13.050000190734863,13.050000190734863,4973900,87,62.0,,0.62,53.94,-0.1599998474121076,-0.011644821694133611
3,2016-05-06,7,0.02177506991610068,-0.1279938562948979,SQ,10.890000343322754,11.1899995803833,10.152999877929688,10.220000267028809,10.220000267028809,13716800,100,62.0,,0.62,62.0,-2.3900003433227557,-0.17599413525405316
4,2016-05-09,1,0.019377946464242908,-0.020200795911359037,SQ,10.170000076293944,10.420000076293944,9.569000244140623,9.850000381469728,9.850000381469728,4881800,94,62.0,,0.62,58.28,-0.7699995040893572,-0.06881139704770045
5,2016-05-10,1,0.019377946464242908,0.0,SQ,9.949999809265137,10.15999984741211,9.800000190734863,10.0,10.0,3068800,91,62.0,,0.62,56.42,-0.26000022888183416,-0.024952037138017746
6,2016-05-19,0,0.01897842588893328,-0.020617281405273857,SQ,9.359999656677246,9.649999618530272,9.244999885559082,9.600000381469728,9.600000381469728,3792600,83,62.0,,0.62,51.46,-0.5100002288818377,-0.05019687367532211
7,2016-05-23,-5,0.016980823012385137,-0.10525651011515069,SQ,9.600000381469728,9.68000030517578,9.399999618530272,9.460000038146973,9.460000038146973,4961300,96,62.0,,0.62,59.52,0.030000686645507812,0.0031088795680260795
8,2016-05-26,1,0.019377946464242908,0.14116650589370172,SQ,10.0,10.140000343322754,9.75,9.75,9.75,2578400,84,62.0,,0.62,52.08,0.46000003814697443,0.04752066359967144
9,2016-06-02,0,0.01897842588893328,-0.020617281405273857,SQ,9.5,9.68000030517578,9.399999618530272,9.649999618530272,9.649999618530272,2332700,93,61.0,,0.61,56.73,-0.46000003814697443,-0.04536489374479036
10,2016-06-10,6,0.021375549340791052,0.12630781213818065,SQ,9.270000457763672,9.4399995803833,9.045000076293944,9.140000343322754,9.140000343322754,3925600,84,61.0,,0.61,51.24,-0.2400007247924787,-0.0247934625233589
11,2016-06-13,14,0.02457171394326808,0.14952432573874352,SQ,9.119999885559082,9.260000228881836,8.869999885559082,8.920000076293945,8.920000076293945,3509100,80,61.0,,0.61,48.8,-0.17999935150146484,-0.01906772876086893
12,2016-06-14,5,0.020976028765481422,-0.14633432515487055,SQ,8.979999542236328,9.0600004196167,8.800000190734863,8.890000343322754,8.890000343322754,3510500,81,61.0,,0.61,49.41,-0.19999980926513672,-0.021598251006661906
13,2016-06-15,16,0.025370755093887337,0.2095118374188143,SQ,8.890000343322754,9.140000343322754,8.680000305175781,9.0600004196167,9.0600004196167,3241700,73,61.0,,0.61,44.53,0.07999992370605469,0.008830013245125112
14,2016-06-16,2,0.01977746703955254,-0.22046202541612203,SQ,8.649999618530273,9.109999656677246,8.640000343322754,9.050000190734863,9.050000190734863,2876300,80,61.0,,0.61,48.8,-0.030000686645507812,-0.003282350713194937
15,2016-06-17,4,0.020576508190171795,0.04040159182271785,SQ,8.9399995803833,9.322999954223633,8.90999984741211,9.039999961853027,9.039999961853027,4075200,76,61.0,,0.61,46.36,0.21300029754638672,0.023380933652425107
16,2016-06-20,2,0.01977746703955254,-0.03883268935790152,SQ,8.989999771118164,9.279999732971191,8.819999694824219,9.199999809265137,9.199999809265137,4263200,85,61.0,,0.61,51.85,-0.043000221252441406,-0.004612273030523917
17,2016-06-21,3,0.020176987614862165,0.020200795911358815,SQ,9.199999809265137,9.380000114440918,9.119999885559082,9.350000381469728,9.350000381469728,2594600,88,61.0,,0.61,53.68,0.10000038146972656,0.01077590348569002
18,2016-06-22,4,0.020576508190171795,0.019800803912638942,SQ,9.279999732971191,9.420000076293944,8.75,8.779999732971191,8.779999732971191,6098000,86,61.0,,0.61,52.46,0.03999996185302557,0.004264388205224456
19,2016-06-23,1,0.019377946464242908,-0.05824903403685233,SQ,9.050000190734863,9.15999984741211,8.850000381469727,9.130000114440918,9.130000114440918,3792900,82,61.0,,0.61,50.02,-0.26000022888183416,-0.02760087333079142
