,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,EM_unscaled,EM_monthly,isPartial,scale,EM,Stock_Price_Change,Stock_Price_Change_Percent
0,2021-04-01,4,0.0196046511627907,2.469135802469136,EM,10.0,10.0,8.079999923706055,8.539999961853027,8.539999961853027,8789900,80,69.0,False,0.69,55.2,,
1,2021-04-05,2,0.01030232558139535,-0.4744958481613286,EM,8.789999961853027,8.930000305175781,7.519999980926514,8.050000190734863,8.050000190734863,1872300,80,69.0,,0.69,55.2,-1.0699996948242188,-0.10699996948242185
2,2021-04-06,3,0.014953488372093024,0.4514672686230248,EM,8.100000381469727,8.579999923706055,7.889999866485596,8.350000381469727,8.350000381469727,1114900,79,69.0,,0.69,54.51,-0.35000038146972656,-0.03919377038171745
3,2021-04-07,6,0.028906976744186047,0.9331259720062208,EM,8.15999984741211,8.600000381469727,8.15999984741211,8.420000076293945,8.420000076293945,479100,95,69.0,,0.69,65.55,0.020000457763671875,0.0023310557041396063
4,2021-04-08,2,0.01030232558139535,-0.6436041834271923,EM,8.289999961853027,8.489999771118164,7.989999771118164,8.25,8.25,980400,77,69.0,,0.69,53.13,-0.1100006103515625,-0.012790768078171144
5,2021-04-09,6,0.028906976744186047,1.805869074492099,EM,8.199999809265137,8.25,7.480000019073486,8.149999618530273,8.149999618530273,1058800,83,69.0,,0.69,57.27,-0.23999977111816406,-0.02826852503984878
6,2021-04-12,3,0.014953488372093024,0.4514672686230248,EM,7.929999828338623,8.079999923706055,7.059999942779541,7.159999847412109,7.159999847412109,994600,100,69.0,,0.69,69.0,-0.1700000762939453,-0.020606069853811526
7,2021-04-13,6,0.028906976744186047,0.9331259720062208,EM,7.159999847412109,8.09000015258789,7.159999847412109,8.09000015258789,8.09000015258789,1169500,77,69.0,,0.69,53.13,0.010000228881835938,0.0012376521010224462
8,2021-04-14,7,0.03355813953488372,0.1609010458567981,EM,8.109999656677246,8.449999809265137,8.104999542236328,8.369999885559082,8.369999885559082,440200,78,69.0,,0.69,53.81999999999999,0.3599996566772461,0.044499338675795475
9,2021-04-15,6,0.028906976744186047,-0.13860013860013864,EM,8.369999885559082,8.550000190734863,8.229999542236328,8.449999809265137,8.449999809265137,504800,81,69.0,,0.69,55.88999999999999,0.10000038146972656,0.011834364938100972
10,2021-04-16,5,0.024255813953488373,-0.1609010458567981,EM,8.369999885559082,8.5,8.09000015258789,8.489999771118164,8.489999771118164,161300,80,69.0,,0.69,55.2,-0.05000019073486328,-0.005847975394087768
11,2021-04-19,5,0.024255813953488373,0.0,EM,8.40999984741211,8.550000190734863,8.300000190734863,8.489999771118164,8.489999771118164,348100,74,69.0,,0.69,51.06,0.05000019073486328,0.005882375380572125
12,2021-04-20,1,0.005651162790697674,-0.7670182166826462,EM,8.460000038146973,8.619999885559082,8.180000305175781,8.539999961853027,8.539999961853027,488300,84,69.0,,0.69,57.96,0.06999969482421875,0.008187098627211009
13,2021-04-21,2,0.01030232558139535,0.8230452674897122,EM,8.449999809265137,8.550000190734863,8.204999923706055,8.539999961853027,8.539999961853027,267400,84,69.0,,0.69,57.96,-0.06999969482421875,-0.008120614356560196
14,2021-04-22,3,0.014953488372093024,0.4514672686230248,EM,8.579999923706055,8.649999618530273,8.380000114440918,8.399999618530273,8.399999618530273,437900,79,69.0,,0.69,54.51,0.09999942779541016,0.011695839247322315
15,2021-04-23,5,0.024255813953488373,0.6220839813374806,EM,8.479999542236328,8.5,7.920000076293945,8.270000457763672,8.270000457763672,187500,77,69.0,,0.69,53.13,-0.14999961853027344,-0.017340997126628732
16,2021-04-27,2,0.01030232558139535,-0.5752636625119847,EM,8.149999618530273,9.399999618530272,8.149999618530273,8.470000267028809,8.470000267028809,1416900,71,69.0,,0.69,48.99,0.8999996185302717,0.10588230806238497
17,2021-04-28,1,0.005651162790697674,-0.4514672686230249,EM,8.699999809265137,9.75,8.699999809265137,9.210000038146973,9.210000038146973,1229300,79,69.0,,0.69,54.51,0.35000038146972834,0.03723408464610678
18,2021-04-29,2,0.01030232558139535,0.8230452674897122,EM,9.350000381469728,9.6899995803833,8.010000228881836,8.0600004196167,8.0600004196167,650800,73,69.0,,0.69,50.37,-0.06000041961669922,-0.006153889191456319
19,2021-05-03,1,0.005651162790697674,0.0,EM,7.789999961853027,7.849999904632568,7.210000038146973,7.309999942779541,7.309999942779541,340400,83,74.0,,0.74,61.42,-1.8399996757507324,-0.1898864556687575
20,2021-05-04,1,0.005651162790697674,0.0,EM,7.300000190734863,7.400000095367432,7.050000190734863,7.340000152587891,7.340000152587891,652200,84,74.0,,0.74,62.16,-0.4499998092651367,-0.057324817163319386
21,2021-05-05,3,0.014953488372093024,1.646090534979424,EM,7.5,7.960000038146973,7.400000095367432,7.820000171661377,7.820000171661377,326800,81,74.0,,0.74,59.94,0.559999942779541,0.07567566696791173
22,2021-05-06,3,0.014953488372093024,0.0,EM,7.730000019073486,7.849999904632568,7.289000034332275,7.659999847412109,7.659999847412109,409200,79,74.0,,0.74,58.46,-0.1100001335144043,-0.01381911218432752
23,2021-05-07,1,0.005651162790697674,-0.6220839813374806,EM,7.679999828338623,7.809999942779541,7.429999828338623,7.599999904632568,7.599999904632568,170600,90,74.0,,0.74,66.6,-0.039999961853027344,-0.005095536603691109
24,2021-05-10,5,0.024255813953488373,3.292181069958848,EM,7.630000114440918,7.630000114440918,6.840000152587891,6.880000114440918,6.880000114440918,419100,93,74.0,,0.74,68.82,-0.17999982833862305,-0.02304735334921937
25,2021-05-11,2,0.01030232558139535,-0.5752636625119847,EM,6.699999809265137,6.940000057220459,6.539999961853027,6.909999847412109,6.909999847412109,73400,88,74.0,,0.74,65.12,-0.690000057220459,-0.09043250941956482
26,2021-05-12,1,0.005651162790697674,-0.4514672686230249,EM,6.889999866485596,6.900000095367432,6.5,6.650000095367432,6.650000095367432,245500,84,74.0,,0.74,62.16,-0.039999961853027344,-0.005763683216603255
27,2021-05-14,1,0.005651162790697674,0.0,EM,6.289999961853027,6.900000095367432,6.159999847412109,6.210000038146973,6.210000038146973,457900,80,74.0,,0.74,59.2,0.0,0.0
28,2021-05-17,1,0.005651162790697674,0.0,EM,6.28000020980835,6.489999771118164,6.130000114440918,6.199999809265137,6.199999809265137,211600,90,74.0,,0.74,66.6,-0.4100003242492676,-0.059420336026449694
29,2021-05-19,4,0.0196046511627907,2.469135802469136,EM,6.360000133514404,6.360000133514404,6.0,6.130000114440918,6.130000114440918,218800,78,74.0,,0.74,57.72,-0.12999963760375977,-0.020030761508233796
30,2021-05-20,1,0.005651162790697674,-0.7117437722419928,EM,6.070000171661377,6.250999927520752,6.039999961853027,6.190000057220459,6.190000057220459,125900,93,74.0,,0.74,68.82,-0.10900020599365234,-0.017138396809029843
31,2021-05-21,1,0.005651162790697674,0.0,EM,6.239999771118164,6.239999771118164,6.130000114440918,6.21999979019165,6.21999979019165,99900,86,74.0,,0.74,63.64,-0.01100015640258789,-0.0017597434858634964
32,2021-05-24,1,0.005651162790697674,0.0,EM,6.199999809265137,6.239999771118164,5.789999961853027,5.829999923706055,5.829999923706055,253600,94,74.0,,0.74,69.56,0.0,0.0
33,2021-05-25,1,0.005651162790697674,0.0,EM,5.909999847412109,5.989999771118164,5.860000133514404,5.880000114440918,5.880000114440918,159200,88,74.0,,0.74,65.12,-0.25,-0.04006410403364513
34,2021-05-26,4,0.0196046511627907,2.469135802469136,EM,5.909999847412109,6.14900016784668,5.860000133514404,6.110000133514404,6.110000133514404,142000,78,74.0,,0.74,57.72,0.15900039672851562,0.026544307646748866
35,2021-05-27,1,0.005651162790697674,-0.7117437722419928,EM,6.179999828338623,6.179999828338623,6.010000228881836,6.079999923706055,6.079999923706055,80200,80,74.0,,0.74,59.2,0.03099966049194336,0.005041414806596034
36,2021-05-28,1,0.005651162790697674,0.0,EM,6.190000057220459,6.190000057220459,5.96999979019165,6.039999961853027,6.039999961853027,95400,84,74.0,,0.74,62.16,0.010000228881835938,0.0016181600581894884
