,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,WE_unscaled,WE_monthly,isPartial,scale,WE,Stock_Price_Change,Stock_Price_Change_Percent
23,2021-11-23,10,0.010262117937635071,-0.49050414629286165,WE,9.25,9.4399995803833,8.800000190734863,9.06999969482422,9.06999969482422,2898300,66,71.0,,0.71,46.86,-0.5600004196166992,-0.056000041961669966
24,2021-11-24,48,0.021994133991972833,1.1432353560576436,WE,8.930000305175781,9.489999771118164,8.930000305175781,9.25,9.25,2066300,60,71.0,,0.71,42.6,0.05000019073486328,0.005296630609896047
25,2021-11-26,1,0.007483482556344551,0.08993210126354612,WE,9.0,9.1899995803833,8.789999961853027,8.979999542236328,8.979999542236328,1370900,52,71.0,,0.71,36.92,-0.3000001907348633,-0.031612244253986455
26,2021-11-29,1,0.007483482556344551,-0.47578883626376,WE,8.960000038146973,9.270000457763672,8.890000343322754,9.149999618530272,9.149999618530272,1817400,67,71.0,,0.71,47.57,0.0800008773803711,0.008705210123310492
27,2021-11-30,1,0.007483482556344551,0.0,WE,9.050000190734863,9.300000190734863,8.569999694824219,8.6899995803833,8.6899995803833,4878100,68,71.0,,0.71,48.28,0.029999732971191406,0.0032362169891875237
28,2021-12-01,71,0.029095091077493054,2.8879079169932753,WE,8.6899995803833,9.15999984741211,8.4399995803833,8.460000038146973,8.460000038146973,2386800,87,67.0,False,0.67,58.290000000000006,-0.1400003433227539,-0.015053800048545063
29,2021-12-02,47,0.021685396727384995,-0.2546716327635056,WE,8.239999771118164,8.404999732971191,7.920000076293945,8.399999618530273,8.399999618530273,6013000,90,67.0,,0.67,60.3,-0.755000114440918,-0.08242359465259397
30,2021-12-03,95,0.03650478542760111,0.6833810276342203,WE,8.229999542236328,8.359999656677246,7.420000076293945,7.670000076293945,7.670000076293945,7368800,87,67.0,,0.67,58.290000000000006,-0.04500007629394531,-0.005353965225890378
31,2021-12-06,10,0.010262117937635071,-0.2963652913905884,WE,7.75,8.520000457763672,7.53000020980835,8.520000457763672,8.520000457763672,6098800,89,67.0,,0.67,59.63,0.16000080108642578,0.01913885259057757
32,2021-12-07,43,0.020450447669033655,0.992809651313217,WE,8.600000381469727,8.890000343322754,8.444999694824219,8.529999732971191,8.529999732971191,2354000,93,67.0,,0.67,62.31,0.36999988555908203,0.04342721428165275
33,2021-12-08,23,0.014275702377276937,-0.301936925376289,WE,8.399999618530273,9.005000114440918,8.34000015258789,8.729999542236328,8.729999542236328,3571500,95,67.0,,0.67,63.650000000000006,0.11499977111816406,0.012935856769065168
34,2021-12-09,1,0.007483482556344551,-0.47578883626376,WE,8.550000190734863,8.960000038146973,8.399999618530273,8.4399995803833,8.4399995803833,2334500,93,67.0,,0.67,62.31,-0.04500007629394531,-0.004997232173465593
35,2021-12-10,42,0.020141710404445817,1.691488922810347,WE,8.550000190734863,8.755000114440918,8.279999732971191,8.680000305175781,8.680000305175781,2297100,88,67.0,,0.67,58.96,-0.2049999237060547,-0.022879455673356364
36,2021-12-13,21,0.013658227848101265,0.8251165477123643,WE,8.545000076293945,8.729999542236328,7.815000057220459,7.920000076293945,7.920000076293945,2612800,91,67.0,,0.67,60.970000000000006,-0.025000572204589844,-0.002855576456629927
37,2021-12-14,46,0.02137665946279716,0.5651122312891343,WE,7.730000019073486,8.140000343322754,7.429999828338623,7.53000020980835,7.53000020980835,4606400,91,67.0,,0.67,60.970000000000006,-0.5899991989135742,-0.06758295874577291
38,2021-12-15,54,0.023846557579499845,0.11554181891708426,WE,7.480000019073486,7.730000019073486,7.199999809265137,7.559999942779541,7.559999942779541,5340800,89,67.0,,0.67,59.63,-0.4100003242492676,-0.050368588078204546
39,2021-12-16,46,0.02137665946279716,-0.1035746190396043,WE,7.639999866485596,8.15999984741211,7.519999980926514,7.820000171661377,7.820000171661377,3576100,100,67.0,,0.67,67.0,0.42999982833862305,0.055627403270066544
40,2021-12-17,34,0.01767181228774313,-0.1733127283756265,WE,7.690000057220459,8.404999732971191,7.570000171661377,8.010000228881836,8.010000228881836,16014100,84,67.0,,0.67,56.28,0.24499988555908203,0.030024496340742335
41,2021-12-20,1,0.007483482556344551,0.0,WE,7.809999942779541,8.354999542236328,7.789999961853027,8.09000015258789,8.09000015258789,2139500,80,67.0,,0.67,53.6,-0.05000019073486328,-0.005948862858224935
42,2021-12-21,53,0.02353782031491201,2.1453030240521476,WE,8.149999618530273,8.229999542236328,7.980000019073486,8.020000457763672,8.020000457763672,1511900,81,67.0,,0.67,54.27,-0.125,-0.014961101956750378
43,2021-12-22,21,0.013658227848101265,-0.41973268274767517,WE,7.989999771118164,8.109999656677246,7.880000114440918,7.889999866485596,7.889999866485596,1691900,73,67.0,,0.67,48.91,-0.11999988555908203,-0.014580788849773652
44,2021-12-23,16,0.012114541525162087,-0.11302244625782676,WE,7.889999866485596,8.079999923706055,7.75,8.039999961853027,8.039999961853027,2135900,74,67.0,,0.67,49.580000000000005,-0.029999732971191406,-0.00369910409878893
45,2021-12-27,1,0.007483482556344551,-0.8904397506768699,WE,8.045000076293945,8.609999656677246,7.96999979019165,8.600000381469727,8.600000381469727,2555600,75,67.0,,0.67,50.25,0.5299997329711914,0.06559402697718042
46,2021-12-28,42,0.020141710404445817,1.691488922810347,WE,8.59000015258789,8.819999694824219,8.4399995803833,8.529999732971191,8.529999732971191,2100500,77,67.0,,0.67,51.59,0.21000003814697266,0.024390249305540124
47,2021-12-29,7,0.009335906143871565,-0.5364889100078174,WE,8.449999809265137,8.529999732971191,8.25,8.399999618530273,8.399999618530273,3733700,79,67.0,,0.67,52.93,-0.28999996185302734,-0.03287981540670648
48,2021-12-30,1,0.007483482556344551,-0.1984192598961606,WE,8.350000381469727,8.75,8.350000381469727,8.609999656677246,8.609999656677246,2702100,79,67.0,,0.67,52.93,0.2200002670288086,0.02579135684828171
49,2021-12-31,8,0.0096446434084594,0.2887907916993273,WE,8.600000381469727,9.076000213623049,8.579999923706055,8.600000381469727,8.600000381469727,1753400,84,67.0,,0.67,56.28,0.32600021362304865,0.03725716727120565
