,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,MU_unscaled,MU_monthly,isPartial,scale,MU,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-05,3,0.003638522427440633,0.31877590054191907,MU,10.0600004196167,10.399999618530272,10.010000228881836,10.0600004196167,10.0600004196167,26456300,79,32.0,,0.32,25.28,,
1,2016-05-24,11,0.007156552330694811,0.9668842156151802,MU,11.3100004196167,11.5,11.15999984741211,11.489999771118164,11.489999771118164,25437300,79,32.0,,0.32,25.28,1.1000003814697283,0.10576927132860603
2,2016-05-25,1,0.002759014951627089,-0.6144770800049157,MU,11.59000015258789,11.779999732971191,11.420000076293944,11.600000381469728,11.600000381469728,29175600,82,32.0,,0.32,26.24,0.2799997329711914,0.024347802867060064
3,2016-05-26,2,0.0031987686895338613,0.15938795027095964,MU,11.710000038146973,12.029999732971191,11.6899995803833,11.949999809265137,11.949999809265137,23644100,77,32.0,,0.32,24.64,0.25,0.02122241134694347
4,2016-06-28,1,0.002759014951627089,-0.24172105390379495,MU,12.640000343322754,13.050000190734863,12.619999885559082,12.989999771118164,12.989999771118164,34838100,90,32.0,,0.32,28.8,1.0200004577636719,0.08478806985906306
5,2016-06-29,2,0.0031987686895338613,0.15938795027095964,MU,13.300000190734863,13.420000076293944,12.9399995803833,13.1899995803833,13.1899995803833,36879800,95,32.0,,0.32,30.4,0.36999988555908025,0.028352481237645444
6,2016-06-30,2,0.0031987686895338613,0.0,MU,13.34000015258789,13.779999732971191,13.220000267028809,13.760000228881836,13.760000228881836,48486100,90,32.0,,0.32,28.8,0.35999965667724787,0.026825607647587013
7,2016-07-01,10,0.006716798592788039,1.0998075336816058,MU,12.579999923706056,12.899999618530272,12.3100004196167,12.5,12.5,68847100,100,34.0,False,0.34,34.0,-0.8800001144409197,-0.06386067717660093
8,2016-07-06,1,0.002759014951627089,-0.589236611234778,MU,11.760000228881836,11.850000381469728,11.5,11.729999542236328,11.729999542236328,35747800,99,34.0,,0.34,33.660000000000004,-1.0499992370605433,-0.08139529210158014
9,2016-07-11,1,0.002759014951627089,0.0,MU,12.789999961853027,12.979999542236328,12.609999656677246,12.640000343322754,12.640000343322754,22797100,86,34.0,,0.34,29.24,1.1299991607665998,0.0953585758979063
10,2016-07-13,1,0.002759014951627089,0.0,MU,13.239999771118164,13.390000343322754,13.06999969482422,13.289999961853027,13.289999961853027,23067400,91,34.0,,0.34,30.94,0.4100008010864258,0.03158711984174589
