,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,SPXL_unscaled,SPXL_monthly,isPartial,scale,SPXL,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-10,2,0.050382716049382714,0.027988468750874684,SPXL,21.147499084472656,21.674999237060547,21.125,21.65250015258789,20.38519287109375,4244800,57,5.0,,0.05,2.85,,
1,2016-05-11,2,0.050382716049382714,0.0,SPXL,21.4950008392334,21.627500534057617,21.0674991607666,21.100000381469727,19.86503219604492,5992400,19,5.0,,0.05,0.95,-0.04749870300292969,-0.002191405059969509
2,2016-05-12,1,0.04901097393689986,-0.027226442320781863,SPXL,21.3075008392334,21.36750030517578,20.717500686645508,21.07999992370605,19.846200942993164,5446000,100,5.0,,0.05,5.0,-0.26000022888183594,-0.01202174187777294
3,2016-06-01,1,0.04901097393689986,-0.027226442320781863,SPXL,21.8075008392334,22.23500061035156,21.739999771118164,22.170000076293945,20.872404098510746,3289600,22,9.0,False,0.09,1.98,0.8675003051757777,0.040599054301435844
4,2016-06-03,3,0.05175445816186557,0.05597693750174937,SPXL,22.170000076293945,22.299999237060547,21.717500686645508,22.1825008392334,20.884172439575195,6862000,23,9.0,,0.09,2.07,0.06499862670898793,0.002923257248696798
5,2016-06-15,1,0.04901097393689986,-0.0530096212462563,SPXL,21.434999465942383,21.799999237060547,21.27750015258789,21.342500686645508,20.09333610534668,6995200,22,9.0,,0.09,1.98,-0.5,-0.022421525430774247
6,2016-06-17,1,0.04901097393689986,0.0,SPXL,21.5,21.5049991607666,21.0674991607666,21.29750061035156,20.05097007751465,7283200,34,9.0,,0.09,3.06,-0.2950000762939453,-0.013532114065051837
7,2016-06-20,2,0.050382716049382714,0.027988468750874684,SPXL,22.024999618530277,22.25,21.677499771118164,21.690000534057617,20.42049598693848,5210000,22,9.0,,0.09,1.98,0.7450008392333984,0.03464314663134549
8,2016-06-21,1,0.04901097393689986,-0.027226442320781863,SPXL,21.940000534057617,22.037500381469727,21.684999465942383,21.887500762939453,20.60643768310547,3280800,56,9.0,,0.09,5.04,-0.21249961853027344,-0.009550544653045945
9,2016-06-27,4,0.053126200274348424,0.0,SPXL,19.707500457763672,19.71999931335449,18.832500457763672,19.0674991607666,17.95149040222168,13004000,55,9.0,,0.09,4.95,-2.317501068115238,-0.10516170291545013
10,2016-06-29,1,0.04901097393689986,-0.07746133388416954,SPXL,20.625,21.232500076293945,20.59000015258789,21.15250015258789,19.914461135864254,11790400,91,9.0,,0.09,8.19,1.5125007629394567,0.07669882432070785
11,2016-06-30,2,0.050382716049382714,0.027988468750874684,SPXL,21.3075008392334,22.040000915527344,21.122499465942383,21.989999771118164,20.70294189453125,8538400,92,9.0,,0.09,8.28,0.8075008392333984,0.03803135929974499
12,2016-07-11,2,0.050382716049382714,0.027988468750874684,SPXL,23.19499969482422,23.45499992370605,23.102500915527344,23.247499465942383,21.886837005615234,7207200,48,6.0,,0.06,2.88,1.4149990081787074,0.0642014042377752
13,2016-07-12,1,0.04901097393689986,-0.027226442320781863,SPXL,23.625,23.86000061035156,23.524999618530277,23.73500061035156,22.345808029174805,3888000,32,6.0,,0.06,1.92,0.4050006866455078,0.017267136557786555
14,2016-07-13,2,0.050382716049382714,0.027988468750874684,SPXL,23.90250015258789,23.924999237060547,23.5575008392334,23.7450008392334,22.355222702026367,3981200,33,6.0,,0.06,1.98,0.06499862670898793,0.0027241670178661526
15,2016-07-20,1,0.04901097393689986,-0.027226442320781863,SPXL,24.32749938964844,24.542499542236328,24.165000915527344,24.45249938964844,23.02130889892578,2963600,16,6.0,,0.06,0.96,0.6175003051757812,0.02580983594010955
16,2016-08-02,6,0.05586968449931413,0.1399423437543732,SPXL,24.26499938964844,24.334999084472656,23.57749938964844,23.899999618530277,22.50114631652832,4800800,24,4.0,,0.04,0.96,-0.20750045776367188,-0.008454740211223166
17,2016-08-08,7,0.057241426611796986,0.024552530138230777,SPXL,24.857500076293945,24.89249992370605,24.6299991607666,24.737499237060547,23.289628982543945,1892000,75,4.0,,0.04,3.0,0.5575008392333949,0.02290942511640015
18,2016-08-10,6,0.05586968449931413,-0.023964149632150433,SPXL,24.82999992370605,24.850000381469727,24.450000762939453,24.59749984741211,23.15782165527344,2476000,51,4.0,,0.04,2.04,-0.04249954223632457,-0.0017073231843560688
19,2016-08-11,1,0.04901097393689986,-0.12276265069115366,SPXL,24.815000534057617,25.030000686645508,24.69499969482422,24.940000534057617,23.48027801513672,3703600,53,4.0,,0.04,2.12,0.18000030517578125,0.0072434729341093185
20,2016-08-23,4,0.053126200274348424,0.08396540625262405,SPXL,25.112499237060547,25.227500915527344,24.99250030517578,24.997499465942383,23.53441047668457,2220000,51,4.0,,0.04,2.04,0.19750022888183594,0.007890540290204973
21,2016-08-26,2,0.050382716049382714,-0.0516408892561131,SPXL,24.637500762939453,25.042499542236328,24.082500457763672,24.427499771118164,22.997772216796875,7179200,25,4.0,,0.04,1.0,-0.18500137329101562,-0.007333321438000584
22,2016-08-29,12,0.06410013717421124,0.20656355702445195,SPXL,24.49250030517578,24.89249992370605,24.475000381469727,24.78499984741211,23.3343505859375,2393600,24,4.0,,0.04,0.96,-0.149999618530277,-0.005989802187169491
23,2016-09-01,4,0.053126200274348424,-0.17119989728006157,SPXL,24.45249938964844,24.575000762939453,24.0,24.459999084472656,23.028369903564453,4662400,0,6.0,False,0.06,0.0,-0.317499160766598,-0.012754812161884677
24,2016-09-02,6,0.05586968449931413,0.051640889256112876,SPXL,24.770000457763672,24.95249938964844,24.5625,24.77750015258789,23.327287673950195,4949600,20,6.0,,0.06,1.2,0.3774986267089879,0.015361083010759335
