,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,TX_unscaled,TX_monthly,isPartial,scale,TX,Stock_Price_Change,Stock_Price_Change_Percent
47,2017-02-17,1,0.04437539432176656,0.01809365274661645,TX,23.71999931335449,23.8700008392334,23.46999931335449,23.559999465942383,16.218629837036133,437600,96,83.0,,0.83,79.67999999999999,-0.7999992370605469,-0.032428019237393024
48,2017-02-21,10,0.051473186119873816,0.1599488163787588,TX,23.530000686645508,23.729999542236328,22.21999931335449,23.690000534057617,16.30811882019043,876700,91,83.0,,0.83,75.53,-0.1400012969970703,-0.005865156768949942
49,2017-02-22,2,0.045164037854889594,-0.12257155114297957,TX,24.18000030517578,27.13999938964844,23.700000762939453,26.09000015258789,17.96027183532715,2458800,93,83.0,,0.83,77.19,3.409999847412113,0.14369995420112658
50,2017-02-24,3,0.04595268138801262,0.017461758748340994,TX,26.030000686645508,26.21999931335449,25.32999992370605,25.6200008392334,17.6367244720459,591000,96,83.0,,0.83,79.67999999999999,-0.9200000762939524,-0.03389830865821064
51,2017-03-03,8,0.04989589905362776,0.0858103933548433,TX,26.46999931335449,27.51000022888184,26.46999931335449,27.40999984741211,18.868955612182617,404400,94,87.0,,0.87,81.78,1.2900009155273509,0.049199120873749225
52,2017-03-08,1,0.04437539432176656,-0.11064045014857438,TX,26.1200008392334,26.489999771118164,25.65999984741211,25.780000686645508,17.746870040893555,251600,91,87.0,,0.87,79.17,-1.0200004577636754,-0.03707744272182201
53,2017-03-14,80,0.1066782334384858,1.2823108591482755,TX,25.96999931335449,26.1299991607666,25.549999237060547,25.950000762939453,17.8638973236084,343500,95,87.0,,0.87,82.65,-0.3600006103515625,-0.013590057133336386
54,2017-03-21,1,0.04437539432176656,-0.5840257858473549,TX,27.1299991607666,27.239999771118164,26.18000030517578,26.190000534057617,18.02911376953125,383800,89,87.0,,0.87,77.42999999999999,1.1100006103515625,0.042479932874172954
55,2017-03-28,1,0.04437539432176656,0.0,TX,26.040000915527344,26.56999969482422,26.020000457763672,26.420000076293945,18.187442779541016,285500,95,87.0,,0.87,82.65,-0.6700000762939453,-0.024596185092641942
56,2017-03-30,5,0.04752996845425868,0.07108836283500386,TX,26.190000534057617,26.51000022888184,25.86000061035156,26.149999618530277,18.00157356262207,1069300,94,87.0,,0.87,81.78,-0.05999946594237926,-0.0022581658498876944
57,2017-04-05,16,0.056205047318611985,0.18251808588305551,TX,26.5,26.5,25.82999992370605,25.850000381469727,17.79505729675293,335500,93,86.0,,0.86,79.98,-0.01000022888183949,-0.0003772247753865976
58,2017-04-06,22,0.06093690851735016,0.08418925745074946,TX,25.899999618530277,26.3799991607666,25.690000534057617,26.1200008392334,17.980924606323242,315600,89,86.0,,0.86,76.53999999999999,-0.12000083923339844,-0.00452833355597726
59,2017-04-20,3,0.04595268138801262,0.03554418141750193,TX,24.3700008392334,25.01000022888184,24.26000022888184,24.809999465942383,17.079124450683594,397500,91,86.0,,0.86,78.26,-1.369998931884762,-0.05193324395257293
60,2017-04-24,1,0.04437539432176656,-0.03432415734193717,TX,25.450000762939453,25.88999938964844,25.350000381469727,25.520000457763672,17.56788444519043,941300,93,86.0,,0.86,79.98,0.8799991607666016,0.03518589175182685
61,2017-04-25,7,0.04910725552050473,0.10663254425250579,TX,25.86000061035156,25.899999618530277,25.149999618530277,25.540000915527344,17.58165740966797,1085800,91,86.0,,0.86,78.26,0.010000228881835938,0.0003862583668439168
62,2017-05-08,1,0.04437539432176656,0.0,TX,23.600000381469727,23.690000534057617,22.780000686645508,23.18000030517578,17.3532772064209,755500,91,91.0,,0.91,82.81,-2.20999908447266,-0.08532815123640025
63,2017-05-26,1,0.04437539432176656,-0.017461758748341216,TX,25.8799991607666,26.489999771118164,25.850000381469727,26.3799991607666,19.7488956451416,404400,98,91.0,,0.91,89.18,2.799999237060547,0.11819329564957859
64,2017-05-31,1,0.04437539432176656,0.0,TX,26.049999237060547,26.21999931335449,25.88999938964844,26.020000457763672,19.479387283325195,410900,100,91.0,,0.91,91.0,-0.2700004577636754,-0.010192542850002373
65,2017-06-08,2,0.045164037854889594,0.017772090708751076,TX,25.65999984741211,26.13999938964844,25.5,26.1299991607666,19.561737060546875,380700,91,97.0,,0.97,88.27,-0.07999992370604758,-0.0030511031960744894
66,2017-06-22,3,0.04595268138801262,0.017461758748340994,TX,25.06999969482422,25.40999984741211,25.0,25.170000076293945,18.84305191040039,221100,94,97.0,,0.97,91.18,-0.7299995422363317,-0.0279265324897221
67,2017-07-19,1,0.04437539432176656,-0.03432415734193717,TX,29.739999771118164,30.15999984741211,29.40999984741211,29.96999931335449,22.43648147583008,486600,90,95.0,,0.95,85.5,4.75,0.1869342789659152
68,2017-07-26,8,0.04989589905362776,0.12440463496125687,TX,31.43000030517578,31.479999542236328,30.190000534057617,30.450000762939453,22.79582405090332,424900,90,95.0,,0.95,85.5,1.3199996948242188,0.043766568352203716
69,2017-08-07,9,0.05068454258675079,0.10297247202581183,TX,30.0,31.280000686645508,29.81999969482422,30.899999618530277,23.13270568847656,592800,73,100.0,,1.0,73.0,-0.1999988555908203,-0.006353203891330539
70,2017-08-08,4,0.04674132492113565,-0.07779921578390492,TX,30.780000686645508,30.940000534057617,30.299999237060547,30.3799991607666,22.74342155456543,289200,69,100.0,,1.0,69.0,-0.3400001525878906,-0.010869569856916561
71,2017-08-25,11,0.05226182965299685,0.11810757913207803,TX,30.75,30.959999084472656,30.649999618530277,30.770000457763672,23.03539085388184,182100,80,100.0,,1.0,80.0,0.019998550415039062,0.0006463655484758579
72,2017-08-28,1,0.04437539432176656,-0.15090239633005376,TX,30.8799991607666,30.93000030517578,30.5,30.6200008392334,22.923095703125,92500,100,100.0,,1.0,100.0,-0.029998779296875,-0.0009689528483196597
73,2017-08-29,12,0.05305047318611988,0.19549299779626073,TX,30.399999618530277,30.420000076293945,30.0,30.32999992370605,22.705989837646484,436300,90,100.0,,1.0,90.0,-0.5100002288818359,-0.016488853018100103
74,2017-08-30,2,0.045164037854889594,-0.14865909496342988,TX,30.309999465942383,30.350000381469727,30.030000686645508,30.270000457763672,22.66107177734375,178600,83,100.0,,1.0,83.0,-0.06999969482421875,-0.002301107647884937
75,2017-08-31,6,0.0483186119873817,0.06984703499336442,TX,30.520000457763672,30.57999992370605,30.18000030517578,30.43000030517578,22.78085327148437,308600,82,100.0,,1.0,82.0,0.22999954223632457,0.00757823852868067
76,2017-09-20,1,0.04437539432176656,-0.08160867010511186,TX,31.649999618530277,32.0,31.290000915527344,31.540000915527344,23.61183357238769,250300,76,82.0,,0.82,62.31999999999999,1.4200000762939489,0.04643558142042847
77,2017-09-21,5,0.04752996845425868,0.07108836283500386,TX,31.31999969482422,31.979999542236328,31.1200008392334,31.34000015258789,23.462106704711918,182200,76,82.0,,0.82,62.31999999999999,-0.020000457763671875,-0.0006250143051147461
78,2017-10-13,1,0.04437539432176656,-0.06637021304838386,TX,31.75,32.5,31.540000915527344,32.38999938964844,24.2481689453125,671200,97,80.0,,0.8,77.60000000000001,0.5200004577636719,0.016260177148436306
79,2017-11-06,3,0.04595268138801262,-0.3883780492925222,TX,29.450000762939453,29.6200008392334,28.76000022888184,28.979999542236328,21.695335388183597,422000,100,76.0,,0.76,76.0,-2.8799991607666016,-0.08861535879281845
80,2017-11-08,2,0.045164037854889594,-0.017162078670968528,TX,28.3799991607666,28.739999771118164,28.06999969482422,28.649999618530277,21.44828987121582,318400,82,76.0,,0.76,62.32,-0.8800010681152344,-0.02970969085691655
81,2017-11-17,1,0.04437539432176656,-0.017461758748341216,TX,27.540000915527344,27.76000022888184,27.290000915527344,27.6299991607666,20.684682846069336,193900,80,76.0,,0.76,60.8,-0.9799995422363246,-0.03409880132362286
82,2017-11-30,2,0.045164037854889594,0.017772090708751076,TX,28.40999984741211,28.780000686645508,28.200000762939453,28.559999465942383,21.38091278076172,506700,74,76.0,,0.76,56.24,1.0200004577636683,0.03674353203723846
83,2017-12-08,6,0.0483186119873817,0.06984703499336442,TX,29.040000915527344,29.280000686645508,28.670000076293945,29.190000534057617,21.8525505065918,291100,93,80.0,,0.8,74.4,0.5,0.01737317540204253
84,2018-03-05,1,0.04437539432176656,0.0,TX,33.20000076293945,34.529998779296875,32.72999954223633,34.02000045776367,25.468441009521484,597500,97,88.0,,0.88,85.36,5.249998092651367,0.17930320934199528
85,2018-03-19,1,0.04437539432176656,0.0,TX,32.349998474121094,32.47999954223633,31.780000686645508,32.189998626708984,24.098445892333984,303300,100,88.0,,0.88,88.0,-2.049999237060547,-0.059368644932871084
86,2018-04-05,1,0.04437539432176656,0.0,TX,33.86000061035156,34.810001373291016,33.779998779296875,34.619998931884766,25.91761589050293,177000,95,84.0,,0.84,79.8,2.3300018310546875,0.07173651058784047
87,2018-04-10,31,0.06803470031545741,0.5331627212625292,TX,34.97999954223633,35.470001220703125,34.540000915527344,35.369998931884766,26.479093551635746,171500,93,84.0,,0.84,78.11999999999999,0.6599998474121094,0.018960063814260852
88,2018-04-24,1,0.04437539432176656,0.0,TX,38.0,38.7400016784668,37.52000045776367,37.91999816894531,28.38810157775879,274500,94,84.0,,0.84,78.96,3.270000457763672,0.09219059332467805
89,2018-05-01,8,0.04989589905362776,0.12440463496125687,TX,39.310001373291016,40.68000030517578,38.470001220703125,40.54999923706055,30.35700225830078,402500,90,85.0,False,0.85,76.5,1.9399986267089844,0.05007740172059183
90,2018-05-16,55,0.0869621451104101,0.7428715938547135,TX,40.5,41.650001525878906,40.27999877929688,41.18000030517578,31.67431259155273,638200,89,85.0,,0.85,75.64999999999999,0.970001220703125,0.02384467092985032
91,2018-05-31,2,0.045164037854889594,-0.0497776597862879,TX,36.0099983215332,36.380001068115234,34.75,35.720001220703125,27.47465705871582,610700,96,85.0,,0.85,81.6,-5.270000457763672,-0.12653061860007853
92,2018-06-01,9,0.05068454258675079,0.12223231123838785,TX,36.20000076293945,36.90999984741211,36.040000915527344,36.59000015258789,28.14383316040039,397600,95,89.0,False,0.89,84.55,0.529998779296875,0.014568410218145589
93,2018-06-07,3,0.04595268138801262,-0.048965202063067204,TX,38.650001525878906,38.65999984741211,36.09999847412109,36.560001373291016,28.12076187133789,429500,96,89.0,,0.89,85.44,1.75,0.04741262550080183
94,2018-06-08,2,0.045164037854889594,-0.017162078670968528,TX,36.59000015258789,36.970001220703125,36.34000015258789,36.709999084472656,28.23613548278809,141100,92,89.0,,0.89,81.88,-1.6899986267089844,-0.04371439817328693
95,2018-06-12,1,0.04437539432176656,-0.017461758748341216,TX,37.209999084472656,37.66999816894531,37.0099983215332,37.20000076293945,28.61302947998047,158300,95,89.0,,0.89,84.55,0.6999969482421875,0.01893418785851142
96,2018-06-14,1,0.04437539432176656,0.0,TX,36.93000030517578,36.93000030517578,35.54999923706055,36.0,27.69002914428711,209700,93,89.0,,0.89,82.77,-0.7399978637695312,-0.019644223513118675
97,2018-06-15,1,0.04437539432176656,0.0,TX,35.779998779296875,35.93000030517578,35.119998931884766,35.5,27.30544090270996,267200,96,89.0,,0.89,85.44,-1.0,-0.027078255936538675
98,2018-06-26,46,0.07986435331230284,0.7997440818937938,TX,35.47999954223633,36.08000183105469,35.439998626708984,35.689998626708984,27.451583862304688,171900,97,89.0,,0.89,86.33,0.15000152587890625,0.004174826735453774
99,2018-07-02,2,0.045164037854889594,-0.4344906584508432,TX,34.36000061035156,34.810001373291016,34.0099983215332,34.20000076293945,26.30552673339844,448900,95,91.0,,0.91,86.45,-1.2700004577636719,-0.03519956744211028
100,2018-07-06,1,0.04437539432176656,-0.017461758748341216,TX,35.20000076293945,35.4900016784668,34.81999969482422,35.25,27.113147735595703,958300,93,91.0,,0.91,84.63000000000001,0.6800003051757812,0.019534624485752827
101,2018-07-10,1,0.04437539432176656,0.0,TX,36.0,36.4900016784668,35.650001525878906,35.88999938964844,27.605417251586918,159300,92,91.0,,0.91,83.72,1.0,0.0281769499212714
102,2018-07-23,12,0.05305047318611988,0.19549299779626073,TX,35.040000915527344,36.060001373291016,35.0,35.869998931884766,27.59003257751465,526300,94,91.0,,0.91,85.54,-0.43000030517578125,-0.011784058246002482
103,2018-07-25,2,0.045164037854889594,-0.14865909496342988,TX,37.16999816894531,37.45000076293945,36.68999862670898,37.36000061035156,28.73609733581543,342500,90,91.0,,0.91,81.9,1.3899993896484375,0.03854684793988894
104,2018-08-27,1,0.04437539432176656,-0.017461758748341216,TX,29.549999237060547,30.76000022888184,29.540000915527344,30.399999618530277,23.382688522338867,456500,87,87.0,,0.87,75.69,-6.690000534057614,-0.17863819486695565
105,2018-09-04,1,0.04437539432176656,0.0,TX,27.520000457763672,27.520000457763672,26.3700008392334,26.6200008392334,20.475236892700195,586400,100,76.0,,0.76,76.0,-3.2399997711181676,-0.10533159125519109
106,2018-09-25,3,0.04595268138801262,0.017461758748340994,TX,29.299999237060547,29.940000534057617,29.229999542236328,29.920000076293945,23.013490676879883,251200,91,76.0,,0.76,69.16,2.4200000762939453,0.08793604782122166
107,2018-09-27,19,0.058570977917981076,0.2745932587354982,TX,29.959999084472656,30.299999237060547,29.61000061035156,29.989999771118164,23.06732940673828,256300,87,76.0,,0.76,66.12,0.3599987030029297,0.012024004561837609
108,2018-09-28,1,0.04437539432176656,-0.24236548715462924,TX,29.88999938964844,30.5,29.57999992370605,30.290000915527344,23.29808235168457,352600,88,76.0,,0.76,66.88,0.20000076293945312,0.006600685411728646
109,2018-10-02,40,0.07513249211356467,0.693111537641288,TX,30.43000030517578,31.040000915527344,30.280000686645508,30.850000381469727,23.72881317138672,267500,94,80.0,,0.8,75.2,0.5400009155273438,0.01770494805007683
110,2018-10-10,5,0.04752996845425868,-0.367384641222656,TX,30.59000015258789,30.700000762939453,29.729999542236328,29.850000381469727,22.959646224975582,705700,95,80.0,,0.8,76.0,-0.3400001525878906,-0.010953612840191917
111,2018-11-13,3,0.04595268138801262,-0.03318510652419204,TX,30.6299991607666,31.56999969482422,30.6299991607666,30.799999237060547,23.690353393554688,235200,94,74.0,,0.74,69.56,0.8699989318847656,0.028338726718698082
112,2018-11-15,2,0.045164037854889594,-0.017162078670968528,TX,30.549999237060547,31.51000022888184,30.239999771118164,31.309999465942383,24.082630157470703,254900,87,74.0,,0.74,64.38,-0.05999946594237926,-0.0019005215876582993
113,2018-11-21,12,0.05305047318611988,0.17461758748341127,TX,30.209999084472656,31.09000015258789,30.059999465942383,30.200000762939453,23.22885513305664,554300,91,74.0,,0.74,67.34,-0.42000007629394887,-0.013329104196863173
114,2018-12-11,13,0.0538391167192429,0.21326508850501158,TX,28.68000030517578,28.770000457763672,27.5,27.940000534057617,21.490537643432617,343300,86,74.0,,0.74,63.64,-2.3199996948242188,-0.07462205479053707
115,2018-12-12,1,0.04437539432176656,-0.17577781683951477,TX,27.68000030517578,28.18000030517578,27.489999771118164,27.799999237060547,21.38285255432129,814900,88,74.0,,0.74,65.12,-0.5900001525878906,-0.020507478039635485
116,2018-12-13,1,0.04437539432176656,0.0,TX,28.059999465942383,29.309999465942383,28.020000457763672,28.68000030517578,22.059720993041992,402300,91,74.0,,0.74,67.34,1.1299991607666016,0.04009933103368546
117,2018-12-17,41,0.0759211356466877,0.6242829182695553,TX,28.290000915527344,28.799999237060547,27.479999542236328,27.670000076293945,21.282859802246094,1291300,89,74.0,,0.74,65.86,-0.5100002288818359,-0.017400212834341566
118,2018-12-20,7,0.04910725552050473,-0.35318070386836753,TX,27.32999992370605,27.8799991607666,27.06999969482422,27.3700008392334,21.05211067199707,249700,88,74.0,,0.74,65.12,-0.9200000762939453,-0.031944447939778686
119,2018-12-21,5,0.04752996845425868,-0.032119226569024106,TX,27.38999938964844,27.979999542236328,27.1299991607666,27.18000030517578,20.90597152709961,297700,91,74.0,,0.74,67.34,0.10000038146972656,0.003586814364415325
120,2019-01-08,3,0.04595268138801262,0.017461758748340994,TX,28.670000076293945,29.0,28.3799991607666,28.709999084472656,22.08279609680176,118600,91,77.0,,0.77,70.07000000000001,1.0200004577636719,0.03645462739282612
121,2019-01-10,21,0.06014826498422713,0.3089174160774353,TX,28.88999938964844,28.940000534057617,28.21999931335449,28.790000915527344,22.144330978393555,348600,91,77.0,,0.77,70.07000000000001,-0.05999946594238281,-0.002068947101461438
122,2019-01-18,0,0.04358675078864353,-0.2753448366287303,TX,28.780000686645508,28.950000762939453,28.43000030517578,28.88999938964844,22.22124671936035,153800,91,77.0,,0.77,70.07000000000001,0.010000228881835938,0.0003455504041911528
123,2019-01-24,20,0.0593596214511041,0.33766972346626845,TX,28.0,28.65999984741211,27.770000457763672,28.57999992370605,21.98280334472656,202300,89,77.0,,0.77,68.53,-0.29000091552734375,-0.010017302517607907
124,2019-01-25,5,0.04752996845425868,-0.19928787798267522,TX,29.11000061035156,29.559999465942383,28.979999542236328,29.1200008392334,22.398157119750977,147500,90,77.0,,0.77,69.3,0.8999996185302734,0.03140263863649473
125,2019-01-28,1,0.04437539432176656,-0.06637021304838386,TX,28.76000022888184,29.030000686645508,28.3700008392334,28.950000762939453,22.26739501953125,164900,91,77.0,,0.77,70.07000000000001,-0.529998779296875,-0.017929593669563926
126,2019-02-28,5,0.04752996845425868,0.07108836283500386,TX,29.40999984741211,29.799999237060547,28.309999465942383,28.850000381469727,22.19047737121582,700500,97,75.0,,0.75,72.75,0.7699985504150391,0.026524234660774804
