,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,DM_unscaled,DM_monthly,isPartial,scale,DM,Stock_Price_Change,Stock_Price_Change_Percent
0,2019-05-06,25,0.017141429669485012,0.39663486629229916,DM,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,17100,78,77.0,,0.77,60.06,,
1,2019-05-07,8,0.012785805790417628,-0.2540992182712285,DM,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0,85,77.0,,0.77,65.45,0.0,0.0
2,2019-05-08,1,0.010992313604919292,-0.14027212792818078,DM,9.75,9.75,9.75,9.75,9.75,5000,90,77.0,,0.77,69.3,0.05000019073486328,0.005154658940003776
3,2019-05-09,9,0.013042018959774533,0.18646714681957,DM,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,700,96,77.0,,0.77,73.92,-0.020000457763671875,-0.002051329001402258
4,2019-05-10,6,0.012273379451703818,-0.058935622654853415,DM,9.75,9.75,9.729999542236328,9.729999542236328,9.729999542236328,1400,83,77.0,,0.77,63.91,0.020000457763671875,0.0020555456017088414
5,2019-05-14,38,0.020472200871124776,0.8199895223561033,DM,9.718000411987305,9.729999542236328,9.718000411987305,9.729999542236328,9.729999542236328,206000,92,77.0,,0.77,70.84,-0.020000457763671875,-0.002051329001402258
6,2019-05-15,3,0.011504739943633102,-0.43803111272417805,DM,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,0,77,77.0,,0.77,59.29,0.0,0.0
7,2019-05-20,-5,0.009455034588777864,-0.17816181546889953,DM,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,300,88,77.0,,0.77,67.76,0.0,0.0
8,2019-05-21,28,0.017910069177555728,0.8942362409560198,DM,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,0,85,77.0,,0.77,65.45,0.0,0.0
9,2019-05-22,6,0.012273379451703818,-0.31472182881993627,DM,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,0,89,77.0,,0.77,68.53,0.0,0.0
10,2019-05-23,9,0.013042018959774533,0.0626265578356262,DM,9.729999542236328,9.729999542236328,9.720000267028809,9.720000267028809,9.720000267028809,20300,80,77.0,,0.77,61.6,0.0,0.0
11,2019-05-24,1,0.010992313604919292,-0.15716166041294244,DM,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,0,94,77.0,,0.77,72.38,-0.009999275207519531,-0.0010276747870453518
12,2019-05-28,4,0.011760953112990007,0.3151591553734634,DM,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,0,100,77.0,,0.77,77.0,0.0,0.0
13,2019-05-29,20,0.015860363822700486,0.3485610962246477,DM,9.699999809265137,9.729999542236328,9.699999809265137,9.699999809265137,9.699999809265137,549300,81,77.0,,0.77,62.370000000000005,0.009999275207519531,0.0010287319889730195
14,2019-05-30,1,0.010992313604919292,-0.3069318126746685,DM,9.720000267028809,9.720000267028809,9.699999809265137,9.699999809265137,9.699999809265137,2300,83,77.0,,0.77,63.91,-0.009999275207519531,-0.0010276747870453518
15,2019-05-31,8,0.012785805790417628,0.16315875346712372,DM,9.609999656677246,9.729999542236328,9.609999656677246,9.729999542236328,9.729999542236328,394800,80,77.0,,0.77,61.6,0.009999275207519531,0.0010287319889730195
16,2019-06-04,121,0.04173789392774789,2.8876214113547967,DM,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,6200,97,74.0,,0.74,71.78,-0.029999732971191406,-0.003083220388754082
17,2019-06-05,5,0.012017166282346912,-0.7120801949626465,DM,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0,83,74.0,,0.74,61.42,0.0,0.0
18,2019-06-06,9,0.013042018959774533,0.08528239131825255,DM,9.710000038146973,9.720000267028809,9.710000038146973,9.720000267028809,9.720000267028809,6300,84,74.0,,0.74,62.16,0.020000457763671875,0.00206190290277819
19,2019-06-10,5,0.012017166282346912,0.09323357340978489,DM,9.720000267028809,9.720000267028809,9.710000038146973,9.710000038146973,9.710000038146973,1100,88,74.0,,0.74,65.12,0.0,0.0
20,2019-06-12,155,0.05044914168588265,3.1980896744344713,DM,9.699999809265137,9.710000038146973,9.6899995803833,9.699999809265137,9.699999809265137,696200,83,74.0,,0.74,61.42,-0.010000228881835938,-0.0010288301036119885
21,2019-06-13,4,0.011760953112990007,-0.7668750603088831,DM,9.75,9.760000228881836,9.6899995803833,9.710000038146973,9.710000038146973,309900,91,74.0,,0.74,67.34,0.05000019073486328,0.005149350209931125
22,2019-06-14,10,0.013298232129131438,0.13071041108424297,DM,9.729999542236328,9.729999542236328,9.6899995803833,9.699999809265137,9.699999809265137,963600,81,74.0,,0.74,59.94,-0.030000686645507812,-0.003073840772741976
23,2019-06-17,2,0.011248526774276197,-0.15413367242741283,DM,9.739999771118164,9.75,9.670000076293944,9.710000038146973,9.710000038146973,175700,87,74.0,,0.74,64.38,0.020000457763671875,0.0020555456017088414
24,2019-06-19,70,0.028671022290545734,1.5488690977837507,DM,9.75,9.760000228881836,9.729999542236328,9.729999542236328,9.729999542236328,2200,97,74.0,,0.74,71.78,0.010000228881835938,0.0010256645007011844
25,2019-06-24,2,0.011248526774276197,-0.04357013702808099,DM,9.75,9.75,9.75,9.75,9.75,200,79,74.0,,0.74,58.46,-0.010000228881835938,-0.001024613590913992
26,2019-06-25,332,0.09579887266205483,7.516570621597614,DM,9.770000457763672,9.779999732971191,9.729999542236328,9.729999542236328,9.729999542236328,206900,88,74.0,,0.74,65.12,0.029999732971191406,0.0030768956893529875
27,2019-06-26,12,0.013810658467845249,-0.8558369416666889,DM,9.710000038146973,9.739999771118164,9.710000038146973,9.739999771118164,9.739999771118164,257200,87,74.0,,0.74,64.38,-0.039999961853027344,-0.004089975761264686
28,2019-06-27,2,0.011248526774276197,-0.18551843125614542,DM,9.68000030517578,9.75,9.68000030517578,9.729999542236328,9.729999542236328,539700,86,74.0,,0.74,63.64,0.010000228881835938,0.0010267175684632868
29,2019-06-28,1,0.010992313604919292,-0.022777486732113994,DM,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,0,87,74.0,,0.74,64.38,-0.020000457763671875,-0.002051329001402258
30,2019-07-02,3,0.011504739943633102,0.046616786704892554,DM,9.75,9.779999732971191,9.75,9.779999732971191,9.779999732971191,5700,97,66.0,,0.66,64.02,0.05000019073486328,0.0051387659904629235
31,2019-07-05,2,0.011248526774276197,-0.02227022693361247,DM,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,0,81,66.0,,0.66,53.46,0.0,0.0
32,2019-07-10,19,0.015604150653343581,0.05181078700585462,DM,9.75,9.75,9.699999809265137,9.739999771118164,9.739999771118164,2900,92,66.0,,0.66,60.720000000000006,-0.029999732971191406,-0.0030674574427700385
33,2019-07-11,12,0.013810658467845249,-0.11493686682101034,DM,9.739999771118164,9.739999771118164,9.739999771118164,9.739999771118164,9.739999771118164,0,100,66.0,,0.66,66.0,-0.010000228881835938,-0.0010256645007010734
34,2019-07-12,18,0.015347937483986676,0.11131105875368696,DM,9.75,9.75,9.75,9.75,9.75,3200,97,66.0,,0.66,64.02,0.010000228881835938,0.0010267175684632868
35,2019-07-15,-5,0.009455034588777864,-0.27503290572264893,DM,9.75,9.75,9.739999771118164,9.739999771118164,9.739999771118164,245000,82,66.0,,0.66,54.120000000000005,0.0,0.0
36,2019-07-17,3,0.011504739943633102,0.2167845432620652,DM,9.75,9.75,9.75,9.75,9.75,100,84,66.0,,0.66,55.440000000000005,0.0,0.0
37,2019-07-18,3,0.011504739943633102,0.0,DM,9.75,9.8100004196167,9.75,9.75,9.75,16600,87,66.0,,0.66,57.42,0.06000041961669922,0.006153889191456319
38,2019-07-19,13,0.014066871637202154,0.2227022693361247,DM,9.760000228881836,9.850000381469728,9.75,9.760000228881836,9.760000228881836,16400,97,66.0,,0.66,64.02,0.03999996185302912,0.004077467904388898
39,2019-07-22,3,0.011504739943633102,-0.08179457293008618,DM,9.81999969482422,9.81999969482422,9.800000190734863,9.800000190734863,9.800000190734863,11000,91,66.0,,0.66,60.06,-0.030000686645507812,-0.0030457548714359906
40,2019-07-23,1,0.010992313604919292,-0.04454045386722494,DM,9.8100004196167,9.850000381469728,9.760000228881836,9.850000381469728,9.850000381469728,4700,85,66.0,,0.66,56.1,0.030000686645507812,0.0030550598348104696
41,2019-07-24,1,0.010992313604919292,0.0,DM,9.899999618530272,9.899999618530272,9.75,9.800000190734863,9.800000190734863,32200,97,66.0,,0.66,64.02,0.04999923706054332,0.0050760644796119525
42,2019-07-25,7,0.012529592621060723,0.13985036011467744,DM,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0,89,66.0,,0.66,58.74,-0.09999942779540838,-0.010100952691779352
43,2019-07-26,5,0.012017166282346912,-0.04089728646504309,DM,9.79800033569336,9.79800033569336,9.770000457763672,9.770000457763672,9.770000457763672,600500,84,66.0,,0.66,55.440000000000005,-0.0019998550415039062,-0.0002040668369981402
44,2019-07-29,4,0.011760953112990007,-0.7314090448968128,DM,9.770000457763672,9.770000457763672,9.760000228881836,9.770000457763672,9.770000457763672,226000,90,66.0,,0.66,59.400000000000006,-0.0279998779296875,-0.002857713509937909
45,2019-07-30,16,0.014835511145272866,0.2614208221684857,DM,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,100,88,66.0,,0.66,58.080000000000005,0.0,0.0
46,2019-07-31,1,0.010992313604919292,-0.2590539350292731,DM,9.760000228881836,9.899999618530272,9.760000228881836,9.899999618530272,9.899999618530272,100500,92,66.0,,0.66,60.720000000000006,0.1299991607665998,0.013305952372120622
47,2019-08-01,14,0.014323084806559055,0.3030091135818007,DM,9.890000343322754,9.890000343322754,9.84000015258789,9.880000114440918,9.880000114440918,600,73,72.0,False,0.72,52.56,-0.009999275207517755,-0.001010027837657912
48,2019-08-02,1,0.010992313604919292,-0.23254565944582584,DM,10.050000190734863,10.050000190734863,9.81999969482422,9.829999923706056,9.829999923706056,14900,84,72.0,,0.72,60.48,0.15999984741210938,0.016177941542755647
49,2019-08-06,10,0.013298232129131438,0.10660298914781574,DM,9.710000038146973,9.850000381469728,9.710000038146973,9.770000457763672,9.770000457763672,206300,88,72.0,,0.72,63.36,-0.19999980926513494,-0.01990047815616114
50,2019-08-07,7,0.012529592621060723,-0.057800127160279824,DM,9.770000457763672,9.770000457763672,9.75,9.75,9.75,225100,87,72.0,,0.72,62.64,-0.07999992370605646,-0.008121819351048498
51,2019-08-08,14,0.014323084806559055,0.14314050262765043,DM,9.8100004196167,9.8100004196167,9.760000228881836,9.760000228881836,9.760000228881836,1900,90,72.0,,0.72,64.8,0.039999961853027344,0.004094161717386857
52,2019-08-12,201,0.06223494747630028,4.532719859690682,DM,9.880000114440918,9.880000114440918,9.760000228881836,9.760000228881836,9.760000228881836,100,88,72.0,,0.72,63.36,0.06999969482421875,0.007135544529054627
53,2019-08-13,25,0.017141429669485012,-0.7245690666644711,DM,9.760000228881836,9.779999732971191,9.760000228881836,9.779999732971191,9.779999732971191,92500,95,72.0,,0.72,68.39999999999999,-0.10000038146972656,-0.010121495982936546
54,2019-08-14,1,0.010992313604919292,-0.3587283081476168,DM,9.760000228881836,9.779999732971191,9.760000228881836,9.779999732971191,9.779999732971191,100,93,72.0,,0.72,66.96,0.0,0.0
55,2019-08-15,5,0.012017166282346912,0.09323357340978489,DM,9.760000228881836,9.8100004196167,9.75,9.8100004196167,9.8100004196167,8300,81,72.0,,0.72,58.32,0.030000686645507812,0.003067554955483942
56,2019-08-16,9,0.013042018959774533,0.08528239131825255,DM,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,5000,77,72.0,,0.72,55.44,-0.039999961853027344,-0.004077467904388787
57,2019-08-19,-10,0.008173968741993339,-0.41892064185927913,DM,9.770000457763672,9.8100004196167,9.75,9.8100004196167,9.8100004196167,20400,88,72.0,,0.72,63.36,0.039999961853027344,0.004094161717386857
58,2019-08-20,6,0.012273379451703818,0.5015202332069084,DM,9.850000381469728,9.890000343322754,9.850000381469728,9.890000343322754,9.890000343322754,2400,88,72.0,,0.72,63.36,0.07999992370605469,0.008154935808777575
59,2019-08-21,2,0.011248526774276197,-0.08350207711416824,DM,9.770000457763672,9.800000190734863,9.770000457763672,9.800000190734863,9.800000190734863,1500,91,72.0,,0.72,65.52,-0.09000015258789062,-0.009100116224834531
60,2019-08-23,4,0.011760953112990007,0.04555497346422799,DM,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0,86,72.0,,0.72,61.92,0.0,0.0
61,2019-08-26,4,0.011760953112990007,0.09545855905305123,DM,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0,93,72.0,,0.72,66.96,0.0,0.0
