,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,WH_unscaled,WH_monthly,isPartial,scale,WH,Stock_Price_Change,Stock_Price_Change_Percent
38,2018-11-06,2,0.008048872180451128,-0.1893222264293828,WH,48.52000045776367,48.86000061035156,47.84000015258789,48.22999954223633,45.83977127075195,1424800,64,80.0,,0.8,51.2,-2.009998321533203,-0.03951245063371445
39,2018-11-15,1,0.007578947368421052,-0.05838393274170961,WH,46.0,47.27000045776367,45.68999862670898,46.7400016784668,44.423614501953125,946900,79,80.0,,0.8,63.2,-1.5900001525878906,-0.03254195932717674
40,2018-11-27,9,0.011338345864661654,-0.11058684753759951,WH,47.880001068115234,49.1150016784668,47.880001068115234,48.83000183105469,46.4100456237793,1629400,80,80.0,,0.8,64.0,1.845001220703125,0.03903112339403636
41,2018-11-28,2,0.008048872180451128,-0.2901193633952255,WH,48.83000183105469,50.08000183105469,48.2400016784668,50.040000915527344,47.5600700378418,696500,73,80.0,,0.8,58.400000000000006,0.9650001525878906,0.019647767883737455
42,2018-11-30,3,0.008518796992481203,0.0583839327417095,WH,49.88999938964844,50.34999847412109,49.41999816894531,50.130001068115234,47.64561462402344,827000,67,80.0,,0.8,53.6,0.26999664306639914,0.005391306573375054
43,2018-12-03,2,0.008048872180451128,-0.7409871763851923,WH,50.5,51.47999954223633,50.40999984741211,51.040000915527344,48.51052474975586,1074700,76,78.0,,0.78,59.28,1.1300010681152415,0.022442921596036225
44,2018-12-04,22,0.01744736842105263,1.1676786548341895,WH,51.22999954223633,51.540000915527344,50.25,50.380001068115234,47.88322830200195,1353300,67,78.0,,0.78,52.260000000000005,0.060001373291015625,0.0011655278520696921
45,2018-12-06,4,0.008988721804511279,-0.48480930833872005,WH,49.88999938964844,50.4900016784668,49.29999923706055,50.47999954223633,47.97826385498047,857600,87,78.0,,0.78,67.86,-1.0499992370605469,-0.02037251102850124
46,2018-12-07,3,0.008518796992481203,-0.05227938101212881,WH,50.18999862670898,50.54999923706055,49.09999847412109,49.58000183105469,47.12287139892578,909900,62,78.0,,0.78,48.36,0.05999755859375,0.0011883057357737759
47,2018-12-10,34,0.023086466165413533,1.5683814303638641,WH,49.619998931884766,50.119998931884766,48.05500030517578,48.34000015258789,45.9443244934082,779000,72,78.0,,0.78,56.16,-0.43000030517578125,-0.008506435443435767
48,2018-12-11,3,0.008518796992481203,-0.6310047223579222,WH,49.0099983215332,49.13999938964844,47.36000061035156,47.86000061035156,45.48811340332031,858300,76,78.0,,0.78,59.28,-0.9799995422363281,-0.019553063909043322
49,2018-12-12,1,0.007578947368421052,-0.11032656663724638,WH,48.58000183105469,49.5099983215332,48.470001220703125,48.619998931884766,46.21044921875,935200,76,78.0,,0.78,59.28,0.3699989318847656,0.007529485886861975
50,2018-12-13,6,0.009928571428571429,0.3100198412698414,WH,48.66999816894531,49.470001220703125,47.869998931884766,48.33000183105469,46.17223739624024,637600,61,78.0,,0.78,47.58,-0.039997100830078125,-0.0008078590625336668
51,2018-12-14,2,0.008048872180451128,-0.1893222264293828,WH,47.65999984741211,48.33000183105469,47.5099983215332,47.77999877929688,45.64678192138672,640600,59,78.0,,0.78,46.02,-1.1399993896484375,-0.02304425634764995
52,2018-12-18,7,0.010398496240601504,0.2919196637085473,WH,47.400001525878906,47.93000030517578,46.790000915527344,46.93999862670898,44.84429168701172,698700,63,78.0,,0.78,49.14,-0.40000152587890625,-0.008276464115957949
53,2018-12-19,5,0.009458646616541354,-0.09038322487346351,WH,46.810001373291016,47.88999938964844,44.79999923706055,45.18000030517578,43.162864685058594,862200,66,78.0,,0.78,51.48,-0.04000091552734375,-0.0008345694820082183
54,2018-12-21,3,0.008518796992481203,-0.09936406995230529,WH,45.09000015258789,45.59999847412109,43.72999954223633,44.0,42.03554916381836,1353700,50,78.0,,0.78,39.0,-2.290000915527351,-0.04781793578436211
55,2018-12-24,14,0.01368796992481203,0.6067961165048543,WH,43.560001373291016,44.0099983215332,43.33000183105469,43.5,41.55788040161133,651400,46,78.0,,0.78,35.88,-1.5900001525878835,-0.0348684255656333
56,2018-12-28,-5,0.004759398496240601,-0.4086875291919664,WH,45.40999984741211,45.7599983215332,44.58000183105469,45.04999923706055,43.03866958618164,779100,55,78.0,,0.78,42.9,1.75,0.03976369158695836
57,2018-12-31,2,0.008048872180451128,0.6911532385466037,WH,45.04999923706055,45.84000015258789,44.09000015258789,45.369998931884766,43.344383239746094,882300,52,78.0,,0.78,40.56,0.0800018310546875,0.0017482918266857883
58,2019-01-07,1,0.007578947368421052,-0.15683814303638655,WH,46.630001068115234,47.90999984741211,46.5099983215332,47.63999938964844,45.51303863525391,755600,78,76.0,,0.76,59.28,2.0699996948242188,0.04515706125510022
59,2019-01-09,-4,0.0052293233082706765,-0.3100198412698413,WH,48.61000061035156,48.77999877929688,47.66999816894531,48.36000061035156,46.20089340209961,664400,87,76.0,,0.76,66.12,0.8699989318847727,0.01815902597903607
60,2019-01-15,11,0.012278195488721805,1.3479511143062548,WH,48.56999969482422,49.150001525878906,48.130001068115234,49.04999923706055,46.860084533691406,695000,100,76.0,,0.76,76.0,0.37000274658202414,0.007585132346068502
61,2019-01-16,18,0.015567669172932331,0.2679118187385181,WH,49.04999923706055,49.95500183105469,48.90999984741211,48.91999816894531,46.73588943481445,403500,84,76.0,,0.76,63.84,0.8050003051757812,0.016378439067838535
62,2019-01-17,11,0.012278195488721805,-0.21130161796667468,WH,48.90999984741211,49.540000915527344,48.709999084472656,49.119998931884766,46.92695999145508,349500,85,76.0,,0.76,64.6,-0.41500091552734375,-0.008307494751593758
63,2019-01-18,-1,0.006639097744360902,-0.4592774035517453,WH,49.58000183105469,50.15999984741211,48.81600189208984,49.97999954223633,47.748565673828125,726700,82,76.0,,0.76,62.32,0.6199989318847656,0.012515117489439564
64,2019-01-22,1,0.007578947368421052,0.0,WH,49.79999923706055,49.900001525878906,48.43999862670898,48.619998931884766,46.44928741455078,1098600,82,76.0,,0.76,62.32,-0.2599983215332031,-0.005183379631661156
65,2019-01-23,23,0.017917293233082707,1.3640873015873018,WH,48.77000045776367,49.060001373291016,48.09000015258789,48.56999969482422,46.40151977539063,681600,98,76.0,,0.76,74.48,-0.8400001525878906,-0.016833669877790558
66,2019-01-28,32,0.022146616541353383,0.2360469995803609,WH,49.25,49.790000915527344,48.560001373291016,48.95000076293945,46.76455307006836,1831400,93,76.0,,0.76,70.68,0.7299995422363281,0.014879729347780923
67,2019-01-31,3,0.008518796992481203,-0.615345442199966,WH,49.31999969482422,50.04999923706055,49.0099983215332,49.09000015258789,46.89830017089844,1390000,98,76.0,,0.76,74.48,0.2599983215332031,0.005221898307941508
68,2019-02-04,8,0.01086842105263158,2.244668911335578,WH,50.77000045776367,51.310001373291016,50.43000030517578,50.83000183105469,48.56061553955078,2951800,100,78.0,,0.78,78.0,1.2600021362304688,0.025174868240506854
69,2019-02-07,6,0.009928571428571429,-0.08647526807333106,WH,50.880001068115234,51.310001373291016,50.56999969482422,51.130001068115234,48.84722518920898,1840100,81,78.0,,0.78,63.18,0.0,0.0
70,2019-02-08,2,0.008048872180451128,-0.1893222264293828,WH,50.77000045776367,51.11000061035156,50.375,50.56999969482422,48.31222534179688,1354800,92,78.0,,0.78,71.76,-0.20000076293945312,-0.003897890422656647
71,2019-02-11,-1,0.006639097744360902,-0.1751517982251285,WH,50.459999084472656,50.970001220703125,50.16999816894531,50.34000015258789,48.09249114990234,1126600,77,78.0,,0.78,60.06,-0.1399993896484375,-0.0027391780077592465
72,2019-02-12,1,0.007578947368421052,0.14156285390713474,WH,50.84999847412109,51.619998931884766,50.4900016784668,51.16999816894531,48.88543319702149,2561300,78,78.0,,0.78,60.84,0.6499977111816406,0.01275255435775069
73,2019-02-15,1,0.007578947368421052,0.0,WH,51.25,52.47999954223633,51.0,51.84999847412109,49.53507232666016,1435900,78,78.0,,0.78,60.84,0.8600006103515625,0.0166602213898992
74,2019-02-19,1,0.007578947368421052,0.0,WH,51.810001373291016,52.40999984741211,51.79999923706055,52.290000915527344,49.9554328918457,1597000,78,78.0,,0.78,60.84,-0.06999969482421875,-0.0013338356599619239
75,2019-02-20,1,0.007578947368421052,0.0,WH,52.43000030517578,53.40999984741211,52.04999923706055,53.220001220703125,50.84391021728516,962500,84,78.0,,0.78,65.52,1.0,0.019080328237195632
76,2019-02-22,2,0.008048872180451128,0.06200396825396837,WH,53.59999847412109,54.31999969482422,53.560001373291016,54.290000915527344,51.86614608764648,983100,74,78.0,,0.78,57.72,0.9099998474121094,0.01703800505545594
77,2019-02-26,4,0.008988721804511279,0.8886255924170618,WH,54.2599983215332,54.38999938964844,53.38999938964844,53.61000061035156,51.216495513916016,1836300,87,78.0,,0.78,67.86,0.06999969482421875,0.0012886541829433273
78,2019-02-27,11,0.012278195488721805,0.36595566708490157,WH,53.29999923706055,53.79499816894531,52.43000030517578,52.43999862670898,50.09872817993164,584300,87,78.0,,0.78,67.86,-0.595001220703125,-0.010939533505793131
79,2019-02-28,-2,0.006169172932330827,-0.49755052051439075,WH,52.61000061035156,53.16999816894531,52.310001373291016,52.56999969482422,50.22292709350586,663800,90,78.0,,0.78,70.2,-0.625,-0.0116181805237201
80,2019-03-06,6,0.009928571428571429,0.6093845216331506,WH,53.619998931884766,53.68000030517578,53.209999084472656,53.27999877929688,50.9012336730957,724700,90,72.0,,0.72,64.8,0.5100021362304688,0.009591915625235758
81,2019-03-07,5,0.009458646616541354,-0.04733055660734575,WH,53.060001373291016,53.14500045776367,52.0,52.16999816894531,49.84078979492188,632500,85,72.0,,0.72,61.2,-0.5349998474121094,-0.009966465059064511
82,2019-03-13,4,0.008988721804511279,-0.049682034976152645,WH,52.0,52.2400016784668,51.72999954223633,51.72999954223633,49.42043685913086,1667800,92,72.0,,0.72,66.24,-0.904998779296875,-0.017028860127983436
83,2019-03-25,2,0.008048872180451128,0.06200396825396837,WH,50.220001220703125,50.59999847412109,49.84999847412109,50.02000045776367,48.05617904663086,398600,92,72.0,,0.72,66.24,-1.6400032043457102,-0.03139362847726923
84,2019-03-29,4,0.008988721804511279,0.116767865483419,WH,50.220001220703125,50.38999938964844,49.68000030517578,49.9900016784668,48.02736282348633,852500,84,72.0,,0.72,60.48,-0.20999908447264914,-0.004150179660184161
85,2019-04-02,2,0.008048872180451128,-0.36862282512533173,WH,50.84999847412109,51.21500015258789,50.29999923706055,50.369998931884766,48.3924446105957,709300,76,75.0,,0.75,57.0,0.8250007629394531,0.016372311429496245
86,2019-04-03,8,0.01086842105263158,0.35030359645025677,WH,50.65999984741211,51.209999084472656,50.560001373291016,50.90999984741211,48.91124725341797,408700,85,75.0,,0.75,63.75,-0.005001068115234375,-9.7648503374681e-05
87,2019-04-04,34,0.023086466165413533,1.1241784849533034,WH,51.060001373291016,51.56999969482422,50.875,50.91999816894531,48.92084503173828,1309800,82,75.0,,0.75,61.5,0.3600006103515625,0.007029889021433755
88,2019-04-12,1,0.007578947368421052,-0.05838393274170961,WH,53.61000061035156,54.34999847412109,53.61000061035156,53.77000045776367,51.658958435058594,788100,82,75.0,,0.75,61.5,2.779998779296868,0.05390728710002057
89,2019-04-18,2,0.008048872180451128,0.06200396825396837,WH,54.650001525878906,54.650001525878906,53.52000045776367,53.7599983215332,51.64934921264648,829100,75,75.0,,0.75,56.25,0.3000030517578196,0.0055198355138992294
90,2019-04-23,15,0.014157894736842105,0.4968203497615262,WH,53.650001525878906,54.43000030517578,53.58000183105469,54.33000183105469,52.19696807861328,532900,76,75.0,,0.75,57.0,-0.220001220703125,-0.004025639790676827
91,2019-04-29,1,0.007578947368421052,-0.46468401486988853,WH,55.02000045776367,55.77999877929688,54.52000045776367,55.25,53.08085250854492,944400,100,75.0,,0.75,75.0,1.3499984741211009,0.024802470449237335
92,2019-05-01,9,0.011338345864661654,0.49603174603174605,WH,56.29999923706055,57.06999969482422,55.45000076293945,56.630001068115234,54.40667343139648,1503300,91,70.0,False,0.7,63.7,1.2900009155273366,0.02312658558189362
93,2019-05-06,6,0.009928571428571429,-0.12433687002652516,WH,55.66999816894531,56.959999084472656,55.43000030517578,56.77000045776367,54.54117202758789,1185200,100,70.0,,0.7,70.0,-0.1100006103515625,-0.0019274682134182708
94,2019-05-08,14,0.01368796992481203,0.3786444528587656,WH,55.97999954223633,56.310001373291016,55.08000183105469,55.810001373291016,53.618873596191406,663700,75,70.0,,0.7,52.5,-0.6499977111816406,-0.011411476854444547
95,2019-05-09,5,0.009458646616541354,-0.30898104916231806,WH,55.59000015258789,56.18000030517578,54.86000061035156,55.91999816894531,53.72454071044922,619500,90,70.0,,0.7,62.99999999999999,-0.13000106811523438,-0.0023086674648332695
96,2019-05-10,10,0.01180827067669173,0.248410174880763,WH,55.79999923706055,56.22999954223633,54.310001373291016,55.75,53.56121826171875,582700,95,70.0,,0.7,66.5,0.049999237060546875,0.0008899828549118194
97,2019-05-13,1,0.007578947368421052,-0.3581661891117479,WH,54.869998931884766,54.869998931884766,53.900001525878906,53.9900016784668,51.87032318115234,496900,90,70.0,,0.7,62.99999999999999,-1.3600006103515625,-0.0241863884300767
98,2019-05-22,2,0.008048872180451128,0.06200396825396837,WH,54.83000183105469,56.02999877929688,54.83000183105469,55.91999816894531,53.72454071044922,1172500,86,70.0,,0.7,60.2,1.1599998474121165,0.021140876070585124
99,2019-05-24,64,0.03718421052631579,3.6198038299859876,WH,55.04999923706055,55.21500015258789,54.38999938964844,54.58000183105469,52.43715286254883,1058900,86,70.0,,0.7,60.2,-0.8149986267089915,-0.014545754853918291
100,2019-05-30,6,0.009928571428571429,-0.7329895864927712,WH,53.68999862670898,54.22999954223633,53.13999938964844,53.72999954223633,51.62052536010742,609500,92,70.0,,0.7,64.39999999999999,-0.9850006103515625,-0.01783936625245841
101,2019-05-31,1,0.007578947368421052,-0.23665278303672854,WH,53.060001373291016,53.77000045776367,52.88999938964844,53.34000015258789,51.24583435058594,817800,80,70.0,,0.7,56.0,-0.45999908447265625,-0.0084823730104292
102,2019-06-03,4,0.008988721804511279,-0.5665337200870195,WH,53.22999954223633,53.720001220703125,52.41999816894531,52.75,50.67900085449219,832000,86,63.0,,0.63,54.18,-0.049999237060546875,-0.0009298723569812761
103,2019-06-04,9,0.011338345864661654,0.26139690506064395,WH,53.150001525878906,54.18999862670898,52.5099983215332,54.040000915527344,51.91835403442383,1336800,80,63.0,,0.63,50.4,0.46999740600585227,0.008749020761837256
104,2019-06-05,6,0.009928571428571429,-0.12433687002652516,WH,54.40999984741211,55.310001373291016,53.68999862670898,55.150001525878906,52.98477554321289,905000,99,63.0,,0.63,62.37,1.1200027465820384,0.02066807113794633
105,2019-06-07,4,0.008988721804511279,-0.0946611132146914,WH,55.4900016784668,56.68000030517578,55.4900016784668,56.369998931884766,54.15687561035156,632100,97,63.0,,0.63,61.11,1.3699989318847656,0.024769461180059515
106,2019-06-10,2,0.008048872180451128,-0.10455876202425762,WH,56.619998931884766,57.0,56.15999984741211,56.27999877929688,54.070411682128906,603300,93,63.0,,0.63,58.59,0.31999969482421875,0.00564572500178695
107,2019-06-11,7,0.010398496240601504,0.2919196637085473,WH,56.630001068115234,57.02999877929688,55.685001373291016,56.130001068115234,53.926307678222656,429700,83,63.0,,0.63,52.29,0.029998779296882105,0.0005262943736294989
108,2019-06-12,1,0.007578947368421052,-0.2711496746203905,WH,56.52000045776367,56.72999954223633,56.0099983215332,56.5,54.28178024291992,1157900,78,63.0,,0.63,49.14,-0.299999237060554,-0.005260376003540457
109,2019-06-13,8,0.01086842105263158,0.4340277777777779,WH,56.4900016784668,56.61000061035156,55.79999923706055,56.15999984741211,54.23349380493164,346800,92,63.0,,0.63,57.96,-0.11999893188476562,-0.0021152641081095824
110,2019-06-14,3,0.008518796992481203,-0.2161881701833276,WH,56.20000076293945,56.70000076293945,55.810001373291016,56.5,54.561824798583984,904400,80,63.0,,0.63,50.4,0.09000015258789062,0.0015898277975188169
111,2019-06-17,5,0.009458646616541354,0.11032656663724616,WH,56.59999847412109,57.15700149536133,55.900001525878906,55.900001525878906,53.98241424560547,1460300,85,63.0,,0.63,53.55,0.457000732421875,0.008059977535672003
112,2019-06-18,2,0.008048872180451128,-0.14904610492845782,WH,56.380001068115234,57.165000915527344,56.02999877929688,56.52999877929688,54.590797424316406,975200,88,63.0,,0.63,55.44,0.007999420166015625,0.00013995521032827973
113,2019-06-19,6,0.009928571428571429,0.233535730966838,WH,56.70000076293945,57.040000915527344,56.060001373291016,56.34000015258789,54.40731430053711,971400,85,63.0,,0.63,53.55,-0.125,-0.0021866526370691863
114,2019-06-20,1,0.007578947368421052,-0.23665278303672854,WH,56.90999984741211,57.41999816894531,56.59999847412109,56.959999084472656,55.00605010986328,896000,73,63.0,,0.63,45.99,0.37999725341796875,0.006661943326065511
115,2019-06-21,5,0.009458646616541354,0.24801587301587302,WH,56.59000015258789,56.86000061035156,55.75,55.81999969482422,53.9051513671875,1101400,69,63.0,,0.63,43.47,-0.55999755859375,-0.009752657200477133
116,2019-07-01,4,0.008988721804511279,-0.049682034976152645,WH,56.43000030517578,57.220001220703125,56.02999877929688,56.16999816894531,54.24314880371094,1391500,87,63.0,False,0.63,54.81,0.3600006103515625,0.006331350799986257
117,2019-07-02,22,0.01744736842105263,0.9410288582183186,WH,56.36000061035156,58.369998931884766,56.36000061035156,58.29999923706055,56.300079345703125,1679700,82,63.0,,0.63,51.66,1.1499977111816406,0.020097827449286232
118,2019-07-03,6,0.009928571428571429,-0.43094160741219567,WH,58.810001373291016,60.43000030517578,58.790000915527344,59.7400016784668,57.69068145751953,1007500,71,63.0,,0.63,44.73,2.0600013732910156,0.035292126280402236
119,2019-07-09,3,0.008518796992481203,0.629043853342919,WH,59.47999954223633,60.400001525878906,59.04999923706055,60.2599983215332,58.192848205566406,690800,71,63.0,,0.63,44.73,-0.029998779296875,-0.0004964219616975241
120,2019-07-10,7,0.010398496240601504,0.22065313327449254,WH,60.45000076293945,61.20000076293945,60.290000915527344,61.040000915527344,58.94608688354492,889100,71,63.0,,0.63,44.73,0.7999992370605469,0.013245020146527287
121,2019-07-11,8,0.01086842105263158,0.045191612436731754,WH,61.0,61.290000915527344,60.470001220703125,61.220001220703125,59.11991500854492,816000,88,63.0,,0.63,55.44,0.09000015258789062,0.0014705907102274818
122,2019-07-16,1,0.007578947368421052,-0.30266343825665865,WH,60.869998931884766,61.380001068115234,60.71500015258789,61.15999984741211,59.06196594238281,522000,93,63.0,,0.63,58.59,0.09000015258789062,0.0014684312488741913
123,2019-07-17,5,0.009458646616541354,0.24801587301587302,WH,60.9900016784668,61.4900016784668,59.59999847412109,59.63999938964844,57.5941162109375,677500,84,63.0,,0.63,52.92,0.1100006103515625,0.0017921246079728448
124,2019-07-22,9,0.011338345864661654,0.19872813990461058,WH,58.959999084472656,59.0,58.2400016784668,58.45000076293945,56.44493103027344,585300,81,63.0,,0.63,51.03,-2.490001678466797,-0.04049441552282107
125,2019-07-25,1,0.007578947368421052,-0.33156498673740054,WH,58.63999938964844,59.34000015258789,56.790000915527344,57.34999847412109,55.38267135620117,1441100,82,63.0,,0.63,51.66,0.3400001525878906,0.005762714450642248
