,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,IT_unscaled,IT_monthly,isPartial,scale,IT,Stock_Price_Change,Stock_Price_Change_Percent
298,2017-11-01,0,0.056401662049861495,-0.6408635783705603,IT,125.75,126.22000122070312,124.4499969482422,125.5999984741211,125.5999984741211,705900,89,80.0,False,0.8,71.2,0.8300018310546875,0.00661936227047466
299,2017-11-02,17,0.07209879963065559,0.27830984070854425,IT,124.33999633789062,124.80999755859376,119.31999969482422,120.33999633789062,120.33999633789062,1639400,85,80.0,,0.8,68.0,-1.4100036621093608,-0.011171000225581373
300,2017-11-03,92,0.14135087719298245,0.9605163736024485,IT,120.05999755859376,120.77999877929688,117.79000091552734,118.66000366210938,118.66000366210938,836700,90,80.0,,0.8,72.0,-4.029998779296889,-0.03228907025180372
301,2017-11-06,7,0.062865189289012,0.07926065659527914,IT,118.41999816894533,119.5,117.6500015258789,118.5500030517578,118.5500030517578,584300,92,80.0,,0.8,73.60000000000001,-1.279998779296875,-0.010597771089862595
302,2017-11-07,1,0.05732502308402586,-0.08812772645153688,IT,118.43000030517578,118.9800033569336,117.20999908447266,117.75,117.75,533000,89,80.0,,0.8,71.2,-0.5199966430664062,-0.004351436343651982
303,2017-11-08,1,0.05732502308402586,0.0,IT,119.0,119.01000213623048,117.16999816894533,118.80999755859376,118.80999755859376,516400,89,80.0,,0.8,71.2,0.02999877929688921,0.00025213295050008355
304,2017-11-09,1,0.05732502308402586,0.0,IT,117.97000122070312,118.26000213623048,116.0,117.33999633789062,117.33999633789062,486400,88,80.0,,0.8,70.4,-0.75,-0.0063019913161708185
305,2017-11-10,86,0.1358107109879963,1.3691348678382163,IT,116.8499984741211,117.77999877929688,116.22000122070312,117.4800033569336,117.4800033569336,493800,86,80.0,,0.8,68.8,-0.48000335693360796,-0.004058881686647253
306,2017-11-14,75,0.12565373961218837,1.1572055862910768,IT,116.33999633789062,117.66000366210938,116.05999755859376,117.63999938964844,117.63999938964844,455900,89,80.0,,0.8,71.2,-0.1199951171875,-0.0010188072544673465
307,2017-11-15,17,0.07209879963065559,-0.4262104744898334,IT,117.23999786376952,117.66999816894533,116.12999725341795,117.3000030517578,117.3000030517578,457000,91,80.0,,0.8,72.8,0.00999450683595171,8.494396162572748e-05
308,2017-11-16,8,0.06378855032317636,-0.1152619648322939,IT,117.87999725341795,119.27999877929688,117.12000274658205,118.97000122070312,118.97000122070312,580600,90,80.0,,0.8,72.0,1.6100006103515483,0.013682337345157336
309,2017-11-17,10,0.06563527239150507,0.02895068251234023,IT,118.4800033569336,118.4800033569336,116.77999877929688,116.9000015258789,116.9000015258789,587600,86,80.0,,0.8,68.8,-0.7999954223632812,-0.006706869806760385
310,2017-11-20,7,0.062865189289012,0.0,IT,117.43000030517578,118.01000213623048,116.37999725341795,116.62000274658205,116.62000274658205,331900,85,80.0,,0.8,68.0,-0.4700012207031108,-0.00396692443776514
311,2017-11-21,1,0.05732502308402586,-0.08812772645153688,IT,117.5,118.18000030517578,116.87000274658205,117.19000244140624,117.19000244140624,461100,87,80.0,,0.8,69.60000000000001,0.1699981689452983,0.0014405403429198493
312,2017-11-22,3,0.05917174515235457,0.03221493806678155,IT,116.9800033569336,117.0500030517578,115.8000030517578,115.98999786376952,115.98999786376952,603800,86,80.0,,0.8,68.8,-1.129997253417983,-0.009561662299035323
313,2017-11-24,12,0.0674819944598338,0.14044286316183707,IT,115.95999908447266,116.4499969482422,115.01000213623048,116.38999938964844,116.38999938964844,272900,77,80.0,,0.8,61.6,-0.6000061035155966,-0.005126066534575702
314,2017-11-27,13,0.06840535549399815,-0.2597843789654587,IT,116.72000122070312,118.5500030517578,116.20999908447266,118.31999969482422,118.31999969482422,532300,83,80.0,,0.8,66.4,2.1000061035155966,0.01803354365435461
315,2017-11-28,3,0.05917174515235457,-0.13498373445999756,IT,118.3499984741211,119.56999969482422,118.11000061035156,119.48999786376952,119.48999786376952,310500,89,80.0,,0.8,71.2,1.0199966430664205,0.008603936033819481
316,2017-11-30,2,0.058248384118190215,-0.015604762573537379,IT,119.3499984741211,121.0,119.23999786376952,120.88999938964844,120.88999938964844,728400,91,80.0,,0.8,72.8,1.4300003051757812,0.011959524201936356
317,2017-12-01,3,0.05917174515235457,0.01585213131905583,IT,120.94000244140624,121.93000030517578,118.61000061035156,119.9499969482422,119.9499969482422,624700,95,77.0,False,0.77,73.15,0.9300003051757812,0.007685952935337026
318,2017-12-04,1,0.05732502308402586,-0.1013273887931907,IT,120.73999786376952,122.0500030517578,119.88999938964844,121.25,121.25,719800,96,77.0,,0.77,73.92,0.12000274658201704,0.0009841937692254277
319,2017-12-05,16,0.07117543859649123,0.24161203550086152,IT,121.68000030517578,122.51000213623048,120.51000213623048,121.5199966430664,121.5199966430664,556100,95,77.0,,0.77,73.15,0.45999908447268467,0.003768939557319051
320,2017-12-06,9,0.06471191135734072,-0.09081120350790695,IT,121.0500030517578,122.41999816894533,119.4000015258789,119.4800033569336,119.4800033569336,717500,99,77.0,,0.77,76.23,-0.09000396728515625,-0.0007346662779833535
321,2017-12-07,1,0.05732502308402586,-0.11415036456772687,IT,119.5500030517578,120.37999725341795,119.29000091552734,120.2300033569336,120.2300033569336,679600,98,77.0,,0.77,75.46000000000001,-2.040000915527372,-0.016663951527854715
322,2017-12-12,11,0.06655863342566944,0.16107469033390776,IT,119.72000122070312,121.01000213623048,119.08000183105467,120.6500015258789,120.6500015258789,328400,96,77.0,,0.77,73.92,0.6300048828125284,0.00523346816071335
323,2017-12-14,7,0.062865189289012,-0.05549158608825944,IT,121.13999938964844,121.76000213623048,120.01000213623048,120.0500030517578,120.0500030517578,280100,99,77.0,,0.77,76.23,0.75,0.006197834780266032
324,2017-12-20,5,0.06101846722068329,0.047556393957167487,IT,123.8499984741211,124.44000244140624,122.62999725341795,123.66000366210938,123.66000366210938,369400,93,77.0,,0.77,71.61,2.680000305175753,0.022010514603779674
325,2017-12-21,2,0.058248384118190215,-0.045397454716038954,IT,123.91000366210938,124.20999908447266,122.7699966430664,123.0199966430664,123.0199966430664,311800,92,77.0,,0.77,70.84,-0.23000335693357954,-0.0018483072357852182
326,2017-12-22,4,0.06009510618651893,0.03170426263811166,IT,123.37999725341795,123.69000244140624,122.70999908447266,123.58999633789062,123.58999633789062,244000,88,77.0,,0.77,67.76,-0.5199966430664205,-0.004186431421779324
327,2017-12-27,1,0.05732502308402586,-0.046094986401978955,IT,123.61000061035156,124.08999633789062,122.66000366210938,123.97000122070312,123.97000122070312,259100,93,77.0,,0.77,71.61,0.3999938964843892,0.003233841770468704
328,2017-12-28,1,0.05732502308402586,0.0,IT,124.1500015258789,124.3499984741211,122.9000015258789,123.88999938964844,123.88999938964844,362500,91,77.0,,0.77,70.07000000000001,0.26000213623046875,0.002095270722085374
329,2018-01-02,10,0.06563527239150507,0.14496722130051687,IT,123.23999786376952,125.0,123.08000183105467,124.8499984741211,124.8499984741211,523900,92,82.0,,0.82,75.44,0.6500015258789062,0.005227193677965092
330,2018-01-03,1,0.05732502308402586,-0.1266125515242743,IT,124.7300033569336,126.08000183105467,124.7300033569336,125.19000244140624,125.19000244140624,464500,96,82.0,,0.82,78.72,1.0800018310546733,0.008640014648437333
331,2018-01-04,15,0.07025207756232688,0.22550456646747108,IT,125.27999877929688,128.8300018310547,125.27999877929688,127.3000030517578,127.3000030517578,828300,97,82.0,,0.82,79.53999999999999,2.750000000000014,0.02181154790658213
332,2018-01-05,5,0.06101846722068329,-0.13143540606968707,IT,127.41999816894533,129.36000061035156,127.41999816894533,129.33999633789062,129.33999633789062,437700,95,82.0,,0.82,77.89999999999999,0.529998779296875,0.00411393908068014
333,2018-01-08,4,0.06009510618651893,-0.1094645813663917,IT,129.6300048828125,130.38999938964844,128.97999572753906,130.30999755859375,130.30999755859375,524400,90,82.0,,0.82,73.8,1.029998779296875,0.007962266345370228
334,2018-01-09,70,0.12103693444136658,1.0140897008435386,IT,130.50999450683594,130.5500030517578,128.86000061035156,128.9499969482422,128.9499969482422,335700,95,82.0,,0.82,77.89999999999999,0.160003662109375,0.0012271160584274021
335,2018-01-10,2,0.058248384118190215,-0.5187552924482961,IT,128.42999267578125,128.92999267578125,127.68000030517578,128.16000366210938,128.16000366210938,289400,96,82.0,,0.82,78.72,-1.6200103759765625,-0.012409117871366782
336,2018-01-11,1,0.05732502308402586,-0.01585213131905583,IT,128.49000549316406,129.6699981689453,128.27000427246094,129.61000061035156,129.61000061035156,209400,94,82.0,,0.82,77.08,0.7400054931640625,0.005739591524098975
337,2018-01-12,1,0.05732502308402586,0.0,IT,129.57000732421875,130.5,128.8800048828125,130.1300048828125,130.1300048828125,244900,93,82.0,,0.82,76.25999999999999,0.8300018310546875,0.006400877942276839
338,2018-01-16,37,0.09056602031394276,0.3798376545728235,IT,130.64999389648438,131.91000366210938,129.7100067138672,130.0399932861328,130.0399932861328,396500,96,82.0,,0.82,78.72,1.410003662109375,0.010804625763290332
339,2018-01-17,1,0.05732502308402586,-0.36703608168591906,IT,130.72999572753906,133.05999755859375,130.02999877929688,132.1300048828125,132.1300048828125,490500,95,82.0,,0.82,77.89999999999999,1.149993896484375,0.008718018835251584
340,2018-01-19,7,0.062865189289012,0.09664481420034443,IT,134.8000030517578,138.25999450683594,134.10000610351562,137.35000610351562,137.35000610351562,771000,94,82.0,,0.82,77.08,5.1999969482421875,0.039080092016027024
341,2018-01-22,4,0.06009510618651893,0.03170426263811166,IT,137.39999389648438,138.5,136.8800048828125,138.4499969482422,138.4499969482422,606900,96,82.0,,0.82,78.72,0.2400054931640625,0.001735899773612326
342,2018-01-23,26,0.08040904893813482,0.3380299002811795,IT,138.55999755859375,139.5,137.9499969482422,139.2100067138672,139.2100067138672,386100,94,82.0,,0.82,77.08,1.0,0.0072202166064982976
343,2018-01-24,1,0.05732502308402586,-0.28708243859306637,IT,139.72999572753906,141.72999572753906,139.1699981689453,140.19000244140625,140.19000244140625,637200,96,82.0,,0.82,78.72,2.2299957275390625,0.01598563245547724
344,2018-01-25,1,0.05732502308402586,0.0,IT,140.8699951171875,140.8699951171875,139.8000030517578,140.1199951171875,140.1199951171875,269600,96,82.0,,0.82,78.72,-0.8600006103515625,-0.006067880027350148
345,2018-01-26,19,0.0739455216989843,0.28993444260103396,IT,140.3800048828125,142.16000366210938,139.72000122070312,142.13999938964844,142.13999938964844,368400,95,82.0,,0.82,77.89999999999999,1.290008544921875,0.009157440119514026
346,2018-01-29,3,0.05917174515235457,-0.7790873646508069,IT,141.57000732421875,141.82000732421875,139.64999389648438,139.6699981689453,139.6699981689453,531700,96,82.0,,0.82,78.72,-0.339996337890625,-0.0023916455341316256
347,2018-01-31,66,0.11734349030470914,0.9831000421328588,IT,139.82000732421875,140.88999938964844,138.3300018310547,138.74000549316406,138.74000549316406,520300,100,82.0,,0.82,82.0,-0.9300079345703125,-0.006557663845300765
348,2018-02-01,2,0.058248384118190215,-0.5036078783157464,IT,138.7100067138672,138.91000366210938,137.0800018310547,138.8300018310547,138.8300018310547,596400,94,82.0,False,0.82,77.08,-1.9799957275390625,-0.014053486664182158
349,2018-02-02,1,0.05732502308402586,-0.01585213131905583,IT,138.2100067138672,139.05999755859375,135.19000244140625,135.19000244140625,135.19000244140625,523200,92,82.0,,0.82,75.44,0.149993896484375,0.0010797918978480148
350,2018-02-05,2,0.058248384118190215,0.016107469033390664,IT,134.61000061035156,135.7100067138672,128.25,128.25,128.25,891700,89,82.0,,0.82,72.97999999999999,-3.3499908447265625,-0.02409025531094966
351,2018-02-06,1,0.05732502308402586,-0.01585213131905583,IT,119.7300033569336,124.91999816894533,116.87999725341795,124.0199966430664,124.0199966430664,2662700,95,82.0,,0.82,77.89999999999999,-10.79000854492186,-0.07950783296084907
352,2018-02-07,1,0.05732502308402586,0.0,IT,123.12999725341795,123.9800033569336,119.41000366210938,119.4499969482422,119.4499969482422,1640500,94,82.0,,0.82,77.08,-0.939994812011733,-0.007524774461975747
353,2018-02-08,1,0.05732502308402586,0.0,IT,120.0,120.0,114.22000122070312,114.26000213623048,114.26000213623048,1124400,93,82.0,,0.82,76.25999999999999,-3.9800033569335938,-0.032101978134936204
354,2018-02-09,141,0.18659556786703602,2.2550456646747095,IT,115.22000122070312,117.0,112.0500030517578,115.48999786376952,115.48999786376952,1656400,91,82.0,,0.82,74.61999999999999,-3.0,-0.025000000000000022
355,2018-02-12,6,0.06194182825484765,0.06340852527622332,IT,116.31999969482422,118.88999938964844,115.93000030517578,118.23999786376952,118.23999786376952,854200,93,82.0,,0.82,76.25999999999999,1.8899993896484375,0.01615384093716621
356,2018-02-13,2,0.058248384118190215,-0.05962762547888434,IT,117.4499969482422,118.9000015258789,116.97000122070312,118.8499984741211,118.8499984741211,636500,92,82.0,,0.82,75.44,0.01000213623046875,8.412933200285799e-05
357,2018-02-14,1,0.05732502308402586,-0.01585213131905583,IT,118.19000244140624,121.2699966430664,117.97000122070312,120.45999908447266,120.45999908447266,972900,92,82.0,,0.82,75.44,2.3699951171875,0.019932675246195464
358,2018-02-16,2,0.058248384118190215,0.016107469033390664,IT,117.62000274658205,118.61000061035156,116.83000183105467,118.04000091552734,118.04000091552734,749400,93,82.0,,0.82,76.25999999999999,-2.6599960327148438,-0.021934494156407025
359,2018-02-20,17,0.07209879963065559,-0.6403080849260421,IT,117.69000244140624,118.12000274658205,115.6500015258789,115.97000122070312,115.97000122070312,741100,95,82.0,,0.82,77.89999999999999,-0.48999786376951704,-0.0041311682088192025
360,2018-02-21,3,0.05917174515235457,-0.17929638973912376,IT,116.16000366210938,116.80999755859376,114.02999877929688,114.0999984741211,114.0999984741211,1008900,97,82.0,,0.82,79.53999999999999,-1.3100051879882812,-0.011090460189023266
361,2018-02-22,17,0.07209879963065559,0.2184666760295242,IT,114.61000061035156,116.98999786376952,114.2300033569336,115.54000091552734,115.54000091552734,693500,97,82.0,,0.82,79.53999999999999,0.18000030517575283,0.0015409666033547875
362,2018-02-23,1,0.05732502308402586,-0.20491015970185567,IT,116.0,117.0500030517578,114.9800033569336,116.98999786376952,116.98999786376952,558200,96,82.0,,0.82,78.72,0.06000518798828125,0.0005129087023161283
363,2018-02-26,43,0.0961061865189289,0.6765136994024128,IT,117.80999755859376,118.2699966430664,115.04000091552734,117.95999908447266,117.95999908447266,800500,99,82.0,,0.82,81.17999999999999,1.219993591308608,0.010422841174716924
364,2018-02-27,6,0.06194182825484765,-0.3554855259744626,IT,117.9000015258789,118.1500015258789,115.77999877929688,115.93000030517578,115.93000030517578,509100,100,82.0,,0.82,82.0,-0.1199951171875,-0.001014586290635
365,2018-02-28,2,0.058248384118190215,-0.05962762547888434,IT,116.55999755859376,116.6999969482422,113.4000015258789,113.41000366210938,113.41000366210938,943400,99,82.0,,0.82,81.17999999999999,-1.4500045776367045,-0.012272573499028772
366,2018-03-01,2,0.058248384118190215,0.0,IT,113.51000213623048,114.16999816894533,111.56999969482422,113.7699966430664,113.7699966430664,1321300,87,81.0,False,0.81,70.47,-2.529998779296875,-0.02167951024385162
367,2018-03-02,1,0.05732502308402586,-0.01585213131905583,IT,113.06999969482422,117.06999969482422,112.55999755859376,116.6500015258789,116.6500015258789,1124100,82,81.0,,0.81,66.42,2.900001525878892,0.025400731999553505
368,2018-03-05,1,0.05732502308402586,-0.5190458852056428,IT,115.87000274658205,119.6999969482422,115.5,119.37999725341795,119.37999725341795,1152300,79,81.0,,0.81,63.99,2.629997253417983,0.022465168363148713
369,2018-03-06,1,0.05732502308402586,0.0,IT,119.5999984741211,121.16999816894533,118.6999969482422,120.95999908447266,120.95999908447266,1034400,85,81.0,,0.81,68.85000000000001,1.470001220703125,0.012280712265504423
370,2018-03-07,15,0.07025207756232688,0.22550456646747108,IT,119.8000030517578,123.41000366210938,119.7300033569336,122.95999908447266,122.95999908447266,950800,85,81.0,,0.81,68.85000000000001,2.2400054931640483,0.018486469646065817
371,2018-03-08,2,0.058248384118190215,-0.17086602789059324,IT,123.4499969482422,123.61000061035156,120.19000244140624,120.5500030517578,120.5500030517578,587600,81,81.0,,0.81,65.61,0.1999969482421875,0.0016205894360863393
372,2018-03-09,106,0.15427793167128348,1.648621657181808,IT,121.13999938964844,122.87999725341795,120.72000122070312,122.80999755859376,122.80999755859376,607700,84,81.0,,0.81,68.04,-0.730003356933608,-0.0059056981905109
373,2018-03-12,3,0.05917174515235457,0.03221493806678155,IT,123.23999786376952,124.41000366210938,122.8000030517578,124.08000183105467,124.08000183105467,575400,88,81.0,,0.81,71.28,1.5300064086914205,0.01245122430737089
374,2018-03-13,1,0.05732502308402586,-0.031209525147074868,IT,124.5199966430664,124.6999969482422,123.62999725341795,124.33000183105467,124.33000183105467,636800,86,81.0,,0.81,69.66000000000001,0.2899932861328267,0.002330948296733748
375,2018-03-14,17,0.07209879963065559,0.2577195045342524,IT,124.5500030517578,124.6500015258789,122.25,123.20999908447266,123.20999908447266,705400,85,81.0,,0.81,68.85000000000001,-0.04999542236329546,-0.0004009256101589198
376,2018-03-15,5,0.06101846722068329,-0.15368261977639175,IT,123.27999877929688,123.6999969482422,122.0,123.1500015258789,123.1500015258789,518200,83,81.0,,0.81,67.23,-0.9500045776367045,-0.007621376381928613
377,2018-03-19,41,0.09425946445060018,0.4993904498920436,IT,123.36000061035156,123.58000183105467,122.41999816894533,123.4000015258789,123.4000015258789,625700,84,81.0,,0.81,68.04,-0.11999511718752842,-0.0009700494757306499
378,2018-03-20,34,0.08779593721144968,-0.06857165247886521,IT,123.6999969482422,125.20999908447266,122.95999908447266,124.16999816894533,124.16999816894533,836500,86,81.0,,0.81,69.66000000000001,1.629997253417983,0.013189814122566146
379,2018-03-21,7,0.062865189289012,-0.2839624328218505,IT,124.12000274658205,124.41999816894533,122.7699966430664,122.8499984741211,122.8499984741211,546700,87,81.0,,0.81,70.47,-0.7900009155273295,-0.006309407565719738
380,2018-03-22,1,0.05732502308402586,-0.08812772645153688,IT,121.73999786376952,122.1999969482422,119.26000213623048,119.41999816894533,119.41999816894533,771900,85,81.0,,0.81,68.85000000000001,-2.220001220703125,-0.017842800621879706
381,2018-03-23,21,0.07579224376731301,0.3221493806678155,IT,119.37999725341795,120.9000015258789,117.51000213623048,117.69000244140624,117.69000244140624,959500,84,81.0,,0.81,68.04,-1.2999954223632955,-0.010638260677812483
382,2018-03-26,1,0.05732502308402586,-0.01585213131905583,IT,118.91000366210938,119.6999969482422,117.25,119.5500030517578,119.5500030517578,876200,84,81.0,,0.81,68.04,-1.2000045776367045,-0.009925596050384122
383,2018-03-27,1,0.05732502308402586,0.0,IT,119.56999969482422,120.19000244140624,116.87000274658205,117.61000061035156,117.61000061035156,664500,85,81.0,,0.81,68.85000000000001,0.4900054931640341,0.004093613246923589
384,2018-03-28,-4,0.05270821791320406,-0.08053734516695399,IT,117.70999908447266,117.70999908447266,115.4000015258789,116.80999755859376,116.80999755859376,745900,85,81.0,,0.81,68.85000000000001,-2.4800033569335795,-0.020634023683813507
385,2018-04-02,70,0.12103693444136658,1.1114153633039638,IT,117.6500015258789,118.08000183105467,115.04000091552734,116.05999755859376,116.05999755859376,642800,94,80.0,,0.8,75.2,0.37000274658201704,0.003143341682608325
386,2018-04-03,1,0.05732502308402586,-0.5263840467490064,IT,116.43000030517578,117.48999786376952,115.91000366210938,116.79000091552734,116.79000091552734,675200,93,80.0,,0.8,74.4,-0.5900039672851562,-0.004996645986924286
387,2018-04-04,3,0.05917174515235457,0.03221493806678155,IT,115.45999908447266,118.29000091552734,115.29000091552734,117.97000122070312,117.97000122070312,628200,95,80.0,,0.8,76.0,0.8000030517578267,0.006809116233753132
388,2018-04-05,2,0.058248384118190215,-0.015604762573537379,IT,118.4000015258789,119.3499984741211,117.51000213623048,118.76000213623048,118.76000213623048,413800,96,80.0,,0.8,76.80000000000001,1.05999755859375,0.008961007273562416
389,2018-04-09,-1,0.05547830101569714,-0.0475563939571676,IT,116.73999786376952,118.30999755859376,116.18000030517578,116.2699966430664,116.2699966430664,633400,100,80.0,,0.8,80.0,-1.0400009155273295,-0.008713874560734358
390,2018-04-10,2,0.058248384118190215,0.04993092888171358,IT,117.47000122070312,118.12999725341795,116.83000183105467,117.30999755859376,117.30999755859376,464800,100,80.0,,0.8,80.0,-0.18000030517580967,-0.0015214293710610338
391,2018-04-11,11,0.06655863342566944,0.14266918187150246,IT,116.29000091552734,117.61000061035156,116.06999969482422,116.31999969482422,116.31999969482422,400700,98,80.0,,0.8,78.4,-0.519996643066392,-0.004401901762097538
392,2018-04-12,1,0.05732502308402586,-0.13872896522064837,IT,116.73999786376952,117.37999725341795,116.0500030517578,116.63999938964844,116.63999938964844,640600,99,80.0,,0.8,79.2,-0.23000335693360796,-0.001955644551823621
393,2018-04-13,17,0.07209879963065559,0.2577195045342524,IT,116.87000274658205,117.66999816894533,114.4000015258789,115.05999755859376,115.05999755859376,566300,97,80.0,,0.8,77.60000000000001,0.29000091552737217,0.0024706161382954672
394,2018-04-18,21,0.07579224376731301,0.051227539925463805,IT,117.87000274658205,119.08999633789062,117.45999908447266,118.13999938964844,118.13999938964844,369000,97,80.0,,0.8,77.60000000000001,1.4199981689452983,0.012067631435725312
395,2018-04-19,1,0.05732502308402586,-0.24365581180025087,IT,117.9000015258789,119.11000061035156,117.83999633789062,118.87999725341795,118.87999725341795,502100,97,80.0,,0.8,77.60000000000001,0.0200042724609375,0.00016797609434959782
396,2018-04-23,2,0.058248384118190215,0.016107469033390664,IT,118.2300033569336,118.31999969482422,117.0500030517578,117.87000274658205,117.87000274658205,520300,95,80.0,,0.8,76.0,-0.7900009155273438,-0.006632532209547182
397,2018-04-24,7,0.062865189289012,0.07926065659527914,IT,118.4499969482422,119.23999786376952,117.41000366210938,118.0,118.0,821800,97,80.0,,0.8,77.60000000000001,0.9199981689452983,0.007775508547314125
398,2018-04-25,1,0.05732502308402586,-0.08812772645153688,IT,117.68000030517578,117.95999908447266,116.27999877929688,117.37999725341795,117.37999725341795,388500,96,80.0,,0.8,76.80000000000001,-1.2799987792968608,-0.01073464275602598
399,2018-04-26,1,0.05732502308402586,0.0,IT,117.94000244140624,119.5999984741211,117.38999938964844,119.31999969482422,119.31999969482422,438600,95,80.0,,0.8,76.0,1.6399993896484375,0.013903012905875034
400,2018-04-27,28,0.08225577100646353,0.43490166390155105,IT,119.58999633789062,121.5199966430664,119.33999633789062,121.18000030517578,121.18000030517578,1000300,92,80.0,,0.8,73.60000000000001,1.9199981689453125,0.01605349660067734
401,2018-04-30,2,0.058248384118190215,-0.08685204753702058,IT,121.3499984741211,122.04000091552734,120.68000030517578,121.29000091552734,121.29000091552734,996400,94,80.0,,0.8,75.2,0.5200042724609375,0.004279166283951641
402,2018-05-01,143,0.18844228993536472,2.235150515986874,IT,120.75,122.44000244140624,120.72000122070312,122.01000213623048,122.01000213623048,1084900,96,78.0,False,0.78,74.88,0.40000152587889204,0.003277626375599363
403,2018-05-02,4,0.06009510618651893,-0.6810954366605744,IT,121.7300033569336,121.7300033569336,119.93000030517578,120.66000366210938,120.66000366210938,590200,98,78.0,,0.78,76.44,-0.709999084472642,-0.005798750982648926
404,2018-05-03,17,0.07209879963065559,0.19974494107524254,IT,120.86000061035156,121.31999969482422,119.4800033569336,121.1999969482422,121.1999969482422,814800,98,78.0,,0.78,76.44,-0.410003662109375,-0.003368139742074727
405,2018-05-04,8,0.06378855032317636,-0.1152619648322939,IT,120.5199966430664,123.5,120.47000122070312,123.0199966430664,123.0199966430664,635100,97,78.0,,0.78,75.66,2.1800003051757812,0.017969010143912723
406,2018-05-07,7,0.062865189289012,-0.48841700292298795,IT,123.0,124.83000183105467,122.55999755859376,123.79000091552734,123.79000091552734,1354700,97,78.0,,0.78,75.66,1.3300018310546733,0.010769245595584342
407,2018-05-08,1,0.05732502308402586,-0.08812772645153688,IT,125.23999786376952,132.19000244140625,125.23999786376952,130.52999877929688,130.52999877929688,1295400,96,78.0,,0.78,74.88,7.360000610351577,0.05896018987737128
408,2018-05-09,2,0.058248384118190215,0.016107469033390664,IT,130.83999633789062,135.1199951171875,130.22000122070312,133.5399932861328,133.5399932861328,879800,96,78.0,,0.78,74.88,2.92999267578125,0.022165009619997456
409,2018-05-10,15,0.07025207756232688,0.206077707147726,IT,133.99000549316406,134.3800048828125,131.72999572753906,134.3699951171875,134.3699951171875,1056800,98,78.0,,0.78,76.44,-0.739990234375,-0.005476541304883953
410,2018-05-11,2,0.058248384118190215,-0.17086602789059324,IT,134.6300048828125,136.24000549316406,134.24000549316406,135.0399932861328,135.0399932861328,1089000,97,78.0,,0.78,75.66,1.8600006103515625,0.013841349477354159
411,2018-05-14,71,0.12196029547553093,1.1275228323373545,IT,135.22999572753906,135.39999389648438,133.5399932861328,134.8000030517578,134.8000030517578,874700,99,78.0,,0.78,77.22,-0.8400115966796875,-0.00616567500595
412,2018-05-15,10,0.06563527239150507,-0.46183081850048835,IT,134.0399932861328,135.8000030517578,133.5500030517578,135.1699981689453,135.1699981689453,1266200,97,78.0,,0.78,75.66,0.4000091552734375,0.0029542774985591436
413,2018-05-16,18,0.07302216066481995,0.11254449024379976,IT,135.14999389648438,136.0399932861328,133.99000549316406,135.72999572753906,135.72999572753906,517100,96,78.0,,0.78,74.88,0.239990234375,0.001767232908555405
414,2018-05-17,1,0.05732502308402586,-0.21496402513814605,IT,135.30999755859375,136.24000549316406,132.9600067138672,133.22999572753906,133.22999572753906,1051700,99,78.0,,0.78,77.22,0.20001220703125,0.0014702456402697628
415,2018-05-18,1,0.05732502308402586,0.0,IT,133.25,135.91000366210938,132.83999633789062,134.22999572753906,134.22999572753906,912600,95,78.0,,0.78,74.10000000000001,-0.3300018310546875,-0.002422209466743208
416,2018-05-21,62,0.11365004616805172,0.41339871157401564,IT,134.5500030517578,135.13999938964844,132.1300048828125,132.25,132.25,878700,96,78.0,,0.78,74.88,-0.7700042724609375,-0.005665545226348989
417,2018-05-22,-60,0.001,-0.9912010594476898,IT,132.3000030517578,133.02000427246094,130.44000244140625,131.35000610351562,131.35000610351562,935700,97,78.0,,0.78,75.66,-2.1199951171875,-0.01568739919167028
418,2018-05-23,22,0.07671560480147738,75.71560480147737,IT,131.1300048828125,132.11000061035156,130.77000427246094,131.75999450683594,131.75999450683594,829000,96,78.0,,0.78,74.88,-0.910003662109375,-0.006841103840633189
419,2018-05-24,8,0.06378855032317636,-0.16850619260257815,IT,131.83999633789062,132.02999877929688,130.39999389648438,131.3000030517578,131.3000030517578,965500,97,78.0,,0.78,75.66,-0.0800018310546875,-0.000605569833359132
420,2018-05-25,145,0.19028901200369344,1.9831217520953057,IT,131.0500030517578,132.00999450683594,130.22999572753906,130.63999938964844,130.63999938964844,938500,93,78.0,,0.78,72.54,-0.0200042724609375,-0.00015151308525251928
421,2018-05-30,3,0.05917174515235457,0.0,IT,131.58999633789062,132.97000122070312,131.07000732421875,132.5,132.5,750800,94,78.0,,0.78,73.32000000000001,0.9600067138671875,0.007272227511663676
422,2018-05-31,18,0.07302216066481995,0.2340714386030618,IT,132.5,133.27999877929688,131.44000244140625,132.74000549316406,132.74000549316406,2219300,97,78.0,,0.78,75.66,0.30999755859375,0.0023313345547708586
423,2018-06-01,3,0.05917174515235457,-0.18967413982777592,IT,133.5,133.8300018310547,132.39999389648438,132.64999389648438,132.64999389648438,913200,90,81.0,False,0.81,72.9,0.5500030517578125,0.004126673595402641
424,2018-06-04,31,0.0850258541089566,0.4832240710017235,IT,133.30999755859375,135.85000610351562,132.8800048828125,135.4199981689453,135.4199981689453,495600,92,81.0,,0.81,74.52000000000001,2.0200042724609375,0.01509380740359667
