,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,BK_unscaled,BK_monthly,isPartial,scale,BK,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-02,3,0.02234146341463415,-0.16991391028545522,BK,40.27999877929688,40.84999847412109,40.02000045776367,40.77000045776367,35.598026275634766,6055700,83,72.0,,0.72,59.76,,
1,2016-05-03,1,0.019292682926829268,-0.13646288209606994,BK,40.09000015258789,40.119998931884766,39.40999984741211,39.810001373291016,34.75980758666992,4974300,98,72.0,,0.72,70.56,-0.729999542236321,-0.01787024649948965
2,2016-05-04,-2,0.01471951219512195,-0.23704171934260432,BK,39.38999938964844,39.77000045776367,39.06999969482422,39.27999877929688,34.29704666137695,4297400,94,72.0,,0.72,67.67999999999999,-0.34999847412109375,-0.008723790713836221
3,2016-05-05,2,0.02081707317073171,0.41425020712510374,BK,39.27999877929688,39.54999923706055,39.04999923706055,39.400001525878906,34.401832580566406,3790000,92,72.0,,0.72,66.24,-0.220001220703125,-0.00553183852579453
4,2016-05-09,14,0.039109756097560976,0.8787346221441124,BK,39.47999954223633,39.7400016784668,39.22999954223633,39.369998931884766,34.37562561035156,4714000,89,72.0,,0.72,64.08,0.19000244140625,0.004804107334298147
5,2016-05-10,3,0.02234146341463415,-0.42874961022762703,BK,39.68999862670898,40.27000045776367,39.58000183105469,40.2400016784668,35.13526153564453,4152300,94,72.0,,0.72,67.67999999999999,0.529998779296875,0.013336657194558121
6,2016-05-11,4,0.023865853658536586,0.06823144104803491,BK,40.06999969482422,40.38999938964844,39.869998931884766,39.869998931884766,34.81220245361328,5318000,83,72.0,,0.72,59.76,0.11999893188476562,0.0029798592133274404
7,2016-05-12,11,0.03453658536585366,0.44711292795094537,BK,40.119998931884766,40.400001525878906,39.45000076293945,39.7400016784668,34.698692321777344,6713700,81,72.0,,0.72,58.32,0.01000213623046875,0.00024763892997325954
8,2016-05-13,2,0.02081707317073171,-0.3972457627118644,BK,39.75,40.150001525878906,39.29999923706055,39.43999862670898,34.43674850463867,5411300,93,72.0,,0.72,66.96,-0.25,-0.006188118578160373
9,2016-05-18,2,0.02081707317073171,0.0,BK,39.900001525878906,41.15999984741211,39.86000061035156,41.13999938964844,35.92109298706055,8032000,91,72.0,,0.72,65.52,1.0099983215332031,0.025155623490629386
10,2016-05-23,2,0.02081707317073171,0.0,BK,40.93000030517578,41.18000030517578,40.650001525878906,40.970001220703125,35.772666931152344,3587400,85,72.0,,0.72,61.2,0.020000457763671875,0.0004859197725417541
11,2016-05-26,7,0.028439024390243903,0.3661394258933801,BK,42.09000015258789,42.29999923706055,41.7599983215332,42.02999877929688,36.69818878173828,3576700,96,72.0,,0.72,69.12,1.1199989318847656,0.02719764263197444
12,2016-05-31,7,0.028439024390243903,0.0,BK,42.52000045776367,42.560001373291016,41.91999816894531,42.060001373291016,36.724388122558594,5628500,82,72.0,,0.72,59.04,0.26000213623046875,0.0061466227167841225
13,2016-06-01,1,0.019292682926829268,-0.3216123499142367,BK,41.68000030517578,42.310001373291016,41.34999847412109,42.25,36.89027786254883,4034900,76,78.0,False,0.78,59.28,-0.25,-0.005874059960836564
14,2016-06-02,3,0.02234146341463415,0.15802781289506962,BK,42.18000030517578,42.20000076293945,41.93999862670898,42.15999984741211,36.81169509887695,4827900,71,78.0,,0.78,55.38,-0.1100006103515625,-0.002599872530871683
15,2016-06-06,6,0.026914634146341463,0.20469432314410474,BK,41.66999816894531,42.61000061035156,41.66999816894531,42.38999938964844,37.01251602172852,5050300,62,78.0,,0.78,48.36,0.4099998474121094,0.009715636018949425
16,2016-06-09,11,0.03453658536585366,0.28318985047575906,BK,41.81999969482422,41.84999847412109,41.369998931884766,41.650001525878906,36.36639404296875,5623400,79,78.0,,0.78,61.620000000000005,-0.7600021362304759,-0.01783623856709926
17,2016-06-10,1,0.019292682926829268,-0.44138418079096053,BK,41.06999969482422,41.31999969482422,41.0099983215332,41.2400016784668,36.00840759277344,5330000,73,78.0,,0.78,56.940000000000005,-0.5299987792968679,-0.012664248473619577
18,2016-06-16,2,0.02081707317073171,0.07901390644753481,BK,39.7599983215332,40.18999862670898,39.400001525878906,40.15999984741211,35.06541442871094,3971800,70,78.0,,0.78,54.6,-1.1300010681152415,-0.027347557513578313
19,2016-06-30,2,0.02081707317073171,0.07901390644753481,BK,38.45000076293945,38.869998931884766,37.970001220703125,38.84999847412109,33.92159652709961,7417400,77,78.0,,0.78,60.06,-1.3199996948242116,-0.032843984571499396
20,2016-07-05,6,0.026914634146341463,-0.1847063169560399,BK,37.650001525878906,37.650001525878906,36.869998931884766,37.130001068115234,32.41979217529297,10249100,83,74.0,,0.74,61.42,-1.2199974060058594,-0.031386607654498966
21,2016-07-14,1,0.019292682926829268,-0.28318985047575895,BK,40.66999816894531,40.66999816894531,39.59000015258789,39.68999862670898,34.655033111572266,3865700,79,74.0,,0.74,58.46,3.0199966430664062,0.08021239098730448
22,2016-07-19,1,0.019292682926829268,0.0,BK,39.720001220703125,39.77999877929688,39.5,39.709999084472656,34.67250061035156,2963300,90,74.0,,0.74,66.6,-0.8899993896484304,-0.02188343815387761
23,2016-07-22,5,0.025390243902439026,0.31605562579013924,BK,38.63999938964844,39.25,38.619998931884766,39.18999862670898,34.21846389770508,4919700,76,74.0,,0.74,56.24,-0.5299987792968821,-0.013323247751649392
24,2016-08-10,1,0.019292682926829268,-0.07322788517867607,BK,40.290000915527344,40.369998931884766,39.79999923706055,39.84000015258789,34.95273971557617,2696000,87,72.0,,0.72,62.64,1.1199989318847656,0.02853500463400671
25,2016-08-22,3,0.02234146341463415,-0.16991391028545522,BK,40.15999984741211,40.33000183105469,39.970001220703125,40.18000030517578,35.25102996826172,2214200,64,72.0,,0.72,46.08,-0.039997100830078125,-0.0009907629895548054
26,2016-08-26,-1,0.01624390243902439,-0.27292576419213976,BK,40.65999984741211,41.0,40.52999877929688,40.84999847412109,35.83885192871094,4970200,90,72.0,,0.72,64.8,0.6699981689453125,0.016612897062389997
27,2016-08-29,4,0.023865853658536586,0.06823144104803491,BK,40.91999816894531,41.40999984741211,40.84000015258789,41.2599983215332,36.198543548583984,3178700,75,72.0,,0.72,54.0,0.4099998474121094,0.009999996278344137
28,2016-08-30,1,0.019292682926829268,-0.19161982626469087,BK,41.150001525878906,41.720001220703125,41.150001525878906,41.709999084472656,36.59334945678711,3259800,79,72.0,,0.72,56.88,0.3100013732910156,0.007486147655960229
29,2016-09-08,1,0.019292682926829268,0.0,BK,41.31999969482422,41.75,41.2599983215332,41.43999862670898,36.3564682006836,4161800,66,70.0,,0.7,46.2,0.029998779296875,0.0007190502976779367
30,2016-09-13,1,0.019292682926829268,0.0,BK,40.900001525878906,41.150001525878906,40.459999084472656,40.7400016784668,35.742332458496094,5339600,80,70.0,,0.7,56.0,-0.5999984741210938,-0.014371220937032136
31,2016-09-16,3,0.02234146341463415,0.15802781289506962,BK,40.4900016784668,40.560001373291016,40.0,40.060001373291016,35.145751953125,6281600,84,70.0,,0.7,58.8,-0.5900001525878906,-0.01433779175480332
32,2016-09-20,-6,0.008621951219512196,-0.6140829694323144,BK,40.459999084472656,40.77999877929688,40.130001068115234,40.18000030517578,35.25102996826172,5032100,86,70.0,,0.7,60.2,0.21999740600586648,0.005423998978233202
33,2016-09-27,10,0.03301219512195122,0.7111251580278131,BK,39.45000076293945,39.63999938964844,39.09999847412109,39.5,34.65445709228516,8474000,88,70.0,,0.7,61.6,-1.1399993896484446,-0.027954865712923938
34,2016-09-28,1,0.019292682926829268,-0.41558921315108976,BK,39.56999969482422,39.650001525878906,39.310001373291016,39.5,34.65445709228516,8115900,93,70.0,,0.7,65.1,0.01000213623046875,0.0002523243285690313
35,2016-10-06,1,0.019292682926829268,0.0,BK,40.900001525878906,40.93999862670898,40.459999084472656,40.72999954223633,35.73355865478516,4367400,81,67.0,,0.67,54.27,1.289997100830071,0.0325346040652259
36,2016-10-21,5,0.025390243902439026,0.31605562579013924,BK,42.02000045776367,43.15999984741211,41.93000030517578,43.04999923706055,37.76896286010742,12004300,86,67.0,,0.67,57.620000000000005,2.220001220703132,0.05422572777652257
37,2016-10-28,2,0.02081707317073171,-0.1801152737752162,BK,43.52999877929688,43.77999877929688,43.16999816894531,43.5,38.33041000366211,5588000,88,67.0,,0.67,58.96,0.6199989318847727,0.01436512822235203
38,2016-10-31,3,0.02234146341463415,0.07322788517867607,BK,43.5099983215332,43.79999923706055,43.2599983215332,43.27000045776367,38.127742767333984,5475000,86,67.0,,0.67,57.620000000000005,0.02000045776366477,0.000456840071295872
39,2016-11-03,3,0.02234146341463415,0.0,BK,43.16999816894531,43.40999984741211,42.91999816894531,43.040000915527344,37.92508316040039,4872900,82,68.0,,0.68,55.760000000000005,-0.3899993896484375,-0.00890409580917173
40,2016-11-09,2,0.02081707317073171,-0.06823144104803502,BK,43.970001220703125,45.75,43.95000076293945,45.540000915527344,40.12797164916992,14031700,72,68.0,,0.68,48.96,2.3400001525878906,0.053904633974040106
41,2016-11-14,2,0.02081707317073171,0.0,BK,46.97999954223633,47.869998931884766,46.959999084472656,47.52999877929688,41.8814811706543,10084300,78,68.0,,0.68,53.040000000000006,2.1199989318847656,0.046338774467426624
42,2016-11-21,13,0.037585365853658535,0.948166877370417,BK,47.380001068115234,47.59000015258789,47.25,47.41999816894531,41.78456115722656,5023900,87,68.0,,0.68,59.16,-0.279998779296875,-0.005849149478680649
43,2016-11-25,1,0.019292682926829268,-0.4866969500324464,BK,47.459999084472656,47.470001220703125,47.290000915527344,47.470001220703125,41.82860565185547,2329300,62,68.0,,0.68,42.16,-0.11999893188476562,-0.0025215156860687316
44,2016-11-29,2,0.02081707317073171,0.07901390644753481,BK,47.09999847412109,47.310001373291016,46.84000015258789,47.04999923706055,41.45853042602539,5635900,89,68.0,,0.68,60.52,-0.15999984741210938,-0.003370546519858242
45,2016-12-08,1,0.019292682926829268,-0.07322788517867607,BK,48.63999938964844,49.540000915527344,48.369998931884766,49.16999816894531,43.32658386230469,6025500,80,68.0,,0.68,54.400000000000006,2.229999542236328,0.04713590102525922
46,2016-12-12,1,0.019292682926829268,-0.13646288209606994,BK,48.59000015258789,48.970001220703125,48.18999862670898,48.220001220703125,42.48948669433594,7145800,76,68.0,,0.68,51.68000000000001,-0.5699996948242188,-0.01150584748264638
47,2016-12-22,3,0.02234146341463415,0.15802781289506962,BK,47.54999923706055,47.79999923706055,47.4900016784668,47.61000061035156,41.95198059082031,4564300,87,68.0,,0.68,59.16,-1.1700019836425781,-0.023892218796758624
48,2017-01-10,2,0.02081707317073171,-0.06823144104803502,BK,47.75,48.150001525878906,47.61000061035156,47.720001220703125,42.04890441894531,4556400,89,70.0,,0.7,62.3,0.3500022888183594,0.00732222373231739
49,2017-01-11,1,0.019292682926829268,-0.07322788517867607,BK,47.63999938964844,48.04999923706055,47.290000915527344,48.02999877929688,42.32207107543945,4029900,96,70.0,,0.7,67.19999999999999,-0.10000228881835938,-0.0020768906676900123
50,2017-01-18,5,0.025390243902439026,0.31605562579013924,BK,46.470001220703125,46.5099983215332,45.459999084472656,46.22999954223633,40.73596954345703,8422000,94,70.0,,0.7,65.8,-1.5400009155273438,-0.03204996753339284
51,2017-01-26,8,0.029963414634146344,0.18011527377521608,BK,45.04999923706055,45.18000030517578,44.7400016784668,44.970001220703125,39.62571334838867,6700000,95,70.0,,0.7,66.5,-1.3299980163574219,-0.028595959242201485
52,2017-01-27,16,0.042158536585365856,0.40700040700040696,BK,44.83000183105469,44.959999084472656,44.47999954223633,44.77999877929688,39.625709533691406,5863700,86,70.0,,0.7,60.2,-0.220001220703125,-0.004869438229683221
53,2017-02-01,2,0.02081707317073171,-0.8145975887911372,BK,45.06999969482422,45.38999938964844,44.900001525878906,45.02000045776367,39.83810043334961,9078500,79,70.0,False,0.7,55.3,0.43000030517578125,0.009564063921973842
54,2017-02-08,2,0.02081707317073171,0.0,BK,45.20000076293945,45.33000183105469,44.90999984741211,45.13999938964844,39.94428253173828,4602000,88,70.0,,0.7,61.6,-0.05999755859375,-0.0013218232958918108
55,2017-02-21,6,0.026914634146341463,0.29291154071470404,BK,47.25,47.63999938964844,47.22999954223633,47.5,42.03264236450195,4484100,88,70.0,,0.7,61.6,2.30999755859375,0.05095957346754876
56,2017-02-24,1,0.019292682926829268,-0.28318985047575895,BK,46.90999984741211,47.09999847412109,46.709999084472656,47.09000015258789,41.66983413696289,3897000,90,70.0,,0.7,62.99999999999999,-0.5400009155273509,-0.01133503195729857
57,2017-03-03,18,0.04520731707317073,1.343236409608091,BK,47.83000183105469,48.220001220703125,47.75,47.95000076293945,42.430850982666016,6125300,85,75.0,,0.75,63.75,1.1200027465820384,0.023779252290154984
58,2017-03-08,2,0.02081707317073171,-0.5395198273536552,BK,48.2400016784668,48.45000076293945,47.959999084472656,48.18999862670898,42.643211364746094,5157600,87,75.0,,0.75,65.25,0.22999954223632812,0.004769795446159852
59,2017-03-17,3,0.02234146341463415,0.07322788517867607,BK,48.63999938964844,48.650001525878906,47.81999969482422,47.90999984741211,42.39543914794922,7792700,83,75.0,,0.75,62.25,0.20000076293945312,0.004127982658205465
60,2017-03-28,10,0.03301219512195122,0.4776200873362444,BK,46.09000015258789,47.33000183105469,46.060001373291016,47.0,41.59019088745117,3133400,90,75.0,,0.75,67.5,-1.3199996948242188,-0.02713257252668444
61,2017-04-04,1,0.019292682926829268,-0.41558921315108976,BK,46.97999954223633,47.31999969482422,46.790000915527344,46.970001220703125,41.56364822387695,3686400,77,76.0,,0.76,58.52,-0.01000213623046875,-0.0002113276113144824
62,2017-04-12,24,0.054353658536585366,1.8173198482932995,BK,47.040000915527344,47.16999816894531,46.65999984741211,46.88999938964844,41.49284744262695,3753300,91,76.0,,0.76,69.16,-0.15000152587890625,-0.0031699392824661166
63,2017-04-13,4,0.023865853658536586,-0.5609154139555754,BK,46.83000183105469,47.15999984741211,46.369998931884766,46.41999816894531,41.07695388793945,3825400,82,76.0,,0.76,62.32,-0.009998321533203125,-0.00021196357687769396
64,2017-05-05,1,0.019292682926829268,-0.35612535612535623,BK,47.68000030517578,47.77000045776367,47.40999984741211,47.650001525878906,42.335723876953125,2740100,80,77.0,,0.77,61.6,0.6100006103515625,0.012934703399602343
65,2017-05-11,2,0.02081707317073171,0.07901390644753481,BK,46.900001525878906,47.15999984741211,46.58000183105469,46.93000030517578,41.69601821899414,5357100,84,77.0,,0.77,64.68,-0.6100006103515625,-0.012769533274149758
