,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,AL_unscaled,AL_monthly,isPartial,scale,AL,Stock_Price_Change,Stock_Price_Change_Percent
18,2017-04-11,30,0.2235519287833828,0.5585783147485361,AL,36.869998931884766,37.16999816894531,36.47999954223633,36.959999084472656,34.39271926879883,618500,89,94.0,,0.94,83.66,-2.1500015258789062,-0.054679591621713985
19,2017-05-02,2,0.1404658753709199,-0.04053752761619056,AL,38.0,38.59999847412109,37.869998931884766,38.59999847412109,35.91880416870117,553100,85,96.0,,0.96,81.6,1.4300003051757741,0.038471896034972364
20,2017-05-15,2,0.1404658753709199,0.0,AL,36.34999847412109,36.90999984741211,36.02000045776367,36.790000915527344,34.23453903198242,1653800,87,96.0,,0.96,83.52,-1.6899986267089773,-0.04378234957294147
21,2017-06-08,1,0.13749851632047477,-0.06080629142428606,AL,38.02000045776367,38.41999816894531,37.959999084472656,38.08000183105469,35.43492126464844,592200,89,98.0,,0.98,87.22,1.5099983215332031,0.040910277100395964
22,2017-06-27,1,0.13749851632047477,0.0,AL,37.150001525878906,37.18000030517578,36.7400016784668,36.970001220703125,34.46931076049805,720800,87,98.0,,0.98,85.26,-1.2399978637695312,-0.03227480278153205
23,2017-06-30,1,0.13749851632047477,0.0,AL,37.77000045776367,37.869998931884766,37.13999938964844,37.36000061035156,34.83293151855469,798300,89,98.0,,0.98,87.22,0.6899986267089844,0.018558327623599657
24,2017-08-03,4,0.1464005934718101,0.06474307788592282,AL,39.5,40.290000915527344,39.4900016784668,39.93000030517578,37.22909164428711,1083100,100,96.0,,0.96,96.0,2.420001983642578,0.06390287963818908
25,2017-08-04,2,0.1404658753709199,-0.04053752761619056,AL,40.88999938964844,42.56999969482422,40.18999862670898,42.560001373291016,39.68120574951172,1965400,96,96.0,,0.96,92.16,2.279998779296875,0.056589692913563194
26,2017-08-10,1,0.13749851632047477,-0.021125124110104254,AL,41.130001068115234,41.22999954223633,40.060001373291016,40.11000061035156,37.39693069458008,1247500,92,96.0,,0.96,88.32,-1.3400001525878906,-0.03147757017134323
27,2017-09-06,5,0.14936795252225518,0.0863241038478968,AL,39.7400016784668,39.88999938964844,39.209999084472656,39.43000030517578,36.76292037963867,555800,87,85.0,,0.85,73.95,-1.3400001525878906,-0.032500610416334896
28,2017-10-25,1,0.13749851632047477,-0.06080629142428606,AL,44.0,44.06999969482422,42.900001525878906,43.040000915527344,40.20447540283203,540800,84,88.0,,0.88,73.92,4.180000305175781,0.10478817671429952
29,2017-10-27,1,0.13749851632047477,0.0,AL,43.27999877929688,43.43999862670898,42.91999816894531,43.29999923706055,40.44734573364258,543100,88,88.0,,0.88,77.44,-0.6300010681152415,-0.014295463409981224
30,2017-11-01,12,0.17013946587537093,0.23739128558171663,AL,43.81999969482422,44.290000915527344,43.43000030517578,43.79999923706055,40.91440200805664,518700,44,95.0,False,0.95,41.8,0.8500022888183665,0.019567272460633722
31,2017-11-17,5,0.14936795252225518,-0.1220852154804054,AL,41.5099983215332,41.68999862670898,41.25,41.61000061035156,38.86867904663086,398000,99,95.0,,0.95,94.05,-2.6000022888183665,-0.058704046851957736
32,2017-11-21,2,0.1404658753709199,-0.059598307408069484,AL,42.060001373291016,42.060001373291016,41.459999084472656,41.59000015258789,38.850006103515625,478900,56,95.0,,0.95,53.2,0.37000274658203836,0.008875096156635287
33,2017-11-28,1,0.13749851632047477,-0.021125124110104254,AL,42.04999923706055,42.810001373291016,41.52999877929688,42.630001068115234,39.82149124145508,485900,46,95.0,,0.95,43.7,0.75,0.017831668462005013
34,2017-12-01,6,0.1523353115727003,0.10790512980987121,AL,43.29999923706055,43.810001373291016,42.16999816894531,43.68999862670898,40.8116569519043,784900,54,91.0,False,0.91,49.14,1.0,0.023359027515095887
35,2017-12-12,5,0.14936795252225518,-0.019479128114225697,AL,43.7400016784668,44.59000015258789,43.7400016784668,44.45000076293945,41.52158737182617,601600,55,91.0,,0.91,50.05,0.779998779296875,0.017804125881000443
36,2017-12-13,3,0.143433234421365,-0.03973220493871299,AL,44.45000076293945,45.09999847412109,44.220001220703125,45.08000183105469,42.20503616333008,1704700,63,91.0,,0.91,57.330000000000005,0.509998321533196,0.011437504368422724
37,2017-12-20,1,0.13749851632047477,-0.04137617146285466,AL,47.09999847412109,47.40999984741211,46.900001525878906,46.93000030517578,43.937042236328125,739700,57,91.0,,0.91,51.870000000000005,2.3100013732910227,0.051219544377956616
38,2018-01-08,4,0.1464005934718101,0.06474307788592282,AL,48.560001373291016,49.52000045776367,48.310001373291016,49.25,46.10908889770508,893200,97,85.0,,0.85,82.45,2.1100006103515625,0.04450539162924594
39,2018-01-17,1,0.13749851632047477,-0.06080629142428606,AL,49.27999877929688,49.56999969482422,48.95000076293945,49.220001220703125,46.08100891113281,782600,100,85.0,,0.85,85.0,0.049999237060546875,0.0010096776372849892
40,2018-02-09,3,0.143433234421365,0.04316205192394862,AL,44.369998931884766,44.54999923706055,42.04999923706055,43.77000045776367,40.97857666015625,979700,93,86.0,,0.86,79.98,-5.020000457763672,-0.1012709398561451
41,2018-02-22,15,0.17904154302670625,0.27462661343135397,AL,45.91999816894531,46.06999969482422,45.63999938964844,45.709999084472656,42.79484558105469,973300,95,86.0,,0.86,81.7,1.5200004577636719,0.03411897831188293
42,2018-03-01,-35,0.03067359050445104,-0.8286789200656314,AL,43.59999847412109,44.02000045776367,43.09000015258789,43.61000061035156,40.82878494262695,571800,94,94.0,False,0.94,88.36,-2.049999237060547,-0.04449748753288696
43,2018-03-07,40,0.2532255192878338,7.255489987423816,AL,42.84999847412109,43.31999969482422,41.970001220703125,42.650001525878906,39.93000793457031,854500,92,94.0,,0.94,86.47999999999999,-0.7000007629394531,-0.015901879955932507
44,2018-03-12,1,0.13749851632047477,-0.4570116127822633,AL,44.09999847412109,44.459999084472656,43.65999984741211,43.79999923706055,41.00666046142578,977100,92,94.0,,0.94,86.47999999999999,1.1399993896484375,0.026315775569699218
45,2018-03-13,2,0.1404658753709199,0.02158102596197442,AL,44.08000183105469,44.40999984741211,43.81999969482422,43.91999816894531,41.1190071105957,497900,89,94.0,,0.94,83.66,-0.049999237060546875,-0.0011245892507903976
46,2018-04-04,52,0.2888338278931751,1.056256205505207,AL,41.95000076293945,43.619998931884766,41.95000076293945,43.560001373291016,40.874473571777344,1105700,91,91.0,,0.91,82.81,-0.7900009155273438,-0.01778880698585228
47,2018-04-10,3,0.143433234421365,-0.5034056936211306,AL,41.9900016784668,42.68999862670898,41.95000076293945,42.400001525878906,39.785980224609375,627700,88,91.0,,0.91,80.08,-0.9300003051757884,-0.02132050270400143
48,2018-05-10,9,0.16123738872403562,0.12412851438856376,AL,44.15999984741211,45.0099983215332,44.09000015258789,44.75,41.99109649658203,978800,98,91.0,,0.91,89.18,2.319999694824226,0.05434527452462179
49,2018-05-16,5,0.14936795252225518,-0.07361466404107708,AL,44.52999877929688,45.150001525878906,44.52999877929688,44.709999084472656,41.95355987548828,494100,99,91.0,,0.91,90.09,0.14000320434570312,0.0031104912145425434
50,2018-05-18,2,0.1404658753709199,-0.059598307408069484,AL,44.47999954223633,44.880001068115234,44.43000030517578,44.58000183105469,41.831581115722656,371100,91,91.0,,0.91,82.81,-0.2700004577636719,-0.00598007638181175
51,2018-05-23,3,0.143433234421365,0.021125124110104032,AL,44.40999984741211,44.59999847412109,43.630001068115234,43.95000076293945,41.240421295166016,837600,93,91.0,,0.91,84.63000000000001,-0.28000259399414773,-0.006238916829996999
52,2018-06-06,2,0.1404658753709199,-0.02068808573142722,AL,45.310001373291016,45.369998931884766,44.77999877929688,45.209999084472656,42.517372131347656,437000,90,93.0,,0.93,83.7,0.770000457763679,0.017264584845456232
53,2018-06-07,1,0.13749851632047477,-0.021125124110104254,AL,45.29999923706055,45.68000030517578,45.08000183105469,45.27999877929688,42.58320617675781,416500,87,93.0,,0.93,80.91000000000001,0.3100013732910156,0.006832739268000099
54,2018-06-11,2,0.1404658753709199,0.0,AL,44.93999862670898,45.20000076293945,44.790000915527344,44.86000061035156,42.18821334838867,658500,92,93.0,,0.93,85.56,-0.4799995422363281,-0.010507870819386644
55,2018-07-03,2,0.1404658753709199,0.02158102596197442,AL,42.0,42.52000045776367,41.9900016784668,42.0,39.49855041503906,359300,92,92.0,,0.92,84.64,-2.6800003051757812,-0.05929204114910491
56,2018-07-09,1,0.13749851632047477,-0.021125124110104254,AL,42.36000061035156,43.18999862670898,42.36000061035156,43.040000915527344,40.47661209106445,379900,100,92.0,,0.92,92.0,0.6699981689453054,0.01575724745372087
57,2018-07-11,2,0.1404658753709199,0.02158102596197442,AL,42.52000045776367,43.16999816894531,42.41999816894531,42.52999877929688,39.99698638916016,695500,91,92.0,,0.92,83.72,-0.02000045776366477,-0.0004630807686873961
58,2018-07-17,51,0.28586646884273,1.035131081395103,AL,42.27999877929688,43.220001220703125,42.09000015258789,43.0099983215332,40.44839477539063,1539100,95,92.0,,0.92,87.4,0.0500030517578125,0.001158282461864557
59,2018-07-24,1,0.13749851632047477,-0.5190113871098332,AL,43.0,43.43000030517578,42.77000045776367,42.93000030517578,40.373165130615234,439600,93,92.0,,0.92,85.56,0.20999908447265625,0.004858840317941926
60,2018-07-26,1,0.13749851632047477,0.0,AL,43.209999084472656,43.95000076293945,43.209999084472656,43.77000045776367,41.16313934326172,309100,94,92.0,,0.92,86.48,0.5200004577636719,0.011973300808420628
61,2018-07-27,2,0.1404658753709199,0.02158102596197442,AL,43.84999847412109,44.040000915527344,43.4900016784668,43.81999969482422,41.21016311645508,535600,95,92.0,,0.92,87.4,0.09000015258789062,0.0020477850062696756
62,2018-07-30,1,0.13749851632047477,-0.021125124110104254,AL,43.91999816894531,44.15999984741211,43.11000061035156,43.2599983215332,40.68350982666016,698700,96,92.0,,0.92,88.32000000000001,0.11999893188476562,0.0027247713303850674
63,2018-08-01,6,0.1523353115727003,0.10790512980987121,AL,43.93000030517578,44.060001373291016,43.400001525878906,43.58000183105469,40.98445892333984,807200,87,93.0,False,0.93,80.91000000000001,-0.09999847412109375,-0.002264458208030451
64,2018-08-07,1,0.13749851632047477,-0.09739564057112815,AL,44.209999084472656,44.880001068115234,44.209999084472656,44.54999923706055,41.89667892456055,451800,85,93.0,,0.93,79.05,0.8199996948242188,0.018610977513979332
65,2018-08-09,2,0.1404658753709199,0.02158102596197442,AL,44.33000183105469,44.59000015258789,43.9900016784668,44.13999938964844,41.51110076904297,275200,86,93.0,,0.93,79.98,-0.29000091552734375,-0.006461695824989011
66,2018-08-10,1,0.13749851632047477,-0.021125124110104254,AL,44.68000030517578,45.29999923706055,43.22999954223633,45.09999847412109,42.41392517089844,1153500,87,93.0,,0.93,80.91000000000001,0.7099990844726562,0.0159228320709357
67,2018-08-13,1,0.13749851632047477,0.0,AL,45.20000076293945,45.290000915527344,44.119998931884766,44.63999938964844,41.98131561279297,455000,89,93.0,,0.93,82.77000000000001,-0.009998321533203125,-0.0002207135033464036
68,2018-08-15,2,0.1404658753709199,0.02158102596197442,AL,44.959999084472656,44.959999084472656,43.970001220703125,44.68999862670898,42.0283432006836,776700,85,93.0,,0.93,79.05,-0.3300018310546875,-0.00728641696585941
69,2018-08-16,0,0.13453115727002968,-0.0422502482202084,AL,45.0099983215332,45.63999938964844,45.0099983215332,45.43000030517578,42.72427749633789,961400,84,93.0,,0.93,78.12,0.6800003051757812,0.015124562255843577
70,2018-08-17,-12,0.09892284866468842,-0.26468447404989304,AL,45.38999938964844,45.70000076293945,45.22999954223633,45.459999084472656,42.752479553222656,479800,88,93.0,,0.93,81.84,0.060001373291015625,0.0013146663911793866
71,2018-08-22,1,0.13749851632047477,-0.09739564057112815,AL,46.18999862670898,46.66999816894531,46.06999969482422,46.4900016784668,43.72114181518555,456500,83,93.0,,0.93,77.19,0.9699974060058594,0.021225325816460083
72,2018-08-27,0,0.13453115727002968,-0.0215810259619742,AL,46.25,47.02999877929688,46.25,46.90999984741211,44.11612701416016,486100,82,93.0,,0.93,76.26,0.3600006103515696,0.0077137481139033515
73,2018-08-29,2,0.1404658753709199,0.044114079008315654,AL,47.09999847412109,47.18000030517578,46.209999084472656,46.84999847412109,44.0596923828125,781900,79,93.0,,0.93,73.47,0.15000152587889914,0.0031894860678782777
74,2018-08-30,2,0.1404658753709199,0.0,AL,46.84999847412109,46.970001220703125,46.5099983215332,46.54999923706055,43.77755737304688,516300,78,93.0,,0.93,72.54,-0.20999908447265625,-0.0044510191418888345
75,2018-09-05,1,0.13749851632047477,0.0,AL,45.83000183105469,46.02000045776367,45.54999923706055,45.709999084472656,42.98759078979492,802800,100,85.0,,0.85,85.0,-0.9500007629394531,-0.02022569168085775
76,2018-09-06,1,0.13749851632047477,0.0,AL,45.75,45.75,45.13999938964844,45.2400016784668,42.54558563232422,737400,97,85.0,,0.85,82.45,-0.2700004577636719,-0.005867024230290285
77,2018-09-07,2,0.1404658753709199,0.02158102596197442,AL,45.02999877929688,45.27000045776367,44.13999938964844,44.18999862670898,41.55812072753906,605100,93,85.0,,0.85,79.05,-0.4799995422363281,-0.010491793272925154
78,2018-09-10,1,0.13749851632047477,-0.021125124110104254,AL,44.20000076293945,45.369998931884766,44.16999816894531,45.29999923706055,42.60200119018555,674700,98,85.0,,0.85,83.3,0.09999847412109375,0.0022089346832321333
79,2018-09-13,4,0.1464005934718101,0.06474307788592282,AL,45.08000183105469,45.290000915527344,44.88999938964844,45.130001068115234,42.53670501708984,690100,91,85.0,,0.85,77.35,-0.07999801635742188,-0.0017632360202944897
80,2018-09-25,1,0.13749851632047477,-0.06080629142428606,AL,45.56999969482422,46.02999877929688,45.2599983215332,45.869998931884766,43.23418045043945,565500,98,85.0,,0.85,83.3,0.7399978637695384,0.01633910021661844
81,2018-09-26,1,0.13749851632047477,0.0,AL,45.84000015258789,46.18000030517578,45.65999984741211,45.86000061035156,43.22475814819336,544700,98,85.0,,0.85,83.3,0.15000152587889914,0.0032587775332804103
82,2018-09-27,2,0.1404658753709199,0.02158102596197442,AL,45.91999816894531,46.470001220703125,45.90999984741211,46.09999847412109,43.45096206665039,447600,94,85.0,,0.85,79.89999999999999,0.29000091552734375,0.0062797945779753395
83,2018-10-01,1,0.13749851632047477,-0.20570135591477112,AL,46.08000183105469,46.2400016784668,45.209999084472656,45.369998931884766,42.76290512084961,407000,93,88.0,False,0.88,81.84,-0.22999954223632812,-0.004949419758867091
84,2018-10-04,26,0.21168249258160238,0.5395256490493558,AL,46.04999923706055,46.34000015258789,45.459999084472656,45.77000045776367,43.13992691040039,392000,94,88.0,,0.88,82.72,0.09999847412109375,0.002162596680173934
85,2018-10-09,3,0.143433234421365,-0.32241333389405213,AL,44.720001220703125,44.720001220703125,43.5099983215332,43.56999969482422,41.06634521484375,573700,95,88.0,,0.88,83.6,-1.6199989318847656,-0.03495897554057936
86,2018-10-10,5,0.14936795252225518,0.04137617146285444,AL,43.70000076293945,43.9900016784668,42.65999984741211,42.68000030517578,40.22748565673828,653900,100,88.0,,0.88,88.0,-0.7299995422363281,-0.016323781804781667
87,2018-10-11,2,0.1404658753709199,-0.059598307408069484,AL,42.5,43.22999954223633,41.7400016784668,41.84999847412109,39.44518280029297,761500,95,88.0,,0.88,83.6,-0.7600021362304688,-0.017276701687476637
88,2018-10-12,-1,0.13156379821958458,-0.06337537233031243,AL,42.54999923706055,42.70000076293945,41.040000915527344,41.72999954223633,39.33208084106445,646600,92,88.0,,0.88,80.96,-0.529998779296875,-0.012259976518830595
89,2018-10-17,2,0.1404658753709199,0.06766357669666423,AL,42.540000915527344,42.959999084472656,42.0099983215332,42.5099983215332,40.06725311279297,1605100,89,88.0,,0.88,78.32000000000001,0.2599983215332031,0.006088953557088939
90,2018-10-18,1,0.13749851632047477,-0.021125124110104254,AL,42.209999084472656,42.59000015258789,41.29999923706055,41.61000061035156,39.218971252441406,417700,93,88.0,,0.88,81.84,-0.3699989318847656,-0.008612638262799566
91,2018-10-19,6,0.1523353115727003,0.10790512980987121,AL,41.59999847412109,42.34999847412109,41.5099983215332,41.68999862670898,39.294376373291016,812600,93,88.0,,0.88,81.84,-0.24000167846680398,-0.005635165006033005
92,2018-10-22,2,0.1404658753709199,0.0,AL,41.77000045776367,41.86000061035156,39.84999847412109,39.97999954223633,37.68263626098633,1240500,92,88.0,,0.88,80.96,-0.48999786376952414,-0.011570197908482793
93,2018-10-24,0,0.13453115727002968,-0.0422502482202084,AL,39.65999984741211,39.93000030517578,37.630001068115234,37.68999862670898,35.524227142333984,808500,85,88.0,,0.88,74.8,-1.9300003051757812,-0.04610607446332693
94,2018-10-25,7,0.1553026706231454,0.15439927652910423,AL,37.93999862670898,38.970001220703125,37.83000183105469,38.7599983215332,36.53274154663086,2164800,91,88.0,,0.88,80.08,-0.9599990844726562,-0.024042050516794533
95,2018-10-26,2,0.1404658753709199,-0.09553470775932882,AL,38.18999862670898,38.52999877929688,37.20000076293945,38.2599983215332,36.06147384643555,888100,90,88.0,,0.88,79.2,-0.4400024414062429,-0.011290798758622822
96,2018-11-01,15,0.17904154302670625,0.27462661343135397,AL,38.22999954223633,39.810001373291016,38.09999847412109,39.2599983215332,37.004005432128906,1028400,87,83.0,False,0.83,72.21,1.2800025939941335,0.03322093523350711
97,2018-11-08,6,0.1523353115727003,-0.1491622056118137,AL,40.369998931884766,40.470001220703125,39.52000045776367,39.77999877929688,37.49412536621094,659600,83,83.0,,0.83,68.89,0.6599998474121094,0.016578744653219513
98,2018-11-12,1,0.13749851632047477,-0.09739564057112815,AL,40.22999954223633,40.400001525878906,38.290000915527344,38.5,36.287689208984375,996900,85,83.0,,0.83,70.55,-0.06999969482421875,-0.0017296687104720876
99,2018-11-13,9,0.16123738872403562,0.17264820769579403,AL,38.650001525878906,39.7599983215332,38.560001373291016,38.970001220703125,36.73067855834961,1067900,84,83.0,,0.83,69.72,-0.6400032043457031,-0.015841662875575313
100,2018-11-16,3,0.143433234421365,-0.11042199606161551,AL,38.02000045776367,38.4900016784668,37.59999847412109,38.0099983215332,35.82584381103516,734700,100,83.0,,0.83,83.0,-1.2699966430664062,-0.031941566817888956
101,2018-11-19,5,0.14936795252225518,0.04137617146285444,AL,37.95000076293945,38.18999862670898,37.119998931884766,37.18999862670898,35.05296325683594,579700,90,83.0,,0.83,74.7,-0.3000030517578196,-0.007794311215259198
102,2018-11-28,1,0.13749851632047477,-0.07946440987742609,AL,37.77999877929688,38.72999954223633,37.209999084472656,38.59999847412109,36.38193893432617,561900,82,83.0,,0.83,68.06,0.5400009155273509,0.014139851661311376
103,2018-12-06,1,0.13749851632047477,-0.09739564057112815,AL,37.130001068115234,37.310001373291016,36.06999969482422,37.08000183105469,34.94928359985352,1489400,84,83.0,,0.83,69.72,-1.4199981689453125,-0.03666403784479155
104,2018-12-10,1,0.13749851632047477,0.0,AL,36.18000030517578,36.56999969482422,34.27000045776367,35.27000045776367,33.243289947509766,1065500,83,83.0,,0.83,68.89,-0.7400016784667969,-0.019833868968885615
105,2018-12-18,90,0.40159347181008903,1.9207113106157068,AL,32.63999938964844,33.34000015258789,32.45000076293945,33.0099983215332,31.227697372436523,2256600,82,83.0,,0.83,68.06,-3.229999542236328,-0.08832375086657362
106,2018-12-21,12,0.17013946587537093,-0.5763390647051434,AL,30.93000030517578,31.26000022888184,29.56999969482422,29.670000076293945,28.068038940429688,1710600,85,83.0,,0.83,70.55,-2.079999923706051,-0.062387519921609846
107,2018-12-24,1,0.13749851632047477,-0.19184819575492273,AL,29.440000534057617,29.59000015258789,28.6299991607666,28.729999542236328,27.178787231445312,838100,81,83.0,,0.83,67.22999999999999,-1.6700000762939489,-0.05342290671997496
108,2018-12-26,7,0.1553026706231454,0.1056256205505206,AL,28.82999992370605,29.950000762939453,28.1299991607666,29.950000762939453,28.33292388916016,1498900,84,83.0,,0.83,69.72,0.3600006103515625,0.012166292953536217
109,2018-12-28,10,0.1642047477744807,0.0573208246555974,AL,30.100000381469727,30.350000381469727,29.559999465942383,29.729999542236328,28.12479782104492,1253100,89,83.0,,0.83,73.86999999999999,0.39999961853027344,0.013355579577321475
110,2019-01-02,4,0.1464005934718101,0.042250248220208064,AL,29.86000061035156,31.239999771118164,29.440000534057617,30.770000457763672,29.1086483001709,1468600,93,84.0,,0.84,78.11999999999999,0.8899993896484375,0.029324526473213153
111,2019-01-03,17,0.18497626112759644,0.2634939295052394,AL,30.63999938964844,30.979999542236328,29.61000061035156,29.649999618530277,28.049116134643555,1016600,98,84.0,,0.84,82.32,-0.26000022888183594,-0.008322670639780538
112,2019-01-04,13,0.17310682492581603,-0.06416734844474381,AL,30.200000762939453,32.33000183105469,30.06999969482422,31.979999542236328,30.253314971923828,1577600,97,84.0,,0.84,81.48,1.3500022888183594,0.04357657549277372
113,2019-01-07,4,0.1464005934718101,0.08822815801663086,AL,32.7400016784668,34.689998626708984,32.599998474121094,34.4900016784668,32.627803802490234,2224800,93,84.0,,0.84,78.11999999999999,2.359996795654297,0.07299711295986988
114,2019-01-08,2,0.1404658753709199,-0.04053752761619056,AL,34.86000061035156,35.279998779296875,34.290000915527344,35.13999938964844,33.24269104003906,1772800,93,84.0,,0.84,78.11999999999999,0.5900001525878906,0.017007788294740145
115,2019-01-09,6,0.1523353115727003,0.08450049644041657,AL,35.52000045776367,35.90999984741211,35.2599983215332,35.75,33.81976318359375,1349600,94,84.0,,0.84,78.96,0.6300010681152344,0.01785717375038387
116,2019-01-16,3,0.143433234421365,-0.05843738434267687,AL,36.619998931884766,37.220001220703125,36.5099983215332,36.650001525878906,34.671173095703125,899100,94,84.0,,0.84,78.96,1.3100013732910156,0.036480127509257665
117,2019-01-22,6,0.1523353115727003,0.06206425719428177,AL,37.34999847412109,37.47999954223633,35.91999816894531,36.34000015258789,34.37791061401367,943900,93,84.0,,0.84,78.11999999999999,0.2599983215332031,0.006985446346212898
118,2019-01-23,1,0.13749851632047477,-0.09739564057112815,AL,36.400001525878906,36.7599983215332,35.63999938964844,35.79999923706055,33.86705780029297,895600,94,84.0,,0.84,78.96,-0.720001220703125,-0.019210278268326886
119,2019-01-25,3,0.143433234421365,0.04316205192394862,AL,36.790000915527344,37.25,36.33000183105469,37.119998931884766,35.11579513549805,692300,95,84.0,,0.84,79.8,0.4900016784667969,0.01332975247117374
120,2019-01-29,1,0.13749851632047477,-0.29080000612210544,AL,37.27000045776367,37.560001373291016,36.83000183105469,37.27999877929688,35.26715087890625,454700,96,84.0,,0.84,80.64,0.3100013732910156,0.008322184517879583
121,2019-01-30,1,0.13749851632047477,0.0,AL,37.65999984741211,38.470001220703125,37.220001220703125,38.27999877929688,36.21316146850586,967700,93,84.0,,0.84,78.11999999999999,0.9099998474121094,0.024227897075083993
122,2019-02-07,4,0.1464005934718101,0.06474307788592282,AL,37.709999084472656,37.90999984741211,36.970001220703125,37.33000183105469,35.31446075439453,597400,91,87.0,,0.87,79.17,-0.5600013732910156,-0.014556832740354686
123,2019-02-12,3,0.143433234421365,-0.1264976417225364,AL,37.68000030517578,38.2599983215332,37.52000045776367,38.20000076293945,36.137481689453125,779500,96,87.0,,0.87,83.52,0.34999847412109375,0.009232352295696078
124,2019-02-14,1,0.13749851632047477,-0.04137617146285466,AL,37.83000183105469,38.22999954223633,37.310001373291016,38.02999877929688,35.97665786743164,471800,93,87.0,,0.87,80.91,-0.029998779296875,-0.000784076858675431
125,2019-02-15,8,0.1582700296735905,0.1510671817338196,AL,38.459999084472656,38.70000076293945,38.08000183105469,38.29999923706055,36.232078552246094,674400,95,87.0,,0.87,82.65,0.470001220703125,0.0122940420175488
