,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,BABA_unscaled,BABA_monthly,isPartial,scale,BABA,Stock_Price_Change,Stock_Price_Change_Percent
21,2016-06-29,8,0.008407407407407409,0.41580041580041605,BABA,76.9800033569336,78.4800033569336,76.9000015258789,78.04000091552734,78.04000091552734,11460000,82,54.0,,0.54,44.28,2.5100021362304688,0.0330393852296853
22,2016-06-30,1,0.0059382716049382715,-0.2936857562408224,BABA,78.30999755859375,79.76000213623047,78.27999877929688,79.52999877929688,79.52999877929688,12485300,82,54.0,,0.54,44.28,1.279998779296875,0.016309871617554927
23,2016-07-11,1,0.0059382716049382715,0.0,BABA,79.33000183105469,81.9000015258789,79.23999786376953,81.45999908447266,81.45999908447266,17417500,69,60.0,,0.6,41.4,2.1399993896484375,0.026830483103464697
24,2016-07-14,2,0.006291005291005291,0.059400059400059435,BABA,81.18000030517578,82.23999786376953,80.86000061035156,81.73999786376953,81.73999786376953,9361500,74,60.0,,0.6,44.4,0.339996337890625,0.004151359359660045
25,2016-07-19,4,0.00699647266313933,0.11213905242500699,BABA,82.4800033569336,83.69000244140625,82.05000305175781,82.7699966430664,82.7699966430664,9799400,95,60.0,,0.6,57.0,1.4500045776367188,0.017631379077108544
26,2016-07-25,4,0.00699647266313933,-0.4306014066312617,BABA,84.47000122070312,84.79000091552734,82.61000061035156,83.19000244140625,83.19000244140625,13185900,68,60.0,,0.6,40.8,1.0999984741210938,0.013143726156433555
27,2016-07-26,17,0.011582010582010582,0.6554071086463322,BABA,82.86000061035156,83.62999725341797,82.62999725341797,83.58999633789062,83.58999633789062,7714700,100,60.0,,0.6,60.0,-1.160003662109375,-0.01368090163443958
28,2016-07-27,4,0.00699647266313933,-0.39591898888381305,BABA,83.5999984741211,83.63999938964844,83.0,83.0999984741211,83.0999984741211,11629000,84,60.0,,0.6,50.4,0.01000213623046875,0.00011959986319465266
29,2016-07-28,0,0.005585537918871252,-0.20166372573733304,BABA,83.45999908447266,83.48999786376953,82.12000274658203,83.12000274658203,83.12000274658203,7476500,93,60.0,,0.6,55.8,-0.15000152587890625,-0.0017934185434423933
30,2016-07-29,1,0.0059382716049382715,0.06315124723713295,BABA,83.37000274658203,83.41999816894531,81.94499969482422,82.4800033569336,82.4800033569336,8709300,79,60.0,,0.6,47.4,-0.06999969482421875,-0.0008384201295398297
31,2016-08-03,2,0.006291005291005291,0.059400059400059435,BABA,83.30000305175781,83.83999633789062,83.16999816894531,83.66999816894531,83.66999816894531,5365800,49,60.0,,0.6,29.4,0.4199981689453125,0.005034742006283954
32,2016-08-04,1,0.0059382716049382715,-0.056069526212503495,BABA,83.75,84.9800033569336,83.69000244140625,84.75,84.75,10731600,53,60.0,,0.6,31.8,1.1400070190429688,0.013597412557707411
33,2016-08-05,25,0.014403880070546736,1.4256014256014256,BABA,85.01000213623047,85.08000183105469,84.44000244140625,84.58999633789062,84.58999633789062,9401700,56,60.0,,0.6,33.6,0.09999847412109375,0.00117672946776759
34,2016-08-10,1,0.0059382716049382715,-0.5877311130157952,BABA,86.01000213623047,87.7300033569336,86.01000213623047,87.33000183105469,87.33000183105469,28195900,63,60.0,,0.6,37.8,2.6500015258789062,0.031147172882542762
35,2016-08-11,5,0.007349206349206349,0.23760023760023752,BABA,92.13999938964844,92.8000030517578,91.26000213623048,91.7699966430664,91.7699966430664,54169200,100,60.0,,0.6,60.0,5.0699996948242045,0.05779094381424654
36,2016-08-12,2,0.006291005291005291,-0.14398848092152627,BABA,92.9800033569336,98.3499984741211,92.91000366210938,98.25,98.25,71968300,84,60.0,,0.6,50.4,5.5499954223632955,0.05980598318803798
37,2016-08-15,19,0.012287477954144622,0.9531819456125599,BABA,98.27999877929688,98.86000061035156,96.81999969482422,97.16999816894533,97.16999816894533,33813400,63,60.0,,0.6,37.8,0.5100021362304688,0.005185583570340935
38,2016-08-16,1,0.0059382716049382715,-0.516721687957514,BABA,96.1500015258789,97.1500015258789,95.0500030517578,96.66000366210938,96.66000366210938,27514000,55,60.0,,0.6,33.0,-1.7099990844726562,-0.01729717857490687
39,2016-08-17,13,0.010171075837742505,0.712800712800713,BABA,96.16999816894533,97.25,96.0500030517578,97.0,97.0,14980900,77,60.0,,0.6,46.2,0.09999847412109375,0.0010293203556404062
40,2016-08-19,4,0.00699647266313933,-0.31212068666551074,BABA,96.91000366210938,97.23999786376952,96.33999633789062,96.86000061035156,96.86000061035156,14267100,50,60.0,,0.6,30.0,-0.01000213623048296,-0.00010284972987639751
41,2016-08-24,1,0.0059382716049382715,-0.15124779430299984,BABA,95.68000030517578,96.3000030517578,93.55999755859376,93.87999725341795,93.87999725341795,12726600,53,60.0,,0.6,31.8,-0.9399948120117188,-0.009666750644406918
42,2016-08-30,2,0.006291005291005291,0.059400059400059435,BABA,95.3499984741211,96.68000030517578,95.16999816894533,96.0,96.0,13994200,49,60.0,,0.6,29.4,0.37999725341798296,0.0039459734306939165
43,2016-09-06,13,0.010171075837742505,0.6167647883375389,BABA,100.4499969482422,104.3000030517578,100.4499969482422,103.77999877929688,103.77999877929688,32803800,100,59.0,,0.59,59.0,7.620002746582017,0.07881674309608044
44,2016-09-09,1,0.0059382716049382715,-0.41616091555401424,BABA,101.8000030517578,102.20999908447266,99.0500030517578,99.62000274658205,99.62000274658205,21250400,78,59.0,,0.59,46.02,-2.090003967285142,-0.020038388361772186
45,2016-09-13,6,0.007701940035273368,0.29700029700029695,BABA,100.37999725341795,101.48999786376952,98.83999633789062,100.27999877929688,100.27999877929688,20004900,71,59.0,,0.59,41.89,-0.7200012207031392,-0.007044332522770924
46,2016-09-14,3,0.006643738977072311,-0.13739409205404163,BABA,100.08000183105467,102.58999633789062,100.0199966430664,102.4000015258789,102.4000015258789,19604700,68,59.0,,0.59,40.12,1.099998474121108,0.010838491450139154
47,2016-09-22,1,0.0059382716049382715,-0.056069526212503495,BABA,107.56999969482422,109.76000213623048,107.4800033569336,109.36000061035156,109.36000061035156,35627700,81,59.0,,0.59,47.79,7.170005798339858,0.06988991182653637
48,2016-09-23,1,0.0059382716049382715,0.0,BABA,108.25,108.4000015258789,106.70999908447266,107.70999908447266,107.70999908447266,23083000,75,59.0,,0.59,44.25,-1.3600006103515767,-0.012390675873562684
49,2016-09-27,1,0.0059382716049382715,-0.4872849093954622,BABA,106.5199966430664,108.48999786376952,106.37000274658205,108.26000213623048,108.26000213623048,17556700,70,59.0,,0.59,41.3,0.08999633789061079,0.0008302245075995085
50,2016-09-28,1,0.0059382716049382715,0.0,BABA,108.44000244140624,109.87000274658205,107.16000366210938,108.75,108.75,16371600,73,59.0,,0.59,43.07,1.3800048828125284,0.012720111623058417
51,2016-10-03,9,0.008760141093474427,0.47520047520047526,BABA,105.4499969482422,106.29000091552734,104.9800033569336,105.37999725341795,105.37999725341795,10849500,81,55.0,,0.55,44.55,-3.5800018310547017,-0.03258397871630225
52,2016-10-11,9,0.008760141093474427,0.0,BABA,107.88999938964844,107.97000122070312,104.75,105.2300033569336,105.2300033569336,14916600,94,55.0,,0.55,51.7,1.6800003051757812,0.015805817016700807
53,2016-10-12,1,0.0059382716049382715,-0.3221260318099457,BABA,105.0500030517578,105.11000061035156,101.81999969482422,103.62000274658205,103.62000274658205,18435000,87,55.0,,0.55,47.85,-2.8600006103515625,-0.026488844845943715
54,2016-10-13,5,0.007349206349206349,0.23760023760023752,BABA,102.05999755859376,102.5500030517578,99.0,102.1500015258789,102.1500015258789,22390000,92,55.0,,0.55,50.6,-2.559997558593764,-0.024355413792487846
55,2016-10-14,2,0.006291005291005291,-0.14398848092152627,BABA,104.2699966430664,104.6999969482422,101.02999877929688,101.8499984741211,101.8499984741211,12789500,97,55.0,,0.55,53.35,2.1499938964844034,0.020965322598764713
56,2016-10-18,4,0.00699647266313933,0.11213905242500699,BABA,104.47000122070312,104.98999786376952,103.30999755859376,103.33999633789062,103.33999633789062,11107200,81,55.0,,0.55,44.55,0.29000091552731533,0.002769827354156318
57,2016-10-19,2,0.006291005291005291,-0.10083186286866652,BABA,104.33000183105467,104.8000030517578,103.6500015258789,103.93000030517578,103.93000030517578,8918900,100,55.0,,0.55,55.00000000000001,-0.18999481201171875,-0.0018096467842417807
58,2016-10-24,3,0.006643738977072311,0.05606952621250372,BABA,104.9800033569336,105.3000030517578,103.5500030517578,104.5,104.5,10898800,89,55.0,,0.55,48.95,0.5,0.004770992227481674
59,2016-10-25,5,0.007349206349206349,0.10618529333687277,BABA,104.86000061035156,105.1999969482422,104.0199966430664,104.22000122070312,104.22000122070312,8985700,79,55.0,,0.55,43.45,-0.10000610351559658,-0.0009497255519208547
60,2016-10-27,1,0.0059382716049382715,-0.19198464122870174,BABA,103.37999725341795,104.11000061035156,101.8499984741211,102.37999725341795,102.37999725341795,8807100,97,55.0,,0.55,53.35,-1.0899963378906392,-0.010361182219681186
61,2016-10-31,3,0.006643738977072311,0.0,BABA,102.6500015258789,103.20999908447266,101.41999816894533,101.69000244140624,101.69000244140624,15837900,80,55.0,,0.55,44.0,-0.9000015258789062,-0.008644717324009066
62,2016-11-03,2,0.006291005291005291,-0.053092646668436494,BABA,98.04000091552734,99.3000030517578,96.45999908447266,97.75,97.75,17412600,70,69.0,,0.69,48.3,-3.909996032714858,-0.037883887873254474
63,2016-11-04,11,0.009465608465608465,0.5046257359125315,BABA,96.9000015258789,98.79000091552734,96.66999816894533,97.56999969482422,97.56999969482422,9048500,65,69.0,,0.69,44.85,-0.5100021362304545,-0.005135973016683892
64,2016-11-07,1,0.0059382716049382715,-0.3726476616359232,BABA,100.06999969482422,100.62000274658205,99.16000366210938,99.3499984741211,99.3499984741211,11198300,47,69.0,,0.69,32.43,1.8300018310547017,0.018524160482795038
65,2016-11-15,1,0.0059382716049382715,0.0,BABA,91.0,93.48999786376952,90.75,91.0,91.0,16723000,60,69.0,,0.69,41.4,-7.130004882812528,-0.07086071047692077
66,2016-12-01,1,0.0059382716049382715,0.0,BABA,94.0,94.05500030517578,89.18000030517578,89.86000061035156,89.86000061035156,24030700,65,57.0,False,0.57,37.05,0.5650024414062642,0.00604345335668488
67,2016-12-02,1,0.0059382716049382715,0.0,BABA,90.37999725341795,91.73999786376952,89.94999694824219,90.4800033569336,90.4800033569336,11718800,68,57.0,,0.57,38.76,-2.315002441406264,-0.024613284077347197
68,2016-12-13,3,0.006643738977072311,0.11880011880011887,BABA,92.8000030517578,93.7300033569336,91.87000274658205,92.16000366210938,92.16000366210938,10491300,50,57.0,,0.57,28.5,1.9900054931640767,0.02169179790170861
69,2016-12-14,5,0.007349206349206349,0.10618529333687277,BABA,91.83000183105467,92.26000213623048,90.83000183105467,91.19000244140624,91.19000244140624,9153700,57,57.0,,0.57,32.489999999999995,-1.4700012207031108,-0.015683358242346346
70,2016-12-15,3,0.006643738977072311,-0.09599232061435081,BABA,90.0,90.5999984741211,88.73999786376953,88.8499984741211,88.8499984741211,19215500,70,57.0,,0.57,39.9,-1.6600036621093892,-0.01799266880200412
71,2016-12-16,2,0.006291005291005291,-0.053092646668436494,BABA,89.0,90.0999984741211,88.55999755859375,88.66999816894531,88.66999816894531,11341500,73,57.0,,0.57,41.61,-0.5,-0.005518763889856171
72,2016-12-20,10,0.009112874779541445,0.44855620970002796,BABA,89.19000244140625,90.30999755859376,88.94000244140625,89.83999633789062,89.83999633789062,8434700,56,57.0,,0.57,31.92,0.20999908447267046,0.0023307334964381976
73,2017-01-05,1,0.0059382716049382715,-0.34836462163731363,BABA,91.91000366210938,94.80999755859376,91.63999938964844,94.37000274658205,94.37000274658205,16821500,76,62.0,,0.62,47.12,4.5,0.04982837029843079
74,2017-01-06,8,0.008407407407407409,0.41580041580041605,BABA,94.4000015258789,94.5,93.0,93.88999938964844,93.88999938964844,7639800,72,62.0,,0.62,44.64,-0.3099975585937642,-0.0032696716229971834
75,2017-01-09,3,0.006643738977072311,-0.20977554017201605,BABA,94.16000366210938,95.6500015258789,93.30999755859376,94.72000122070312,94.72000122070312,10829500,81,62.0,,0.62,50.22,1.1500015258789062,0.012169328316179007
76,2017-01-10,10,0.009112874779541445,0.3716485266790548,BABA,96.4000015258789,97.90399932861328,95.5500030517578,96.75,96.75,14780600,74,62.0,,0.62,45.88,2.253997802734375,0.023565057676706136
77,2017-01-17,4,0.00699647266313933,-0.23224308109154235,BABA,96.31999969482422,96.58999633789062,95.0,96.12000274658205,96.12000274658205,6342400,72,62.0,,0.62,44.64,-1.3140029907226562,-0.01342134131121886
78,2017-01-18,2,0.006291005291005291,-0.10083186286866652,BABA,96.2699966430664,96.2699966430664,95.26000213623048,96.0,96.0,6610700,73,62.0,,0.62,45.26,-0.31999969482421875,-0.003312969323498005
79,2017-01-19,2,0.006291005291005291,0.0,BABA,96.41999816894533,96.6999969482422,95.58000183105467,96.16999816894533,96.16999816894533,7090000,76,62.0,,0.62,47.12,0.43000030517579546,0.004466607667704459
80,2017-01-20,1,0.0059382716049382715,-0.056069526212503495,BABA,96.4499969482422,97.1500015258789,95.6709976196289,96.05999755859376,96.05999755859376,9685800,72,62.0,,0.62,44.64,0.45000457763670454,0.004653615220665985
81,2017-01-23,1,0.0059382716049382715,-0.056069526212503495,BABA,96.4800033569336,98.66999816894533,96.26000213623048,98.41000366210938,98.41000366210938,14090300,86,62.0,,0.62,53.32,1.5199966430664205,0.015645873589219983
82,2017-01-24,4,0.00699647266313933,0.1782001782001783,BABA,103.1500015258789,103.19000244140624,99.94000244140624,101.43000030517578,101.43000030517578,37181500,100,62.0,,0.62,62.0,4.520004272460909,0.04580930735117317
83,2017-01-25,5,0.007349206349206349,0.050415931434333316,BABA,102.45999908447266,104.2699966430664,101.9000015258789,104.05999755859376,104.05999755859376,23322800,87,62.0,,0.62,53.94,1.0799942016601705,0.010466074000467396
84,2017-01-26,10,0.009112874779541445,0.2399808015358771,BABA,103.91999816894533,104.56999969482422,102.16999816894533,102.75,102.75,12504800,86,62.0,,0.62,53.32,0.3000030517578125,0.002877175231766449
85,2017-02-09,2,0.006291005291005291,0.059400059400059435,BABA,103.56999969482422,104.18000030517578,102.55999755859376,103.33999633789062,103.33999633789062,8435800,85,57.0,,0.57,48.45,-0.3899993896484375,-0.0037295533210921494
86,2017-02-14,5,0.007349206349206349,0.1682085786375105,BABA,103.13999938964844,103.5999984741211,100.89600372314452,101.58999633789062,101.58999633789062,10240700,80,57.0,,0.57,45.6,-0.5800018310546875,-0.005567304946781371
87,2017-02-15,2,0.006291005291005291,-0.14398848092152627,BABA,102.05999755859376,102.12999725341795,100.11000061035156,101.5500030517578,101.5500030517578,12384400,100,57.0,,0.57,56.99999999999999,-1.4700012207031392,-0.014189201181024513
88,2017-02-21,2,0.006291005291005291,0.0,BABA,101.02999877929688,102.54000091552734,100.91000366210938,102.12000274658205,102.12000274658205,8189600,80,57.0,,0.57,45.6,0.4100036621093892,0.004014527299869064
89,2017-02-27,2,0.006291005291005291,0.0,BABA,102.5,103.8249969482422,102.22000122070312,103.5999984741211,103.5999984741211,6865900,93,57.0,,0.57,53.01,1.284996032714858,0.012531656146301806
90,2017-03-08,6,0.007701940035273368,0.22427810485001398,BABA,102.62999725341795,104.29000091552734,102.54000091552734,103.22000122070312,103.22000122070312,7066700,75,55.0,,0.55,41.25,0.46500396728514204,0.004478728446454472
91,2017-03-10,1,0.0059382716049382715,-0.2289901534234028,BABA,103.43000030517578,103.6999969482422,102.62999725341795,103.38999938964844,103.38999938964844,4120700,80,55.0,,0.55,44.0,-0.590003967285142,-0.005657339745955392
92,2017-03-29,1,0.0059382716049382715,0.0,BABA,107.97000122070312,109.73999786376952,107.69000244140624,109.51000213623048,109.51000213623048,8788700,80,55.0,,0.55,44.0,6.040000915527315,0.05824494786187828
93,2017-03-30,7,0.008054673721340389,0.3564003564003566,BABA,109.72899627685548,110.4499969482422,108.66000366210938,108.8499984741211,108.8499984741211,10592500,88,55.0,,0.55,48.400000000000006,0.7099990844726847,0.00646982958168163
94,2017-04-05,2,0.006291005291005291,-0.21896211955331735,BABA,108.36000061035156,108.81999969482422,107.31999969482422,107.44000244140624,107.44000244140624,8205400,56,60.0,,0.6,33.6,-1.629997253417983,-0.014757784503894644
95,2017-04-10,2,0.006291005291005291,0.0,BABA,109.0,111.87999725341795,108.83999633789062,111.6999969482422,111.6999969482422,14798600,64,60.0,,0.6,38.4,3.059997558593736,0.028119808557022896
96,2017-04-19,2,0.006291005291005291,-0.2517306482064192,BABA,111.98999786376952,112.1999969482422,110.56999969482422,110.76000213623048,110.76000213623048,9603800,70,60.0,,0.6,42.0,0.31999969482424717,0.0028602047075441117
97,2017-04-20,1,0.0059382716049382715,-0.056069526212503495,BABA,111.52999877929688,113.5999984741211,111.4800033569336,112.95999908447266,112.95999908447266,13773500,72,60.0,,0.6,43.2,1.400001525878892,0.012477732299090105
98,2017-04-21,2,0.006291005291005291,0.059400059400059435,BABA,112.8000030517578,113.16999816894533,112.3000030517578,113.11000061035156,113.11000061035156,8968300,79,60.0,,0.6,47.4,-0.43000030517576704,-0.0037852140048550975
99,2017-04-25,1,0.0059382716049382715,-0.056069526212503495,BABA,115.54000091552734,115.81999969482422,114.8000030517578,115.4800033569336,115.4800033569336,11434600,100,60.0,,0.6,60.0,2.650001525878892,0.023416113534992178
100,2017-04-26,2,0.006291005291005291,0.059400059400059435,BABA,115.37000274658205,115.75,114.62200164794922,114.97000122070312,114.97000122070312,6678800,85,60.0,,0.6,51.0,-0.06999969482421875,-0.0006043834830656847
101,2017-05-03,3,0.006643738977072311,-0.050415931434333205,BABA,117.9499969482422,118.0,115.12000274658205,116.56999969482422,116.56999969482422,10591100,62,64.0,,0.64,39.68,2.25,0.01943844492440605
102,2017-05-04,4,0.00699647266313933,0.053092646668436494,BABA,115.94000244140624,116.41000366210938,115.1500015258789,115.86000061035156,115.86000061035156,6977800,64,64.0,,0.64,40.96,-1.589996337890625,-0.013474545236361268
103,2017-05-10,2,0.006291005291005291,-0.10083186286866652,BABA,120.01000213623048,120.33000183105467,119.0999984741211,119.9800033569336,119.9800033569336,9347300,67,64.0,,0.64,42.88,3.9199981689452983,0.033674066193859487
104,2017-05-12,2,0.006291005291005291,0.0,BABA,120.16000366210938,120.46800231933594,119.51000213623048,120.33999633789062,120.33999633789062,9823900,72,64.0,,0.64,46.08,0.1380004882812642,0.0011468502134239777
105,2017-05-15,14,0.010523809523809526,-0.06282393591958513,BABA,121.02999877929688,121.48999786376952,120.03099822998048,121.4000015258789,121.4000015258789,11125500,70,64.0,,0.64,44.8,1.0219955444335795,0.008483543553121198
106,2017-05-16,7,0.008054673721340389,-0.23462376403552887,BABA,121.9800033569336,124.33999633789062,121.73999786376952,124.0199966430664,124.0199966430664,18222100,81,64.0,,0.64,51.84,2.849998474121108,0.023458708735157874
107,2017-05-17,16,0.011229276895943562,0.39413181519597096,BABA,123.25,123.88999938964844,120.5,120.72000122070312,120.72000122070312,19834700,76,64.0,,0.64,48.64,-0.4499969482421875,-0.0036190844579030435
108,2017-05-18,17,0.011582010582010582,0.03141196795979284,BABA,116.30999755859376,122.62999725341795,114.0,121.2699966430664,121.2699966430664,37121900,100,64.0,,0.64,64.0,-1.260002136230483,-0.010170329666946198
109,2017-05-19,2,0.006291005291005291,-0.4568296025582458,BABA,123.95999908447266,126.4000015258789,123.06999969482422,123.22000122070312,123.22000122070312,21101700,82,64.0,,0.64,52.48,3.7700042724609517,0.030742920630342452
110,2017-05-22,2,0.006291005291005291,0.0,BABA,124.9800033569336,125.58999633789062,123.55500030517578,124.75,124.75,13493200,66,64.0,,0.64,42.24,-0.8100051879882812,-0.006408268814952822
111,2017-05-23,2,0.006291005291005291,0.0,BABA,124.66999816894533,125.6750030517578,122.8499984741211,122.93000030517578,122.93000030517578,14370100,64,64.0,,0.64,40.96,0.08500671386717329,0.0006768589564924987
112,2017-05-24,13,0.010171075837742505,0.6167647883375389,BABA,123.06999969482422,123.68399810791016,121.9499969482422,122.80999755859376,122.80999755859376,8371500,70,64.0,,0.64,44.8,-1.991004943847642,-0.015842489719516184
113,2017-05-30,2,0.006291005291005291,0.0,BABA,124.08000183105467,124.87999725341795,123.52999877929688,123.91000366210938,123.91000366210938,8343400,58,64.0,,0.64,37.12,1.1959991455077983,0.009669796932537222
114,2017-06-01,3,0.006643738977072311,0.05606952621250372,BABA,122.81999969482422,124.0,122.26000213623048,123.97000122070312,123.97000122070312,8901400,53,68.0,False,0.68,36.04,-0.8799972534179545,-0.007046743055512561
115,2017-06-05,1,0.0059382716049382715,-0.10618529333687288,BABA,124.0199966430664,125.55999755859376,123.87000274658205,125.37000274658205,125.37000274658205,10030600,51,68.0,,0.68,34.68,1.5599975585937642,0.012580625472530249
116,2017-06-07,2,0.006291005291005291,0.059400059400059435,BABA,125.08000183105467,125.91000366210938,124.11000061035156,125.63999938964844,125.63999938964844,9431600,52,68.0,,0.68,35.36,0.3500061035156108,0.002787560611031914
117,2017-06-08,18,0.011934744268077602,0.8971124194000564,BABA,142.50999450683594,143.6999969482422,135.2100067138672,142.33999633789062,142.33999633789062,81381500,100,68.0,,0.68,68.0,17.789993286132812,0.14129134118583475
118,2017-06-09,2,0.006291005291005291,-0.47288310920644305,BABA,142.33999633789062,148.2899932861328,137.00999450683594,139.44000244140625,139.44000244140625,54367400,94,68.0,,0.68,63.92,4.589996337890625,0.031941520079111996
119,2017-06-12,2,0.006291005291005291,-0.2517306482064192,BABA,139.1699981689453,139.38999938964844,136.0500030517578,139.0800018310547,139.0800018310547,32177600,58,68.0,,0.68,39.440000000000005,-8.899993896484375,-0.06001749476993634
120,2017-06-13,3,0.006643738977072311,0.05606952621250372,BABA,141.8800048828125,142.24400329589844,135.89999389648438,136.60000610351562,136.60000610351562,40879600,64,68.0,,0.68,43.52,2.85400390625,0.020474954578857396
121,2017-06-14,6,0.007701940035273368,0.15927794000530926,BABA,137.8000030517578,139.25,135.25999450683594,136.6699981689453,136.6699981689453,32862000,62,68.0,,0.68,42.16,-2.9940032958984375,-0.021048362156049993
122,2017-06-19,7,0.008054673721340389,0.04579803068468058,BABA,137.80999755859375,140.39999389648438,137.39999389648438,139.47000122070312,139.47000122070312,24951600,66,68.0,,0.68,44.88,1.149993896484375,0.008258483996297139
123,2017-06-20,4,0.00699647266313933,-0.13137727173199043,BABA,140.0800018310547,140.6300048828125,137.92999267578125,138.3800048828125,138.3800048828125,20580500,60,68.0,,0.68,40.8,0.230010986328125,0.0016382549595956863
124,2017-06-21,22,0.01334567901234568,0.9074867658179984,BABA,138.82000732421875,143.5,138.02000427246094,143.2899932861328,143.2899932861328,30911600,59,68.0,,0.68,40.120000000000005,2.8699951171875,0.020408127835727985
125,2017-06-22,1,0.0059382716049382715,-0.5550416281221091,BABA,142.0500030517578,144.67999267578125,140.8800048828125,142.27000427246094,142.27000427246094,21897600,68,68.0,,0.68,46.24,1.17999267578125,0.008222945475827581
