,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,ARE_unscaled,ARE_monthly,isPartial,scale,ARE,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-04,1,0.1503099121706399,0.025685591239501093,ARE,92.6500015258789,95.5199966430664,92.6500015258789,95.4000015258789,81.30802917480469,621900,99,60.0,,0.6,59.4,,
1,2016-05-05,2,0.15156461731493098,0.008347454443767166,ARE,95.19000244140624,95.66000366210938,94.61000061035156,95.61000061035156,81.48699188232422,513500,100,60.0,,0.6,60.0,0.14000701904296875,0.0014657351754956416
2,2016-05-06,7,0.15783814303638646,0.041391756417791914,ARE,95.4000015258789,95.72000122070312,93.73999786376952,95.6500015258789,81.5210952758789,471800,91,60.0,,0.6,54.6,0.05999755859375,0.000627195863442287
3,2016-05-10,8,0.15909284818067754,0.1984933410210119,ARE,96.5500030517578,96.69000244140624,95.56999969482422,96.02999877929688,81.844970703125,662100,99,60.0,,0.6,59.4,0.9700012207031108,0.010133735983418601
4,2016-05-26,3,0.15281932245922208,-0.03943310961615809,ARE,98.26000213623048,98.26000213623048,96.45999908447266,96.47000122070312,82.219970703125,850700,87,60.0,,0.6,52.2,1.5699996948242472,0.01623745635724494
5,2016-06-08,1,0.1503099121706399,0.0,ARE,96.47000122070312,97.3499984741211,96.12999725341795,97.08999633789062,82.74837493896484,429900,98,55.0,,0.55,53.900000000000006,-0.9100036621093892,-0.009261180972169436
6,2016-06-22,1,0.1503099121706399,-0.00827835128355825,ARE,98.16999816894533,98.61000061035156,97.52999877929688,98.45999908447266,83.91605377197266,318200,94,55.0,,0.55,51.7,1.2600021362304688,0.012943011360862178
7,2016-06-24,1,0.1503099121706399,0.0,ARE,97.43000030517578,100.02999877929688,96.62999725341795,99.36000061035156,84.68309783935547,649100,88,55.0,,0.55,48.400000000000006,1.4199981689453125,0.014400143597567805
8,2016-06-28,9,0.16034755332496864,0.06677963555013888,ARE,98.73999786376952,99.87999725341795,98.30999755859376,99.86000061035156,85.80168151855469,373500,92,55.0,,0.55,50.6,-0.15000152587892046,-0.0014995654074722031
9,2016-07-05,1,0.1503099121706399,-0.06259927854331482,ARE,104.18000030517578,105.02999877929688,103.68000030517578,105.02999877929688,90.24383544921876,315200,89,54.0,,0.54,48.06,5.1500015258789205,0.05156189094411179
10,2016-07-07,4,0.1540740276035132,0.025042363331302164,ARE,101.3000030517578,102.0,100.52999877929688,101.2699966430664,87.01317596435547,3589100,91,54.0,,0.54,49.14,-3.029998779296875,-0.028848889027066615
11,2016-07-11,1,0.1503099121706399,-0.3552264030097364,ARE,103.12999725341795,103.88999938964844,102.18000030517578,103.7300033569336,89.12686157226562,466800,93,54.0,,0.54,50.220000000000006,1.8899993896484375,0.018529405780866925
12,2016-07-12,1,0.1503099121706399,0.0,ARE,103.8000030517578,103.91000366210938,102.5999984741211,103.08999633789062,88.57695007324219,740000,91,54.0,,0.54,49.14,0.0200042724609375,0.00019255243602334104
13,2016-07-13,3,0.15281932245922208,0.016694908887534776,ARE,103.55999755859376,104.44000244140624,101.47000122070312,104.41999816894533,89.71971893310547,680500,92,54.0,,0.54,49.68000000000001,0.5299987792968608,0.005100555871601076
14,2016-07-15,1,0.1503099121706399,-0.016420765700304596,ARE,103.37000274658205,103.87000274658205,101.30999755859376,103.66999816894533,89.07530212402344,387000,84,54.0,,0.54,45.36,-0.5699996948241903,-0.005457676000572453
15,2016-07-19,1,0.1503099121706399,0.0,ARE,104.52999877929688,105.11000061035156,102.63999938964844,104.91999816894533,90.14933013916016,448700,91,54.0,,0.54,49.14,1.239997863769517,0.011937978540299321
16,2016-07-21,1,0.1503099121706399,0.0,ARE,105.55999755859376,107.3000030517578,105.55999755859376,107.19000244140624,92.09974670410156,522300,91,54.0,,0.54,49.14,2.190002441406236,0.020835338490051925
17,2016-07-22,8,0.15909284818067754,0.058432181106371495,ARE,106.91999816894533,109.0199966430664,106.75,108.80999755859376,93.49169158935548,723400,89,54.0,,0.54,48.06,1.719993591308608,0.016029762743612785
18,2016-07-26,6,0.15658343789209536,-0.01577324384646317,ARE,109.58999633789062,109.98999786376952,109.0500030517578,109.26000213623048,93.87835693359376,762400,90,54.0,,0.54,48.6,0.9700012207031108,0.008897461480199098
19,2016-07-27,1,0.1503099121706399,-0.040065065666642585,ARE,108.91999816894533,110.0,108.36000061035156,108.8000030517578,93.4831085205078,902700,88,54.0,,0.54,47.52,0.01000213623048296,9.093677993221583e-05
20,2016-08-12,4,0.1540740276035132,0.025042363331302164,ARE,110.8000030517578,112.5500030517578,110.73999786376952,112.4499969482422,96.61925506591795,1353700,87,52.0,,0.52,45.24,2.5500030517577983,0.023181845925071
21,2016-08-15,2,0.15156461731493098,-0.01628704284306637,ARE,112.68000030517578,113.1999969482422,110.33999633789062,110.75,95.15858459472656,637100,83,52.0,,0.52,43.16,0.6499938964844034,0.005775156631363965
22,2016-08-16,1,0.1503099121706399,-0.00827835128355825,ARE,110.5199966430664,111.16000366210938,109.44000244140624,109.83999633789062,94.37667846679688,572900,87,52.0,,0.52,45.24,-2.0399932861328267,-0.018021142589478734
23,2016-08-18,-3,0.14529109159347553,-0.03338981777506955,ARE,109.62000274658205,110.3000030517578,109.52999877929688,110.1999969482422,94.68600463867188,393200,83,52.0,,0.52,43.16,-0.8600006103515767,-0.007736601133674803
24,2016-08-19,7,0.15783814303638646,0.08635802309213547,ARE,110.0199966430664,110.0199966430664,108.87000274658205,109.27999877929688,93.89552307128906,253200,81,52.0,,0.52,42.120000000000005,-0.28000640869139204,-0.0025385893104644675
25,2016-08-22,1,0.1503099121706399,-0.04769589099899052,ARE,109.27999877929688,110.12999725341795,108.83000183105467,109.9000015258789,94.42822265625,386900,85,52.0,,0.52,44.2,0.11000061035154829,0.0009998237930184395
26,2016-09-01,2,0.15156461731493098,0.008347454443767166,ARE,110.2300033569336,110.4000015258789,109.23999786376952,109.98999786376952,94.50558471679688,368300,88,63.0,False,0.63,55.44,0.2700042724609517,0.0024516869081514514
27,2016-09-08,2,0.15156461731493098,0.0,ARE,114.1500015258789,114.62000274658205,113.52999877929688,113.58999633789062,97.5987548828125,478500,94,63.0,,0.63,59.22,4.220001220703139,0.03822464820993621
28,2016-09-12,1,0.1503099121706399,-0.00827835128355825,ARE,106.08000183105467,109.25,105.5500030517578,108.81999969482422,93.50028228759766,503700,92,63.0,,0.63,57.96,-5.3700027465820455,-0.04685048523733504
29,2016-09-14,11,0.16285696361355081,0.08347454443767366,ARE,104.6999969482422,105.63999938964844,104.22000122070312,105.18000030517578,90.37271881103516,294300,97,63.0,,0.63,61.11,-3.6100006103515625,-0.03304348384761158
30,2016-09-15,15,0.1678757841907152,0.030817353251616053,ARE,105.08999633789062,105.87999725341795,104.58999633789062,105.66999816894533,90.79373931884766,286400,99,63.0,,0.63,62.37,0.23999786376951704,0.0022718465084829997
31,2016-09-16,2,0.15156461731493098,-0.09716211873210923,ARE,104.95999908447266,106.5199966430664,104.62999725341795,106.25,91.29208374023438,836400,90,63.0,,0.63,56.7,0.6399993896484517,0.006044573160657096
32,2016-09-19,9,0.16034755332496864,0.057948458984908635,ARE,106.66999816894533,108.08000183105467,106.22000122070312,108.0,92.79572296142578,348800,96,63.0,,0.63,60.48,1.560005187988267,0.014645186229357732
33,2016-09-30,1,0.1503099121706399,-0.06987740397680053,ARE,110.3000030517578,110.61000061035156,108.61000061035156,108.7699966430664,94.1264190673828,676000,96,63.0,,0.63,60.48,2.529998779296889,0.023408574541399885
34,2016-10-03,4,0.1540740276035132,0.025042363331302164,ARE,108.30999755859376,108.51000213623048,106.19000244140624,106.30999755859376,91.99759674072266,414000,92,65.0,,0.65,59.8,-2.0999984741210795,-0.018985611269624614
35,2016-10-06,1,0.1503099121706399,-0.02443056426459933,ARE,102.77999877929688,104.3499984741211,101.8000030517578,104.02999877929688,90.02456665039062,338400,96,65.0,,0.65,62.400000000000006,-4.160003662109389,-0.038337513410852675
36,2016-10-10,1,0.1503099121706399,0.0,ARE,104.06999969482422,105.1500015258789,103.94000244140624,104.1999969482422,90.17166900634766,292700,96,65.0,,0.65,62.400000000000006,0.8000030517578125,0.00766653630528058
37,2016-10-11,2,0.15156461731493098,0.008347454443767166,ARE,104.02999877929688,105.37999725341795,101.51000213623048,101.91999816894533,88.19861602783203,692200,97,65.0,,0.65,63.05,0.2299957275390483,0.0021873107389585034
38,2016-10-13,-2,0.14654579673776663,-0.03311340513423333,ARE,103.12999725341795,104.33999633789062,102.45999908447266,103.9000015258789,89.91206359863281,850400,98,65.0,,0.65,63.7,-1.0400009155273295,-0.009869054304739944
39,2016-10-27,7,0.15783814303638646,0.041391756417791914,ARE,106.0199966430664,106.0199966430664,104.02999877929688,105.12000274658205,90.96781158447266,555700,99,65.0,,0.65,64.35000000000001,1.6800003051757812,0.01610121108050766
40,2016-10-28,77,0.24566750313676286,0.5564520616548883,ARE,105.25,106.01000213623048,104.45999908447266,104.91000366210938,90.78610229492188,295400,90,65.0,,0.65,58.5,-0.00999450683592329,-9.427001652873024e-05
41,2016-10-31,4,0.1540740276035132,-0.3728351302624656,ARE,105.68000030517578,108.04000091552734,104.87000274658205,107.80999755859376,93.29566192626952,555600,94,65.0,,0.65,61.1,2.029998779296861,0.01914912497302068
42,2016-11-02,28,0.18418695106649938,0.19544451411679442,ARE,107.22000122070312,107.62999725341795,104.4499969482422,104.5500030517578,90.4745635986328,646100,93,66.0,,0.66,61.38,-0.4100036621093892,-0.003794924644900277
43,2016-11-03,2,0.15156461731493098,-0.17711533614447172,ARE,105.0199966430664,105.08999633789062,102.41999816894533,102.5,88.70056915283203,861300,89,66.0,,0.66,58.74,-2.5400009155273295,-0.023599377314363568
44,2016-11-08,5,0.15532873274780426,0.024835053850675193,ARE,106.1500015258789,107.44000244140624,104.5,107.08000183105467,92.66397094726562,345600,100,66.0,,0.66,66.0,2.350006103515611,0.02236184399473906
45,2016-11-09,1,0.1503099121706399,-0.032310960685638435,ARE,104.6999969482422,109.43000030517578,103.66000366210938,109.05999755859376,94.37737274169922,787600,98,66.0,,0.66,64.68,1.9899978637695455,0.01852194544443364
46,2016-11-15,13,0.165366373902133,0.10016945332520844,ARE,106.8000030517578,108.23999786376952,105.2300033569336,106.5999984741211,92.24856567382812,497900,93,66.0,,0.66,61.38,-1.1900024414062642,-0.010874553943960641
47,2016-11-16,0,0.1490552070263488,-0.09863653952669627,ARE,106.45999908447266,107.04000091552734,104.87000274658205,106.9000015258789,92.50817108154295,370900,94,66.0,,0.66,62.040000000000006,-1.1999969482421733,-0.011086446525548577
48,2016-11-17,2,0.15156461731493098,0.016835441972440357,ARE,106.81999969482422,108.0500030517578,106.48999786376952,107.30999755859376,92.86297607421876,318500,90,66.0,,0.66,59.400000000000006,1.0100021362304545,0.009435744839235483
49,2016-11-18,2,0.15156461731493098,0.0,ARE,107.51000213623048,107.91000366210938,106.98999786376952,107.4000015258789,92.9408721923828,291300,87,66.0,,0.66,57.42,-0.1399993896484233,-0.001295690751451084
50,2016-11-21,1,0.1503099121706399,-0.00827835128355825,ARE,107.88999938964844,108.88999938964844,107.88999938964844,108.5500030517578,93.93603515625,443500,84,66.0,,0.66,55.440000000000005,0.9799957275390625,0.00908160220814791
51,2016-11-23,1,0.1503099121706399,0.0,ARE,109.6500015258789,110.73999786376952,109.2699966430664,110.62000274658205,95.72735595703124,473600,74,66.0,,0.66,48.84,1.8499984741210795,0.01698960863707155
52,2016-12-01,1,0.1503099121706399,-0.00827835128355825,ARE,109.06999969482422,109.54000091552734,106.0999984741211,107.16000366210938,92.73316955566406,676500,98,60.0,False,0.6,58.8,-1.1999969482421733,-0.010836165535404785
53,2016-12-02,2,0.15156461731493098,0.008347454443767166,ARE,107.98999786376952,110.0199966430664,107.88999938964844,108.94000244140624,94.2735366821289,514400,91,60.0,,0.6,54.6,0.4799957275390625,0.004381921887231188
54,2016-12-08,1,0.1503099121706399,-0.00827835128355825,ARE,110.27999877929688,110.93000030517578,109.4499969482422,110.62000274658205,95.72735595703124,633600,97,60.0,,0.6,58.2,0.910003662109375,0.008271256952149031
55,2016-12-12,1,0.1503099121706399,0.0,ARE,109.37999725341795,110.01000213623048,108.44000244140624,109.7300033569336,94.95719909667967,602300,97,60.0,,0.6,58.2,-0.9199981689452983,-0.008293501905835443
