,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,MC_unscaled,MC_monthly,isPartial,scale,MC,Stock_Price_Change,Stock_Price_Change_Percent
50,2017-01-26,2,0.005830917874396135,0.0,MC,34.54999923706055,34.54999923706055,34.04999923706055,34.45000076293945,22.742610931396484,194200,79,75.0,,0.75,59.25,-0.049999237060546875,-0.0014450647186572407
51,2017-01-27,1,0.001,-0.8285004142502072,MC,34.599998474121094,34.599998474121094,33.849998474121094,34.349998474121094,22.676593780517575,251300,79,75.0,,0.75,59.25,0.049999237060546875,0.0014471559526667566
52,2017-01-30,2,0.005830917874396135,0.0,MC,34.0,34.150001525878906,33.400001525878906,34.099998474121094,22.51154899597168,259900,78,75.0,,0.75,58.5,-0.4499969482421875,-0.013005692719286088
53,2017-02-01,2,0.005830917874396135,0.0,MC,34.45000076293945,34.70000076293945,34.150001525878906,34.25,22.610580444335938,285000,65,79.0,False,0.79,51.35,0.5499992370605469,0.016105394216271218
54,2017-02-02,1,0.001,-0.8285004142502072,MC,33.5,34.29999923706055,33.5,34.20000076293945,22.577571868896484,291200,63,79.0,,0.79,49.77,-0.40000152587890625,-0.011527421241619096
55,2017-02-03,1,0.001,0.0,MC,34.75,35.11000061035156,34.349998474121094,35.0,23.10569953918457,436100,69,79.0,,0.79,54.510000000000005,0.8100013732910156,0.023615200912769252
56,2017-02-07,1,0.001,0.0,MC,34.95000076293945,35.04999923706055,34.599998474121094,35.0,23.10569953918457,396700,66,79.0,,0.79,52.14,-0.060001373291015625,-0.0017089539233253737
57,2017-02-14,1,0.001,0.0,MC,37.900001525878906,38.54999923706055,37.79999923706055,38.400001525878906,25.350255966186523,314700,69,79.0,,0.79,54.510000000000005,3.5,0.09985734882125863
58,2017-02-24,1,0.001,0.0,MC,36.400001525878906,37.09999847412109,36.25,37.09999847412109,24.492036819458008,276500,71,79.0,,0.79,56.09,-1.4500007629394602,-0.037613509510668997
59,2017-03-01,1,0.001,0.0,MC,36.79999923706055,37.650001525878906,36.79999923706055,37.59999847412109,25.074228286743164,345600,87,79.0,False,0.79,68.73,0.5500030517578196,0.014824880711018729
60,2017-03-13,7,0.029985507246376813,28.985507246376812,MC,37.75,38.09999847412109,37.5,37.95000076293945,25.30763816833496,259100,87,79.0,,0.79,68.73,0.4499969482421804,0.01195210969468019
61,2017-03-30,1,0.001,-0.8285004142502072,MC,37.150001525878906,38.07500076293945,36.95000076293945,37.95000076293945,25.30763816833496,264000,94,79.0,,0.79,74.26,-0.02499771118163352,-0.0006561079313064377
62,2017-04-27,1,0.001,0.0,MC,38.59999847412109,38.75,36.72499847412109,37.0,24.674110412597656,633800,84,80.0,,0.8,67.2,0.6749992370605469,0.017728147696258523
63,2017-05-01,2,0.005830917874396135,4.8309178743961345,MC,36.95000076293945,37.43999862670898,36.45000076293945,36.75,24.50739479064941,417400,90,79.0,False,0.79,71.10000000000001,-1.3100013732910227,-0.03380648705267153
64,2017-05-04,1,0.001,-0.8285004142502072,MC,38.45000076293945,38.59999847412109,37.400001525878906,37.95000076293945,25.30763816833496,139800,90,79.0,,0.79,71.10000000000001,1.1599998474121094,0.030982903043820897
65,2017-05-23,1,0.001,0.0,MC,36.34999847412109,36.650001525878906,35.95000076293945,36.25,24.41452980041504,204700,78,79.0,,0.79,61.620000000000005,-1.9499969482421804,-0.05051805765094863
66,2017-06-09,24,0.1121111111111111,111.1111111111111,MC,36.84999847412109,37.54999923706055,36.72499847412109,37.400001525878906,25.18906021118164,307100,89,78.0,,0.78,69.42,0.8999977111816406,0.02455655317084071
67,2017-06-16,1,0.001,-0.9910802775024777,MC,38.0,38.34999847412109,37.75,37.84999847412109,25.49212646484375,293600,92,78.0,,0.78,71.76,0.7999992370605398,0.021304906879224816
68,2017-06-22,1,0.001,0.0,MC,38.150001525878906,38.20000076293945,37.54999923706055,38.09999847412109,26.337570190429688,134800,96,78.0,,0.78,74.88,-0.14999771118163352,-0.003911283367660445
69,2017-06-23,4,0.015492753623188405,14.492753623188404,MC,38.150001525878906,38.150001525878906,37.54999923706055,38.09999847412109,26.337570190429688,287500,99,78.0,,0.78,77.22,-0.049999237060546875,-0.0013088805251819657
70,2017-06-29,1,0.001,-0.9354536950420954,MC,38.75,39.04999923706055,38.09999847412109,38.79999923706055,26.82146644592285,280700,96,78.0,,0.78,74.88,0.8999977111816406,0.023591026872466392
71,2017-06-30,1,0.001,0.0,MC,38.75,39.04999923706055,38.400001525878906,38.84999847412109,26.85602378845215,319700,91,78.0,,0.78,70.98,0.0,0.0
72,2017-07-24,1,0.001,0.0,MC,40.34999847412109,40.900001525878906,40.20000076293945,40.650001525878906,28.100318908691406,513900,90,81.0,,0.81,72.9,1.8500022888183594,0.04737521958931579
73,2017-07-28,1,0.001,0.0,MC,40.34999847412109,40.79999923706055,39.650001525878906,39.75,27.478174209594727,590200,94,81.0,,0.81,76.14,-0.10000228881835938,-0.0024450436451716184
74,2017-08-01,1,0.001,0.0,MC,40.650001525878906,40.79999923706055,40.54999923706055,40.75,28.426603317260746,351900,42,86.0,False,0.86,36.12,0.0,0.0
75,2017-08-04,1,0.001,0.0,MC,40.09999847412109,40.29999923706055,39.79999923706055,40.04999923706055,27.93829345703125,544000,48,86.0,,0.86,41.28,-0.5,-0.01225490218994485
76,2017-08-08,2,0.005830917874396135,4.8309178743961345,MC,39.95000076293945,40.20000076293945,39.54999923706055,39.59999847412109,27.62438201904297,222700,45,86.0,,0.86,38.7,-0.09999847412109375,-0.002481351762139372
77,2017-09-14,1,0.001,-0.8285004142502072,MC,39.79999923706055,40.20000076293945,39.70000076293945,40.20000076293945,28.04293632507324,333100,86,70.0,,0.7,60.2,0.0,0.0
78,2017-10-09,1,0.001,0.0,MC,42.29999923706055,42.47499847412109,41.650001525878906,42.04999923706055,29.333467483520508,300400,87,69.0,,0.69,60.03,2.2749977111816335,0.056591981791178636
79,2017-10-12,1,0.001,0.0,MC,42.150001525878906,42.29999923706055,41.79999923706055,41.84999847412109,29.193946838378903,166100,91,69.0,,0.69,62.78999999999999,-0.17499923706053977,-0.004120052815709041
80,2017-10-31,1,0.001,0.0,MC,42.95000076293945,43.0,42.45000076293945,42.75,29.821779251098636,367600,85,69.0,,0.69,58.65,0.7000007629394531,0.016548481691842643
81,2017-11-01,2,0.005830917874396135,4.8309178743961345,MC,42.75,43.0,42.5,42.650001525878906,29.75201988220215,385500,83,68.0,False,0.68,56.440000000000005,0.0,0.0
82,2017-11-02,1,0.001,-0.8285004142502072,MC,42.70000076293945,43.0,42.45000076293945,43.0,29.996170043945312,276700,86,68.0,,0.68,58.48,0.0,0.0
83,2017-11-15,1,0.001,0.0,MC,44.09999847412109,44.34999847412109,43.79999923706055,44.150001525878906,31.06571578979492,452600,82,68.0,,0.68,55.760000000000005,1.3499984741210866,0.03139531335165313
84,2017-12-04,1,0.001,0.0,MC,48.54999923706055,48.84999847412109,47.84999847412109,47.95000076293945,33.73953628540039,209200,74,69.0,,0.69,51.06,4.5,0.10146561792162911
85,2017-12-11,1,0.001,0.0,MC,48.04999923706055,49.04999923706055,47.59999847412109,47.75,33.598812103271484,229000,78,69.0,,0.69,53.81999999999999,0.20000076293946023,0.004094181559604726
86,2017-12-14,1,0.001,0.0,MC,48.150001525878906,48.29999923706055,47.5,47.54999923706055,33.45808410644531,282100,81,69.0,,0.69,55.88999999999999,-0.75,-0.015290520115509465
87,2017-12-21,1,0.001,0.0,MC,48.29999923706055,49.22499847412109,47.79999923706055,49.20000076293945,34.61908721923828,244800,78,69.0,,0.69,53.81999999999999,0.9249992370605398,0.019151123223016375
88,2017-12-29,1,0.001,0.0,MC,49.04999923706055,49.25,48.45000076293945,48.5,34.12654113769531,131500,82,69.0,,0.69,56.58,0.025001525878913355,0.000507903030043888
89,2018-01-16,1,0.001,0.0,MC,50.70000076293945,51.20000076293945,49.54999923706055,49.900001525878906,35.11163711547852,272600,82,66.0,,0.66,54.120000000000005,1.9500007629394531,0.039593924120598034
90,2018-01-19,1,0.001,0.0,MC,50.45000076293945,51.59999847412109,50.45000076293945,51.59999847412109,36.30781936645508,160400,97,66.0,,0.66,64.02,0.3999977111816335,0.007812455180101541
91,2018-01-24,2,0.005830917874396135,4.8309178743961345,MC,51.84999847412109,52.0,50.900001525878906,51.25,36.0615463256836,155200,81,66.0,,0.66,53.46,0.40000152587891336,0.007751967785028624
92,2018-02-06,1,0.001,0.0,MC,48.45000076293945,50.150001525878906,48.34999847412109,49.54999923706055,34.865352630615234,446900,83,73.0,,0.73,60.59,-1.8499984741210938,-0.035576893733097914
93,2018-02-07,1,0.001,0.0,MC,49.25,50.29999923706055,49.07500076293945,49.75,35.00608825683594,245100,93,73.0,,0.73,67.89,0.14999771118164062,0.0029909811887889326
94,2018-02-27,1,0.001,-0.9953174836564345,MC,51.400001525878906,52.150001525878906,51.04999923706055,51.09999847412109,36.97747421264648,507200,85,73.0,,0.73,62.05,1.8500022888183594,0.0367793701168746
95,2018-03-05,1,0.001,0.0,MC,50.95000076293945,51.67499923706055,50.650001525878906,51.59999847412109,37.33929443359375,497600,84,70.0,,0.7,58.8,-0.4750022888183594,-0.009108384945734738
96,2018-03-08,1,0.001,0.0,MC,52.09999847412109,52.34999847412109,51.04999923706055,51.95000076293945,37.59256362915039,454500,84,70.0,,0.7,58.8,0.6749992370605398,0.013062394717491266
97,2018-03-14,4,0.015492753623188405,14.492753623188404,MC,52.650001525878906,53.29999923706055,52.20000076293945,52.59999847412109,38.06292343139648,956700,80,70.0,,0.7,56.0,0.9500007629394602,0.018147102017760153
98,2018-03-28,10,0.04447826086956522,1.870907390084191,MC,49.20000076293945,50.59999847412109,48.84999847412109,49.84999847412109,36.072940826416016,423100,84,70.0,,0.7,58.8,-2.7000007629394602,-0.05065667545192187
99,2018-04-05,1,0.001,-0.9775171065493646,MC,51.70000076293945,52.400001525878906,51.34999847412109,51.70000076293945,37.411659240722656,337800,83,71.0,,0.71,58.93,1.8000030517578196,0.03557318391379827
100,2018-04-09,1,0.001,0.0,MC,50.84999847412109,51.92499923706055,50.84999847412109,50.95000076293945,36.868934631347656,208100,76,71.0,,0.71,53.96,-0.4750022888183594,-0.009064928911953762
101,2018-04-13,2,0.005830917874396135,4.8309178743961345,MC,53.04999923706055,53.04999923706055,51.900001525878906,52.0,37.62874984741211,273900,77,71.0,,0.71,54.67,1.125,0.021665864545589608
102,2018-04-16,1,0.001,-0.8285004142502072,MC,52.45000076293945,53.400001525878906,52.25,52.95000076293945,38.31620407104492,248300,78,71.0,,0.71,55.38,0.3500022888183594,0.006597592721054202
103,2018-04-18,3,0.01066183574879227,9.661835748792269,MC,53.54999923706055,53.84999847412109,53.0,53.29999923706055,38.5694694519043,214500,75,71.0,,0.71,53.25,0.4499969482421804,0.008426908902317232
104,2018-04-24,1,0.001,-0.9062075215224286,MC,56.25,57.29999923706055,54.75,55.09999847412109,39.87200164794922,724300,78,71.0,,0.71,55.38,3.4500007629394602,0.06406686835093311
105,2018-05-03,2,0.005830917874396135,4.8309178743961345,MC,53.150001525878906,54.20000076293945,52.900001525878906,54.0,39.41974258422852,417500,82,73.0,,0.73,59.86,-3.0999984741210938,-0.05410119573118721
106,2018-05-04,1,0.001,-0.8285004142502072,MC,53.95000076293945,55.0,53.25,54.84999847412109,40.04023742675781,316200,83,73.0,,0.73,60.59,0.7999992370605469,0.01476013331733328
107,2018-05-10,1,0.001,0.0,MC,56.5,56.84999847412109,56.20000076293945,56.650001525878906,41.354225158691406,345200,98,73.0,,0.73,71.53999999999999,1.8499984741210866,0.03363633589311066
108,2018-05-22,1,0.001,0.0,MC,59.150001525878906,59.84999847412109,59.09999847412109,59.45000076293945,43.398216247558594,217100,81,73.0,,0.73,59.13,3.0,0.052770449965194643
109,2018-06-05,1,0.001,0.0,MC,61.04999923706055,61.75,60.75,61.650001525878906,45.00420379638672,303000,83,73.0,,0.73,60.59,1.9000015258789134,0.03174605805045205
110,2018-06-19,1,0.001,0.0,MC,65.5,66.0999984741211,65.25,66.0,48.1796875,272300,81,73.0,,0.73,59.13,4.349998474121094,0.07044531941896515
111,2018-06-21,1,0.001,0.0,MC,65.0,65.44999694824219,60.84999847412109,61.09999847412109,44.60271072387695,920900,86,73.0,,0.73,62.78,-0.6500015258789062,-0.009833608787954695
112,2018-06-22,1,0.001,0.0,MC,61.29999923706055,61.84999847412109,60.17499923706055,60.5,44.16471099853516,1364400,88,73.0,,0.73,64.24,-3.599998474121101,-0.055003798960723826
113,2018-06-27,1,0.001,0.0,MC,60.09999847412109,60.5,58.900001525878906,59.0,43.06971740722656,421100,84,73.0,,0.73,61.32,-1.3499984741210866,-0.02182697667625566
114,2018-07-10,1,0.001,0.0,MC,60.25,60.400001525878906,59.25,59.25,43.25221633911133,388500,80,81.0,,0.81,64.80000000000001,-0.09999847412109375,-0.001652867340844577
115,2018-07-12,1,0.001,0.0,MC,59.5,59.54999923706055,58.34999847412109,59.34999847412109,43.32521438598633,214600,81,81.0,,0.81,65.61,-0.8500022888183594,-0.014072885220941078
116,2018-07-16,1,0.001,0.0,MC,59.04999923706055,60.0,59.04999923706055,59.650001525878906,43.544219970703125,146000,77,81.0,,0.81,62.370000000000005,0.4500007629394531,0.007556687971532305
117,2018-07-18,1,0.001,0.0,MC,59.79999923706055,61.150001525878906,59.45000076293945,61.0,44.52971267700195,214200,81,81.0,,0.81,65.61,1.1500015258789062,0.01916669209798183
118,2018-07-19,1,0.001,0.0,MC,61.0,61.09999847412109,59.84999847412109,60.20000076293945,43.945709228515625,235300,100,81.0,,0.81,81.0,-0.050003051757819605,-0.0008177113738363495
119,2018-07-23,3,0.01066183574879227,9.661835748792269,MC,61.310001373291016,62.900001525878906,60.84999847412109,62.54999923706055,45.66120147705078,483000,94,81.0,,0.81,76.14,1.8000030517578196,0.029459952482981056
120,2018-07-25,2,0.005830917874396135,-0.4531037607612143,MC,63.79999923706055,64.05000305175781,62.375,63.70000076293945,46.50069427490234,291400,86,81.0,,0.81,69.66000000000001,1.1500015258789062,0.01828301268650634
121,2018-07-31,2,0.005830917874396135,0.0,MC,62.0,63.84999847412109,61.54999923706055,63.59999847412109,46.42770004272461,251000,86,81.0,,0.81,69.66000000000001,-0.20000457763672586,-0.0031226318205653802
122,2018-08-03,1,0.001,-0.8285004142502072,MC,59.900001525878906,60.25,58.97499847412109,59.34999847412109,44.3717155456543,729600,63,85.0,,0.85,53.55,-3.5999984741210866,-0.05638212310342017
123,2018-08-10,1,0.001,0.0,MC,58.5,58.5,56.95000076293945,57.70000076293945,43.13813018798828,343500,55,85.0,,0.85,46.75,-1.75,-0.02904564315352698
124,2018-08-14,9,0.03964734299516908,38.64734299516908,MC,57.29999923706055,58.59999847412109,57.150001525878906,58.150001525878906,43.474571228027344,634200,58,85.0,,0.85,49.3,0.09999847412108664,0.0017093756260013748
125,2018-08-21,1,0.001,0.0,MC,58.04999923706055,59.09999847412109,57.70000076293945,58.59999847412109,43.810997009277344,272000,54,85.0,,0.85,45.9,0.5,0.008532423430365865
126,2018-08-28,1,0.001,0.0,MC,59.34999847412109,59.45000076293945,58.57500076293945,58.70000076293945,43.88576126098633,202300,64,85.0,,0.85,54.4,0.3500022888183665,0.005922204701437117
127,2018-08-30,1,0.001,0.0,MC,57.900001525878906,58.45000076293945,57.75,58.0,43.362422943115234,244400,68,85.0,,0.85,57.8,-1.0,-0.01682085764788399
128,2018-09-18,1,0.001,0.0,MC,56.04999923706055,56.25,55.20000076293945,55.400001525878906,41.41859436035156,257800,39,100.0,,1.0,39.0,-2.200000762939453,-0.03763902026044752
129,2018-09-19,2,0.005830917874396135,4.8309178743961345,MC,55.34999847412109,56.150001525878906,55.29999923706055,55.70000076293945,41.642879486083984,197100,58,100.0,,1.0,58.0,-0.09999847412109375,-0.0017777506510416874
130,2018-09-25,1,0.001,-0.8285004142502072,MC,57.04999923706055,57.70000076293945,56.59999847412109,57.150001525878906,42.7269401550293,208200,41,100.0,,1.0,41.0,1.5499992370605469,0.027604616116460257
131,2018-09-26,1,0.001,0.0,MC,57.29999923706055,57.650001525878906,55.75,55.79999923706055,41.7176399230957,254500,53,100.0,,1.0,53.0,-0.049999237060546875,-0.0008665378925377665
132,2018-09-27,1,0.001,0.0,MC,56.04999923706055,56.400001525878906,55.25,55.34999847412109,41.38120651245117,292000,46,100.0,,1.0,46.0,-1.25,-0.021682566642064693
133,2018-10-02,1,0.001,0.0,MC,55.470001220703125,55.470001220703125,53.86000061035156,54.31999969482422,40.61114883422852,249300,69,82.0,,0.82,56.58,-0.9300003051757812,-0.01648936666693268
134,2018-10-03,2,0.005830917874396135,4.8309178743961345,MC,54.56999969482422,55.59999847412109,54.04999923706055,55.2599983215332,41.31391906738281,309800,79,82.0,,0.82,64.78,0.12999725341796164,0.002343559591800437
135,2018-10-08,1,0.001,-0.8285004142502072,MC,53.59000015258789,53.900001525878906,52.2400016784668,53.040000915527344,39.65418243408203,274600,68,82.0,,0.82,55.76,-1.6999969482421804,-0.03057548551972422
136,2018-10-11,1,0.001,0.0,MC,51.58000183105469,52.38999938964844,49.93000030517578,50.040000915527344,37.41130447387695,603300,76,82.0,,0.82,62.31999999999999,-1.5100021362304688,-0.028014881140689285
137,2018-10-17,3,0.01066183574879227,9.661835748792269,MC,51.95000076293945,52.79999923706055,51.0099983215332,52.650001525878906,39.36261367797852,228700,77,82.0,,0.82,63.13999999999999,0.4099998474121094,0.007825918155920375
