,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,IR_unscaled,IR_monthly,isPartial,scale,IR,Stock_Price_Change,Stock_Price_Change_Percent
0,2017-06-29,1,0.026046382189239332,-0.03439026067817608,IR,21.32999992370605,21.540000915527344,21.040000915527344,21.43000030517578,17.240079879760742,796200,86,65.0,,0.65,55.9,,
1,2017-06-30,8,0.03253988868274583,0.24930550609017743,IR,21.540000915527344,21.739999771118164,21.239999771118164,21.61000061035156,17.384883880615234,250800,86,65.0,,0.65,55.9,0.1999988555908203,0.009284997543646867
2,2017-07-20,18,0.04181632653061224,0.8721654622476946,IR,23.40999984741211,23.6200008392334,23.0,23.549999237060547,18.945579528808597,454400,90,64.0,,0.64,57.6,1.8800010681152344,0.08647659098013594
3,2017-07-21,4,0.028829313543599258,-0.3105727849505302,IR,23.440000534057617,23.690000534057617,22.81999969482422,23.01000022888184,18.51116180419922,1163200,92,64.0,,0.64,58.88,0.06999969482421875,0.002963577152289787
4,2017-07-27,1,0.026046382189239332,-0.09653130832099877,IR,22.809999465942383,23.25,22.7450008392334,23.229999542236328,18.68814468383789,314200,96,64.0,,0.64,61.44,-0.4400005340576172,-0.01857325977789892
5,2017-07-28,5,0.029756957328385902,0.14246028919438714,IR,23.07999992370605,23.21999931335449,22.8799991607666,23.09000015258789,18.575515747070312,260800,86,64.0,,0.64,55.04,-0.030000686645511365,-0.0012903521137854757
6,2017-07-31,10,0.03439517625231911,0.15587006671238846,IR,23.229999542236328,23.229999542236328,22.90999984741211,22.959999084472656,18.470935821533203,536900,93,64.0,,0.64,59.52,0.01000022888183949,0.00043067309119559916
7,2017-08-09,6,0.030684601113172543,-0.10788068396353634,IR,24.040000915527344,24.06399917602539,23.479999542236328,23.600000381469727,18.985803604125977,296800,84,67.0,,0.67,56.28,0.8339996337890625,0.035901835997572906
8,2017-08-17,1,0.026046382189239332,-0.1511578692786747,IR,22.600000381469727,22.809999465942383,21.979999542236328,22.0,17.698631286621094,417900,89,67.0,,0.67,59.63,-1.2539997100830078,-0.05211102697062708
9,2017-09-05,1,0.026046382189239332,0.0,IR,23.780000686645508,23.8700008392334,22.940000534057617,23.1200008392334,18.599655151367188,450300,88,85.0,,0.85,74.8,1.0600013732910156,0.04647090741381654
10,2017-09-13,3,0.027901669758812617,-0.43332454124119224,IR,24.57999992370605,24.799999237060547,24.520000457763672,24.670000076293945,20.23660087585449,331100,100,85.0,,0.85,85.0,0.9299983978271484,0.03896097047045677
11,2017-09-28,5,0.029756957328385902,0.10317078203452779,IR,27.049999237060547,27.489999771118164,27.049999237060547,27.32999992370605,22.418577194213867,694400,82,85.0,,0.85,69.7,2.690000534057617,0.1084677668069336
12,2017-10-09,3,0.027901669758812617,0.07123014459719368,IR,26.600000381469727,26.850000381469727,26.226999282836918,26.780000686645508,21.96742057800293,372900,88,83.0,,0.83,73.03999999999999,-0.6399993896484375,-0.023281171152312652
13,2017-11-02,2,0.026974025974025977,-0.033246891415652624,IR,28.88999938964844,29.489999771118164,28.82999992370605,29.309999465942383,24.04275703430176,738300,91,81.0,,0.81,73.71000000000001,2.6399993896484375,0.09832399821753479
14,2017-11-08,3,0.027901669758812617,0.034390260678175855,IR,28.0,28.57999992370605,27.850000381469727,28.06999969482422,23.02559280395508,838500,100,81.0,,0.81,81.0,-0.9099998474121129,-0.030857913003558113
15,2017-11-13,5,0.029756957328385902,0.06649378283130525,IR,28.56999969482422,29.51000022888184,28.100000381469727,29.40999984741211,24.124786376953125,883300,93,81.0,,0.81,75.33,0.9300003051757884,0.0325402486934363
16,2017-11-14,1,0.026046382189239332,-0.12469605336991085,IR,28.559999465942383,28.8799991607666,28.170000076293945,28.65999984741211,23.50956916809082,1090100,95,81.0,,0.81,76.95,-0.6300010681152379,-0.02134873138695026
17,2017-11-15,-5,0.02048051948051948,-0.2136904337915806,IR,28.290000915527344,28.690000534057617,27.530000686645508,27.540000915527344,22.59084129333496,870400,94,81.0,,0.81,76.14,-0.18999862670898438,-0.0065789000079714555
18,2017-11-29,0,0.02511873840445269,0.2264697889301568,IR,31.11000061035156,31.57999992370605,31.030000686645508,31.149999618530277,25.552091598510746,892800,89,81.0,,0.81,72.09,2.889999389648434,0.10073193920710266
19,2017-12-22,10,0.03439517625231911,0.3693034936110495,IR,34.43000030517578,34.625,34.02000045776367,34.20000076293945,28.46095848083496,323400,59,77.0,,0.77,45.43,3.045000076293949,0.09642178858930794
