,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,ED_unscaled,ED_monthly,isPartial,scale,ED,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-16,1,0.009269858541893362,-0.044848077138692766,ED,73.7699966430664,74.0199966430664,73.05000305175781,74.01000213623047,59.82984924316406,1887800,86,61.0,,0.61,52.46,,
1,2016-05-26,2,0.009487486398258978,0.023476933912430997,ED,71.87000274658203,72.83000183105469,71.86000061035156,72.7300033569336,58.79507446289063,1144400,82,61.0,,0.61,50.02,-1.1899948120117188,-0.01607666665739016
2,2016-06-03,2,0.009487486398258978,0.0,ED,74.22000122070312,75.7300033569336,74.22000122070312,75.3499984741211,60.9130973815918,2244900,76,58.0,,0.58,44.08,2.9000015258789062,0.0398187759572779
3,2016-06-09,1,0.009269858541893362,-0.022938410368161577,ED,75.41000366210938,76.66999816894531,75.41000366210938,76.54000091552734,61.875091552734375,1585900,100,58.0,,0.58,57.99999999999999,0.9399948120117188,0.012412449100012601
4,2016-06-28,1,0.009269858541893362,0.0,ED,79.55000305175781,79.58000183105469,78.30999755859375,79.19999694824219,64.02545166015625,2514000,76,58.0,,0.58,44.08,2.910003662109375,0.03795492019834246
5,2016-06-30,2,0.009487486398258978,0.023476933912430997,ED,79.18000030517578,80.44000244140625,78.91000366210938,80.44000244140625,65.02787780761719,2222100,73,58.0,,0.58,42.34,0.8600006103515625,0.01080674278165139
6,2016-07-05,1,0.009269858541893362,-0.022938410368161577,ED,80.72000122070312,81.87999725341797,80.51000213623047,81.66999816894531,66.02220916748047,2148300,85,52.0,,0.52,44.2,1.4399948120117188,0.0179014764831793
7,2016-08-05,3,0.009705114254624593,-0.46007627580362,ED,78.44999694824219,78.63999938964844,77.66000366210938,77.75,62.85325241088867,1965600,77,54.0,,0.54,41.580000000000005,-3.2399978637695312,-0.03957007782672195
8,2016-08-18,1,0.009269858541893362,-0.044848077138692766,ED,76.16999816894531,77.51000213623047,76.16999816894531,77.37999725341797,63.09065628051758,2718600,80,54.0,,0.54,43.2,-1.1299972534179688,-0.014369242906768331
9,2016-08-26,14,0.012099020674646355,0.3052001408616034,ED,76.5,76.93000030517578,74.69000244140625,74.7699966430664,60.96262741088867,1126800,90,54.0,,0.54,48.6,-0.5800018310546875,-0.007482928848786319
10,2016-09-02,2,0.009487486398258978,-0.21584674880834598,ED,74.88999938964844,75.9000015258789,74.66000366210938,75.55000305175781,61.598594665527344,1625900,80,60.0,,0.6,48.0,-1.029998779296875,-0.01338877908762437
11,2016-09-13,4,0.009922742110990208,0.045876820736323154,ED,74.4800033569336,74.48999786376953,73.0999984741211,73.2300033569336,59.70701599121094,1658500,86,60.0,,0.6,51.6,-1.410003662109375,-0.018577122974478666
12,2016-09-21,1,0.009269858541893362,-0.06579668823335905,ED,76.45999908447266,78.08999633789062,76.36000061035156,78.05999755859375,63.645057678222656,2023500,88,60.0,,0.6,52.8,3.5999984741210938,0.048328615617695636
13,2016-10-11,1,0.009269858541893362,0.0,ED,71.91000366210938,72.33000183105469,71.3499984741211,71.66000366210938,58.42693710327149,2069900,87,60.0,,0.6,52.2,-5.7599945068359375,-0.07376097806321813
14,2016-10-14,1,0.009269858541893362,0.0,ED,72.6500015258789,73.37999725341797,72.16000366210938,72.48999786376953,59.103660583496094,1288200,83,60.0,,0.6,49.8,1.0499954223632812,0.014516734353412719
15,2016-11-03,13,0.01188139281828074,0.2817232069491724,ED,73.62000274658203,74.27999877929688,73.25,73.87000274658203,60.22882461547852,1517000,86,58.0,,0.58,49.88,0.9000015258789062,0.01226494357543717
16,2017-01-30,4,0.009922742110990208,-0.1648502610129131,ED,73.33999633789062,73.55999755859375,72.80999755859375,73.26000213623047,60.304649353027344,1595100,63,73.0,,0.73,45.99,-0.720001220703125,-0.009693069904893492
17,2017-02-08,1,0.009269858541893362,-0.06579668823335905,ED,74.62000274658203,75.30999755859375,74.62000274658203,75.25,61.94274139404297,1121600,54,75.0,,0.75,40.5,1.75,0.023790104106597543
18,2017-02-13,3,0.009705114254624593,0.04695386782486222,ED,74.29000091552734,74.4800033569336,73.63999938964844,74.3499984741211,61.772098541259766,1695200,100,75.0,,0.75,75.0,-0.8299942016601562,-0.011021036098353254
19,2017-02-15,1,0.009269858541893362,-0.044848077138692766,ED,73.20999908447266,73.76000213623047,72.94000244140625,73.69999694824219,61.232059478759766,1616700,66,75.0,,0.75,49.5,-0.720001220703125,-0.009667040658586368
20,2017-02-17,61,0.02232752992383025,1.408616034745862,ED,74.08000183105469,74.08000183105469,72.62999725341797,73.5,61.06590270996094,2768800,64,75.0,,0.75,48.0,0.31999969482421875,0.00433839053086249
21,2017-05-02,3,0.009705114254624593,-0.565329694429553,ED,79.02999877929688,79.33000183105469,78.7699966430664,79.26000213623047,65.85147857666016,1386700,82,67.0,,0.67,54.940000000000005,5.25,0.07086932870186802
22,2017-05-26,1,0.009269858541893362,-0.022938410368161577,ED,82.0999984741211,82.4000015258789,81.8499984741211,82.0999984741211,68.80521392822266,1123200,77,67.0,,0.67,51.59,3.0699996948242188,0.03869910026426382
23,2017-06-07,21,0.013622415669205658,0.46953867824862083,ED,83.13999938964844,83.94999694824219,82.86000061035156,83.76000213623047,70.19640350341797,1599800,98,64.0,,0.64,62.72,1.5499954223632812,0.01881062370947273
24,2017-06-28,8,0.010793253536452666,-0.2076843198338525,ED,83.01000213623047,83.05999755859375,81.80999755859375,81.81999969482422,68.57056427001953,1627100,78,64.0,,0.64,49.92,-0.8899993896484375,-0.010601541655768654
25,2017-07-20,2,0.009487486398258978,-0.12097993749369895,ED,82.0,82.41999816894531,81.68000030517578,82.41000366210938,69.06503295898438,969500,30,76.0,,0.76,22.8,-0.6399993896484375,-0.007705266174574121
26,2017-07-27,17,0.0127519042437432,0.3440761555224223,ED,81.94000244140625,82.30000305175781,81.55000305175781,82.29000091552734,68.9644546508789,1653700,28,76.0,,0.76,21.28,-0.1199951171875,-0.0014558980812100497
27,2017-07-28,14,0.012099020674646355,-0.051198907756634604,ED,82.2699966430664,82.48999786376953,81.7699966430664,82.37999725341797,69.03987884521484,2203700,27,76.0,,0.76,20.52,0.18999481201171875,0.002308563851355361
28,2017-11-21,-37,0.001,-0.894598004358298,ED,86.18000030517578,86.8499984741211,85.86000061035156,86.4800033569336,73.65999603271484,3014600,70,74.0,,0.74,51.8,4.3600006103515625,0.05285490026987283
29,2017-12-04,1,0.009269858541893362,8.269858541893361,ED,88.68000030517578,89.26000213623047,88.30000305175781,88.4800033569336,75.36353302001953,1374500,57,85.0,,0.85,48.45,2.410003662109375,0.027749035169269298
30,2017-12-13,29,0.015363438520130578,0.657354149548069,ED,88.45999908447266,88.80999755859375,87.69999694824219,87.9800033569336,74.93766021728516,2109300,63,85.0,,0.85,53.55,-0.45000457763671875,-0.005041503101802625
31,2017-12-15,1,0.009269858541893362,-0.39662865642042644,ED,87.83999633789062,88.62000274658203,87.79000091552734,88.23999786376953,75.15911102294922,3595300,64,85.0,,0.85,54.4,-0.18999481201171875,-0.0021393403584587523
32,2018-01-10,9,0.011010881392818282,0.18781547129944842,ED,81.51000213623047,81.77999877929688,80.70999908447266,80.91999816894531,68.92424011230469,1461200,73,84.0,,0.84,61.32,-6.840003967285156,-0.07718352240232773
33,2018-01-11,1,0.009269858541893362,-0.15811839114537019,ED,81.04000091552734,81.27999877929688,80.08000183105469,80.38999938964844,68.4728012084961,1513600,68,84.0,,0.84,57.12,-0.5,-0.006113964385709658
34,2018-01-12,2,0.009487486398258978,0.023476933912430997,ED,80.13999938964844,80.19000244140625,79.18000030517578,79.48999786376953,67.70622253417969,1899700,70,84.0,,0.84,58.8,-1.089996337890625,-0.013410388216790414
35,2018-01-22,1,0.009269858541893362,-0.022938410368161577,ED,78.58000183105469,79.38999938964844,78.37000274658203,78.52999877929688,66.88853454589844,3095700,87,84.0,,0.84,73.08,-0.8000030517578125,-0.009976344025458328
