,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,MF_unscaled,MF_monthly,isPartial,scale,MF,Stock_Price_Change,Stock_Price_Change_Percent
15,2021-07-19,3,0.004174603174603175,1.028277634961439,MF,8.0,8.0,7.409999847412109,7.920000076293945,7.920000076293945,605800,70,16.0,,0.16,11.2,-0.25,-0.030303030303030276
16,2021-07-20,9,0.010523809523809526,1.5209125475285177,MF,7.710000038146973,8.010000228881836,7.619999885559082,8.010000228881836,8.010000228881836,279300,53,16.0,,0.16,8.48,0.010000228881835938,0.0012500286102294922
17,2021-07-21,7,0.008407407407407409,-0.2011060834590247,MF,7.849999904632568,8.119999885559082,7.841000080108643,7.989999771118164,7.989999771118164,311900,64,16.0,,0.16,10.24,0.1099996566772461,0.013732790703378184
18,2021-07-22,5,0.006291005291005291,-0.2517306482064192,MF,8.09000015258789,8.09000015258789,7.489999771118164,7.53000020980835,7.53000020980835,650400,53,16.0,,0.16,8.48,-0.029999732971191406,-0.003694548447536805
19,2021-07-23,1,0.0020582010582010585,-0.672834314550042,MF,7.0,7.129000186920166,6.380000114440918,6.690000057220459,6.690000057220459,1170000,63,16.0,,0.16,10.08,-0.9609999656677246,-0.11878862145142388
20,2021-07-26,5,0.006291005291005291,1.0186757215619693,MF,5.900000095367432,5.96999979019165,5.382999897003174,5.599999904632568,5.599999904632568,1876000,64,16.0,,0.16,10.24,-1.1590003967285156,-0.1625754476560367
21,2021-07-27,7,0.008407407407407409,0.3364171572750212,MF,5.019999980926514,5.71999979019165,5.019999980926514,5.699999809265137,5.699999809265137,1261300,63,16.0,,0.16,10.08,-0.25,-0.04187604837285508
22,2021-07-28,9,0.010523809523809526,0.2517306482064192,MF,5.599999904632568,6.130000114440918,5.5,6.099999904632568,6.099999904632568,584800,54,16.0,,0.16,8.64,0.4100003242492676,0.07167838099440393
23,2021-07-29,6,0.007349206349206349,-0.3016591251885371,MF,6.25,6.28000020980835,5.639999866485596,5.730000019073486,5.730000019073486,396800,60,16.0,,0.16,9.6,0.15000009536743164,0.02446983565531502
24,2021-07-30,13,0.014756613756613756,1.0079193664506838,MF,5.550000190734863,5.739999771118164,5.545000076293945,5.590000152587891,5.590000152587891,273300,55,16.0,,0.16,8.8,-0.5400004386901855,-0.08598732812887355
25,2021-08-02,6,0.007349206349206349,0.7604562737642586,MF,5.75,5.787000179290772,5.28000020980835,5.460000038146973,5.460000038146973,247400,77,16.0,,0.16,12.32,0.04700040817260831,0.008188224746819461
26,2021-08-03,5,0.006291005291005291,-0.14398848092152627,MF,5.489999771118164,5.504000186920166,5.0,5.199999809265137,5.199999809265137,608000,82,16.0,,0.16,13.12,-0.28299999237060636,-0.04890271014390901
27,2021-08-04,4,0.005232804232804233,-0.16820857863751038,MF,5.300000190734863,5.300000190734863,5.070000171661377,5.199999809265137,5.199999809265137,315200,83,16.0,,0.16,13.28,-0.20399999618530273,-0.037063951536573936
28,2021-08-05,9,0.010523809523809526,1.0111223458038423,MF,5.150000095367432,5.289999961853027,5.050000190734863,5.119999885559082,5.119999885559082,311900,68,16.0,,0.16,10.88,-0.010000228881835938,-0.0018868355701793238
29,2021-08-06,4,0.005232804232804233,-0.5027652086475616,MF,5.190000057220459,5.199999809265137,4.880000114440918,4.940000057220459,4.940000057220459,465400,73,16.0,,0.16,11.68,-0.09000015258789062,-0.017013261481454656
30,2021-08-09,2,0.0031164021164021166,0.0,MF,5.03000020980835,5.03000020980835,4.869999885559082,4.920000076293945,4.920000076293945,301900,77,16.0,,0.16,12.32,-0.1699995994567871,-0.03269223186391068
31,2021-08-10,2,0.0031164021164021166,0.0,MF,5.0,5.0,4.789999961853027,4.840000152587891,4.840000152587891,233600,73,16.0,,0.16,11.68,-0.03000020980834961,-0.005964256174353699
32,2021-08-11,7,0.008407407407407409,1.697792869269949,MF,4.96999979019165,4.96999979019165,4.800000190734863,4.889999866485596,4.889999866485596,228200,87,16.0,,0.16,13.92,-0.03000020980834961,-0.006000041961669922
33,2021-08-12,7,0.008407407407407409,0.0,MF,4.820000171661377,4.929999828338623,4.730000019073486,4.869999885559082,4.869999885559082,384700,91,16.0,,0.16,14.56,-0.039999961853027344,-0.008048282402741247
34,2021-08-13,5,0.006291005291005291,-0.2517306482064192,MF,4.800000190734863,4.869999885559082,4.730000019073486,4.800000190734863,4.800000190734863,312300,80,16.0,,0.16,12.8,-0.059999942779541016,-0.012170374212722934
35,2021-08-16,3,0.004174603174603175,0.3395585738539897,MF,4.739999771118164,4.739999771118164,4.409999847412109,4.619999885559082,4.619999885559082,384300,84,16.0,,0.16,13.44,-0.13000011444091797,-0.026694069300988055
36,2021-08-17,3,0.004174603174603175,0.0,MF,4.389999866485596,4.5,4.335000038146973,4.449999809265137,4.449999809265137,675200,70,16.0,,0.16,11.2,-0.23999977111816406,-0.050632865550022665
37,2021-08-18,6,0.007349206349206349,0.7604562737642586,MF,4.489999771118164,4.78000020980835,4.380000114440918,4.71999979019165,4.71999979019165,451500,80,16.0,,0.16,12.8,0.2800002098083496,0.06222226884629989
38,2021-08-19,4,0.005232804232804233,-0.28797696184305255,MF,4.71999979019165,4.739999771118164,4.519999980926514,4.519999980926514,4.519999980926514,263600,80,16.0,,0.16,12.8,-0.04000043869018555,-0.00836829224570046
39,2021-08-20,3,0.004174603174603175,-0.20222446916076853,MF,4.46999979019165,4.539999961853027,4.409999847412109,4.449999809265137,4.449999809265137,220800,86,16.0,,0.16,13.76,-0.19999980926513672,-0.042194054625018906
40,2021-08-23,5,0.006291005291005291,2.0565552699228786,MF,4.53000020980835,4.610000133514404,4.360000133514404,4.519999980926514,4.519999980926514,527100,87,16.0,,0.16,13.92,0.07000017166137695,0.015418540143072201
41,2021-08-24,5,0.006291005291005291,0.0,MF,4.739999771118164,4.889999866485596,4.681000232696533,4.829999923706055,4.829999923706055,569800,100,16.0,,0.16,16.0,0.2799997329711914,0.060737467432074865
42,2021-08-25,4,0.005232804232804233,-0.16820857863751038,MF,4.849999904632568,4.940000057220459,4.739999771118164,4.829999923706055,4.829999923706055,538400,82,16.0,,0.16,13.12,0.05000019073486328,0.010224988159518666
43,2021-08-26,3,0.004174603174603175,-0.20222446916076853,MF,4.769999980926514,5.010000228881836,4.71999979019165,4.849999904632568,4.849999904632568,549500,95,16.0,,0.16,15.2,0.07000017166137695,0.01417007507096324
44,2021-08-27,5,0.006291005291005291,0.5069708491761722,MF,4.849999904632568,4.880000114440918,4.599999904632568,4.659999847412109,4.659999847412109,508200,91,16.0,,0.16,14.56,-0.13000011444091797,-0.02594812544947378
45,2021-08-30,6,0.007349206349206349,0.40444893832153683,MF,4.639999866485596,4.690000057220459,4.400000095367432,4.460000038146973,4.460000038146973,715100,81,16.0,,0.16,12.96,-0.19000005722045898,-0.03893443704196031
46,2021-08-31,4,0.005232804232804233,-0.28797696184305255,MF,4.46999979019165,4.550000190734863,4.199999809265137,4.28000020980835,4.28000020980835,550600,79,16.0,,0.16,12.64,-0.1399998664855957,-0.029850717436572305
47,2021-09-01,7,0.008407407407407409,0.6066734074823055,MF,4.239999771118164,4.420000076293945,4.21999979019165,4.389999866485596,4.389999866485596,545100,77,17.0,False,0.17,13.090000000000002,-0.13000011444091797,-0.028571452525570473
48,2021-09-02,8,0.009465608465608465,0.12586532410320928,MF,4.380000114440918,4.380000114440918,4.21999979019165,4.260000228881836,4.260000228881836,340400,70,17.0,,0.17,11.9,-0.039999961853027344,-0.009049764968910634
49,2021-09-03,3,0.004174603174603175,-0.5589714924538849,MF,4.260000228881836,4.320000171661377,4.230000019073486,4.289999961853027,4.289999961853027,319700,76,17.0,,0.17,12.920000000000002,-0.059999942779541016,-0.01369861671503625
50,2021-09-07,3,0.004174603174603175,-0.20222446916076853,MF,4.340000152587891,4.46999979019165,4.260000228881836,4.389999866485596,4.389999866485596,561300,72,17.0,,0.17,12.24,0.14999961853027344,0.03472213253931122
51,2021-09-08,2,0.0031164021164021166,-0.2534854245880861,MF,4.400000095367432,4.420000076293945,4.355000019073486,4.400000095367432,4.400000095367432,261200,78,17.0,,0.17,13.260000000000002,-0.04999971389770508,-0.011185618846653589
52,2021-09-09,2,0.0031164021164021166,0.0,MF,4.369999885559082,4.440000057220459,4.329999923706055,4.389999866485596,4.389999866485596,254700,78,17.0,,0.17,13.260000000000002,0.019999980926513672,0.0045248824844552615
53,2021-09-10,4,0.005232804232804233,0.6791171477079796,MF,4.480000019073486,4.570000171661377,4.330999851226807,4.340000152587891,4.340000152587891,331300,76,17.0,,0.17,12.920000000000002,0.13000011444091797,0.029279304676923967
54,2021-09-13,5,0.006291005291005291,2.0565552699228786,MF,4.340000152587891,4.340000152587891,4.130000114440918,4.230000019073486,4.230000019073486,328600,67,17.0,,0.17,11.39,-0.23000001907348633,-0.05032822985428298
55,2021-09-14,5,0.006291005291005291,0.0,MF,4.190000057220459,4.349999904632568,4.050000190734863,4.079999923706055,4.079999923706055,289900,80,17.0,,0.17,13.6,0.009999752044677734,0.0023040902518667306
56,2021-09-15,5,0.006291005291005291,0.0,MF,4.050000190734863,4.480000019073486,4.050000190734863,4.179999828338623,4.179999828338623,606800,74,17.0,,0.17,12.58,0.13000011444091797,0.029885084434708498
57,2021-09-16,4,0.005232804232804233,-0.16820857863751038,MF,4.260000228881836,4.309999942779541,4.099999904632568,4.190000057220459,4.190000057220459,420300,87,17.0,,0.17,14.79,-0.1700000762939453,-0.037946445439771104
58,2021-09-17,2,0.0031164021164021166,-0.40444893832153694,MF,4.199999809265137,4.440000057220459,4.177999973297119,4.21999979019165,4.21999979019165,475900,83,17.0,,0.17,14.11,0.13000011444091797,0.03016243994589951
59,2021-09-20,11,0.012640211640211639,3.056027164685908,MF,4.110000133514404,4.25,4.110000133514404,4.210000038146973,4.210000038146973,347500,89,17.0,,0.17,15.13,-0.19000005722045898,-0.04279280512879169
60,2021-09-21,5,0.006291005291005291,-0.502302218501465,MF,4.230000019073486,4.440000057220459,4.159999847412109,4.210000038146973,4.210000038146973,450300,93,17.0,,0.17,15.81,0.19000005722045898,0.04470589581657869
61,2021-09-22,7,0.008407407407407409,0.3364171572750212,MF,4.28000020980835,4.360000133514404,4.039999961853027,4.230000019073486,4.230000019073486,326200,69,17.0,,0.17,11.73,-0.07999992370605469,-0.018018000602490147
62,2021-09-23,4,0.005232804232804233,-0.3775959723096287,MF,4.210000038146973,4.239999771118164,4.150000095367432,4.190000057220459,4.190000057220459,158100,84,17.0,,0.17,14.28,-0.12000036239624023,-0.0275230180553947
63,2021-09-24,2,0.0031164021164021166,-0.40444893832153694,MF,4.159999847412109,4.440000057220459,4.150000095367432,4.340000152587891,4.340000152587891,631800,74,17.0,,0.17,12.58,0.20000028610229492,0.04716988134401512
64,2021-09-27,5,0.006291005291005291,0.5069708491761722,MF,4.329999923706055,4.400000095367432,4.28000020980835,4.340000152587891,4.340000152587891,402900,73,17.0,,0.17,12.41,-0.039999961853027344,-0.009009000301245074
65,2021-09-28,2,0.0031164021164021166,-0.5046257359125315,MF,4.340000152587891,4.369999885559082,4.230000019073486,4.289999961853027,4.289999961853027,188000,88,17.0,,0.17,14.96,-0.03000020980834961,-0.006818229354116467
66,2021-09-29,5,0.006291005291005291,1.0186757215619693,MF,4.320000171661377,4.630000114440918,4.320000171661377,4.5,4.5,1010300,92,17.0,,0.17,15.64,0.26000022888183594,0.05949662143951584
67,2021-09-30,5,0.006291005291005291,0.0,MF,4.5,4.570000171661377,4.340000152587891,4.360000133514404,4.360000133514404,283800,82,17.0,,0.17,13.94,-0.059999942779541016,-0.0129589506039971
68,2021-10-01,5,0.006291005291005291,0.0,MF,4.380000114440918,4.460000038146973,4.050000190734863,4.179999828338623,4.179999828338623,246700,57,21.0,False,0.21,11.97,-0.1100001335144043,-0.024070050193108594
69,2021-10-04,4,0.005232804232804233,0.6791171477079796,MF,4.150000095367432,4.179999828338623,3.9609999656677246,4.090000152587891,4.090000152587891,491100,52,21.0,,0.21,10.92,-0.2800002098083496,-0.06278031556355845
70,2021-10-05,2,0.0031164021164021166,-0.40444893832153694,MF,4.110000133514404,4.110000133514404,4.0,4.059999942779541,4.059999942779541,171800,60,21.0,,0.21,12.6,-0.06999969482421875,-0.01674633916242063
71,2021-10-06,5,0.006291005291005291,1.0186757215619693,MF,4.039999961853027,4.079999923706055,3.924999952316284,4.050000190734863,4.050000190734863,124700,61,21.0,,0.21,12.81,-0.03000020980834961,-0.007299320884132654
72,2021-10-07,9,0.010523809523809526,0.6728343145500424,MF,4.099999904632568,4.25,4.019999980926514,4.039999961853027,4.039999961853027,166500,58,21.0,,0.21,12.18,0.1700000762939453,0.04166668614530922
73,2021-10-08,3,0.004174603174603175,-0.603318250377074,MF,4.059999942779541,4.139999866485596,3.9600000381469727,4.0,4.0,270300,52,21.0,,0.21,10.92,-0.1100001335144043,-0.02588238435633039
74,2021-10-11,2,0.0031164021164021166,0.5141388174807195,MF,4.019999980926514,4.079999923706055,4.0,4.010000228881836,4.010000228881836,56200,59,21.0,,0.21,12.39,-0.059999942779541016,-0.014492740269210325
75,2021-10-12,4,0.005232804232804233,0.6791171477079796,MF,3.9700000286102295,4.0,3.910000085830689,3.9800000190734863,3.9800000190734863,160900,51,21.0,,0.21,10.71,-0.07999992370605469,-0.01960782480441492
76,2021-10-13,1,0.0020582010582010585,-0.6066734074823052,MF,3.9700000286102295,3.9700000286102295,3.819999933242798,3.940000057220459,3.940000057220459,264400,52,21.0,,0.21,10.92,-0.029999971389770508,-0.007499992847442627
77,2021-10-14,1,0.0020582010582010585,0.0,MF,3.900000095367432,3.900000095367432,3.809999942779541,3.869999885559082,3.869999885559082,99000,48,21.0,,0.21,10.08,-0.06999993324279741,-0.017632224871117264
78,2021-10-15,6,0.007349206349206349,2.5706940874035986,MF,3.8239998817443848,3.880000114440918,3.7799999713897705,3.809999942779541,3.809999942779541,120100,59,21.0,,0.21,12.39,-0.019999980926514116,-0.0051282001121668586
79,2021-10-18,2,0.0031164021164021166,0.0,MF,3.7799999713897705,3.7899999618530273,3.7100000381469727,3.7300000190734863,3.7300000190734863,150800,48,21.0,,0.21,10.08,-0.09000015258789062,-0.023195914931270267
80,2021-10-19,3,0.004174603174603175,0.3395585738539897,MF,3.700000047683716,3.839999914169312,3.670000076293945,3.799999952316284,3.799999952316284,149900,60,21.0,,0.21,12.6,0.049999952316284624,0.01319259968853359
81,2021-10-20,7,0.008407407407407409,1.0139416983523448,MF,3.7899999618530273,3.920000076293945,3.759999990463257,3.890000104904175,3.890000104904175,133500,52,21.0,,0.21,10.92,0.0800001621246329,0.020833376018952077
82,2021-10-21,5,0.006291005291005291,-0.2517306482064192,MF,3.900000095367432,3.900000095367432,3.7699999809265137,3.7799999713897705,3.7799999713897705,118800,67,21.0,,0.21,14.07,-0.019999980926512784,-0.005102035851341391
83,2021-10-22,8,0.009465608465608465,0.5046257359125315,MF,4.090000152587891,4.090000152587891,3.7699999809265137,3.7799999713897705,3.7799999713897705,263900,55,21.0,,0.21,11.55,0.19000005722045854,0.04871796219855162
84,2021-10-25,2,0.0031164021164021166,0.5141388174807195,MF,3.7799999713897705,3.7899999618530273,3.700000047683716,3.7300000190734863,3.7300000190734863,115200,50,21.0,,0.21,10.5,-0.3000001907348633,-0.07334967714977769
85,2021-10-26,3,0.004174603174603175,0.3395585738539897,MF,3.7200000286102295,3.75,3.539999961853028,3.740000009536743,3.740000009536743,428700,51,21.0,,0.21,10.71,-0.039999961853027344,-0.010554079750826784
86,2021-10-27,6,0.007349206349206349,0.7604562737642586,MF,3.740000009536743,3.740000009536743,3.5199999809265137,3.609999895095825,3.609999895095825,210300,51,21.0,,0.21,10.71,-0.009999990463256836,-0.002666664123535112
87,2021-10-28,4,0.005232804232804233,-0.28797696184305255,MF,3.569999933242798,3.7300000190734863,3.539999961853028,3.7300000190734863,3.7300000190734863,143200,61,21.0,,0.21,12.81,-0.009999990463256836,-0.002673794234694493
88,2021-10-29,4,0.005232804232804233,0.0,MF,4.400000095367432,4.489999771118164,3.7699999809265137,3.950000047683716,3.950000047683716,1141100,46,21.0,,0.21,9.66,0.7599997520446777,0.20375328368857692
89,2021-11-01,1,0.0020582010582010585,-0.3395585738539898,MF,3.920000076293945,4.019999980926514,3.7699999809265137,4.0,4.0,122400,100,20.0,False,0.2,20.0,-0.4699997901916504,-0.10467701874171909
90,2021-11-02,6,0.007349206349206349,2.5706940874035986,MF,3.9600000381469727,4.039999961853027,3.799999952316284,4.039999961853027,4.039999961853027,216800,72,20.0,,0.2,14.4,0.019999980926513672,0.004975119657066207
91,2021-11-03,12,0.0136984126984127,0.8639308855291579,MF,4.010000228881836,4.260000228881836,3.990000009536743,4.239999771118164,4.239999771118164,261500,63,20.0,,0.2,12.6,0.2200002670288086,0.05445551215498057
92,2021-11-04,6,0.007349206349206349,-0.46349942062572425,MF,4.21999979019165,4.340000152587891,3.950000047683716,4.039999961853027,4.039999961853027,533500,71,20.0,,0.2,14.2,0.07999992370605469,0.01877932380464986
93,2021-11-05,4,0.005232804232804233,-0.28797696184305255,MF,4.059999942779541,4.099999904632568,3.920000076293945,3.9700000286102295,3.9700000286102295,114900,68,20.0,,0.2,13.6,-0.24000024795532227,-0.055299594358818815
94,2021-11-08,9,0.010523809523809526,0.6728343145500424,MF,4.03000020980835,4.179999828338623,3.9700000286102295,4.0,4.0,291000,66,20.0,,0.2,13.2,0.07999992370605469,0.019512176967531936
95,2021-11-09,5,0.006291005291005291,-0.4022121669180494,MF,4.010000228881836,4.170000076293945,3.9600000381469727,4.070000171661377,4.070000171661377,255400,62,20.0,,0.2,12.4,-0.009999752044677734,-0.0023922852763973435
96,2021-11-10,4,0.005232804232804233,-0.16820857863751038,MF,4.039999961853027,4.230000019073486,4.039999961853027,4.199999809265137,4.199999809265137,245400,71,20.0,,0.2,14.2,0.059999942779541016,0.014388475223450214
97,2021-11-11,6,0.007349206349206349,0.40444893832153683,MF,4.300000190734863,4.380000114440918,4.03000020980835,4.150000095367432,4.150000095367432,310700,62,20.0,,0.2,12.4,0.15000009536743164,0.03546101529339629
98,2021-11-12,5,0.006291005291005291,-0.14398848092152627,MF,4.449999809265137,4.639999866485596,4.230000019073486,4.599999904632568,4.599999904632568,1843500,74,20.0,,0.2,14.8,0.25999975204467773,0.059360672431823636
99,2021-11-15,3,0.004174603174603175,1.028277634961439,MF,4.550000190734863,4.75,4.429999828338623,4.639999866485596,4.639999866485596,487600,48,20.0,,0.2,9.6,0.1100001335144043,0.023706926008538964
100,2021-11-16,8,0.009465608465608465,1.2674271229404308,MF,4.599999904632568,4.610000133514404,4.239999771118164,4.289999961853027,4.289999961853027,540000,47,20.0,,0.2,9.4,-0.1399998664855957,-0.029473656102230628
101,2021-11-17,2,0.0031164021164021166,-0.6707657909446618,MF,4.210000038146973,4.380000114440918,4.119999885559082,4.300000190734863,4.300000190734863,487100,62,20.0,,0.2,12.4,-0.23000001907348633,-0.04989154282261321
102,2021-11-18,7,0.008407407407407409,1.697792869269949,MF,4.15500020980835,4.440000057220459,4.079999923706055,4.440000057220459,4.440000057220459,345200,64,20.0,,0.2,12.8,0.059999942779541016,0.013698616715036138
103,2021-11-19,2,0.0031164021164021166,-0.6293266205160479,MF,4.449999809265137,4.559999942779541,4.449999809265137,4.539999961853027,4.539999961853027,490100,64,20.0,,0.2,12.8,0.11999988555908203,0.02702700090373522
104,2021-11-22,3,0.004174603174603175,1.028277634961439,MF,4.639999866485596,4.980000019073486,4.5,4.929999828338623,4.929999828338623,677200,67,20.0,,0.2,13.4,0.4200000762939453,0.09210528104479199
105,2021-11-23,4,0.005232804232804233,0.2534854245880862,MF,4.900000095367432,5.099999904632568,4.710000038146973,4.980000019073486,4.980000019073486,639000,59,20.0,,0.2,11.8,0.11999988555908203,0.0240963624697752
106,2021-11-24,1,0.0020582010582010585,-0.6066734074823052,MF,4.900000095367432,5.110000133514404,4.880000114440918,5.039999961853027,5.039999961853027,560200,52,20.0,,0.2,10.4,0.010000228881835938,0.0019608292291832807
107,2021-11-26,4,0.005232804232804233,1.542416452442159,MF,4.820000171661377,5.380000114440918,4.809999942779541,5.25,5.25,662800,62,20.0,,0.2,12.4,0.26999998092651367,0.05283756827239472
108,2021-11-29,3,0.004174603174603175,0.3395585738539897,MF,5.25,5.440000057220459,5.090000152587891,5.309999942779541,5.309999942779541,836700,61,20.0,,0.2,12.2,0.059999942779541016,0.011152405483875416
109,2021-11-30,7,0.008407407407407409,1.0139416983523448,MF,5.320000171661377,5.400000095367432,4.96999979019165,5.099999904632568,5.099999904632568,894700,52,20.0,,0.2,10.4,-0.039999961853027344,-0.007352934086817808
110,2021-12-01,4,0.005232804232804233,-0.3775959723096287,MF,5.199999809265137,5.25,5.019999980926514,5.059999942779541,5.059999942779541,305600,73,17.0,False,0.17,12.41,-0.15000009536743164,-0.027777794947839718
111,2021-12-02,3,0.004174603174603175,-0.20222446916076853,MF,5.059999942779541,5.179999828338623,4.889999866485596,5.010000228881836,5.010000228881836,340200,83,17.0,,0.17,14.11,-0.07000017166137695,-0.013333366030738425
112,2021-12-03,8,0.009465608465608465,1.2674271229404308,MF,4.809999942779541,4.880000114440918,4.420000076293945,4.489999771118164,4.489999771118164,492700,81,17.0,,0.17,13.77,-0.2999997138977051,-0.0579150046022151
113,2021-12-06,2,0.0031164021164021166,-0.2534854245880861,MF,4.300000190734863,4.377999782562256,4.159999847412109,4.21999979019165,4.21999979019165,695500,73,17.0,,0.17,12.41,-0.5020003318786621,-0.10286891805455911
114,2021-12-07,3,0.004174603174603175,0.3395585738539897,MF,4.309999942779541,4.380000114440918,4.03000020980835,4.25,4.25,821800,91,17.0,,0.17,15.47,0.0020003318786621094,0.0004569054312495435
115,2021-12-08,4,0.005232804232804233,0.2534854245880862,MF,4.170000076293945,4.739999771118164,4.150000095367432,4.570000171661377,4.570000171661377,576300,87,17.0,,0.17,14.79,0.3599996566772461,0.0821917002902175
116,2021-12-09,3,0.004174603174603175,-0.20222446916076853,MF,4.5,4.800000190734863,4.489999771118164,4.630000114440918,4.630000114440918,405200,77,17.0,,0.17,13.090000000000002,0.06000041961669922,0.012658316986067009
117,2021-12-10,4,0.005232804232804233,0.2534854245880862,MF,4.599999904632568,4.699999809265137,4.46999979019165,4.630000114440918,4.630000114440918,471100,89,17.0,,0.17,15.13,-0.10000038146972656,-0.02083341197834765
118,2021-12-13,2,0.0031164021164021166,0.5141388174807195,MF,4.460000038146973,4.800000190734863,4.440000057220459,4.630000114440918,4.630000114440918,651300,97,17.0,,0.17,16.490000000000002,0.10000038146972656,0.021276677771900232
119,2021-12-14,6,0.007349206349206349,1.3582342954159592,MF,4.610000133514404,4.630000114440918,4.409999847412109,4.579999923706055,4.579999923706055,372600,90,17.0,,0.17,15.3,-0.1700000762939453,-0.03541668115390617
120,2021-12-15,9,0.010523809523809526,0.43196544276457916,MF,4.5,4.860000133514404,4.239999771118164,4.659999847412109,4.659999847412109,769100,97,17.0,,0.17,16.490000000000002,0.23000001907348633,0.04967602880961475
121,2021-12-16,1,0.0020582010582010585,-0.8044243338360986,MF,4.639999866485596,4.639999866485596,4.440000057220459,4.510000228881836,4.510000228881836,653500,91,17.0,,0.17,15.47,-0.2200002670288086,-0.045267543412539024
122,2021-12-17,7,0.008407407407407409,3.084832904884319,MF,4.409999847412109,4.670000076293945,4.309999942779541,4.400000095367432,4.400000095367432,712000,76,17.0,,0.17,12.920000000000002,0.03000020980834961,0.006465562644740297
123,2021-12-20,5,0.006291005291005291,0.0,MF,4.269999980926514,4.320000171661377,3.9600000381469727,4.039999961853027,4.039999961853027,358000,78,17.0,,0.17,13.260000000000002,-0.34999990463256836,-0.07494644516372773
124,2021-12-21,3,0.004174603174603175,-0.336417157275021,MF,4.130000114440918,4.449999809265137,4.130000114440918,4.210000038146973,4.210000038146973,392500,79,17.0,,0.17,13.43,0.12999963760375977,0.03009250750880521
125,2021-12-22,3,0.004174603174603175,0.0,MF,4.21999979019165,4.21999979019165,3.9800000190734863,4.090000152587891,4.090000152587891,471900,84,17.0,,0.17,14.28,-0.23000001907348633,-0.05168539975993125
126,2021-12-23,2,0.0031164021164021166,-0.2534854245880861,MF,4.059999942779541,4.090000152587891,4.019999980926514,4.059999942779541,4.059999942779541,68100,79,17.0,,0.17,13.43,-0.12999963760375977,-0.030805602859486414
