,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,GPRO_unscaled,GPRO_monthly,isPartial,scale,GPRO,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-02,2,0.4350175953079179,0.00678697714824783,GPRO,12.5600004196167,12.640000343322754,12.0,12.229999542236328,12.229999542236328,6276300,23,89.0,,0.89,20.47,,
1,2016-05-03,4,0.4408826979472141,0.01348244922172559,GPRO,12.100000381469728,12.119999885559082,11.449999809265137,11.649999618530272,11.649999618530272,6227600,25,89.0,,0.89,22.25,-0.5200004577636719,-0.04113927560440056
2,2016-05-04,1,0.4320850439882698,-0.01995463645978146,GPRO,11.539999961853027,11.789999961853027,11.170000076293944,11.399999618530272,11.399999618530272,6183500,30,89.0,,0.89,26.7,-0.3299999237060547,-0.027227716734490093
3,2016-05-05,3,0.437950146627566,0.013573954296495883,GPRO,11.390000343322754,11.550000190734863,10.670000076293944,10.710000038146973,10.710000038146973,12398000,100,89.0,,0.89,89.0,-0.23999977111816406,-0.020356214749337798
4,2016-05-06,2,0.4350175953079179,-0.006696084799217905,GPRO,9.93000030517578,10.649999618530272,9.8100004196167,10.460000038146973,10.460000038146973,14540100,59,89.0,,0.89,52.51,-0.9000005722045916,-0.07792212617680738
5,2016-05-09,40,0.5464545454545454,0.25616653521278665,GPRO,10.449999809265137,10.600000381469728,9.75,9.779999732971191,9.779999732971191,10693300,33,89.0,,0.89,29.37,-0.04999923706054332,-0.004694764211404134
6,2016-05-11,5,0.44381524926686217,-0.18782769224164297,GPRO,9.829999923706056,9.850000381469728,9.40999984741211,9.460000038146973,9.460000038146973,7687800,27,89.0,,0.89,24.03,-0.75,-0.07075471443483194
7,2016-05-12,1,0.4320850439882698,-0.026430379077711952,GPRO,9.510000228881836,9.550000190734863,8.789999961853027,8.819999694824219,8.819999694824219,10039000,40,89.0,,0.89,35.6,-0.30000019073486506,-0.03045687097629346
8,2016-05-13,4,0.4408826979472141,0.020360931444743713,GPRO,8.890000343322754,9.420000076293944,8.760000228881836,8.880000114440918,8.880000114440918,7739100,36,89.0,,0.89,32.04,-0.13000011444091975,-0.013612577156494887
9,2016-05-16,20,0.4878035190615836,0.128952565816711,GPRO,9.050000190734863,9.260000228881836,8.800000190734863,8.930000305175781,8.930000305175781,5758100,26,89.0,,0.89,23.14,-0.1599998474121076,-0.01698512166839128
10,2016-05-17,9,0.45554545454545453,-0.0661292164890196,GPRO,8.979999542236328,9.229999542236328,8.850000381469727,8.989999771118164,8.989999771118164,4361400,24,89.0,,0.89,21.36,-0.030000686645507812,-0.0032398148924377423
11,2016-05-25,2,0.4350175953079179,0.020641112968811326,GPRO,9.81999969482422,10.18000030517578,9.710000038146973,10.079999923706056,10.079999923706056,6070200,38,89.0,,0.89,33.82,0.9500007629394513,0.10292533153357852
