,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,RS_unscaled,RS_monthly,isPartial,scale,RS,Stock_Price_Change,Stock_Price_Change_Percent
17,2016-08-30,3,0.05305811138014528,0.0,RS,72.4800033569336,72.73999786376953,71.62000274658203,71.80000305175781,63.87960433959961,412200,87,95.0,,0.95,82.64999999999999,-0.279998779296875,-0.0038345493312681445
18,2016-09-15,2,0.05184745762711865,-0.022817505590288834,RS,67.80000305175781,69.12999725341797,67.72000122070312,68.72000122070312,61.13937759399414,605800,95,92.0,,0.92,87.4,-3.6100006103515625,-0.04962882480574882
19,2016-09-19,1,0.05063680387409201,-0.023350301218885816,RS,69.23999786376953,70.12999725341797,68.95999908447266,69.2300033569336,61.5931282043457,470300,90,92.0,,0.92,82.8,1.0,0.014465500357741634
20,2016-09-27,11,0.06274334140435835,0.2390857361449814,RS,71.05000305175781,72.05000305175781,70.70999908447266,72.05000305175781,64.10205078125,425800,78,92.0,,0.92,71.76,1.9200057983398438,0.027377810830389926
21,2016-09-29,0,0.049426150121065375,-0.21224867826959437,RS,73.2699966430664,74.01000213623047,72.05000305175781,72.2300033569336,64.2621841430664,538800,81,92.0,,0.92,74.52000000000001,1.9599990844726562,0.027203317161064833
22,2016-10-05,1,0.05063680387409201,0.0,RS,69.94000244140625,70.22000122070312,69.08999633789062,70.19000244140625,62.44721984863281,554200,93,88.0,,0.88,81.84,-3.7900009155273438,-0.051209306933285514
23,2016-10-06,4,0.054268765133171915,0.07172572084349449,RS,69.4800033569336,70.33000183105469,69.44000244140625,70.19000244140625,62.44721984863281,592100,80,88.0,,0.88,70.4,0.1100006103515625,0.0015665139339122724
24,2016-10-10,1,0.05063680387409201,-0.06692544505420972,RS,69.87000274658203,71.41000366210938,69.87000274658203,70.48999786376953,62.71413040161133,314600,77,88.0,,0.88,67.76,1.0800018310546875,0.015356203653300815
25,2016-10-24,1,0.05063680387409201,-0.04563501118057778,RS,70.26000213623047,70.26000213623047,68.36000061035156,68.55000305175781,60.98814010620117,742500,85,88.0,,0.88,74.8,-1.1500015258789062,-0.01610420763063347
26,2016-11-07,18,0.07121791767554479,0.4064457514464688,RS,69.3499984741211,69.62999725341797,68.37999725341797,68.97000122070312,61.36178970336914,496900,56,95.0,,0.95,53.2,-0.6300048828125,-0.008966764356069246
27,2016-11-14,7,0.057900726392251814,-0.18699214632985417,RS,78.73999786376953,79.5,78.08999633789062,78.69999694824219,70.01846313476562,545800,65,95.0,,0.95,61.75,9.870002746582031,0.14174929105138712
28,2016-11-15,3,0.05305811138014528,-0.08363651570275576,RS,77.4000015258789,79.5,76.72000122070312,79.37999725341797,70.62342834472656,586400,67,95.0,,0.95,63.65,0.0,0.0
29,2016-11-21,1,0.05063680387409201,-0.04563501118057778,RS,77.37999725341797,77.9800033569336,76.41999816894531,77.88999938964844,69.67082977294922,614600,59,95.0,,0.95,56.05,-1.5199966430664062,-0.019119454629766164
30,2016-11-22,29,0.08453510895883777,0.6694400612059486,RS,78.54000091552734,82.87999725341797,78.27999877929688,82.4000015258789,73.70492553710938,1272900,64,95.0,,0.95,60.8,4.899993896484375,0.06283654380028558
31,2016-12-07,1,0.05063680387409201,-0.40099676338326695,RS,85.48999786376953,87.0199966430664,84.95999908447266,86.33999633789062,77.22916412353516,851000,91,90.0,,0.9,81.9,4.1399993896484375,0.04995173174282064
32,2016-12-09,2,0.05184745762711865,0.023908573614498163,RS,86.5199966430664,86.5199966430664,84.44000244140625,84.63999938964844,75.70855712890625,517300,85,90.0,,0.9,76.5,-0.5,-0.005745805783593294
33,2016-12-13,1,0.05063680387409201,0.40233353450010045,RS,84.06999969482422,84.54000091552734,82.31999969482422,83.22000122070312,74.43840789794922,568600,88,90.0,,0.9,79.2,-1.9799957275390625,-0.022884833614909006
34,2016-12-14,1,0.05063680387409201,0.0,RS,82.94000244140625,84.55999755859375,82.55000305175781,82.55000305175781,73.8390884399414,476200,84,90.0,,0.9,75.60000000000001,0.01999664306640625,0.00023653469186002418
35,2016-12-22,1,0.05063680387409201,0.0,RS,83.23999786376953,83.81999969482422,81.91999816894531,82.13999938964844,73.47235870361328,485200,85,90.0,,0.9,76.5,-0.7399978637695312,-0.008751157582008728
36,2016-12-29,26,0.08090314769975787,0.5977143403624541,RS,80.9800033569336,81.30000305175781,80.30000305175781,80.75,72.22904205322266,174400,93,90.0,,0.9,83.7,-2.5199966430664062,-0.03006438382535581
37,2017-01-03,3,0.05305811138014528,-0.34417741597581775,RS,80.58999633789062,81.80000305175781,79.63999938964844,80.41000366210938,71.9249267578125,269700,77,95.0,,0.95,73.14999999999999,0.5,0.006150061269760254
38,2017-01-04,3,0.05305811138014528,0.0,RS,80.45999908447266,82.66000366210938,80.22000122070312,82.58000183105469,73.86591339111328,358100,80,95.0,,0.95,76.0,0.8600006103515625,0.010513454502042219
39,2017-01-06,1,0.05063680387409201,-0.04563501118057778,RS,81.87999725341797,82.19000244140625,80.29000091552734,80.33000183105469,71.8533706665039,395900,77,95.0,,0.95,73.14999999999999,-0.470001220703125,-0.0056859569305652835
40,2017-01-09,5,0.05547941888619855,0.09563429445799265,RS,81.62999725341797,81.77999877929688,79.8499984741211,79.8499984741211,71.42401885986328,515700,82,95.0,,0.95,77.89999999999999,-0.410003662109375,-0.004988485824680033
41,2017-01-10,9,0.06032203389830509,0.08728669314363025,RS,81.70999908447266,83.37000274658203,80.8499984741211,83.08999633789062,74.32211303710938,623700,83,95.0,,0.95,78.85,1.5900039672851562,0.019442455258237068
42,2017-02-14,1,0.05063680387409201,-0.04563501118057778,RS,84.97000122070312,85.05000305175781,83.55999755859375,84.30000305175781,75.40442657470703,365300,72,91.0,,0.91,65.52,1.6800003051757812,0.020151136497889244
43,2017-03-01,2,0.05184745762711865,-0.04461696336947307,RS,86.11000061035156,87.77999877929688,86.08999633789062,87.27999877929688,78.0699691772461,566900,83,97.0,False,0.97,80.50999999999999,2.7299957275390625,0.03209871404563858
44,2017-03-02,0,0.049426150121065375,-0.04670060243777152,RS,86.81999969482422,87.45999908447266,84.54000091552734,84.56999969482422,75.64594268798828,369700,91,97.0,,0.97,88.27,-0.31999969482421875,-0.0036454739037851125
45,2017-03-03,2,0.05184745762711865,0.048988389751629,RS,84.5,85.33999633789062,83.62000274658203,84.62000274658203,75.69065856933594,436000,84,97.0,,0.97,81.48,-2.1200027465820312,-0.024239684070136325
46,2017-03-10,2,0.05184745762711865,0.048988389751629,RS,80.8499984741211,81.80999755859375,80.1500015258789,80.26000213623047,72.18817138671875,460100,81,97.0,,0.97,78.57,-3.529998779296875,-0.04136394341195404
47,2017-03-17,1,0.05063680387409201,-0.023350301218885816,RS,83.05999755859375,84.41000366210938,82.31999969482422,82.36000061035156,74.07695770263672,697700,89,97.0,,0.97,86.33,2.600006103515625,0.031781031427772
48,2017-03-28,0,0.049426150121065375,-0.1091083664295378,RS,77.88999938964844,80.47000122070312,77.88999938964844,79.5999984741211,71.59452056884766,476900,89,97.0,,0.97,86.33,-3.94000244140625,-0.046676960910675414
49,2017-03-30,1,0.05063680387409201,0.02449419487581439,RS,79.2300033569336,80.4000015258789,79.12000274658203,80.12000274658203,72.062255859375,436300,87,97.0,,0.97,84.39,-0.06999969482421875,-0.0008698855941636774
50,2017-04-06,13,0.06516464891041163,0.28690288337397796,RS,78.19000244140625,78.98999786376953,77.56999969482422,78.56999969482422,70.66812133789062,365500,75,96.0,,0.96,72.0,-1.410003662109375,-0.01753735864862549
51,2017-04-17,10,0.06153268765133172,-0.05573514658343559,RS,76.31999969482422,76.6500015258789,75.0199966430664,75.81999969482422,68.19469451904297,581200,79,96.0,,0.96,75.84,-2.339996337890625,-0.029623957477835527
52,2017-04-20,1,0.05063680387409201,-0.17707472553417547,RS,76.08999633789062,77.2300033569336,75.05000305175781,76.87999725341797,69.14808654785156,667000,82,96.0,,0.96,78.72,0.5800018310546875,0.007566886099263259
53,2017-04-27,8,0.059111380145278454,0.16736001530148714,RS,78.23999786376953,82.27999877929688,77.5999984741211,80.52999877929688,72.43101501464844,1116100,82,96.0,,0.96,78.72,5.049995422363281,0.06538903538594631
54,2017-04-28,2,0.05184745762711865,-0.12288534797034367,RS,80.9000015258789,81.0,78.69000244140625,78.81999969482422,70.89297485351562,599000,77,96.0,,0.96,73.92,-1.279998779296875,-0.015556621272324933
55,2017-05-03,-1,0.04821549636803874,-0.07005090365665723,RS,76.83999633789062,76.98999786376953,74.97000122070312,75.29000091552734,67.71800231933594,550600,75,99.0,,0.99,74.25,-4.010002136230469,-0.04950619921272181
56,2017-05-15,1,0.05063680387409201,0.050218450258624925,RS,72.5,73.33000183105469,72.37999725341797,72.91999816894531,65.58634948730469,470200,82,99.0,,0.99,81.17999999999999,-3.6599960327148438,-0.0475385911711681
57,2017-06-06,3,0.05305811138014528,0.047817147228996326,RS,74.63999938964844,74.63999938964844,73.16999816894531,73.30999755859375,66.33929443359375,577400,87,100.0,,1.0,87.0,1.30999755859375,0.01786441464452526
58,2017-06-12,11,0.06274334140435835,-0.018930072312876467,RS,75.5199966430664,77.0199966430664,75.29000091552734,76.62999725341797,69.34362030029297,548800,97,100.0,,1.0,97.0,2.3799972534179688,0.03188635145873331
59,2017-06-15,1,0.05063680387409201,-0.19295334388144936,RS,73.91999816894531,73.98999786376953,71.5,71.77999877929688,64.95476531982422,741500,93,100.0,,1.0,93.0,-3.029998779296875,-0.039340416922358346
60,2017-06-16,1,0.05063680387409201,0.0,RS,71.33000183105469,72.44000244140625,70.98999786376953,72.44000244140625,65.5520248413086,949200,87,100.0,,1.0,87.0,-1.5499954223632812,-0.020948715598250622
61,2017-06-23,4,0.054268765133171915,0.07172572084349449,RS,71.75,72.11000061035156,70.87999725341797,71.43000030517578,64.63805389404297,808200,85,100.0,,1.0,85.0,-0.3300018310546875,-0.004555519325411539
62,2017-07-13,2,0.05184745762711865,-0.04461696336947307,RS,73.16999816894531,74.52999877929688,72.4800033569336,74.0,66.96366882324219,610200,81,95.0,,0.95,76.95,2.4199981689453125,0.03355981345807835
63,2017-07-24,9,0.06032203389830509,0.16345210853220005,RS,75.16000366210938,75.20999908447266,74.30999755859375,74.4000015258789,67.32563781738281,456100,78,95.0,,0.95,74.1,0.6800003051757812,0.009123846991993645
64,2017-07-31,3,0.05305811138014528,0.047817147228996326,RS,72.12999725341797,72.48999786376953,71.83000183105469,72.36000061035156,65.47962188720703,587700,83,95.0,,0.95,78.85,-2.720001220703125,-0.0361654202075995
65,2017-08-01,1,0.05063680387409201,-0.04563501118057778,RS,72.61000061035156,72.80999755859375,71.77999877929688,71.91999816894531,65.08145904541016,471500,85,98.0,False,0.98,83.3,0.31999969482421875,0.004414397906668421
66,2017-08-03,168,0.25281598062953997,3.992731793621193,RS,71.95999908447266,72.38999938964844,71.80000305175781,72.0199966430664,65.17192840576172,347100,88,98.0,,0.98,86.24,-0.4199981689453125,-0.0057684134463446
67,2017-08-22,1,0.05063680387409201,-0.7997088485150317,RS,69.72000122070312,70.93000030517578,69.66000366210938,70.88999938964844,64.56361389160156,316000,87,98.0,,0.98,85.26,-1.4599990844726562,-0.020168519088030745
68,2017-08-23,2,0.05184745762711865,0.023908573614498163,RS,70.45999908447266,71.77999877929688,70.0999984741211,71.44000244140625,65.06453704833984,466300,87,98.0,,0.98,85.26,0.8499984741210938,0.011983624283998129
69,2017-09-05,2,0.05184745762711865,-0.022817505590288834,RS,73.7300033569336,75.19999694824219,73.33999633789062,74.04000091552734,67.4325180053711,493700,89,95.0,,0.95,84.55,3.4199981689453125,0.04764555902906653
70,2017-09-07,3,0.05305811138014528,0.023350301218885594,RS,74.66000366210938,75.08000183105469,73.19999694824219,73.58999633789062,67.02265930175781,516500,74,95.0,,0.95,70.3,-0.1199951171875,-0.0015956798145895235
71,2017-09-14,8,0.059111380145278454,0.11408752795144439,RS,73.48999786376953,73.48999786376953,72.18000030517578,72.43000030517578,65.96617889404297,693500,82,95.0,,0.95,77.89999999999999,-1.5900039672851562,-0.021177463086148984
72,2017-09-18,1,0.05063680387409201,-0.14336623929873438,RS,72.62999725341797,73.5,72.33999633789062,73.13999938964844,66.61282348632812,572200,89,95.0,,0.95,84.55,0.01000213623046875,0.0001361020073644692
73,2017-09-28,2,0.05184745762711865,0.023908573614498163,RS,76.55999755859375,76.9800033569336,75.1500015258789,76.26000213623047,69.45439147949219,318300,88,95.0,,0.95,83.6,3.4800033569335938,0.04734698444807606
74,2017-10-27,2,0.05184745762711865,50.84745762711865,RS,77.94000244140625,78.31999969482422,77.12999725341797,78.25,71.26679992675781,486600,73,96.0,,0.96,70.08,1.339996337890625,0.017407070400834668
75,2017-11-02,1,0.05063680387409201,-0.023350301218885816,RS,77.88999938964844,78.69000244140625,77.88999938964844,78.5,71.49447631835938,724100,83,94.0,,0.94,78.02,0.37000274658203125,0.004724243463020361
76,2017-11-07,2,0.05184745762711865,0.0,RS,76.97000122070312,77.2699966430664,76.43000030517578,76.87999725341797,70.01905822753906,330400,96,94.0,,0.94,90.24,-1.4200057983398438,-0.01804556810628133
77,2017-11-17,34,0.09058837772397095,0.7472096390043432,RS,74.0,74.66000366210938,73.69000244140625,74.36000061035156,68.13611602783203,296800,89,94.0,,0.94,83.66,-2.6099929809570312,-0.033777573370597946
78,2017-11-27,7,0.057900726392251814,0.14345144168698898,RS,75.86000061035156,76.05999755859375,74.69999694824219,75.88999938964844,69.53803253173828,488100,76,94.0,,0.94,71.44,1.399993896484375,0.018751591586043448
79,2018-01-18,2,0.05184745762711865,-0.10454564462844462,RS,91.0199966430664,91.62000274658205,90.72000122070312,91.16999816894533,83.53912353515625,317400,91,90.0,,0.9,81.9,15.560005187988295,0.2045754100373387
80,2018-01-30,1,0.05063680387409201,-0.023350301218885816,RS,90.62000274658205,91.22000122070312,88.70999908447266,88.76000213623047,81.33084869384766,347600,80,90.0,,0.9,72.0,-0.40000152587892046,-0.0043658755063051835
81,2018-02-08,5,0.05547941888619855,0.09563429445799265,RS,84.43000030517578,84.4800033569336,80.94000244140625,80.95999908447266,74.18370056152344,297800,88,91.0,,0.91,80.08,-6.739997863769531,-0.0738872810082778
82,2018-02-28,2,0.05184745762711865,-0.06546501985772257,RS,93.2300033569336,93.69000244140624,90.12999725341795,90.16999816894533,82.6228256225586,406300,94,91.0,,0.91,85.54,9.209999084472642,0.10901987119436751
83,2018-03-01,1,0.05063680387409201,-0.023350301218885816,RS,90.9499969482422,94.08999633789062,90.80999755859376,93.62000274658205,85.7840576171875,1373400,90,91.0,False,0.91,81.9,0.3999938964843892,0.004269333824967525
84,2018-03-20,6,0.05669007263922518,0.11954286807249082,RS,88.93000030517578,89.08999633789062,87.2300033569336,87.55000305175781,80.66458129882812,735200,90,91.0,,0.91,81.9,-5.0,-0.053140612122507536
85,2018-03-23,50,0.1099588377723971,0.9396489129970529,RS,84.01000213623047,84.01000213623047,82.58999633789062,82.58999633789062,76.09464263916016,705200,88,91.0,,0.91,80.08,-5.079994201660156,-0.057020927269918364
86,2018-04-25,5,0.05547941888619855,0.09563429445799265,RS,87.2300033569336,89.69000244140625,86.66999816894531,88.80000305175781,81.8162612915039,555300,82,95.0,,0.95,77.89999999999999,5.680000305175781,0.0676110006040127
87,2018-04-27,7,0.057900726392251814,0.04364334657181512,RS,92.80999755859376,93.0,88.7699966430664,89.08000183105469,82.07423400878906,821300,87,95.0,,0.95,82.64999999999999,3.30999755859375,0.036904866412018844
88,2018-05-01,1,0.05063680387409201,-0.1254547735541337,RS,87.18000030517578,87.5199966430664,85.06999969482422,87.38999938964844,80.51714324951172,1073700,93,95.0,False,0.95,88.35,-5.480003356933594,-0.05892476727885587
89,2018-05-04,1,0.05063680387409201,0.0,RS,88.30000305175781,90.5999984741211,87.83000183105469,89.87000274658203,82.8021011352539,526400,84,95.0,,0.95,79.8,3.0800018310546875,0.03519197839570176
90,2018-06-08,5,0.05547941888619855,0.09563429445799265,RS,95.7300033569336,96.3000030517578,95.27999877929688,95.5999984741211,88.55247497558594,331500,89,90.0,,0.9,80.10000000000001,5.7000045776367045,0.06291395887015216
91,2018-06-18,2,0.05184745762711865,-0.06546501985772257,RS,93.04000091552734,94.81999969482422,93.0,94.48999786376952,87.5243148803711,392600,77,90.0,,0.9,69.3,-1.4800033569335795,-0.015368674039793473
92,2018-06-22,6,0.05669007263922518,0.09340120487554282,RS,92.56999969482422,93.75,92.45999908447266,93.37000274658205,86.48688507080078,620300,79,90.0,,0.9,71.10000000000001,-1.0699996948242188,-0.011284535944610652
93,2018-07-02,8,0.059111380145278454,0.04271131422713892,RS,86.58999633789062,88.05000305175781,86.44000244140625,87.62000274658203,81.16075134277344,588000,83,91.0,,0.91,75.53,-5.6999969482421875,-0.060799967447916714
94,2018-07-03,1,0.05063680387409201,-0.14336623929873438,RS,88.3499984741211,88.93000030517578,86.83999633789062,86.9800033569336,80.56793975830078,283600,84,91.0,,0.91,76.44,0.8799972534179688,0.009994289868459072
95,2018-07-09,3,0.05305811138014528,0.047817147228996326,RS,89.22000122070312,90.16000366210938,88.41999816894531,90.05000305175781,83.4116439819336,412500,96,91.0,,0.91,87.36,1.2300033569335938,0.013831140815390386
96,2018-07-18,16,0.06879661016949153,0.2966275726737553,RS,90.9000015258789,92.61000061035156,90.77999877929688,92.5199966430664,85.69953155517578,407700,90,91.0,,0.91,81.9,2.4499969482421875,0.02717387809148697
97,2018-07-24,12,0.063953995157385,-0.07039031429275322,RS,93.0500030517578,94.1500015258789,92.3499984741211,92.6999969482422,85.86627960205078,679300,89,91.0,,0.91,80.99000000000001,1.5400009155273438,0.016628883547973983
98,2018-07-25,9,0.06032203389830509,-0.056790216938628735,RS,92.62000274658205,94.0500030517578,91.04000091552734,91.93000030517578,85.15303802490234,480200,89,91.0,,0.91,80.99000000000001,-0.09999847412110796,-0.0010621186670254357
99,2018-07-26,1,0.05063680387409201,-0.16055874443061857,RS,93.2699966430664,94.0,89.5999984741211,92.11000061035156,85.31975555419922,1043400,97,91.0,,0.91,88.27,-0.05000305175779829,-0.0005316645415767152
100,2018-07-27,40,0.09785230024213075,0.9324343709654281,RS,92.6500015258789,92.83999633789062,90.38999938964844,90.72000122070312,84.03224182128906,559100,88,91.0,,0.91,80.08,-1.160003662109375,-0.012340464490525282
101,2018-07-31,3,0.05305811138014528,-0.45777348872887436,RS,90.83000183105467,91.0999984741211,89.62999725341797,90.1999969482422,83.5505599975586,713700,100,91.0,,0.91,91.0,-1.7399978637695312,-0.018741899314998034
102,2018-08-07,6,0.05669007263922518,0.0684525167708665,RS,91.20999908447266,92.63999938964844,90.66000366210938,90.70999908447266,84.0229721069336,439600,84,90.0,,0.9,75.60000000000001,1.5400009155273438,0.016904510881685875
103,2018-08-13,1,0.05063680387409201,-0.10677828556784696,RS,88.79000091552734,88.87999725341797,87.06999969482422,87.80999755859375,81.33675384521484,636100,79,90.0,,0.9,71.10000000000001,-3.7600021362304688,-0.040587242670584556
104,2018-08-16,4,0.054268765133171915,0.07172572084349449,RS,86.29000091552734,87.69999694824219,85.95999908447266,87.38999938964844,81.42149353027344,516400,90,90.0,,0.9,81.0,-1.1800003051757812,-0.013276331476601233
105,2018-08-17,6,0.05669007263922518,0.04461696336947307,RS,87.30000305175781,88.98999786376953,86.43000030517578,88.58000183105469,82.53022003173828,486400,89,90.0,,0.9,80.10000000000001,1.2900009155273438,0.01470924698308318
106,2018-08-20,4,0.054268765133171915,0.25121420197621847,RS,89.08000183105469,89.91000366210938,88.95999908447266,89.27999877929688,83.18241119384766,311200,83,90.0,,0.9,74.7,0.9200057983398438,0.010338305657094482
107,2018-08-21,1,0.05063680387409201,-0.06692544505420972,RS,89.52999877929688,91.91000366210938,89.52999877929688,90.73999786376952,84.54269409179688,575700,86,90.0,,0.9,77.4,2.0,0.022244465782875533
108,2018-08-27,7,0.057900726392251814,0.14345144168698898,RS,88.1500015258789,89.48999786376953,87.62000274658203,88.76000213623047,82.69792175292969,344900,84,90.0,,0.9,75.60000000000001,-2.4200057983398438,-0.026330167576062324
109,2018-09-06,3,0.05305811138014528,-0.08363651570275576,RS,88.22000122070312,89.0999984741211,87.41000366210938,88.25,82.2227554321289,352000,88,90.0,,0.9,79.2,-0.3899993896484375,-0.004358022113735371
110,2018-09-14,1,0.05063680387409201,-0.04563501118057778,RS,86.04000091552734,86.06999969482422,84.83000183105469,85.47000122070312,79.63262176513672,649400,95,90.0,,0.9,85.5,-3.029998779296875,-0.034006720888743125
111,2018-09-17,25,0.07969249394673124,0.5738057667479559,RS,85.45999908447266,86.54000091552734,85.12999725341797,85.19999694824219,79.38104248046875,315200,96,90.0,,0.9,86.4,0.470001220703125,0.005460685748455818
112,2018-09-20,41,0.09906295399515738,0.2430650502840821,RS,89.01000213623047,89.01000213623047,87.58000183105469,87.77999877929688,81.78485107421875,396500,98,90.0,,0.9,88.2,2.470001220703125,0.028541728617661022
113,2018-09-21,2,0.05184745762711865,-0.4766211228704812,RS,87.8499984741211,87.91000366210938,85.8499984741211,86.29000091552734,80.3966064453125,757800,91,90.0,,0.9,81.9,-1.0999984741210938,-0.012358144564894369
114,2018-09-25,2,0.05184745762711865,0.0,RS,86.16000366210938,86.66999816894531,85.61000061035156,86.61000061035156,80.69475555419922,328000,93,90.0,,0.9,83.7,-1.2400054931640625,-0.014105396900336187
115,2018-09-26,2,0.05184745762711865,0.0,RS,86.18000030517578,86.5,84.77999877929688,84.8499984741211,79.05496215820312,605000,87,90.0,,0.9,78.3,-0.1699981689453125,-0.0019614419353504164
116,2018-09-28,2,0.05184745762711865,0.0,RS,84.66999816894531,86.01000213623047,84.66999816894531,85.29000091552734,79.46491241455078,332100,83,90.0,,0.9,74.7,-0.48999786376953125,-0.005664715188087088
117,2018-10-02,4,0.054268765133171915,0.04670060243777141,RS,84.19000244140625,85.75,84.19000244140625,85.33000183105469,79.50218200683594,690300,91,88.0,,0.88,80.08,-0.26000213623046875,-0.0030229290753726046
118,2018-10-04,2,0.05184745762711865,-0.04461696336947307,RS,85.98999786376953,86.61000061035156,85.0199966430664,85.1500015258789,79.33447265625,349500,100,88.0,,0.88,88.0,0.8600006103515625,0.010029161636752937
119,2018-10-12,1,0.05063680387409201,-0.023350301218885816,RS,82.73999786376953,82.73999786376953,80.9000015258789,81.77999877929688,76.19462585449219,684300,88,88.0,,0.88,77.44,-3.8700027465820312,-0.0446830933992568
120,2018-10-15,1,0.05063680387409201,-0.023350301218885816,RS,81.51000213623047,82.9000015258789,81.19000244140625,81.33999633789062,75.78468322753906,874200,85,88.0,,0.88,74.8,0.160003662109375,0.001933812741605534
121,2018-10-22,2,0.05184745762711865,0.023908573614498163,RS,80.12999725341797,81.86000061035156,80.12999725341797,81.51000213623047,75.94306945800781,571400,84,88.0,,0.88,73.92,-1.0400009155273438,-0.012545246036005042
122,2018-10-25,7,0.057900726392251814,0.11675150609442841,RS,75.9800033569336,78.76000213623047,75.30000305175781,77.98999786376953,72.6634750366211,1457400,84,88.0,,0.88,73.92,-3.0999984741210938,-0.03786951442716069
123,2018-11-09,9,0.06032203389830509,0.1912685889159853,RS,81.08000183105469,81.4000015258789,79.55999755859375,81.05999755859375,75.52381134033203,676500,75,85.0,,0.85,63.75,2.6399993896484375,0.03351954441395333
124,2018-11-14,8,0.059111380145278454,-0.020069843053827308,RS,81.44999694824219,82.31999969482422,79.94999694824219,80.91000366210938,75.38404846191406,520300,81,85.0,,0.85,68.85,0.9199981689453125,0.011302188595817553
125,2018-11-16,28,0.08332445520581114,0.4096178265678121,RS,81.12999725341797,82.05000305175781,80.9800033569336,81.5999984741211,76.49967956542969,263000,89,85.0,,0.85,75.64999999999999,-0.26999664306640625,-0.0032798426150064675
126,2018-11-19,1,0.05063680387409201,0.0,RS,81.47000122070312,81.81999969482422,79.91999816894531,80.37000274658203,75.34654998779297,741400,83,85.0,,0.85,70.55,-0.23000335693359375,-0.002803209608517654
