,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,KR_unscaled,KR_monthly,isPartial,scale,KR,Stock_Price_Change,Stock_Price_Change_Percent
126,2018-05-24,1,0.025344569288389514,-0.39939646756013125,KR,24.57999992370605,24.670000076293945,24.25,24.559999465942383,22.7104606628418,11077000,90,77.0,,0.77,69.3,-1.7000007629394531,-0.06446722445340936
127,2018-06-12,2,0.027217228464419478,0.07388798581350686,KR,25.6299991607666,25.8799991607666,25.5,25.690000534057617,23.75536346435547,14001200,79,82.0,,0.82,64.78,1.2099990844726562,0.04904738876086889
128,2018-06-14,5,0.032835205992509366,0.20641254988303293,KR,26.280000686645508,26.479999542236328,26.15999984741211,26.15999984741211,24.189971923828125,9915000,71,82.0,,0.82,58.22,0.6000003814697266,0.02318394130318646
129,2018-06-18,2,0.027217228464419478,0.0,KR,25.690000534057617,26.280000686645508,25.649999618530277,26.01000022888184,24.05126571655273,8484100,74,82.0,,0.82,60.68,-0.1999988555908203,-0.00755282700333193
130,2018-06-19,3,0.02908988764044944,0.06880418329434423,KR,25.790000915527344,26.1299991607666,25.489999771118164,25.989999771118164,24.032773971557617,10292400,69,82.0,,0.82,56.58,-0.15000152587890625,-0.0057078204703066016
131,2018-06-20,7,0.036580524344569286,0.2574996781254022,KR,26.21999931335449,26.38999938964844,25.84000015258789,26.18000030517578,24.20846366882324,12841800,80,82.0,,0.82,65.6,0.2600002288818395,0.009950257835148468
132,2018-06-21,2,0.027217228464419478,-0.2559639602743933,KR,28.290000915527344,29.5,27.75,28.729999542236328,26.566429138183597,39946600,93,82.0,,0.82,76.25999999999999,3.110000610351559,0.11784769542554319
133,2018-06-22,3,0.02908988764044944,0.06880418329434423,KR,28.82999992370605,30.0,28.809999465942383,29.690000534057617,27.45413589477539,34326000,100,82.0,,0.82,82.0,0.5,0.016949152542372836
134,2018-06-28,4,0.030962546816479402,0.22166395744052014,KR,28.86000061035156,29.0,28.25,28.43000030517578,26.289024353027344,14987100,69,82.0,,0.82,56.58,-1.0,-0.033333333333333326
135,2018-06-29,1,0.025344569288389514,-0.18144429660094352,KR,28.850000381469727,28.88999938964844,28.440000534057617,28.450000762939453,26.30751609802246,7351300,71,82.0,,0.82,58.22,-0.11000061035155895,-0.003793124494881339
136,2018-07-17,1,0.025344569288389514,0.0,KR,28.0,28.6299991607666,28.0,28.420000076293945,26.27977752685547,8201900,77,76.0,,0.76,58.52,-0.2600002288818395,-0.008999661972128647
137,2018-07-23,27,0.07403370786516854,1.9210876311511744,KR,28.25,28.90999984741211,28.18000030517578,28.290000915527344,26.15956687927246,8076000,74,76.0,,0.76,56.24,0.2800006866455078,0.009779975370352467
138,2018-07-25,3,0.02908988764044944,-0.607072393382911,KR,28.040000915527344,28.31999969482422,27.76000022888184,28.280000686645508,26.150320053100582,10265500,71,76.0,,0.76,53.96,-0.5900001525878906,-0.02040816865105255
139,2018-07-31,27,0.07403370786516854,1.544998068752414,KR,29.700000762939453,29.71999931335449,28.88999938964844,29.0,26.816097259521484,9100600,89,76.0,,0.76,67.64,1.3999996185302699,0.049435015311322106
140,2018-08-02,4,0.030962546816479402,-0.5817777103252896,KR,28.6200008392334,29.790000915527344,28.6200008392334,29.739999771118164,27.5003662109375,9660500,75,80.0,,0.8,60.0,0.07000160217285512,0.002355370248659394
141,2018-08-06,1,0.025344569288389514,-0.18144429660094352,KR,29.940000534057617,30.200000762939453,29.86000061035156,29.90999984741211,27.657567977905277,5940400,82,80.0,,0.8,65.60000000000001,0.4099998474121094,0.013763002175619432
142,2018-08-07,2,0.027217228464419478,0.07388798581350686,KR,30.1299991607666,30.3799991607666,29.899999618530277,30.0,27.74079132080078,7375200,71,80.0,,0.8,56.8,0.17999839782714844,0.005960211698008866
143,2018-08-09,1,0.025344569288389514,-0.06880418329434435,KR,30.600000381469727,30.600000381469727,29.790000915527344,29.81999969482422,27.574342727661133,6707500,58,80.0,,0.8,46.400000000000006,0.220001220703125,0.007241646701137583
144,2018-08-13,1,0.025344569288389514,0.0,KR,30.21999931335449,30.350000381469727,29.770000457763672,29.88999938964844,27.63907623291016,5072700,77,80.0,,0.8,61.6,-0.25,-0.008169934538673762
145,2018-08-14,2,0.027217228464419478,0.07388798581350686,KR,29.959999084472656,30.8700008392334,29.899999618530277,30.450000762939453,28.289403915405277,10790900,83,80.0,,0.8,66.4,0.5200004577636719,0.017133458030569315
146,2018-08-16,4,0.030962546816479402,0.13760836658868847,KR,30.26000022888184,30.6200008392334,29.90999984741211,30.530000686645508,28.363731384277344,10463800,82,80.0,,0.8,65.60000000000001,-0.25,-0.008098477266066939
147,2018-08-17,1,0.025344569288389514,-0.18144429660094352,KR,30.420000076293945,31.709999084472656,30.209999084472656,31.350000381469727,29.125547409057617,10983600,91,80.0,,0.8,72.8,1.0899982452392578,0.035597590312363536
148,2018-08-29,3,0.02908988764044944,0.06880418329434423,KR,31.149999618530277,31.36000061035156,30.65999984741211,30.68000030517578,28.50308990478516,6886600,65,80.0,,0.8,52.0,-0.3499984741210973,-0.01103747979269043
149,2018-08-30,2,0.027217228464419478,-0.06437491953135055,KR,30.76000022888184,31.690000534057617,30.729999542236328,31.040000915527344,28.837543487548828,6507900,94,80.0,,0.8,75.2,0.32999992370605824,0.01052295654602542
150,2018-09-04,1,0.025344569288389514,-0.06880418329434435,KR,31.540000915527344,31.940000534057617,31.530000686645508,31.899999618530277,29.636518478393555,8774500,56,85.0,,0.85,47.6,0.25,0.007888923817824578
151,2018-09-05,1,0.025344569288389514,0.0,KR,31.790000915527344,32.09000015258789,31.600000381469727,31.959999084472656,29.692258834838867,6881000,67,85.0,,0.85,56.95,0.14999961853027344,0.00469629355110146
152,2018-09-10,1,0.025344569288389514,0.0,KR,32.119998931884766,32.150001525878906,31.6299991607666,31.75,29.497167587280277,10614100,62,85.0,,0.85,52.7,0.060001373291015625,0.001869784138538666
153,2018-09-11,45,0.10774157303370786,3.2510713757942957,KR,31.82999992370605,32.08000183105469,31.3700008392334,31.38999938964844,29.162710189819336,14372000,49,85.0,,0.85,41.65,-0.06999969482421875,-0.0021772843390963637
154,2018-09-12,2,0.027217228464419478,-0.7473841554559043,KR,31.5,31.82999992370605,31.09000015258789,31.729999542236328,29.47858047485352,11846000,54,85.0,,0.85,45.9,-0.25000190734863637,-0.007793076467552562
155,2018-09-13,59,0.13395880149812733,3.921838447777624,KR,28.61000061035156,29.18000030517578,28.299999237060547,28.57999992370605,26.55208969116211,32474400,100,85.0,,0.85,85.0,-2.64999961853027,-0.08325477929255753
156,2018-09-14,26,0.07216104868913857,-0.46131909301870444,KR,28.600000381469727,28.61000061035156,27.76000022888184,27.799999237060547,25.827438354492188,18729600,64,85.0,,0.85,54.4,-0.5699996948242223,-0.01953391668481641
157,2018-09-17,1,0.025344569288389514,-0.6487777028079098,KR,27.75,28.979999542236328,27.540000915527344,28.84000015258789,26.79364776611328,16749800,63,85.0,,0.85,53.55,0.3699989318847692,0.012932503460027833
158,2018-09-19,2,0.027217228464419478,0.07388798581350686,KR,29.36000061035156,29.6299991607666,28.3700008392334,28.8799991607666,26.83080101013184,10168400,56,85.0,,0.85,47.6,0.6499996185302734,0.022429248750778674
159,2018-09-21,6,0.034707865168539326,0.27521673317737716,KR,29.43000030517578,30.0,29.299999237060547,29.950000762939453,27.82488441467285,16765400,61,85.0,,0.85,51.85,0.37000083923339844,0.012487372585663792
160,2018-09-24,3,0.02908988764044944,0.0,KR,29.790000915527344,30.34000015258789,29.450000762939453,29.61000061035156,27.50900650024414,10477500,60,85.0,,0.85,51.0,0.3400001525878906,0.011333338419596384
161,2018-09-25,1,0.025344569288389514,-0.1287498390627011,KR,29.5,29.8700008392334,29.11000061035156,29.26000022888184,27.183841705322266,9837600,76,85.0,,0.85,64.6,-0.4699993133544922,-0.015491078147354731
162,2018-10-02,2,0.027217228464419478,0.07388798581350686,KR,28.899999618530277,29.13999938964844,28.63999938964844,29.07999992370605,27.01661491394043,8648400,69,89.0,,0.89,61.41,-0.7300014495849574,-0.024439284535476835
163,2018-10-05,4,0.030962546816479402,0.13760836658868847,KR,28.600000381469727,29.440000534057617,28.43000030517578,29.06999969482422,27.007328033447266,7899400,70,89.0,,0.89,62.3,0.30000114440917613,0.01029516646166262
164,2018-10-09,1,0.025344569288389514,0.0,KR,28.649999618530277,28.700000762939453,27.440000534057617,27.920000076293945,25.93892288208008,14954900,65,89.0,,0.89,57.85,-0.7399997711181641,-0.025135861334720344
165,2018-10-11,2,0.027217228464419478,0.07388798581350686,KR,27.690000534057617,27.76000022888184,26.729999542236328,26.739999771118164,24.842653274536133,10385800,86,89.0,,0.89,76.54,-0.9400005340576136,-0.03275263097802572
166,2018-10-19,1,0.025344569288389514,-0.06880418329434435,KR,27.57999992370605,27.6200008392334,27.26000022888184,27.559999465942383,25.60446548461914,6060700,61,89.0,,0.89,54.29,-0.13999938964844105,-0.00504320563739713
167,2018-11-01,11,0.04407116104868914,-0.22925263640531857,KR,30.040000915527344,30.049999237060547,29.049999237060547,29.32999992370605,27.248876571655277,9236300,100,78.0,False,0.78,78.0,2.4299983978271484,0.08797966415610703
168,2018-11-06,7,0.036580524344569286,-0.1699668564629898,KR,30.559999465942383,30.88999938964844,30.43000030517578,30.82999992370605,28.64244270324707,6082900,88,78.0,,0.78,68.64,0.8400001525878942,0.027953416769206596
169,2018-11-14,4,0.030962546816479402,-0.15357837616463588,KR,31.0,31.309999465942383,30.020000457763672,30.290000915527344,28.266870498657227,8510700,86,78.0,,0.78,67.08,0.42000007629394176,0.013596635953145642
170,2018-11-20,4,0.030962546816479402,0.0,KR,30.1299991607666,30.34000015258789,29.459999084472656,29.59000015258789,27.61362648010254,6564800,83,78.0,,0.78,64.74000000000001,-0.9699993133544922,-0.030980496004467062
171,2018-12-04,3,0.02908988764044944,0.0,KR,29.63999938964844,29.96999931335449,28.549999237060547,28.63999938964844,26.727075576782227,13875800,84,73.0,,0.73,61.32,-0.370000839233402,-0.012195149550842777
172,2018-12-06,1,0.025344569288389514,-0.1287498390627011,KR,28.600000381469727,29.65999984741211,27.770000457763672,29.559999465942383,27.585628509521484,16511700,100,73.0,,0.73,73.0,-0.30999946594237926,-0.010343659427587859
173,2018-12-07,6,0.034707865168539326,0.36943992906753365,KR,29.520000457763672,29.799999237060547,28.989999771118164,29.170000076293945,27.221677780151367,10834500,70,73.0,,0.73,51.1,0.1399993896484375,0.004720141280130541
174,2019-01-09,1,0.025344569288389514,-0.06880418329434435,KR,28.5,28.56999969482422,27.940000534057617,28.049999237060547,26.176485061645508,5669500,100,77.0,,0.77,77.0,-1.2299995422363281,-0.04127515348076416
175,2019-02-07,25,0.07028838951310862,1.7733116595241611,KR,28.209999084472656,28.239999771118164,28.030000686645508,28.18000030517578,26.297801971435547,4115700,77,75.0,,0.75,57.75,-0.3299999237060547,-0.011550574981834427
176,2019-02-19,2,0.027217228464419478,-0.612777748174988,KR,29.59000015258789,29.71999931335449,29.5,29.549999237060547,27.71025276184082,3679200,93,75.0,,0.75,69.75,1.4799995422363246,0.052407916226329565
177,2019-02-27,2,0.027217228464419478,0.0,KR,28.950000762939453,29.809999465942383,28.8700008392334,29.799999237060547,27.94468879699707,10557800,93,75.0,,0.75,69.75,0.09000015258789418,0.003028268999570649
178,2019-03-01,3,0.02908988764044944,0.06880418329434423,KR,29.450000762939453,29.899999618530277,27.440000534057617,28.020000457763672,26.275510787963867,19034900,70,81.0,False,0.81,56.7,0.09000015258789418,0.0030191262730721036
179,2019-03-04,-11,0.002872659176029963,-0.9012488734389081,KR,28.100000381469727,28.75,28.06999969482422,28.63999938964844,26.856908798217773,7943200,69,81.0,,0.81,55.89,-1.149999618530277,-0.038461526194052964
180,2019-03-06,1,0.025344569288389514,7.822685788787483,KR,28.899999618530277,29.07999992370605,28.34000015258789,28.440000534057617,26.66936492919922,11784500,84,81.0,,0.81,68.04,0.32999992370605113,0.011478258215862569
181,2019-03-07,2,0.027217228464419478,0.07388798581350686,KR,24.950000762939453,26.1200008392334,24.450000762939453,25.61000061035156,24.015554428100582,45424700,100,81.0,,0.81,81.0,-2.9599990844726527,-0.10178813934795294
182,2019-03-08,3,0.02908988764044944,0.06880418329434423,KR,25.61000061035156,25.68000030517578,24.34000015258789,24.46999931335449,22.9465274810791,19717800,80,81.0,,0.81,64.80000000000001,-0.4400005340576172,-0.016845349154687494
183,2019-03-13,11,0.04407116104868914,0.5149993562508048,KR,24.559999465942383,24.96999931335449,24.51000022888184,24.729999542236328,23.190340042114254,8167700,70,81.0,,0.81,56.7,-0.7100009918212926,-0.02764801337164291
184,2019-03-15,1,0.025344569288389514,-0.42491714115747425,KR,24.690000534057617,24.809999465942383,24.190000534057617,24.36000061035156,22.84337615966797,12911200,70,81.0,,0.81,56.7,-0.15999984741210582,-0.0064076832924274685
185,2019-03-21,1,0.025344569288389514,0.07978299026647528,KR,23.850000381469727,24.36000061035156,23.520000457763672,24.31999969482422,22.80586814880371,5857200,67,81.0,,0.81,54.27,-0.44999885559082387,-0.018137801905580564
186,2019-03-28,1,0.025344569288389514,-0.22812820805292577,KR,24.31999969482422,24.56999969482422,24.229999542236328,24.440000534057617,22.91839599609375,6573900,75,81.0,,0.81,60.75000000000001,0.2099990844726598,0.008620651855953732
187,2019-03-29,4,0.030962546816479402,0.22166395744052014,KR,24.540000915527344,24.700000762939453,24.34000015258789,24.600000381469727,23.068435668945312,7094000,67,81.0,,0.81,54.27,0.13000106811523438,0.005291048829057177
188,2019-04-02,0,0.02347191011235955,-0.24192572880125807,KR,24.299999237060547,24.3700008392334,23.709999084472656,23.76000022888184,22.28072929382324,10286000,79,77.0,,0.77,60.83,-0.3299999237060547,-0.013360320385139235
189,2019-04-03,2,0.027217228464419478,0.15956598053295057,KR,23.82999992370605,23.950000762939453,23.6200008392334,23.799999237060547,22.318239212036133,10688700,96,77.0,,0.77,73.92,-0.4200000762939453,-0.01723430700986206
190,2019-04-10,3,0.02908988764044944,0.06880418329434423,KR,24.020000457763672,25.01000022888184,23.979999542236328,24.979999542236328,23.424776077270508,14217300,80,77.0,,0.77,61.6,1.0599994659423864,0.04425884894261234
191,2019-04-11,2,0.027217228464419478,-0.06437491953135055,KR,25.07999992370605,25.8700008392334,25.049999237060547,25.739999771118164,24.13745880126953,18409900,80,77.0,,0.77,61.6,0.860000610351559,0.03438626959141011
192,2019-04-12,-4,0.0159812734082397,-0.41282509976606585,KR,25.770000457763672,25.96999931335449,25.520000457763672,25.670000076293945,24.071823120117188,10419600,89,77.0,,0.77,68.53,0.0999984741210902,0.0038654221444569536
193,2019-04-16,4,0.030962546816479402,0.9374267635340992,KR,25.56999969482422,25.670000076293945,25.440000534057617,25.56999969482422,23.978046417236328,4428700,76,77.0,,0.77,58.52,-0.2999992370605433,-0.011551761455237175
194,2019-04-17,0,0.02347191011235955,-0.24192572880125807,KR,25.75,25.950000762939453,25.420000076293945,25.540000915527344,23.949913024902344,6078300,87,77.0,,0.77,66.99,0.2800006866455078,0.010907701044539087
195,2019-04-29,1,0.025344569288389514,0.07978299026647528,KR,25.1200008392334,25.649999618530277,25.100000381469727,25.56999969482422,23.978046417236328,6295700,71,77.0,,0.77,54.67,-0.30000114440917613,-0.011560737402274923
196,2019-04-30,2,0.027217228464419478,0.07388798581350686,KR,25.65999984741211,25.88999938964844,25.459999084472656,25.780000686645508,24.174972534179688,5241000,81,77.0,,0.77,62.370000000000005,0.23999977111816406,0.00935671636208446
197,2019-05-02,3,0.02908988764044944,0.06880418329434423,KR,25.63999938964844,26.100000381469727,25.31999969482422,25.780000686645508,24.174972534179688,5743200,100,73.0,,0.73,73.0,0.2100009918212855,0.008111278361221164
198,2019-05-13,2,0.027217228464419478,-0.06437491953135055,KR,25.59000015258789,25.600000381469727,25.100000381469727,25.38999938964844,23.809249877929688,5238700,77,73.0,,0.73,56.21,-0.5,-0.019157087842611165
199,2019-05-15,4,0.030962546816479402,0.13760836658868847,KR,25.190000534057617,25.299999237060547,25.040000915527344,25.209999084472656,23.77153205871582,4235000,58,73.0,,0.73,42.34,-0.3000011444091797,-0.011718794528859933
200,2019-05-22,3,0.02908988764044944,-0.060481432200314544,KR,24.299999237060547,24.3799991607666,23.90999984741211,24.0,22.63057327270508,6977900,66,73.0,,0.73,48.18,-0.9200000762939453,-0.03636364047577867
201,2019-05-24,2,0.027217228464419478,-0.06437491953135055,KR,23.59000015258789,23.790000915527344,23.450000762939453,23.71999931335449,22.366552352905277,5229200,70,73.0,,0.73,51.1,-0.5899982452392578,-0.02420009292652925
202,2019-05-28,2,0.027217228464419478,0.0,KR,23.770000457763672,23.88999938964844,23.600000381469727,23.6200008392334,22.27225685119629,6715700,88,73.0,,0.73,64.24,0.0999984741210973,0.00420338252512753
203,2019-05-30,28,0.0759063670411985,1.7889087656529514,KR,23.040000915527344,23.18000030517578,22.75,22.780000686645508,21.480188369750977,7429800,75,73.0,,0.73,54.75,-0.7099990844726598,-0.029719510364671797
204,2019-05-31,8,0.03845318352059925,-0.4934129372872157,KR,22.700000762939453,22.86000061035156,22.440000534057617,22.809999465942383,21.508474349975582,8250500,71,73.0,,0.73,51.83,-0.3199996948242223,-0.013804990966836628
205,2019-06-03,6,0.034707865168539326,-0.09739943508327653,KR,22.729999542236328,23.07999992370605,22.600000381469727,22.959999084472656,21.64991569519043,7476800,76,74.0,,0.74,56.24,0.2199993133544922,0.00962376673143539
206,2019-06-11,3,0.02908988764044944,-0.16186468112657815,KR,24.40999984741211,24.81999969482422,24.270000457763672,24.65999984741211,23.25291633605957,11197500,86,74.0,,0.74,63.64,1.7399997711181676,0.07538993833925312
207,2019-06-17,1,0.025344569288389514,-0.06880418329434435,KR,24.309999465942383,24.86000061035156,24.299999237060547,24.36000061035156,22.970033645629883,14319100,61,74.0,,0.74,45.14,0.0400009155273402,0.0016116404520214456
208,2019-06-18,8,0.03845318352059925,0.5172159006945471,KR,24.280000686645508,24.709999084472656,23.920000076293945,23.940000534057617,22.573997497558597,13111600,72,74.0,,0.74,53.28,-0.1500015258789027,-0.006033850450367417
209,2019-06-19,1,0.025344569288389514,-0.34089802279146786,KR,23.75,23.8700008392334,23.43000030517578,23.63999938964844,22.29111862182617,11300900,90,74.0,,0.74,66.6,-0.8399982452392578,-0.03399426452294363
210,2019-06-20,35,0.08901498127340825,2.512191517659229,KR,22.479999542236328,23.709999084472656,22.43000030517578,23.1299991607666,21.810216903686523,28762900,100,74.0,,0.74,74.0,-0.1600017547607422,-0.006703047722468436
211,2019-06-21,3,0.02908988764044944,-0.6732023393781293,KR,23.21999931335449,23.25,22.200000762939453,22.239999771118164,20.97099876403809,26306700,97,74.0,,0.74,71.78,-0.45999908447265625,-0.019401058719310638
212,2019-06-24,18,0.057179775280898876,0.9656237929702587,KR,22.170000076293945,22.40999984741211,22.049999237060547,22.07999992370605,20.820131301879883,9738700,70,74.0,,0.74,51.8,-0.8400001525878906,-0.036129038820984505
213,2019-06-25,1,0.025344569288389514,-0.556756402698631,KR,22.100000381469727,22.149999618530277,21.46999931335449,21.850000381469727,20.603252410888672,15139200,72,74.0,,0.74,53.28,-0.2600002288818324,-0.01160197370156868
214,2019-06-26,1,0.025344569288389514,0.0,KR,21.790000915527344,21.959999084472656,21.299999237060547,21.43000030517578,20.207218170166016,15903400,96,74.0,,0.74,71.03999999999999,-0.19000053405762074,-0.00857790236252054
215,2019-06-27,41,0.10025093632958802,2.955519432540269,KR,21.420000076293945,21.6200008392334,21.299999237060547,21.38999938964844,20.16949844360352,8460500,70,74.0,,0.74,51.8,-0.3399982452392578,-0.015482616548907813
216,2019-07-01,1,0.025344569288389514,0.17340038148083936,KR,21.84000015258789,22.030000686645508,21.420000076293945,21.600000381469727,20.367515563964844,7948500,32,86.0,False,0.86,27.52,0.4099998474121094,0.018963914500321977
217,2019-07-02,2,0.027217228464419478,0.07388798581350686,KR,21.559999465942383,21.61000061035156,21.170000076293945,21.440000534057617,20.216646194458008,10437900,32,86.0,,0.86,27.52,-0.42000007629394887,-0.019064914353296047
218,2019-07-05,1,0.025344569288389514,-0.06880418329434435,KR,21.57999992370605,21.809999465942383,21.530000686645508,21.75,20.508956909179688,5802500,29,86.0,,0.86,24.94,0.19999885559082387,0.00925492133003547
219,2019-07-08,19,0.05905243445692884,1.3299837446431209,KR,21.76000022888184,21.96999931335449,21.6299991607666,21.799999237060547,20.556102752685547,9034200,29,86.0,,0.86,24.94,0.15999984741210582,0.007336077548371955
220,2019-07-09,4,0.030962546816479402,-0.4756770469968923,KR,21.75,21.82999992370605,21.59000015258789,21.709999084472656,20.47123908996582,5200800,35,86.0,,0.86,30.1,-0.1399993896484375,-0.006372298316975278
221,2019-07-11,5,0.032835205992509366,0.06048143220031443,KR,21.739999771118164,21.82999992370605,21.57999992370605,21.76000022888184,20.518386840820312,6102100,28,86.0,,0.86,24.08,0.0,0.0
222,2019-07-12,2,0.027217228464419478,-0.1710961560396943,KR,21.81999969482422,22.11000061035156,21.709999084472656,21.88999938964844,20.64097213745117,6051200,33,86.0,,0.86,28.38,0.2800006866455078,0.012826417206783569
223,2019-07-16,6,0.034707865168539326,0.27521673317737716,KR,22.09000015258789,22.1200008392334,21.920000076293945,21.959999084472656,20.706974029541016,5659700,33,86.0,,0.86,28.38,0.01000022888183949,0.00045229437384808335
224,2019-07-17,2,0.027217228464419478,-0.21581957483543746,KR,21.979999542236328,22.030000686645508,21.59000015258789,21.63999938964844,20.40523338317871,7303800,33,86.0,,0.86,28.38,-0.09000015258789062,-0.004068722837851868
225,2019-07-22,1,0.025344569288389514,-0.06880418329434435,KR,21.729999542236328,21.809999465942383,20.850000381469727,20.86000061035156,19.66974258422852,10966300,66,86.0,,0.86,56.76,-0.220001220703125,-0.009986437305764095
226,2019-07-23,25,0.07028838951310862,1.7733116595241611,KR,20.93000030517578,21.0,20.700000762939453,20.81999969482422,19.632022857666016,9577700,46,86.0,,0.86,39.56,-0.8099994659423828,-0.037138903520252065
227,2019-07-24,26,0.07216104868913857,0.026642510790216845,KR,20.790000915527344,21.32999992370605,20.780000686645508,21.239999771118164,20.028060913085938,12400500,100,86.0,,0.86,86.0,0.32999992370605113,0.015714282081240594
228,2019-07-29,1,0.025344569288389514,-0.6487777028079098,KR,21.38999938964844,21.549999237060547,21.26000022888184,21.43000030517578,20.207218170166016,6599700,23,86.0,,0.86,19.78,0.21999931335449574,0.01031407942528828
229,2019-08-02,6,0.034707865168539326,0.36943992906753365,KR,21.920000076293945,22.440000534057617,21.75,22.239999771118164,20.97099876403809,17253800,57,75.0,,0.75,42.75,0.8900012969970703,0.04129936559192515
230,2019-08-07,1,0.025344569288389514,-0.2697744685442969,KR,22.059999465942383,23.93000030517578,21.90999984741211,23.899999618530277,22.536279678344727,30946500,83,75.0,,0.75,62.25,1.489999771118164,0.06639927520753686
231,2019-08-09,1,0.025344569288389514,0.0,KR,23.13999938964844,23.450000762939453,23.11000061035156,23.31999969482422,21.989377975463867,8259800,60,75.0,,0.75,45.0,-0.4799995422363281,-0.020058484584829284
232,2019-08-26,11,0.04407116104868914,0.7388798581350673,KR,23.420000076293945,23.93000030517578,23.40999984741211,23.920000076293945,22.712797164916992,5626600,66,75.0,,0.75,49.5,0.4799995422363281,0.020469062968855978
233,2019-08-27,3,0.02908988764044944,-0.3399337129259795,KR,24.0,24.09000015258789,23.100000381469727,23.1200008392334,21.953174591064453,10237200,70,75.0,,0.75,52.5,0.15999984741210938,0.006686161528276502
234,2019-08-28,1,0.025344569288389514,-0.1287498390627011,KR,23.1299991607666,23.6200008392334,23.020000457763672,23.51000022888184,22.3234920501709,7035800,73,75.0,,0.75,54.75,-0.4699993133544922,-0.019510141568180983
235,2019-08-29,9,0.04032584269662921,0.5911038865080538,KR,23.739999771118164,23.979999542236328,23.59000015258789,23.670000076293945,22.47541618347168,5470700,66,75.0,,0.75,49.5,0.3599987030029297,0.015241265461979348
236,2019-08-30,1,0.025344569288389514,-0.37150552614470134,KR,23.709999084472656,23.950000762939453,23.59000015258789,23.68000030517578,22.484912872314453,6170500,73,75.0,,0.75,54.75,-0.029998779296875,-0.0012509916542757793
237,2019-09-03,2,0.027217228464419478,0.07388798581350686,KR,23.489999771118164,24.1299991607666,23.299999237060547,24.01000022888184,22.79825782775879,8153000,59,88.0,,0.88,51.92,0.17999839782714844,0.0075155904840586985
238,2019-09-04,11,0.04407116104868914,0.6192376496490986,KR,24.26000022888184,24.809999465942383,24.15999984741211,24.65999984741211,23.41545295715332,11940400,90,88.0,,0.88,79.2,0.6800003051757812,0.028180701567590782
239,2019-09-05,19,0.05905243445692884,0.3399337129259794,KR,24.93000030517578,25.11000061035156,24.61000061035156,24.82999992370605,23.57687187194824,11177300,83,88.0,,0.88,73.04,0.30000114440917613,0.01209194481527498
240,2019-09-06,1,0.025344569288389514,-0.5708124563962707,KR,24.950000762939453,25.1200008392334,24.59000015258789,24.700000762939453,23.45343399047852,11326500,70,88.0,,0.88,61.6,0.01000022888183949,0.00039825681556204806
241,2019-09-09,1,0.025344569288389514,-0.82316356129302,KR,24.76000022888184,25.21999931335449,24.71999931335449,25.190000534057617,23.918703079223636,10083700,86,88.0,,0.88,75.68,0.0999984741210902,0.003980830843162586
242,2019-09-10,5,0.032835205992509366,0.295551943254027,KR,25.11000061035156,25.82999992370605,25.049999237060547,25.81999969482422,24.51691055297852,11613100,61,88.0,,0.88,53.68,0.6100006103515625,0.024187177912750935
243,2019-09-11,2,0.027217228464419478,-0.1710961560396943,KR,25.739999771118164,25.790000915527344,25.209999084472656,25.56999969482422,24.279525756835938,14352500,79,88.0,,0.88,69.52,-0.039999008178707385,-0.0015485485209776328
244,2019-09-12,4,0.030962546816479402,0.13760836658868847,KR,25.75,26.770000457763672,23.84000015258789,25.59000015258789,24.29851531982422,30230500,100,88.0,,0.88,88.0,0.9799995422363281,0.03799920540701884
245,2019-09-13,2,0.027217228464419478,-0.12096286440062898,KR,25.489999771118164,26.270000457763672,25.46999931335449,26.229999542236328,24.906219482421875,12448900,59,88.0,,0.88,51.92,-0.5,-0.01867762388681593
246,2019-09-17,3,0.02908988764044944,0.14777597162701328,KR,25.850000381469727,26.0,25.61000061035156,25.649999618530277,24.35548973083496,8053000,73,88.0,,0.88,64.24,-0.2700004577636719,-0.01027790076356383
247,2019-09-24,3,0.02908988764044944,0.0,KR,25.649999618530277,26.09000015258789,25.56999969482422,25.809999465942383,24.507413864135746,5084900,73,88.0,,0.88,64.24,0.09000015258789062,0.0034615443303034343
248,2019-09-25,2,0.027217228464419478,-0.06437491953135055,KR,25.81999969482422,26.1299991607666,25.76000022888184,25.770000457763672,24.469432830810547,8881300,69,88.0,,0.88,60.72,0.03999900817871094,0.0015331164409648768
249,2019-09-26,7,0.036580524344569286,0.34402091647172117,KR,25.86000061035156,26.01000022888184,25.76000022888184,25.780000686645508,24.47892951965332,5129300,65,88.0,,0.88,57.2,-0.11999893188476207,-0.004592381773396159
250,2019-09-30,3,0.02908988764044944,-0.2047711682195147,KR,25.799999237060547,25.93000030517578,25.63999938964844,25.780000686645508,24.47892951965332,6117000,74,88.0,,0.88,65.12,-0.07999992370605824,-0.003075737139641599
251,2019-10-02,82,0.1770299625468165,5.085618642976697,KR,25.43000030517578,25.450000762939453,24.920000076293945,25.049999237060547,23.78577041625977,7809900,86,84.0,,0.84,72.24,-0.4799995422363281,-0.01851135891195954
252,2019-10-14,3,0.02908988764044944,0.4746535029428516,KR,24.149999618530277,24.229999542236328,23.8700008392334,24.100000381469727,22.883716583251957,4431400,69,84.0,,0.84,57.96,-1.220001220703125,-0.04793717815834819
