,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,LIFE_unscaled,LIFE_monthly,isPartial,scale,LIFE,Stock_Price_Change,Stock_Price_Change_Percent
126,2019-04-22,1,0.07740750670241286,-0.01702243557008143,LIFE,7.461999893188477,8.498000144958496,7.294000148773193,8.119999885559082,8.119999885559082,81529,92,87.0,,0.87,80.04,0.559999942779541,0.07054672820817309
127,2019-04-23,11,0.09081233243967829,0.1731721677691962,LIFE,7.840000152587891,8.399999618530273,7.714000225067139,7.952000141143799,7.952000141143799,24607,100,87.0,,0.87,87.0,-0.09800052642822266,-0.01153218695652325
128,2019-04-25,2,0.07874798927613941,-0.13284917190682854,LIFE,8.539999961853027,9.366000175476074,8.260000228881836,8.960000038146973,8.960000038146973,76821,96,87.0,,0.87,83.52,0.9660005569458008,0.11500007152557701
129,2019-05-08,-2,0.07338605898123325,-0.06808974228032538,LIFE,8.133999824523926,8.315999984741211,8.119999885559082,8.161999702453613,8.161999702453613,4586,96,87.0,,0.87,83.52,-1.0500001907348633,-0.11210764158260245
130,2019-05-10,1,0.07740750670241286,0.05479852409308417,LIFE,7.783999919891357,8.161999702453613,7.139999866485596,7.504000186920166,7.504000186920166,19000,95,87.0,,0.87,82.65,-0.15400028228759766,-0.018518552497615248
131,2019-05-13,32,0.11896246648793565,0.5368337200845081,LIFE,7.699999809265137,7.714000225067139,7.392000198364258,7.434000015258789,7.434000015258789,6264,97,87.0,,0.87,84.39,-0.4479994773864746,-0.054888445689577736
132,2019-05-14,2,0.07874798927613941,-0.33804340477317285,LIFE,7.308000087738037,7.699999809265137,6.300000190734863,6.9720001220703125,6.9720001220703125,49893,96,87.0,,0.87,83.52,-0.014000415802001953,-0.0018149358819703476
133,2019-05-17,3,0.08008847184986595,0.01702243557008143,LIFE,6.300000190734863,6.579999923706055,6.300000190734863,6.495999813079834,6.495999813079834,10464,100,87.0,,0.87,87.0,-1.119999885559082,-0.14545453419510812
134,2019-05-21,4,0.08142895442359249,0.03404487114016286,LIFE,6.300000190734863,6.579999923706055,6.300000190734863,6.453999996185303,6.453999996185303,5429,98,87.0,,0.87,85.26,0.0,0.0
135,2019-05-22,2,0.07874798927613941,-0.03292397853356599,LIFE,6.300000190734863,6.607999801635742,6.300000190734863,6.453999996185303,6.453999996185303,16636,95,87.0,,0.87,82.65,0.0279998779296875,0.004255300646556437
136,2019-05-24,0,0.07606702412868632,-0.03404487114016275,LIFE,6.159999847412109,6.300000190734863,5.880000114440918,6.159999847412109,6.159999847412109,8100,95,87.0,,0.87,82.65,-0.3079996109008789,-0.04661011200766629
137,2019-06-04,5,0.08276943699731903,0.08811193740527967,LIFE,5.473999977111816,6.369999885559082,5.320000171661377,5.670000076293945,5.670000076293945,12421,89,87.0,,0.87,77.42999999999999,0.06999969482421875,0.011111062334119293
138,2019-06-06,6,0.08410991957104558,0.016195381077316773,LIFE,5.53000020980835,5.754000186920166,5.389999866485596,5.460000038146973,5.460000038146973,6371,92,87.0,,0.87,80.04,-0.615999698638916,-0.09670325113119704
139,2019-06-11,5,0.08276943699731903,-0.26269911398753376,LIFE,5.53000020980835,5.53000020980835,5.179999828338623,5.389999866485596,5.389999866485596,49343,91,87.0,,0.87,79.17,-0.2239999771118164,-0.03892943514687519
140,2019-06-12,2,0.07874798927613941,-0.04858614323195032,LIFE,5.40399980545044,5.40399980545044,5.067999839782715,5.320000171661377,5.320000171661377,12114,90,87.0,,0.87,78.3,-0.12600040435790927,-0.02278488238290244
141,2019-06-19,1,0.07740750670241286,0.0,LIFE,4.96999979019165,5.320000171661377,4.760000228881836,5.179999828338623,5.179999828338623,49014,88,87.0,,0.87,76.56,-0.08399963378906339,-0.01554397424373366
142,2019-06-24,3,0.08008847184986595,0.03463443355383933,LIFE,5.670000076293945,5.739999771118164,5.389999866485596,5.460000038146973,5.460000038146973,15821,85,87.0,,0.87,73.95,0.4199995994567871,0.07894729058356886
143,2019-06-25,12,0.09215281501340483,0.1506376995949521,LIFE,5.460000038146973,5.599999904632568,5.067999839782715,5.25,5.25,22950,85,87.0,,0.87,73.95,-0.1399998664855957,-0.0243902216146471
144,2019-06-27,24,0.10823860589812333,0.17455561050824775,LIFE,5.081999778747559,5.3480000495910645,4.96999979019165,4.96999979019165,4.96999979019165,12693,81,87.0,,0.87,70.47,-0.2519998550415039,-0.04499997488089924
145,2019-07-09,1,0.07740750670241286,-0.033475044354433825,LIFE,4.760000228881836,4.760000228881836,4.079999923706055,4.670000076293945,4.670000076293945,186700,84,82.0,,0.82,68.88,-0.5879998207092285,-0.10994760943470638
146,2019-07-15,6,0.08410991957104558,0.08658608388459821,LIFE,4.949999809265137,5.96999979019165,4.931000232696533,5.2230000495910645,5.2230000495910645,613700,88,82.0,,0.82,72.16,1.2099995613098145,0.25420157628733
147,2019-07-16,2,0.07874798927613941,-0.06374908360692322,LIFE,5.309999942779541,5.400000095367432,5.10099983215332,5.230000019073486,5.230000019073486,209500,86,82.0,,0.82,70.52,-0.5699996948242188,-0.09547733917188639
148,2019-07-23,12,0.09215281501340483,0.17022435570081385,LIFE,3.430000066757202,3.759999990463257,3.369999885559082,3.640000104904175,3.640000104904175,179500,88,82.0,,0.82,72.16,-1.6400001049041748,-0.30370371776680205
149,2019-07-25,1,0.07740750670241286,-0.16000930963256055,LIFE,3.700000047683716,3.700000047683716,3.315000057220459,3.369999885559082,3.369999885559082,115100,87,82.0,,0.82,71.33999999999999,-0.059999942779541016,-0.01595743163077734
150,2019-07-26,14,0.0948337801608579,0.22512381809995485,LIFE,3.380000114440918,3.5,3.2300000190734863,3.470000028610229,3.470000028610229,119300,93,82.0,,0.82,76.25999999999999,-0.20000004768371582,-0.05405406624492348
151,2019-07-29,34,0.12164343163538874,0.4462435852484621,LIFE,3.440000057220459,3.490000009536743,3.220000028610229,3.259999990463257,3.259999990463257,141900,93,82.0,,0.82,76.25999999999999,-0.009999990463256836,-0.0028571401323590484
152,2019-07-31,1,0.07740750670241286,-0.36365239239195113,LIFE,3.4200000762939453,3.549999952316284,3.374000072479248,3.509999990463257,3.509999990463257,85100,90,82.0,,0.82,73.8,0.059999942779541016,0.0171919606348383
153,2019-08-05,54,0.14845308310991956,0.9178124891767394,LIFE,3.180000066757202,3.190000057220459,3.009999990463257,3.119999885559082,3.119999885559082,49100,93,79.0,,0.79,73.47,-0.3599998950958252,-0.10140842251587479
154,2019-08-08,2,0.07874798927613941,-0.4695429180286421,LIFE,3.220000028610229,3.25,3.109999895095825,3.130000114440918,3.130000114440918,29600,93,79.0,,0.79,73.47,0.059999942779541016,0.018808759154637977
155,2019-08-09,2,0.07874798927613941,0.0,LIFE,3.150000095367432,3.2149999141693115,3.0799999237060547,3.109999895095825,3.109999895095825,21500,93,79.0,,0.79,73.47,-0.03500008583068848,-0.010769257178673386
156,2019-08-12,8,0.08679088471849866,-0.19815223045104402,LIFE,3.180000066757202,3.180000066757202,2.859999895095825,2.937000036239624,2.937000036239624,42100,100,79.0,,0.79,79.0,-0.034999847412109375,-0.01088642250279892
157,2019-08-13,21,0.1042171581769437,0.2007846044543291,LIFE,2.9760000705718994,3.0799999237060547,2.890000104904175,2.970000028610229,2.970000028610229,35700,96,79.0,,0.79,75.84,-0.10000014305114746,-0.03144658520498789
158,2019-08-15,2,0.07874798927613941,-0.2443855632444113,LIFE,2.864000082015991,2.900000095367432,2.799999952316284,2.799999952316284,2.799999952316284,27200,92,79.0,,0.79,72.68,-0.1799998283386226,-0.05844150415498561
159,2019-08-19,30,0.11628150134048257,0.8556881872245752,LIFE,2.990000009536743,3.5999999046325684,2.9649999141693115,3.109999895095825,3.109999895095825,352300,95,79.0,,0.79,75.05,0.6999998092651363,0.2413792366363512
160,2019-08-20,6,0.08410991957104558,-0.27666981762847853,LIFE,3.0799999237060547,3.125999927520752,2.8499999046325684,2.8499999046325684,2.8499999046325684,35600,95,79.0,,0.79,75.05,-0.4739999771118164,-0.13166666379681335
161,2019-09-03,1,0.07740750670241286,-0.22743691970138868,LIFE,2.990000009536743,3.013000011444092,2.875,2.9200000762939453,2.9200000762939453,16900,93,83.0,,0.83,77.19,-0.11299991607666016,-0.036148406492856555
162,2019-09-04,70,0.16990080428954424,1.1948879576074534,LIFE,2.934999942779541,3.059999942779541,2.799999952316284,2.8499999046325684,2.8499999046325684,22100,93,83.0,,0.83,77.19,0.04699993133544922,0.015599047844982561
163,2019-09-06,2,0.07874798927613941,-0.5365060830322061,LIFE,3.0999999046325684,3.0999999046325684,2.984999895095825,3.039999961853028,3.039999961853028,33600,88,83.0,,0.83,73.03999999999999,0.039999961853027344,0.01307188320294328
164,2019-09-12,2,0.07874798927613941,0.0,LIFE,3.359999895095825,3.765000104904175,3.359999895095825,3.670000076293945,3.670000076293945,98800,96,83.0,,0.83,79.67999999999999,0.6650002002716064,0.21451620023531137
165,2019-09-30,3,0.08008847184986595,0.01702243557008143,LIFE,3.7100000381469727,3.7799999713897705,3.5,3.5,3.5,16700,95,83.0,,0.83,78.85,0.014999866485595703,0.003984028172019816
166,2019-10-03,5,0.08276943699731903,0.033475044354433825,LIFE,3.2699999809265137,3.4100000858306885,3.2699999809265137,3.3299999237060547,3.3299999237060547,2200,98,81.0,,0.81,79.38000000000001,-0.36999988555908203,-0.09788356834908818
167,2019-10-07,2,0.07874798927613941,-0.07843629404197916,LIFE,3.299999952316284,3.430000066757202,3.299999952316284,3.4200000762939453,3.4200000762939453,9300,96,81.0,,0.81,77.76,0.019999980926513672,0.005865096898272304
168,2019-10-08,1,0.07740750670241286,-0.01702243557008143,LIFE,3.3399999141693115,3.390000104904175,3.200000047683716,3.200000047683716,3.200000047683716,13000,100,81.0,,0.81,81.0,-0.039999961853027344,-0.011661796231637989
169,2019-10-09,1,0.07740750670241286,0.0,LIFE,3.25,3.303999900817871,3.25,3.259999990463257,3.259999990463257,2600,97,81.0,,0.81,78.57000000000001,-0.08600020408630371,-0.025368790980829337
170,2019-10-16,-4,0.07070509383378017,-0.03653234939538963,LIFE,3.1700000762939453,3.989000082015991,3.150000095367432,3.7899999618530273,3.7899999618530273,123500,95,81.0,,0.81,76.95,0.6850001811981201,0.20732451627149118
171,2019-10-17,9,0.0881313672922252,0.24646418685777105,LIFE,3.5899999141693115,3.5929999351501465,3.380000114440918,3.440000057220459,3.440000057220459,47900,97,81.0,,0.81,78.57000000000001,-0.3960001468658447,-0.09927303552867095
172,2019-10-18,8,0.08679088471849866,-0.015210050801569674,LIFE,3.437999963760376,3.486999988555908,3.4100000858306885,3.4100000858306885,3.4100000858306885,9200,91,81.0,,0.81,73.71000000000001,-0.10599994659423828,-0.02950179474183834
173,2019-10-30,2,0.07874798927613941,-0.09266981744045966,LIFE,3.5999999046325684,3.687999963760376,3.4800000190734863,3.559999942779541,3.559999942779541,15000,95,81.0,,0.81,76.95,0.20099997520446777,0.0576426658629583
174,2019-11-05,0,0.07606702412868632,-0.06584795706713209,LIFE,4.0,4.099999904632568,3.700000047683716,3.700000047683716,3.700000047683716,74100,91,79.0,,0.79,71.89,0.4119999408721924,0.11171365100885389
175,2019-11-06,1,0.07740750670241286,0.017622387481055934,LIFE,3.869999885559082,3.900000095367432,3.309999942779541,3.400000095367432,3.400000095367432,52200,93,79.0,,0.79,73.47,-0.19999980926513627,-0.04878044241882973
176,2019-11-07,2,0.07874798927613941,0.017317216776919553,LIFE,3.609999895095825,3.7799999713897705,3.5,3.7100000381469727,3.7100000381469727,33500,92,79.0,,0.79,72.68,-0.12000012397766158,-0.030769261805968173
177,2019-11-15,2,0.07874798927613941,0.0,LIFE,3.7200000286102295,3.900000095367432,3.7190001010894775,3.7200000286102295,3.7200000286102295,21400,89,79.0,,0.79,70.31,0.12000012397766158,0.03174606478463593
178,2019-11-18,1,0.07740750670241286,-0.28484383127337587,LIFE,3.809999942779541,3.861000061035156,3.660000085830689,3.680000066757202,3.680000066757202,11800,91,79.0,,0.79,71.89,-0.03900003433227628,-0.010000008558615714
179,2019-11-19,1,0.07740750670241286,0.0,LIFE,3.75,3.7799999713897705,3.670000076293945,3.7200000286102295,3.7200000286102295,10800,100,79.0,,0.79,79.0,-0.0810000896453853,-0.02097904386555971
180,2019-11-26,1,0.07740750670241286,-0.01702243557008143,LIFE,4.340000152587891,4.480000019073486,4.25,4.28000020980835,4.28000020980835,27400,87,79.0,,0.79,68.73,0.7000000476837158,0.18518519920156273
181,2019-11-27,1,0.07740750670241286,0.0,LIFE,4.400000095367432,4.71999979019165,4.35699987411499,4.71999979019165,4.71999979019165,62500,78,79.0,,0.79,61.620000000000005,0.23999977111816406,0.05357137725365435
182,2019-12-03,0,0.07606702412868632,-0.017317216776919664,LIFE,4.699999809265137,4.849999904632568,4.513000011444092,4.513000011444092,4.513000011444092,37000,88,83.0,,0.83,73.03999999999999,0.13000011444091797,0.027542398351598107
183,2019-12-06,16,0.09751474530831099,0.28195819969689495,LIFE,4.630000114440918,4.630000114440918,4.409999847412109,4.420000076293945,4.420000076293945,12500,87,83.0,,0.83,72.21,-0.2199997901916504,-0.045360782374761155
184,2019-12-09,2,0.07874798927613941,-0.19245044401066724,LIFE,4.420000076293945,4.75,4.420000076293945,4.449999809265137,4.449999809265137,38300,90,83.0,,0.83,74.7,0.11999988555908203,0.0259179012079942
185,2019-12-10,5,0.08276943699731903,0.051067306710244065,LIFE,4.429999828338623,4.5,4.201000213623047,4.28000020980835,4.28000020980835,26300,89,83.0,,0.83,73.86999999999999,-0.25,-0.052631578947368474
186,2019-12-12,15,0.09617426273458445,0.1619538107731675,LIFE,4.099999904632568,4.360000133514404,3.7100000381469727,3.950000047683716,3.950000047683716,227100,92,83.0,,0.83,76.36,-0.1399998664855957,-0.031111081441243527
187,2019-12-17,1,0.07740750670241286,-0.19513282970479195,LIFE,4.090000152587891,4.21999979019165,3.9600000381469727,4.0,4.0,19500,88,83.0,,0.83,73.03999999999999,-0.1400003433227539,-0.03211016950357426
188,2019-12-18,9,0.0881313672922252,0.1385377342153571,LIFE,4.0,4.119999885559082,3.9600000381469727,3.9600000381469727,3.9600000381469727,22700,85,83.0,,0.83,70.55,-0.09999990463256836,-0.023696661043679068
189,2019-12-19,2,0.07874798927613941,-0.10647035561098783,LIFE,4.138000011444092,4.209000110626221,4.0,4.150000095367432,4.150000095367432,20500,83,83.0,,0.83,68.89,0.08900022506713867,0.021601996975556093
190,2019-12-24,16,0.09751474530831099,0.23831409798113912,LIFE,4.210000038146973,4.210999965667725,4.019999980926514,4.209000110626221,4.209000110626221,39000,76,83.0,,0.83,63.08,0.0019998550415039062,0.0004751377973251092
191,2020-01-03,4,0.08142895442359249,-0.16495752343771475,LIFE,4.210000038146973,4.349999904632568,4.210000038146973,4.260000228881836,4.260000228881836,10300,82,91.0,,0.91,74.62,0.13899993896484375,0.033008772286418964
192,2020-01-06,6,0.08410991957104558,0.03292397853356599,LIFE,7.25,7.619999885559082,5.599999904632568,6.110000133514404,6.110000133514404,10667500,86,91.0,,0.91,78.26,3.2699999809265137,0.751724150026785
193,2020-01-07,8,0.08679088471849866,0.03187454180346161,LIFE,5.71999979019165,6.25,5.210000038146973,5.869999885559082,5.869999885559082,794300,85,91.0,,0.91,77.35000000000001,-1.369999885559082,-0.1797900139284011
194,2020-01-09,7,0.08545040214477212,-0.015444969573409906,LIFE,5.849999904632568,6.0,5.53000020980835,5.690000057220459,5.690000057220459,151200,90,91.0,,0.91,81.9,-0.25,-0.040000000000000036
195,2020-01-22,1,0.07740750670241286,0.0,LIFE,6.099999904632568,6.139999866485596,5.920000076293945,6.03000020980835,6.03000020980835,41200,94,91.0,,0.91,85.54,0.1399998664855957,0.023333311080932617
196,2020-01-23,1,0.07740750670241286,0.0,LIFE,6.079999923706055,6.130000114440918,5.900000095367432,5.920000076293945,5.920000076293945,37400,97,91.0,,0.91,88.27,-0.009999752044677734,-0.0016286241469254392
197,2020-01-27,1,0.07740750670241286,-0.6117811571403601,LIFE,5.539999961853027,5.900000095367432,5.539999961853027,5.710000038146973,5.710000038146973,120600,91,91.0,,0.91,82.81,-0.23000001907348633,-0.037520393928159534
198,2020-01-29,4,0.08142895442359249,0.05195165033075888,LIFE,5.46999979019165,5.590000152587891,5.420000076293945,5.480000019073486,5.480000019073486,22900,92,91.0,,0.91,83.72,-0.309999942779541,-0.052542362333679815
199,2020-01-30,5,0.08276943699731903,0.016461989266782995,LIFE,5.440000057220459,5.570000171661377,5.13100004196167,5.25,5.25,91600,89,91.0,,0.91,80.99000000000001,-0.019999980926513672,-0.0035778140215710907
200,2020-01-31,2,0.07874798927613941,-0.04858614323195032,LIFE,5.199999809265137,5.449999809265137,4.909999847412109,5.070000171661377,5.070000171661377,100300,89,91.0,,0.91,80.99000000000001,-0.12000036239624023,-0.021544050035540163
201,2020-02-03,10,0.08947184986595175,0.15585495099227664,LIFE,5.059999942779541,5.46999979019165,4.90500020980835,5.369999885559082,5.369999885559082,132400,83,89.0,,0.89,73.87,0.019999980926513672,0.0036697213993499567
202,2020-02-04,18,0.10019571045576407,0.11985736973002115,LIFE,5.460000038146973,5.630000114440918,5.269999980926514,5.440000057220459,5.440000057220459,163200,90,89.0,,0.89,80.1,0.16000032424926758,0.029250517438075052
203,2020-02-05,18,0.10019571045576407,0.0,LIFE,5.409999847412109,5.699999809265137,4.46999979019165,4.510000228881836,4.510000228881836,267700,92,89.0,,0.89,81.88,0.06999969482421875,0.01243333808194258
204,2020-02-06,1,0.07740750670241286,-0.22743691970138868,LIFE,4.5,4.659999847412109,3.849999904632568,3.990000009536743,3.990000009536743,1768700,90,89.0,,0.89,80.1,-1.0399999618530273,-0.18245613976382002
205,2020-02-07,18,0.10019571045576407,0.2943926852076335,LIFE,4.03000020980835,4.199999809265137,4.0,4.079999923706055,4.079999923706055,374400,86,89.0,,0.89,76.54,-0.46000003814697266,-0.09871245777023574
206,2020-02-10,11,0.09081233243967829,0.11523392486748096,LIFE,4.070000171661377,4.099999904632568,3.920000076293945,3.9700000286102295,3.9700000286102295,253400,94,89.0,,0.89,83.66,-0.09999990463256836,-0.023809502184254927
207,2020-02-13,15,0.09617426273458445,0.05904407640303466,LIFE,3.9600000381469727,4.25,3.880000114440918,4.190000057220459,4.190000057220459,352100,97,89.0,,0.89,86.33,0.15000009536743164,0.036585389964996606
208,2020-02-14,6,0.08410991957104558,-0.1254425333816519,LIFE,4.21999979019165,4.300000190734863,3.950000047683716,4.019999980926514,4.019999980926514,190600,91,89.0,,0.89,80.99,0.05000019073486328,0.01176475076114425
209,2020-02-18,1,0.07740750670241286,0.0,LIFE,4.090000152587891,4.300000190734863,3.990000009536743,4.21999979019165,4.21999979019165,434400,93,89.0,,0.89,82.77,0.0,0.0
210,2020-02-19,7,0.08545040214477212,0.10390330066151776,LIFE,4.210000038146973,4.300000190734863,4.110000133514404,4.210000038146973,4.210000038146973,280300,99,89.0,,0.89,88.11,0.0,0.0
211,2020-02-20,5,0.08276943699731903,-0.031374517616791664,LIFE,4.239999771118164,4.400000095367432,4.079999923706055,4.369999885559082,4.369999885559082,247100,95,89.0,,0.89,84.55,0.09999990463256836,0.02325579074346007
212,2020-02-21,5,0.08276943699731903,0.0,LIFE,4.349999904632568,4.440000057220459,4.239999771118164,4.269999980926514,4.269999980926514,99700,93,89.0,,0.89,82.77,0.039999961853027344,0.009090900224102638
213,2020-02-24,4,0.08142895442359249,0.03404487114016286,LIFE,4.230000019073486,4.416999816894531,4.050000190734863,4.159999847412109,4.159999847412109,143200,95,89.0,,0.89,84.55,-0.023000240325927734,-0.00518023424088121
214,2020-02-25,1,0.07740750670241286,-0.049385967800348984,LIFE,4.150000095367432,4.269999980926514,3.849999904632568,3.900000095367432,3.900000095367432,164100,94,89.0,,0.89,83.66,-0.14699983596801758,-0.03328047137465562
215,2020-02-26,31,0.11762198391420911,0.5195165033075884,LIFE,3.900000095367432,4.050000190734863,3.75,3.819999933242798,3.819999933242798,134400,94,89.0,,0.89,83.66,-0.2199997901916504,-0.05152219933825719
216,2020-02-27,42,0.13236729222520108,0.12536183985594795,LIFE,3.880000114440918,4.019999980926514,3.470000028610229,3.630000114440918,3.630000114440918,173400,92,89.0,,0.89,81.88,-0.03000020980834961,-0.0074074588630836935
217,2020-02-28,66,0.16453887399463807,0.24304781965851774,LIFE,3.5799999237060547,3.910000085830689,3.5199999809265137,3.7100000381469727,3.7100000381469727,96400,90,89.0,,0.89,80.1,-0.10999989509582475,-0.027363158113864583
218,2020-03-02,1,0.07740750670241286,-0.5010972301418624,LIFE,3.7899999618530273,4.059999942779541,3.7200000286102295,3.910000085830689,3.910000085830689,208300,100,84.0,,0.84,84.0,0.1499998569488521,0.03836313392739599
219,2020-03-03,1,0.07740750670241286,0.0,LIFE,4.010000228881836,4.050000190734863,3.650000095367432,3.7200000286102295,3.7200000286102295,104400,97,84.0,,0.84,81.48,-0.009999752044677734,-0.0024629931491653156
220,2020-03-04,2,0.07874798927613941,0.017317216776919553,LIFE,3.910000085830689,4.300000190734863,3.900000095367432,4.25,4.25,214500,95,84.0,,0.84,79.8,0.25,0.06172839215462811
221,2020-03-05,3,0.08008847184986595,0.01702243557008143,LIFE,4.25,4.409999847412109,4.050000190734863,4.070000171661377,4.070000171661377,86000,100,84.0,,0.84,84.0,0.1099996566772461,0.02558131437162725
222,2020-03-06,1,0.07740750670241286,-0.033475044354433825,LIFE,3.920000076293945,4.090000152587891,3.7699999809265137,3.829999923706055,3.829999923706055,108300,95,84.0,,0.84,79.8,-0.31999969482421875,-0.07256229158647298
223,2020-03-09,5,0.08276943699731903,0.0,LIFE,3.5999999046325684,3.7799999713897705,3.299999952316284,3.359999895095825,3.359999895095825,137400,91,84.0,,0.84,76.44,-0.3100001811981201,-0.07579466250190037
224,2020-03-10,1,0.07740750670241286,-0.06478152430926709,LIFE,3.509999990463257,3.660000085830689,3.150000095367432,3.430000066757202,3.430000066757202,116400,94,84.0,,0.84,78.96,-0.11999988555908159,-0.031746001710937
225,2020-03-11,1,0.07740750670241286,0.0,LIFE,3.319999933242798,3.319999933242798,2.9600000381469727,3.0299999713897705,3.0299999713897705,154200,92,84.0,,0.84,77.28,-0.34000015258789107,-0.09289621437555873
226,2020-03-12,8,0.08679088471849866,0.12122051743843731,LIFE,2.799999952316284,2.900000095367432,2.5299999713897705,2.7300000190734863,2.7300000190734863,184500,83,84.0,,0.84,69.72,-0.41999983787536577,-0.1265059778073948
227,2020-03-13,1,0.07740750670241286,-0.10811478701386967,LIFE,3.0899999141693115,3.0899999141693115,2.380000114440918,2.680000066757202,2.680000066757202,187700,80,84.0,,0.84,67.2,0.18999981880187944,0.06551717674264634
228,2020-03-16,1,0.07740750670241286,-0.10811478701386967,LIFE,2.490000009536743,2.630000114440918,2.150000095367432,2.1700000762939453,2.1700000762939453,177500,77,84.0,,0.84,64.67999999999999,-0.45999979972839355,-0.148867253238114
229,2020-03-17,9,0.0881313672922252,0.1385377342153571,LIFE,2.299999952316284,2.4200000762939453,2.1700000762939453,2.380000114440918,2.380000114440918,94100,77,84.0,,0.84,64.67999999999999,-0.21000003814697266,-0.07984791977532446
230,2020-03-18,1,0.07740750670241286,-0.1216804064125575,LIFE,2.309999942779541,2.549999952316284,2.190000057220459,2.220000028610229,2.220000028610229,122800,84,84.0,,0.84,70.56,0.12999987602233887,0.053718955340457786
231,2020-03-19,3,0.08008847184986595,0.03463443355383933,LIFE,2.2699999809265137,2.549999952316284,2.130000114440918,2.4800000190734863,2.4800000190734863,92900,89,84.0,,0.84,74.75999999999999,0.0,0.0
232,2020-03-20,9,0.0881313672922252,0.10042513306330147,LIFE,2.5,2.950000047683716,2.5,2.5799999237060547,2.5799999237060547,128900,83,84.0,,0.84,69.72,0.40000009536743164,0.1568627854302871
233,2020-03-23,1,0.07740750670241286,-0.01702243557008143,LIFE,2.75,3.059999942779541,2.4800000190734863,2.650000095367432,2.650000095367432,192400,90,84.0,,0.84,75.6,0.1099998950958252,0.0372880994297593
234,2020-03-24,2,0.07874798927613941,0.017317216776919553,LIFE,2.8399999141693115,2.9649999141693115,2.539999961853028,2.7799999713897705,2.7799999713897705,127700,94,84.0,,0.84,78.96,-0.09500002861022949,-0.031045761564275187
235,2020-03-25,1,0.07740750670241286,-0.01702243557008143,LIFE,2.819999933242798,3.369999885559082,2.799999952316284,3.0999999046325684,3.0999999046325684,465200,96,84.0,,0.84,80.64,0.4049999713897705,0.13659358621035156
236,2020-03-26,4,0.08142895442359249,0.05195165033075888,LIFE,3.1600000858306885,3.3499999046325684,3.049999952316284,3.0799999237060547,3.0799999237060547,105900,89,84.0,,0.84,74.75999999999999,-0.019999980926513672,-0.00593471264263723
237,2020-03-27,34,0.12164343163538874,0.49385967800348984,LIFE,2.9200000762939453,3.2799999713897705,2.7100000381469727,3.240000009536743,3.240000009536743,175500,89,84.0,,0.84,74.75999999999999,-0.06999993324279785,-0.020895503055387565
238,2020-03-30,40,0.129686327077748,0.7671793373031819,LIFE,3.220000028610229,3.220000028610229,2.809999942779541,2.869999885559082,2.869999885559082,126900,91,84.0,,0.84,76.44,-0.05999994277954146,-0.018292665641127637
239,2020-03-31,2,0.07874798927613941,-0.39278109689289487,LIFE,2.809999942779541,2.940000057220459,2.650000095367432,2.799999952316284,2.799999952316284,54200,91,84.0,,0.84,76.44,-0.27999997138977006,-0.08695651208134292
240,2020-04-01,9,0.0881313672922252,0.11915704899056956,LIFE,2.6600000858306885,2.799999952316284,2.470000028610229,2.549999952316284,2.549999952316284,63800,90,89.0,False,0.89,80.1,-0.1400001049041748,-0.04761908237394186
241,2020-04-02,34,0.12164343163538874,0.38025127003924175,LIFE,2.470000028610229,2.700000047683716,2.450000047683716,2.559999942779541,2.559999942779541,56500,87,89.0,,0.89,77.43,-0.09999990463256836,-0.035714252262698754
242,2020-04-03,19,0.10153619302949062,-0.16529654199634147,LIFE,2.559999942779541,2.970000028610229,2.400000095367432,2.900000095367432,2.900000095367432,140100,87,89.0,,0.89,77.43,0.26999998092651323,0.09999999116968228
243,2020-04-06,15,0.09617426273458445,-0.05280806907295443,LIFE,2.9200000762939453,3.1559998989105225,2.680000066757202,2.7100000381469727,2.7100000381469727,99100,88,89.0,,0.89,78.32000000000001,0.1859998703002934,0.06262621835304483
244,2020-04-07,24,0.10823860589812333,0.125442533381652,LIFE,2.720000028610229,2.82699990272522,2.640000104904175,2.680000066757202,2.680000066757202,44100,90,89.0,,0.89,80.1,-0.3289999961853023,-0.10424588299222559
245,2020-04-08,4,0.08142895442359249,-0.247690288063805,LIFE,2.6600000858306885,2.940000057220459,2.6600000858306885,2.880000114440918,2.880000114440918,91700,89,89.0,,0.89,79.21000000000001,0.11300015449523881,0.039971757475586456
246,2020-04-09,57,0.1524745308310992,0.8724854311394987,LIFE,2.9100000858306885,2.9600000381469727,2.700000047683716,2.819999933242798,2.819999933242798,53900,92,89.0,,0.89,81.88,0.019999980926513672,0.006802714468455484
247,2020-04-13,1,0.07740750670241286,-0.10811478701386967,LIFE,2.7799999713897705,2.859999895095825,2.7300000190734863,2.7300000190734863,2.7300000190734863,28500,89,89.0,,0.89,79.21000000000001,-0.10000014305114746,-0.033783831676485354
248,2020-04-14,1,0.07740750670241286,0.0,LIFE,2.75,2.900000095367432,2.75,2.8299999237060547,2.8299999237060547,63900,96,89.0,,0.89,85.44,0.04000020027160689,0.013986084524057807
249,2020-04-15,5,0.08276943699731903,0.06926886710767843,LIFE,2.8299999237060547,2.9549999237060547,2.759999990463257,2.9100000858306885,2.9100000858306885,84100,90,89.0,,0.89,80.1,0.0549998283386226,0.018965457424115817
