,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,LIFE_unscaled,LIFE_monthly,isPartial,scale,LIFE,Stock_Price_Change,Stock_Price_Change_Percent
10,2016-09-20,3,0.08008847184986595,-0.269126318107308,LIFE,46.20000076293945,46.20000076293945,43.68000030517578,45.08000183105469,45.08000183105469,6679,100,91.0,,0.91,91.0,-0.9799995422363281,-0.020771503516264667
11,2016-09-21,2,0.07874798927613941,-0.016737522177216912,LIFE,45.36000061035156,46.619998931884766,44.65999984741211,46.060001373291016,46.060001373291016,7129,95,91.0,,0.91,86.45,0.4199981689453125,0.00909086930756553
12,2016-09-27,8,0.08679088471849866,0.10213461342048835,LIFE,46.40999984741211,47.880001068115234,45.08000183105469,46.20000076293945,46.20000076293945,4200,93,91.0,,0.91,84.63000000000001,1.2600021362304688,0.027027073468436136
13,2016-09-29,1,0.07740750670241286,-0.10811478701386967,LIFE,45.5,45.90599822998047,44.2400016784668,44.52000045776367,44.52000045776367,7279,99,91.0,,0.91,90.09,-1.9740028381347656,-0.041228128531712094
14,2016-10-20,2,0.07874798927613941,0.017317216776919553,LIFE,39.7599983215332,41.29999923706055,39.20000076293945,41.29999923706055,41.29999923706055,3029,92,88.0,,0.88,80.96,-4.605998992919922,-0.1003354500613346
15,2016-11-22,1,0.07740750670241286,-0.01702243557008143,LIFE,49.70000076293945,51.09999847412109,46.20000076293945,46.20000076293945,46.20000076293945,8900,88,86.0,,0.86,75.67999999999999,9.79999923706054,0.2372881215035596
16,2016-12-05,7,0.08545040214477212,0.10390330066151776,LIFE,42.0,46.15800094604492,42.0,45.5,45.5,4629,95,90.0,,0.9,85.5,-4.941997528076165,-0.09671228328077097
17,2016-12-06,32,0.11896246648793565,0.39218147020989536,LIFE,45.5,48.29999923706055,45.5,47.59999847412109,47.59999847412109,5950,96,90.0,,0.9,86.4,2.141998291015625,0.046405785500101215
18,2016-12-08,1,0.07740750670241286,-0.349311518265612,LIFE,46.900001525878906,50.400001525878906,46.900001525878906,49.70000076293945,49.70000076293945,8100,100,90.0,,0.9,90.0,2.1000022888183594,0.04347830894388571
19,2016-12-20,1,0.07740750670241286,0.0,LIFE,31.5,32.20000076293945,30.100000381469727,30.100000381469727,30.100000381469727,18229,85,90.0,,0.9,76.5,-18.200000762939453,-0.36111111531602424
20,2017-01-12,13,0.09349329758713137,0.20780660132303552,LIFE,32.900001525878906,35.70000076293945,32.20000076293945,35.0,35.0,8236,78,94.0,,0.94,73.32,3.5,0.1086956495985032
21,2017-02-15,1,0.07740750670241286,-0.1720528775843777,LIFE,47.59999847412109,49.0,46.20000076293945,47.59999847412109,47.59999847412109,6200,97,92.0,,0.92,89.24000000000001,13.299999237060547,0.3725489902753003
22,2017-02-23,29,0.11494101876675604,0.48488206975374926,LIFE,52.5,53.20000076293945,47.59999847412109,47.95000076293945,47.95000076293945,3886,95,92.0,,0.92,87.4,4.200000762939453,0.08571430128447854
23,2017-03-14,4,0.08142895442359249,-0.29155878991439843,LIFE,49.8120002746582,51.08599853515625,47.59999847412109,48.29999923706055,48.29999923706055,2736,66,100.0,,1.0,66.0,-2.114002227783203,-0.039736883411021884
24,2017-03-15,74,0.1752627345844504,1.15233924867481,LIFE,49.70000076293945,50.400001525878906,48.29999923706055,49.70000076293945,49.70000076293945,1729,69,100.0,,1.0,69.0,-0.6859970092773438,-0.013428278372698443
25,2017-03-20,8,0.08679088471849866,0.06584795706713198,LIFE,52.5,53.20000076293945,51.09999847412109,51.79999923706055,51.79999923706055,2279,81,100.0,,1.0,81.0,2.799999237060547,0.05555553873590324
26,2017-03-24,67,0.1658793565683646,0.9112532048311863,LIFE,48.650001525878906,49.70000076293945,47.89400100708008,49.70000076293945,49.70000076293945,1907,88,100.0,,1.0,88.0,-3.5,-0.06578947274072589
27,2017-05-18,1,0.07740750670241286,-0.5333505729478125,LIFE,46.20000076293945,46.94200134277344,45.5,46.54999923706055,46.54999923706055,1786,90,90.0,,0.9,81.0,-2.7579994201660156,-0.0554929452279328
28,2017-05-23,1,0.07740750670241286,0.0,LIFE,49.0,50.04999923706055,49.0,49.70000076293945,49.70000076293945,1000,89,90.0,,0.9,80.10000000000001,3.1079978942871094,0.06620931799631458
29,2017-06-01,7,0.08545040214477212,0.10390330066151776,LIFE,45.5,48.29999923706055,45.5,46.900001525878906,46.900001525878906,1129,96,88.0,False,0.88,84.48,-1.75,-0.0349650354980261
30,2017-06-12,2,0.07874798927613941,-0.07843629404197916,LIFE,46.900001525878906,48.29999923706055,46.20000076293945,47.59999847412109,47.59999847412109,2929,98,88.0,,0.88,86.24,0.0,0.0
31,2017-06-26,1,0.07740750670241286,-0.01702243557008143,LIFE,50.400001525878906,52.5,50.400001525878906,51.09999847412109,51.09999847412109,1407,99,88.0,,0.88,87.12,4.200000762939453,0.0869565389085305
32,2017-06-30,3,0.08008847184986595,0.03463443355383933,LIFE,50.400001525878906,51.79999923706055,47.59999847412109,47.59999847412109,47.59999847412109,1979,91,88.0,,0.88,80.08,-0.7000007629394531,-0.013333347865513434
33,2017-07-20,13,0.09349329758713137,0.1673752217721689,LIFE,46.900001525878906,49.0,46.20000076293945,47.59999847412109,47.59999847412109,3779,95,81.0,,0.81,76.95,-2.799999237060547,-0.0540540401216314
34,2017-08-24,1,0.07740750670241286,-0.1720528775843777,LIFE,34.29999923706055,37.09999847412109,33.599998474121094,37.09999847412109,37.09999847412109,1843,92,83.0,,0.83,76.36,-11.900001525878913,-0.24285717399752882
35,2017-09-14,12,0.09215281501340483,0.19048938454611597,LIFE,46.20000076293945,49.0,45.5,46.20000076293945,46.20000076293945,5071,98,83.0,,0.83,81.33999999999999,11.900001525878913,0.3207547713022063
36,2017-09-29,12,0.09215281501340483,0.0,LIFE,67.9000015258789,74.9000015258789,65.80000305175781,70.69999694824219,70.69999694824219,29243,91,83.0,,0.83,75.53,25.900001525878906,0.5285714597118145
37,2017-10-20,2,0.07874798927613941,-0.14546300875687324,LIFE,72.0999984741211,76.30000305175781,70.69999694824219,71.4000015258789,71.4000015258789,5214,91,87.0,,0.87,79.17,1.4000015258789062,0.018691608776472357
38,2017-10-25,19,0.10153619302949062,0.2893814046913832,LIFE,67.9000015258789,67.9000015258789,64.4000015258789,67.19999694824219,67.19999694824219,4607,100,87.0,,0.87,87.0,-8.400001525878906,-0.11009175871435806
39,2017-10-30,38,0.1270053619302949,0.25083832809653317,LIFE,67.9000015258789,71.4000015258789,64.4000015258789,68.5999984741211,68.5999984741211,4050,94,87.0,,0.87,81.78,3.5,0.05154639059420396
40,2017-10-31,1,0.07740750670241286,-0.3905178055010238,LIFE,68.5999984741211,70.0,65.94000244140625,67.19999694824219,67.19999694824219,1850,91,87.0,,0.87,79.17,-1.4000015258789062,-0.019607864089071114
41,2017-12-07,10,0.08947184986595175,0.136179484560651,LIFE,52.5,56.70000076293945,51.81399917602539,54.59999847412109,54.59999847412109,2014,94,83.0,,0.83,78.02,-13.299999237060547,-0.1899999891008649
42,2017-12-12,1,0.07740750670241286,-0.13483954094627404,LIFE,55.29999923706055,56.0,46.20000076293945,50.400001525878906,50.400001525878906,5964,97,83.0,,0.83,80.50999999999999,-0.7000007629394531,-0.012345692301947708
43,2018-01-11,16,0.09751474530831099,0.15937270901730782,LIFE,56.0,56.0,54.59999847412109,55.29999923706055,55.29999923706055,1171,92,89.0,,0.89,81.88,0.0,0.0
44,2018-01-23,6,0.08410991957104558,-0.13746460286476225,LIFE,57.04999923706055,57.400001525878906,56.0,56.0,56.0,1043,94,89.0,,0.89,83.66,1.4000015258789062,0.025000027247837675
45,2018-01-24,9,0.0881313672922252,0.0478118127051923,LIFE,55.29999923706055,55.34199905395508,53.10200119018555,53.900001525878906,53.900001525878906,1729,98,89.0,,0.89,87.22,-2.058002471923828,-0.03585370064835236
46,2018-02-02,51,0.14443163538873996,0.6388221336659266,LIFE,46.20000076293945,48.29999923706055,45.5,46.900001525878906,46.900001525878906,2443,97,89.0,,0.89,86.33,-7.041999816894531,-0.12724512914737707
47,2018-02-05,690,1.001,9.862391993715995,LIFE,47.59999847412109,47.59999847412109,44.79999923706055,45.5,45.5,2121,91,89.0,,0.89,80.99,-0.7000007629394602,-0.014492769647961978
48,2018-02-08,9,0.0881313672922252,-0.911956676031743,LIFE,47.59999847412109,50.400001525878906,46.900001525878906,49.0,49.0,3836,97,89.0,,0.89,86.33,2.8000030517578196,0.058823595409989604
49,2018-03-22,4,0.08142895442359249,1.113198358032422,LIFE,42.0,42.70000076293945,40.95000076293945,41.29999923706055,41.29999923706055,2693,93,89.0,,0.89,82.77,-7.700000762939453,-0.1527777882900605
50,2018-03-27,12,0.09215281501340483,0.13169591413426418,LIFE,41.29999923706055,42.70000076293945,39.900001525878906,40.25,40.25,2329,98,89.0,,0.89,87.22,0.0,0.0
51,2018-04-02,0,0.07606702412868632,-0.17455561050824786,LIFE,37.79999923706055,38.5,37.79999923706055,38.5,38.5,1521,85,90.0,,0.9,76.5,-4.200000762939453,-0.0983606718476866
52,2018-04-09,2,0.07874798927613941,0.03524477496211187,LIFE,38.5,38.5,37.09999847412109,37.09999847412109,37.09999847412109,1064,96,90.0,,0.9,86.4,0.0,0.0
53,2018-04-26,3,0.08008847184986595,0.01702243557008143,LIFE,32.20000076293945,34.215999603271484,32.20000076293945,32.900001525878906,32.900001525878906,436,94,90.0,,0.9,84.60000000000001,-4.284000396728516,-0.111272737577364
54,2018-05-03,144,0.2690965147453083,2.359990626987581,LIFE,33.599998474121094,33.599998474121094,32.20000076293945,32.54999923706055,32.54999923706055,586,93,93.0,,0.93,86.49000000000001,-0.6160011291503906,-0.018003306531821806
55,2018-05-15,1,0.07740750670241286,-0.7123429607563787,LIFE,21.700000762939453,22.399999618530277,18.200000762939453,18.899999618530277,18.899999618530277,34100,96,93.0,,0.93,89.28,-11.199998855590817,-0.33333331441122294
56,2018-05-24,2,0.07874798927613941,0.017317216776919553,LIFE,12.838000297546388,13.020000457763672,12.460000038146973,12.600000381469728,12.600000381469728,8843,95,93.0,,0.93,88.35000000000001,-9.379999160766605,-0.4187499696654928
57,2018-06-05,-12,0.05998123324396783,-0.23831409798113912,LIFE,11.899999618530272,11.899999618530272,11.661999702453612,11.899999618530272,11.899999618530272,16957,100,79.0,,0.79,79.0,-1.1200008392334002,-0.08602156680920525
58,2018-06-12,3,0.08008847184986595,0.33522549501631427,LIFE,13.720000267028809,14.0,12.880000114440918,13.552000045776367,13.552000045776367,59857,92,79.0,,0.79,72.68,2.1000003814697283,0.17647062594856555
59,2018-06-13,1,0.07740750670241286,-0.033475044354433825,LIFE,13.859999656677246,13.902000427246094,13.300000190734863,13.4399995803833,13.4399995803833,34793,95,79.0,,0.79,75.05,-0.09799957275390625,-0.006999969482421875
60,2018-06-14,1,0.07740750670241286,0.0,LIFE,13.4399995803833,14.979999542236328,13.369999885559082,13.468000411987305,13.468000411987305,109607,87,79.0,,0.79,68.73,1.0779991149902344,0.07754273355347463
61,2018-06-15,4,0.08142895442359249,0.05195165033075888,LIFE,14.0,14.979999542236328,13.649999618530272,14.140000343322754,14.140000343322754,107993,88,79.0,,0.79,69.52000000000001,0.0,0.0
62,2018-06-20,1,0.07740750670241286,-0.049385967800348984,LIFE,14.699999809265137,19.124000549316406,14.699999809265137,17.920000076293945,17.920000076293945,211614,90,79.0,,0.79,71.10000000000001,4.144001007080078,0.2766355897005208
63,2018-06-21,2,0.07874798927613941,0.017317216776919553,LIFE,18.200000762939453,19.040000915527344,15.68000030517578,16.3799991607666,16.3799991607666,186929,89,79.0,,0.79,70.31,-0.0839996337890625,-0.0043923672545630454
64,2018-06-22,17,0.09885522788203753,0.25533653355122055,LIFE,16.940000534057617,17.219999313354492,15.329999923706056,16.100000381469727,16.100000381469727,56143,86,79.0,,0.79,67.94,-1.8200016021728516,-0.09558831484554287
65,2018-06-25,22,0.10555764075067024,0.2963158068020939,LIFE,15.960000038146973,16.100000381469727,14.84000015258789,15.399999618530272,15.399999618530272,42986,89,79.0,,0.79,70.31,-1.1199989318847656,-0.06504059097239234
66,2018-07-13,8,0.08679088471849866,-0.1777868082188302,LIFE,13.859999656677246,15.260000228881836,12.460000038146973,13.15999984741211,13.15999984741211,136221,93,78.0,,0.78,72.54,-0.8400001525878906,-0.05217392128479004
67,2018-07-18,1,0.07740750670241286,-0.10811478701386967,LIFE,12.739999771118164,12.880000114440918,12.333999633789062,12.501999855041504,12.501999855041504,22986,95,78.0,,0.78,74.10000000000001,-2.380000114440918,-0.1559633079124344
68,2018-07-19,8,0.08679088471849866,0.12122051743843731,LIFE,12.460000038146973,12.739999771118164,12.18000030517578,12.31999969482422,12.31999969482422,14836,95,78.0,,0.78,74.10000000000001,-0.1400003433227539,-0.01086959177630653
69,2018-07-25,29,0.11494101876675604,0.3243443610416088,LIFE,12.55799961090088,12.586000442504885,11.913999557495115,12.053999900817873,12.053999900817873,14293,94,78.0,,0.78,73.32000000000001,-0.15399932861327947,-0.012087859605963147
70,2018-07-27,1,0.07740750670241286,-0.3265458447041262,LIFE,12.039999961853027,12.152000427246094,11.0600004196167,11.619999885559082,11.619999885559082,91079,94,78.0,,0.78,73.32000000000001,-0.43400001525879084,-0.034482758620689835
71,2018-07-31,7,0.08545040214477212,0.10390330066151776,LIFE,11.0600004196167,11.592000007629396,10.682000160217283,10.86400032043457,10.86400032043457,25643,95,78.0,,0.78,74.10000000000001,-0.5600004196166974,-0.04608298221921692
72,2018-08-01,71,0.17124128686327078,1.0039845637373324,LIFE,10.779999732971191,11.199999809265137,10.73799991607666,10.920000076293944,10.920000076293944,12143,92,83.0,False,0.83,76.36,-0.3920001983642596,-0.03381644221068503
73,2018-08-07,313,0.49563806970509383,1.8943841685845348,LIFE,10.458000183105469,10.779999732971191,9.380000114440918,10.010000228881836,10.010000228881836,57150,98,83.0,,0.83,81.33999999999999,-0.4200000762939453,-0.037500007450580686
74,2018-08-09,11,0.09081233243967829,-0.8167769225360112,LIFE,10.079999923706056,10.19200038909912,9.54800033569336,9.800000190734863,9.800000190734863,23450,95,83.0,,0.83,78.85,-0.5879993438720721,-0.05454539503128608
75,2018-08-13,2,0.07874798927613941,-0.03292397853356599,LIFE,9.800000190734863,9.800000190734863,9.043999671936035,9.05799961090088,9.05799961090088,19393,95,83.0,,0.83,78.85,-0.39200019836425604,-0.03846155645593585
76,2018-08-17,8,0.08679088471849866,0.10213461342048835,LIFE,9.100000381469728,9.449999809265137,8.553999900817871,9.11400032043457,9.11400032043457,31257,91,83.0,,0.83,75.53,-0.35000038146972656,-0.035714323944669335
77,2018-08-22,3,0.08008847184986595,-0.07722484786704975,LIFE,9.800000190734863,9.800000190734863,8.553999900817871,8.960000038146973,8.960000038146973,58057,94,83.0,,0.83,78.02,0.35000038146972656,0.03703707815174484
78,2018-08-27,6,0.08410991957104558,0.0680897422803255,LIFE,9.086000442504885,9.3100004196167,8.777999877929688,8.960000038146973,8.960000038146973,15807,97,83.0,,0.83,80.50999999999999,-0.48999977111816406,-0.04999997567157399
79,2018-09-04,14,0.0948337801608579,-0.04068017248393141,LIFE,10.640000343322754,11.479999542236328,9.996000289916992,11.031999588012695,11.031999588012695,66143,89,86.0,,0.86,76.53999999999999,2.169999122619629,0.2330826020208676
80,2018-09-05,8,0.08679088471849866,-0.08481044864727327,LIFE,11.0600004196167,11.760000228881836,10.779999732971191,11.479999542236328,11.479999542236328,33286,88,86.0,,0.86,75.67999999999999,0.2800006866455078,0.02439030468732617
81,2018-09-06,2,0.07874798927613941,-0.09266981744045966,LIFE,11.760000228881836,11.760000228881836,10.359999656677246,10.5,10.5,57386,88,86.0,,0.86,75.67999999999999,0.0,0.0
82,2018-09-11,10,0.08947184986595175,0.15585495099227664,LIFE,10.458000183105469,10.654000282287598,9.800000190734863,10.289999961853027,10.289999961853027,17029,87,86.0,,0.86,74.82,-1.1059999465942383,-0.09404761267588846
83,2018-09-12,3,0.08008847184986595,-0.1048751985137687,LIFE,10.121999740600586,10.234000205993652,9.911999702453612,10.13599967956543,10.13599967956543,9593,88,86.0,,0.86,75.67999999999999,-0.4200000762939453,-0.039421819519960044
84,2018-09-14,1,0.07740750670241286,-0.033475044354433825,LIFE,10.303999900817873,10.86400032043457,9.911999702453612,10.289999961853027,10.289999961853027,23650,82,86.0,,0.86,70.52,0.630000114440918,0.06155951746727073
85,2018-09-19,16,0.09751474530831099,0.23831409798113912,LIFE,11.199999809265137,11.788000106811523,10.654000282287598,11.522000312805176,11.522000312805176,93129,97,86.0,,0.86,83.42,0.9239997863769531,0.08505152421976292
86,2018-09-25,35,0.12298391420911528,0.2611827454430484,LIFE,11.199999809265137,12.333999633789062,11.199999809265137,11.633999824523926,11.633999824523926,33764,100,86.0,,0.86,86.0,0.5459995269775391,0.046318249239075016
87,2018-10-01,1,0.07740750670241286,-0.44339058855281177,LIFE,11.899999618530272,12.039999961853027,10.779999732971191,10.850000381469728,10.850000381469728,19129,93,85.0,False,0.85,79.05,-0.29399967193603516,-0.02383652348510057
88,2018-10-02,3,0.08008847184986595,0.03463443355383933,LIFE,11.199999809265137,11.34000015258789,10.26200008392334,10.359999656677246,10.359999656677246,17186,100,85.0,,0.85,85.0,-0.6999998092651367,-0.05813951922616145
89,2018-10-03,3,0.08008847184986595,0.0,LIFE,10.359999656677246,11.760000228881836,10.079999923706056,11.088000297546388,11.088000297546388,61729,91,85.0,,0.85,77.35,0.4200000762939453,0.03703704326653812
90,2018-10-04,2,0.07874798927613941,-0.016737522177216912,LIFE,10.934000015258787,11.53600025177002,10.5,10.5,10.5,21064,92,85.0,,0.85,78.2,-0.2239999771118164,-0.01904761673062605
91,2018-10-08,1,0.07740750670241286,-0.049385967800348984,LIFE,11.17199993133545,11.479999542236328,10.612000465393066,10.920000076293944,10.920000076293944,10571,91,85.0,,0.85,77.35,-0.056000709533691406,-0.004854430332133397
92,2018-10-10,1,0.07740750670241286,0.0,LIFE,9.996000289916992,10.359999656677246,9.380000114440918,9.520000457763672,9.520000457763672,20300,91,85.0,,0.85,77.35,-1.119999885559082,-0.09756096953126736
93,2018-10-12,33,0.1203029490616622,0.5541509368614277,LIFE,9.239999771118164,10.359999656677246,9.11400032043457,10.220000267028809,10.220000267028809,36207,88,85.0,,0.85,74.8,0.0,0.0
94,2018-10-23,-8,0.065343163538874,-0.19754387120139594,LIFE,9.281999588012695,9.449999809265137,9.100000381469728,9.11400032043457,9.11400032043457,5964,93,85.0,,0.85,79.05,-0.9099998474121094,-0.08783782602015766
95,2018-10-29,125,0.24362734584450402,2.7284289993025066,LIFE,8.539999961853027,9.394000053405762,8.539999961853027,9.015999794006348,9.015999794006348,23571,96,85.0,,0.85,81.6,-0.055999755859375,-0.005925900210545065
96,2018-11-07,1,0.07740750670241286,-0.07968635450865402,LIFE,8.819999694824219,9.100000381469728,8.609999656677246,8.946000099182129,8.946000099182129,9429,83,85.0,,0.85,70.55,-0.2939996719360334,-0.03129653717954206
97,2018-11-09,22,0.10555764075067024,0.36366155231531194,LIFE,9.100000381469728,11.479999542236328,8.637999534606934,8.833999633789062,8.833999633789062,285907,89,85.0,,0.85,75.64999999999999,2.3799991607666,0.26153835835138817
98,2018-11-19,2,0.07874798927613941,0.017317216776919553,LIFE,7.742000102996826,8.399999618530273,7.742000102996826,7.797999858856201,7.797999858856201,20936,87,85.0,,0.85,73.95,-3.0799999237060547,-0.2682926869791551
99,2018-11-23,2,0.07874798927613941,-0.06374908360692322,LIFE,7.308000087738037,7.811999797821045,7.139999866485596,7.28000020980835,7.28000020980835,9600,71,85.0,,0.85,60.35,-0.5879998207092285,-0.06999998183477407
100,2018-12-10,10,0.08947184986595175,-0.7963483917423859,LIFE,7.644000053405762,8.064000129699707,7.559999942779541,8.064000129699707,8.064000129699707,8514,92,84.0,,0.84,77.28,0.2520003318786621,0.0322581078341746
101,2018-12-18,2,0.07874798927613941,-0.11985736973002137,LIFE,6.019999980926514,6.159999847412109,5.880000114440918,6.019999980926514,6.019999980926514,19514,86,84.0,,0.84,72.24,-1.9040002822875977,-0.23611114231945085
102,2018-12-19,76,0.1779436997319035,1.2596602321860213,LIFE,5.949999809265137,6.019999980926514,5.25,5.375999927520752,5.375999927520752,19871,87,84.0,,0.84,73.08,-0.1399998664855957,-0.02272725161582778
103,2018-12-31,8,0.08679088471849866,-0.5122564898377353,LIFE,7.210000038146973,7.489999771118164,6.440000057220459,6.943999767303467,6.943999767303467,10607,81,84.0,,0.84,68.03999999999999,1.4699997901916504,0.2441860124334101
104,2019-01-02,2,0.07874798927613941,-0.09266981744045966,LIFE,6.901999950408936,7.783999919891357,6.860000133514404,7.420000076293945,7.420000076293945,15436,92,88.0,,0.88,80.96,0.29400014877319336,0.039252357510993985
105,2019-01-03,-1,0.07472654155495978,-0.051067306710244176,LIFE,7.699999809265137,7.699999809265137,7.0,7.532000064849853,7.532000064849853,5414,91,88.0,,0.88,80.08,-0.0840001106262207,-0.01079138122953538
106,2019-01-09,4,0.08142895442359249,0.08969253399347044,LIFE,6.789999961853027,7.840000152587891,6.789999961853027,7.714000225067139,7.714000225067139,7529,94,88.0,,0.88,82.72,0.1400003433227539,0.018181863219567385
107,2019-01-17,1,0.07740750670241286,-0.049385967800348984,LIFE,9.239999771118164,9.631999969482422,7.840000152587891,7.881999969482422,7.881999969482422,66779,99,88.0,,0.88,87.12,1.7919998168945312,0.22857140076751326
108,2019-01-22,365,0.565343163538874,6.30346690679874,LIFE,7.895999908447266,8.27400016784668,7.47599983215332,7.6020002365112305,7.6020002365112305,7929,95,88.0,,0.88,83.6,-1.3579998016357422,-0.14098835194542825
109,2019-01-29,4,0.08142895442359249,-0.8559654389134692,LIFE,7.420000076293945,7.783999919891357,7.168000221252441,7.168000221252441,7.168000221252441,4143,91,88.0,,0.88,80.08,-0.49000024795532227,-0.05922168697306729
110,2019-02-05,4,0.08142895442359249,0.0,LIFE,7.070000171661377,7.28000020980835,7.0,7.139999866485596,7.139999866485596,5486,100,87.0,,0.87,87.0,-0.5039997100830078,-0.06474816485995571
111,2019-02-20,4,0.08142895442359249,0.0,LIFE,6.860000133514404,7.335999965667725,6.860000133514404,6.860000133514404,6.860000133514404,5971,100,87.0,,0.87,87.0,0.055999755859375,0.007692273934817528
112,2019-02-21,28,0.1136005361930295,0.3950877424027921,LIFE,7.139999866485596,7.251999855041504,6.860000133514404,7.070000171661377,7.070000171661377,3750,97,87.0,,0.87,84.39,-0.0840001106262207,-0.011450396812886954
113,2019-02-26,3,0.08008847184986595,0.0,LIFE,6.929999828338623,6.929999828338623,6.579999923706055,6.705999851226807,6.705999851226807,6493,99,87.0,,0.87,86.13,-0.32200002670288086,-0.04440154897121662
114,2019-03-04,17,0.09885522788203753,0.13900472616068948,LIFE,7.0,7.0,6.159999847412109,6.230000019073486,6.230000019073486,17336,96,86.0,,0.86,82.56,0.07000017166137695,0.010101035121981905
115,2019-03-05,2,0.07874798927613941,-0.2034008624196567,LIFE,6.314000129699707,6.440000057220459,6.159999847412109,6.271999835968018,6.271999835968018,9379,97,86.0,,0.86,83.42,-0.559999942779541,-0.07999999182564876
116,2019-03-06,6,0.08410991957104558,0.0680897422803255,LIFE,6.216000080108643,6.412000179290772,5.880000114440918,6.019999980926514,6.019999980926514,11164,96,86.0,,0.86,82.56,-0.027999877929686612,-0.004347807093307954
117,2019-03-07,2,0.07874798927613941,-0.06374908360692322,LIFE,5.921999931335449,6.271999835968018,5.880000114440918,6.104000091552734,6.104000091552734,13514,97,86.0,,0.86,83.42,-0.1400003433227548,-0.02183411406863689
118,2019-03-19,22,0.10555764075067024,0.34044871140162747,LIFE,6.426000118255615,7.699999809265137,6.300000190734863,7.139999866485596,7.139999866485596,134521,97,86.0,,0.86,83.42,1.4279999732971191,0.22767857312558792
119,2019-03-21,2,0.07874798927613941,-0.2539811545983288,LIFE,7.349999904632568,8.539999961853027,7.139999866485596,7.868000030517578,7.868000030517578,233021,98,86.0,,0.86,84.28,0.8400001525878906,0.10909093160978367
120,2019-03-25,2,0.07874798927613941,0.017317216776919553,LIFE,7.769999980926514,8.315999984741211,7.027999877929688,7.070000171661377,7.070000171661377,146564,96,86.0,,0.86,82.56,-0.2239999771118164,-0.02622950563376958
121,2019-03-28,2,0.07874798927613941,0.0,LIFE,7.28000020980835,7.559999942779541,7.070000171661377,7.51800012588501,7.51800012588501,27814,100,86.0,,0.86,86.0,-0.7560000419616699,-0.09090909612179321
122,2019-04-02,1,0.07740750670241286,-0.01702243557008143,LIFE,7.840000152587891,7.881999969482422,7.5879998207092285,7.854000091552734,7.854000091552734,25293,94,87.0,,0.87,81.78,0.32200002670288086,0.04259259644709634
123,2019-04-04,3,0.08008847184986595,0.03463443355383933,LIFE,7.546000003814697,7.630000114440918,7.056000232696533,7.420000076293945,7.420000076293945,17329,95,87.0,,0.87,82.65,-0.2519998550415039,-0.03197156254975875
124,2019-04-08,1,0.07740750670241286,-0.033475044354433825,LIFE,7.013999938964844,7.559999942779541,7.013999938964844,7.559999942779541,7.559999942779541,20100,93,87.0,,0.87,80.91,-0.07000017166137695,-0.009174334287215924
125,2019-04-10,2,0.07874798927613941,0.017317216776919553,LIFE,7.308000087738037,7.938000202178955,7.210000038146973,7.573999881744385,7.573999881744385,60286,95,87.0,,0.87,82.65,0.37800025939941406,0.05000003469053427
