,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,TTD_unscaled,TTD_monthly,isPartial,scale,TTD,Stock_Price_Change,Stock_Price_Change_Percent
124,2018-12-13,20,0.034043478260869564,0.9429280397022333,TTD,14.414999961853027,14.51389980316162,13.78849983215332,13.899999618530272,13.899999618530272,9519000,83,28.0,,0.28,23.24,0.6644001007080078,0.047972859307712
125,2019-01-11,8,0.023608695652173915,0.3473945409429282,TTD,12.88599967956543,13.04699993133545,12.635000228881836,12.729999542236328,12.729999542236328,7974000,57,28.0,,0.28,15.96,-1.46689987182617,-0.10106862330044675
126,2019-01-16,1,0.017521739130434782,-0.2578268876611418,TTD,13.135000228881836,13.428000450134276,13.041000366210938,13.050999641418455,13.050999641418455,6300000,67,28.0,,0.28,18.76,0.38100051879882635,0.029202155346361502
127,2019-01-17,1,0.017521739130434782,0.0,TTD,12.96399974822998,13.47599983215332,12.800000190734863,13.317999839782717,13.317999839782717,6582000,52,28.0,,0.28,14.560000000000002,0.047999382019044745,0.0035745740549602
128,2019-01-30,15,0.029695652173913043,0.694789081885856,TTD,13.699999809265137,14.178999900817873,13.53950023651123,14.005000114440918,14.005000114440918,8174000,85,28.0,,0.28,23.8,0.7030000686645526,0.05216682082372959
129,2019-02-01,6,0.021869565217391307,-0.2635431918008784,TTD,14.246999740600586,14.600000381469728,14.215900421142578,14.526000022888184,14.526000022888184,7564000,24,43.0,False,0.43,10.32,0.42100048065185547,0.029691831835584548
130,2019-02-06,3,0.019260869565217394,-0.11928429423459241,TTD,15.5,15.597000122070312,14.618000030517578,14.75,14.75,17402000,18,43.0,,0.43,7.74,0.9969997406005842,0.06828765168156936
131,2019-02-07,5,0.021,0.09029345372460496,TTD,14.539999961853027,14.539999961853027,13.858200073242188,14.20400047302246,14.20400047302246,13474000,16,43.0,,0.43,6.88,-1.0570001602172852,-0.06776945258348699
132,2019-02-08,1,0.017521739130434782,-0.16563146997929612,TTD,13.949999809265137,14.690999984741213,13.878000259399414,14.618000030517578,14.618000030517578,8589000,14,43.0,,0.43,6.02,0.15100002288818537,0.0103851460305604
133,2019-02-14,2,0.018391304347826088,0.04962779156327546,TTD,14.99899959564209,15.493499755859377,14.99899959564209,15.343000411987305,15.343000411987305,9669000,17,43.0,,0.43,7.31,0.8024997711181641,0.05462526526115852
134,2019-02-15,17,0.03143478260869565,0.7092198581560283,TTD,15.5,15.82699966430664,15.310999870300291,15.812000274658203,15.812000274658203,12816000,27,43.0,,0.43,11.61,0.33349990844726385,0.02152515014053802
135,2019-02-19,5,0.021,-0.3319502074688796,TTD,15.899999618530272,16.56999969482422,15.652000427246094,16.170000076293945,16.170000076293945,21537000,15,43.0,,0.43,6.45,0.7430000305175781,0.046945096750915294
136,2019-02-20,9,0.024478260869565217,0.165631469979296,TTD,15.675000190734863,15.678999900817873,14.550999641418455,15.008999824523926,15.008999824523926,41778000,48,43.0,,0.43,20.64,-0.8909997940063459,-0.05377186544455137
137,2019-02-21,39,0.050565217391304346,1.0657193605683837,TTD,15.008999824523926,15.31999969482422,14.836000442504885,15.048999786376951,15.048999786376951,22960000,56,43.0,,0.43,24.08,-0.35900020599365234,-0.022896881705760208
138,2019-02-22,1,0.017521739130434782,-0.6534823731728289,TTD,17.5,20.01499938964844,17.350000381469727,19.77300071716309,19.77300071716309,79714000,100,43.0,,0.43,43.0,4.6949996948242205,0.3064621271768302
139,2019-02-26,7,0.02273913043478261,0.2364066193853427,TTD,19.5,19.78199958801269,19.16399955749512,19.549999237060547,19.549999237060547,18426000,34,43.0,,0.43,14.62,-0.2329998016357493,-0.011641259492431222
140,2019-02-27,9,0.024478260869565217,0.07648183556405352,TTD,19.46699905395508,19.959999084472656,19.46699905395508,19.5,19.5,12362000,26,43.0,,0.43,11.18,0.1779994964599645,0.008998053794714744
141,2019-02-28,1,0.017521739130434782,-0.2841918294849023,TTD,19.399999618530277,19.895000457763672,19.253400802612305,19.753999710083008,19.753999710083008,15040000,20,43.0,,0.43,8.6,-0.06499862670898438,-0.0032564443732638892
142,2019-03-01,4,0.020130434782608696,0.14888337468982638,TTD,19.916000366210938,20.14699935913086,19.35099983215332,19.511999130249023,19.511999130249023,15741000,76,37.0,False,0.37,28.12,0.2519989013671875,0.012666443607386224
143,2019-03-04,2,0.018391304347826088,-0.08639308855291572,TTD,19.687000274658203,19.770999908447266,18.267099380493164,18.9379997253418,18.9379997253418,21646000,100,37.0,,0.37,37.0,-0.37599945068359375,-0.018662801540874963
144,2019-03-06,2,0.018391304347826088,0.0,TTD,19.040000915527344,19.049999237060547,18.420499801635746,18.63500022888184,18.63500022888184,13115000,84,37.0,,0.37,31.08,-0.7210006713867188,-0.03646758761445679
145,2019-03-07,4,0.020130434782608696,0.09456264775413703,TTD,18.58699989318848,19.18899917602539,18.47369956970215,18.8799991607666,18.8799991607666,13886000,87,37.0,,0.37,32.19,0.13899993896484375,0.007296585014787249
146,2019-03-13,1,0.017521739130434782,-0.12958963282937364,TTD,20.850000381469727,20.92300033569336,20.295000076293945,20.518999099731445,20.518999099731445,12166000,59,37.0,,0.37,21.83,1.7340011596679688,0.09036433551127665
147,2019-03-14,24,0.037521739130434786,1.141439205955335,TTD,20.520000457763672,20.98600006103516,20.27300071716309,20.822999954223636,20.822999954223636,9778000,77,37.0,,0.37,28.49,0.06299972534180043,0.0030110273063623794
148,2019-03-21,1,0.017521739130434782,-0.5330243337195829,TTD,20.44700050354004,21.447999954223636,20.439699172973636,21.35700035095215,21.35700035095215,11256000,59,37.0,,0.37,21.83,0.46199989318847656,0.022014671297284183
149,2019-03-27,5,0.021,0.19851116625310183,TTD,18.770999908447266,18.964000701904297,17.829999923706055,18.038000106811523,18.038000106811523,23282000,90,37.0,,0.37,33.3,-2.4839992523193395,-0.11581495979209844
150,2019-04-01,3,0.019260869565217394,0.047281323877068626,TTD,20.1560001373291,20.623899459838867,19.70400047302246,20.613000869750977,20.613000869750977,21394000,92,36.0,False,0.36,33.12,1.6598987579345703,0.08752893358456215
151,2019-04-02,8,0.023608695652173915,0.2257336343115124,TTD,20.600000381469727,20.74799919128418,20.26810073852539,20.68400001525879,20.68400001525879,11414000,66,36.0,,0.36,23.76,0.1240997314453125,0.006017277755206996
152,2019-04-04,9,0.024478260869565217,0.036832412523020164,TTD,20.700000762939453,20.80929946899414,19.28499984741211,19.799999237060547,19.799999237060547,17032000,81,36.0,,0.36,29.16,0.06130027770996094,0.0029545151387759816
153,2019-04-05,4,0.020130434782608696,-0.17761989342806395,TTD,19.99799919128418,20.0,19.34000015258789,19.652000427246094,19.652000427246094,10069000,95,36.0,,0.36,34.2,-0.8092994689941406,-0.038891240437958885
154,2019-04-08,3,0.019260869565217394,-0.043196544276457804,TTD,19.55299949645996,19.76300048828125,19.121000289916992,19.75,19.75,10035000,68,36.0,,0.36,24.48,-0.23699951171875,-0.011849975585937478
155,2019-04-15,12,0.02708695652173913,0.3455723542116631,TTD,19.92799949645996,20.268999099731445,19.58799934387207,20.215999603271484,20.215999603271484,7158000,74,36.0,,0.36,26.64,0.5059986114501953,0.025603329400828212
156,2019-04-16,3,0.019260869565217394,-0.2889245585874798,TTD,20.374000549316406,20.81399917602539,20.124000549316406,20.326000213623047,20.326000213623047,10159000,56,36.0,,0.36,20.16,0.5450000762939453,0.026888356628382626
157,2019-04-17,7,0.02273913043478261,0.1805869074492099,TTD,20.46999931335449,20.556900024414062,19.700000762939453,19.878999710083008,19.878999710083008,7807000,66,36.0,,0.36,23.76,-0.2570991516113281,-0.012352222628483012
158,2019-04-18,2,0.018391304347826088,-0.1912045889101338,TTD,19.81800079345703,19.99099922180176,19.433000564575195,19.874000549316406,19.874000549316406,7253000,46,36.0,,0.36,16.56,-0.5659008026123011,-0.027528508770301885
159,2019-04-22,4,0.020130434782608696,0.045146726862302256,TTD,19.825000762939453,21.200000762939453,19.700000762939453,21.10300064086914,21.10300064086914,15065000,75,36.0,,0.36,27.0,1.2090015411376918,0.060477294192437414
160,2019-04-23,1,0.017521739130434782,-0.12958963282937364,TTD,21.239999771118164,21.5,20.562599182128903,21.072999954223636,21.072999954223636,9940000,71,36.0,,0.36,25.56,0.2999992370605469,0.014150906899257576
161,2019-04-24,10,0.025347826086956522,0.4466501240694789,TTD,21.224000930786133,21.381999969482425,20.670000076293945,20.77899932861328,20.77899932861328,7251000,60,36.0,,0.36,21.6,-0.11800003051757457,-0.005488373512445355
162,2019-04-25,27,0.0401304347826087,0.5831903945111494,TTD,21.00300025939941,21.6879997253418,20.81800079345703,21.475000381469727,21.475000381469727,10263000,100,36.0,,0.36,36.0,0.305999755859375,0.01431109139912623
163,2019-04-26,5,0.021,-0.47670639219934996,TTD,21.423999786376957,21.729999542236328,21.15999984741211,21.52400016784668,21.52400016784668,8491000,75,36.0,,0.36,27.0,0.0419998168945277,0.0019365463586507037
164,2019-04-29,2,0.018391304347826088,0.10443864229764999,TTD,21.729999542236328,22.63800048828125,21.649999618530277,22.589000701904297,22.589000701904297,15626000,93,36.0,,0.36,33.48,0.9080009460449219,0.041785594347577115
165,2019-04-30,4,0.020130434782608696,0.09456264775413703,TTD,21.958999633789062,22.47800064086914,21.66699981689453,22.14800071716309,22.14800071716309,17207000,94,36.0,,0.36,33.84,-0.15999984741210938,-0.007067755277014642
166,2019-05-01,12,0.02708695652173913,0.3455723542116631,TTD,22.28899955749512,22.56399917602539,21.899999618530277,22.121999740600582,22.121999740600582,10321000,32,52.0,False,0.52,16.64,0.08599853515625,0.0038258978870162608
167,2019-05-02,1,0.017521739130434782,-0.3531300160513644,TTD,22.0,22.732999801635746,22.0,22.516000747680664,22.516000747680664,11006000,24,52.0,,0.52,12.48,0.16900062561035512,0.007489834771396309
168,2019-05-03,7,0.02273913043478261,0.29776674937965253,TTD,22.701000213623047,23.26959991455078,22.26440048217773,23.19599914550781,23.19599914550781,13170000,34,52.0,,0.52,17.68,0.5366001129150355,0.02360445685115531
169,2019-05-06,4,0.020130434782608696,0.09456264775413703,TTD,22.5,22.96299934387207,22.06100082397461,22.55900001525879,22.55900001525879,17463000,27,52.0,,0.52,14.04,-0.30660057067871094,-0.013176013846589174
170,2019-05-07,2,0.018391304347826088,-0.08639308855291572,TTD,22.23699951171875,22.566999435424805,21.423999786376957,21.76499938964844,21.76499938964844,16899000,29,52.0,,0.52,15.08,-0.3959999084472656,-0.017245129981373397
171,2019-05-08,15,0.029695652173913043,0.614657210401891,TTD,21.624000549316406,22.577999114990234,21.549999237060547,22.211000442504883,22.211000442504883,16428000,36,52.0,,0.52,18.72,0.010999679565429688,0.000487423221545491
172,2019-05-09,4,0.020130434782608696,-0.32210834553440704,TTD,21.799999237060547,21.799999237060547,18.049999237060547,18.992000579833984,18.992000579833984,89636000,100,52.0,,0.52,52.0,-0.7779998779296875,-0.03445831820469636
173,2019-05-10,2,0.018391304347826088,-0.08639308855291572,TTD,19.10099983215332,19.267000198364254,18.18149948120117,18.35099983215332,18.35099983215332,37203000,68,52.0,,0.52,35.36,-2.5329990386962926,-0.11619262052037738
174,2019-05-13,1,0.017521739130434782,-0.2578268876611418,TTD,17.57699966430664,18.152000427246094,17.360000610351562,17.676000595092773,17.676000595092773,20945000,34,52.0,,0.52,17.68,-1.1149997711181605,-0.05787095861517777
175,2019-05-14,2,0.018391304347826088,0.04962779156327546,TTD,17.95199966430664,18.71699905395508,17.78499984741211,18.525999069213867,18.525999069213867,22281000,50,52.0,,0.52,26.0,0.5649986267089879,0.03112597032891906
176,2019-05-15,41,0.05230434782608696,1.8439716312056738,TTD,18.53899955749512,20.138999938964844,18.47599983215332,19.988000869750977,19.988000869750977,35029000,62,52.0,,0.52,32.24,1.422000885009762,0.07597376485998586
177,2019-05-16,18,0.03230434782608696,-0.3823773898586865,TTD,20.06399917602539,20.93899917602539,19.744400024414062,20.20400047302246,20.20400047302246,32752000,45,52.0,,0.52,23.4,0.7999992370605469,0.03972388100129609
178,2019-05-17,4,0.020130434782608696,-0.3768506056527592,TTD,19.86199951171875,20.26099967956543,19.60449981689453,19.802000045776367,19.802000045776367,14971000,40,52.0,,0.52,20.8,-0.6779994964599609,-0.032379747033767114
179,2019-05-20,29,0.041869565217391304,0.2621231979030143,TTD,19.316999435424805,20.152000427246094,19.05500030517578,19.816999435424805,19.816999435424805,13900000,39,52.0,,0.52,20.28,-0.10899925231933594,-0.0053797568749418545
180,2019-05-21,1,0.017521739130434782,-0.5815160955347871,TTD,20.0049991607666,20.775999069213867,19.809999465942383,19.902999877929688,19.902999877929688,17819000,37,52.0,,0.52,19.24,0.6239986419677734,0.030964600473316173
181,2019-05-22,2,0.018391304347826088,0.04962779156327546,TTD,19.71299934387207,20.599000930786133,19.700000762939453,19.88999938964844,19.88999938964844,12670000,23,52.0,,0.52,11.96,-0.17699813842773438,-0.00851935629367695
182,2019-05-23,1,0.017521739130434782,-0.047281323877068626,TTD,19.600000381469727,19.799999237060547,19.225000381469727,19.52899932861328,19.52899932861328,14847000,31,52.0,,0.52,16.12,-0.7990016937255859,-0.03878837116471223
183,2019-06-03,12,0.02708695652173913,0.4063205417607221,TTD,19.98699951171875,20.270000457763672,19.600000381469727,19.742000579833984,19.742000579833984,17046000,34,48.0,,0.48,16.32,0.470001220703125,0.023737436303704618
184,2019-06-04,1,0.017521739130434782,-0.3531300160513644,TTD,20.083999633789062,22.33699989318848,20.049999237060547,22.291000366210938,22.291000366210938,30842000,88,48.0,,0.48,42.24,2.0669994354248082,0.1019733294891525
185,2019-06-05,5,0.021,0.19851116625310183,TTD,22.45800018310547,23.399999618530277,22.45800018310547,23.229999542236328,23.229999542236328,27099000,86,48.0,,0.48,41.28,1.0629997253417969,0.047589189704296375
186,2019-06-06,6,0.021869565217391307,0.04140786749482417,TTD,23.299999237060547,23.80279922485352,22.43600082397461,23.72599983215332,23.72599983215332,19792000,75,48.0,,0.48,36.0,0.4027996063232422,0.017213658670501397
187,2019-06-07,3,0.019260869565217394,-0.11928429423459241,TTD,23.899999618530277,25.0,23.801000595092773,24.503999710083008,24.503999710083008,19434000,100,48.0,,0.48,48.0,1.1972007751464808,0.05029663796417827
188,2019-06-10,2,0.018391304347826088,-0.08639308855291572,TTD,24.93600082397461,25.71299934387207,24.74799919128418,24.988000869750977,24.988000869750977,18224000,46,48.0,,0.48,22.08,0.7129993438720703,0.02851997375488291
189,2019-06-12,13,0.027956521739130435,0.520094562647754,TTD,23.739999771118164,24.57900047302246,23.165000915527344,24.21999931335449,24.21999931335449,25271000,87,48.0,,0.48,41.76,-1.1339988708496094,-0.04410216232202657
190,2019-06-13,2,0.018391304347826088,-0.3421461897356143,TTD,24.28499984741211,24.89900016784668,24.22100067138672,24.6879997253418,24.6879997253418,10809000,61,48.0,,0.48,29.28,0.31999969482421875,0.013019231403467613
191,2019-06-17,13,0.027956521739130435,0.520094562647754,TTD,24.652999877929688,25.39299964904785,24.617000579833984,24.81100082397461,24.81100082397461,9853000,50,48.0,,0.48,24.0,0.4939994812011719,0.019840133253185677
192,2019-06-18,0,0.01665217391304348,-0.4043545878693623,TTD,25.256999969482425,25.549999237060547,24.450000762939453,24.51799964904785,24.51799964904785,10622000,54,48.0,,0.48,25.92,0.1569995880126953,0.006182790146203931
193,2019-06-20,7,0.02273913043478261,0.3655352480417753,TTD,25.5,25.79949951171875,24.729999542236328,25.108999252319336,25.108999252319336,11310000,58,48.0,,0.48,27.84,0.24950027465820312,0.009765177381935164
194,2019-06-21,1,0.017521739130434782,-0.22944550669216057,TTD,24.905000686645508,25.02079963684082,23.77199935913086,24.13400077819824,24.13400077819824,16360000,48,48.0,,0.48,23.04,-0.7786998748779297,-0.03018275120120939
195,2019-06-24,5,0.021,0.19851116625310183,TTD,24.200000762939453,24.290000915527344,23.147899627685547,23.429000854492188,23.429000854492188,12324000,43,48.0,,0.48,20.64,-0.7307987213134766,-0.02920764851325708
196,2019-06-25,6,0.021869565217391307,0.04140786749482417,TTD,23.450000762939453,23.691999435424805,22.507999420166016,22.6879997253418,22.6879997253418,11136000,69,48.0,,0.48,33.12,-0.5980014801025391,-0.024619244856440847
197,2019-06-26,4,0.020130434782608696,-0.07952286282306176,TTD,23.224000930786133,23.474000930786133,22.37700080871582,22.59499931335449,22.59499931335449,12126000,71,48.0,,0.48,34.08,-0.21799850463867188,-0.009201355302782765
198,2019-06-28,3,0.019260869565217394,-0.043196544276457804,TTD,23.450000762939453,23.450000762939453,22.671499252319336,22.777999877929688,22.777999877929688,47733000,55,48.0,,0.48,26.4,-0.024000167846679688,-0.0010224148800813682
199,2019-07-01,4,0.020130434782608696,0.045146726862302256,TTD,23.600000381469727,23.940000534057617,22.9689998626709,23.37700080871582,23.37700080871582,12103000,50,47.0,False,0.47,23.5,0.48999977111816406,0.020895511947810474
200,2019-07-17,6,0.021869565217391307,0.08639308855291583,TTD,24.405000686645508,24.775999069213867,24.215999603271484,24.417999267578125,24.417999267578125,7252000,52,47.0,,0.47,24.44,0.83599853515625,0.03492057295349427
201,2019-07-22,9,0.024478260869565217,0.11928429423459219,TTD,23.60300064086914,25.18600082397461,23.5314998626709,24.902999877929688,24.902999877929688,14512000,68,47.0,,0.47,31.96,0.4100017547607422,0.01654834396850635
202,2019-07-23,1,0.017521739130434782,-0.2841918294849023,TTD,25.06999969482422,25.10300064086914,24.12800025939941,24.542999267578125,24.542999267578125,10357000,50,47.0,,0.47,23.5,-0.08300018310546875,-0.003295488779086364
203,2019-07-26,3,0.019260869565217394,0.09925558312655092,TTD,25.733999252319336,27.97100067138672,25.733999252319336,27.854999542236328,27.854999542236328,26299000,100,47.0,,0.47,47.0,2.868000030517578,0.11424929121215532
204,2019-07-29,7,0.02273913043478261,-0.10291595197255576,TTD,27.899999618530277,27.92099952697754,25.701000213623047,26.035999298095703,26.035999298095703,28331000,93,47.0,,0.47,43.71,-0.05000114440917969,-0.0017876065642631334
205,2019-07-30,13,0.027956521739130435,0.22944550669216057,TTD,25.68400001525879,26.925600051879883,25.45190048217773,26.51300048828125,26.51300048828125,13308000,67,47.0,,0.47,31.49,-0.9953994750976562,-0.03565056738516437
206,2019-07-31,6,0.021869565217391307,-0.21772939346811815,TTD,26.63999938964844,27.152999877929688,26.027999877929688,26.33099937438965,26.33099937438965,11908000,66,47.0,,0.47,31.02,0.2273998260498047,0.008445487774149996
207,2019-08-01,3,0.019260869565217394,-0.11928429423459241,TTD,26.43899917602539,27.43409919738769,26.22800064086914,26.464000701904297,26.464000701904297,13278000,33,51.0,False,0.51,16.830000000000002,0.28109931945800426,0.010352422226705293
208,2019-08-02,1,0.017521739130434782,-0.09029345372460507,TTD,26.263999938964844,26.79800033569336,25.542999267578125,26.097999572753903,26.097999572753903,11949000,27,51.0,,0.51,13.77,-0.6360988616943324,-0.023186431495986648
209,2019-08-06,1,0.017521739130434782,0.0,TTD,25.51300048828125,26.049999237060547,24.549999237060547,25.187000274658203,25.187000274658203,12737000,28,51.0,,0.51,14.28,-0.7480010986328125,-0.027912571433045263
210,2019-08-07,5,0.021,0.19851116625310183,TTD,24.8129997253418,25.940000534057617,24.70219993591309,25.722999572753903,25.722999572753903,9988000,38,51.0,,0.51,19.38,-0.10999870300292969,-0.004222599087313483
211,2019-08-08,1,0.017521739130434782,-0.16563146997929612,TTD,26.25,27.391000747680664,26.100000381469727,27.367000579833984,27.367000579833984,33750000,100,51.0,,0.51,51.0,1.4510002136230469,0.05593678426174176
212,2019-08-09,49,0.059260869565217394,2.382133995037221,TTD,27.15999984741211,28.951000213623047,26.733999252319336,27.194000244140625,27.194000244140625,35699000,68,51.0,,0.51,34.68,1.5599994659423828,0.0569529927114647
213,2019-08-12,19,0.03317391304347826,0.4051565377532227,TTD,27.114999771118164,27.18400001525879,25.350000381469727,25.507999420166016,25.507999420166016,21649000,33,51.0,,0.51,16.830000000000002,-1.7670001983642578,-0.06103416757023772
214,2019-08-13,24,0.037521739130434786,0.13106159895150737,TTD,25.459999084472656,26.600000381469727,25.242000579833984,26.464000701904297,26.464000701904297,19415000,48,51.0,,0.51,24.48,-0.5839996337890625,-0.021483211943100877
215,2019-08-14,5,0.021,-0.44032444959443806,TTD,25.60400009155273,25.899999618530277,24.709999084472656,25.03899955749512,25.03899955749512,16920000,31,51.0,,0.51,15.81,-0.7000007629394496,-0.026315817778224115
216,2019-08-15,2,0.018391304347826088,-0.12422360248447206,TTD,25.05900001525879,25.38599967956543,24.24099922180176,24.351999282836918,24.351999282836918,15060000,31,51.0,,0.51,15.81,-0.5139999389648473,-0.019845557781286716
217,2019-08-16,7,0.02273913043478261,0.2364066193853427,TTD,24.70599937438965,25.22900009155273,24.202999114990234,24.86199951171875,24.86199951171875,10849000,23,51.0,,0.51,11.73,-0.15699958801269887,-0.0061844949970230045
218,2019-08-19,1,0.017521739130434782,-0.22944550669216057,TTD,25.378999710083008,25.538000106811523,24.266000747680664,24.29199981689453,24.29199981689453,13760000,33,51.0,,0.51,16.830000000000002,0.3090000152587926,0.012247810620217736
219,2019-08-20,5,0.021,0.19851116625310183,TTD,24.28400039672852,25.27899932861328,23.900999069213867,25.011999130249023,25.011999130249023,13919000,27,51.0,,0.51,13.77,-0.2590007781982422,-0.010141779979441767
220,2019-08-21,3,0.019260869565217394,-0.082815734989648,TTD,25.475000381469727,26.45800018310547,25.20210075378418,26.01099967956543,26.01099967956543,16601000,31,51.0,,0.51,15.81,1.1790008544921875,0.046639538186057816
221,2019-08-22,2,0.018391304347826088,-0.04514672686230259,TTD,25.905000686645508,26.461000442504883,25.58699989318848,25.983999252319336,25.983999252319336,19031000,36,51.0,,0.51,18.36,0.0030002593994140625,0.00011339705868351757
222,2019-08-27,1,0.017521739130434782,-0.047281323877068626,TTD,25.31800079345703,25.6033992767334,24.266000747680664,24.61100006103516,24.61100006103516,9428000,35,51.0,,0.51,17.85,-0.8576011657714844,-0.032410005344843285
223,2019-08-29,3,0.019260869565217394,0.09925558312655092,TTD,25.224000930786133,25.5,24.839000701904297,25.006999969482425,25.006999969482425,8729000,26,51.0,,0.51,13.26,-0.10339927673339844,-0.004038497998480994
224,2019-08-30,1,0.017521739130434782,-0.09029345372460507,TTD,25.18000030517578,25.246000289916992,24.05620002746582,24.57699966430664,24.57699966430664,7969000,24,51.0,,0.51,12.24,-0.2539997100830078,-0.00996077294443165
225,2019-09-03,8,0.023608695652173915,-0.3237858032378581,TTD,24.21299934387207,24.59000015258789,23.399999618530277,23.49799919128418,23.49799919128418,12633000,46,48.0,,0.48,22.08,-0.6560001373291016,-0.025984319488069674
226,2019-09-05,2,0.018391304347826088,-0.22099447513812154,TTD,24.43600082397461,24.520000457763672,23.66200065612793,24.371000289916992,24.371000289916992,9300000,49,48.0,,0.48,23.52,-0.06999969482421875,-0.0028466732163420216
227,2019-09-06,2,0.018391304347826088,0.0,TTD,24.393999099731445,24.54800033569336,23.268999099731445,23.3129997253418,23.3129997253418,9927000,51,48.0,,0.48,24.48,0.0279998779296875,0.0011419199595006368
228,2019-09-09,26,0.03926086956521739,1.1347517730496453,TTD,23.513999938964844,23.54840087890625,20.825000762939453,21.367000579833984,21.367000579833984,35075000,100,48.0,,0.48,48.0,-0.9995994567871094,-0.0407201989211996
229,2019-09-10,68,0.07578260869565218,0.930232558139535,TTD,20.83099937438965,21.767000198364254,20.628999710083008,21.006000518798828,21.006000518798828,23526000,75,48.0,,0.48,36.0,-1.7814006805419957,-0.07564847777573325
230,2019-09-11,2,0.018391304347826088,-0.7573149741824441,TTD,21.100000381469727,21.493000030517575,20.85099983215332,21.17099952697754,21.17099952697754,15009000,67,48.0,,0.48,32.16,-0.2740001678466797,-0.01258786995680139
231,2019-09-19,1,0.017521739130434782,0.0,TTD,20.95199966430664,21.334999084472656,20.709999084472656,21.038000106811523,21.038000106811523,10807000,60,48.0,,0.48,28.8,-0.15800094604491832,-0.007351274639211591
232,2019-09-20,3,0.019260869565217394,0.09925558312655092,TTD,21.233999252319336,21.448999404907227,20.075000762939453,20.70499992370605,20.70499992370605,18064000,60,48.0,,0.48,28.8,0.11400032043457031,0.005343347800635279
233,2019-09-24,12,0.02708695652173913,0.7162534435261707,TTD,20.5,20.583200454711918,19.01000022888184,19.26099967956543,19.26099967956543,25223000,53,48.0,,0.48,25.44,-0.865798950195309,-0.04036547038167326
234,2019-09-25,17,0.03143478260869565,0.160513643659711,TTD,19.114999771118164,19.51099967956543,18.34000015258789,19.45800018310547,19.45800018310547,27955000,72,48.0,,0.48,34.56,-1.072200775146488,-0.05209106219927229
235,2019-09-26,2,0.018391304347826088,-0.41493775933609955,TTD,19.698999404907227,19.93600082397461,19.13400077819824,19.440000534057617,19.440000534057617,12780000,65,48.0,,0.48,31.2,0.4250011444091797,0.02178264319558676
236,2019-09-30,25,0.03839130434782609,1.1910669975186106,TTD,18.51799964904785,18.94700050354004,18.009599685668945,18.7549991607666,18.7549991607666,13713000,58,48.0,,0.48,27.84,-0.9890003204345703,-0.049608762016362884
237,2019-10-01,1,0.017521739130434782,-0.5436013590033975,TTD,18.801000595092773,18.98500061035156,18.270999908447266,18.358999252319336,18.358999252319336,13767000,58,50.0,False,0.5,29.0,0.038000106811519885,0.002005600137310326
238,2019-10-02,7,0.02273913043478261,0.29776674937965253,TTD,18.083999633789062,18.715999603271484,18.038000106811523,18.39900016784668,18.39900016784668,12949000,53,50.0,,0.5,26.5,-0.2690010070800746,-0.014169133443872606
239,2019-10-03,6,0.021869565217391307,-0.03824091778202665,TTD,18.41900062561035,19.113500595092773,18.06800079345703,18.958999633789062,18.958999633789062,13376000,32,50.0,,0.5,16.0,0.39750099182128906,0.021238565946101406
240,2019-10-04,14,0.02882608695652174,0.31809145129224636,TTD,19.149999618530277,19.36899948120117,18.525999069213867,18.774999618530277,18.774999618530277,13315000,45,50.0,,0.5,22.5,0.2554988861083949,0.013367456413190482
241,2019-10-07,1,0.017521739130434782,0.2476780185758516,TTD,18.78199958801269,19.54400062561035,18.774999618530277,19.40399932861328,19.40399932861328,15399000,58,50.0,,0.5,29.0,0.17500114440918324,0.009035115343930533
242,2019-10-10,11,0.026217391304347828,0.49627791563275436,TTD,18.9950008392334,19.36100006103516,18.542999267578125,18.565000534057617,18.565000534057617,11117000,45,50.0,,0.5,22.5,-0.18300056457519176,-0.00936351610301267
243,2019-10-11,4,0.020130434782608696,-0.23217247097844118,TTD,19.32099914550781,20.190000534057617,19.07099914550781,19.843000411987305,19.843000411987305,26318000,60,50.0,,0.5,30.0,0.8290004730224574,0.042818060555190884
244,2019-10-14,3,0.019260869565217394,-0.043196544276457804,TTD,19.79800033569336,20.155500411987305,19.67300033569336,20.128999710083008,20.128999710083008,8143000,76,50.0,,0.5,38.0,-0.0345001220703125,-0.0017087727170742584
245,2019-10-16,1,0.017521739130434782,-0.09029345372460507,TTD,20.81999969482422,20.989999771118164,19.524999618530277,19.583999633789062,19.583999633789062,24626000,80,50.0,,0.5,40.0,0.8344993591308594,0.04140305832518787
246,2019-10-17,6,0.021869565217391307,0.2481389578163773,TTD,19.72800064086914,20.308000564575195,19.231000900268555,20.14900016784668,20.14900016784668,11459000,69,50.0,,0.5,34.5,-0.6819992065429688,-0.0324916252491525
247,2019-10-18,14,0.02882608695652174,0.31809145129224636,TTD,20.1200008392334,20.234600067138672,18.625999450683597,19.481000900268555,19.481000900268555,20221000,52,50.0,,0.5,26.0,-0.07340049743652344,-0.0036143635708068
248,2019-10-22,4,0.020130434782608696,-0.301659125188537,TTD,20.208999633789062,20.24399948120117,18.8700008392334,18.981000900268555,18.981000900268555,13326000,69,50.0,,0.5,34.5,0.009399414062496447,0.0004645218601460055
