,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,RUN_unscaled,RUN_monthly,isPartial,scale,RUN,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-17,1,0.014428120063191153,-0.05190491020450527,RUN,6.099999904632568,6.340000152587891,5.800000190734863,6.019999980926514,6.019999980926514,3680400,86,100.0,,1.0,86.0,,
1,2016-06-24,1,0.014428120063191153,0.0,RUN,5.599999904632568,5.730000019073486,5.269999980926514,5.590000152587891,5.590000152587891,5804200,75,88.0,,0.88,66.0,-0.6100001335144043,-0.09621452978442147
2,2016-06-28,6,0.018377567140600317,0.2737326179787585,RUN,5.28000020980835,5.5,5.239999771118164,5.489999771118164,5.489999771118164,869800,79,88.0,,0.88,69.52,-0.23000001907348633,-0.04013961925093956
3,2016-07-29,1,0.014428120063191153,-0.214905871228402,RUN,5.090000152587891,5.210000038146973,5.0,5.179999828338623,5.179999828338623,885200,42,92.0,,0.92,38.64,-0.28999996185302734,-0.05272726579145948
4,2016-08-18,1,0.014428120063191153,0.0,RUN,6.03000020980835,6.179999828338623,5.960000038146973,6.03000020980835,6.03000020980835,949200,90,84.0,,0.84,75.6,0.9699997901916504,0.1861803806313691
5,2016-08-26,11,0.02232701421800948,0.547465235957517,RUN,5.989999771118164,6.179999828338623,5.900000095367432,5.949999809265137,5.949999809265137,747400,98,84.0,,0.84,82.32,0.0,0.0
6,2016-09-20,1,0.014428120063191153,-0.05190491020450527,RUN,5.460000038146973,5.5,5.281000137329102,5.449999809265137,5.449999809265137,877600,91,90.0,,0.9,81.9,-0.679999828338623,-0.11003233773898469
7,2016-09-30,15,0.02548657187993681,0.7664513303405236,RUN,6.289999961853027,6.340000152587891,6.150000095367432,6.300000190734863,6.300000190734863,1731400,100,90.0,,0.9,90.0,0.8400001525878906,0.15272730047052563
8,2016-10-24,1,0.014428120063191153,0.05791729410401936,RUN,6.289999961853027,6.341000080108643,6.010000228881836,6.079999923706055,6.079999923706055,1243000,87,89.0,,0.89,77.43,0.0009999275207519531,0.00015771727077074083
9,2016-11-03,4,0.01679778830963665,0.16423957078725504,RUN,4.840000152587891,4.840000152587891,4.570000171661377,4.650000095367432,4.650000095367432,1738500,94,93.0,,0.93,87.42,-1.500999927520752,-0.23671343771612674
