,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,UP_unscaled,UP_monthly,isPartial,scale,UP,Stock_Price_Change,Stock_Price_Change_Percent
10,2020-12-03,7,0.02393780326422585,0.07957506913084123,UP,9.770000457763672,9.850000381469728,9.770000457763672,9.850000381469728,9.850000381469728,500,97,91.0,,0.91,88.27,-0.14999961853027166,-0.01499996185302721
11,2020-12-04,1,0.021291133656815175,-0.11056443142241135,UP,9.885000228881836,9.885000228881836,9.885000228881836,9.885000228881836,9.885000228881836,2000,93,91.0,,0.91,84.63000000000001,0.0349998474121076,0.003553283863618084
12,2020-12-07,9,0.024820026466696076,0.16574471170779215,UP,10.039999961853027,10.039999961853027,9.901000022888184,9.901000022888184,9.901000022888184,700,95,91.0,,0.91,86.45,0.1549997329711914,0.015680296346207045
13,2020-12-08,3,0.0221733568592854,-0.10663443936943495,UP,9.850000381469728,9.850000381469728,9.800000190734863,9.81999969482422,9.81999969482422,14500,94,91.0,,0.91,85.54,-0.189999580383299,-0.01892426106625522
14,2020-12-09,6,0.02349669166299074,0.05968130184813103,UP,9.899999618530272,9.9399995803833,9.789999961853027,9.859999656677246,9.859999656677246,4900,97,91.0,,0.91,88.27,0.08999919891357244,0.009136974155136368
15,2020-12-10,1,0.021291133656815175,-0.09386674676629059,UP,9.880000114440918,10.0,9.81999969482422,9.857999801635742,9.857999801635742,2400,94,91.0,,0.91,85.54,0.06000041961669922,0.006036259773603003
16,2020-12-11,4,0.022614468460520513,0.06215426689042203,UP,9.979999542236328,10.0,9.890000343322754,9.9399995803833,9.9399995803833,45900,94,91.0,,0.91,85.54,0.0,0.0
17,2020-12-14,6,0.02349669166299074,0.10359044481737012,UP,10.050000190734863,10.050000190734863,9.84000015258789,9.84000015258789,9.84000015258789,28700,92,91.0,,0.91,83.72,0.05000019073486328,0.005000019073486239
18,2020-12-15,1,0.021291133656815175,-0.09386674676629059,UP,9.869999885559082,9.949999809265137,9.859999656677246,9.949999809265137,9.949999809265137,214900,92,91.0,,0.91,83.72,-0.10000038146972656,-0.009950286524563201
19,2020-12-16,3,0.0221733568592854,0.04143617792694809,UP,9.960000038146973,10.020000457763672,9.960000038146973,10.010000228881836,10.010000228881836,30800,91,91.0,,0.91,82.81,0.07000064849853516,0.007035241189990105
20,2020-12-17,4,0.022614468460520513,0.019893767282710195,UP,10.0,10.09000015258789,9.979999542236328,10.0,10.0,7800,93,91.0,,0.91,84.63000000000001,0.06999969482421875,0.0069859971682917354
21,2020-12-18,3,0.0221733568592854,-0.019505724930267032,UP,10.109999656677246,10.109999656677246,9.979999542236328,10.0,10.0,87600,90,91.0,,0.91,81.9,0.01999950408935547,0.0019821113763041076
22,2020-12-21,1,0.021291133656815175,-0.02029756226277224,UP,9.970000267028809,9.989999771118164,9.949999809265137,9.949999809265137,9.949999809265137,6700,89,91.0,,0.91,80.99000000000001,-0.11999988555908203,-0.01186942528527457
23,2020-12-22,1,0.021291133656815175,0.0,UP,10.0,10.050000190734863,9.979999542236328,10.029999732971191,10.029999732971191,15100,90,91.0,,0.91,81.9,0.06000041961669922,0.0060060481472847815
24,2020-12-23,4,0.022614468460520513,0.06215426689042203,UP,10.100000381469728,10.100000381469728,9.949999809265137,9.989999771118164,9.989999771118164,30100,90,91.0,,0.91,81.9,0.05000019073486506,0.004975143262281767
25,2020-12-24,3,0.0221733568592854,-0.019505724930267032,UP,10.25,10.25,10.010000228881836,10.020000457763672,10.020000457763672,4200,91,91.0,,0.91,82.81,0.14999961853027166,0.014851446818306302
26,2020-12-28,4,0.022614468460520513,-0.8144295192694024,UP,10.050000190734863,10.130000114440918,10.029999732971191,10.050000190734863,10.050000190734863,243200,92,91.0,,0.91,83.72,-0.11999988555908203,-0.011707305908203125
27,2020-12-29,5,0.023055580061755624,0.019505724930267032,UP,10.170000076293944,10.170000076293944,10.050000190734863,10.0600004196167,10.0600004196167,94900,95,91.0,,0.91,86.45,0.03999996185302557,0.003948663514426132
28,2020-12-30,1,0.021291133656815175,-0.07653012417012639,UP,10.119999885559082,10.1899995803833,10.09000015258789,10.18000030517578,10.18000030517578,25700,94,91.0,,0.91,85.54,0.019999504089357245,0.001966519561388713
29,2020-12-31,135,0.08040008822232025,2.7762239211055175,UP,10.260000228881836,10.260000228881836,9.970000267028809,9.970000267028809,9.970000267028809,86300,92,91.0,,0.91,83.72,0.07000064849853516,0.0068695438058008484
30,2021-01-04,3,0.0221733568592854,0.0,UP,10.010000228881836,10.239999771118164,10.010000228881836,10.079999923706056,10.079999923706056,35200,91,94.0,,0.94,85.53999999999999,-0.020000457763671875,-0.001949362311646996
31,2021-01-05,4,0.022614468460520513,0.019893767282710195,UP,10.199999809265137,10.199999809265137,10.079999923706056,10.104999542236328,10.104999542236328,18200,96,94.0,,0.94,90.24,-0.039999961853027344,-0.003906246362021082
32,2021-01-06,8,0.02437891486546096,0.07802289972106813,UP,10.06999969482422,10.18000030517578,10.050000190734863,10.06999969482422,10.06999969482422,60700,93,94.0,,0.94,87.42,-0.019999504089357245,-0.0019607357316997476
33,2021-01-07,5,0.023055580061755624,-0.054281940398429485,UP,10.229999542236328,10.229999542236328,10.125,10.135000228881836,10.135000228881836,9200,93,94.0,,0.94,87.42,0.04999923706054865,0.004911516263425675
34,2021-01-08,6,0.02349669166299074,0.019132531042531653,UP,10.149999618530272,10.229999542236328,10.0,10.18000030517578,10.18000030517578,114500,94,94.0,,0.94,88.36,0.0,0.0
35,2021-01-11,4,0.022614468460520513,0.06215426689042203,UP,10.149999618530272,10.289999961853027,10.140000343322754,10.239999771118164,10.239999771118164,72700,95,94.0,,0.94,89.3,0.06000041961669922,0.005865143919995042
36,2021-01-12,4,0.022614468460520513,0.0,UP,10.210000038146973,10.270000457763672,10.210000038146973,10.220000267028809,10.220000267028809,8400,94,94.0,,0.94,88.36,-0.01999950408935547,-0.0019435864104467848
37,2021-01-13,8,0.02437891486546096,0.07802289972106813,UP,10.260000228881836,10.300000190734863,10.170000076293944,10.25,10.25,50800,97,94.0,,0.94,91.18,0.029999732971191406,0.0029211033723481883
38,2021-01-14,17,0.028348919276576973,0.16284582119528834,UP,10.220000267028809,10.449999809265137,10.220000267028809,10.359999656677246,10.359999656677246,46300,99,94.0,,0.94,93.06,0.14999961853027344,0.014563069490542535
39,2021-01-15,19,0.0292311424790472,0.031120170538534664,UP,10.449999809265137,10.449999809265137,10.15999984741211,10.15999984741211,10.15999984741211,154400,98,94.0,,0.94,92.12,0.0,0.0
40,2021-01-19,9,0.024820026466696076,0.0,UP,10.25,10.350000381469728,10.15999984741211,10.170000076293944,10.170000076293944,119700,99,94.0,,0.94,93.06,-0.09999942779540838,-0.009569323408671004
41,2021-01-20,7,0.02393780326422585,-0.03554481312314506,UP,10.210000038146973,10.260000228881836,10.210000038146973,10.210000038146973,10.210000038146973,24500,96,94.0,,0.94,90.24,-0.0900001525878924,-0.008695666596208573
42,2021-01-21,8,0.02437891486546096,0.01842740523706854,UP,10.34000015258789,10.720000267028809,10.1899995803833,10.244999885559082,10.244999885559082,45000,98,94.0,,0.94,92.12,0.46000003814697266,0.04483431071005972
43,2021-01-22,25,0.031877812086457874,0.30759766225776697,UP,10.220000267028809,10.3100004196167,10.199999809265137,10.239999771118164,10.239999771118164,63700,95,94.0,,0.94,89.3,-0.4099998474121094,-0.03824625347008004
44,2021-01-25,76,0.05437450374944861,-0.42200621755827195,UP,10.479999542236328,10.479999542236328,10.270000457763672,10.289999961853027,10.289999961853027,109700,99,94.0,,0.94,93.06,0.1699991226196289,0.01648876000976429
45,2021-01-26,70,0.05172783414203794,-0.04867482781279664,UP,10.84000015258789,11.0,10.5600004196167,10.899999618530272,10.899999618530272,1687500,98,94.0,,0.94,92.12,0.5200004577636719,0.04961836645774409
46,2021-01-27,256,0.13377459197176886,1.5861239734963801,UP,11.0,11.119999885559082,10.300000190734863,10.399999618530272,10.399999618530272,522900,98,94.0,,0.94,92.12,0.11999988555908203,0.010909080505371094
47,2021-01-28,364,0.18141464490516102,0.3561218332360594,UP,10.6899995803833,10.699999809265137,10.40999984741211,10.5,10.5,399400,99,94.0,,0.94,93.06,-0.4200000762939453,-0.037769791422334054
48,2021-01-29,140,0.08260564622849581,-0.5446583363119336,UP,10.420000076293944,10.68000030517578,10.399999618530272,10.529999732971191,10.529999732971191,287900,97,94.0,,0.94,91.18,-0.019999504089357245,-0.0018691125650338591
49,2021-02-01,99,0.06452007057785619,0.9178281563454702,UP,11.31999969482422,11.600000381469728,10.68000030517578,11.100000381469728,11.100000381469728,11760600,80,95.0,False,0.95,76.0,0.9200000762939489,0.0861423267795316
50,2021-02-02,239,0.12627569475077194,0.9571536983735225,UP,11.65999984741211,11.75,11.220000267028809,11.34000015258789,11.34000015258789,4674800,80,95.0,,0.95,76.0,0.14999961853027166,0.012931001172197032
51,2021-02-03,157,0.09010454344949272,-0.28644587046358816,UP,11.449999809265137,11.59000015258789,11.109999656677246,11.260000228881836,11.260000228881836,1477300,83,95.0,,0.95,78.85,-0.15999984741210938,-0.013617008290392252
52,2021-02-04,113,0.07069563299514778,-0.21540434823050214,UP,11.170000076293944,11.25,10.845000267028809,10.859999656677246,10.859999656677246,1118300,84,95.0,,0.95,79.8,-0.3400001525878906,-0.02933564694664592
53,2021-02-05,59,0.0468756065284517,-0.336937735154461,UP,11.0,11.0,10.649999618530272,10.68000030517578,10.68000030517578,1415800,84,95.0,,0.95,79.8,-0.25,-0.022222222222222254
54,2021-02-08,25,0.031877812086457874,0.261930955000262,UP,11.0,11.039999961853027,10.699999809265137,10.850000381469728,10.850000381469728,1482600,81,95.0,,0.95,76.95,0.039999961853027344,0.0036363601684570312
55,2021-02-09,32,0.03496559329510366,0.0968630218495301,UP,10.779999732971191,11.3100004196167,10.779999732971191,11.18000030517578,11.18000030517578,1643300,86,95.0,,0.95,81.7,0.2700004577636719,0.024456563287736932
56,2021-02-10,51,0.0433467137185708,0.23969621658445517,UP,11.279999732971191,11.350000381469728,10.880000114440918,11.079999923706056,11.079999923706056,936700,85,95.0,,0.95,80.75,0.03999996185302912,0.0035366896877961906
57,2021-02-11,49,0.04246449051610057,-0.020352712507759607,UP,11.109999656677246,11.140000343322754,10.800000190734863,10.90999984741211,10.90999984741211,467400,91,95.0,,0.95,86.45,-0.21000003814697443,-0.018502205382285752
58,2021-02-12,34,0.03584781649757389,-0.15581663498395082,UP,10.90999984741211,11.0,10.699999809265137,10.729999542236328,10.729999542236328,721700,100,95.0,,0.95,95.0,-0.1400003433227539,-0.012567355386723045
59,2021-02-16,8,0.02437891486546096,0.01842740523706854,UP,10.789999961853027,10.93000030517578,10.75,10.90999984741211,10.90999984741211,705000,82,95.0,,0.95,77.89999999999999,-0.06999969482422053,-0.006363608620383654
60,2021-02-17,8,0.02437891486546096,0.0,UP,10.850000381469728,11.050000190734863,10.59000015258789,11.020000457763672,11.020000457763672,566700,82,95.0,,0.95,77.89999999999999,0.11999988555908381,0.010978946222193642
61,2021-02-18,22,0.030554477282752537,0.2533157218593374,UP,10.850000381469728,10.946999549865724,10.65999984741211,10.84000015258789,10.84000015258789,469400,84,95.0,,0.95,79.8,-0.10300064086913885,-0.009321324804636877
62,2021-02-19,11,0.0257022496691663,-0.15880578053041128,UP,10.81999969482422,11.100000381469728,10.720000267028809,11.029999732971191,11.029999732971191,442100,85,95.0,,0.95,80.75,0.1530008316040039,0.01397650844024012
63,2021-02-22,16,0.027907807675341862,0.2586189746752341,UP,11.029999732971191,11.029999732971191,10.770000457763672,10.899999618530272,10.899999618530272,539900,84,95.0,,0.95,79.8,-0.07000064849853693,-0.006306364512869367
64,2021-02-23,6,0.02349669166299074,-0.15806028419239093,UP,10.5,11.140000343322754,10.399999618530272,11.0600004196167,11.0600004196167,1000400,84,95.0,,0.95,79.8,0.1100006103515625,0.009972857027615856
65,2021-02-24,40,0.038494486104984564,0.6382938780107759,UP,11.25,11.49899959564209,10.75,10.779999732971191,10.779999732971191,872000,83,95.0,,0.95,78.85,0.35899925231933594,0.032226143739261026
66,2021-02-25,67,0.050404499338332596,0.30939530406682914,UP,10.890000343322754,11.005000114440918,10.710000038146973,10.800000190734863,10.800000190734863,1439100,86,95.0,,0.95,81.7,-0.4939994812011719,-0.0429602138075027
67,2021-02-26,27,0.0327600352889281,-0.3500573218864589,UP,10.899999618530272,11.06999969482422,10.800000190734863,10.93000030517578,10.93000030517578,1053900,83,95.0,,0.95,78.85,0.06499958038330256,0.005906367987948524
68,2021-03-01,8,0.02437891486546096,0.05739759312759474,UP,11.100000381469728,11.289999961853027,10.94499969482422,11.279999732971191,11.279999732971191,1117400,97,89.0,False,0.89,86.33,0.22000026702880682,0.019873556738368103
69,2021-03-02,10,0.025261138067931187,0.036187960265619656,UP,11.199999809265137,11.317999839782717,10.65999984741211,10.670000076293944,10.670000076293944,1690300,100,89.0,,0.89,89.0,0.027999877929689276,0.0024800600552963292
70,2021-03-03,35,0.036288928098809,0.4365515916671032,UP,10.779999732971191,10.850000381469728,10.350000381469728,10.609999656677246,10.609999656677246,1661900,99,89.0,,0.89,88.11,-0.4679994583129883,-0.041350014573067306
71,2021-03-04,15,0.02746669607410675,-0.2431108463904117,UP,10.5,11.0,10.100000381469728,10.630000114440918,10.630000114440918,2517100,98,89.0,,0.89,87.22,0.14999961853027166,0.013824849148065477
72,2021-03-05,8,0.02437891486546096,-0.11241909839883091,UP,10.640000343322754,10.979999542236328,10.329999923706056,10.729999542236328,10.729999542236328,771400,95,89.0,,0.89,84.55,-0.020000457763671875,-0.0018182234330610392
73,2021-03-08,13,0.026584472871636525,0.2486170675616881,UP,10.550000190734863,11.020000457763672,10.270000457763672,10.300000190734863,10.300000190734863,908100,95,89.0,,0.89,84.55,0.04000091552734375,0.003643070782787694
74,2021-03-09,28,0.033201146890163215,0.2488924286923193,UP,10.4399995803833,10.59000015258789,10.359999656677246,10.5,10.5,363100,97,89.0,,0.89,86.33,-0.43000030517578125,-0.03901998977439636
75,2021-03-10,48,0.04202337891486546,0.26572070097120903,UP,10.510000228881836,10.850000381469728,10.390000343322754,10.65999984741211,10.65999984741211,730100,96,89.0,,0.89,85.44,0.2600002288818377,0.024551484904209442
76,2021-03-11,8,0.02437891486546096,-0.419872568675407,UP,10.68000030517578,10.68000030517578,10.399999618530272,10.550000190734863,10.550000190734863,391100,94,89.0,,0.89,83.66,-0.17000007629394887,-0.015668209245806586
77,2021-03-12,10,0.025261138067931187,0.036187960265619656,UP,10.470000267028809,10.510000228881836,10.350000381469728,10.489999771118164,10.489999771118164,270500,98,89.0,,0.89,87.22,-0.17000007629394354,-0.01591760968504441
78,2021-03-15,7,0.02393780326422585,0.058517174790801096,UP,10.420000076293944,10.760000228881836,10.40999984741211,10.600000381469728,10.600000381469728,381100,91,89.0,,0.89,80.99,0.25,0.023786869129934995
79,2021-03-16,14,0.027025584472871636,0.12899183665948,UP,10.550000190734863,10.649999618530272,10.510000228881836,10.529999732971191,10.529999732971191,167500,95,89.0,,0.89,84.55,-0.11000061035156428,-0.010223104833799401
80,2021-03-17,1,0.021291133656815175,-0.21218600551683608,UP,10.5,10.510000228881836,10.28499984741211,10.369999885559082,10.369999885559082,401900,94,89.0,,0.89,83.66,-0.13999938964843572,-0.013145483066952068
81,2021-03-18,1589,0.7217763564181738,32.90032527399673,UP,10.369999885559082,10.397000312805176,10.239999771118164,10.270000457763672,10.270000457763672,851200,95,89.0,,0.89,84.55,-0.11299991607666016,-0.010751656861636705
82,2021-03-19,4,0.022614468460520513,-0.9686683163566826,UP,10.270000457763672,10.31999969482422,10.15999984741211,10.25,10.25,285200,95,89.0,,0.89,84.55,-0.07700061798095525,-0.007406041710522948
83,2021-03-22,6,0.02349669166299074,0.08119024905108896,UP,10.350000381469728,10.350000381469728,10.220000267028809,10.270000457763672,10.270000457763672,216000,97,89.0,,0.89,86.33,0.030000686645507812,0.0029070433655684624
84,2021-03-23,1,0.021291133656815175,-0.09386674676629059,UP,10.279999732971191,10.30799961090088,10.100000381469728,10.109999656677246,10.109999656677246,363400,94,89.0,,0.89,83.66,-0.042000770568847656,-0.00405804531602183
85,2021-03-24,5,0.023055580061755624,0.08287235585389596,UP,10.199999809265137,10.199999809265137,9.920000076293944,10.0,10.0,522800,91,89.0,,0.89,80.99,-0.10799980163574396,-0.0104772803368689
86,2021-03-25,4,0.022614468460520513,-0.019132531042531542,UP,9.989999771118164,10.149999618530272,9.899999618530272,10.149999618530272,10.149999618530272,380400,95,89.0,,0.89,84.55,-0.05000019073486506,-0.004901979575474891
87,2021-03-26,4,0.022614468460520513,0.0,UP,10.0600004196167,10.109999656677246,9.949999809265137,10.029999732971191,10.029999732971191,413300,95,89.0,,0.89,84.55,-0.03999996185302557,-0.003940883089295855
88,2021-03-29,2,0.021732245258050287,-0.019893767282710417,UP,10.0,10.0,9.920000076293944,9.93000030517578,9.93000030517578,323500,94,89.0,,0.89,83.66,-0.1099996566772461,-0.010880282929049967
89,2021-03-30,3,0.0221733568592854,0.02029756226277235,UP,9.93000030517578,10.0,9.899999618530272,9.90999984741211,9.90999984741211,707200,93,89.0,,0.89,82.77,0.0,0.0
90,2021-03-31,3,0.0221733568592854,0.0,UP,9.960000038146973,10.100000381469728,9.859999656677246,10.010000228881836,10.010000228881836,1819600,89,89.0,,0.89,79.21000000000001,0.10000038146972834,0.010000038146972923
91,2021-04-01,11,0.0257022496691663,0.15915013826168245,UP,10.31999969482422,10.4399995803833,10.15999984741211,10.239999771118164,10.239999771118164,1315900,98,87.0,False,0.87,85.26,0.33999919891357244,0.03366328574970767
92,2021-04-05,3,0.0221733568592854,-0.05632004805977431,UP,10.399999618530272,10.43000030517578,10.06999969482422,10.100000381469728,10.100000381469728,217900,94,87.0,,0.87,81.78,-0.009999275207521308,-0.0009577850200597204
93,2021-04-06,3,0.0221733568592854,0.0,UP,10.079999923706056,10.140000343322754,10.050000190734863,10.079999923706056,10.079999923706056,175400,97,87.0,,0.87,84.39,-0.28999996185302557,-0.027804405883776973
94,2021-04-07,6,0.02349669166299074,0.05968130184813103,UP,10.09000015258789,10.239999771118164,10.0600004196167,10.220000267028809,10.220000267028809,324000,97,87.0,,0.87,84.39,0.09999942779541016,0.009861876174517059
95,2021-04-08,3,0.0221733568592854,-0.05632004805977431,UP,10.3100004196167,10.3100004196167,10.06999969482422,10.09000015258789,10.09000015258789,583900,97,87.0,,0.87,84.39,0.07000064849853516,0.006836000982731516
96,2021-04-09,5,0.023055580061755624,0.03978753456542061,UP,10.100000381469728,10.119999885559082,10.09000015258789,10.109999656677246,10.109999656677246,202000,94,87.0,,0.87,81.78,-0.1900005340576172,-0.018428761040213515
97,2021-04-12,2,0.021732245258050287,-0.15446135891671098,UP,10.06999969482422,10.090999603271484,9.979999542236328,10.029999732971191,10.029999732971191,466300,98,87.0,,0.87,85.26,-0.029000282287597656,-0.0028656405746585456
98,2021-04-13,317,0.16068239964711073,6.3937321127732565,UP,10.029999732971191,10.039999961853027,9.994999885559082,10.020000457763672,10.020000457763672,449700,100,87.0,,0.87,87.0,-0.05099964141845703,-0.005053973186355365
99,2021-04-14,5,0.023055580061755624,-0.856514589573033,UP,10.029999732971191,10.050000190734863,10.010000228881836,10.029999732971191,10.029999732971191,246000,95,87.0,,0.87,82.65,0.010000228881835938,0.000996038737035132
100,2021-04-15,7,0.02393780326422585,0.038265062085063306,UP,10.039999961853027,10.050000190734863,10.010000228881836,10.050000190734863,10.050000190734863,235200,98,87.0,,0.87,85.26,0.0,0.0
101,2021-04-16,12,0.026143361270401413,0.09213702618534292,UP,10.010000228881836,10.079999923706056,9.970000267028809,9.979999542236328,9.979999542236328,322700,96,87.0,,0.87,83.52,0.029999732971193183,0.002985048000183177
102,2021-04-19,5,0.023055580061755624,-0.26660305611292745,UP,10.0,10.0,9.880000114440918,9.93000030517578,9.93000030517578,554400,93,87.0,,0.87,80.91,-0.07999992370605646,-0.007936500427734416
103,2021-04-20,3,0.0221733568592854,-0.038265062085063084,UP,9.949999809265137,9.960000038146973,9.859999656677246,9.920000076293944,9.920000076293944,269700,91,87.0,,0.87,79.17,-0.039999961853027344,-0.003999996185302779
104,2021-04-21,6,0.02349669166299074,0.05968130184813103,UP,9.899999618530272,9.920000076293944,9.880000114440918,9.920000076293944,9.920000076293944,334200,93,87.0,,0.87,80.91,-0.03999996185302912,-0.004016060411629385
105,2021-04-22,7,0.02393780326422585,0.01877334935325803,UP,9.989999771118164,10.06999969482422,9.875,9.965999603271484,9.965999603271484,1029000,94,87.0,,0.87,81.78,0.149999618530277,0.01512092917103236
106,2021-04-23,11,0.0257022496691663,0.07370962094827416,UP,9.949999809265137,10.050000190734863,9.920000076293944,10.010000228881836,10.010000228881836,237800,91,87.0,,0.87,79.17,-0.019999504089357245,-0.0019860481326168244
107,2021-04-26,6,0.02349669166299074,0.10359044481737012,UP,10.050000190734863,10.149999618530272,9.989999771118164,10.0600004196167,10.0600004196167,258200,94,87.0,,0.87,81.78,0.09999942779540838,0.009950191631598049
108,2021-04-27,8,0.02437891486546096,0.03754669870651606,UP,10.100000381469728,10.18000030517578,10.010000228881836,10.010000228881836,10.010000228881836,353700,96,87.0,,0.87,83.52,0.030000686645507812,0.002955732785520304
109,2021-04-28,4,0.022614468460520513,-0.0723759205312392,UP,10.010000228881836,10.270000457763672,10.0,10.100000381469728,10.100000381469728,220200,95,87.0,,0.87,82.65,0.0900001525878924,0.00884087916403442
110,2021-04-29,7,0.02393780326422585,0.058517174790801096,UP,10.119999885559082,10.18000030517578,10.010000228881836,10.010000228881836,10.010000228881836,118000,91,87.0,,0.87,79.17,-0.0900001525878924,-0.00876340297724687
111,2021-04-30,1,0.021291133656815175,-0.11056443142241135,UP,10.039999961853027,10.050000190734863,9.970000267028809,9.989999771118164,9.989999771118164,102400,89,87.0,,0.87,77.42999999999999,-0.1300001144409162,-0.012770148383475122
112,2021-05-03,1,0.021291133656815175,-0.02029756226277224,UP,10.010000228881836,10.050000190734863,9.970000267028809,9.989999771118164,9.989999771118164,226800,93,88.0,,0.88,81.84,0.0,0.0
113,2021-05-04,4,0.022614468460520513,0.06215426689042203,UP,10.0,10.010000228881836,9.9399995803833,10.0,10.0,271100,94,88.0,,0.88,82.72,-0.039999961853027344,-0.00398009563123225
114,2021-05-05,4,0.022614468460520513,0.0,UP,10.020000457763672,10.020000457763672,9.90999984741211,9.93000030517578,9.93000030517578,364700,93,88.0,,0.88,81.84,0.010000228881835938,0.0009990238414763208
115,2021-05-06,7,0.02393780326422585,0.058517174790801096,UP,9.949999809265137,9.949999809265137,9.875,9.899999618530272,9.899999618530272,2093700,93,88.0,,0.88,81.84,-0.07000064849853516,-0.006986092345364847
116,2021-05-07,11,0.0257022496691663,0.07370962094827416,UP,9.989999771118164,10.010000228881836,9.949999809265137,9.960000038146973,9.960000038146973,400600,94,88.0,,0.88,82.72,0.06000041961669922,0.006030193041896226
117,2021-05-10,1,0.021291133656815175,-0.039787534565420724,UP,9.989999771118164,9.989999771118164,9.93000030517578,9.9399995803833,9.9399995803833,471400,95,88.0,,0.88,83.6,-0.020000457763671875,-0.0019980476829525307
118,2021-05-11,3,0.0221733568592854,0.04143617792694809,UP,9.920000076293944,9.9399995803833,9.880000114440918,9.899999618530272,9.899999618530272,2278600,96,88.0,,0.88,84.48,-0.05000019073486328,-0.005005024212254461
119,2021-05-12,5,0.023055580061755624,0.03978753456542061,UP,9.949999809265137,9.949999809265137,9.859999656677246,9.899999618530272,9.899999618530272,371800,98,88.0,,0.88,86.24,0.010000228881835938,0.001006059286116301
120,2021-05-13,7,0.02393780326422585,0.038265062085063306,UP,9.920000076293944,9.920000076293944,9.859999656677246,9.899999618530272,9.899999618530272,602600,99,88.0,,0.88,87.12,-0.029999732971193183,-0.003015048597614922
121,2021-05-14,4,0.022614468460520513,-0.05528221571120573,UP,9.920000076293944,9.920000076293944,9.859999656677246,9.880000114440918,9.880000114440918,329900,97,88.0,,0.88,85.36,0.0,0.0
122,2021-05-17,4,0.022614468460520513,0.06215426689042203,UP,9.93000030517578,9.93000030517578,9.880000114440918,9.890000343322754,9.890000343322754,233400,95,88.0,,0.88,83.6,0.010000228881835938,0.0010080875811415702
123,2021-05-18,4,0.022614468460520513,0.0,UP,9.899999618530272,9.960000038146973,9.899999618530272,9.93000030517578,9.93000030517578,458200,98,88.0,,0.88,86.24,0.029999732971193183,0.0030211210522881338
124,2021-05-19,1,0.021291133656815175,-0.058517174790801096,UP,9.960000038146973,9.989999771118164,9.93000030517578,9.989999771118164,9.989999771118164,328900,95,88.0,,0.88,83.6,0.029999732971191406,0.00301202137111356
125,2021-05-20,2,0.021732245258050287,0.020718088963473935,UP,9.949999809265137,10.0,9.90999984741211,9.9399995803833,9.9399995803833,404600,95,88.0,,0.88,83.6,0.010000228881835938,0.0010010239350302097
126,2021-05-21,1,0.021291133656815175,-0.02029756226277224,UP,10.100000381469728,10.100000381469728,9.949999809265137,9.989999771118164,9.989999771118164,433300,95,88.0,,0.88,83.6,0.10000038146972834,0.010000038146972923
127,2021-05-24,5,0.023055580061755624,0.08287235585389596,UP,9.989999771118164,10.0,9.9399995803833,9.989999771118164,9.989999771118164,336900,94,88.0,,0.88,82.72,-0.10000038146972834,-0.009901027494335302
