,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,SHOP_unscaled,SHOP_monthly,isPartial,scale,SHOP,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-03,2,0.006813953488372093,0.7440476190476191,SHOP,31.0,31.343000411987305,30.649999618530277,30.739999771118164,30.739999771118164,424800,73,75.0,,0.75,54.75,,
1,2016-05-17,1,0.0039069767441860465,-0.42662116040955633,SHOP,26.170000076293945,26.950000762939453,26.01000022888184,26.799999237060547,26.799999237060547,688700,73,75.0,,0.75,54.75,-4.392999649047852,-0.14015887411237515
2,2016-06-16,1,0.0039069767441860465,0.0,SHOP,28.63999938964844,28.63999938964844,27.76000022888184,28.3700008392334,28.3700008392334,287000,79,74.0,,0.74,58.46,1.689998626708988,0.06270866711933465
3,2016-06-21,1,0.0039069767441860465,0.0,SHOP,29.65999984741211,30.020000457763672,29.46999931335449,29.8700008392334,29.8700008392334,617700,81,74.0,,0.74,59.94,1.3800010681152308,0.04818439586329082
4,2016-07-28,6,0.01844186046511628,3.720238095238096,SHOP,33.5099983215332,34.56999969482422,33.43000030517578,34.27000045776367,34.27000045776367,1046900,79,77.0,,0.77,60.83,4.549999237060547,0.15156559519251567
5,2016-07-29,1,0.0039069767441860465,-0.7881462799495587,SHOP,34.310001373291016,34.7599983215332,33.5,34.27000045776367,34.27000045776367,670900,84,77.0,,0.77,64.68,0.18999862670898438,0.005496055203536132
6,2016-08-02,1,0.0039069767441860465,0.0,SHOP,34.220001220703125,34.54999923706055,32.849998474121094,33.529998779296875,33.529998779296875,1203600,83,75.0,,0.75,62.25,-0.20999908447265625,-0.006041400880694714
7,2016-11-18,4,0.012627906976744187,2.232142857142857,SHOP,42.4900016784668,44.2400016784668,42.09000015258789,44.04999923706055,44.04999923706055,1424500,66,76.0,,0.76,50.16,9.69000244140625,0.2804631738171539
8,2016-12-15,1,0.0039069767441860465,-0.6906077348066298,SHOP,41.619998931884766,42.83000183105469,41.34999847412109,42.40999984741211,42.40999984741211,703700,71,82.0,,0.82,58.22,-1.4099998474121094,-0.0318716047449521
9,2016-12-21,2,0.006813953488372093,0.7440476190476191,SHOP,41.52000045776367,41.52000045776367,40.63999938964844,40.79999923706055,40.79999923706055,649500,84,82.0,,0.82,68.88,-1.3100013732910156,-0.030586068580113257
10,2017-01-06,28,0.08239534883720931,11.092150170648464,SHOP,47.36000061035156,47.650001525878906,45.70000076293945,46.900001525878906,46.900001525878906,2061300,81,68.0,,0.68,55.080000000000005,6.130001068115234,0.14763971581240698
11,2017-02-09,1,0.0039069767441860465,-0.9525825571549534,SHOP,53.75,55.0,53.75,54.61000061035156,54.61000061035156,900000,74,70.0,,0.7,51.8,7.349998474121094,0.15424970070838895
12,2017-02-10,2,0.006813953488372093,0.7440476190476191,SHOP,55.22999954223633,56.25,54.900001525878906,55.220001220703125,55.220001220703125,1785200,77,70.0,,0.7,53.9,1.25,0.022727272727272707
13,2017-02-13,2,0.006813953488372093,-0.2990430622009569,SHOP,56.0099983215332,57.15999984741211,55.31999969482422,56.04999923706055,56.04999923706055,2540800,81,70.0,,0.7,56.7,0.9099998474121094,0.016177775065104205
14,2017-02-14,3,0.009720930232558139,0.4266211604095562,SHOP,56.31999969482422,56.31999969482422,55.150001525878906,56.04999923706055,56.04999923706055,1966600,88,70.0,,0.7,61.6,-0.8400001525878906,-0.014695594031320147
15,2017-02-15,11,0.032976744186046514,2.392344497607656,SHOP,54.869998931884766,61.4900016784668,54.29999923706055,60.61000061035156,60.61000061035156,5696900,72,70.0,,0.7,50.4,5.170001983642578,0.09179691071833762
16,2017-02-16,9,0.02716279069767442,-0.17630465444287724,SHOP,61.18000030517578,62.470001220703125,59.560001373291016,60.970001220703125,60.970001220703125,2186600,70,70.0,,0.7,49.0,0.9799995422363281,0.015937542941709015
