,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,V_unscaled,V_monthly,isPartial,scale,V,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-07-20,2,0.06274698795180722,0.024591776509934826,V,78.75,79.75,78.75,79.36000061035156,76.41516876220703,7922100,96,89.0,,0.89,85.44,,
1,2016-07-22,15,0.08232530120481928,0.3120199692780339,V,79.9800033569336,80.08000183105469,78.33000183105469,79.91000366210938,76.94476318359375,12532400,89,89.0,,0.89,79.21000000000001,0.3300018310546875,0.004137953994416188
2,2016-10-21,1,0.06124096385542169,-0.2561100541489829,V,82.0199966430664,82.54000091552734,81.58000183105469,82.3499984741211,79.43183898925781,8043200,76,93.0,,0.93,70.68,2.4599990844726562,0.030719268584215698
3,2016-10-24,1,0.06124096385542169,0.0,V,83.2699966430664,83.58999633789062,82.70999908447266,83.16999816894531,80.22279357910156,16267000,80,93.0,,0.93,74.4,1.0499954223632812,0.012721049318110245
4,2016-10-25,1,0.06124096385542169,0.0,V,83.16999816894531,83.16999816894531,81.69999694824219,82.02999877929688,79.12316131591797,15085900,83,93.0,,0.93,77.19,-0.4199981689453125,-0.005024502779585993
5,2016-12-06,1,0.06124096385542169,0.0,V,77.94000244140625,77.97000122070312,76.70999908447266,77.11000061035156,74.53404235839844,13896600,91,88.0,,0.88,80.08,-5.1999969482421875,-0.06252250887007715
6,2016-12-07,4,0.06575903614457831,0.07377532952980514,V,77.2699966430664,79.48999786376953,77.25,79.30999755859375,76.6605453491211,13919800,99,88.0,,0.88,87.12,1.5199966430664062,0.01949463408066232
7,2016-12-29,2,0.06274698795180722,-0.045804323928179014,V,78.48999786376953,78.83999633789062,78.30000305175781,78.33000183105469,75.71328735351562,6241100,83,88.0,,0.88,73.04,-0.6500015258789062,-0.00817714861425567
8,2017-01-04,1,0.06124096385542169,-0.024001536098310128,V,79.44000244140625,80.26000213623047,79.36000061035156,80.1500015258789,77.4725112915039,8033100,85,87.0,,0.87,73.95,1.4200057983398438,0.018011236229058314
9,2017-02-22,7,0.07027710843373494,0.1475506590596105,V,87.61000061035156,88.1500015258789,87.51000213623047,87.80000305175781,85.02848052978516,8389900,94,87.0,,0.87,81.78,7.8899993896484375,0.09830549688070311
