,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,BBC_unscaled,BBC_monthly,isPartial,scale,BBC,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-31,1,0.005201680672268907,-0.4468275245755138,BBC,20.3799991607666,21.0,20.3799991607666,20.940000534057617,20.712940216064453,15500,88,81.0,,0.81,71.28,,
1,2016-06-17,6,0.026210084033613447,4.0387722132471735,BBC,19.100000381469727,19.242000579833984,18.39299964904785,18.39299964904785,18.19355773925781,7500,31,99.0,,0.99,30.69,-1.7579994201660156,-0.08371425810314359
2,2016-06-22,1,0.005201680672268907,-0.801538954793203,BBC,18.290000915527344,18.757999420166016,18.0,18.27199935913086,18.073869705200195,10700,31,99.0,,0.99,30.69,-0.48400115966796875,-0.02515336997625972
3,2016-06-24,1,0.005201680672268907,0.0,BBC,17.899999618530273,18.184999465942383,17.670000076293945,17.75,17.55752944946289,18400,100,99.0,,0.99,99.0,-0.5729999542236328,-0.030546965131453274
4,2016-06-27,3,0.013605042016806724,1.6155088852988695,BBC,17.6299991607666,17.68000030517578,16.753000259399414,16.829999923706055,16.647504806518555,10700,36,99.0,,0.99,35.64,-0.5049991607666016,-0.027770094891252817
5,2016-06-29,3,0.013605042016806724,0.0,BBC,17.799999237060547,18.690000534057617,17.67799949645996,18.11599922180176,17.919559478759766,8200,34,99.0,,0.99,33.66,1.010000228881836,0.05712670879231596
6,2016-07-11,1,0.005201680672268907,0.0,BBC,19.270000457763672,19.420000076293945,19.1200008392334,19.1200008392334,18.912675857543945,21800,60,97.0,,0.97,58.2,0.7299995422363281,0.03905829434868635
7,2016-07-12,2,0.009403361344537814,0.8077544426494343,BBC,19.21999931335449,19.649999618530277,19.21999931335449,19.40999984741211,19.19952964782715,8500,59,97.0,,0.97,57.23,0.22999954223633168,0.01184343673186139
8,2016-07-19,1,0.005201680672268907,-0.4468275245755138,BBC,18.59000015258789,18.68899917602539,18.388999938964844,18.40999984741211,18.210372924804688,5200,62,97.0,,0.97,60.14,-0.9610004425048864,-0.04890587588605588
9,2016-09-12,1,0.005201680672268907,0.0,BBC,20.07999992370605,20.826000213623047,20.04599952697754,20.809999465942383,20.584348678588867,5800,85,85.0,,0.85,72.25,2.1370010375976562,0.11434539738966021
10,2016-09-26,1,0.005201680672268907,0.0,BBC,22.92099952697754,23.049999237060547,22.850000381469727,22.88999938964844,22.641794204711918,2400,85,85.0,,0.85,72.25,2.2239990234375,0.10678954194875612
11,2016-10-19,2,0.009403361344537814,0.8077544426494343,BBC,19.6299991607666,19.6299991607666,19.43000030517578,19.45800018310547,19.24700927734375,7600,87,86.0,,0.86,74.82,-3.4200000762939453,-0.14837311017326005
12,2016-11-10,36,0.15226050420168066,15.192135835567473,BBC,20.729999542236328,21.049999237060547,20.420000076293945,20.8799991607666,20.653589248657227,32100,48,94.0,,0.94,45.12,1.4200000762939453,0.07233826474796912
13,2016-11-16,1,0.005201680672268907,-0.9658369667200176,BBC,22.1299991607666,22.315000534057617,21.433000564575195,21.433000564575195,21.200593948364254,10000,38,94.0,,0.94,35.72,1.2650012969970703,0.06009507566964256
14,2016-11-28,1,0.005201680672268907,0.0,BBC,21.43000030517578,21.43000030517578,20.649999618530277,20.700000762939453,20.475542068481445,30400,36,94.0,,0.94,33.84,-0.8850002288818359,-0.03965943122121507
15,2016-12-15,0,0.001,-0.8077544426494345,BBC,18.81999969482422,19.06999969482422,18.62700080871582,19.059999465942383,18.85332489013672,7200,74,85.0,,0.85,62.9,-2.3600006103515625,-0.11012601851347503
16,2016-12-29,1,0.005201680672268907,4.201680672268908,BBC,18.944000244140625,18.944000244140625,18.3700008392334,18.399999618530277,18.20048141479492,5800,82,85.0,,0.85,69.7,-0.12599945068359375,-0.0066072077975853905
17,2017-01-05,1,0.005201680672268907,0.0,BBC,19.790000915527344,19.799999237060547,19.43000030517578,19.6200008392334,19.40725326538086,2800,72,92.0,,0.92,66.24000000000001,0.8559989929199219,0.045185757067580434
18,2017-01-18,1,0.005201680672268907,0.0,BBC,19.257999420166016,19.479999542236328,19.257999420166016,19.479999542236328,19.268770217895508,1300,79,92.0,,0.92,72.68,-0.31999969482421875,-0.016161601371441514
19,2017-02-17,1,0.005201680672268907,0.0,BBC,21.40800094604492,21.750999450683597,21.3700008392334,21.69499969482422,21.459753036499023,7100,94,86.0,,0.86,80.84,2.270999908447269,0.11658110686929501
20,2017-02-24,1,0.005201680672268907,0.0,BBC,20.549999237060547,20.601999282836918,20.15999984741211,20.601999282836918,20.378602981567383,5000,86,86.0,,0.86,73.96,-1.1490001678466797,-0.05282516651484581
21,2017-03-22,1,0.005201680672268907,0.0,BBC,22.71999931335449,22.739999771118164,22.40399932861328,22.739999771118164,22.49342155456543,25200,90,95.0,,0.95,85.5,2.1380004882812464,0.10377635970807786
22,2017-03-23,1,0.005201680672268907,0.0,BBC,22.82999992370605,23.0,22.780000686645508,22.790000915527344,22.542879104614254,9900,73,95.0,,0.95,69.35,0.26000022888183594,0.011433607365821441
23,2017-03-31,1,0.005201680672268907,0.0,BBC,23.309999465942383,23.32999992370605,23.09499931335449,23.190000534057617,22.93854141235352,5900,58,95.0,,0.95,55.1,0.32999992370605113,0.014347822769828378
24,2017-04-05,1,0.005201680672268907,4.201680672268908,BBC,22.68000030517578,22.700000762939453,21.74099922180176,21.850000381469727,21.61307144165039,9700,65,90.0,,0.9,58.5,-0.629999160766598,-0.027003821809979733
25,2017-04-11,5,0.02200840336134454,3.231017770597739,BBC,21.799999237060547,21.804000854492188,21.36000061035156,21.63999938964844,21.40534782409668,5600,69,90.0,,0.9,62.1,-0.8959999084472656,-0.03947136027898712
26,2017-04-21,1,0.005201680672268907,-0.7636502481863308,BBC,22.15999984741211,22.15999984741211,21.670000076293945,21.700000762939453,21.464698791503903,8300,71,90.0,,0.9,63.9,0.3559989929199219,0.016327232570557237
27,2017-05-16,1,0.005201680672268907,0.0,BBC,22.5,22.5,22.141000747680664,22.399999618530277,22.15710830688477,3400,63,92.0,,0.92,57.96,0.3400001525878906,0.015342967280191466
28,2017-05-19,3,0.013605042016806724,1.6155088852988695,BBC,22.600000381469727,22.600000381469727,22.200000762939453,22.200000762939453,21.959278106689453,2700,60,92.0,,0.92,55.2,0.10000038146972656,0.004444461398654509
29,2017-05-22,1,0.005201680672268907,-0.6176652254478073,BBC,22.43000030517578,22.43000030517578,21.76000022888184,22.100000381469727,21.860361099243164,9700,68,92.0,,0.92,62.56,-0.1700000762939453,-0.007522127142676194
30,2017-06-02,1,0.005201680672268907,0.0,BBC,21.51000022888184,22.38999938964844,21.51000022888184,22.32999992370605,22.087867736816406,12300,63,95.0,,0.95,59.85,-0.0400009155273402,-0.00178336669563528
31,2017-06-14,0,0.001,-0.8077544426494345,BBC,22.200000762939453,22.694000244140625,22.200000762939453,22.40999984741211,22.16699981689453,6800,85,95.0,,0.95,80.75,0.30400085449218395,0.013577528485004375
32,2017-06-27,1,0.005201680672268907,4.201680672268908,BBC,25.15999984741211,25.229999542236328,24.1299991607666,24.1299991607666,23.86834716796875,11400,60,95.0,,0.95,57.0,2.535999298095703,0.11174756635293837
33,2017-06-29,1,0.005201680672268907,0.0,BBC,24.82999992370605,24.82999992370605,24.15999984741211,24.450000762939453,24.18487930297852,5900,57,95.0,,0.95,54.15,-0.399999618530277,-0.01585412706253353
34,2017-07-12,28,0.11864705882352941,21.809369951534734,BBC,25.09000015258789,25.09000015258789,24.75,24.895000457763672,24.62505340576172,7800,90,83.0,,0.83,74.7,0.2600002288818395,0.010471213438611793
35,2017-07-18,1,0.005201680672268907,0.0,BBC,24.850000381469727,25.040000915527344,24.850000381469727,25.016000747680664,24.744741439819336,7600,83,83.0,,0.83,68.89,-0.049999237060546875,-0.001992795406794312
36,2017-07-27,1,0.005201680672268907,0.0,BBC,25.0,25.13999938964844,24.07999992370605,24.18099975585937,23.91879653930664,19000,84,83.0,,0.83,69.72,0.0999984741210973,0.003993549139971853
37,2017-08-09,1,0.005201680672268907,0.0,BBC,24.809999465942383,24.833999633789062,24.34000015258789,24.34000015258789,24.076072692871094,6100,85,92.0,,0.92,78.2,-0.30599975585937855,-0.012171828293097597
38,2017-08-21,1,0.005201680672268907,0.0,BBC,23.3700008392334,23.708999633789062,23.3700008392334,23.63500022888184,23.37871742248535,7000,100,92.0,,0.92,92.0,-1.125,-0.045300797962053996
39,2017-09-05,1,0.005201680672268907,0.0,BBC,27.780000686645508,28.059999465942383,27.347000122070312,27.75,27.4490966796875,15900,87,81.0,,0.81,70.47,4.35099983215332,0.18351680371838452
40,2017-09-14,1,0.005201680672268907,0.0,BBC,27.899999618530277,27.899999618530277,27.520000457763672,27.790000915527344,27.48866271972656,8600,86,81.0,,0.81,69.66000000000001,-0.15999984741210582,-0.005702061669897951
41,2017-09-19,2,0.009403361344537814,0.8077544426494343,BBC,28.56999969482422,28.68000030517578,28.36000061035156,28.68000030517578,28.36901092529297,4500,93,81.0,,0.81,75.33,0.7800006866455043,0.027957014240511002
