,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,BBC_unscaled,BBC_monthly,isPartial,scale,BBC,Stock_Price_Change,Stock_Price_Change_Percent
42,2017-10-05,2,0.009403361344537814,0.0,BBC,30.040000915527344,30.1200008392334,29.68099975585937,29.90999984741211,29.585674285888672,40700,80,83.0,,0.83,66.39999999999999,1.4400005340576172,0.05020922310791409
43,2017-10-10,1,0.005201680672268907,-0.4468275245755138,BBC,29.770000457763672,29.8799991607666,29.489999771118164,29.8799991607666,29.555997848510746,6100,75,83.0,,0.83,62.25,-0.24000167846679688,-0.007968182994011697
44,2017-10-23,1,0.005201680672268907,0.0,BBC,27.950000762939453,28.229999542236328,27.63999938964844,27.700000762939453,27.399639129638672,25000,78,83.0,,0.83,64.74,-1.6499996185302734,-0.05522087231838935
45,2017-10-25,2,0.009403361344537814,0.8077544426494343,BBC,28.0,28.0,26.81999969482422,27.19700050354004,26.90209197998047,28600,77,83.0,,0.83,63.91,-0.22999954223632812,-0.008147344880123475
46,2017-10-26,2,0.009403361344537814,0.0,BBC,26.81999969482422,27.200000762939453,26.61100006103516,26.729999542236328,26.440155029296875,24700,76,83.0,,0.83,63.08,-0.7999992370605469,-0.028571401323590928
47,2017-11-13,1,0.005201680672268907,-0.4468275245755138,BBC,27.21999931335449,27.450000762939453,26.8799991607666,27.07999992370605,26.786361694335938,15700,96,80.0,,0.8,76.80000000000001,0.25,0.009191176212782759
48,2017-12-05,1,0.005201680672268907,-0.4468275245755138,BBC,27.5,27.768999099731445,27.5,27.53499984741211,27.236427307128903,3700,83,80.0,,0.8,66.4,0.3189983367919922,0.011621068412598135
49,2017-12-06,1,0.005201680672268907,0.0,BBC,27.18000030517578,27.18000030517578,26.4060001373291,26.84000015258789,26.54896354675293,10900,82,80.0,,0.8,65.60000000000001,-0.5889987945556641,-0.021210659859950076
50,2017-12-19,1,0.005201680672268907,0.0,BBC,27.200000762939453,27.8799991607666,27.200000762939453,27.38999938964844,27.092998504638672,10700,83,80.0,,0.8,66.4,0.6999988555908203,0.025754188658251076
51,2017-12-21,3,0.013605042016806724,1.6155088852988695,BBC,27.739999771118164,27.809999465942383,27.459999084472656,27.6200008392334,27.6200008392334,10700,85,80.0,,0.8,68.0,-0.06999969482421875,-0.002510749531252632
52,2017-12-22,1,0.005201680672268907,-0.6176652254478073,BBC,27.700000762939453,28.420000076293945,27.700000762939453,28.38999938964844,28.38999938964844,32700,82,80.0,,0.8,65.60000000000001,0.6100006103515625,0.021934578283563155
53,2018-01-05,2,0.009403361344537814,0.8077544426494343,BBC,30.190000534057617,30.190000534057617,29.25300025939941,29.31999969482422,29.31999969482422,23100,92,83.0,,0.83,76.36,1.7700004577636719,0.06228010038747622
54,2018-01-17,1,0.005201680672268907,-0.4468275245755138,BBC,30.440000534057617,30.729999542236328,30.209999084472656,30.600000381469727,30.600000381469727,31000,92,83.0,,0.83,76.36,0.5399990081787109,0.017886684287055088
55,2018-02-02,1,0.005201680672268907,0.0,BBC,32.0,32.41400146484375,31.540000915527344,31.90999984741211,31.90999984741211,30400,86,78.0,,0.78,67.08,1.6840019226074219,0.054799933214866314
56,2018-02-05,1,0.005201680672268907,0.0,BBC,31.290000915527344,32.29999923706055,30.700000762939453,30.94499969482422,30.94499969482422,24700,83,78.0,,0.78,64.74000000000001,-0.11400222778320312,-0.0035170673977679145
57,2018-02-09,1,0.005201680672268907,0.0,BBC,30.76000022888184,31.308000564575195,29.15999984741211,31.03700065612793,31.03700065612793,44900,85,78.0,,0.78,66.3,-0.9919986724853516,-0.030712033929311877
58,2018-02-13,1,0.005201680672268907,0.0,BBC,31.5,31.8700008392334,31.0,31.8700008392334,31.8700008392334,6100,90,78.0,,0.78,70.2,0.5620002746582031,0.017950691980442413
59,2018-02-15,1,0.005201680672268907,0.0,BBC,33.16999816894531,33.189998626708984,32.560001373291016,33.16999816894531,33.16999816894531,24000,95,78.0,,0.78,74.10000000000001,1.319997787475586,0.041418191174021235
60,2018-02-26,1,0.005201680672268907,0.0,BBC,34.029998779296875,34.349998474121094,33.75,34.279998779296875,34.279998779296875,214700,88,78.0,,0.78,68.64,1.1599998474121094,0.034950283079512534
61,2018-03-02,1,0.005201680672268907,0.0,BBC,32.939998626708984,34.12699890136719,32.1510009765625,34.12699890136719,34.12699890136719,22200,88,77.0,,0.77,67.76,-0.22299957275390625,-0.00649198202794421
62,2018-03-06,1,0.005201680672268907,-0.4468275245755138,BBC,35.029998779296875,35.029998779296875,34.040000915527344,34.5,34.5,51800,92,77.0,,0.77,70.84,0.9029998779296875,0.026459984967899253
63,2018-03-09,3,0.013605042016806724,1.6155088852988695,BBC,35.5099983215332,35.7400016784668,34.90900039672852,35.630001068115234,35.630001068115234,65600,87,77.0,,0.77,66.99,0.7100028991699219,0.020268424890426795
64,2018-03-13,1,0.005201680672268907,-0.6176652254478073,BBC,36.11000061035156,36.25,35.220001220703125,35.32600021362305,35.32600021362305,39600,100,77.0,,0.77,77.0,0.5099983215332031,0.014269678164018584
65,2018-03-14,1,0.005201680672268907,0.0,BBC,35.5,35.5,34.779998779296875,35.06399917602539,35.06399917602539,22700,98,77.0,,0.77,75.46000000000001,-0.75,-0.020689655172413834
66,2018-03-15,1,0.005201680672268907,0.0,BBC,35.439998626708984,35.439998626708984,34.1619987487793,34.29999923706055,34.29999923706055,14500,90,77.0,,0.77,69.3,-0.060001373291015625,-0.001690179529324376
67,2018-03-20,2,0.009403361344537814,0.8077544426494343,BBC,33.95000076293945,34.30699920654297,33.80799865722656,34.27000045776367,34.27000045776367,15900,96,77.0,,0.77,73.92,-1.1329994201660156,-0.031969510837174364
68,2018-03-22,1,0.005201680672268907,-0.4468275245755138,BBC,34.599998474121094,34.95000076293945,33.86000061035156,33.9010009765625,33.9010009765625,13500,92,77.0,,0.77,70.84,0.6430015563964844,0.018742576479083395
69,2018-03-28,1,0.005201680672268907,0.0,BBC,32.209999084472656,32.209999084472656,31.06999969482422,31.780000686645508,31.780000686645508,23800,96,77.0,,0.77,73.92,-2.740001678466797,-0.07839775732915755
70,2018-03-29,1,0.005201680672268907,0.0,BBC,31.649999618530277,32.790000915527344,31.600000381469727,32.790000915527344,32.790000915527344,18100,92,77.0,,0.77,70.84,0.5800018310546875,0.01800688753618407
71,2018-04-04,2,0.009403361344537814,0.8077544426494343,BBC,30.040000915527344,31.6200008392334,29.96999931335449,31.56999969482422,31.56999969482422,14900,72,82.0,,0.82,59.04,-1.1700000762939453,-0.035681611577507044
72,2018-04-05,1,0.005201680672268907,-0.4468275245755138,BBC,31.729999542236328,31.900999069213867,30.46999931335449,30.559999465942383,30.559999465942383,31400,69,82.0,,0.82,56.58,0.28099822998046875,0.008886724304947302
73,2018-04-09,1,0.005201680672268907,0.0,BBC,29.959999084472656,30.989999771118164,29.959999084472656,30.434999465942383,30.434999465942383,17400,78,82.0,,0.82,63.96,-0.9109992980957031,-0.02855707735419688
74,2018-04-10,1,0.005201680672268907,0.0,BBC,31.280000686645508,31.790000915527344,30.8129997253418,31.790000915527344,31.790000915527344,50700,75,82.0,,0.82,61.49999999999999,0.8000011444091797,0.025814816079952285
75,2018-04-20,1,0.005201680672268907,0.0,BBC,32.2599983215332,32.2599983215332,31.59000015258789,31.8799991607666,31.8799991607666,19000,71,82.0,,0.82,58.22,0.4699974060058594,0.014784441411459515
76,2018-04-26,1,0.005201680672268907,0.0,BBC,31.25200080871582,31.450000762939453,31.25200080871582,31.36199951171875,31.36199951171875,2900,69,82.0,,0.82,56.58,-0.80999755859375,-0.025108419117712222
77,2018-05-17,1,0.005201680672268907,-0.9913570421256929,BBC,33.36000061035156,33.625999450683594,33.332000732421875,33.52399826049805,33.52399826049805,10700,64,80.0,,0.8,51.2,2.1759986877441406,0.06918914578559665
78,2018-05-22,1,0.005201680672268907,0.0,BBC,33.5,33.650001525878906,33.255001068115234,33.34299850463867,33.34299850463867,7600,63,80.0,,0.8,50.400000000000006,0.0240020751953125,0.0007137951462383718
79,2018-05-23,1,0.005201680672268907,0.0,BBC,33.5,34.00899887084961,33.5,33.68000030517578,33.68000030517578,13400,66,80.0,,0.8,52.8,0.3589973449707031,0.010668568460379113
80,2018-05-24,1,0.005201680672268907,0.0,BBC,33.849998474121094,33.91400146484375,33.650001525878906,33.80500030517578,33.80500030517578,14800,65,80.0,,0.8,52.0,-0.09499740600585938,-0.002793302042398138
81,2018-05-25,1,0.005201680672268907,0.0,BBC,33.801998138427734,34.14699935913086,33.65999984741211,33.91999816894531,33.91999816894531,10700,62,80.0,,0.8,49.6,0.23299789428710938,0.006870256655754359
82,2018-06-15,1,0.005201680672268907,0.0,BBC,34.869998931884766,35.2400016784668,34.869998931884766,35.099998474121094,35.099998474121094,8200,93,83.0,,0.83,77.19,1.0930023193359375,0.032008736927090276
83,2018-06-21,1,0.005201680672268907,0.0,BBC,35.46799850463867,35.46799850463867,34.439998626708984,34.439998626708984,34.439998626708984,27900,91,83.0,,0.83,75.53,0.227996826171875,0.0064698301734529284
84,2018-07-03,1,0.005201680672268907,0.0,BBC,33.09000015258789,33.82600021362305,33.09000015258789,33.7140007019043,33.7140007019043,8100,92,86.0,,0.86,79.12,-1.641998291015625,-0.046295205826200725
85,2018-07-09,2,0.009403361344537814,0.8077544426494343,BBC,34.91999816894531,35.2599983215332,34.446998596191406,34.790000915527344,34.790000915527344,31900,97,86.0,,0.86,83.42,1.4339981079101562,0.042393368972209355
86,2018-07-10,2,0.009403361344537814,0.0,BBC,34.779998779296875,34.90900039672852,34.22999954223633,34.52000045776367,34.52000045776367,7900,98,86.0,,0.86,84.28,-0.3509979248046804,-0.009954564421811862
87,2018-07-11,1,0.005201680672268907,-0.4468275245755138,BBC,34.14899826049805,34.42399978637695,34.13399887084961,34.31999969482422,34.31999969482422,4100,93,86.0,,0.86,79.98,-0.4850006103515696,-0.013893282673227758
88,2018-07-13,1,0.005201680672268907,0.0,BBC,34.45000076293945,34.54999923706055,34.30500030517578,34.47999954223633,34.47999954223633,7000,92,86.0,,0.86,79.12,0.12599945068359375,0.003660221109269779
89,2018-08-01,1,0.005201680672268907,0.0,BBC,32.709999084472656,33.03499984741211,32.685001373291016,32.70000076293945,32.70000076293945,3300,90,81.0,False,0.81,72.9,-1.5149993896484375,-0.04384947679024409
90,2018-08-02,2,0.009403361344537814,0.8077544426494343,BBC,32.57400131225586,32.83000183105469,32.439998626708984,32.779998779296875,32.779998779296875,25300,94,81.0,,0.81,76.14,-0.20499801635742188,-0.0062054795612018765
91,2018-08-08,1,0.005201680672268907,-0.4468275245755138,BBC,32.599998474121094,32.78300094604492,32.25,32.709999084472656,32.709999084472656,5900,90,81.0,,0.81,72.9,-0.047000885009765625,-0.0014316443005892854
92,2018-08-13,1,0.005201680672268907,0.0,BBC,32.869998931884766,32.869998931884766,32.41999816894531,32.58000183105469,32.58000183105469,8300,90,81.0,,0.81,72.9,0.08699798583984375,0.002653752961268685
93,2018-08-16,3,0.013605042016806724,1.6155088852988695,BBC,32.119998931884766,32.470001220703125,32.119998931884766,32.43000030517578,32.43000030517578,4100,92,81.0,,0.81,74.52000000000001,-0.3999977111816406,-0.012169081964698014
94,2018-08-21,1,0.005201680672268907,-0.6176652254478073,BBC,31.76000022888184,32.880001068115234,31.76000022888184,32.880001068115234,32.880001068115234,36200,89,81.0,,0.81,72.09,0.4099998474121094,0.012627035170873047
95,2018-08-30,1,0.005201680672268907,0.0,BBC,35.220001220703125,35.46699905395508,35.119998931884766,35.310001373291016,35.310001373291016,8100,85,81.0,,0.81,68.85000000000001,2.5869979858398438,0.07867998484794869
96,2018-09-04,1,0.005201680672268907,-0.4468275245755138,BBC,35.810001373291016,35.810001373291016,35.32699966430664,35.66999816894531,35.66999816894531,36300,89,81.0,,0.81,72.09,0.3430023193359375,0.009671027391241482
97,2018-09-05,1,0.005201680672268907,0.0,BBC,35.47200012207031,35.47200012207031,35.0099983215332,35.25,35.25,2400,90,81.0,,0.81,72.9,-0.3380012512207031,-0.0094387388511189
98,2018-09-06,1,0.005201680672268907,0.0,BBC,35.33000183105469,35.33000183105469,34.23699951171875,34.23699951171875,34.23699951171875,3700,89,81.0,,0.81,72.09,-0.141998291015625,-0.004003109227756041
99,2018-09-07,1,0.005201680672268907,0.0,BBC,34.0,34.22999954223633,33.84000015258789,33.95000076293945,33.95000076293945,11300,88,81.0,,0.81,71.28,-1.1000022888183594,-0.031135075907396947
100,2018-09-12,1,0.005201680672268907,0.0,BBC,34.04999923706055,34.220001220703125,33.76300048828125,34.06999969482422,34.06999969482422,3900,87,81.0,,0.81,70.47,-0.009998321533203125,-0.0002920923653786378
101,2018-09-17,1,0.005201680672268907,0.0,BBC,33.529998779296875,33.900001525878906,33.06399917602539,33.06999969482422,33.06999969482422,14000,94,81.0,,0.81,76.14,-0.31999969482421875,-0.00935124732346937
102,2018-09-18,2,0.009403361344537814,0.8077544426494343,BBC,33.31999969482422,34.15999984741211,33.31999969482422,34.029998779296875,34.029998779296875,4000,91,81.0,,0.81,73.71000000000001,0.2599983215332031,0.007669566661662852
103,2018-09-25,1,0.005201680672268907,0.0,BBC,35.22999954223633,35.540000915527344,35.08000183105469,35.08000183105469,35.08000183105469,21600,94,81.0,,0.81,76.14,1.3800010681152344,0.0403981579121635
104,2018-09-26,1,0.005201680672268907,0.0,BBC,35.17900085449219,35.17900085449219,34.869998931884766,34.869998931884766,34.869998931884766,1700,89,81.0,,0.81,72.09,-0.36100006103515625,-0.01015757039211096
105,2018-09-27,1,0.005201680672268907,0.0,BBC,34.72999954223633,34.72999954223633,34.45000076293945,34.63100051879883,34.63100051879883,4800,91,81.0,,0.81,73.71000000000001,-0.4490013122558594,-0.012763333276946232
106,2018-10-02,2,0.009403361344537814,0.8077544426494343,BBC,33.86000061035156,33.86000061035156,32.91999816894531,33.099998474121094,33.099998474121094,7700,85,83.0,,0.83,70.55,-0.8699989318847656,-0.025050358288278396
107,2018-10-03,1,0.005201680672268907,-0.4468275245755138,BBC,33.47999954223633,33.84000015258789,32.83599853515625,33.66999816894531,33.66999816894531,9100,85,83.0,,0.83,70.55,-0.020000457763671875,-0.0005906809628809517
108,2018-10-05,1,0.005201680672268907,0.0,BBC,32.22999954223633,32.38399887084961,31.15999984741211,31.75,31.75,20400,86,83.0,,0.83,71.38,-1.4560012817382812,-0.043026042410550525
109,2018-10-10,1,0.005201680672268907,0.0,BBC,30.32999992370605,30.450000762939453,29.15999984741211,29.209999084472656,29.209999084472656,44100,82,83.0,,0.83,68.06,-1.9339981079101562,-0.0597207934580013
110,2018-10-11,3,0.013605042016806724,1.6155088852988695,BBC,29.209999084472656,29.6200008392334,28.959999084472656,29.030000686645508,29.030000686645508,12700,88,83.0,,0.83,73.03999999999999,-0.8299999237060547,-0.027257796483087238
111,2018-10-12,2,0.009403361344537814,-0.30883261272390383,BBC,29.6200008392334,29.725000381469727,29.179000854492188,29.559999465942383,29.559999465942383,3900,86,83.0,,0.83,71.38,0.10499954223632812,0.003544886538195069
112,2018-10-15,2,0.009403361344537814,0.0,BBC,29.299999237060547,29.381000518798828,28.56999969482422,29.18000030517578,29.18000030517578,7100,92,83.0,,0.83,76.36,-0.34399986267089844,-0.011572745441757681
113,2018-10-18,1,0.005201680672268907,-0.4468275245755138,BBC,30.600000381469727,30.600000381469727,29.82900047302246,30.09000015258789,30.09000015258789,10500,78,83.0,,0.83,64.74,1.2189998626708984,0.04148939250353112
114,2018-10-19,2,0.009403361344537814,0.8077544426494343,BBC,30.06999969482422,30.24799919128418,29.18099975585937,29.18099975585937,29.18099975585937,2700,82,83.0,,0.83,68.06,-0.3520011901855469,-0.011503306725404672
115,2018-10-22,1,0.005201680672268907,-0.4468275245755138,BBC,29.18000030517578,29.18000030517578,28.0,28.34499931335449,28.34499931335449,29200,87,83.0,,0.83,72.21,-1.0679988861083984,-0.03530808366379945
116,2018-10-25,1,0.005201680672268907,0.0,BBC,26.690000534057617,27.6299991607666,26.434999465942383,27.459999084472656,27.459999084472656,31900,91,83.0,,0.83,75.53,-1.5500011444091797,-0.053118613029426553
117,2018-10-29,1,0.005201680672268907,-0.4468275245755138,BBC,27.520000457763672,27.520000457763672,25.530000686645508,25.940000534057617,25.940000534057617,9300,92,83.0,,0.83,76.36,-0.10999870300292969,-0.003981133056244257
118,2018-11-05,1,0.005201680672268907,0.0,BBC,28.96999931335449,28.96999931335449,28.395000457763672,28.399999618530277,28.399999618530277,1300,93,79.0,,0.79,73.47,1.4499988555908168,0.05268891102731632
119,2018-11-20,2,0.009403361344537814,0.8077544426494343,BBC,25.3799991607666,26.31599998474121,25.1200008392334,26.042999267578125,26.042999267578125,31200,97,79.0,,0.79,76.63000000000001,-2.6539993286132777,-0.09161199142279053
120,2018-11-21,1,0.005201680672268907,-0.4468275245755138,BBC,26.270000457763672,26.6299991607666,26.256000518798828,26.6299991607666,26.6299991607666,3500,87,79.0,,0.79,68.73,0.3139991760253906,0.011931873240897506
121,2018-11-26,1,0.005201680672268907,0.0,BBC,27.34000015258789,27.434999465942383,26.88999938964844,27.149999618530277,27.149999618530277,4700,93,79.0,,0.79,73.47,0.8050003051757812,0.030229077376831892
122,2018-11-28,1,0.005201680672268907,0.0,BBC,26.38999938964844,27.209999084472656,26.31999969482422,27.209999084472656,27.209999084472656,2500,91,79.0,,0.79,71.89,-0.22500038146972656,-0.00820121690722253
123,2018-11-29,2,0.009403361344537814,0.8077544426494343,BBC,27.51000022888184,27.5310001373291,26.979999542236328,27.1200008392334,27.1200008392334,6300,90,79.0,,0.79,71.10000000000001,0.3210010528564453,0.011797172497503894
124,2018-12-03,1,0.005201680672268907,-0.4468275245755138,BBC,28.459999084472656,28.459999084472656,27.84000015258789,28.100000381469727,28.100000381469727,6000,86,79.0,,0.79,67.94,0.9289989471435547,0.03374374132830482
125,2018-12-07,1,0.005201680672268907,0.0,BBC,26.549999237060547,27.065000534057617,26.290000915527344,26.420000076293945,26.420000076293945,5000,79,79.0,,0.79,62.41,-1.394998550415039,-0.049016113678518325
126,2018-12-12,2,0.009403361344537814,0.8077544426494343,BBC,26.57999992370605,27.13999938964844,26.57999992370605,26.899999618530277,26.899999618530277,4700,94,79.0,,0.79,74.26,0.07499885559082387,0.0027710642568230526
127,2018-12-14,1,0.005201680672268907,-0.4468275245755138,BBC,25.530000686645508,25.93000030517578,25.350000381469727,25.378999710083008,25.378999710083008,6600,83,79.0,,0.79,65.57000000000001,-1.2099990844726598,-0.0445836076523336
128,2018-12-24,2,0.009403361344537814,0.8077544426494343,BBC,20.21999931335449,21.440000534057617,20.21999931335449,21.225000381469727,21.225000381469727,27700,92,79.0,,0.79,72.68,-4.489999771118164,-0.17315849279885787
