,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,DAL_unscaled,DAL_monthly,isPartial,scale,DAL,Stock_Price_Change,Stock_Price_Change_Percent
126,2018-10-10,2,0.0512092050209205,0.0,DAL,50.72999954223633,50.83000183105469,49.68000030517578,49.709999084472656,47.76334381103516,13082900,83,30.0,,0.3,24.9,-2.0999984741210938,-0.03967501345197888
127,2018-10-11,2,0.0512092050209205,0.0,DAL,51.5,52.59999847412109,50.66999816894531,51.47999954223633,49.46403121948242,15887500,100,30.0,,0.3,30.0,1.7699966430663991,0.03482188824130672
128,2018-10-12,4,0.05539330543933055,0.08170602173380193,DAL,52.560001373291016,52.709999084472656,51.36000061035156,52.04999923706055,50.01171875,9677300,66,30.0,,0.3,19.8,0.1100006103515696,0.0020912664171595097
129,2018-10-16,3,0.05330125523012552,-0.03776720296094882,DAL,52.060001373291016,53.220001220703125,52.02000045776367,53.11000061035156,51.03020477294922,6684000,84,30.0,,0.3,25.2,0.5100021362304688,0.009675624076812106
130,2018-10-17,2,0.0512092050209205,-0.0392495486301907,DAL,54.93000030517578,55.27999877929688,53.70000076293945,54.29999923706055,52.17360305786133,9184200,71,30.0,,0.3,21.3,2.059997558593757,0.038707206150765616
131,2018-11-07,1,0.04911715481171548,-0.04085301086690085,DAL,55.810001373291016,57.25,55.63999938964844,56.790000915527344,54.908973693847656,7204600,79,28.0,,0.28,22.12,1.970001220703118,0.03563678119039526
132,2018-11-14,1,0.04911715481171548,0.0,DAL,56.93000030517578,57.560001373291016,56.209999084472656,56.43000030517578,54.56089401245117,5543300,79,28.0,,0.28,22.12,0.3100013732910156,0.00541487114918815
133,2018-11-21,2,0.0512092050209205,0.042593065848879785,DAL,55.810001373291016,57.31999969482422,55.66999816894531,55.970001220703125,54.11613082885742,6509100,78,28.0,,0.28,21.840000000000003,-0.24000167846679688,-0.004169591256788285
134,2018-12-20,2,0.0512092050209205,0.0,DAL,51.52999877929688,52.060001373291016,50.02000045776367,50.90999984741211,49.22372817993164,8428800,94,28.0,,0.28,26.320000000000004,-5.259998321533203,-0.0917654980728857
135,2019-01-02,1,0.04911715481171548,-0.04085301086690085,DAL,49.25,50.15999984741211,48.880001068115234,50.09000015258789,48.43088912963867,5270700,76,32.0,,0.32,24.32,-1.9000015258789062,-0.036496378712231214
136,2019-01-03,10,0.06794560669456066,0.38333759263991807,DAL,48.5099983215332,48.93999862670898,45.08000183105469,45.61000061035156,44.09928131103516,18694100,71,32.0,,0.32,22.72,-1.220001220703132,-0.024322193469186737
137,2019-01-10,1,0.04911715481171548,-0.27711065952336955,DAL,46.68000030517578,48.90999984741211,45.81999969482422,48.72999954223633,47.11594009399414,11880200,100,32.0,,0.32,32.0,-0.029998779296867895,-0.0006129705790489659
138,2019-01-14,2,0.0512092050209205,0.042593065848879785,DAL,47.56999969482422,47.900001525878906,46.400001525878906,47.75,46.168399810791016,10095100,95,32.0,,0.32,30.4,-1.0099983215332031,-0.020650139535558498
139,2019-01-15,7,0.061669456066945606,0.20426505433450437,DAL,47.970001220703125,49.290000915527344,46.84999847412109,47.83000183105469,46.24574661254883,11569500,92,32.0,,0.32,29.44,1.3899993896484375,0.029018775477438474
140,2019-01-16,10,0.06794560669456066,0.10177081213108075,DAL,48.88999938964844,49.18000030517578,47.40999984741211,47.5,45.92667770385742,9823000,75,32.0,,0.32,24.0,-0.1100006103515625,-0.002231702339386854
141,2019-01-17,2,0.0512092050209205,-0.24632058624299524,DAL,47.43999862670898,48.56999969482422,47.31999969482422,48.220001220703125,46.622833251953125,7312700,79,32.0,,0.32,25.28,-0.6100006103515625,-0.012403428356371204
142,2019-01-18,2,0.0512092050209205,0.0,DAL,48.63999938964844,48.70000076293945,47.93999862670898,48.11000061035156,46.51647567749024,7850200,80,32.0,,0.32,25.6,0.13000106811523438,0.002676571318345866
143,2019-01-22,1,0.04911715481171548,-0.04085301086690085,DAL,48.04999923706055,48.04999923706055,46.84000015258789,47.09999847412109,45.53992462158203,8144400,83,32.0,,0.32,26.56,-0.6500015258789062,-0.013347053710388357
144,2019-01-23,4,0.05539330543933055,0.12777919754663936,DAL,47.290000915527344,47.79999923706055,46.93999862670898,47.29999923706055,45.73330307006836,8099900,76,32.0,,0.32,24.32,-0.25,-0.005202913714245749
145,2019-01-24,30,0.1097866108786611,0.9819472769846664,DAL,48.2599983215332,48.54999923706055,47.16999816894531,47.52000045776367,45.94601440429688,9057200,84,32.0,,0.32,26.88,0.75,0.01569037681947294
146,2019-01-29,28,0.10560251046025104,-0.0381112085064218,DAL,48.40999984741211,48.4900016784668,47.869998931884766,48.220001220703125,46.622833251953125,7476500,82,32.0,,0.32,26.24,-0.05999755859375,-0.0012357890738740052
147,2019-01-30,1,0.04911715481171548,-0.5348864852014739,DAL,48.380001068115234,50.45000076293945,48.36000061035156,50.27000045776367,48.60492706298828,13005200,78,32.0,,0.32,24.96,1.9599990844726562,0.04042068502016649
148,2019-02-01,1,0.04911715481171548,0.0,DAL,49.630001068115234,50.4900016784668,49.56999969482422,49.91999816894531,48.26652145385742,6172900,90,30.0,False,0.3,27.0,0.04000091552734375,0.0007928823572334043
149,2019-02-12,2,0.0512092050209205,0.042593065848879785,DAL,50.86000061035156,51.06999969482422,49.880001068115234,49.88999938964844,48.23751449584961,8301700,82,30.0,,0.3,24.6,0.5799980163574219,0.011487383582416966
150,2019-02-26,1,0.04911715481171548,-0.04085301086690085,DAL,51.400001525878906,51.959999084472656,51.08000183105469,51.119998931884766,49.42677688598633,6826800,89,30.0,,0.3,26.7,0.8899993896484375,0.01742704904967196
151,2019-02-27,3,0.05330125523012552,0.08518613169775957,DAL,50.970001220703125,51.02999877929688,49.95000076293945,50.43000030517578,48.7596321105957,9041600,71,30.0,,0.3,21.3,-0.9300003051757741,-0.01789838956047418
152,2019-02-28,1,0.04911715481171548,-0.0784990972603814,DAL,50.09000015258789,50.16999816894531,49.540000915527344,49.58000183105469,48.27281188964844,9483800,99,30.0,,0.3,29.7,-0.8600006103515696,-0.01685284403143028
153,2019-03-01,4,0.05539330543933055,0.12777919754663936,DAL,49.369998931884766,49.72999954223633,48.220001220703125,48.959999084472656,47.66915512084961,11393900,83,29.0,False,0.29,24.07,-0.4399986267089844,-0.008770154330628221
154,2019-03-07,2,0.0512092050209205,-0.07553440592189753,DAL,49.5099983215332,49.79999923706055,48.7599983215332,49.59000015258789,48.28255081176758,8183600,88,29.0,,0.29,25.52,0.06999969482421875,0.0014075949219498618
155,2019-03-11,10,0.06794560669456066,0.32682408693520704,DAL,49.79999923706055,51.290000915527344,49.77000045776367,51.119998931884766,49.77221298217773,8868100,86,29.0,,0.29,24.94,1.4900016784667969,0.02991971287738404
156,2019-03-12,2,0.0512092050209205,-0.24632058624299524,DAL,51.18999862670898,51.31999969482422,50.02000045776367,50.66999816894531,49.33407211303711,8073900,83,29.0,,0.29,24.07,0.029998779296875,0.0005848855285903731
157,2019-03-13,16,0.0804979079497908,0.5719421521366124,DAL,50.97999954223633,51.09000015258789,50.08000183105469,51.02000045776367,49.67484664916992,10536300,85,29.0,,0.29,24.65,-0.22999954223632812,-0.004481674661029333
158,2019-03-14,1,0.04911715481171548,-0.389833151411196,DAL,51.380001068115234,52.08000183105469,50.84000015258789,50.93999862670898,49.596954345703125,8048800,82,29.0,,0.29,23.78,0.9900016784667969,0.01937760179115311
159,2019-03-20,3,0.05330125523012552,0.08518613169775957,DAL,50.88999938964844,50.88999938964844,49.77000045776367,49.869998931884766,48.55516815185547,7753000,90,29.0,,0.29,26.1,-1.19000244140625,-0.022849508440237143
160,2019-03-21,2,0.0512092050209205,-0.0392495486301907,DAL,49.709999084472656,50.61000061035156,49.70000076293945,50.29999923706055,48.97383117675781,5128700,78,29.0,,0.29,22.62,-0.279998779296875,-0.005502039352624388
161,2019-03-27,1,0.04911715481171548,-0.22967386311437754,DAL,49.04999923706055,50.52999877929688,48.97999954223633,49.970001220703125,48.652530670166016,7907200,86,29.0,,0.29,24.94,-0.0800018310546804,-0.0015807514342989215
162,2019-03-28,3,0.05330125523012552,0.08518613169775957,DAL,50.11000061035156,50.650001525878906,49.900001525878906,50.31999969482422,48.99330139160156,6600100,78,29.0,,0.29,22.62,0.12000274658202414,0.0023748812483881387
163,2019-03-29,5,0.05748535564853557,0.07849909726038162,DAL,50.72999954223633,51.75,50.380001068115234,51.650001525878906,50.28824234008789,9162100,73,29.0,,0.29,21.17,1.0999984741210938,0.021717639506073194
164,2019-04-01,8,0.06376150627615063,0.1091782516922628,DAL,51.81999969482422,52.33000183105469,51.52000045776367,52.18000030517578,50.80426406860352,8501400,75,29.0,False,0.29,21.75,0.5800018310546875,0.011207764851298263
165,2019-04-02,2,0.0512092050209205,-0.19686331124089507,DAL,54.52999877929688,55.93999862670898,53.91999816894531,55.33000183105469,53.8712158203125,15920700,93,29.0,,0.29,26.97,3.6099967956542898,0.06898522203972046
166,2019-04-03,1,0.04911715481171548,-0.04085301086690085,DAL,55.959999084472656,57.56999969482422,55.810001373291016,57.0,55.49718475341797,13277600,88,29.0,,0.29,25.52,1.6300010681152415,0.029138382340556213
167,2019-04-04,14,0.07631380753138076,0.5537098560354374,DAL,57.459999084472656,57.66999816894531,56.369998931884766,57.220001220703125,55.71138381958008,8998000,86,29.0,,0.29,24.94,0.09999847412109375,0.0017369893112937351
168,2019-04-05,2,0.0512092050209205,-0.32896540380503325,DAL,57.43999862670898,58.20000076293945,57.33000183105469,57.72999954223633,56.20793533325195,6918300,72,29.0,,0.29,20.88,0.5300025939941406,0.009190265490237826
169,2019-04-08,91,0.23740167364016737,3.635917967154179,DAL,57.5,57.900001525878906,56.90999984741211,57.709999084472656,56.1884651184082,7921600,81,29.0,,0.29,23.49,-0.2999992370605469,-0.00515462599876082
170,2019-04-09,4,0.05539330543933055,-0.7666684291228256,DAL,57.20000076293945,57.43999862670898,56.77999877929688,56.95000076293945,55.4484977722168,9581600,86,29.0,,0.29,24.94,-0.460002899169929,-0.007944782159709063
171,2019-04-10,3,0.05330125523012552,-0.03776720296094882,DAL,58.970001220703125,58.970001220703125,56.77000045776367,57.86000061035156,56.334503173828125,14398200,100,29.0,,0.29,29.0,1.5300025939941477,0.026636536047595083
172,2019-04-11,53,0.15790376569037656,1.9624774315095377,DAL,57.95000076293945,58.84000015258789,57.81999969482422,58.38999938964844,56.85053253173828,8452400,83,29.0,,0.29,24.07,-0.13000106811523438,-0.0022045288354105574
173,2019-04-12,52,0.15581171548117154,-0.013248893717374588,DAL,58.83000183105469,58.84000015258789,57.54999923706055,58.04999923706055,56.51949691772461,7693900,90,29.0,,0.29,26.1,0.0,0.0
174,2019-04-15,31,0.11187866108786611,0.4269171247131651,DAL,58.0,58.4900016784668,57.369998931884766,57.45000076293945,55.93531799316406,5327000,78,29.0,,0.29,22.62,-0.34999847412109375,-0.005948308518243572
175,2019-04-16,3,0.05330125523012552,-0.5235797898201129,DAL,57.65999984741211,58.119998931884766,57.650001525878906,58.11000061035156,56.57792282104492,3970200,76,29.0,,0.29,22.04,-0.37000274658203125,-0.006325914446301817
176,2019-04-17,9,0.06585355648535565,0.23549729178114465,DAL,58.84999847412109,58.9900016784668,58.09000015258789,58.43000030517578,56.88948059082031,4987600,83,29.0,,0.29,24.07,0.8700027465820312,0.014969077126131047
177,2019-04-18,2,0.0512092050209205,-0.22237753351547118,DAL,58.5,58.58000183105469,58.02000045776367,58.16999816894531,56.636329650878906,4108100,68,29.0,,0.29,19.72,-0.4099998474121094,-0.0069503277800681
178,2019-04-22,2,0.0512092050209205,0.0,DAL,57.790000915527344,57.970001220703125,57.27999877929688,57.75,56.22740936279297,4043900,73,29.0,,0.29,21.17,-0.6100006103515625,-0.01041312037017017
179,2019-04-23,4,0.05539330543933055,0.08170602173380193,DAL,57.65999984741211,58.40999984741211,57.65999984741211,58.2400016784668,56.70449066162109,4593000,58,29.0,,0.29,16.82,0.4399986267089844,0.007590108977811205
180,2019-04-25,3,0.05330125523012552,-0.03776720296094882,DAL,57.84000015258789,58.47999954223633,56.380001068115234,56.709999084472656,55.21482467651367,5557400,69,29.0,,0.29,20.01,0.06999969482421875,0.0011984197056511547
181,2019-05-03,3,0.05330125523012552,0.0,DAL,57.72999954223633,58.13999938964844,57.52000045776367,57.79999923706055,56.61603927612305,4673000,76,28.0,,0.28,21.28,-0.3400001525878906,-0.005813956143114085
182,2019-05-10,24,0.09723430962343096,0.8242405212340058,DAL,56.25,56.869998931884766,55.060001373291016,56.619998931884766,55.460208892822266,3737800,72,28.0,,0.28,20.160000000000004,-1.2700004577636719,-0.02184383335218587
183,2019-05-29,4,0.05539330543933055,0.08170602173380193,DAL,53.75,53.75,52.810001373291016,53.209999084472656,52.120059967041016,3929600,88,28.0,,0.28,24.64,-3.1199989318847656,-0.054861948135812355
184,2019-06-13,1,0.04911715481171548,-0.11330160888284613,DAL,55.68999862670898,57.2400016784668,55.66999816894531,56.52000045776367,55.36225891113281,6300400,87,27.0,,0.27,23.49,3.490001678466797,0.06493026378542877
185,2019-06-26,1,0.04911715481171548,0.0,DAL,56.06999969482422,56.810001373291016,55.84000015258789,56.380001068115234,55.225128173828125,4437700,84,27.0,,0.27,22.68,-0.43000030517578125,-0.007512234321571332
186,2019-06-27,1,0.04911715481171548,0.0,DAL,56.75,57.41999816894531,56.5,56.81999969482422,55.65611267089844,4375400,97,27.0,,0.27,26.19,0.6099967956542969,0.010737489542485434
187,2019-07-05,4,0.05539330543933055,0.0,DAL,59.150001525878906,59.38999938964844,57.84999847412109,58.70000076293945,57.49760437011719,5896900,60,28.0,,0.28,16.8,1.970001220703125,0.0343086256273788
188,2019-07-08,41,0.13279916317991633,1.5932674238091349,DAL,58.900001525878906,59.66999816894531,58.84000015258789,59.369998931884766,58.15387725830078,7800600,61,28.0,,0.28,17.080000000000002,0.279998779296875,0.0047145779116757325
189,2019-07-09,45,0.1411673640167364,0.06301395759160644,DAL,59.56999969482422,59.9900016784668,58.560001373291016,58.959999084472656,57.75227355957031,7870200,74,28.0,,0.28,20.72,0.3200035095214844,0.0053628878723182005
190,2019-07-10,3,0.05330125523012552,-0.6224250866949228,DAL,59.34000015258789,59.66999816894531,58.7599983215332,59.470001220703125,58.25182723999024,7781300,82,28.0,,0.28,22.96,-0.3200035095214844,-0.005334280722921636
191,2019-07-11,2,0.0512092050209205,-0.0392495486301907,DAL,60.25,60.790000915527344,59.470001220703125,60.15999984741211,58.927696228027344,12695600,100,28.0,,0.28,28.000000000000004,1.1200027465820312,0.018769947728353165
192,2019-07-12,24,0.09723430962343096,0.8987662390718196,DAL,60.22999954223633,62.2400016784668,60.02000045776367,61.650001525878906,60.38717651367188,10045700,84,28.0,,0.28,23.520000000000003,1.4500007629394531,0.0238526195279114
193,2019-07-15,1,0.04911715481171548,-0.11330160888284613,DAL,61.56999969482422,62.40999984741211,61.310001373291016,61.70000076293945,60.43614959716797,5889000,75,28.0,,0.28,21.000000000000004,0.1699981689453125,0.0027313329749496518
194,2019-07-16,4,0.05539330543933055,0.12777919754663936,DAL,61.880001068115234,63.2599983215332,61.720001220703125,63.15999984741211,61.86624526977539,10319700,62,28.0,,0.28,17.360000000000003,0.8499984741210938,0.013619587825657309
195,2019-07-18,1,0.04911715481171548,-0.11330160888284613,DAL,61.77000045776367,62.65999984741211,61.63999938964844,62.65999984741211,61.3764877319336,4482200,67,28.0,,0.28,18.76,-0.5999984741210938,-0.009484642586796599
196,2019-07-23,21,0.0909581589958159,0.8518613169775959,DAL,61.45000076293945,63.11000061035156,61.27000045776367,63.09000015258789,61.79767990112305,7452200,69,28.0,,0.28,19.32,0.4500007629394531,0.007181627258782131
197,2019-07-29,2,0.0512092050209205,0.0,DAL,61.97999954223633,62.720001220703125,61.84999847412109,62.459999084472656,61.57390213012695,4972200,74,28.0,,0.28,20.72,-0.3899993896484375,-0.0061796765310832
198,2019-07-30,2,0.0512092050209205,0.0,DAL,62.310001373291016,62.68000030517578,62.09000015258789,62.630001068115234,61.74148941040039,2910000,64,28.0,,0.28,17.92,-0.04000091552734375,-0.0006377696866839422
199,2019-07-31,1,0.04911715481171548,-0.04085301086690085,DAL,62.5,62.52999877929688,60.68000030517578,61.040000915527344,60.17404556274414,7229600,62,28.0,,0.28,17.360000000000003,-0.15000152587889914,-0.002393132181693902
200,2019-08-01,4,0.05539330543933055,0.12777919754663936,DAL,61.310001373291016,61.77000045776367,59.77000045776367,60.31999969482422,59.46426010131836,5838000,66,29.0,False,0.29,19.14,-0.7599983215332102,-0.012154139395007313
201,2019-08-16,1,0.04911715481171548,-0.11330160888284613,DAL,57.43000030517578,58.36000061035156,57.220001220703125,58.040000915527344,57.21660614013672,4226100,77,29.0,,0.29,22.33,-3.4099998474121094,-0.05520478909084281
202,2019-08-30,1,0.04911715481171548,-0.14557100225635056,DAL,58.150001525878906,58.86000061035156,57.59000015258789,57.86000061035156,57.039161682128906,4268300,83,29.0,,0.29,24.07,0.5,0.008567511904914449
203,2019-09-23,3,0.05330125523012552,0.04085301086690096,DAL,58.310001373291016,58.65999984741211,57.84000015258789,58.02000045776367,57.19689178466797,4387100,67,29.0,,0.29,19.43,-0.20000076293945312,-0.0033979062328497456
204,2019-09-24,6,0.05957740585774059,0.11774864589057232,DAL,58.619998931884766,58.90999984741211,57.560001373291016,58.0,57.17717361450195,5047700,82,29.0,,0.29,23.78,0.25,0.004261847948351605
205,2019-10-02,2,0.0512092050209205,-0.14045930191726952,DAL,55.7400016784668,55.75,52.869998931884766,54.34999847412109,53.57895278930664,13770400,67,30.0,,0.3,20.1,-3.1599998474121094,-0.053641145061909645
206,2019-10-03,9,0.06585355648535565,0.2859710760683063,DAL,53.119998931884766,53.86000061035156,51.810001373291016,52.83000183105469,52.08052062988281,14346800,76,30.0,,0.3,22.8,-1.8899993896484375,-0.03390133434346976
207,2019-10-04,5,0.05748535564853557,-0.12707287629455488,DAL,52.84999847412109,53.959999084472656,52.68000030517578,53.810001373291016,53.04661560058594,6620900,85,30.0,,0.3,25.5,0.09999847412109375,0.001856637077383816
208,2019-10-07,22,0.09305020920502093,0.3285739888882251,DAL,53.75,54.11000061035156,53.2400016784668,53.36000061035156,52.60300064086914,8659800,94,30.0,,0.3,28.2,0.15000152587890625,0.0027798652413630887
209,2019-10-08,15,0.07840585774058577,-0.1573811772112056,DAL,53.02000045776367,54.09999847412109,52.88999938964844,53.20000076293945,52.44526672363281,8039400,84,30.0,,0.3,25.2,-0.010002136230475855,-0.00018484820028930038
210,2019-10-09,35,0.1202468619246862,0.5336464058914565,DAL,54.0099983215332,54.400001525878906,53.59000015258789,53.91999816894531,53.155052185058594,7615300,91,30.0,,0.3,27.3,0.3000030517578196,0.0055453430724461406
211,2019-10-10,41,0.13279916317991633,0.10438776575385367,DAL,51.95000076293945,53.2599983215332,51.06999969482422,53.09999847412109,52.34668350219727,22703500,100,30.0,,0.3,30.0,-1.1400032043457031,-0.02095594066855655
212,2019-10-11,16,0.0804979079497908,-0.39383723494754097,DAL,53.5,53.77000045776367,52.63999938964844,52.95000076293945,52.19881439208984,10935000,86,30.0,,0.3,25.8,0.5100021362304688,0.009575706952740903
213,2019-10-14,5,0.05748535564853557,-0.2858776443682104,DAL,52.04999923706055,53.20000076293945,51.970001220703125,52.9900016784668,52.23825073242188,6631900,80,30.0,,0.3,24.0,-0.5699996948242188,-0.010600700947956176
214,2019-10-15,6,0.05957740585774059,0.03639275056408753,DAL,53.209999084472656,53.9900016784668,53.0099983215332,53.63999938964844,52.8790283203125,8413300,82,30.0,,0.3,24.6,0.7900009155273438,0.01484964105635278
215,2019-10-16,8,0.06376150627615063,0.07022965095863465,DAL,53.75,54.130001068115234,53.06999969482422,53.16999816894531,52.41569137573242,5532800,90,30.0,,0.3,27.0,0.1399993896484375,0.0025930614057430024
216,2019-10-17,4,0.05539330543933055,-0.13124220749393,DAL,53.52000045776367,53.7599983215332,53.25,53.369998931884766,52.61285781860352,4402000,85,30.0,,0.3,25.5,-0.37000274658203125,-0.006835446873840523
217,2019-10-21,2,0.0512092050209205,-0.07553440592189753,DAL,54.18999862670898,54.97999954223633,54.09999847412109,54.58000183105469,53.805694580078125,6699600,89,30.0,,0.3,26.7,1.220001220703125,0.022693475796007556
218,2019-10-22,4,0.05539330543933055,0.08170602173380193,DAL,54.68999862670898,54.959999084472656,54.060001373291016,54.650001525878906,53.87470245361328,5646900,73,30.0,,0.3,21.9,-0.020000457763671875,-0.00036377697217526705
219,2019-11-07,1,0.04911715481171548,-0.11330160888284613,DAL,57.91999816894531,58.43000030517578,57.58000183105469,57.65999984741211,57.26427459716797,7754400,86,28.0,,0.28,24.08,3.470001220703125,0.06313685004560843
220,2019-11-15,1,0.04911715481171548,-0.11330160888284613,DAL,56.88999938964844,57.22999954223633,56.81999969482422,56.84999847412109,56.45983505249024,4350100,72,28.0,,0.28,20.160000000000004,-1.2000007629394531,-0.020537408123770917
221,2019-11-26,2,0.0512092050209205,-0.4950699286274186,DAL,56.31999969482422,57.47999954223633,56.25,57.459999084472656,57.06564712524414,4888100,65,28.0,,0.28,18.200000000000003,0.25,0.004368338319057585
222,2019-11-29,3,0.05330125523012552,0.04085301086690096,DAL,57.150001525878906,57.84999847412109,57.0099983215332,57.310001373291016,56.91667938232422,2653600,58,28.0,,0.28,16.240000000000002,0.3699989318847585,0.006437003041603662
223,2019-12-04,2,0.0512092050209205,-0.0392495486301907,DAL,55.95000076293945,56.56999969482422,55.7599983215332,56.060001373291016,55.67525863647461,4760100,75,28.0,,0.28,21.000000000000004,-1.279998779296868,-0.022126167900755722
224,2019-12-06,0,0.04702510460251046,-0.0817060217338017,DAL,56.43999862670898,56.59999847412109,56.119998931884766,56.13999938964844,55.75470733642578,4568200,74,28.0,,0.28,20.72,0.029998779296867895,0.0005302948463621338
225,2019-12-18,6,0.05957740585774059,-0.8764393998559515,DAL,59.4900016784668,59.63999938964844,58.45000076293945,58.58000183105469,58.17796325683594,5026900,92,28.0,,0.28,25.76,3.040000915527351,0.05371026497319287
226,2020-01-02,2,0.0512092050209205,-0.14045930191726952,DAL,58.93000030517578,59.38999938964844,58.45000076293945,59.040000915527344,58.63480758666992,4459200,81,32.0,,0.32,25.92,-0.25,-0.0041918176149979836
227,2020-01-03,1,0.04911715481171548,-0.04085301086690085,DAL,57.5,58.119998931884766,56.90999984741211,58.060001373291016,57.66153335571289,9078100,67,32.0,,0.32,21.44,-1.2700004577636719,-0.021384079320011407
228,2020-01-06,18,0.08468200836820083,0.7240821194309566,DAL,56.9900016784668,57.7599983215332,56.65999984741211,57.65999984741211,57.26427459716797,5504300,71,32.0,,0.32,22.72,-0.3600006103515625,-0.006194091826695947
229,2020-01-08,1,0.04911715481171548,-0.4199812243687929,DAL,57.75,59.400001525878906,57.72999954223633,58.84999847412109,58.44610595703125,8519000,88,32.0,,0.32,28.16,1.6400032043457031,0.028393408102546758
230,2020-01-09,2,0.0512092050209205,0.042593065848879785,DAL,59.2599983215332,59.470001220703125,58.58000183105469,58.959999084472656,58.55535507202149,5336700,89,32.0,,0.32,28.48,0.06999969482421875,0.0011784460105395134
231,2020-01-10,7,0.061669456066945606,0.20426505433450437,DAL,59.25,59.4900016784668,58.619998931884766,59.2400016784668,58.83343505859375,8279700,78,32.0,,0.32,24.96,0.020000457763671875,0.00033631170931780474
232,2020-01-13,1,0.04911715481171548,-0.29870362626202285,DAL,59.02999877929688,59.70000076293945,59.02999877929688,59.4900016784668,59.08171844482422,8414200,82,32.0,,0.32,26.24,0.20999908447265625,0.0035299895536675674
233,2020-01-14,83,0.2206652719665272,3.4926313996081433,DAL,62.040000915527344,62.25,60.86000061035156,61.45000076293945,61.02826690673828,16454100,100,32.0,,0.32,32.0,2.549999237060547,0.04271355451378045
234,2020-01-15,23,0.09514225941422594,-0.5688389996018127,DAL,61.540000915527344,61.93999862670898,61.02999877929688,61.619998931884766,61.19709777832031,7953400,94,32.0,,0.32,30.08,-0.31000137329102273,-0.004979941739614802
235,2020-01-17,14,0.07631380753138076,-0.19789788469149916,DAL,62.130001068115234,62.47999954223633,61.869998931884766,62.02999877929688,61.60428237915039,5770000,74,32.0,,0.32,23.68,0.5400009155273509,0.008718129278331821
236,2020-01-21,24,0.09723430962343096,0.8987662390718196,DAL,61.25,61.61000061035156,58.43000030517578,60.34000015258789,59.92588424682617,16592000,88,32.0,,0.32,28.16,-0.8699989318847656,-0.013924438832568331
237,2020-01-22,3,0.05330125523012552,-0.4518266706829037,DAL,60.630001068115234,60.720001220703125,59.560001373291016,59.63999938964844,59.23068618774414,7096400,95,32.0,,0.32,30.4,-0.8899993896484375,-0.014445696815963083
238,2020-01-23,13,0.07422175732217573,0.39249548630190745,DAL,59.18999862670898,60.380001068115234,58.18999862670898,60.27000045776367,59.85636520385742,7774500,84,32.0,,0.32,26.88,-0.3400001525878906,-0.005599475391182329
239,2020-01-24,19,0.08677405857740586,0.16911889058007779,DAL,60.09999847412109,60.209999084472656,57.84000015258789,58.810001373291016,58.4063835144043,10989500,72,32.0,,0.32,23.04,-0.17000198364257812,-0.002815534624631688
240,2020-01-27,22,0.09305020920502093,0.8170602173380179,DAL,56.4900016784668,57.18000030517578,55.619998931884766,56.83000183105469,56.43997573852539,13090200,86,32.0,,0.32,27.52,-3.029998779296875,-0.05032384695847425
241,2020-01-28,35,0.1202468619246862,0.29227932910652465,DAL,57.54999923706055,57.970001220703125,56.75,57.47999954223633,57.08551025390625,6343700,83,32.0,,0.32,26.56,0.7900009155273438,0.013816035524851777
242,2020-01-29,27,0.10351046025104603,-0.1391836876718049,DAL,57.63999938964844,57.79999923706055,56.56999969482422,56.650001525878906,56.261207580566406,5662000,69,32.0,,0.32,22.08,-0.17000198364257812,-0.0029325854763284642
243,2020-01-30,31,0.11187866108786611,0.08084401147984965,DAL,55.650001525878906,57.18000030517578,55.650001525878906,57.09999847412109,56.7081184387207,5980700,77,32.0,,0.32,24.64,-0.6199989318847656,-0.010726625260701228
244,2020-01-31,33,0.11606276150627615,0.03739855641572243,DAL,56.70000076293945,57.08000183105469,55.43000030517578,55.7400016784668,55.35745620727539,9320800,93,32.0,,0.32,29.76,-0.09999847412109375,-0.0017488365440256892
245,2020-02-03,4,0.05539330543933055,0.08170602173380193,DAL,56.20000076293945,57.25,56.0,56.040000915527344,55.6553955078125,7497600,71,33.0,,0.33,23.43,0.1699981689453125,0.002978243929432134
246,2020-02-04,3,0.05330125523012552,-0.03776720296094882,DAL,57.20000076293945,58.400001525878906,57.150001525878906,57.93000030517578,57.53242492675781,6880800,63,33.0,,0.33,20.790000000000003,1.1500015258789062,0.020087362897448058
247,2020-02-05,1,0.04911715481171548,-0.0784990972603814,DAL,58.970001220703125,59.29999923706055,58.59999847412109,58.88999938964844,58.48583221435547,6067000,78,33.0,,0.33,25.74,0.8999977111816406,0.015410919309357007
248,2020-02-06,6,0.05957740585774059,0.21296532924439893,DAL,59.79999923706055,60.02999877929688,58.02000045776367,58.18000030517578,57.78070831298828,5210200,76,33.0,,0.33,25.08,0.7299995422363352,0.012310279116835243
249,2020-02-07,2,0.0512092050209205,-0.14045930191726952,DAL,57.959999084472656,58.25,57.52000045776367,57.91999816894531,57.522491455078125,3836800,93,33.0,,0.33,30.69,-1.779998779296882,-0.029651821014375357
250,2020-02-12,4,0.05539330543933055,0.08170602173380193,DAL,59.290000915527344,59.91999816894531,59.18000030517578,59.470001220703125,59.06185531616211,5227500,69,33.0,,0.33,22.77,1.6699981689453125,0.028669496462580435
251,2020-02-13,14,0.07631380753138076,0.3776720296094871,DAL,58.75,59.209999084472656,58.34999847412109,59.130001068115234,58.72418975830078,4353100,70,33.0,,0.33,23.1,-0.7099990844726562,-0.011849117259162822
