,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,ITT_unscaled,ITT_monthly,isPartial,scale,ITT,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-06,2,0.10407234886025768,-0.009433161335358431,ITT,34.31999969482422,34.77000045776367,34.02000045776367,34.52000045776367,32.329837799072266,1092300,72,26.0,,0.26,18.72,,
1,2016-05-19,1,0.10308126858275521,-0.009522993267243707,ITT,33.27000045776367,33.72999954223633,32.7400016784668,33.130001068115234,31.02803421020508,685000,80,26.0,,0.26,20.8,-1.0400009155273438,-0.02991086861763692
2,2016-05-24,-6,0.09614370664023786,-0.06730186810756766,ITT,35.0,35.4900016784668,34.7599983215332,35.34000015258789,33.09781646728516,680400,88,26.0,,0.26,22.880000000000003,1.7600021362304688,0.05217913311936506
3,2016-05-26,7,0.10902775024777007,0.13400818480759513,ITT,36.15999984741211,36.5,35.9900016784668,36.16999816894531,33.87515640258789,524100,98,26.0,,0.26,25.48,1.0099983215332031,0.02845867212640929
4,2016-06-03,22,0.12389395441030723,0.09648361094299562,ITT,35.59000015258789,35.599998474121094,35.04999923706055,35.2400016784668,33.004154205322266,259400,60,26.0,,0.26,15.6,-0.9000015258789062,-0.024657576051476893
5,2016-06-06,8,0.11001883052527255,-0.11199193658056616,ITT,35.47999954223633,36.27000045776367,35.439998626708984,36.13999938964844,33.84705352783203,285400,91,26.0,,0.26,23.66,0.6700019836425781,0.018820281246068715
6,2016-06-08,51,0.15263528245787908,0.3873559801457538,ITT,36.380001068115234,36.65999984741211,36.220001220703125,36.369998931884766,34.17905044555664,160600,68,26.0,,0.26,17.68,0.3899993896484375,0.010752671208333453
7,2016-06-09,2,0.10407234886025768,-0.3181632242271555,ITT,36.0099983215332,36.310001373291016,35.63999938964844,35.849998474121094,33.69038009643555,177600,67,26.0,,0.26,17.42,-0.34999847412109375,-0.00954714881554486
8,2016-06-22,1,0.10308126858275521,-0.009522993267243707,ITT,35.20000076293945,35.52000045776367,34.900001525878906,35.41999816894531,33.286285400390625,529400,91,26.0,,0.26,23.66,-0.7900009155273438,-0.021757116101583374
9,2016-06-24,1,0.10308126858275521,0.0,ITT,34.81999969482422,35.0099983215332,32.790000915527344,32.849998474121094,30.87110137939453,1598200,75,26.0,,0.26,19.5,-0.5100021362304688,-0.014358168064690924
10,2016-06-28,2,0.10407234886025768,0.009614552586795222,ITT,31.01000022888184,32.15999984741211,31.01000022888184,32.040000915527344,30.10990524291992,1217200,76,26.0,,0.26,19.76,-2.8499984741210938,-0.08140527308646506
11,2016-06-29,1,0.10308126858275521,-0.009522993267243707,ITT,32.279998779296875,32.43000030517578,31.729999542236328,31.799999237060547,29.88435173034668,717100,84,26.0,,0.26,21.84,0.2700004577636719,0.008395536661838676
12,2016-07-06,1,0.10308126858275521,-0.009522993267243707,ITT,30.46999931335449,30.809999465942383,30.11000061035156,30.799999237060547,28.944595336914062,599600,96,23.0,,0.23,22.08,-1.6200008392333984,-0.04995377193921424
13,2016-07-13,1,0.10308126858275521,0.33329487623222964,ITT,33.25,33.31999969482422,32.77000045776367,33.029998779296875,31.040258407592773,279900,99,23.0,,0.23,22.77,2.510000228881836,0.08146706499155942
14,2016-07-14,15,0.1169563924677899,0.13460373621513533,ITT,33.38999938964844,33.689998626708984,33.209999084472656,33.470001220703125,31.45375633239746,392100,86,23.0,,0.23,19.78,0.3699989318847656,0.011104409822135786
15,2016-07-15,19,0.12092071357779981,0.0338957198179799,ITT,33.68000030517578,33.849998474121094,33.45000076293945,33.54999923706055,31.5289363861084,504200,92,23.0,,0.23,21.16,0.15999984741210938,0.0047491793984599795
16,2016-07-19,2,0.10407234886025768,-0.045450826750538686,ITT,33.5099983215332,33.630001068115234,33.220001220703125,33.2599983215332,31.25640296936035,403300,75,23.0,,0.23,17.25,-0.21999740600585938,-0.006499185108503114
