,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,VC_unscaled,VC_monthly,isPartial,scale,VC,Stock_Price_Change,Stock_Price_Change_Percent
36,2017-02-08,20,0.020525801952580195,0.47657268987659274,VC,88.87999725341797,90.77999877929688,88.61000061035156,90.47000122070312,90.47000122070312,236300,83,57.0,,0.57,47.31,1.3199996948242188,0.014755194593483179
37,2017-02-09,2,0.014249651324965133,-0.30576883875789895,VC,90.47000122070312,91.83999633789062,90.13999938964844,91.54000091552734,91.54000091552734,275800,73,57.0,,0.57,41.61,1.05999755859375,0.011676554008012374
38,2017-02-10,11,0.017387726638772666,0.22022119996084966,VC,91.56999969482422,91.95999908447266,91.1500015258789,91.23999786376952,91.23999786376952,231500,70,57.0,,0.57,39.9,0.12000274658203125,0.0013066501673248965
39,2017-02-15,7,0.01599302649930265,-0.08021175904387601,VC,91.83000183105467,92.02999877929688,91.02999877929688,91.25,91.25,199400,92,57.0,,0.57,52.44,0.06999969482421875,0.0007611972109733411
40,2017-02-27,1,0.013900976290097629,-0.1308101508677073,VC,93.16999816894533,95.16999816894533,93.0199966430664,94.73999786376952,94.73999786376952,347000,68,57.0,,0.57,38.76,3.1399993896484517,0.034119302741475455
41,2017-03-02,4,0.014947001394700139,0.07524831945419885,VC,95.06999969482422,95.93000030517578,94.5999984741211,95.02999877929688,95.02999877929688,372200,88,61.0,,0.61,53.68,0.7600021362304545,0.00798573238260758
42,2017-03-03,6,0.015644351464435147,0.046654847438649005,VC,94.98999786376952,95.55999755859376,93.9800033569336,94.75,94.75,392600,79,61.0,,0.61,48.19,-0.37000274658201704,-0.003857007666058121
43,2017-03-07,7,0.01599302649930265,0.045591319412783715,VC,93.37999725341795,94.0,92.29000091552734,92.30999755859376,92.30999755859376,498400,89,61.0,,0.61,54.29,-1.5599975585937642,-0.016324796969958366
44,2017-03-08,34,0.025407252440725246,0.5886456789046832,VC,92.6999969482422,94.6999969482422,92.12999725341795,93.83999633789062,93.83999633789062,495300,79,61.0,,0.61,48.19,0.6999969482422017,0.007446776045129777
45,2017-03-13,0,0.013552301255230124,-0.4665971345446561,VC,95.0,99.4000015258789,94.9499969482422,98.26000213623048,98.26000213623048,822700,89,61.0,,0.61,54.29,4.7000045776367045,0.04963046176448627
46,2017-04-06,1,0.013900976290097629,0.0,VC,94.8499984741211,95.18000030517578,94.01000213623048,95.08000183105467,95.08000183105467,407800,80,54.0,,0.54,43.2,-4.220001220703125,-0.04245473999921867
47,2017-04-18,1,0.013900976290097629,0.0,VC,94.69000244140624,95.05999755859376,93.9000015258789,94.25,94.25,363400,66,54.0,,0.54,35.64,-0.12000274658201704,-0.001260797921803447
48,2017-04-20,1,0.013900976290097629,0.0,VC,96.18000030517578,97.25,95.9499969482422,97.11000061035156,97.11000061035156,294800,76,54.0,,0.54,41.040000000000006,2.190002441406236,0.023038107486341497
49,2017-05-02,14,0.018433751743375176,0.26273048629024554,VC,102.62000274658205,102.9000015258789,98.87999725341795,100.41000366210938,100.41000366210938,496000,85,56.0,,0.56,47.6,5.650001525878906,0.05809770206559284
50,2017-05-03,9,0.016690376569037657,-0.09457516834379975,VC,100.5199966430664,102.83999633789062,99.61000061035156,101.37000274658205,101.37000274658205,344800,85,56.0,,0.56,47.6,-0.06000518798828125,-0.000583140788129044
51,2017-05-08,11,0.017387726638772666,0.04178156597309268,VC,100.68000030517578,101.83000183105467,100.43000030517578,101.18000030517578,101.18000030517578,280800,75,56.0,,0.56,42.00000000000001,-1.0099945068359517,-0.009821028226386974
52,2017-05-09,6,0.015644351464435147,-0.10026469880484479,VC,100.9000015258789,102.54000091552734,100.9000015258789,102.2300033569336,102.2300033569336,190400,100,56.0,,0.56,56.00000000000001,0.7099990844726705,0.00697239587259002
53,2017-05-10,50,0.0309860529986053,0.9806543639119192,VC,102.16999816894533,102.58000183105467,101.27999877929688,101.75,101.75,153200,89,56.0,,0.56,49.84,0.04000091552732954,0.0003901005965494253
54,2017-05-15,1,0.013900976290097629,-0.024469022217872283,VC,103.61000061035156,104.0,102.12999725341795,102.80999755859376,102.80999755859376,277400,69,56.0,,0.56,38.64,1.4199981689453267,0.013842836260463454
55,2017-05-16,4,0.014947001394700139,0.07524831945419885,VC,103.0999984741211,103.0999984741211,101.58000183105467,102.52999877929688,102.52999877929688,263700,70,56.0,,0.56,39.2,-0.9000015258789062,-0.008653860825758697
56,2017-06-01,22,0.021223152022315204,0.41989362694784016,VC,100.1999969482422,102.43000030517578,100.1999969482422,101.4499969482422,101.4499969482422,297200,100,56.0,False,0.56,56.00000000000001,-0.6699981689453125,-0.006498527438033697
57,2017-06-02,4,0.014947001394700139,-0.295721889991457,VC,101.55999755859376,102.22000122070312,100.2699966430664,102.04000091552734,102.04000091552734,197900,84,56.0,,0.56,47.040000000000006,-0.20999908447265625,-0.0020501716669627523
58,2017-06-08,4,0.014947001394700139,0.0,VC,101.41999816894533,101.86000061035156,100.30999755859376,100.8499984741211,100.8499984741211,214300,78,56.0,,0.56,43.68000000000001,-0.3600006103515625,-0.003521821620548482
59,2017-06-09,12,0.017736401673640167,0.18661938975459558,VC,100.55999755859376,101.62000274658205,100.02999877929688,100.94000244140624,100.94000244140624,213200,83,56.0,,0.56,46.48,-0.23999786376951704,-0.0023561541560125354
60,2017-06-12,14,0.018433751743375176,0.060158819282906784,VC,100.80999755859376,101.02999877929688,99.29000091552734,99.98999786376952,99.98999786376952,303700,87,56.0,,0.56,48.720000000000006,-0.5900039672851705,-0.005805982595341153
61,2017-06-28,11,0.017387726638772666,-0.05674510100627972,VC,99.5999984741211,102.16000366210938,98.83999633789062,100.9800033569336,100.9800033569336,571600,90,56.0,,0.56,50.400000000000006,1.1300048828125,0.011184845060535187
62,2017-07-12,73,0.03900557880055788,1.2432822651800755,VC,104.8499984741211,106.1500015258789,104.5500030517578,105.1999969482422,105.1999969482422,253500,68,50.0,,0.5,34.0,3.9899978637695312,0.03905635983497335
63,2017-07-13,85,0.04318967921896792,0.10726928165337712,VC,105.1999969482422,106.30999755859376,105.08000183105467,105.33000183105467,105.33000183105467,282000,63,50.0,,0.5,31.5,0.15999603271485796,0.001507263593169661
64,2017-07-17,5,0.015295676429567643,-0.6458488067943294,VC,107.05999755859376,107.05999755859376,106.19000244140624,106.3000030517578,106.3000030517578,184900,69,50.0,,0.5,34.5,0.75,0.007054839781993616
65,2017-07-18,2,0.014249651324965133,-0.06838697911917568,VC,106.37999725341795,107.73999786376952,106.12000274658205,107.66000366210938,107.66000366210938,319000,60,50.0,,0.5,30.0,0.6800003051757528,0.00635158154943527
66,2017-07-20,3,0.014598326359832638,0.024469022217872283,VC,109.91000366210938,110.62999725341795,109.3000030517578,110.5500030517578,110.5500030517578,246400,63,50.0,,0.5,31.5,2.8899993896484375,0.026823830025527462
67,2017-07-21,1,0.013900976290097629,-0.04776917932549929,VC,109.93000030517578,109.93000030517578,105.4000015258789,107.8000030517578,107.8000030517578,583200,61,50.0,,0.5,30.5,-0.6999969482421733,-0.006327370203568772
68,2017-07-27,2,0.014249651324965133,0.051456210764639465,VC,110.63999938964844,112.11000061035156,106.5,111.52999877929688,111.52999877929688,429500,62,50.0,,0.5,31.0,2.1800003051757812,0.019830804140124725
69,2017-07-31,22,0.021223152022315204,0.48938044435744343,VC,111.58000183105467,111.7300033569336,110.20999908447266,111.54000091552734,111.54000091552734,276100,100,50.0,,0.5,50.0,-0.37999725341796875,-0.0033895036245578103
70,2017-08-01,1,0.013900976290097629,-0.3450088716566998,VC,111.5999984741211,111.75,109.25,111.37000274658205,111.37000274658205,332400,100,52.0,False,0.52,52.0,0.01999664306640625,0.00017897290312007819
71,2017-08-02,15,0.01878242677824268,0.35115882411959487,VC,111.3499984741211,112.16999816894533,109.5,109.5199966430664,109.5199966430664,261900,72,52.0,,0.52,37.44,0.4199981689453267,0.0037583728764682967
72,2017-08-11,1,0.013900976290097629,-0.2598945570654193,VC,112.94000244140624,114.33999633789062,112.61000061035156,113.81999969482422,113.81999969482422,207400,63,52.0,,0.52,32.76,2.1699981689452983,0.019345620079951775
73,2017-08-24,7,0.01599302649930265,0.1504966389083977,VC,113.75,113.87000274658205,112.83000183105467,113.27999877929688,113.27999877929688,162100,60,52.0,,0.52,31.200000000000003,-0.46999359130857954,-0.004110491572167696
74,2017-08-31,1,0.013900976290097629,-0.1308101508677073,VC,114.62000274658205,116.04000091552734,114.62000274658205,115.44000244140624,115.44000244140624,164800,50,52.0,,0.52,26.0,2.1699981689452983,0.019056802639889625
75,2017-09-01,1,0.013900976290097629,0.0,VC,115.7699966430664,116.62999725341795,114.95999908447266,115.83000183105467,115.83000183105467,275800,30,94.0,False,0.94,28.2,0.5899963378906108,0.005084422037536118
76,2017-09-19,3,0.014598326359832638,0.05016554630279946,VC,121.12000274658205,121.9499969482422,120.3000030517578,121.43000030517578,121.43000030517578,329300,68,94.0,,0.94,63.92,5.319999694824247,0.04561433439173257
77,2017-09-22,4,0.014947001394700139,0.02388458966274931,VC,123.73999786376952,125.4800033569336,123.5,125.45999908447266,125.45999908447266,199700,70,94.0,,0.94,65.8,3.530006408691392,0.02894634273906216
78,2017-09-28,2,0.014249651324965133,-0.04665484743864878,VC,123.79000091552734,124.20999908447266,122.7699966430664,123.68000030517578,123.68000030517578,160100,52,94.0,,0.94,48.88,-1.2700042724609375,-0.010121168620376486
79,2017-09-29,1,0.013900976290097629,-0.024469022217872283,VC,123.76000213623048,125.2300033569336,123.05999755859376,123.7699966430664,123.7699966430664,175900,51,94.0,,0.94,47.94,1.0200042724609375,0.008211933660568382
80,2017-10-03,2,0.014249651324965133,0.025082773151399618,VC,128.11000061035156,128.14999389648438,125.5999984741211,126.8000030517578,126.8000030517578,191400,95,67.0,,0.67,63.650000000000006,2.9199905395507812,0.023317020372730868
81,2017-10-05,9,0.016690376569037657,0.1712831555251051,VC,127.9000015258789,128.38999938964844,126.54000091552734,127.1999969482422,127.1999969482422,195300,78,67.0,,0.67,52.260000000000005,0.2400054931640625,0.0018728482605931962
82,2017-10-11,1,0.013900976290097629,-0.16712626389237073,VC,124.33999633789062,125.0,123.26000213623048,124.51000213623048,124.51000213623048,306200,87,67.0,,0.67,58.290000000000006,-3.3899993896484375,-0.026403920911006407
83,2017-10-12,133,0.05992608089260809,3.3109260559847495,VC,123.9499969482422,124.5500030517578,122.22000122070312,123.66000366210938,123.66000366210938,204100,88,67.0,,0.67,58.96,-0.4499969482422017,-0.0035999755859376092
84,2017-10-13,13,0.01808507670850767,-0.6982102543812694,VC,124.06999969482422,124.30999755859376,122.6999969482422,123.88999938964844,123.88999938964844,215400,81,67.0,,0.67,54.27,-0.24000549316403408,-0.0019269810299747947
85,2017-10-19,8,0.016341701534170153,-0.09639855016580556,VC,123.52999877929688,123.6500015258789,122.37999725341795,123.01000213623048,123.01000213623048,445000,84,67.0,,0.67,56.28,-0.659996032714858,-0.005309275566542926
86,2017-11-03,9,0.016690376569037657,0.20066218521119694,VC,126.8000030517578,127.33000183105467,125.4800033569336,125.62000274658205,125.62000274658205,151100,73,55.0,,0.55,40.150000000000006,3.680000305175767,0.02976142547321814
87,2017-11-07,3,0.014598326359832638,-0.12534469791927794,VC,125.83999633789062,126.52999877929688,124.91000366210938,125.5999984741211,125.5999984741211,162200,68,55.0,,0.55,37.400000000000006,-0.8000030517577983,-0.006282910863531388
88,2017-11-16,1,0.013900976290097629,-0.04776917932549929,VC,127.95999908447266,128.19000244140625,125.6500015258789,128.0399932861328,128.0399932861328,265900,69,55.0,,0.55,37.95,1.660003662109375,0.013119447388953764
89,2017-11-27,5,0.015295676429567643,0.10033109260559847,VC,130.55999755859375,131.38999938964844,130.02999877929688,130.10000610351562,130.10000610351562,179200,71,55.0,,0.55,39.05,3.1999969482421875,0.02496292134563971
90,2017-12-04,1,0.013900976290097629,-0.09118263882556765,VC,131.97000122070312,132.6999969482422,127.72000122070312,127.7300033569336,127.7300033569336,314500,65,64.0,,0.64,41.6,1.30999755859375,0.009970298840696667
91,2017-12-05,4,0.014947001394700139,0.07524831945419885,VC,127.45999908447266,129.5800018310547,126.44000244140624,128.27000427246094,128.27000427246094,235400,100,64.0,,0.64,64.0,-3.1199951171875,-0.02351164422712393
92,2017-12-13,27,0.02296652719665272,0.5365307455444621,VC,127.61000061035156,128.80999755859375,125.4800033569336,125.52999877929688,125.52999877929688,231300,64,64.0,,0.64,40.96,-0.7700042724609375,-0.005942307930083657
93,2017-12-20,17,0.019479776847977685,-0.15181878909333812,VC,128.3699951171875,130.36000061035156,127.43000030517578,129.63999938964844,129.63999938964844,155500,64,64.0,,0.64,40.96,1.5500030517578125,0.012033251153915625
94,2017-12-22,2,0.014249651324965133,-0.2684900121715472,VC,126.7699966430664,127.18000030517578,125.1500015258789,125.38999938964844,125.38999938964844,152600,64,64.0,,0.64,40.96,-3.1800003051757812,-0.02439398811205029
95,2017-12-29,3,0.014598326359832638,0.024469022217872283,VC,128.0,128.0,125.01000213623048,125.13999938964844,125.13999938964844,155800,83,64.0,,0.64,53.120000000000005,0.8199996948242188,0.006447552231927833
96,2018-01-16,26,0.022617852161785218,0.6270693287849907,VC,137.64999389648438,137.64999389648438,131.10000610351562,131.5,131.5,603200,77,62.0,,0.62,47.74,9.649993896484375,0.07539057731628418
97,2018-02-01,201,0.08363598326359832,2.6977862736634393,VC,128.50999450683594,131.97000122070312,127.26000213623048,127.93000030517578,127.93000030517578,388900,75,54.0,False,0.54,40.5,-5.67999267578125,-0.04126402417462305
98,2018-02-02,1,0.013900976290097629,-0.8337919188887222,VC,126.61000061035156,127.69000244140624,123.41999816894533,123.93000030517578,123.93000030517578,368200,67,54.0,,0.54,36.18,-4.279998779296889,-0.03243160369559395
99,2018-02-12,1,0.013900976290097629,0.0,VC,119.9800033569336,123.72000122070312,119.20999908447266,121.58999633789062,121.58999633789062,334600,82,54.0,,0.54,44.28,-3.970001220703111,-0.03109093229538351
100,2018-02-13,12,0.017736401673640167,0.2759105046653958,VC,120.9000015258789,120.9000015258789,118.7699966430664,120.18000030517578,120.18000030517578,197100,81,54.0,,0.54,43.74,-2.8199996948242188,-0.022793401770128008
101,2018-02-14,3,0.014598326359832638,-0.1769285208775654,VC,119.58999633789062,123.9800033569336,119.58999633789062,123.37999725341795,123.37999725341795,312400,87,54.0,,0.54,46.98,3.0800018310546875,0.02547561449282032
102,2018-02-15,1,0.013900976290097629,-0.04776917932549929,VC,123.83999633789062,124.7300033569336,122.36000061035156,124.37000274658205,124.37000274658205,304300,79,54.0,,0.54,42.66,0.75,0.006049362636656674
103,2018-02-16,8,0.016341701534170153,0.17557941205979732,VC,124.3000030517578,125.3499984741211,122.6500015258789,123.5,123.5,235200,99,54.0,,0.54,53.46,0.6199951171875,0.004970697510632505
104,2018-02-23,2,0.014249651324965133,-0.12801911752154982,VC,128.2899932861328,128.60000610351562,125.87999725341795,126.63999938964844,126.63999938964844,309000,81,54.0,,0.54,43.74,3.2500076293945312,0.025927464451190207
105,2018-03-01,2,0.014249651324965133,-0.06838697911917568,VC,123.62000274658205,127.0199966430664,121.6500015258789,123.45999908447266,123.45999908447266,551800,72,56.0,False,0.56,40.32000000000001,-1.5800094604492188,-0.0122862316132194
106,2018-03-05,1,0.013900976290097629,0.0,VC,120.8499984741211,122.86000061035156,120.45999908447266,121.41000366210938,121.41000366210938,408200,65,56.0,,0.56,36.400000000000006,-4.159996032714844,-0.0327507175457159
107,2018-03-08,15,0.01878242677824268,0.35115882411959487,VC,122.30999755859376,122.98999786376952,120.91000366210938,122.1500015258789,122.1500015258789,267500,68,56.0,,0.56,38.080000000000005,0.12999725341795454,0.001058092566922797
108,2018-03-09,31,0.024361227336122733,0.29702235093190743,VC,122.8499984741211,124.55999755859376,121.4499969482422,123.08999633789062,123.08999633789062,433400,72,56.0,,0.56,40.32000000000001,1.5699996948242472,0.012765263209153499
109,2018-03-12,3,0.014598326359832638,-0.4007557107688784,VC,123.13999938964844,125.13999938964844,120.37999725341795,122.91000366210938,122.91000366210938,246800,63,56.0,,0.56,35.28,0.5800018310546733,0.004656405285989429
110,2018-03-29,6,0.015644351464435147,0.07165376898824882,VC,108.6500015258789,111.0,108.4499969482422,110.23999786376952,110.23999786376952,292900,53,56.0,,0.56,29.680000000000003,-14.139999389648438,-0.11299344301273906
111,2018-04-03,4,0.014947001394700139,-0.04457519835963286,VC,109.43000030517578,111.66999816894533,108.9000015258789,110.48999786376952,110.48999786376952,417800,77,48.0,,0.48,36.96,0.6699981689453267,0.006036019540047954
112,2018-04-04,-2,0.01285495118549512,-0.13996454231594657,VC,108.41000366210938,113.13999938964844,108.41000366210938,112.83000183105467,112.83000183105467,345300,69,48.0,,0.48,33.12,1.4700012207031108,0.013163797302827573
113,2018-04-05,560,0.20881032078103207,15.243571661061083,VC,113.31999969482422,114.94000244140624,109.88999938964844,113.4800033569336,113.4800033569336,212200,84,48.0,,0.48,40.32,1.8000030517577983,0.01590951972307053
114,2018-04-17,8,0.016341701534170153,-0.9217390142735962,VC,116.87999725341795,117.29000091552734,115.37000274658205,116.02999877929688,116.02999877929688,418600,87,48.0,,0.48,41.76,2.349998474121108,0.02044543609018179
115,2018-04-23,5,0.015295676429567643,-0.06400955876077485,VC,118.2300033569336,118.4800033569336,116.38999938964844,116.68000030517578,116.68000030517578,442600,71,48.0,,0.48,34.08,1.19000244140625,0.010145813216109412
116,2018-04-24,4,0.014947001394700139,-0.02279565970639197,VC,117.33000183105467,118.45999908447266,115.31999969482422,116.13999938964844,116.13999938964844,346000,100,48.0,,0.48,48.0,-0.0200042724609375,-0.00016884091740509977
117,2018-04-27,1,0.013900976290097629,-0.06998227115797329,VC,125.44000244140624,126.44000244140624,122.26000213623048,122.81999969482422,122.81999969482422,454300,74,48.0,,0.48,35.52,7.9800033569335795,0.06736454008616977
118,2018-05-10,5,0.015295676429567643,0.10033109260559847,VC,126.25,129.99000549316406,126.25,129.22999572753906,129.22999572753906,339200,91,47.0,,0.47,42.77,3.5500030517578267,0.02807658164513982
119,2018-05-11,4,0.014947001394700139,-0.02279565970639197,VC,129.47000122070312,129.6999969482422,128.14999389648438,128.36000061035156,128.36000061035156,182100,83,47.0,,0.47,39.01,-0.290008544921875,-0.002231006482549369
120,2018-05-15,3,0.014598326359832638,0.05016554630279946,VC,128.89999389648438,130.9600067138672,127.0500030517578,130.49000549316406,130.49000549316406,207300,70,47.0,,0.47,32.9,1.260009765625,0.009714801813972329
121,2018-05-17,34,0.025407252440725246,0.7404222795452373,VC,132.69000244140625,135.10000610351562,130.88999938964844,134.08999633789062,134.08999633789062,375000,86,47.0,,0.47,40.42,4.1399993896484375,0.03161269988855353
122,2018-05-22,1,0.013900976290097629,-0.4528736894109898,VC,132.0800018310547,133.39999389648438,131.8699951171875,132.3000030517578,132.3000030517578,323900,89,47.0,,0.47,41.83,-1.70001220703125,-0.012583361437664697
123,2018-05-23,4,0.014947001394700139,0.07524831945419885,VC,131.27000427246094,131.72000122070312,127.87999725341795,129.52999877929688,129.52999877929688,469000,81,47.0,,0.47,38.07,-1.67999267578125,-0.012593648820440673
124,2018-05-30,1,0.013900976290097629,-0.06998227115797329,VC,126.86000061035156,127.72000122070312,125.58000183105467,125.83999633789062,125.83999633789062,242000,80,47.0,,0.47,37.6,-4.0,-0.030367445816355643
125,2018-06-01,3,0.014598326359832638,0.05016554630279946,VC,125.1999969482422,126.02999877929688,124.79000091552734,125.87000274658205,125.87000274658205,328900,72,47.0,False,0.47,33.84,-1.69000244140625,-0.013232089142294012
126,2018-06-04,5,0.015295676429567643,0.04776917932549907,VC,126.37000274658205,128.25,126.02999877929688,128.10000610351562,128.10000610351562,224900,85,47.0,,0.47,39.95,2.220001220703125,0.01761486346271246
