,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,IPO_unscaled,IPO_monthly,isPartial,scale,IPO,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-02,3,0.010244992295839753,-0.05674563767910357,IPO,20.01000022888184,20.040000915527344,20.01000022888184,20.040000915527344,19.66775703430176,2000,63,16.0,,0.16,10.08,,
1,2016-05-03,3,0.010244992295839753,0.0,IPO,19.8700008392334,19.8700008392334,19.61000061035156,19.670000076293945,19.304628372192383,4500,58,16.0,,0.16,9.28,-0.1700000762939453,-0.00848303735167133
2,2016-05-04,1,0.009628659476117102,-0.06015942246954442,IPO,19.549999237060547,19.549999237060547,19.36000061035156,19.440000534057617,19.078901290893555,4500,66,16.0,,0.16,10.56,-0.32000160217285156,-0.0161047603752994
3,2016-05-05,1,0.009628659476117102,0.0,IPO,19.520000457763672,19.520000457763672,19.350000381469727,19.440000534057617,19.078901290893555,4600,58,16.0,,0.16,9.28,-0.029998779296875,-0.0015344644740449276
4,2016-05-06,1,0.009628659476117102,0.0,IPO,19.420000076293945,19.420000076293945,19.420000076293945,19.420000076293945,19.05927276611328,400,66,16.0,,0.16,10.56,-0.10000038146972656,-0.005122970242039782
5,2016-05-09,22,0.01610015408320493,0.6721075372059533,IPO,19.299999237060547,19.38999938964844,19.229999542236328,19.38999938964844,19.029829025268555,26400,63,16.0,,0.16,10.08,-0.03000068664550426,-0.0015448345276850572
6,2016-05-10,7,0.011477657935285053,-0.2871088142405973,IPO,19.38999938964844,19.6200008392334,19.38999938964844,19.6200008392334,19.25555992126465,800,56,16.0,,0.16,8.96,0.23000144958495738,0.01186185955775465
7,2016-05-11,9,0.012093990755007705,0.05369848301785485,IPO,19.57999992370605,19.57999992370605,19.479999542236328,19.479999542236328,19.11815643310547,500,61,16.0,,0.16,9.76,-0.0400009155273473,-0.0020387825594461173
8,2016-05-12,19,0.015175654853620955,0.25480952987641725,IPO,19.520000457763672,19.520000457763672,19.21999931335449,19.21999931335449,18.86298942565918,5800,68,16.0,,0.16,10.88,-0.05999946594237926,-0.0030643241152282785
9,2016-05-13,1,0.009628659476117102,-0.3655193420651843,IPO,19.239999771118164,19.290000915527344,19.15999984741211,19.15999984741211,18.804101943969727,8900,57,16.0,,0.16,9.12,-0.22999954223632812,-0.011782763157920484
10,2016-05-16,1,0.009628659476117102,0.0,IPO,19.34000015258789,19.440000534057617,19.34000015258789,19.420000076293945,19.05927276611328,7500,48,16.0,,0.16,7.68,0.14999961853027344,0.007776029622141412
11,2016-05-26,1,0.009628659476117102,0.0,IPO,19.850000381469727,19.86000061035156,19.850000381469727,19.86000061035156,19.49110221862793,1100,100,16.0,,0.16,16.0,0.42000007629394176,0.021604941602657357
12,2016-05-27,1,0.009628659476117102,0.0,IPO,20.0,20.059999465942383,20.0,20.059999465942383,19.6873836517334,500,60,16.0,,0.16,9.6,0.19999885559082387,0.010070435520861842
13,2016-05-31,1,0.009628659476117102,-0.11349127535820702,IPO,20.11000061035156,20.200000762939453,20.11000061035156,20.200000762939453,19.824785232543945,4000,56,16.0,,0.16,8.96,0.1400012969970703,0.006979127653256478
14,2016-06-02,2,0.00993682588597843,0.03200512081933127,IPO,20.15999984741211,20.15999984741211,20.15999984741211,20.15999984741211,19.78552627563477,300,52,17.0,,0.17,8.84,-0.04000091552734375,-0.0019802432681454984
15,2016-06-03,2,0.00993682588597843,0.0,IPO,20.059999465942383,20.059999465942383,20.040000915527344,20.040000915527344,19.66775703430176,500,47,17.0,,0.17,7.99,-0.10000038146972656,-0.0049603364199709565
16,2016-06-06,5,0.010861325115562405,0.12802048327732463,IPO,20.040000915527344,20.290000915527344,20.040000915527344,20.290000915527344,19.91311454772949,5900,49,17.0,,0.17,8.33,0.23000144958496094,0.01146567575814017
17,2016-06-07,16,0.01425115562403698,0.31210100723506873,IPO,20.149999618530277,20.309999465942383,20.149999618530277,20.270000457763672,19.893482208251957,1300,47,17.0,,0.17,7.99,0.019998550415039062,0.0009856357571544905
18,2016-06-08,1,0.009628659476117102,-0.32435939020434645,IPO,20.190000534057617,20.299999237060547,20.190000534057617,20.239999771118164,19.86404037475586,1000,42,17.0,,0.17,7.140000000000001,-0.010000228881835938,-0.0004923795738451808
19,2016-06-13,10,0.012402157164869029,0.28804608737397985,IPO,19.459999084472656,19.600000381469727,19.43000030517578,19.440000534057617,19.078901290893555,2100,51,17.0,,0.17,8.67,-0.6999988555908203,-0.03448270354182437
20,2016-06-14,2,0.00993682588597843,-0.19878245744813006,IPO,19.030000686645508,19.059999465942383,18.90999984741211,19.059999465942383,18.70595932006836,1700,46,17.0,,0.17,7.82,-0.5400009155273438,-0.02755106658252271
21,2016-06-16,1,0.009628659476117102,-0.031012560086835395,IPO,18.780000686645508,18.979999542236328,18.780000686645508,18.979999542236328,18.627445220947266,1100,40,17.0,,0.17,6.800000000000001,-0.07999992370605469,-0.00419726788812369
22,2016-06-17,3,0.010244992295839753,0.06401024163866231,IPO,19.0,19.049999237060547,19.0,19.020000457763672,18.6873779296875,1000,40,17.0,,0.17,6.800000000000001,0.06999969482421875,0.0036880767393301372
23,2016-06-20,37,0.02072265023112481,1.1521843494959199,IPO,19.38999938964844,19.38999938964844,19.38999938964844,19.38999938964844,19.05090713500977,200,43,17.0,,0.17,7.31,0.3400001525878942,0.017847777753525973
24,2016-06-21,1,0.009628659476117102,-0.5353557885344636,IPO,19.26000022888184,19.3700008392334,19.26000022888184,19.3700008392334,19.03125762939453,2700,49,17.0,,0.17,8.33,-0.019998550415042615,-0.0010313847882696958
25,2016-06-22,3,0.010244992295839753,0.06401024163866231,IPO,19.290000915527344,19.290000915527344,19.21999931335449,19.239999771118164,18.90353202819824,1100,58,17.0,,0.17,9.86,-0.07999992370605469,-0.004130093972118831
26,2016-06-23,6,0.011169491525423729,0.09023913370431647,IPO,19.489999771118164,19.549999237060547,19.479999542236328,19.549999237060547,19.208112716674805,1400,100,17.0,,0.17,17.0,0.2599983215332031,0.01347839861033484
27,2016-06-24,5,0.010861325115562405,-0.027590012415505516,IPO,18.59000015258789,19.049999237060547,18.59000015258789,18.770000457763672,18.44175720214844,2400,58,17.0,,0.17,9.86,-0.5,-0.025575448568415315
28,2016-06-28,1,0.009628659476117102,-0.031012560086835395,IPO,18.06999969482422,18.31999969482422,18.06999969482422,18.309999465942383,17.989797592163086,900,53,17.0,,0.17,9.01,-0.7299995422363281,-0.038320187478861456
29,2016-06-29,3,0.010244992295839753,0.06401024163866231,IPO,18.6200008392334,18.940000534057617,18.6200008392334,18.940000534057617,18.60877799987793,5800,64,17.0,,0.17,10.88,0.6200008392333984,0.03384284113326497
30,2016-06-30,3,0.010244992295839753,0.0,IPO,19.21999931335449,19.21999931335449,19.21999931335449,19.21999931335449,18.883882522583008,200,51,17.0,,0.17,8.67,0.27999877929687145,0.01478346205922132
31,2016-07-01,3,0.010244992295839753,0.0,IPO,19.420000076293945,19.440000534057617,19.270000457763672,19.270000457763672,18.933006286621094,3800,30,18.0,False,0.18,5.4,0.22000122070312855,0.011446473910655452
32,2016-07-06,10,0.012402157164869029,0.24810048069468116,IPO,18.88999938964844,19.07999992370605,18.88999938964844,19.059999465942383,18.7266788482666,5400,40,18.0,,0.18,7.199999999999999,-0.36000061035156605,-0.018518549406460583
