,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,SOXL_unscaled,SOXL_monthly,isPartial,scale,SOXL,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-12,1,0.16002140672782875,0.0,SOXL,1.5406670570373535,1.5433330535888672,1.4066669940948486,1.442667007446289,1.350977897644043,8350500,88,1.0,,0.01,0.88,,
1,2016-07-26,1,0.16002140672782875,0.0,SOXL,2.382667064666748,2.618666887283325,2.382667064666748,2.5986669063568115,2.4335083961486816,15642000,33,2.0,,0.02,0.66,1.075333833694458,0.6967607096821236
2,2016-07-28,1,0.16002140672782875,0.0,SOXL,2.5333330631256104,2.595999956130981,2.504667043685913,2.5420000553131104,2.3804430961608887,5161500,0,2.0,,0.02,0.0,-0.022666931152344194,-0.008655904751543098
3,2016-08-11,0,0.1569633027522936,-0.019110593001700815,SOXL,2.5833330154418945,2.609999895095825,2.5566670894622803,2.601332902908325,2.436004877090454,2359500,0,1.0,,0.01,0.0,0.013999938964844194,0.005392888752475011
4,2016-12-02,4,0.16919571865443425,0.07793169287119839,SOXL,3.1519999504089355,3.3006670475006104,3.119999885559082,3.2873330116271973,3.0784060955047607,6096000,45,1.0,,0.01,0.45,0.6906671524047852,0.2646234406762027
5,2017-01-10,1,0.16002140672782875,-0.05422307372530588,SOXL,3.953332901000977,4.039332866668701,3.946000099182129,4.01466703414917,3.9389688968658447,3775500,0,2.0,,0.02,0.0,0.7386658191680908,0.22379289050903717
6,2017-01-25,1,0.16002140672782875,0.0,SOXL,4.409333229064941,4.459332942962647,4.313333034515381,4.431333065032959,4.3477783203125,5010000,100,2.0,,0.02,2.0,0.4200000762939462,0.10397758495212273
7,2017-02-08,2,0.1630795107033639,0.019110593001700815,SOXL,4.693333148956299,4.7220001220703125,4.592667102813721,4.664000034332275,4.576058387756348,3667500,20,4.0,,0.04,0.8,0.2626671791076651,0.05890279610590299
8,2017-02-09,45,0.29457798165137616,0.8063457535582352,SOXL,4.688666820526123,4.688666820526123,4.522666931152344,4.541999816894531,4.456358432769775,5070000,41,4.0,,0.04,1.64,-0.03333330154418945,-0.007059148810350857
9,2017-02-10,2,0.1630795107033639,-0.4463961298493673,SOXL,4.638000011444092,4.638000011444092,4.395999908447266,4.531332969665527,4.445892333984375,5946000,63,4.0,,0.04,2.52,-0.05066680908203125,-0.010806229365716735
10,2017-02-13,3,0.1661376146788991,0.0,SOXL,4.5793328285217285,4.655333042144775,4.539332866668701,4.563333034515381,4.477288246154785,4624500,20,4.0,,0.04,0.8,0.017333030700683594,0.0037371778046388915
11,2017-02-16,2,0.1630795107033639,-0.01840705358293304,SOXL,4.643332958221436,4.672667026519775,4.561333179473877,4.64533281326294,4.557742118835449,2700000,81,4.0,,0.04,3.24,0.017333984375,0.003723468163947752
