,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,JNUG_unscaled,JNUG_monthly,isPartial,scale,JNUG,Stock_Price_Change,Stock_Price_Change_Percent
349,2017-12-04,81,0.09893351302785265,0.11098443191105112,JNUG,715.0,718.0,694.0,697.5,687.97314453125,181346,69,23.0,,0.23,15.87,-43.5,-0.05712409717662503
350,2017-12-05,2,0.027954177897574126,-0.7174448066985732,JNUG,686.0,687.0,646.5,667.0,657.8897094726562,244998,62,23.0,,0.23,14.26,-31.0,-0.04317548746518107
351,2017-12-06,1,0.02705570530098832,-0.03214090573072359,JNUG,652.0,666.5,631.0,639.5,630.7654418945312,161424,67,23.0,,0.23,15.41,-20.5,-0.029839883551673996
352,2017-12-07,1,0.02705570530098832,0.0,JNUG,615.5,630.5,602.0,614.0,605.6136474609375,198818,100,23.0,,0.23,23.0,-36.0,-0.054013503375843985
353,2017-12-08,2,0.027954177897574126,0.03320824892903396,JNUG,618.5,640.5,618.0,632.0,623.3677368164062,139652,67,23.0,,0.23,15.41,10.0,0.015860428231562196
354,2017-12-11,35,0.05760377358490566,0.879430129276229,JNUG,637.0,660.0,623.5,634.0,625.3405151367188,161136,45,23.0,,0.23,10.35,19.5,0.030444964871194413
355,2017-12-12,40,0.062096136567834685,0.07798730366696316,JNUG,626.5,639.0,622.0,638.0,629.2857666015625,114644,58,23.0,,0.23,13.34,-21.0,-0.03181818181818186
356,2017-12-13,7,0.032446540880503145,-0.4774789113480822,JNUG,634.0,727.5,634.0,710.5,700.795654296875,344886,77,23.0,,0.23,17.71,88.5,0.13849765258215951
357,2017-12-14,2,0.027954177897574126,-0.13845429623681216,JNUG,705.0,716.0,674.5,707.5,697.8366088867188,242542,64,23.0,,0.23,14.72,-11.5,-0.0158075601374571
358,2017-12-18,3,0.02885265049415993,0.06641649785806791,JNUG,717.0,742.5,717.0,734.5,724.4677734375,192774,56,23.0,,0.23,12.88,26.5,0.03701117318435765
359,2017-12-19,9,0.03424348607367475,0.1868402204714601,JNUG,739.0,754.0,724.0,742.5,732.3585205078125,170594,64,23.0,,0.23,14.72,11.5,0.01548821548821544
360,2017-12-20,12,0.03693890386343217,0.07871329992391063,JNUG,755.0,799.0,750.5,787.5,776.7438354492188,242870,70,23.0,,0.23,16.1,45.0,0.05968169761273212
361,2017-12-21,2,0.027954177897574126,-0.24323206771580763,JNUG,786.5,827.5,782.5,812.0,800.9092407226562,211806,82,23.0,,0.23,18.86,28.5,0.03566958698372957
362,2017-12-22,1,0.02705570530098832,-0.03214090573072359,JNUG,826.0,855.0,813.5,845.5,833.9517211914062,224876,83,23.0,,0.23,19.09,27.5,0.0332326283987916
363,2017-12-26,19,0.043228212039532796,0.3702332469455758,JNUG,864.0,906.0,853.0,902.0,889.6800537109375,237312,81,23.0,,0.23,18.630000000000003,51.0,0.05964912280701751
364,2017-12-27,3,0.02885265049415993,-0.3325504541392139,JNUG,912.0,913.0,871.5,897.0,884.7483520507812,185956,71,23.0,,0.23,16.330000000000002,7.0,0.007726269315673218
365,2017-12-28,4,0.029751123090745735,0.03114003674524346,JNUG,905.0,915.0,871.5,895.5,883.2687377929688,225566,86,23.0,,0.23,19.78,2.0,0.0021905805038335835
366,2017-12-29,19,0.043228212039532796,0.45299429227191723,JNUG,905.0,914.5,877.5,888.0,875.8712158203125,208718,77,23.0,,0.23,17.71,-0.5,-0.0005464480874316502
367,2018-01-02,9,0.03424348607367475,0.26566599143227165,JNUG,915.0,967.0,907.5,966.0,952.805908203125,219708,97,21.0,,0.21,20.37,52.5,0.05740841990158563
368,2018-01-03,3,0.02885265049415993,-0.15742659984782092,JNUG,956.5,967.0,873.0,916.5,903.98193359375,263272,91,21.0,,0.21,19.11,0.0,0.0
369,2018-01-04,3,0.02885265049415993,0.0,JNUG,906.0,938.0,888.5,931.5,918.7770385742188,181430,91,21.0,,0.21,19.11,-29.0,-0.02998965873836612
370,2018-01-08,2,0.027954177897574126,-0.03114003674524335,JNUG,902.5,906.5,861.0,870.0,858.1171875,206462,64,21.0,,0.21,13.44,-31.5,-0.03358208955223885
371,2018-01-09,40,0.062096136567834685,1.2213544177674929,JNUG,842.0,842.5,810.5,819.0,807.8136596679688,192564,36,21.0,,0.21,7.56,-64.0,-0.07060121345835635
372,2018-01-10,3,0.02885265049415993,-0.5353551430266376,JNUG,847.0,870.0,829.0,846.5,834.9381103515625,192196,63,21.0,,0.21,13.23,27.5,0.03264094955489605
373,2018-01-11,1,0.02705570530098832,-0.0622800734904867,JNUG,857.5,874.5,856.5,867.0,855.1580200195312,133116,70,21.0,,0.21,14.7,4.5,0.005172413793103514
374,2018-01-12,4,0.029751123090745735,0.09962474678710209,JNUG,887.5,948.5,887.5,940.5,927.654052734375,281128,76,21.0,,0.21,15.96,74.0,0.0846197827329902
375,2018-01-16,4,0.029751123090745735,0.0,JNUG,952.0,998.0,938.0,991.0,977.4644165039062,244194,82,21.0,,0.21,17.22,49.5,0.05218766473379022
376,2018-01-17,26,0.04951752021563342,0.6643916286654787,JNUG,976.0,1007.0,936.0,941.5,928.6405029296876,286236,86,21.0,,0.21,18.06,9.0,0.009018036072144353
377,2018-01-18,1,0.02705570530098832,-0.45361348502168275,JNUG,945.0,952.5,879.0,886.0,873.8985595703125,298214,72,21.0,,0.21,15.12,-54.5,-0.054121151936444845
378,2018-01-19,27,0.05041599281221923,0.8634144721548833,JNUG,904.0,919.0,894.0,896.5,884.2551879882812,165120,55,21.0,,0.21,11.55,-33.5,-0.035170603674540724
379,2018-01-22,36,0.05850224618149147,0.32577932522957265,JNUG,902.5,921.5,881.5,902.0,889.6800537109375,140568,68,21.0,,0.21,14.28,2.5,0.002720348204570122
380,2018-01-23,1,0.02705570530098832,-0.5375270683273694,JNUG,885.5,950.0,859.0,943.0,930.1199951171876,229370,58,21.0,,0.21,12.18,28.5,0.030927835051546282
381,2018-01-24,1,0.02705570530098832,0.0,JNUG,992.5,1025.0,981.0,998.0,984.3688354492188,310374,100,21.0,,0.21,21.0,75.0,0.07894736842105265
382,2018-01-25,1,0.02705570530098832,0.0,JNUG,1007.5,1014.5,887.5,899.0,886.7210083007812,377158,94,21.0,,0.21,19.74,-10.5,-0.0102439024390244
383,2018-01-26,27,0.05041599281221923,0.8634144721548833,JNUG,915.0,939.5,901.5,915.5,902.9956665039062,148268,94,21.0,,0.21,19.74,-75.0,-0.0739280433711188
384,2018-01-29,1,0.02705570530098832,-0.47274701031288846,JNUG,887.5,890.0,810.0,821.0,809.786376953125,315316,72,21.0,,0.21,15.12,-49.5,-0.05268759978712079
385,2018-01-30,1,0.02705570530098832,0.0,JNUG,847.0,850.0,778.0,789.0,778.223388671875,254040,70,21.0,,0.21,14.7,-40.0,-0.0449438202247191
386,2018-01-31,18,0.04232973944294699,0.5645402317935775,JNUG,812.5,840.0,757.5,826.0,814.7180786132812,357848,72,21.0,,0.21,15.12,-10.0,-0.0117647058823529
387,2018-02-01,10,0.035141958670260556,-0.16980451255492113,JNUG,801.0,831.5,786.5,821.0,809.786376953125,249022,58,27.0,False,0.27,15.66,-8.5,-0.010119047619047583
388,2018-02-02,6,0.03154806828391734,-0.10226778820341065,JNUG,779.0,779.0,715.0,723.5,713.6179809570312,403744,62,27.0,,0.27,16.740000000000002,-52.5,-0.06313890559230306
389,2018-02-05,2,0.027954177897574126,-0.2243661655822301,JNUG,731.0,740.0,700.5,730.0,720.029296875,214260,61,27.0,,0.27,16.470000000000002,-39.0,-0.05006418485237485
390,2018-02-06,4,0.029751123090745735,0.06428181146144696,JNUG,700.0,717.5,668.0,672.0,662.8214111328125,294538,86,27.0,,0.27,23.22,-22.5,-0.030405405405405372
391,2018-02-08,1,0.02705570530098832,-0.09059885845438354,JNUG,659.0,690.0,644.0,658.5,649.505859375,285658,64,27.0,,0.27,17.28,-27.5,-0.0383275261324042
392,2018-02-09,9,0.03424348607367475,0.26566599143227165,JNUG,659.5,661.0,567.0,613.0,604.6273193359375,480106,77,27.0,,0.27,20.790000000000003,-29.0,-0.04202898550724643
393,2018-02-12,57,0.07737017070979335,0.5624807214268865,JNUG,629.5,699.0,616.0,676.5,667.2600708007812,306860,73,27.0,,0.27,19.71,38.0,0.05748865355521926
394,2018-02-13,135,0.14745103324348607,0.9057865827459268,JNUG,685.5,704.5,667.5,693.5,684.0277709960938,257440,91,27.0,,0.27,24.57,5.5,0.007868383404864066
395,2018-02-14,3,0.02885265049415993,-0.8043238500301622,JNUG,695.0,801.5,672.0,791.5,780.689208984375,505270,100,27.0,,0.27,27.0,97.0,0.13768630234208667
396,2018-02-15,6,0.03154806828391734,0.09342011023572994,JNUG,798.0,807.0,745.0,795.5,784.6346435546875,297708,54,27.0,,0.27,14.580000000000002,5.5,0.006862133499688117
397,2018-02-16,2,0.027954177897574126,-0.11391792213710017,JNUG,773.0,784.0,695.0,723.0,713.1249389648438,354456,95,27.0,,0.27,25.65,-23.0,-0.028500619578686548
398,2018-02-20,27,0.05041599281221923,0.6449154281359013,JNUG,695.0,710.0,654.0,663.0,653.9443359375,264370,54,27.0,,0.27,14.580000000000002,-74.0,-0.09438775510204078
399,2018-02-21,3,0.02885265049415993,-0.4277083741735427,JNUG,686.5,732.0,660.0,660.0,650.9853515625,320106,75,27.0,,0.27,20.25,22.0,0.030985915492957705
400,2018-02-22,2,0.027954177897574126,-0.03114003674524335,JNUG,676.5,684.5,655.5,657.5,648.51953125,209518,53,27.0,,0.27,14.31,-47.5,-0.0648907103825137
401,2018-02-23,11,0.03604043126684636,0.2892681515765114,JNUG,663.0,689.0,653.5,681.0,671.698486328125,157922,45,27.0,,0.27,12.15,4.5,0.006574141709276837
402,2018-02-26,5,0.030649595687331537,0.09642271719217033,JNUG,702.0,718.0,691.5,716.5,706.7137451171875,178372,44,27.0,,0.27,11.88,29.0,0.04208998548621201
403,2018-02-27,3,0.02885265049415993,-0.05862867528508198,JNUG,696.5,698.5,641.0,655.0,646.0536499023438,330940,52,27.0,,0.27,14.04,-19.5,-0.027158774373259087
404,2018-02-28,1,0.02705570530098832,-0.0622800734904867,JNUG,660.5,671.0,646.0,648.0,639.1492919921875,167612,73,27.0,,0.27,19.71,-27.5,-0.03937007874015752
405,2018-03-01,1,0.02705570530098832,0.0,JNUG,630.0,684.5,604.0,676.0,666.7667846679688,389128,75,21.0,False,0.21,15.75,13.5,0.020119225037257715
406,2018-03-02,2,0.027954177897574126,0.03320824892903396,JNUG,696.0,705.0,663.0,668.0,658.8760986328125,270800,88,21.0,,0.21,18.48,20.5,0.02994886778670569
407,2018-03-05,7,0.032446540880503145,0.19924949357420374,JNUG,658.5,673.5,651.0,671.0,661.8350830078125,175204,62,21.0,,0.21,13.02,-31.5,-0.044680851063829796
408,2018-03-06,2,0.027954177897574126,-0.13845429623681216,JNUG,697.0,734.5,696.0,708.0,698.3297119140625,348712,90,21.0,,0.21,18.9,61.0,0.09057164068299928
409,2018-03-07,19,0.043228212039532796,0.5463953974222993,JNUG,701.0,710.0,651.0,661.0,651.9717407226562,325452,62,21.0,,0.21,13.02,-24.5,-0.03335602450646702
410,2018-03-08,14,0.03873584905660377,-0.10392201691850445,JNUG,665.0,671.0,647.0,665.5,656.41015625,241756,100,21.0,,0.21,21.0,-39.0,-0.05492957746478877
411,2018-03-09,1,0.02705570530098832,-0.30153318024725717,JNUG,652.0,687.5,651.5,662.5,653.451171875,251438,88,21.0,,0.21,18.48,16.5,0.024590163934426146
412,2018-03-12,142,0.1537403414195867,4.499726802301288,JNUG,652.5,679.0,638.5,676.5,667.2600708007812,218624,65,21.0,,0.21,13.65,-8.5,-0.012363636363636354
413,2018-03-14,85,0.10252740341419586,-0.3331132058931817,JNUG,668.0,682.0,661.5,669.0,659.8624267578125,112098,63,21.0,,0.21,13.23,3.0,0.004418262150220897
414,2018-03-15,1,0.02705570530098832,-0.7361124499399718,JNUG,658.5,662.5,642.5,651.5,642.6014404296875,237668,54,21.0,,0.21,11.34,-19.5,-0.02859237536656889
415,2018-03-16,2,0.027954177897574126,0.03320824892903396,JNUG,651.0,652.0,628.5,642.0,633.231201171875,199762,75,21.0,,0.21,15.75,-10.5,-0.01584905660377356
416,2018-03-19,1,0.02705570530098832,0.0,JNUG,642.5,671.0,631.5,660.0,650.9853515625,247068,73,21.0,,0.21,15.33,19.0,0.02914110429447847
417,2018-03-20,4,0.029751123090745735,0.09962474678710209,JNUG,650.0,654.0,634.5,640.5,631.751708984375,162886,86,21.0,,0.21,18.06,-17.0,-0.025335320417287588
418,2018-03-21,92,0.1088167115902965,2.6575665146619154,JNUG,664.0,721.0,655.0,707.0,697.3433837890625,487260,98,21.0,,0.21,20.58,67.0,0.10244648318042815
419,2018-03-23,1,0.02705570530098832,-0.7513644282612106,JNUG,725.0,746.0,712.5,722.5,712.6317138671875,324376,90,21.0,,0.21,18.9,25.0,0.03467406380027738
420,2018-03-26,6,0.03154806828391734,0.16604124464516978,JNUG,736.0,750.0,732.0,735.0,724.9609375,200832,57,21.0,,0.21,11.97,4.0,0.00536193029490617
421,2018-03-27,2,0.027954177897574126,-0.11391792213710017,JNUG,700.5,716.5,688.0,698.5,688.9595336914062,223648,85,21.0,,0.21,17.849999999999998,-33.5,-0.04466666666666663
422,2018-03-28,1,0.02705570530098832,-0.03214090573072359,JNUG,678.0,681.5,647.5,653.5,644.5741577148438,298810,63,21.0,,0.21,13.23,-35.0,-0.04884856943475224
423,2018-04-02,1,0.02705570530098832,-0.03214090573072359,JNUG,700.0,723.0,687.0,699.5,689.9458618164062,269690,87,17.0,,0.17,14.79,41.5,0.06089508437270719
424,2018-04-04,1,0.02705570530098832,0.0,JNUG,696.0,696.5,656.0,663.0,653.9443359375,196608,82,17.0,,0.17,13.94,-26.5,-0.03665283540802211
425,2018-04-06,13,0.03783737646001797,0.3984989871484075,JNUG,690.5,696.5,680.0,691.5,682.0551147460938,201030,77,17.0,,0.17,13.090000000000002,0.0,0.0
426,2018-04-09,1,0.02705570530098832,-0.3469737384251729,JNUG,689.0,709.5,672.0,689.5,680.0824584960938,154748,39,17.0,,0.17,6.630000000000001,13.0,0.01866475233309406
427,2018-04-10,1,0.02705570530098832,0.0,JNUG,701.5,720.0,694.5,706.5,696.8502807617188,146324,76,17.0,,0.17,12.920000000000002,10.5,0.014799154334038
428,2018-04-11,58,0.07826864330637916,1.8928701889549364,JNUG,730.0,785.5,727.5,755.5,745.180908203125,341684,100,17.0,,0.17,17.0,65.5,0.09097222222222223
429,2018-04-12,1,0.02705570530098832,-0.6543225465774338,JNUG,730.0,742.0,720.5,722.0,712.1385498046875,161174,77,17.0,,0.17,13.090000000000002,-43.5,-0.05537873965626994
430,2018-04-13,6,0.03154806828391734,0.16604124464516978,JNUG,743.0,774.0,741.0,760.5,750.1126708984375,188284,64,17.0,,0.17,10.88,32.0,0.043126684636118684
431,2018-04-16,3,0.02885265049415993,0.0,JNUG,772.5,772.5,746.0,758.5,748.1400146484375,142736,71,17.0,,0.17,12.07,-1.5,-0.0019379844961240345
432,2018-04-17,1,0.02705570530098832,-0.0622800734904867,JNUG,751.5,784.0,746.5,774.5,763.9215087890625,128108,75,17.0,,0.17,12.750000000000002,11.5,0.014886731391585695
433,2018-04-18,9,0.03424348607367475,0.26566599143227165,JNUG,794.5,819.0,789.0,791.5,780.689208984375,219844,70,17.0,,0.17,11.9,35.0,0.044642857142857206
434,2018-04-19,1,0.02705570530098832,-0.20990213313042783,JNUG,799.0,820.5,770.5,801.5,790.5526733398438,197592,51,17.0,,0.17,8.67,1.5,0.001831501831501825
435,2018-04-20,61,0.08096406109613657,1.9924949357420387,JNUG,771.5,774.0,751.5,762.0,751.5922241210938,201174,43,17.0,,0.17,7.31,-46.5,-0.05667276051188297
436,2018-04-23,27,0.05041599281221923,0.8634144721548833,JNUG,732.5,736.0,711.5,716.0,706.220458984375,186172,55,17.0,,0.17,9.35,-38.0,-0.04909560723514217
437,2018-04-24,3,0.02885265049415993,-0.4277083741735427,JNUG,725.5,744.0,720.0,738.5,728.4132080078125,161390,66,17.0,,0.17,11.22,8.0,0.010869565217391353
438,2018-04-26,1,0.02705570530098832,-0.0622800734904867,JNUG,726.5,733.5,709.0,723.0,713.1249389648438,139142,30,17.0,,0.17,5.1000000000000005,-10.5,-0.014112903225806495
439,2018-04-27,1,0.02705570530098832,0.0,JNUG,733.0,733.0,715.0,724.5,714.6043701171875,119966,51,17.0,,0.17,8.67,-0.5,-0.0006816632583503957
440,2018-04-30,2,0.027954177897574126,-0.2243661655822301,JNUG,697.5,711.0,688.0,692.0,682.5482788085938,199730,36,17.0,,0.17,6.12,-22.0,-0.030013642564802212
441,2018-05-02,2,0.027954177897574126,0.0,JNUG,713.0,770.5,709.5,728.0,718.0565795898438,301360,81,16.0,,0.16,12.96,59.5,0.08368495077355842
442,2018-05-03,15,0.03963432165318958,0.41783177449940534,JNUG,763.0,765.5,737.5,751.5,741.2355346679688,181122,56,16.0,,0.16,8.96,-5.0,-0.0064892926670993
443,2018-05-04,3,0.02885265049415993,-0.27202865368485485,JNUG,745.0,761.0,731.5,755.5,745.180908203125,128898,52,16.0,,0.16,8.32,-4.5,-0.005878510777269752
444,2018-05-07,11,0.03604043126684636,-0.06958458005705936,JNUG,741.5,762.0,741.5,743.5,733.3449096679688,144550,65,16.0,,0.16,10.4,1.0,0.0013140604467805073
445,2018-05-08,1,0.02705570530098832,-0.2492957395358113,JNUG,733.0,761.0,715.5,749.0,738.7697143554688,244596,81,16.0,,0.16,12.96,-1.0,-0.001312335958005284
446,2018-05-09,1,0.02705570530098832,0.0,JNUG,753.0,767.0,739.5,746.0,735.8107299804688,155188,70,16.0,,0.16,11.2,6.0,0.007884362680683266
447,2018-05-10,3,0.02885265049415993,0.06641649785806791,JNUG,770.0,792.5,767.5,791.0,780.1961059570312,223534,65,16.0,,0.16,10.4,25.5,0.033246414602346785
448,2018-05-14,3,0.02885265049415993,0.03214090573072337,JNUG,779.0,780.5,747.5,754.0,743.7014770507812,125912,52,16.0,,0.16,8.32,-12.0,-0.015141955835962118
449,2018-05-15,1,0.02705570530098832,-0.0622800734904867,JNUG,705.0,719.0,689.0,706.5,696.8502807617188,285658,71,16.0,,0.16,11.36,-61.5,-0.07879564381806536
450,2018-05-16,133,0.14565408805031446,4.383488858632484,JNUG,705.0,720.0,701.0,706.0,696.3570556640625,177012,51,16.0,,0.16,8.16,1.0,0.0013908205841446364
451,2018-05-17,3,0.02885265049415993,-0.8019097789813279,JNUG,706.0,706.5,696.5,705.5,695.8638916015625,128284,43,16.0,,0.16,6.88,-13.5,-0.018750000000000044
452,2018-05-21,1,0.02705570530098832,-0.16614515548417463,JNUG,710.0,722.0,698.0,721.0,711.1521606445312,151154,46,16.0,,0.16,7.36,15.5,0.021939136588818187
453,2018-05-22,2,0.027954177897574126,0.03320824892903396,JNUG,725.0,730.5,697.5,699.0,689.45263671875,160822,48,16.0,,0.16,7.68,8.5,0.011772853185595622
454,2018-05-23,1,0.02705570530098832,-0.03214090573072359,JNUG,694.0,721.0,690.0,716.0,706.220458984375,192470,44,16.0,,0.16,7.04,-9.5,-0.013004791238877433
455,2018-05-25,1,0.02705570530098832,0.0,JNUG,729.5,730.0,700.0,704.5,694.8775634765625,209222,66,16.0,,0.16,10.56,9.0,0.012482662968099856
456,2018-06-01,2,0.027954177897574126,-0.16166841807452914,JNUG,690.0,706.5,680.0,698.0,688.4664306640625,152362,82,16.0,False,0.16,13.12,-23.5,-0.03219178082191776
457,2018-06-04,5,0.030649595687331537,-0.9068238494672409,JNUG,713.0,715.0,694.5,697.5,687.97314453125,109388,56,16.0,,0.16,8.96,8.5,0.012031139419674375
458,2018-06-05,1,0.02705570530098832,-0.11725735057016384,JNUG,697.5,709.0,688.0,706.0,696.3570556640625,155436,57,16.0,,0.16,9.12,-6.0,-0.008391608391608352
459,2018-06-06,9,0.03424348607367475,0.26566599143227165,JNUG,710.0,717.0,697.5,708.0,698.3297119140625,136614,68,16.0,,0.16,10.88,8.0,0.01128349788434413
460,2018-06-07,2,0.027954177897574126,-0.18366436648912432,JNUG,710.5,713.0,700.0,705.0,695.3706665039062,99576,61,16.0,,0.16,9.76,-4.0,-0.00557880055788007
461,2018-06-13,1,0.02705570530098832,-0.03214090573072359,JNUG,702.5,715.0,672.0,707.5,697.8366088867188,279760,77,16.0,,0.16,12.32,2.0,0.0028050490883591017
462,2018-06-15,12,0.03693890386343217,0.36529073821937375,JNUG,694.5,696.5,679.0,690.0,680.5756225585938,252638,67,16.0,,0.16,10.72,-18.5,-0.025874125874125853
463,2018-06-20,1,0.02705570530098832,-0.2675552744873885,JNUG,676.5,684.0,655.0,661.0,651.9717407226562,177202,97,16.0,,0.16,15.52,-12.5,-0.017946877243359638
464,2018-06-21,10,0.035141958670260556,0.2988742403613056,JNUG,661.0,676.5,657.5,668.5,659.3692626953125,101682,92,16.0,,0.16,14.72,-7.5,-0.010964912280701733
465,2018-06-26,4,0.029751123090745735,-0.15340168230511586,JNUG,660.5,674.5,657.5,668.5,659.3692626953125,131178,92,16.0,,0.16,14.72,-2.0,-0.002956393200295615
466,2018-06-27,12,0.03693890386343217,0.24159695587835595,JNUG,660.0,672.5,648.5,651.0,642.1082763671875,154918,67,16.0,,0.16,10.72,-2.0,-0.002965159377316562
467,2018-07-06,18,0.04232973944294699,0.1459392406294846,JNUG,722.5,741.0,719.5,730.0,720.029296875,146418,52,18.0,,0.18,9.36,68.5,0.1018587360594796
468,2018-07-09,3,0.02885265049415993,-0.23745636739249154,JNUG,754.0,761.0,729.5,732.0,722.0020141601562,132914,42,18.0,,0.18,7.56,20.0,0.026990553306342813
469,2018-07-10,2,0.027954177897574126,-0.03114003674524335,JNUG,717.0,731.0,705.0,725.5,715.5907592773438,122030,71,18.0,,0.18,12.78,-30.0,-0.03942181340341655
470,2018-07-11,2,0.027954177897574126,0.0,JNUG,705.5,716.0,671.0,674.0,664.7941284179688,237472,34,18.0,,0.18,6.12,-15.0,-0.020519835841313228
471,2018-07-12,2,0.027954177897574126,0.0,JNUG,688.0,696.5,680.0,681.5,672.1917114257812,136216,38,18.0,,0.18,6.84,-19.5,-0.0272346368715084
472,2018-07-18,12,0.03693890386343217,0.13845429623681227,JNUG,638.5,655.0,627.5,653.0,644.0809326171875,152542,48,18.0,,0.18,8.64,-41.5,-0.05958363244795406
473,2018-07-19,1,0.02705570530098832,-0.2675552744873885,JNUG,620.5,657.5,620.0,628.5,619.9155883789062,315156,100,18.0,,0.18,18.0,2.5,0.003816793893129722
474,2018-07-20,1,0.02705570530098832,0.0,JNUG,644.5,650.0,633.5,639.5,630.7654418945312,148392,56,18.0,,0.18,10.08,-7.5,-0.011406844106463865
475,2018-07-23,2,0.027954177897574126,0.03320824892903396,JNUG,631.5,638.0,613.0,618.5,610.0521850585938,194284,39,18.0,,0.18,7.02,-12.0,-0.018461538461538418
476,2018-07-25,2,0.027954177897574126,0.0,JNUG,649.5,655.0,636.0,655.0,646.0536499023438,168918,57,18.0,,0.18,10.26,17.0,0.026645768025078453
477,2018-07-26,6,0.03154806828391734,0.12856362292289392,JNUG,645.0,652.5,626.5,628.0,619.4224243164062,158394,53,18.0,,0.18,9.54,-2.5,-0.003816793893129722
478,2018-07-27,2,0.027954177897574126,-0.11391792213710017,JNUG,637.0,639.5,622.5,626.0,617.4497680664062,128552,31,18.0,,0.18,5.58,-13.0,-0.01992337164750957
479,2018-07-30,30,0.05311141060197664,0.8999453604602576,JNUG,627.5,628.5,612.5,615.0,606.5999755859375,107374,39,18.0,,0.18,7.02,-11.0,-0.01720093823299451
480,2018-07-31,11,0.03604043126684636,-0.3214183005430278,JNUG,614.5,635.0,608.5,617.5,609.0657958984375,164822,65,18.0,,0.18,11.7,6.5,0.010342084327764622
481,2018-08-01,4,0.029751123090745735,-0.17450701767506793,JNUG,617.0,622.0,604.0,606.0,597.722900390625,158064,60,28.0,False,0.28,16.8,-13.0,-0.020472440944881876
482,2018-08-02,70,0.0890503144654088,1.993174885996436,JNUG,607.0,609.0,585.0,587.5,579.4755859375,178496,54,28.0,,0.28,15.12,-13.0,-0.020900321543408373
483,2018-08-03,6,0.03154806828391734,-0.645727603846115,JNUG,600.0,620.5,593.0,599.5,591.3117065429688,229782,71,28.0,,0.28,19.880000000000003,11.5,0.018883415435139606
484,2018-08-07,1,0.02705570530098832,-0.5642932588659153,JNUG,592.0,593.5,557.0,559.5,551.8580322265625,212250,55,28.0,,0.28,15.400000000000002,-27.0,-0.043513295729250556
485,2018-08-08,1,0.02705570530098832,0.0,JNUG,561.5,568.5,546.0,563.0,555.3102416992188,203142,64,28.0,,0.28,17.92,-25.0,-0.04212299915754003
486,2018-08-13,3,0.02885265049415993,0.03214090573072337,JNUG,536.5,536.5,486.0,495.0,488.239013671875,329736,94,28.0,,0.28,26.320000000000004,-32.0,-0.05628847845206686
487,2018-08-14,2,0.027954177897574126,-0.03114003674524335,JNUG,499.5,505.5,480.0,483.0,476.4029541015625,151340,60,28.0,,0.28,16.8,-31.0,-0.05778191985088532
488,2018-08-15,5,0.030649595687331537,0.09642271719217033,JNUG,452.0,454.0,383.0,397.5,392.07073974609375,561472,100,28.0,,0.28,28.000000000000004,-51.5,-0.10187932739861527
489,2018-08-16,69,0.08815184186882301,1.876117609122622,JNUG,412.5,422.0,361.0,362.0,357.0556030273437,352262,94,28.0,,0.28,26.320000000000004,-32.0,-0.07048458149779735
490,2018-08-17,3,0.02885265049415993,-0.6726937306982765,JNUG,373.5,398.5,366.0,391.0,385.6594848632813,604816,94,28.0,,0.28,26.320000000000004,-23.5,-0.055687203791469186
491,2018-08-20,11,0.03604043126684636,0.3320824892903398,JNUG,405.0,416.0,387.5,405.0,399.46826171875,425424,99,28.0,,0.28,27.72,17.5,0.04391468005018817
492,2018-08-21,2,0.027954177897574126,-0.2243661655822301,JNUG,408.0,418.0,397.5,412.0,406.3726806640625,258032,73,28.0,,0.28,20.44,2.0,0.004807692307692291
493,2018-08-22,3,0.02885265049415993,0.03214090573072337,JNUG,422.5,422.5,405.0,415.5,409.8248596191406,211784,60,28.0,,0.28,16.8,4.5,0.010765550239234534
494,2018-08-23,3,0.02885265049415993,0.0,JNUG,402.0,402.5,365.5,376.0,370.8644104003906,427242,92,28.0,,0.28,25.76,-20.0,-0.047337278106508895
495,2018-08-24,1,0.02705570530098832,-0.0622800734904867,JNUG,392.0,431.5,388.5,418.0,412.290771484375,469996,79,28.0,,0.28,22.12,29.0,0.07204968944099388
496,2018-08-28,4,0.029751123090745735,0.06428181146144696,JNUG,454.5,460.0,401.5,415.5,409.8248596191406,523352,68,28.0,,0.28,19.040000000000003,28.5,0.0660486674391656
497,2018-08-29,2,0.027954177897574126,-0.060399238969588986,JNUG,418.5,424.5,404.5,413.5,407.8522033691406,205572,77,28.0,,0.28,21.56,-35.5,-0.07717391304347831
498,2018-08-30,4,0.029751123090745735,0.06428181146144696,JNUG,404.5,405.5,390.0,395.5,390.0980529785156,263308,81,28.0,,0.28,22.680000000000003,-19.0,-0.044758539458186086
499,2018-08-31,4,0.029751123090745735,0.0,JNUG,395.5,407.5,387.5,390.5,385.1663208007813,229848,65,28.0,,0.28,18.200000000000003,2.0,0.004932182490752224
500,2018-09-04,2,0.027954177897574126,-0.13845429623681216,JNUG,376.5,380.0,356.0,370.0,364.94635009765625,319344,63,21.0,,0.21,13.23,-27.5,-0.06748466257668717
501,2018-09-05,5,0.030649595687331537,0.09642271719217033,JNUG,374.0,374.5,353.5,358.5,353.6034240722656,301562,90,21.0,,0.21,18.9,-5.5,-0.014473684210526305
502,2018-09-06,1,0.02705570530098832,-0.11725735057016384,JNUG,365.0,375.0,351.5,355.0,350.1512145996094,344128,72,21.0,,0.21,15.12,0.5,0.001335113484646211
