,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,RED_unscaled,RED_monthly,isPartial,scale,RED,Stock_Price_Change,Stock_Price_Change_Percent
16,2021-03-01,75,0.18041176470588235,0.3991788321167884,RED,1.6920000314712524,1.6920000314712524,1.684000015258789,1.649999976158142,1.649999976158142,11930,84,56.0,False,0.56,47.040000000000006,-0.003000020980834961,-0.0017699238277278928
17,2021-03-02,1,0.07158823529411765,-0.6031953048581675,RED,1.659999966621399,1.659999966621399,1.659999966621399,1.649999976158142,1.649999976158142,1160,83,56.0,,0.56,46.48,-0.032000064849853516,-0.0189125675263897
18,2021-03-03,2,0.07305882352941176,0.020542317173377178,RED,1.6399999856948853,1.6399999856948853,1.4850000143051147,1.5299999713897705,1.5299999713897705,80083,81,56.0,,0.56,45.36000000000001,-0.019999980926513672,-0.012048181523292234
19,2021-03-04,3,0.07452941176470589,0.020128824476650653,RED,1.5140000581741333,1.5140000581741333,1.5049999952316284,1.5299999713897705,1.5299999713897705,7590,82,56.0,,0.56,45.92,-0.12599992752075195,-0.07682922476817244
20,2021-03-05,5,0.07747058823529412,0.03946329913180757,RED,1.5190000534057615,1.5190000534057615,1.402500033378601,1.4299999475479126,1.4299999475479126,12462,86,56.0,,0.56,48.16,0.004999995231628196,0.0033025066311147544
21,2021-03-08,1,0.07158823529411765,-0.21076523994811935,RED,1.3830000162124634,1.4199999570846558,1.3025000095367432,1.3700000047683716,1.3700000047683716,83348,81,56.0,,0.56,45.36000000000001,-0.09900009632110573,-0.06517451799895391
22,2021-03-09,1,0.07158823529411765,0.0,RED,1.4199999570846558,1.565000057220459,1.4199999570846558,1.5499999523162842,1.5499999523162842,32410,79,56.0,,0.56,44.24,0.14500010013580322,0.10211274966056827
23,2021-03-10,3,0.07452941176470589,0.041084634346754356,RED,1.5175000429153442,1.5175000429153442,1.4500000476837158,1.5,1.5,58031,79,56.0,,0.56,44.24,-0.047500014305114746,-0.030351445730601334
24,2021-03-11,1,0.07158823529411765,-0.03946329913180746,RED,1.4700000286102295,1.4800000190734863,1.4700000286102295,1.4700000286102295,1.4700000286102295,12294,79,56.0,,0.56,44.24,-0.03750002384185791,-0.02471171188227106
25,2021-03-12,3,0.07452941176470589,0.041084634346754356,RED,1.4980000257492063,1.4980000257492063,1.4529999494552612,1.4500000476837158,1.4500000476837158,27644,85,56.0,,0.56,47.6,0.018000006675719993,0.01216216651604407
26,2021-03-15,1,0.07158823529411765,0.0,RED,1.4600000381469729,1.4600000381469729,1.4570000171661377,1.4500000476837158,1.4500000476837158,6489,78,56.0,,0.56,43.68000000000001,-0.03799998760223344,-0.025367147496027753
27,2021-03-16,4,0.076,0.061626951520131534,RED,1.4355000257492063,1.469499945640564,1.4355000257492063,1.4500000476837158,1.4500000476837158,17817,81,56.0,,0.56,45.36000000000001,0.009499907493591087,0.006506785784504698
28,2021-03-17,3,0.07452941176470589,-0.01934984520123828,RED,1.4617999792099,1.4617999792099,1.43149995803833,1.4500000476837158,1.4500000476837158,19997,83,56.0,,0.56,46.48,-0.0076999664306640625,-0.005239854859135473
29,2021-03-18,59,0.15688235294117647,1.1049723756906076,RED,1.4585000276565552,1.4585000276565552,1.4199999570846558,1.4500000476837158,1.4500000476837158,12745,81,56.0,,0.56,45.36000000000001,-0.0032999515533447266,-0.0022574576551357417
30,2021-03-19,55,0.151,-0.03749531308586429,RED,1.440000057220459,1.440000057220459,1.4375,1.4500000476837158,1.4500000476837158,4082,89,56.0,,0.56,49.84,-0.01849997043609619,-0.012684244144870571
31,2021-03-22,1,0.07158823529411765,-0.2807328605200945,RED,1.4579999446868896,1.4579999446868896,1.4329999685287476,1.4500000476837158,1.4500000476837158,17869,85,56.0,,0.56,47.6,0.017999887466430664,0.012499921354985677
32,2021-03-23,2,0.07305882352941176,0.020542317173377178,RED,1.4270000457763672,1.4270000457763672,1.4270000457763672,1.4500000476837158,1.4500000476837158,701,83,56.0,,0.56,46.48,-0.03099989891052246,-0.0212619342157655
33,2021-03-24,2,0.07305882352941176,0.0,RED,1.468999981880188,1.468999981880188,1.4470000267028809,1.4500000476837158,1.4500000476837158,16093,83,56.0,,0.56,46.48,0.0419999361038208,0.0294323298924426
34,2021-03-25,2,0.07305882352941176,0.0,RED,1.4450000524520874,1.4450000524520874,1.4220000505447388,1.4500000476837158,1.4500000476837158,14588,82,56.0,,0.56,45.92,-0.023999929428100586,-0.016337596816973998
35,2021-03-26,117,0.2421764705882353,2.3148148148148153,RED,1.409999966621399,1.409999966621399,1.409999966621399,1.4299999475479126,1.4299999475479126,9727,91,56.0,,0.56,50.96000000000001,-0.03500008583068848,-0.024221511806380325
36,2021-03-29,1,0.07158823529411765,-0.03946329913180746,RED,1.4299999475479126,1.3996000289916992,1.3925000429153442,1.4299999475479126,1.4299999475479126,3499,84,56.0,,0.56,47.040000000000006,-0.010399937629699707,-0.007375842465173754
37,2021-03-30,1,0.07158823529411765,0.0,RED,1.4049999713897705,1.4010000228881836,1.3597999811172483,1.3650000095367432,1.3650000095367432,8677,80,56.0,,0.56,44.8,0.001399993896484375,0.0010002814143215133
38,2021-03-31,1,0.07158823529411765,0.0,RED,1.3899999856948853,1.409999966621399,1.3700000047683716,1.375,1.375,21186,82,56.0,,0.56,45.92,0.008999943733215332,0.006423942602557409
39,2021-04-01,13,0.08923529411764707,0.24650780608052592,RED,1.375,1.3899999856948853,1.3700000047683716,1.375,1.375,39864,78,62.0,False,0.62,48.36,-0.019999980926513672,-0.014184383971608927
40,2021-04-05,30,0.11423529411764706,0.5957271980279375,RED,1.375,1.375,1.375,1.375,1.375,0,75,62.0,,0.62,46.5,-0.014999985694885254,-0.010791356726084111
41,2021-04-06,41,0.13041176470588237,0.14160659114315144,RED,1.375,1.534999966621399,1.371000051498413,1.5,1.5,19610,80,62.0,,0.62,49.6,0.15999996662139893,0.11636361208829005
42,2021-04-07,3,0.07452941176470589,-0.42850699142986015,RED,1.5,1.5499999523162842,1.4824999570846558,1.5,1.5,25798,84,62.0,,0.62,52.08,0.014999985694885254,0.009771977863882952
43,2021-04-08,1,0.07158823529411765,-0.03946329913180746,RED,1.5,1.5499999523162842,1.4824999570846558,1.5449999570846558,1.5449999570846558,8332,78,62.0,,0.62,48.36,0.0,0.0
44,2021-04-09,1,0.07158823529411765,0.0,RED,1.5449999570846558,1.5470000505447388,1.5460000038146973,1.5449999570846558,1.5449999570846558,6125,78,62.0,,0.62,48.36,-0.00299990177154541,-0.0019354205573118843
45,2021-04-12,216,0.38776470588235296,4.20284135753749,RED,1.5449999570846558,1.5494999885559082,1.5099999904632568,1.5449999570846558,1.5449999570846558,1782,80,62.0,,0.62,49.6,0.0024999380111694336,0.0016159909046473686
46,2021-04-13,164,0.31129411764705883,-0.19720873786407767,RED,1.5449999570846558,1.537500023841858,1.5190000534057615,1.5199999809265137,1.5199999809265137,11581,78,62.0,,0.62,48.36,-0.011999964714050293,-0.007744410973009375
47,2021-04-14,104,0.22305882352941175,-0.28344671201814065,RED,1.5199999809265137,1.5140000581741333,1.508999943733215,1.5199999809265137,1.5199999809265137,5558,80,62.0,,0.62,49.6,-0.02349996566772461,-0.015284530278577568
48,2021-04-15,2,0.07305882352941176,-0.6724683544303798,RED,1.5199999809265137,1.5019999742507937,1.4107999801635742,1.4550000429153442,1.4550000429153442,10232,85,62.0,,0.62,52.7,-0.012000083923339622,-0.007926078905050815
49,2021-04-16,2,0.07305882352941176,0.0,RED,1.4550000429153442,1.4240000247955322,1.3503999710083008,1.350000023841858,1.350000023841858,70935,81,62.0,,0.62,50.22,-0.07799994945526145,-0.0519307262266554
50,2021-04-19,12,0.08776470588235294,0.09144111192392113,RED,1.350000023841858,1.36899995803833,1.2549999952316284,1.25,1.25,50831,82,62.0,,0.62,50.84,-0.05500006675720215,-0.038623641713137924
51,2021-04-20,1,0.07158823529411765,-0.18431635388739942,RED,1.25,1.258999943733215,1.1607999801635742,1.1950000524520874,1.1950000524520874,86361,74,62.0,,0.62,45.88,-0.11000001430511497,-0.08035063380333218
52,2021-04-21,20,0.09952941176470588,0.39030402629416594,RED,1.1950000524520874,1.1744999885559082,1.1150000095367432,1.1549999713897705,1.1549999713897705,41679,78,62.0,,0.62,48.36,-0.0844999551773069,-0.06711672673053959
53,2021-04-22,1,0.07158823529411765,-0.2807328605200945,RED,1.1549999713897705,1.218999981880188,1.1664999723434448,1.190000057220459,1.190000057220459,32944,81,62.0,,0.62,50.22,0.044499993324279785,0.03788845786111428
54,2021-04-23,19,0.09805882352941177,0.36976170912078876,RED,1.190000057220459,1.194000005722046,1.1640000343322754,1.190000057220459,1.190000057220459,35461,82,62.0,,0.62,50.84,-0.02499997615814209,-0.020508594364031185
55,2021-04-27,3,0.07452941176470589,0.0,RED,1.3550000190734863,1.3694000244140625,1.3524999618530271,1.3300000429153442,1.3300000429153442,24854,79,62.0,,0.62,48.98,0.1754000186920166,0.14690118748026904
56,2021-04-28,26,0.10835294117647058,0.4538279400157852,RED,1.3300000429153442,1.3450000286102295,1.3009999990463257,1.3049999475479126,1.3049999475479126,3901,81,62.0,,0.62,50.22,-0.024399995803833008,-0.017818019109699712
57,2021-04-29,11,0.08629411764705883,-0.2035830618892508,RED,1.3049999475479126,1.3029999732971191,1.3029999732971191,1.3049999475479126,1.3049999475479126,7378,78,62.0,,0.62,48.36,-0.04200005531311035,-0.03122680626000318
58,2021-04-30,8,0.08188235294117648,-0.05112474437627812,RED,1.3049999475479126,1.3300000429153442,1.309000015258789,1.3049999475479126,1.3049999475479126,9683,79,62.0,,0.62,48.98,0.027000069618225098,0.02072146597969904
59,2021-05-03,1,0.07158823529411765,-0.1257183908045978,RED,1.3049999475479126,1.3049999475479126,1.3049999475479126,1.3049999475479126,1.3049999475479126,0,75,63.0,,0.63,47.25,-0.02500009536743164,-0.01879706357951072
60,2021-05-04,1,0.07158823529411765,0.0,RED,1.3049999475479126,1.3890000581741333,1.3392000198364258,1.340000033378601,1.340000033378601,62773,70,63.0,,0.63,44.1,0.0840001106262207,0.06436790345015453
61,2021-05-05,3,0.07452941176470589,0.041084634346754356,RED,1.340000033378601,1.378000020980835,1.3411999940872192,1.3300000429153442,1.3300000429153442,6026,75,63.0,,0.63,47.25,-0.01100003719329834,-0.007919392896036381
62,2021-05-06,1,0.07158823529411765,-0.03946329913180746,RED,1.3300000429153442,1.3200000524520874,1.2710000276565552,1.2899999618530271,1.2899999618530271,35267,75,63.0,,0.63,47.25,-0.05799996852874756,-0.04208996200701376
63,2021-05-07,1,0.07158823529411765,0.0,RED,1.2899999618530271,1.2960000038146973,1.2510000467300415,1.2599999904632568,1.2599999904632568,7531,77,63.0,,0.63,48.51,-0.024000048637390137,-0.018181854305843848
64,2021-05-10,1,0.07158823529411765,-0.07593014426727418,RED,1.2599999904632568,1.2510000467300415,1.2209999561309814,1.25,1.25,15092,76,63.0,,0.63,47.88,-0.04499995708465576,-0.034722189006328064
65,2021-05-11,2,0.07305882352941176,0.020542317173377178,RED,1.309999942779541,1.694000005722046,1.4049999713897705,1.565000057220459,1.565000057220459,211848,76,63.0,,0.63,47.88,0.4429999589920044,0.35411666062679314
66,2021-05-12,2,0.07305882352941176,0.0,RED,1.565000057220459,1.6483999490737915,1.4609999656677246,1.6100000143051147,1.6100000143051147,65952,71,63.0,,0.63,44.73,-0.045600056648254395,-0.026918569359046685
67,2021-05-13,1,0.07158823529411765,-0.020128824476650542,RED,1.6100000143051147,1.5950000286102295,1.5334999561309814,1.5499999523162842,1.5499999523162842,33190,75,63.0,,0.63,47.25,-0.05339992046356201,-0.03239500249533889
68,2021-05-14,1,0.07158823529411765,0.0,RED,1.5499999523162842,1.5850000381469729,1.531000018119812,1.5700000524520874,1.5700000524520874,30582,78,63.0,,0.63,49.14,-0.009999990463256614,-0.006269586384879178
69,2021-05-17,140,0.276,2.144772117962467,RED,1.6050000190734863,1.777999997138977,1.64900004863739,1.75,1.75,54430,75,63.0,,0.63,47.25,0.19299995899200417,0.12176653271102822
70,2021-05-18,20,0.09952941176470588,-0.639386189258312,RED,1.75,1.7230000495910645,1.7000000476837158,1.7000000476837158,1.7000000476837158,20243,74,63.0,,0.63,46.62,-0.0549999475479126,-0.030933603845002433
71,2021-05-19,1,0.07158823529411765,-0.2807328605200945,RED,1.7000000476837158,1.7000000476837158,1.684999942779541,1.6950000524520874,1.6950000524520874,9399,75,63.0,,0.63,47.25,-0.023000001907348633,-0.013348810937531597
72,2021-05-20,8,0.08188235294117648,0.14379622021364025,RED,1.6950000524520874,1.659000039100647,1.649999976158142,1.649999976158142,1.649999976158142,12117,77,63.0,,0.63,48.51,-0.04100000858306885,-0.0241176514312057
73,2021-05-21,28,0.11129411764705882,0.3591954022988504,RED,1.649999976158142,1.6100000143051147,1.559999942779541,1.600000023841858,1.600000023841858,50259,80,63.0,,0.63,50.4,-0.04900002479553223,-0.029535879228848816
74,2021-05-24,11,0.08629411764705883,0.09314456035767504,RED,1.600000023841858,1.5938999652862549,1.587499976158142,1.590000033378601,1.590000033378601,9225,74,63.0,,0.63,46.62,-0.016100049018859863,-0.010000030357644851
75,2021-05-25,2,0.07305882352941176,-0.15337423312883447,RED,1.590000033378601,1.6885000467300415,1.6399999856948853,1.649999976158142,1.649999976158142,21765,76,63.0,,0.63,47.88,0.09460008144378662,0.05935132913237573
76,2021-05-26,11,0.08629411764705883,0.1811594202898552,RED,1.649999976158142,1.6649999618530271,1.6200000047683716,1.649999976158142,1.649999976158142,21125,77,63.0,,0.63,48.51,-0.023500084877014382,-0.013917728295314347
77,2021-05-27,2,0.07305882352941176,-0.15337423312883447,RED,1.649999976158142,1.6799999475479126,1.600000023841858,1.6399999856948853,1.6399999856948853,42274,79,63.0,,0.63,49.77,0.014999985694885476,0.009009000623754648
78,2021-05-28,36,0.12305882352941176,0.6843800322061193,RED,1.6399999856948853,1.6399999856948853,1.600000023841858,1.6100000143051147,1.6100000143051147,11264,79,63.0,,0.63,49.77,-0.039999961853027344,-0.023809501846360326
79,2021-06-01,8,0.08188235294117648,0.056947608200455635,RED,1.6100000143051147,1.6059999465942385,1.59975004196167,1.5950000286102295,1.5950000286102295,8101,73,63.0,False,0.63,45.99,-0.03400003910064675,-0.020731731339766135
80,2021-06-02,-11,0.053941176470588235,-0.34123563218390807,RED,1.5950000286102295,1.5889999866485596,1.5889999866485596,1.5950000286102295,1.5950000286102295,1443,72,63.0,,0.63,45.36,-0.016999959945678933,-0.010585280517430795
81,2021-06-03,68,0.17011764705882354,2.1537622682660853,RED,1.5950000286102295,1.5880000591278076,1.5295000076293943,1.534999966621399,1.534999966621399,3171,76,63.0,,0.63,47.88,-0.0009999275207519531,-0.0006292810126833359
82,2021-06-04,4,0.076,-0.5532503457814661,RED,1.534999966621399,1.5199999809265137,1.502500057220459,1.5,1.5,14852,74,63.0,,0.63,46.62,-0.06800007820129395,-0.04282120634091302
83,2021-06-07,3,0.07452941176470589,0.020128824476650653,RED,1.5,1.5075000524520874,1.450600028038025,1.4900000095367432,1.4900000095367432,40166,78,63.0,,0.63,49.14,-0.01249992847442627,-0.008223637257420813
84,2021-06-08,1,0.07158823529411765,-0.03946329913180746,RED,1.4900000095367432,1.464750051498413,1.409999966621399,1.399999976158142,1.399999976158142,15467,73,63.0,,0.63,45.99,-0.042750000953674316,-0.028358208601145685
85,2021-06-09,2,0.07305882352941176,0.020542317173377178,RED,1.399999976158142,1.4670000076293943,1.4429999589920044,1.4550000429153442,1.4550000429153442,7455,75,63.0,,0.63,47.25,0.0022499561309812233,0.001536068306452476
86,2021-06-10,78,0.18482352941176472,1.5297906602254434,RED,1.4550000429153442,1.4539999961853027,1.4234999418258667,1.4550000429153442,1.4550000429153442,2242,75,63.0,,0.63,47.25,-0.013000011444091575,-0.008861630113485175
87,2021-06-11,1,0.07158823529411765,-0.612667091024825,RED,1.4550000429153442,1.4428000450134275,1.4206000566482544,1.4550000429153442,1.4550000429153442,497,80,63.0,,0.63,50.4,-0.011199951171875222,-0.007702855021498811
88,2021-06-14,4,0.076,0.08389261744966436,RED,1.4550000429153442,1.38100004196167,1.38100004196167,1.3899999856948853,1.3899999856948853,80,73,63.0,,0.63,45.99,-0.06180000305175759,-0.042833380318602954
89,2021-06-15,1,0.07158823529411765,-0.058049535603715174,RED,1.3899999856948853,1.409000039100647,1.3975000381469729,1.3899999856948853,1.3899999856948853,5305,74,63.0,,0.63,46.62,0.02799999713897705,0.02027516023765208
90,2021-06-16,1,0.07158823529411765,0.0,RED,1.3899999856948853,1.4175000190734863,1.4175000190734863,1.3899999856948853,1.3899999856948853,731,78,63.0,,0.63,49.14,0.008499979972839355,0.006032632886415534
91,2021-06-17,3,0.07452941176470589,0.041084634346754356,RED,1.3899999856948853,1.406999945640564,1.406999945640564,1.3899999856948853,1.3899999856948853,1617,81,63.0,,0.63,51.03,-0.010500073432922363,-0.00740745911226548
92,2021-06-18,5,0.07747058823529412,0.03946329913180757,RED,1.3899999856948853,1.3960000276565552,1.383550047874451,1.3899999856948853,1.3899999856948853,6960,77,63.0,,0.63,48.51,-0.010999917984008789,-0.00781799460482624
93,2021-06-21,2,0.07305882352941176,-0.09144111192392101,RED,1.3899999856948853,1.3554999828338623,1.3554999828338623,1.3899999856948853,1.3899999856948853,6006,75,63.0,,0.63,47.25,-0.04050004482269287,-0.029011492851242826
94,2021-06-29,1,0.07158823529411765,0.0,RED,1.274999976158142,1.284500002861023,1.256700038909912,1.2899999618530271,1.2899999618530271,10750,83,63.0,,0.63,52.29,-0.07099997997283936,-0.05237918175727596
95,2021-06-30,4,0.076,0.061626951520131534,RED,1.2799999713897705,1.2675000429153442,1.1890000104904177,1.2350000143051147,1.2350000143051147,11969,81,63.0,,0.63,51.03,-0.01699995994567871,-0.013234690469298482
96,2021-07-01,1,0.07158823529411765,-0.058049535603715174,RED,1.2350000143051147,1.2975000143051147,1.2419999837875366,1.284999966621399,1.284999966621399,7796,79,68.0,False,0.68,53.720000000000006,0.029999971389770508,0.02366861567970302
97,2021-07-02,1,0.07158823529411765,0.0,RED,1.284999966621399,1.2975000143051147,1.2649999856948853,1.284999966621399,1.284999966621399,5685,74,68.0,,0.68,50.32,0.0,0.0
98,2021-07-06,17,0.09511764705882353,0.35654362416107377,RED,1.284999966621399,1.2444499731063845,1.222499966621399,1.2599999904632568,1.2599999904632568,10078,75,68.0,,0.68,51.00000000000001,-0.05305004119873025,-0.04088635114747308
99,2021-07-07,1,0.07158823529411765,-0.2473716759431045,RED,1.2599999904632568,1.239989995956421,1.2200000286102295,1.2400000095367432,1.2400000095367432,13759,73,68.0,,0.68,49.64,-0.004459977149963601,-0.003583894287715439
100,2021-07-08,1,0.07158823529411765,0.0,RED,1.2400000095367432,1.2274999618530271,1.2009999752044678,1.2400000095367432,1.2400000095367432,7054,72,68.0,,0.68,48.96,-0.012490034103393777,-0.010072689412110925
101,2021-07-09,0,0.07011764705882353,-0.020542317173377067,RED,1.2400000095367432,1.2239999771118164,1.2009999752044678,1.2400000095367432,1.2400000095367432,7200,75,68.0,,0.68,51.00000000000001,-0.0034999847412107155,-0.0028513114867451117
102,2021-07-12,9,0.08335294117647059,0.01795977011494254,RED,1.2400000095367432,1.2100000381469729,1.155500054359436,1.1749999523162842,1.1749999523162842,12701,79,68.0,,0.68,53.720000000000006,-0.013999938964843528,-0.01143785884529036
103,2021-07-13,2,0.07305882352941176,-0.12350035285815109,RED,1.1749999523162842,1.1829999685287476,1.159999966621399,1.1749999523162842,1.1749999523162842,57752,78,68.0,,0.68,53.040000000000006,-0.02700006961822532,-0.022314106419016322
104,2021-07-14,19,0.09805882352941177,0.34219001610305977,RED,1.1749999523162842,1.1694999933242798,1.1510000228881836,1.149999976158142,1.149999976158142,2081,76,68.0,,0.68,51.68000000000001,-0.013499975204467773,-0.011411644601527104
105,2021-07-15,1,0.07158823529411765,-0.2699460107978404,RED,1.149999976158142,1.1684999465942385,1.1216000318527222,1.149999976158142,1.149999976158142,45559,77,68.0,,0.68,52.36000000000001,-0.0010000467300412819,-0.0008551062297987855
106,2021-07-16,17,0.09511764705882353,0.3286770747740344,RED,1.149999976158142,1.1447499990463257,1.10099995136261,1.1399999856948853,1.1399999856948853,24982,77,68.0,,0.68,52.36000000000001,-0.02374994754791282,-0.02032515929259171
107,2021-07-19,1,0.07158823529411765,-0.020128824476650542,RED,1.1399999856948853,1.1230000257492063,1.0230000019073486,1.0750000476837158,1.0750000476837158,15997,85,68.0,,0.68,57.8,-0.021749973297119363,-0.01899975830114775
108,2021-07-20,27,0.10982352941176471,0.5341002465078062,RED,1.100000023841858,1.1100000143051147,1.059999942779541,1.0499999523162842,1.0499999523162842,8614,82,68.0,,0.68,55.760000000000005,-0.013000011444091575,-0.011576145276950167
109,2021-07-21,9,0.08335294117647059,-0.24102838778789504,RED,1.0499999523162842,1.05649995803833,1.0460000038146973,1.0499999523162842,1.0499999523162842,4869,77,68.0,,0.68,52.36000000000001,-0.05350005626678467,-0.04819824826784069
110,2021-07-22,2,0.07305882352941176,-0.12350035285815109,RED,1.0499999523162842,1.0788999795913696,1.044800043106079,1.0499999523162842,1.0499999523162842,7710,79,68.0,,0.68,53.720000000000006,0.02240002155303955,0.02120210358988661
111,2021-07-26,280,0.4818823529411765,5.4656669297553275,RED,1.1150000095367432,1.0936599969863892,1.0820000171661377,1.1150000095367432,1.1150000095367432,1887,77,68.0,,0.68,52.36000000000001,0.014760017395019531,0.01368061699343981
112,2021-07-27,17,0.09511764705882353,-0.8026123046875,RED,1.1150000095367432,1.1267999410629272,1.1267999410629272,1.090000033378601,1.090000033378601,1001,81,68.0,,0.68,55.080000000000005,0.033139944076538086,0.030301870935991237
113,2021-07-28,16,0.09364705882352942,-0.015460729746443969,RED,1.090000033378601,1.1751999855041504,1.1066999435424805,1.1549999713897705,1.1549999713897705,6711,79,68.0,,0.68,53.720000000000006,0.048400044441223145,0.04295353831450033
114,2021-07-29,1,0.07158823529411765,-0.2355527638190955,RED,1.1549999713897705,1.1990000009536743,1.1722500324249268,1.1799999475479126,1.1799999475479126,7456,79,68.0,,0.68,53.720000000000006,0.023800015449523926,0.0202518854178797
115,2021-07-30,1,0.07158823529411765,0.0,RED,1.1799999475479126,1.25,1.1736600399017334,1.2999999523162842,1.2999999523162842,22024,81,68.0,,0.68,55.080000000000005,0.050999999046325684,0.04253544537594722
116,2021-08-03,1,0.07158823529411765,-0.1704158145875938,RED,1.350000023841858,1.3344999551773071,1.2949999570846558,1.3250000476837158,1.3250000476837158,8817,74,66.0,,0.66,48.84,0.08449995517730713,0.06759996414184566
117,2021-08-04,5,0.07747058823529412,0.08216926869350871,RED,1.3250000476837158,1.2949999570846558,1.2314000129699707,1.2599999904632568,1.2599999904632568,4273,81,66.0,,0.66,53.46,-0.03949999809265137,-0.029599100351714314
118,2021-08-05,2,0.07305882352941176,-0.056947608200455746,RED,1.2599999904632568,1.236600041389465,1.2209999561309814,1.2350000143051147,1.2350000143051147,11643,84,66.0,,0.66,55.440000000000005,-0.05839991569519065,-0.04509646149074964
119,2021-08-09,5,0.07747058823529412,0.03946329913180757,RED,1.2450000047683716,1.343999981880188,1.2899999618530271,1.3300000429153442,1.3300000429153442,6836,79,66.0,,0.66,52.14,0.10739994049072288,0.0868509921526821
120,2021-08-10,3,0.07452941176470589,-0.03796507213363709,RED,1.3300000429153442,1.3279999494552612,1.3279999494552612,1.3300000429153442,1.3300000429153442,15229,76,66.0,,0.66,50.16,-0.016000032424926758,-0.01190478619095181
121,2021-08-11,1,0.07158823529411765,-0.03946329913180746,RED,1.3300000429153442,1.340000033378601,1.3300000429153442,1.3300000429153442,1.3300000429153442,9202,80,66.0,,0.66,52.8,0.012000083923339844,0.009036208117524591
122,2021-08-12,33,0.11864705882352941,0.657354149548069,RED,1.3300000429153442,1.284000039100647,1.253499984741211,1.2699999809265137,1.2699999809265137,35500,82,66.0,,0.66,54.120000000000005,-0.0559999942779541,-0.041791039464946
