,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,RED_unscaled,RED_monthly,isPartial,scale,RED,Stock_Price_Change,Stock_Price_Change_Percent
123,2021-08-13,78,0.18482352941176472,0.5577590480912247,RED,1.2699999809265137,1.3300000429153442,1.3009999990463257,1.315000057220459,1.315000057220459,50109,79,66.0,,0.66,52.14,0.046000003814697266,0.03582554705132024
124,2021-08-16,9,0.08335294117647059,0.09674922600619196,RED,1.3300000429153442,1.340000033378601,1.3355000019073486,1.3200000524520874,1.3200000524520874,1159,77,66.0,,0.66,50.82,0.009999990463256836,0.007518789579387564
125,2021-08-17,2,0.07305882352941176,-0.12350035285815109,RED,1.3200000524520874,1.3200000524520874,1.3200000524520874,1.3200000524520874,1.3200000524520874,0,80,66.0,,0.66,52.8,-0.019999980926513672,-0.014925358528601551
126,2021-08-18,2,0.07305882352941176,0.0,RED,1.3049999475479126,1.319499969482422,1.319000005722046,1.3049999475479126,1.3049999475479126,1733,81,66.0,,0.66,53.46,-0.0005000829696653053,-0.00037885071954080196
127,2021-08-19,45,0.13629411764705882,0.8655394524959743,RED,1.3049999475479126,1.261199951171875,1.261199951171875,1.2699999809265137,1.2699999809265137,1022,81,66.0,,0.66,53.46,-0.0583000183105471,-0.04418341770285561
128,2021-08-20,18,0.09658823529411764,-0.29132498921018557,RED,1.2699999809265137,1.261199951171875,1.200600028038025,1.190000057220459,1.190000057220459,31345,80,66.0,,0.66,52.8,0.0,0.0
129,2021-08-23,4,0.076,-0.22495500899820042,RED,1.190000057220459,1.2200000286102295,1.162999987602234,1.184999942779541,1.184999942779541,5649,78,66.0,,0.66,51.48,-0.04119992256164551,-0.032667240847387924
130,2021-08-24,7,0.08041176470588235,0.058049535603715174,RED,1.184999942779541,1.1959999799728394,1.1619999408721924,1.1950000524520874,1.1950000524520874,84439,74,66.0,,0.66,48.84,-0.024000048637390137,-0.01967217055292203
131,2021-08-25,6,0.07894117647058824,-0.018288222384784114,RED,1.1950000524520874,1.187000036239624,1.183500051498413,1.1950000524520874,1.1950000524520874,22712,76,66.0,,0.66,50.16,-0.008999943733215332,-0.007525036692241138
132,2021-08-26,2,0.07305882352941176,-0.07451564828614021,RED,1.2100000381469729,1.2389999628067017,1.1950000524520874,1.2400000095367432,1.2400000095367432,6759,78,66.0,,0.66,51.48,0.05199992656707764,0.04380785592207026
133,2021-08-30,4,0.076,0.040257648953301084,RED,1.2400000095367432,1.2400000095367432,1.2400000095367432,1.2400000095367432,1.2400000095367432,0,77,66.0,,0.66,50.82,0.001000046730041504,0.0008071402421805374
134,2021-08-31,1,0.07158823529411765,-0.058049535603715174,RED,1.2400000095367432,1.2400000095367432,1.2400000095367432,1.2400000095367432,1.2400000095367432,0,73,66.0,,0.66,48.18,0.0,0.0
135,2021-09-03,-2,0.0671764705882353,-0.06162695152013142,RED,1.25,1.2489999532699585,1.2489999532699585,1.25,1.25,10000,76,62.0,,0.62,47.12,0.008999943733215332,0.007258019083868916
136,2021-09-07,7,0.08041176470588235,0.018628912071535053,RED,1.25,1.253600001335144,1.253600001335144,1.25,1.25,1200,73,62.0,,0.62,45.26,0.004600048065185547,0.0036829849778154955
137,2021-09-08,7,0.08041176470588235,0.0,RED,1.25,1.277500033378601,1.2289999723434448,1.225000023841858,1.225000023841858,15018,72,62.0,,0.62,44.64,0.02390003204345703,0.019065118074347742
138,2021-09-09,4,0.076,-0.054864667154352564,RED,1.225000023841858,1.236600041389465,1.236600041389465,1.2100000381469729,1.2100000381469729,1000,71,62.0,,0.62,44.02,-0.040899991989135964,-0.032015648470057445
139,2021-09-10,7,0.08041176470588235,0.058049535603715174,RED,1.2100000381469729,1.329200029373169,1.284999966621399,1.309999942779541,1.309999942779541,8914,72,62.0,,0.62,44.64,0.09259998798370384,0.07488273078145524
140,2021-09-13,4,0.076,0.019731649565903675,RED,1.309999942779541,1.3289999961853027,1.305999994277954,1.309999942779541,1.309999942779541,4525,73,62.0,,0.62,45.26,-0.00020003318786621094,-0.00015049141095835328
141,2021-09-14,6,0.07894117647058824,0.03869969040247678,RED,1.309999942779541,1.284999966621399,1.284999966621399,1.274999976158142,1.274999976158142,1556,73,62.0,,0.62,45.26,-0.04400002956390381,-0.033107622039277196
142,2021-09-16,311,0.5274705882352941,5.681818181818182,RED,1.274999976158142,1.2799999713897705,1.2799999713897705,1.284999966621399,1.284999966621399,1631,73,62.0,,0.62,45.26,-0.004999995231628418,-0.0038910469739347198
143,2021-09-20,4,0.076,-0.037257824143070106,RED,1.284999966621399,1.2899999618530271,1.2200000286102295,1.2400000095367432,1.2400000095367432,6447,71,62.0,,0.62,44.02,0.009999990463256614,0.007812492724041942
144,2021-09-22,1,0.07158823529411765,-0.058049535603715174,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,77,62.0,,0.62,47.74,-0.054999947547912376,-0.04263561951498618
145,2021-09-23,3,0.07452941176470589,0.041084634346754356,RED,1.2350000143051147,1.2595900297164917,1.2007999420166016,1.190000057220459,1.190000057220459,2544,78,62.0,,0.62,48.36,0.024590015411376953,0.019910943422306593
146,2021-09-24,4,0.076,0.019731649565903675,RED,1.190000057220459,1.190000057220459,1.190000057220459,1.190000057220459,1.190000057220459,0,78,62.0,,0.62,48.36,-0.06958997249603271,-0.05524811315924438
147,2021-09-27,29,0.11276470588235295,0.4837461300309598,RED,1.1649999618530271,1.1619999408721924,1.1399999856948853,1.100000023841858,1.100000023841858,8105,78,62.0,,0.62,48.36,-0.0280001163482666,-0.023529508404955712
148,2021-09-28,21,0.101,-0.10432968179447055,RED,1.100000023841858,1.100000023841858,1.0520000457763672,1.100000023841858,1.100000023841858,31434,72,62.0,,0.62,44.64,-0.06199991703033447,-0.05335621358448395
149,2021-09-29,32,0.1171764705882353,0.16016307513104255,RED,1.0750000476837158,1.0479999780654907,0.920799970626831,0.9850000143051147,0.9850000143051147,55736,76,62.0,,0.62,47.12,-0.05200004577636719,-0.047272767862996834
150,2021-09-30,12,0.08776470588235294,-0.25100401606425704,RED,0.9850000143051147,0.949999988079071,0.8565999865531921,0.8949999809265137,0.8949999809265137,55334,81,62.0,,0.62,50.22,-0.09799998998641968,-0.09351144278391921
151,2021-10-01,1,0.07158823529411765,-0.18431635388739942,RED,0.8949999809265137,0.876800000667572,0.8565000295639038,0.8949999809265137,0.8949999809265137,47211,51,78.0,False,0.78,39.78,-0.07319998741149902,-0.07705261929477669
152,2021-10-04,79,0.18629411764705883,1.7137960582690663,RED,0.8949999809265137,0.8769999742507935,0.8769999742507935,0.8949999809265137,0.8949999809265137,5695,48,78.0,,0.78,37.44,0.00019997358322143555,0.00022807206098218735
153,2021-10-05,9,0.08335294117647059,-0.5525734133249132,RED,0.8949999809265137,0.878000020980835,0.8450000286102295,0.824999988079071,0.824999988079071,28681,53,78.0,,0.78,41.34,0.001000046730041504,0.0011403041726378849
154,2021-10-06,3,0.07452941176470589,-0.1058574453069866,RED,0.824999988079071,0.8022199869155884,0.7305999994277954,0.7450000047683716,0.7450000047683716,20756,74,78.0,,0.78,57.72,-0.07578003406524658,-0.08630983172482265
155,2021-10-07,12,0.08776470588235294,0.1775848460931333,RED,0.7450000047683716,0.8299999833106995,0.7997000217437744,0.8650000095367432,0.8650000095367432,9351,53,78.0,,0.78,41.34,0.027779996395111084,0.034628900860374845
156,2021-10-08,1,0.07158823529411765,-0.18431635388739942,RED,0.8550000190734863,0.9696000218391418,0.8679999709129333,0.9549999833106996,0.9549999833106996,35031,66,78.0,,0.78,51.48,0.13960003852844238,0.16819282088609988
157,2021-10-11,1,0.07158823529411765,0.02097315436241609,RED,0.9549999833106996,0.9696000218391418,0.9135000109672546,0.9350000023841858,0.9350000023841858,5355,70,78.0,,0.78,54.6,0.0,0.0
158,2021-10-12,2,0.07305882352941176,0.020542317173377178,RED,0.9350000023841858,0.949999988079071,0.9110000133514404,0.9449999928474426,0.9449999928474426,32594,70,78.0,,0.78,54.6,-0.0196000337600708,-0.02021455581539011
159,2021-10-14,17,0.09511764705882353,0.30193236714975846,RED,0.9549999833106996,1.0444999933242798,0.9800000190734864,1.0149999856948853,1.0149999856948853,65831,53,78.0,,0.78,41.34,0.09450000524520874,0.0994736909800289
160,2021-10-15,1,0.07158823529411765,-0.2473716759431045,RED,1.0149999856948853,1.0130000114440918,1.0130000114440918,1.0149999856948853,1.0149999856948853,220,57,78.0,,0.78,44.46,-0.03149998188018799,-0.03015795316564296
161,2021-10-18,10,0.0848235294117647,0.18488085456039438,RED,1.0149999856948853,1.0269999504089355,1.0099999904632568,0.9850000143051147,0.9850000143051147,6177,55,78.0,,0.78,42.9,0.01399993896484375,0.013820275228709988
162,2021-10-19,1,0.07158823529411765,-0.1560332871012482,RED,0.9850000143051147,1.0049999952316284,0.9679999947547911,0.9850000143051147,0.9850000143051147,1872,82,78.0,,0.78,63.96,-0.02199995517730713,-0.021421573748418465
163,2021-10-20,4,0.076,0.061626951520131534,RED,0.9850000143051147,1.0674999952316284,1.0496000051498413,1.0449999570846558,1.0449999570846558,26937,97,78.0,,0.78,75.66,0.0625,0.06218905502143346
164,2021-10-21,21,0.101,0.32894736842105265,RED,1.0449999570846558,1.0449999570846558,1.0449999570846558,1.0449999570846558,1.0449999570846558,0,65,78.0,,0.78,50.7,-0.022500038146972656,-0.021077319201383782
165,2021-10-22,11,0.08629411764705883,-0.14560279557367506,RED,1.059999942779541,1.0540000200271606,1.0540000200271606,1.059999942779541,1.059999942779541,1523,60,78.0,,0.78,46.8,0.009000062942504883,0.00861250077714204
166,2021-10-25,5,0.07747058823529412,0.08216926869350871,RED,1.059999942779541,1.0635000467300415,1.0635000467300415,1.0750000476837158,1.0750000476837158,14581,48,78.0,,0.78,37.44,0.00950002670288086,0.009013307895986644
167,2021-10-26,35,0.12158823529411765,0.5694760820045557,RED,1.0750000476837158,1.0614999532699585,1.0614999532699585,1.0750000476837158,1.0750000476837158,947,48,78.0,,0.78,37.44,-0.002000093460083008,-0.001880670777808402
168,2021-10-27,11,0.08629411764705883,-0.29027576197387517,RED,1.0750000476837158,1.0885000228881836,1.0880000591278076,1.0885000228881836,1.0885000228881836,6092,46,78.0,,0.78,35.88,0.027000069618225098,0.025435770896693022
169,2021-10-28,24,0.10541176470588236,0.22154055896387193,RED,1.0750000476837158,1.1024999618530271,1.0989999771118164,1.125,1.125,8323,48,78.0,,0.78,37.44,0.013999938964843528,0.01286167999123844
170,2021-10-29,6,0.07894117647058824,-0.2511160714285714,RED,1.125,1.11899995803833,1.11899995803833,1.125,1.125,5700,50,78.0,,0.78,39.0,0.016499996185302956,0.014965983452344567
171,2021-11-01,633,1.001,11.680327868852457,RED,1.125,1.1974999904632568,1.118499994277954,1.1950000524520874,1.1950000524520874,22532,61,67.0,False,0.67,40.870000000000005,0.07850003242492676,0.07015195296570131
172,2021-11-02,8,0.08188235294117648,-0.9181994476112123,RED,1.2050000429153442,1.2699999809265137,1.2109999656677246,1.2699999809265137,1.2699999809265137,26518,62,67.0,,0.67,41.54,0.07249999046325684,0.060542790013058845
173,2021-11-03,5,0.07747058823529412,-0.05387931034482751,RED,1.2699999809265137,1.2634999752044678,1.2300000190734863,1.2350000143051147,1.2350000143051147,36300,64,67.0,,0.67,42.88,-0.0065000057220458984,-0.005118114818634778
174,2021-11-04,7,0.08041176470588235,0.03796507213363687,RED,1.2350000143051147,1.2230000495910645,1.215000033378601,1.2350000143051147,1.2350000143051147,5573,66,67.0,,0.67,44.220000000000006,-0.04049992561340332,-0.03205376051301412
175,2021-11-08,1,0.07158823529411765,0.0,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,67,67.0,,0.67,44.89,0.011999964714050293,0.009811908607904485
176,2021-11-09,22,0.10247058823529412,0.4313886606409203,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,69,67.0,,0.67,46.23,0.0,0.0
177,2021-11-10,11,0.08629411764705883,-0.1578645235361653,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,75,67.0,,0.67,50.25,0.0,0.0
178,2021-11-11,69,0.17158823529411765,0.9884117246080437,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,79,67.0,,0.67,52.93,0.0,0.0
179,2021-11-12,18,0.09658823529411764,-0.43709290366815223,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,89,67.0,,0.67,59.63,0.0,0.0
180,2021-11-15,12,0.08776470588235294,0.2516778523489931,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,77,67.0,,0.67,51.59,0.0,0.0
181,2021-11-16,1,0.07158823529411765,-0.18431635388739942,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,74,67.0,,0.67,49.580000000000005,0.0,0.0
182,2021-11-17,1,0.07158823529411765,0.0,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,72,67.0,,0.67,48.24,0.0,0.0
183,2021-11-18,17,0.09511764705882353,0.3286770747740344,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,74,67.0,,0.67,49.580000000000005,0.0,0.0
184,2021-11-19,35,0.12158823529411765,0.27829313543599254,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,71,67.0,,0.67,47.57,0.0,0.0
185,2021-11-22,6,0.07894117647058824,0.059194948697711025,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,72,67.0,,0.67,48.24,0.0,0.0
186,2021-11-23,5,0.07747058823529412,-0.018628912071534942,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,71,67.0,,0.67,47.57,0.0,0.0
187,2021-11-24,40,0.12894117647058823,0.6643887623386482,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,72,67.0,,0.67,48.24,0.0,0.0
188,2021-11-26,9,0.08335294117647059,-0.01733703190013869,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,75,67.0,,0.67,50.25,0.0,0.0
189,2021-11-29,2,0.07305882352941176,-0.03869969040247678,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,68,67.0,,0.67,45.56,0.0,0.0
190,2021-11-30,35,0.12158823529411765,0.6642512077294687,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,67,67.0,,0.67,44.89,0.0,0.0
191,2021-12-01,56,0.1524705882352941,0.25399129172714074,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,85,64.0,False,0.64,54.4,0.0,0.0
192,2021-12-02,9,0.08335294117647059,-0.45331790123456783,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,85,64.0,,0.64,54.4,0.0,0.0
193,2021-12-03,21,0.101,0.2117148906139732,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,88,64.0,,0.64,56.32,0.0,0.0
194,2021-12-06,1,0.07158823529411765,-0.03946329913180746,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,84,64.0,,0.64,53.76,0.0,0.0
195,2021-12-07,36,0.12305882352941176,0.7189811010682006,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,82,64.0,,0.64,52.48,0.0,0.0
196,2021-12-08,12,0.08776470588235294,-0.28680688336520077,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,86,64.0,,0.64,55.04,0.0,0.0
197,2021-12-09,56,0.1524705882352941,0.7372654155495977,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,85,64.0,,0.64,54.4,0.0,0.0
198,2021-12-10,27,0.10982352941176471,-0.2797067901234567,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,85,64.0,,0.64,54.4,0.0,0.0
199,2021-12-13,53,0.14805882352941177,1.4155470249520152,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,86,64.0,,0.64,55.04,0.0,0.0
200,2021-12-14,27,0.10982352941176471,-0.25824394119984106,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,84,64.0,,0.64,53.76,0.0,0.0
201,2021-12-15,1,0.07158823529411765,-0.34815211569362614,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,84,64.0,,0.64,53.76,0.0,0.0
202,2021-12-16,19,0.09805882352941177,0.36976170912078876,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,85,64.0,,0.64,54.4,0.0,0.0
203,2021-12-17,58,0.15541176470588236,0.5848830233953211,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,84,64.0,,0.64,53.76,0.0,0.0
204,2021-12-20,67,0.1686470588235294,0.5153276955602537,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,84,64.0,,0.64,53.76,0.0,0.0
205,2021-12-21,1,0.07158823529411765,-0.5755144750610394,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,85,64.0,,0.64,54.4,0.0,0.0
206,2021-12-22,1,0.07158823529411765,0.0,RED,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,1.2350000143051147,0,86,64.0,,0.64,55.04,0.0,0.0
207,2021-12-27,12,0.08776470588235294,0.1775848460931333,RED,0.9350000023841858,0.9350000023841858,0.9350000023841858,0.9350000023841858,0.9350000023841858,0,86,64.0,,0.64,55.04,-0.30000001192092896,-0.24291498659595323
208,2021-12-28,42,0.13188235294117648,0.5026809651474533,RED,0.9350000023841858,0.9350000023841858,0.9350000023841858,0.9350000023841858,0.9350000023841858,0,81,64.0,,0.64,51.84,0.0,0.0
209,2021-12-29,20,0.09952941176470588,-0.24531668153434438,RED,0.9350000023841858,0.9350000023841858,0.9350000023841858,0.9350000023841858,0.9350000023841858,0,82,64.0,,0.64,52.48,0.0,0.0
210,2021-12-30,3,0.07452941176470589,-0.25118203309692666,RED,0.9350000023841858,0.9350000023841858,0.9350000023841858,0.9350000023841858,0.9350000023841858,0,82,64.0,,0.64,52.48,0.0,0.0
211,2021-12-31,4,0.076,0.019731649565903675,RED,0.9350000023841858,0.9350000023841858,0.9350000023841858,0.9350000023841858,0.9350000023841858,0,87,64.0,,0.64,55.68,0.0,0.0
