,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,ULTA_unscaled,ULTA_monthly,isPartial,scale,ULTA,Stock_Price_Change,Stock_Price_Change_Percent
38,2017-01-26,4,0.01508450704225352,2.336448598130841,ULTA,271.8900146484375,273.989990234375,271.17999267578125,272.4200134277344,272.4200134277344,503600,68,48.0,,0.48,32.64,1.470001220703125,0.005394104212404605
39,2017-02-08,1,0.00452112676056338,-0.7002801120448179,ULTA,272.5400085449219,272.989990234375,271.0799865722656,272.82000732421875,272.82000732421875,443900,58,45.0,,0.45,26.1,-1.0,-0.003649768369802797
40,2017-03-06,2,0.00804225352112676,0.7788161993769471,ULTA,280.239990234375,281.1700134277344,273.489990234375,275.5899963378906,275.5899963378906,1078600,46,51.0,,0.51,23.46,8.180023193359375,0.0299645535953037
41,2017-03-07,3,0.011563380281690142,0.43782837127845897,ULTA,274.75,275.1600036621094,268.2300109863281,269.9200134277344,269.9200134277344,1641600,43,51.0,,0.51,21.93,-6.010009765625,-0.021375002591340286
42,2017-03-08,5,0.018605633802816903,0.6090133982947625,ULTA,270.5,275.8599853515625,270.5,275.4700012207031,275.4700012207031,818000,45,51.0,,0.51,22.95,0.699981689453125,0.002543907835939274
43,2017-03-09,7,0.02564788732394366,0.37850113550340625,ULTA,276.5,277.25,272.6499938964844,273.7699890136719,273.7699890136719,1726400,52,51.0,,0.51,26.52,1.3900146484375,0.005038841159459961
44,2017-03-10,3,0.011563380281690142,-0.5491488193300385,ULTA,271.0,287.19000244140625,270.5,286.4200134277344,286.4200134277344,4576900,58,51.0,,0.51,29.58,9.94000244140625,0.03585212783194325
45,2017-03-13,1,0.00452112676056338,-0.7002801120448179,ULTA,286.4700012207031,288.5899963378906,283.7099914550781,286.9100036621094,286.9100036621094,1086800,53,51.0,,0.51,27.03,1.399993896484375,0.004874800252735234
46,2017-04-17,18,0.06438028169014084,13.2398753894081,ULTA,283.489990234375,284.7300109863281,282.2099914550781,283.1700134277344,283.1700134277344,325900,40,49.0,,0.49,19.6,-3.8599853515625,-0.013375326243266983
47,2017-04-28,1,0.00452112676056338,-0.9297746663749726,ULTA,282.44000244140625,282.79998779296875,279.5400085449219,281.44000244140625,281.44000244140625,348800,44,49.0,,0.49,21.56,-1.930023193359375,-0.00677843261647626
48,2017-05-24,12,0.043253521126760563,8.566978193146419,ULTA,290.5,290.9800109863281,277.67999267578125,280.510009765625,280.510009765625,2023600,56,49.0,,0.49,27.44,8.180023193359375,0.028925118622521895
49,2017-05-25,6,0.022126760563380282,-0.48844024747639203,ULTA,282.260009765625,293.8399963378906,282.260009765625,293.0400085449219,293.0400085449219,2137000,61,49.0,,0.49,29.89,2.8599853515625,0.00982880350395221
50,2017-05-26,3,0.011563380281690142,-0.47740292807129214,ULTA,305.5,310.0,301.3599853515625,302.3999938964844,302.3999938964844,2858700,74,49.0,,0.49,36.26,16.160003662109375,0.054995929293188306
51,2017-05-30,1,0.00452112676056338,-0.6090133982947625,ULTA,302.0199890136719,306.8699951171875,302.0,303.0,303.0,807100,59,49.0,,0.49,28.91,-3.1300048828125,-0.010096789944556428
52,2017-06-01,2,0.00804225352112676,0.7788161993769471,ULTA,304.45001220703125,307.19000244140625,304.2699890136719,306.7200012207031,306.7200012207031,552200,81,48.0,False,0.48,38.88,0.32000732421875,0.0010428107319404578
53,2017-06-02,1,0.00452112676056338,-0.43782837127845886,ULTA,309.989990234375,311.7799987792969,307.70001220703125,311.4700012207031,311.4700012207031,680000,82,48.0,,0.48,39.36,4.589996337890625,0.014941880599666169
54,2017-06-16,0,0.001,-0.778816199376947,ULTA,298.4200134277344,299.6000061035156,294.4100036621094,295.94000244140625,295.94000244140625,801800,81,48.0,,0.48,38.88,-12.17999267578125,-0.03906598474395162
55,2017-06-26,2,0.00804225352112676,7.04225352112676,ULTA,285.0,291.5599975585937,285.0,289.7200012207031,289.7200012207031,740900,72,48.0,,0.48,34.56,-8.040008544921932,-0.02683580901578486
56,2017-06-30,1,0.00452112676056338,-0.43782837127845886,ULTA,287.510009765625,289.8500061035156,284.3399963378906,287.3399963378906,287.3399963378906,720900,100,48.0,,0.48,48.0,-1.7099914550780682,-0.005864972799413004
57,2017-07-06,1,0.00452112676056338,0.0,ULTA,276.510009765625,277.7200012207031,271.42999267578125,273.239990234375,273.239990234375,1084600,47,53.0,,0.53,24.91,-12.1300048828125,-0.04184924832632386
58,2017-07-12,2,0.00804225352112676,0.7788161993769471,ULTA,258.67999267578125,265.3099975585937,257.1700134277344,261.8599853515625,261.8599853515625,1909100,43,53.0,,0.53,22.790000000000003,-12.410003662109432,-0.04468530753118949
59,2017-07-13,1,0.00452112676056338,-0.43782837127845886,ULTA,265.5,265.5,257.19000244140625,257.3999938964844,257.3999938964844,1081900,41,53.0,,0.53,21.73,0.19000244140630684,0.0007161525881222985
60,2017-07-14,1,0.00452112676056338,0.0,ULTA,264.70001220703125,267.4800109863281,260.70001220703125,261.739990234375,261.739990234375,1567000,49,53.0,,0.53,25.97,1.980010986328125,0.0074576684984111186
61,2017-07-17,1,0.00452112676056338,0.0,ULTA,261.75,262.4800109863281,253.69000244140625,253.94000244140625,253.94000244140625,1671400,41,53.0,,0.53,21.73,-5.0,-0.01869298562372035
62,2017-07-19,3,0.011563380281690142,1.5576323987538943,ULTA,259.1700134277344,260.7900085449219,255.13999938964844,256.75,256.75,1197000,41,53.0,,0.53,21.73,-1.69000244140625,-0.006438594828824029
63,2017-07-25,5,0.018605633802816903,0.6090133982947625,ULTA,252.4900054931641,257.1099853515625,250.52999877929688,256.6099853515625,256.6099853515625,950500,40,53.0,,0.53,21.200000000000003,-3.680023193359375,-0.014111058985319502
64,2017-07-26,1,0.00452112676056338,-0.757002271006813,ULTA,245.7899932861328,249.97999572753903,243.6100006103516,247.2400054931641,247.2400054931641,2357800,46,53.0,,0.53,24.380000000000003,-7.129989624023466,-0.027731282448148376
65,2017-07-31,3,0.011563380281690142,1.5576323987538943,ULTA,243.8800048828125,251.9199981689453,243.27999877929688,251.2100067138672,251.2100067138672,960500,45,53.0,,0.53,23.85,1.9400024414062784,0.007760630748713027
66,2017-08-04,5,0.018605633802816903,0.6090133982947625,ULTA,252.1499938964844,254.58999633789065,250.00999450683597,250.1999969482422,250.1999969482422,460900,88,50.0,,0.5,44.0,2.669998168945341,0.010598595539663247
67,2017-08-08,1,0.00452112676056338,0.0,ULTA,248.88999938964844,252.8699951171875,247.22999572753903,250.63999938964844,250.63999938964844,537100,72,50.0,,0.5,36.0,-1.7200012207031534,-0.006755965456004653
68,2017-08-15,3,0.011563380281690142,1.5576323987538943,ULTA,248.80999755859372,248.92999267578125,237.3600006103516,237.6699981689453,237.6699981689453,1574700,78,50.0,,0.5,39.0,-3.94000244140625,-0.015581138598829591
69,2017-08-16,2,0.00804225352112676,-0.30450669914738127,ULTA,238.0200042724609,245.1000061035156,236.0,243.42999267578125,243.42999267578125,1302200,76,50.0,,0.5,38.0,-3.8299865722656534,-0.015385797955066116
70,2017-08-18,1,0.00452112676056338,-0.43782837127845886,ULTA,240.8500061035156,247.3600006103516,240.8500061035156,244.1999969482422,244.1999969482422,813400,80,50.0,,0.5,40.0,2.2599945068359943,0.009220703592645041
71,2017-08-21,2,0.00804225352112676,0.0,ULTA,236.6699981689453,240.0,233.0200042724609,234.2100067138672,234.2100067138672,1804700,63,50.0,,0.5,31.5,-7.360000610351591,-0.029754206792492965
72,2017-08-22,3,0.011563380281690142,0.43782837127845897,ULTA,236.3699951171875,239.97999572753903,231.16000366210935,231.6499938964844,231.6499938964844,2165700,61,50.0,,0.5,30.5,-0.02000427246096592,-8.335113525403948e-05
73,2017-08-23,2,0.00804225352112676,-0.30450669914738127,ULTA,231.0,233.44000244140625,228.5,232.05999755859372,232.05999755859372,2861100,62,50.0,,0.5,31.0,-6.539993286132784,-0.02725224353098976
74,2017-08-24,18,0.06438028169014084,7.005253940455342,ULTA,240.0,247.3000030517578,233.0200042724609,233.7100067138672,233.7100067138672,2884700,70,50.0,,0.5,35.0,13.860000610351562,0.059372860115654014
75,2017-08-25,14,0.05029577464788732,-0.21877050973528767,ULTA,215.44000244140625,217.8000030517578,208.25,212.3600006103516,212.3600006103516,7890200,75,50.0,,0.5,37.5,-29.5,-0.11928831231686599
76,2017-08-28,11,0.03973239436619718,0.7956715467854869,ULTA,210.1999969482422,211.3800048828125,207.0,207.75,207.75,2745200,64,50.0,,0.5,32.0,-6.4199981689453125,-0.029476575201973998
77,2017-08-29,6,0.022126760563380282,-0.44310528181495923,ULTA,205.13999938964844,212.72999572753903,204.00999450683597,211.77999877929688,211.77999877929688,1754200,61,50.0,,0.5,30.5,1.349990844726534,0.006386558868115122
78,2017-08-30,1,0.00452112676056338,-0.7956715467854869,ULTA,211.3800048828125,213.8800048828125,210.58999633789065,213.57000732421875,213.57000732421875,1511200,66,50.0,,0.5,33.0,1.150009155273466,0.005405956745029972
79,2017-08-31,1,0.00452112676056338,0.0,ULTA,214.82000732421875,221.1499938964844,214.47000122070312,221.00999450683597,221.00999450683597,2070900,73,50.0,,0.5,36.5,7.269989013671903,0.03399097086076486
80,2017-09-01,2,0.00804225352112676,0.7788161993769471,ULTA,221.1199951171875,222.2700042724609,218.75999450683597,221.72999572753903,221.72999572753903,1646300,68,54.0,False,0.54,36.72,1.1200103759765057,0.005064482961282701
81,2017-09-06,3,0.011563380281690142,0.43782837127845897,ULTA,224.2899932861328,228.08999633789065,223.7700042724609,228.0,228.0,1519000,50,54.0,,0.54,27.0,5.819992065429744,0.026184334159167655
82,2017-09-07,3,0.011563380281690142,0.0,ULTA,228.5200042724609,231.27999877929688,228.25,230.52999877929688,230.52999877929688,1626400,60,54.0,,0.54,32.400000000000006,3.1900024414062216,0.013985718324448504
83,2017-09-26,1,0.00452112676056338,-0.6090133982947625,ULTA,219.0,220.75999450683597,218.6699981689453,218.9900054931641,218.9900054931641,1422200,50,54.0,,0.54,27.0,-10.520004272460909,-0.0454860097197588
84,2017-09-27,24,0.08550704225352113,17.91277258566978,ULTA,219.27999877929688,228.8000030517578,219.27999877929688,227.66000366210935,227.66000366210935,1168700,55,54.0,,0.54,29.700000000000003,8.040008544921847,0.036419680852423975
85,2017-10-05,2,0.00804225352112676,0.7788161993769471,ULTA,223.52999877929688,224.9900054931641,220.6199951171875,220.6300048828125,220.6300048828125,1229600,55,51.0,,0.51,28.05,-3.8099975585937216,-0.01665208700950871
86,2017-10-11,1,0.00452112676056338,-0.43782837127845886,ULTA,212.19000244140625,212.67999267578125,207.6699981689453,207.88999938964844,207.88999938964844,2061100,47,51.0,,0.51,23.97,-12.310012817382841,-0.054713598456962775
87,2017-10-12,8,0.029169014084507044,5.45171339563863,ULTA,201.5200042724609,201.77999877929688,189.5,190.16000366210935,190.16000366210935,5496000,59,51.0,,0.51,30.09,-10.899993896484375,-0.051250678351775214
88,2017-10-13,8,0.029169014084507044,0.0,ULTA,191.97999572753903,200.8999938964844,187.9600067138672,198.5800018310547,198.5800018310547,3790600,69,51.0,,0.51,35.19,-0.8800048828124716,-0.0043612096745773155
89,2017-10-17,2,0.00804225352112676,-0.724287783679382,ULTA,196.44000244140625,202.66000366210935,195.2700042724609,202.27999877929688,202.27999877929688,1994000,60,51.0,,0.51,30.6,1.7600097656249432,0.008760626277230177
90,2017-10-19,2,0.00804225352112676,0.0,ULTA,198.05999755859372,208.69000244140625,197.1199951171875,204.6199951171875,204.6199951171875,2739400,61,51.0,,0.51,31.11,6.029998779296903,0.029754261671437687
91,2017-10-27,2,0.00804225352112676,-0.5677517032551098,ULTA,200.0,200.3600006103516,196.00999450683597,198.92999267578125,198.92999267578125,953200,75,51.0,,0.51,38.25,-8.330001831054659,-0.0399156726896559
92,2017-11-01,6,0.022126760563380282,1.7513134851138354,ULTA,203.7899932861328,212.3500061035156,202.13999938964844,204.8300018310547,204.8300018310547,1350900,12,77.0,False,0.77,9.24,11.990005493164006,0.05984231112317406
93,2017-11-22,1,0.00452112676056338,-0.7956715467854869,ULTA,210.16000366210935,215.41000366210935,209.72000122070312,212.3000030517578,212.3000030517578,1152700,27,77.0,,0.77,20.79,3.05999755859375,0.014410159974763914
94,2017-11-27,1,0.00452112676056338,-0.43782837127845886,ULTA,210.9499969482422,212.0,205.83999633789065,206.69000244140625,206.69000244140625,1162500,34,77.0,,0.77,26.18,-3.4100036621093466,-0.015830293877429402
95,2017-11-28,14,0.05029577464788732,10.124610591900312,ULTA,208.3000030517578,217.2700042724609,206.63999938964844,217.07000732421875,217.07000732421875,1815000,25,77.0,,0.77,19.25,5.270004272460909,0.024858510719155236
96,2017-11-29,2,0.00804225352112676,-0.8401008120974517,ULTA,218.97999572753903,227.3999938964844,218.82000732421875,223.1000061035156,223.1000061035156,1991700,17,77.0,,0.77,13.09,10.129989624023494,0.046623967528073074
97,2017-11-30,8,0.029169014084507044,2.6269702276707534,ULTA,224.6100006103516,226.8999938964844,218.5800018310547,221.7100067138672,221.7100067138672,2723700,17,77.0,,0.77,13.09,-0.5,-0.00219876874854974
98,2017-12-01,2,0.00804225352112676,-0.724287783679382,ULTA,208.07000732421875,217.6100006103516,201.0,212.5800018310547,212.5800018310547,6694700,49,88.0,False,0.88,43.12,-9.289993286132812,-0.04094311827249786
99,2017-12-04,2,0.00804225352112676,0.0,ULTA,212.7400054931641,226.9199981689453,212.7400054931641,221.63999938964844,221.63999938964844,2663000,47,88.0,,0.88,41.36,9.309997558593722,0.042782949002716286
100,2017-12-06,1,0.00452112676056338,-0.43782837127845886,ULTA,222.67999267578125,225.25999450683597,219.52999877929688,223.13999938964844,223.13999938964844,1280600,48,88.0,,0.88,42.24,-1.6600036621093466,-0.0073153696258777545
101,2018-01-02,1,0.00452112676056338,0.0,ULTA,224.44000244140625,231.0,224.44000244140625,229.6300048828125,229.6300048828125,972900,68,57.0,,0.57,38.76,5.740005493164034,0.025481690638103238
102,2018-01-03,1,0.00452112676056338,0.0,ULTA,235.7700042724609,246.5200042724609,234.3800048828125,245.1199951171875,245.1199951171875,1975000,98,57.0,,0.57,55.85999999999999,15.520004272460909,0.06718616568164903
103,2018-01-04,2,0.00804225352112676,0.7788161993769471,ULTA,248.00999450683597,249.3000030517578,240.25,244.8800048828125,244.8800048828125,1250600,93,57.0,,0.57,53.01,2.7799987792969034,0.01127697035176256
104,2018-01-18,1,0.00452112676056338,-0.43782837127845886,ULTA,238.82000732421875,243.9600067138672,238.25999450683597,243.1499938964844,243.1499938964844,1075300,50,57.0,,0.57,28.5,-5.339996337890625,-0.02141996098083465
105,2018-01-22,8,0.029169014084507044,5.45171339563863,ULTA,240.8800048828125,241.7899932861328,232.7400054931641,235.00999450683597,235.00999450683597,1973600,48,57.0,,0.57,27.36,-2.170013427734375,-0.008894955599339283
106,2018-01-24,21,0.07494366197183099,1.569290197971994,ULTA,228.3300018310547,228.3300018310547,220.6699981689453,224.30999755859372,224.30999755859372,1702000,53,57.0,,0.57,30.21,-13.459991455078125,-0.055668107981415305
107,2018-01-26,6,0.022126760563380282,-0.7047547453486187,ULTA,226.8800048828125,229.3500061035156,223.41000366210935,227.69000244140625,227.69000244140625,1450700,54,57.0,,0.57,30.78,1.020004272460909,0.0044672371754965745
108,2018-01-31,1,0.00452112676056338,0.0,ULTA,226.4600067138672,226.88999938964844,221.0200042724609,222.1000061035156,222.1000061035156,989500,47,57.0,,0.57,26.79,-2.460006713867159,-0.010725993670812728
109,2018-02-02,3,0.011563380281690142,1.5576323987538943,ULTA,219.17999267578125,221.9600067138672,216.1999969482422,219.47000122070312,219.47000122070312,1030700,74,50.0,,0.5,37.0,-4.92999267578125,-0.021728558724682934
110,2018-02-12,1,0.00452112676056338,-0.8862105636299185,ULTA,219.97000122070312,222.22000122070312,204.75,209.47999572753903,209.47999572753903,2647400,57,50.0,,0.5,28.5,0.2599945068359375,0.0011713574471599042
111,2018-02-14,13,0.046774647887323946,9.345794392523366,ULTA,204.7400054931641,208.63999938964844,204.6999969482422,206.75999450683597,206.75999450683597,1299000,62,50.0,,0.5,31.0,-13.580001831054688,-0.061110619010245504
112,2018-02-20,1,0.00452112676056338,-0.9033423667570009,ULTA,200.1499938964844,205.0,199.5,201.1300048828125,201.1300048828125,984900,58,50.0,,0.5,29.0,-3.6399993896484375,-0.01744631614406067
113,2018-02-26,1,0.00452112676056338,0.0,ULTA,206.8999938964844,207.0399932861328,198.32000732421875,198.92999267578125,198.92999267578125,1634800,65,50.0,,0.5,32.5,2.0399932861328125,0.009951186761623543
114,2018-03-08,1,0.00452112676056338,0.0,ULTA,202.3500061035156,206.9600067138672,200.1300048828125,206.5399932861328,206.5399932861328,1023100,47,61.0,,0.61,28.67,-0.079986572265625,-0.0003863339203024063
115,2018-03-13,2,0.00804225352112676,0.7788161993769471,ULTA,205.69000244140625,208.3999938964844,203.0200042724609,208.3999938964844,208.3999938964844,1436800,48,61.0,,0.61,29.28,1.439987182617216,0.006957804096943576
116,2018-03-15,64,0.22635211267605634,27.145359019264447,ULTA,202.38999938964844,206.5,201.0,206.13999938964844,206.13999938964844,2747200,59,61.0,,0.61,35.99,-1.8999938964844034,-0.009117053513102102
117,2018-03-16,1,0.00452112676056338,-0.9800261340302409,ULTA,210.3500061035156,223.5,207.5399932861328,221.8800048828125,221.8800048828125,5862200,65,61.0,,0.61,39.65,17.0,0.08232445520581111
118,2018-04-10,1,0.00452112676056338,-0.6090133982947625,ULTA,217.5,221.72999572753903,216.6699981689453,221.05999755859372,221.05999755859372,1663100,45,57.0,,0.57,25.65,-1.770004272460966,-0.00791948220340477
119,2018-04-13,1,0.00452112676056338,0.0,ULTA,219.75,223.13999938964844,218.25,220.8800048828125,220.8800048828125,1368200,51,57.0,,0.57,29.07,1.4100036621094034,0.006359102012710949
120,2018-05-01,1,0.00452112676056338,0.0,ULTA,252.05999755859372,254.33999633789065,248.4199981689453,250.6199951171875,250.6199951171875,922800,61,51.0,False,0.51,31.11,31.199996948242216,0.13982251964499026
121,2018-05-23,1,0.00452112676056338,0.0,ULTA,252.07000732421875,258.489990234375,251.47000122070312,252.97000122070312,252.97000122070312,931500,63,51.0,,0.51,32.13,4.149993896484347,0.016316717607289366
122,2018-05-25,1,0.00452112676056338,0.0,ULTA,253.72000122070312,255.38999938964844,250.0500030517578,251.0500030517578,251.0500030517578,815400,71,51.0,,0.51,36.21,-3.0999908447265625,-0.011992692026162266
123,2018-05-30,1,0.00452112676056338,0.0,ULTA,255.42999267578125,256.3900146484375,250.2100067138672,253.47999572753903,253.47999572753903,1163600,59,51.0,,0.51,30.09,1.0000152587890625,0.003915639849559449
124,2018-05-31,2,0.00804225352112676,0.7788161993769471,ULTA,256.1400146484375,256.8900146484375,246.00999450683597,246.91000366210935,246.91000366210935,2348500,73,51.0,,0.51,37.23,0.5,0.0019501539507520427
125,2018-06-07,3,0.011563380281690142,1.5576323987538943,ULTA,255.5,259.6199951171875,252.0,256.9200134277344,256.9200134277344,1240200,59,50.0,,0.5,29.5,2.72998046875,0.010627040029119295
126,2018-07-24,3,0.011563380281690142,0.0,ULTA,255.2899932861328,255.52999877929688,245.7700042724609,249.2400054931641,249.2400054931641,752200,68,55.0,,0.55,37.400000000000006,-4.089996337890625,-0.015753780197262812
