,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,ALL_unscaled,ALL_monthly,isPartial,scale,ALL,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-03,1,0.01763090128755365,0.0,ALL,64.80000305175781,65.58999633789062,64.66999816894531,65.41000366210938,57.708003997802734,1865900,89,80.0,,0.8,71.2,,
1,2016-05-04,6,0.020313304721030045,0.15214216163583272,ALL,64.81999969482422,65.55000305175781,64.58999633789062,65.27999877929688,57.593299865722656,2936100,89,80.0,,0.8,71.2,-0.0399932861328125,-0.0006097467352610408
2,2016-05-05,0,0.01709442060085837,-0.15846186351151503,ALL,68.08999633789062,69.23999786376953,67.05000305175781,67.87000274658203,59.87833786010742,4521600,88,80.0,,0.8,70.4,3.6899948120117188,0.05629282441219918
3,2016-05-09,1,0.01763090128755365,0.03138337936228974,ALL,67.0999984741211,67.6500015258789,66.87000274658203,67.20999908447266,59.29605865478516,1836100,91,80.0,,0.8,72.8,-1.589996337890625,-0.022963552671087073
4,2016-05-12,1,0.01763090128755365,0.0,ALL,67.56999969482422,67.7699966430664,67.08000183105469,67.54000091552734,59.58720779418945,2517300,90,80.0,,0.8,72.0,0.1199951171875,0.0017737637026009612
5,2016-05-13,2,0.018167381974248928,0.030428432327166632,ALL,67.6500015258789,67.77999877929688,67.27999877929688,67.37999725341797,59.4460334777832,1736100,89,80.0,,0.8,71.2,0.01000213623046875,0.00014758944556469977
6,2016-05-16,15,0.025141630901287553,0.4259980525803311,ALL,67.19000244140625,67.79000091552734,67.12999725341797,67.55000305175781,59.59602355957031,2019800,90,80.0,,0.8,72.0,0.01000213623046875,0.00014756766613466255
7,2016-05-17,10,0.02245922746781116,-0.10669170365312386,ALL,67.51000213623047,67.70999908447266,66.88999938964844,67.0999984741211,59.199005126953125,2015400,89,80.0,,0.8,71.2,-0.0800018310546875,-0.0011801420559703901
8,2016-05-18,2,0.018167381974248928,-0.19109497420217847,ALL,66.83999633789062,67.58999633789062,66.76000213623047,67.36000061035156,59.42838668823242,2431700,90,80.0,,0.8,72.0,-0.12000274658203125,-0.0017723046552152733
9,2016-05-23,2,0.018167381974248928,0.0,ALL,67.08999633789062,67.20999908447266,66.68000030517578,66.87999725341797,59.004920959472656,1331300,89,80.0,,0.8,71.2,-0.37999725341796875,-0.005622093120382976
10,2016-05-25,1,0.01763090128755365,-0.029529884242853743,ALL,67.68000030517578,67.83000183105469,67.20999908447266,67.27999877929688,59.35781478881836,1715500,94,80.0,,0.8,75.2,0.6200027465820312,0.009224858726791352
11,2016-05-31,5,0.019776824034334766,0.08858965272856145,ALL,67.75,67.95999908447266,67.16999816894531,67.51000213623047,59.56072998046875,3554400,90,80.0,,0.8,72.0,0.12999725341796875,0.0019165155522442578
12,2016-06-01,7,0.02084978540772532,0.0542534722222221,ALL,67.18000030517578,67.5,66.66999816894531,67.44000244140625,59.79122543334961,1498400,93,77.0,False,0.77,71.61,-0.45999908447265625,-0.0067686740828364345
13,2016-06-03,1,0.01763090128755365,-0.1543845203787566,ALL,67.0199966430664,67.70999908447266,66.63999938964844,67.43000030517578,59.78238296508789,1625700,91,77.0,,0.77,70.07000000000001,0.20999908447265625,0.0031110975477430802
14,2016-06-07,1,0.01763090128755365,0.0,ALL,67.72000122070312,67.87999725341797,67.31999969482422,67.43000030517578,59.78238296508789,1484100,93,77.0,,0.77,71.61,0.1699981689453125,0.002510680420084288
15,2016-06-09,2,0.018167381974248928,0.030428432327166632,ALL,67.48999786376953,67.95999908447266,67.37000274658203,67.79000091552734,60.10154342651367,1456700,92,77.0,,0.77,70.84,0.0800018310546875,0.0011785774055943499
16,2016-06-15,3,0.018703862660944207,0.06085686465433304,ALL,66.75,66.94999694824219,65.80999755859375,65.87000274658203,58.3993034362793,1991000,93,77.0,,0.77,71.61,-1.0100021362304688,-0.014861714976997842
