,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,BE_unscaled,BE_monthly,isPartial,scale,BE,Stock_Price_Change,Stock_Price_Change_Percent
128,2019-04-11,1,0.02381368821292776,-0.025921509668723086,BE,11.949999809265137,12.529999732971191,11.760000228881836,12.510000228881836,12.510000228881836,1044300,96,77.0,,0.77,73.92,0.029999732971191406,0.002399978637695366
129,2019-04-12,0,0.023179974651457543,-0.026611315131193747,BE,12.609999656677246,13.149999618530272,12.210000038146973,12.390000343322754,12.390000343322754,666800,94,77.0,,0.77,72.38,0.6199998855590803,0.04948123693312012
130,2019-04-15,5,0.02634854245880862,0.10644526052477499,BE,12.369999885559082,12.369999885559082,11.850000381469728,11.890000343322754,11.890000343322754,767900,97,77.0,,0.77,74.69,-0.7799997329711896,-0.05931557076793037
131,2019-04-16,5,0.02634854245880862,0.0,BE,11.899999618530272,12.56999969482422,11.899999618530272,12.4399995803833,12.4399995803833,790000,96,77.0,,0.77,73.92,0.1999998092651385,0.01616813347739976
132,2019-04-17,1,0.02381368821292776,-0.09620472365193122,BE,12.56999969482422,13.100000381469728,12.56999969482422,12.9399995803833,12.9399995803833,1548500,94,77.0,,0.77,72.38,0.5300006866455078,0.04216393790874462
133,2019-04-18,6,0.026982256020278834,0.13305657565596873,BE,12.90999984741211,13.100000381469728,12.359999656677246,12.960000038146973,12.960000038146973,698700,93,77.0,,0.77,71.61,0.0,0.0
134,2019-04-22,7,0.02761596958174905,0.02348630748273761,BE,13.029999732971191,13.1899995803833,12.739999771118164,12.979999542236328,12.979999542236328,528500,95,77.0,,0.77,73.15,0.08999919891357244,0.0068701676559397296
135,2019-04-23,-17,0.01240684410646388,-0.550736610216164,BE,13.039999961853027,13.15999984741211,12.770000457763672,12.859999656677246,12.859999656677246,898800,97,77.0,,0.77,74.69,-0.029999732971191406,-0.002274430168732411
136,2019-04-24,2,0.024447401774397973,0.9704770660945958,BE,12.859999656677246,13.020000457763672,12.65999984741211,12.93000030517578,12.93000030517578,433100,95,77.0,,0.77,73.15,-0.1399993896484375,-0.010638251616390981
137,2019-04-26,-2,0.02191254752851711,-0.10368603867489246,BE,12.56999969482422,12.59000015258789,12.100000381469728,12.300000190734863,12.300000190734863,782700,91,77.0,,0.77,70.07000000000001,-0.43000030517578125,-0.03302613594912562
138,2019-04-29,1,0.02381368821292776,0.08676036786395991,BE,13.020000457763672,13.869999885559082,12.8100004196167,13.15999984741211,13.15999984741211,3887900,99,77.0,,0.77,76.23,1.2799997329711914,0.10166796802683797
139,2019-04-30,1,0.02381368821292776,0.0,BE,13.359999656677246,13.899999618530272,13.0600004196167,13.619999885559082,13.619999885559082,2267200,100,77.0,,0.77,77.0,0.02999973297118963,0.002162922366165665
140,2019-05-01,5,0.02634854245880862,0.10644526052477499,BE,13.649999618530272,14.600000381469728,13.619999885559082,14.31999969482422,14.31999969482422,2036400,100,75.0,False,0.75,75.0,0.7000007629394567,0.050359768500013224
141,2019-05-02,3,0.02508111533586819,-0.04810236182596561,BE,14.539999961853027,14.600000381469728,13.65999984741211,14.130000114440918,14.130000114440918,1325800,97,75.0,,0.75,72.75,0.0,0.0
142,2019-05-03,168,0.12964385297845374,4.1689827682045575,BE,14.210000038146973,15.300000190734863,14.199999809265137,15.260000228881836,15.260000228881836,2326100,92,75.0,,0.75,69.0,0.6999998092651349,0.047945191162705125
143,2019-05-06,8,0.028249683143219267,0.18627920591835645,BE,14.5,15.449999809265137,14.300000190734863,14.720000267028809,14.720000267028809,1489100,91,75.0,,0.75,68.25,0.14999961853027344,0.009803896513747024
144,2019-05-07,19,0.03522053231939164,0.24675849073534017,BE,14.699999809265137,15.0,13.289999961853027,14.15999984741211,14.15999984741211,2691000,94,75.0,,0.75,70.5,-0.4499998092651367,-0.02912620160650603
145,2019-05-08,6,0.026982256020278834,-0.23390550217712047,BE,14.1899995803833,14.640000343322754,13.3100004196167,13.34000015258789,13.34000015258789,1802300,95,75.0,,0.75,71.25,-0.3599996566772461,-0.02399997711181645
146,2019-05-09,4,0.025714828897338404,-0.04697261496547511,BE,13.239999771118164,13.90999984741211,12.960000038146973,13.699999809265137,13.699999809265137,1249300,95,75.0,,0.75,71.25,-0.7300004959106445,-0.049863420682472515
147,2019-05-10,24,0.038389100126742716,0.4928779141406674,BE,13.670000076293944,13.729999542236328,13.18000030517578,13.369999885559082,13.369999885559082,883600,86,75.0,,0.75,64.5,-0.18000030517578125,-0.012940352778599729
148,2019-05-13,1,0.02381368821292776,-0.025921509668723086,BE,13.050000190734863,13.399999618530272,12.920000076293944,13.199999809265137,13.199999809265137,1016900,94,75.0,,0.75,70.5,-0.32999992370605646,-0.02403495518633547
149,2019-05-14,3,0.02508111533586819,0.053222630262387494,BE,13.279999732971191,13.960000038146973,13.279999732971191,13.670000076293944,13.670000076293944,1010500,95,75.0,,0.75,71.25,0.560000419616701,0.04179107728050235
150,2019-05-16,1,0.02381368821292776,-0.050533124463085555,BE,13.369999885559082,13.550000190734863,12.899999618530272,12.989999771118164,12.989999771118164,1127700,91,75.0,,0.75,68.25,-0.4099998474121094,-0.02936961649654346
151,2019-05-17,13,0.03141825095057034,0.3193357815743252,BE,12.869999885559082,13.010000228881836,11.68000030517578,11.899999618530272,11.899999618530272,2810800,86,75.0,,0.75,64.5,-0.5399999618530273,-0.03985239514773331
152,2019-05-21,2,0.024447401774397973,-0.2218726047843801,BE,11.81999969482422,12.31999969482422,11.729999542236328,12.279999732971191,12.279999732971191,977800,90,75.0,,0.75,67.5,-0.6900005340576154,-0.05303616617360496
153,2019-05-22,1,0.02381368821292776,-0.025921509668723086,BE,12.199999809265137,12.390000343322754,11.899999618530272,12.0,12.0,1591100,88,75.0,,0.75,66.0,0.07000064849853338,0.005681870960430491
154,2019-05-28,11,0.030150823827629913,0.2661131513119379,BE,11.119999885559082,11.4399995803833,10.800000190734863,11.270000457763672,11.270000457763672,1621500,82,75.0,,0.75,61.5,-0.9500007629394531,-0.07667479714408798
155,2019-05-29,1,0.02381368821292776,-0.2101811761738619,BE,11.149999618530272,11.399999618530272,10.90999984741211,11.119999885559082,11.119999885559082,738000,88,75.0,,0.75,66.0,-0.03999996185302912,-0.0034965002902289655
156,2019-05-31,7,0.02761596958174905,0.1596678907871627,BE,10.739999771118164,10.989999771118164,10.270000457763672,10.800000190734863,10.800000190734863,1037800,79,75.0,,0.75,59.25,-0.4099998474121076,-0.03596490009926567
157,2019-06-04,2,0.024447401774397973,-0.1147367937950341,BE,10.920000076293944,11.0649995803833,10.710000038146973,10.800000190734863,10.800000190734863,708600,98,70.0,,0.7,68.6,0.07499980926513672,0.006824368592093899
158,2019-06-05,2,0.024447401774397973,0.0,BE,10.800000190734863,11.079999923706056,10.59000015258789,10.739999771118164,10.739999771118164,754000,100,70.0,,0.7,70.0,0.015000343322755683,0.0013556569264900897
159,2019-06-06,4,0.025714828897338404,0.05184301933744617,BE,10.770000457763672,10.880000114440918,9.925000190734863,10.100000381469728,10.100000381469728,1183700,96,70.0,,0.7,67.19999999999999,-0.1999998092651385,-0.01805052442619892
160,2019-06-10,4,0.025714828897338404,-0.5313128046385918,BE,10.289999961853027,10.8100004196167,10.149999618530272,10.43000030517578,10.43000030517578,1408000,94,70.0,,0.7,65.8,-0.06999969482421875,-0.006433795412493448
161,2019-06-12,7,0.02761596958174905,0.07393168712109999,BE,10.479999542236328,10.770000457763672,10.369999885559082,10.5,10.5,924100,93,70.0,,0.7,65.1,-0.039999961853027344,-0.003700273848319169
162,2019-06-13,2,0.024447401774397973,-0.1147367937950341,BE,10.56999969482422,11.710000038146973,10.5600004196167,11.289999961853027,11.289999961853027,1673700,94,70.0,,0.7,65.8,0.9399995803833008,0.08727943736582588
163,2019-06-17,12,0.030784537389100128,0.2592150966872311,BE,11.1899995803833,12.050000190734863,11.1899995803833,11.789999961853027,11.789999961853027,1302500,93,70.0,,0.7,65.1,0.3400001525878906,0.02903502574554162
164,2019-06-18,8,0.028249683143219267,-0.08234180081518383,BE,11.890000343322754,12.170000076293944,11.803999900817873,12.06999969482422,12.06999969482422,925000,92,70.0,,0.7,64.39999999999999,0.11999988555908025,0.009958496569265396
165,2019-06-19,1,0.02381368821292776,-0.15702813046794384,BE,11.989999771118164,12.199999809265137,11.720000267028809,12.170000076293944,12.170000076293944,1204800,92,70.0,,0.7,64.39999999999999,0.029999732971193183,0.0024650561037899976
166,2019-06-20,3,0.02508111533586819,0.053222630262387494,BE,12.56999969482422,12.75,11.875,12.4399995803833,12.4399995803833,2072800,95,70.0,,0.7,66.5,0.5500001907348633,0.045081983551931826
167,2019-06-21,14,0.03205196451204056,0.27793218454697044,BE,12.369999885559082,12.68000030517578,11.649999618530272,11.720000267028809,11.720000267028809,1653900,89,70.0,,0.7,62.3,-0.06999969482422053,-0.005490172143076122
168,2019-06-24,33,0.044092522179974655,0.7579968669462833,BE,11.699999809265137,11.75,11.199999809265137,11.5600004196167,11.5600004196167,1288800,90,70.0,,0.7,62.99999999999999,-0.9300003051757795,-0.0733438708827292
169,2019-06-25,17,0.03395310519645121,-0.22995774526430768,BE,11.520000457763672,11.800000190734863,11.260000228881836,11.529999732971191,11.529999732971191,1394300,90,70.0,,0.7,62.99999999999999,0.05000019073486328,0.004255335381690539
170,2019-06-27,1,0.02381368821292776,-0.29863003471574157,BE,11.829999923706056,12.30500030517578,11.489999771118164,11.640000343322754,11.640000343322754,1165000,92,70.0,,0.7,64.39999999999999,0.5050001144409162,0.042796619176110884
171,2019-07-01,-1,0.022546261089987328,-0.101066248926171,BE,12.989999771118164,13.0649995803833,12.31999969482422,12.510000228881836,12.510000228881836,2297400,97,66.0,False,0.66,64.02,0.7599992752075213,0.06176345033391395
172,2019-07-02,6,0.026982256020278834,0.19675080105683285,BE,12.550000190734863,12.739999771118164,11.949999809265137,12.630000114440918,12.630000114440918,2645300,97,66.0,,0.66,64.02,-0.3249998092651367,-0.024875608090574652
173,2019-07-03,71,0.06817363751584284,1.5266099863779417,BE,12.65999984741211,12.729999542236328,12.359999656677246,12.40999984741211,12.40999984741211,585700,97,66.0,,0.66,64.02,-0.010000228881835938,-0.0007849473360671544
174,2019-07-08,9,0.028883396704689483,-0.17992730936701573,BE,12.81999969482422,12.960000038146973,12.34000015258789,12.920000076293944,12.920000076293944,753800,99,66.0,,0.66,65.34,0.23000049591064453,0.018067596557842514
175,2019-07-09,3,0.02508111533586819,-0.1316424590811357,BE,12.81999969482422,12.979999542236328,12.718000411987305,12.960000038146973,12.960000038146973,546100,96,66.0,,0.66,63.36,0.01999950408935547,0.001543171607290672
176,2019-07-10,0,0.023179974651457543,-0.07579968669462833,BE,13.0,13.1899995803833,12.93000030517578,13.050000190734863,13.050000190734863,1136900,98,66.0,,0.66,64.68,0.21000003814697266,0.01617874002719666
177,2019-07-11,3,0.02508111533586819,0.08201651265788179,BE,13.220000267028809,13.300000190734863,12.699999809265137,12.739999771118164,12.739999771118164,1094300,96,66.0,,0.66,63.36,0.1100006103515625,0.008339697790071154
178,2019-07-12,36,0.0459936628643853,0.8337965536409115,BE,12.899999618530272,13.170000076293944,12.899999618530272,13.0600004196167,13.0600004196167,1070300,94,66.0,,0.66,62.040000000000006,-0.13000011444091975,-0.009774444554631057
179,2019-07-15,29,0.04155766793409379,0.5772283419115878,BE,13.100000381469728,13.18000030517578,12.270000457763672,12.3100004196167,12.3100004196167,1037000,96,66.0,,0.66,63.36,0.010000228881835938,0.0007593188173047327
180,2019-07-16,48,0.053598225602027885,0.2897313123303549,BE,12.31999969482422,12.489999771118164,11.699999809265137,12.0,12.0,1366400,94,66.0,,0.66,62.040000000000006,-0.6900005340576154,-0.05235208786654222
181,2019-07-18,22,0.03712167300380228,-0.3074085459575777,BE,11.600000381469728,11.800000190734863,11.289999961853027,11.43000030517578,11.43000030517578,1006700,98,66.0,,0.66,64.68,-0.6899995803833008,-0.055244162772432825
182,2019-07-19,16,0.03331939163498099,-0.10242753252074155,BE,11.5,11.630000114440918,10.989999771118164,11.0,11.0,759700,90,66.0,,0.66,59.400000000000006,-0.1700000762939453,-0.014406785893734675
183,2019-07-22,5,0.02634854245880862,-0.08776163938742387,BE,11.0,11.09000015258789,10.329999923706056,10.65999984741211,10.65999984741211,1773000,98,66.0,,0.66,64.68,-0.5399999618530273,-0.04643163856744181
184,2019-07-23,2,0.024447401774397973,-0.07215354273894847,BE,10.770000457763672,10.800000190734863,10.25,10.5,10.5,1025700,94,66.0,,0.66,62.040000000000006,-0.28999996185302734,-0.026149680600802805
185,2019-07-24,12,0.030784537389100128,0.2592150966872311,BE,10.34000015258789,10.960000038146973,10.300000190734863,10.90999984741211,10.90999984741211,1225100,97,66.0,,0.66,64.02,0.15999984741210938,0.01481480042466754
186,2019-07-25,11,0.030150823827629913,-0.020585450203795985,BE,10.880000114440918,11.09000015258789,10.56999969482422,10.630000114440918,10.630000114440918,833600,94,66.0,,0.66,62.040000000000006,0.13000011444091797,0.011861324269018647
187,2019-07-26,4,0.025714828897338404,-0.14712682332170335,BE,10.649999618530272,10.880000114440918,10.5,10.649999618530272,10.649999618530272,716500,90,66.0,,0.66,59.400000000000006,-0.21000003814697266,-0.01893598153810383
188,2019-07-29,2,0.024447401774397973,0.4515012416284143,BE,10.640000343322754,10.699999809265137,10.25,10.31999969482422,10.31999969482422,767000,93,66.0,,0.66,61.38,-0.18000030517578125,-0.016544145522284337
189,2019-07-30,15,0.03268567807351078,0.33697962569340056,BE,10.229999542236328,10.289999961853027,9.960000038146973,10.15999984741211,10.15999984741211,1108600,93,66.0,,0.66,61.38,-0.4099998474121094,-0.03831774343183536
190,2019-07-31,3,0.02508111533586819,-0.23265733452247084,BE,10.100000381469728,10.529999732971191,10.0,10.449999809265137,10.449999809265137,2126100,96,66.0,,0.66,63.36,0.23999977111816406,0.02332359300368214
191,2019-08-01,1,0.02381368821292776,-0.050533124463085555,BE,10.449999809265137,10.880000114440918,10.199999809265137,10.210000038146973,10.210000038146973,1289500,87,64.0,False,0.64,55.68,0.35000038146972656,0.03323840364153252
192,2019-08-02,1,0.02381368821292776,0.0,BE,10.149999618530272,10.300000190734863,9.899999618530272,10.239999771118164,10.239999771118164,808200,86,64.0,,0.64,55.04,-0.5799999237060547,-0.0533088159563736
193,2019-08-05,1,0.02381368821292776,0.0,BE,10.06999969482422,10.18000030517578,9.40999984741211,9.619999885559082,9.619999885559082,1458900,87,64.0,,0.64,55.68,-0.11999988555908381,-0.011650474110381781
194,2019-08-06,3,0.02508111533586819,0.053222630262387494,BE,9.6899995803833,9.890000343322754,9.210000038146973,9.220000267028809,9.220000267028809,1028700,88,64.0,,0.64,56.32,-0.28999996185302557,-0.028487225261239146
195,2019-08-07,3,0.02508111533586819,0.0,BE,9.18000030517578,9.3100004196167,8.710000038146973,9.140000343322754,9.140000343322754,1618900,90,64.0,,0.64,57.6,-0.5799999237060547,-0.0586450863065584
196,2019-08-08,6,0.026982256020278834,0.07579968669462822,BE,9.229999542236328,9.270000457763672,8.720000267028809,8.920000076293945,8.920000076293945,1252800,88,64.0,,0.64,56.32,-0.039999961853027344,-0.004296451133207757
197,2019-08-09,22,0.03712167300380228,0.3757809197238009,BE,9.010000228881836,9.039999961853027,8.430000305175781,8.5600004196167,8.5600004196167,1330500,86,64.0,,0.64,55.04,-0.23000049591064453,-0.024811271257059953
198,2019-08-12,24,0.038389100126742716,0.42275353468927634,BE,8.529999732971191,8.59000015258789,7.954999923706055,8.0,8.0,1359000,88,64.0,,0.64,56.32,-0.4499998092651367,-0.04977874017301387
199,2019-08-13,69,0.06690621039290241,0.7428439367427118,BE,5.980000019073486,6.110000133514404,4.539999961853027,4.599999904632568,4.599999904632568,19436600,92,64.0,,0.64,58.88,-2.4800000190734863,-0.2887077968591586
200,2019-08-14,1,0.02381368821292776,-0.6440735759343803,BE,4.554999828338623,5.409999847412109,4.409999847412109,4.909999847412109,4.909999847412109,7410000,94,64.0,,0.64,60.16,-0.7000002861022949,-0.11456632910082487
201,2019-08-15,34,0.04472623574144487,0.8781733993293948,BE,4.920000076293945,5.25,4.656000137329102,4.949999809265137,4.949999809265137,3828800,90,64.0,,0.64,57.6,-0.15999984741210938,-0.02957483399720351
202,2019-08-16,1,0.02381368821292776,-0.46756779733061293,BE,5.019999980926514,5.150000095367432,4.960000038146973,5.119999885559082,5.119999885559082,2736400,87,64.0,,0.64,55.68,-0.09999990463256836,-0.01904760088239399
203,2019-08-19,2,0.024447401774397973,-0.18916305855647564,BE,5.260000228881836,5.699999809265137,5.260000228881836,5.400000095367432,5.400000095367432,2504900,92,64.0,,0.64,58.88,0.5499997138977051,0.10679605897336675
204,2019-08-20,20,0.03585424588086185,0.4665871740370158,BE,5.389999866485596,5.619999885559082,5.300000190734863,5.489999771118164,5.489999771118164,2020200,93,64.0,,0.64,59.52,-0.07999992370605469,-0.01403507480404087
205,2019-08-22,13,0.03141825095057034,-0.12372300187351981,BE,5.309999942779541,5.409999847412109,4.96999979019165,4.96999979019165,4.96999979019165,2339400,94,64.0,,0.64,60.16,-0.21000003814697266,-0.03736655559132307
206,2019-08-23,11,0.030150823827629913,-0.040340473597159865,BE,4.980000019073486,5.050000190734863,4.630000114440918,4.650000095367432,4.650000095367432,2637900,89,64.0,,0.64,56.96,-0.3599996566772461,-0.0665433764937079
207,2019-08-26,20,0.03585424588086185,-0.09588034133401524,BE,4.75,4.974999904632568,4.650000095367432,4.670000076293945,4.670000076293945,1743100,94,64.0,,0.64,60.16,-0.07500028610229492,-0.014851541241502675
208,2019-08-27,0,0.023179974651457543,-0.3534942910671992,BE,4.690000057220459,4.78000020980835,4.375,4.400000095367432,4.400000095367432,2249700,99,64.0,,0.64,63.36,-0.19499969482421875,-0.03919591930899158
209,2019-08-29,12,0.030784537389100128,0.32806605063152716,BE,4.340000152587891,4.34499979019165,4.019999980926514,4.179999828338623,4.179999828338623,3077600,99,64.0,,0.64,63.36,-0.4350004196166992,-0.09100426789189209
210,2019-08-30,4,0.025714828897338404,-0.16468360163036766,BE,4.179999828338623,4.679999828338623,4.170000076293945,4.480000019073486,4.480000019073486,2096400,92,64.0,,0.64,58.88,0.33500003814697266,0.07710012757726648
211,2019-09-03,10,0.029517110266159698,0.1202559045649143,BE,4.429999828338623,4.510000228881836,4.349999904632568,4.449999809265137,4.449999809265137,1539700,82,74.0,,0.74,60.68,-0.1699995994567871,-0.036324702071011905
212,2019-09-04,5,0.02634854245880862,-0.10734681609343477,BE,4.460000038146973,4.579999923706055,4.369999885559082,4.489999771118164,4.489999771118164,1286600,87,74.0,,0.74,64.38,0.06999969482421875,0.015520995847393415
213,2019-09-06,42,0.049795944233206595,0.8898936937803648,BE,4.630000114440918,4.800000190734863,4.480000019073486,4.78000020980835,4.78000020980835,1459200,84,74.0,,0.74,62.16,0.2200002670288086,0.0480349936012201
214,2019-09-09,5,0.02634854245880862,-0.17794297916089996,BE,4.690000057220459,4.710000038146973,4.460000038146973,4.670000076293945,4.670000076293945,1675300,88,74.0,,0.74,65.12,-0.09000015258789062,-0.01875003104408457
215,2019-09-10,73,0.06944106463878327,1.6354803020828323,BE,4.679999828338623,4.820000171661377,4.489999771118164,4.559999942779541,4.559999942779541,1921600,94,74.0,,0.74,69.56,0.1100001335144043,0.023354592913693795
216,2019-09-12,8,0.028249683143219267,-0.593184763364909,BE,4.940000057220459,5.099999904632568,4.599999904632568,4.619999885559082,4.619999885559082,1692400,91,74.0,,0.74,67.34,0.2799997329711914,0.05809122883800222
217,2019-09-13,28,0.040923954372623576,0.44865180133698224,BE,4.619999885559082,4.650000095367432,4.369999885559082,4.440000057220459,4.440000057220459,1823700,83,74.0,,0.74,61.42,-0.4499998092651367,-0.08823525836860913
218,2019-09-16,11,0.030150823827629913,-0.26324754560376595,BE,4.46999979019165,4.579999923706055,4.159999847412109,4.190000057220459,4.190000057220459,2569500,90,74.0,,0.74,66.6,-0.07000017166137695,-0.015053800048545063
219,2019-09-17,7,0.02761596958174905,-0.0840724704695448,BE,3.759999990463257,3.7699999809265137,3.095000028610229,3.309999942779541,3.309999942779541,11176600,97,74.0,,0.74,71.78,-0.809999942779541,-0.17685588564903365
220,2019-09-18,1,0.02381368821292776,-0.13768415255404098,BE,3.3299999237060547,3.5,3.0789999961853027,3.3399999141693115,3.3399999141693115,4871500,94,74.0,,0.74,69.56,-0.26999998092651367,-0.07161803243833398
221,2019-09-19,10,0.029517110266159698,0.23950183618074394,BE,3.650000095367432,3.740000009536743,3.299999952316284,3.549999952316284,3.549999952316284,4094500,91,74.0,,0.74,67.34,0.24000000953674316,0.06857143129621224
222,2019-09-20,26,0.039656527249683146,0.34350981149899096,BE,3.609999895095825,3.609999895095825,3.319999933242798,3.319999933242798,3.319999933242798,3548500,84,74.0,,0.74,62.16,-0.13000011444091797,-0.03475938879931195
223,2019-09-23,2,0.024447401774397973,0.026611315131193747,BE,3.3499999046325684,3.5,3.2799999713897705,3.430000066757202,3.430000066757202,2103300,93,74.0,,0.74,68.82,-0.1099998950958252,-0.030470885953559068
224,2019-09-24,10,0.029517110266159698,0.2073720773497849,BE,3.400000095367432,3.430000066757202,3.2100000381469727,3.240000009536743,3.240000009536743,1716500,95,74.0,,0.74,70.3,-0.06999993324279785,-0.019999980926513672
225,2019-09-25,8,0.028249683143219267,-0.04293872643737384,BE,3.2100000381469727,3.5,3.2100000381469727,3.470000028610229,3.470000028610229,1858700,100,74.0,,0.74,74.0,0.06999993324279785,0.020408143405366452
226,2019-09-26,16,0.03331939163498099,0.1794607205347929,BE,3.569999933242798,3.630000114440918,3.3499999046325684,3.490000009536743,3.490000009536743,1664000,98,74.0,,0.74,72.52,0.13000011444091797,0.03714288984026237
227,2019-09-27,5,0.02634854245880862,-0.20921297881243106,BE,3.490000009536743,3.5999999046325684,3.400000095367432,3.4600000381469727,3.4600000381469727,4131600,89,74.0,,0.74,65.86,-0.03000020980834961,-0.00826452034781
228,2019-09-30,1,0.02381368821292776,-0.11743153741368773,BE,3.440000057220459,3.490000009536743,3.220000028610229,3.25,3.25,2288800,97,74.0,,0.74,71.78,-0.1099998950958252,-0.030555527224952028
229,2019-10-01,2,0.024447401774397973,0.026611315131193747,BE,3.259999990463257,3.509999990463257,3.119999885559082,3.1600000858306885,3.1600000858306885,2149100,97,75.0,False,0.75,72.75,0.019999980926513672,0.005730653544946174
230,2019-10-02,1,0.02381368821292776,-0.025921509668723086,BE,3.109999895095825,3.150000095367432,3.0,3.0999999046325684,3.0999999046325684,1917400,97,75.0,,0.75,72.75,-0.35999989509582475,-0.10256407295554182
231,2019-10-03,3,0.02508111533586819,0.053222630262387494,BE,3.069999933242798,3.190000057220459,3.0,3.190000057220459,3.190000057220459,1498900,95,75.0,,0.75,71.25,0.0399999618530269,0.012698400203813742
232,2019-10-04,4,0.025714828897338404,0.025266562231542666,BE,3.180000066757202,3.299999952316284,3.0850000381469727,3.2100000381469727,3.2100000381469727,1135800,87,75.0,,0.75,65.25,0.1099998950958252,0.034482725116836255
233,2019-10-07,4,0.025714828897338404,-0.06884207627702044,BE,3.2100000381469727,3.3399999141693115,3.109999895095825,3.240000009536743,3.240000009536743,1244200,95,75.0,,0.75,71.25,0.039999961853027344,0.012121200736670001
234,2019-10-08,2,0.024447401774397973,-0.049287791414066695,BE,3.180000066757202,3.2100000381469727,3.049999952316284,3.0799999237060547,3.0799999237060547,1194200,95,75.0,,0.75,71.25,-0.12999987602233887,-0.03892211956977576
235,2019-10-09,18,0.03458681875792142,0.4147441546995696,BE,3.130000114440918,3.200000047683716,3.0199999809265137,3.069999933242798,3.069999933242798,1343700,100,75.0,,0.75,75.0,-0.009999990463256836,-0.0031152617895386925
236,2019-10-11,20,0.03585424588086185,0.03664480193484554,BE,3.4600000381469727,3.549999952316284,3.1600000858306885,3.1700000762939453,3.1700000762939453,2586300,89,75.0,,0.75,66.75,0.34999990463256836,0.10937496856786355
237,2019-10-15,1,0.02381368821292776,-0.3358195765138392,BE,2.900000095367432,3.039999961853028,2.7699999809265137,2.970000028610229,2.970000028610229,2342400,94,75.0,,0.75,70.5,-0.5099999904632564,-0.1436619710742515
238,2019-10-16,3,0.02508111533586819,0.053222630262387494,BE,2.950000047683716,3.190000057220459,2.9100000858306885,2.950000047683716,2.950000047683716,2014500,93,75.0,,0.75,69.75,0.1500000953674312,0.0493421372531857
239,2019-10-17,7,0.02761596958174905,0.10106624892617111,BE,2.950000047683716,2.9800000190734863,2.819999933242798,2.869999885559082,2.869999885559082,2191800,97,75.0,,0.75,72.75,-0.21000003814697266,-0.06583073178059806
240,2019-10-18,4,0.025714828897338404,-0.06884207627702044,BE,2.869999885559082,2.950000047683716,2.799999952316284,2.900000095367432,2.900000095367432,2033700,85,75.0,,0.75,63.75,-0.029999971389770508,-0.010067104428777118
241,2019-10-21,7,0.02761596958174905,0.10106624892617111,BE,2.950000047683716,3.0,2.9100000858306885,2.940000057220459,2.940000057220459,1351300,96,75.0,,0.75,72.0,0.04999995231628418,0.016949136104436047
242,2019-10-24,1,0.02381368821292776,-0.13768415255404098,BE,2.7300000190734863,2.799999952316284,2.609999895095825,2.6700000762939453,2.6700000762939453,3288300,95,75.0,,0.75,71.25,-0.20000004768371582,-0.06666668256123864
243,2019-10-25,8,0.028249683143219267,0.18627920591835645,BE,2.6700000762939453,2.75,2.440000057220459,2.720000028610229,2.720000028610229,3093900,90,75.0,,0.75,67.5,-0.04999995231628418,-0.017857126131349377
244,2019-10-30,1,0.02381368821292776,-0.15702813046794384,BE,2.700000047683716,2.9800000190734863,2.690000057220459,2.9600000381469727,2.9600000381469727,2803000,97,75.0,,0.75,72.75,0.23000001907348633,0.08363637057217677
245,2019-10-31,2,0.024447401774397973,0.026611315131193747,BE,2.940000057220459,3.0999999046325684,2.933000087738037,3.059999942779541,3.059999942779541,1964300,93,75.0,,0.75,69.75,0.11999988555908203,0.04026841771510825
246,2019-11-01,68,0.06627249683143219,1.7108196381357246,BE,3.039999961853028,3.3499999046325684,3.0199999809265137,3.3399999141693115,3.3399999141693115,2899700,82,73.0,False,0.73,59.86,0.25,0.0806451637712653
247,2019-11-04,3,0.02508111533586819,-0.1502855425308086,BE,3.450000047683716,3.9600000381469727,3.400000095367432,3.740000009536743,3.740000009536743,4220600,96,73.0,,0.73,70.08,0.6100001335144043,0.1820895972775587
248,2019-11-05,1,0.02381368821292776,-0.050533124463085555,BE,3.7899999618530273,4.03000020980835,3.650000095367432,3.7100000381469727,3.7100000381469727,2648700,96,73.0,,0.73,70.08,0.07000017166137695,0.017676810855318248
249,2019-11-06,6,0.026982256020278834,0.13305657565596873,BE,3.700000047683716,3.924999952316284,3.5,3.690000057220459,3.690000057220459,2331200,97,73.0,,0.73,70.81,-0.10500025749206543,-0.026054653108084747
250,2019-11-07,20,0.03585424588086185,0.3288083047583259,BE,3.740000009536743,4.366000175476074,3.7200000286102295,4.300000190734863,4.300000190734863,4731700,97,73.0,,0.73,70.81,0.44100022315979004,0.11235674611907709
251,2019-11-08,-3,0.021278833967046894,-0.4065184347272791,BE,4.46999979019165,5.5,4.449999809265137,5.170000076293945,5.170000076293945,9478200,90,73.0,,0.73,65.7,1.1339998245239258,0.25973425995116295
252,2019-11-12,26,0.039656527249683146,0.6221162320493545,BE,5.570000171661377,5.889999866485596,5.275000095367432,5.559999942779541,5.559999942779541,4955000,98,73.0,,0.73,71.53999999999999,0.3899998664855957,0.07090906663374463
253,2019-11-15,3,0.02508111533586819,-0.3675413084470581,BE,6.019999980926514,6.630000114440918,6.0,6.53000020980835,6.53000020980835,7254200,90,73.0,,0.73,65.7,0.7400002479553223,0.12563671727158465
