,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,MSFT_unscaled,MSFT_monthly,isPartial,scale,MSFT,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-02,1,0.0014164931278633902,-0.6730122103643881,MSFT,50.0,50.75,49.77999877929688,50.61000061035156,46.301025390625,33114500,90,10.0,,0.1,9.0,,
1,2016-05-10,1,0.0014164931278633902,0.0,MSFT,50.33000183105469,51.09999847412109,50.18999862670898,51.02000045776367,46.67612838745117,22891000,94,10.0,,0.1,9.4,0.34999847412108664,0.006896521657558274
2,2016-05-27,4,0.002665972511453561,0.18515089798185502,MSFT,51.91999816894531,52.31999969482422,51.77000045776367,52.31999969482422,48.20022201538086,17721400,78,10.0,,0.1,7.800000000000001,1.220001220703132,0.02387477998303633
3,2016-05-31,14,0.0068309037900874635,1.562255897516013,MSFT,52.2599983215332,53.0,52.08000183105469,53.0,48.82667922973633,37653100,68,10.0,,0.1,6.800000000000001,0.6800003051757812,0.012996947804704506
4,2016-06-01,4,0.002665972511453561,-0.6097189195780746,MSFT,52.43999862670898,52.95000076293945,52.43999862670898,52.84999847412109,48.68849182128906,25324800,22,14.0,False,0.14,3.08,-0.049999237060546875,-0.0009433818313310249
5,2016-06-13,8,0.004331945022907123,0.9257544899092762,MSFT,49.58000183105469,50.720001220703125,49.060001373291016,50.13999938964844,46.19187927246094,83217800,100,14.0,,0.14,14.000000000000002,-2.229999542236328,-0.042115193769688086
6,2016-06-15,38,0.01682673885880883,2.8843380444188056,MSFT,49.77999877929688,50.119998931884766,49.68999862670898,49.68999862670898,45.77730941772461,33757600,30,14.0,,0.14,4.2,-0.6000022888183594,-0.011829697838679265
7,2016-06-16,1,0.0014164931278633902,-0.9158189153733819,MSFT,49.52000045776367,50.470001220703125,49.5099983215332,50.38999938964844,46.42219543457031,31188600,24,14.0,,0.14,3.3600000000000003,0.3500022888183594,0.0069832860390526275
8,2016-06-17,3,0.002249479383590171,0.5880623346074685,MSFT,50.40999984741211,50.43000030517578,49.81999969482422,50.130001068115234,46.18266296386719,45710500,23,14.0,,0.14,3.22,-0.04000091552734375,-0.0007925681505815962
9,2016-06-20,8,0.004331945022907123,0.6249023590064056,MSFT,50.63999938964844,50.83000183105469,50.02999877929688,50.06999969482422,46.127403259277344,35607900,19,14.0,,0.14,2.66,0.40000152587890625,0.007931816844305217
