,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,MGM_unscaled,MGM_monthly,isPartial,scale,MGM,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-23,1,0.0015724098454493417,0.0,MGM,21.799999237060547,22.229999542236328,21.76000022888184,22.1299991607666,20.91094017028809,4103700,93,52.0,,0.52,48.36,,
1,2016-06-17,1,0.0015724098454493417,0.0,MGM,24.68000030517578,24.93000030517578,24.5,24.61000061035156,23.25433158874512,11752800,96,53.0,,0.53,50.88,2.700000762939453,0.1214575266998783
2,2016-07-01,1,0.0015724098454493417,0.0,MGM,22.700000762939453,23.190000534057617,22.649999618530277,22.780000686645508,21.52513694763184,4066200,82,56.0,False,0.56,45.92,-1.739999771118164,-0.06979541716078186
3,2016-07-21,4,0.0032896393817973667,1.0921004732435384,MGM,23.5,23.6200008392334,23.1200008392334,23.170000076293945,21.89365577697754,3843200,98,56.0,,0.56,54.88,0.43000030517578125,0.01854248793760349
4,2016-07-22,1,0.0015724098454493417,-0.5220114842526535,MGM,23.170000076293945,23.239999771118164,22.8700008392334,23.190000534057617,21.91255569458008,4713800,94,56.0,,0.56,52.64000000000001,-0.3800010681152344,-0.016088105614460613
5,2016-08-03,1,0.0015724098454493417,0.0,MGM,23.6200008392334,23.799999237060547,23.46999931335449,23.780000686645508,22.470050811767575,6065000,88,52.0,,0.52,45.760000000000005,0.5599994659423828,0.024096362799380433
6,2016-08-04,2,0.0021448196908986834,0.36403349108117955,MGM,24.36000061035156,24.459999084472656,23.780000686645508,24.059999465942383,22.73462677001953,9745200,90,52.0,,0.52,46.8,0.6599998474121094,0.027731086914674297
7,2016-08-12,1,0.0015724098454493417,-0.2668801708033093,MGM,24.75,24.82999992370605,24.489999771118164,24.5,23.150390625,4067300,81,52.0,,0.52,42.120000000000005,0.3700008392333949,0.015126772407292322
8,2016-08-31,1,0.0015724098454493417,0.0,MGM,23.809999465942383,24.09000015258789,23.75,23.88999938964844,22.573993682861328,3757000,72,52.0,,0.52,37.44,-0.7399997711181605,-0.02980264894852691
9,2016-09-01,0,0.001,-0.36403349108117944,MGM,24.290000915527344,24.770000457763672,24.1299991607666,24.649999618530277,23.292125701904297,9785700,85,48.0,False,0.48,40.8,0.6800003051757812,0.028227492771631724
10,2016-09-20,1,0.0015724098454493417,0.0,MGM,25.030000686645508,25.25,24.809999465942383,24.96999931335449,23.59449958801269,3260600,82,48.0,,0.48,39.36,0.4799995422363281,0.019378261338944824
11,2016-12-09,1,0.0015724098454493417,0.0,MGM,29.75,30.06999969482422,28.88999938964844,29.270000457763672,27.657629013061523,15863900,100,100.0,,1.0,100.0,4.819999694824219,0.19089107702274144
12,2016-12-15,2,0.0021448196908986834,0.36403349108117955,MGM,29.700000762939453,29.899999618530277,28.93000030517578,28.96999931335449,27.37415313720703,8584500,30,100.0,,1.0,30.0,-0.17000007629394176,-0.005653477819063779
13,2016-12-16,2,0.0021448196908986834,0.0,MGM,29.31999969482422,29.450000762939453,28.739999771118164,28.86000061035156,27.270212173461918,8520800,32,100.0,,1.0,32.0,-0.44999885559082387,-0.015050129141538249
14,2016-12-19,1,0.0015724098454493417,-0.2668801708033093,MGM,28.82999992370605,29.0,28.559999465942383,28.59000015258789,27.015085220336918,4703700,34,100.0,,1.0,34.0,-0.4500007629394531,-0.015280161333840914
15,2017-02-13,3,0.0027172295363480253,-0.5582953382339257,MGM,28.729999542236328,29.299999237060547,28.59000015258789,29.15999984741211,27.553686141967773,10158900,66,60.0,,0.6,39.6,0.2999992370605469,0.0103448012779499
16,2017-02-14,4,0.0032896393817973667,0.2106593638087213,MGM,29.440000534057617,29.600000381469727,28.61000061035156,28.649999618530277,27.071781158447266,9169600,69,60.0,,0.6,41.4,0.3000011444091797,0.010238947174773916
17,2017-02-15,1,0.0015724098454493417,-0.5220114842526535,MGM,28.65999984741211,29.709999084472656,28.65999984741211,29.600000381469727,27.96944808959961,14333000,71,60.0,,0.6,42.6,0.10999870300292969,0.003716172350855418
18,2017-02-16,2,0.0021448196908986834,0.36403349108117955,MGM,28.040000915527344,28.059999465942383,26.63999938964844,26.86000061035156,25.380386352539062,49246900,79,60.0,,0.6,47.4,-1.6499996185302734,-0.05553684514896584
19,2017-02-17,6,0.0044344590726960505,1.0675206832132376,MGM,26.5,26.780000686645508,26.040000915527344,26.600000381469727,25.134708404541016,20858700,90,60.0,,0.6,54.0,-1.279998779296875,-0.045616493359184274
