,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,GME_unscaled,GME_monthly,isPartial,scale,GME,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-18,3,0.0010385445575084799,0.0,GME,28.32999992370605,28.3700008392334,27.780000686645508,28.030000686645508,21.880205154418945,3887200,66,1.0,,0.01,0.66,,
1,2016-05-26,9,0.0011156336725254394,0.0742280285035628,GME,29.989999771118164,30.420000076293945,29.88999938964844,29.979999542236328,23.40237617492676,3425500,78,1.0,,0.01,0.78,2.049999237060547,0.07225939994423847
2,2016-05-27,2,0.0010256963716723199,-0.08061544131195875,GME,28.040000915527344,28.93000030517578,27.649999618530277,28.799999237060547,22.48126792907715,7559600,100,1.0,,0.01,1.0,-1.489999771118164,-0.04898092594941539
3,2016-06-20,0,0.001,-0.02505261048201224,GME,26.450000762939453,26.81999969482422,26.350000381469727,26.399999618530277,20.87763786315918,2280600,94,1.0,,0.01,0.94,-2.1100006103515625,-0.07293469022100452
4,2016-08-02,1,0.00101284818583616,0.012848185836159987,GME,30.559999465942383,30.6200008392334,29.21999931335449,29.239999771118164,23.12356758117676,3420700,76,0.0,,0.0,0.0,3.8000011444091797,0.14168535375272628
5,2016-08-10,1,0.00101284818583616,0.0,GME,29.600000381469727,30.229999542236328,29.600000381469727,30.149999618530277,23.84320831298828,1750300,46,0.0,,0.0,0.0,-0.3900012969970703,-0.012736815359500664
6,2016-08-17,1,0.00101284818583616,0.0,GME,30.8700008392334,30.940000534057617,30.5,30.81999969482422,24.373062133789062,1762400,32,0.0,,0.0,0.0,0.7100009918212891,0.023486635877360884
7,2016-08-22,1,0.00101284818583616,0.012848185836159987,GME,32.0,32.099998474121094,31.26000022888184,31.459999084472656,24.879186630249023,1671900,82,0.0,,0.0,0.0,1.1599979400634766,0.03749185261928467
8,2016-08-23,10,0.0011284818583615994,0.11416683580271969,GME,32.029998779296875,32.66999816894531,31.82999992370605,32.09000015258789,25.377405166625977,2840300,52,0.0,,0.0,0.0,0.5699996948242188,0.017757000682842694
9,2016-08-24,10,0.0011284818583615994,0.0,GME,32.130001068115234,32.40999984741211,31.6200008392334,31.709999084472656,25.07689094543457,2715400,52,0.0,,0.0,0.0,-0.2599983215332031,-0.007958320664380847
10,2016-08-25,7,0.0010899373008531196,-0.0341561162218782,GME,31.670000076293945,32.25,31.280000686645508,32.15999984741211,25.432758331298828,6167300,100,0.0,,0.0,0.0,-0.15999984741210938,-0.004936743232502261
11,2016-08-26,2,0.0010256963716723199,-0.058940022632968714,GME,30.21999931335449,30.51000022888184,28.690000534057617,28.739999771118164,22.72815704345703,14493400,89,0.0,,0.0,0.0,-1.7399997711181605,-0.053953481274981674
12,2016-08-30,1,0.00101284818583616,0.0,GME,28.88999938964844,28.959999084472656,28.270000457763672,28.489999771118164,22.530452728271484,2859100,48,0.0,,0.0,0.0,-1.5500011444091832,-0.05080305253298223
13,2016-09-13,1,0.00101284818583616,0.0,GME,26.950000762939453,27.38999938964844,26.809999465942383,26.989999771118164,21.626270294189453,2825400,73,1.0,,0.01,0.73,-1.5699996948242152,-0.05421269835833642
14,2016-09-14,2,0.0010256963716723199,0.012685203978079818,GME,27.6299991607666,27.6299991607666,26.940000534057617,27.030000686645508,21.658321380615234,1854300,77,1.0,,0.01,0.77,0.2399997711181605,0.008762313854189463
15,2016-10-06,1,0.00101284818583616,-0.012526305241005953,GME,27.07999992370605,27.100000381469727,26.299999237060547,26.68000030517578,21.377878189086918,3747500,91,1.0,,0.01,0.91,-0.529998779296875,-0.019182004900291538
16,2016-10-27,1,0.00101284818583616,0.0,GME,24.84000015258789,24.90999984741211,23.88999938964844,23.989999771118164,19.22246360778809,2703400,67,1.0,,0.01,0.67,-2.190000534057617,-0.08081182668746689
