,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,VOO_unscaled,VOO_monthly,isPartial,scale,VOO,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-04,1,0.13478684807256236,-0.04036098868277871,VOO,187.9900054931641,188.77999877929688,187.47000122070312,187.9900054931641,170.20663452148438,2079600,51,8.0,,0.08,4.08,,
1,2016-05-17,4,0.13818820861678005,0.025235107080971098,VOO,189.3500061035156,189.6499938964844,187.3300018310547,187.9600067138672,170.17947387695312,3327100,54,8.0,,0.08,4.32,0.8699951171875284,0.004608513204858333
2,2016-05-18,2,0.13592063492063491,-0.016409313926584845,VOO,187.5,189.1999969482422,186.77999877929688,187.92999267578125,170.15231323242188,1942000,87,8.0,,0.08,6.96,-0.4499969482422159,-0.0023727759700737927
3,2016-05-19,8,0.1427233560090703,0.05004921506147708,VOO,187.1499938964844,187.58999633789065,185.97000122070312,187.32000732421875,169.6000213623047,1796000,91,8.0,,0.08,7.28,-1.610000610351534,-0.008509517105288134
4,2016-05-23,1,0.13478684807256236,-0.055607632544764196,VOO,188.47999572753903,188.77999877929688,188.0200042724609,188.2400054931641,170.43299865722656,1415400,74,8.0,,0.08,5.92,1.1900024414062216,0.006343634866663006
5,2016-05-24,2,0.13592063492063491,0.008411702360323625,VOO,189.1300048828125,191.00999450683597,189.0800018310547,190.6300048828125,172.59690856933594,1985400,65,8.0,,0.08,5.2,2.229995727539091,0.011812669466886527
6,2016-06-20,1,0.13478684807256236,-0.00834153584357944,VOO,192.55999755859372,193.25999450683597,191.55999755859372,191.6499938964844,173.5204315185547,1192800,37,12.0,,0.12,4.44,2.25,0.011779488323682807
7,2016-06-22,2,0.13592063492063491,0.008411702360323625,VOO,191.4499969482422,192.2100067138672,190.77999877929688,190.9199981689453,173.7233123779297,2245900,21,12.0,,0.12,2.52,-1.0499877929687784,-0.005433032302666452
8,2016-06-23,1,0.13478684807256236,-0.00834153584357944,VOO,192.5200042724609,193.44000244140625,192.0,193.38999938964844,175.97085571289062,2582200,41,12.0,,0.12,4.92,1.2299957275390625,0.006399228367803378
9,2016-07-14,3,0.1370544217687075,0.016823404720647472,VOO,198.5800018310547,198.8000030517578,197.88999938964844,198.30999755859372,180.44764709472656,3691100,46,10.0,,0.1,4.6000000000000005,5.3600006103515625,0.027708853095032016
10,2016-07-25,6,0.14045578231292516,0.024817590708293924,VOO,199.1000061035156,199.1699981689453,198.1699981689453,198.8500061035156,180.93902587890625,1172600,51,10.0,,0.1,5.1000000000000005,0.3699951171875,0.0018611424120107412
11,2016-08-09,1,0.13478684807256236,-0.04036098868277871,VOO,200.19000244140625,200.72999572753903,199.8600006103516,200.1999969482422,182.1674652099609,1821100,68,9.0,,0.09,6.12,1.5599975585937216,0.007832492709421324
12,2016-08-23,2,0.13592063492063491,0.008411702360323625,VOO,201.17999267578125,201.50999450683597,200.8600006103516,200.88999938964844,182.7952880859375,1214400,69,9.0,,0.09,6.21,0.7799987792969318,0.003885810770183351
13,2016-10-13,4,0.13818820861678005,-0.05431324777703639,VOO,194.8300018310547,196.1100006103516,193.9199981689453,195.5800018310547,178.7588653564453,2407100,72,9.0,,0.09,6.48,-5.399993896484375,-0.02679764797622075
14,2016-10-25,2,0.13592063492063491,-0.016409313926584845,VOO,197.1300048828125,197.38999938964844,196.47999572753903,196.7100067138672,179.79168701171875,1465300,68,9.0,,0.09,6.12,1.2799987792968466,0.006526942916287304
15,2016-11-01,2,0.13592063492063491,0.0,VOO,195.5200042724609,195.5399932861328,192.4499969482422,193.7700042724609,177.1045379638672,2456600,59,12.0,False,0.12,7.08,-1.850006103515625,-0.009372339577668809
16,2016-11-29,1,0.13478684807256236,-0.00834153584357944,VOO,202.50999450683597,203.3500061035156,202.1699981689453,202.8600006103516,185.4127197265625,1689600,80,12.0,,0.12,9.6,7.810012817382784,0.03994074401932912
17,2017-01-31,4,0.13818820861678005,0.025235107080971098,VOO,208.33999633789065,208.97000122070312,207.7899932861328,208.97000122070312,192.19143676757807,3787100,81,12.0,,0.12,9.72,5.619995117187528,0.027637054086571577
18,2017-02-08,0,0.1336530612244898,-0.03281862785316947,VOO,210.25,210.6100006103516,209.6300048828125,210.5200042724609,193.6169891357422,1096100,60,11.0,,0.11,6.6,1.639999389648466,0.007848013495087125
19,2017-02-09,6,0.14045578231292516,0.05089835598310155,VOO,210.5200042724609,212.0399932861328,210.5200042724609,211.72000122070312,194.7206573486328,1237100,55,11.0,,0.11,6.05,1.4299926757812216,0.00678976625818839
20,2017-02-24,1,0.13478684807256236,-0.04036098868277871,VOO,216.22000122070312,217.4199981689453,216.16000366210935,217.38999938964844,199.9353790283203,1637700,66,11.0,,0.11,7.26,5.3800048828125,0.02537259504414613
