,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,INTC_unscaled,INTC_monthly,isPartial,scale,INTC,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-09,1,0.023425249169435218,-0.31550334918939904,INTC,30.07999992370605,30.170000076293945,29.76000022888184,29.799999237060547,26.18675422668457,16888300,75,27.0,,0.27,20.25,,
1,2016-05-17,10,0.030900332225913624,0.3191036732378385,INTC,30.56999969482422,30.56999969482422,29.86000061035156,29.979999542236328,26.34492874145508,25709900,59,27.0,,0.27,15.93,0.39999961853027344,0.013258190835888417
2,2016-05-18,1,0.023425249169435218,-0.2419094720997742,INTC,30.030000686645508,30.25,29.780000686645508,29.989999771118164,26.353715896606445,22469900,67,27.0,,0.27,18.09,-0.31999969482421875,-0.010467768989817716
3,2016-05-19,1,0.023425249169435218,0.0,INTC,29.770000457763672,29.93000030517578,29.5,29.6299991607666,26.03737068176269,21740900,71,27.0,,0.27,19.17,-0.31999969482421875,-0.010578502308238646
4,2016-05-25,1,0.023425249169435218,0.0,INTC,31.200000762939453,31.56999969482422,31.149999618530277,31.38999938964844,27.583969116210938,18359600,100,27.0,,0.27,27.0,1.6399993896484375,0.05479449959660809
5,2016-06-22,12,0.03256146179401993,0.34241884673332423,INTC,32.29999923706055,32.630001068115234,32.25,32.290000915527344,28.37484359741211,18304800,38,28.0,,0.28,10.64,1.0600013732910156,0.03357622374208624
6,2016-07-08,13,0.03339202657807309,0.025507601265176927,INTC,33.650001525878906,34.0,33.5,34.0,29.87751197814941,23341900,27,44.0,,0.44,11.88,1.3699989318847656,0.041985868435152396
7,2016-07-13,3,0.02508637873754153,-0.24873146950552172,INTC,35.040000915527344,35.25,34.880001068115234,35.0099983215332,30.765039443969727,29120900,41,44.0,,0.44,18.04,1.25,0.03676470588235303
8,2016-07-15,1,0.023425249169435218,-0.06621639517944644,INTC,35.2599983215332,35.290000915527344,34.900001525878906,35.06999969482422,30.817771911621094,23661900,32,44.0,,0.44,14.08,0.04000091552734375,0.00113477774545645
9,2016-07-19,4,0.025916943521594685,0.10636789107927958,INTC,34.88999938964844,35.15999984741211,34.849998474121094,35.150001525878906,30.88806915283203,20395400,29,44.0,,0.44,12.76,-0.13000106811523438,-0.003683793276923253
10,2016-07-20,7,0.028408637873754153,0.0961415203179079,INTC,35.29999923706055,35.93000030517578,35.060001373291016,35.689998626708984,31.36259651184082,42994200,100,44.0,,0.44,44.0,0.7700004577636719,0.021899899348843288
11,2016-07-21,1,0.023425249169435218,-0.1754180797567535,INTC,34.33000183105469,34.4900016784668,33.86000061035156,34.27000045776367,30.114770889282227,63708600,77,44.0,,0.44,33.88,-1.4399986267089844,-0.04007789074528756
12,2016-07-22,5,0.02674750830564784,0.1418238547723727,INTC,34.380001068115234,34.70000076293945,34.2599983215332,34.65999984741211,30.45747756958008,33033700,40,44.0,,0.44,17.6,0.20999908447265625,0.006088694527485838
13,2016-07-25,1,0.023425249169435218,-0.12420817289777664,INTC,34.619998931884766,34.7599983215332,34.56999969482422,34.689998626708984,30.483837127685547,20277700,23,44.0,,0.44,10.12,0.05999755859375,0.0017290362326973785
14,2016-07-26,5,0.02674750830564784,0.1418238547723727,INTC,34.75,35.22999954223633,34.70000076293945,35.09000015258789,30.83534812927246,29644400,28,44.0,,0.44,12.32,0.470001220703125,0.013521324608694485
15,2016-07-28,1,0.023425249169435218,-0.12420817289777664,INTC,34.83000183105469,34.83000183105469,34.52000045776367,34.77000045776367,30.55413818359375,21667400,26,44.0,,0.44,11.44,-0.3999977111816406,-0.01135389487309224
16,2016-08-12,1,0.023425249169435218,0.0,INTC,34.52000045776367,34.7599983215332,34.439998626708984,34.56999969482422,30.608661651611328,15708300,59,30.0,,0.3,17.7,-0.07000350952148438,-0.002009862355478509
17,2016-08-16,1,0.023425249169435218,0.0,INTC,34.77000045776367,35.209999084472656,34.77000045776367,35.209999084472656,31.17533302307129,16320900,67,30.0,,0.3,20.1,0.4500007629394531,0.012945937418549436
18,2016-08-18,2,0.024255813953488373,0.03545596369309312,INTC,34.959999084472656,35.09000015258789,34.75,34.970001220703125,30.96282768249512,16085200,73,30.0,,0.3,21.9,-0.11999893188476562,-0.0034080924454691353
19,2016-08-23,2,0.024255813953488373,0.0,INTC,35.5,35.689998626708984,35.29999923706055,35.400001525878906,31.34355926513672,18316000,84,30.0,,0.3,25.2,0.5999984741210938,0.017098845013166608
20,2016-08-24,3,0.02508637873754153,0.03424188467333256,INTC,35.31999969482422,35.40999984741211,35.02000045776367,35.150001525878906,31.122203826904297,16343500,41,30.0,,0.3,12.3,-0.279998779296875,-0.007845300926611287
21,2016-08-26,1,0.023425249169435218,-0.06621639517944644,INTC,35.11000061035156,35.58000183105469,35.04999923706055,35.2599983215332,31.219606399536133,14469900,57,30.0,,0.3,17.099999999999998,0.17000198364257812,0.004800959739484467
22,2016-08-30,1,0.023425249169435218,0.0,INTC,35.59000015258789,35.7400016784668,35.52000045776367,35.70000076293945,31.60917854309082,15183200,65,30.0,,0.3,19.5,0.15999984741210938,0.0044969038554816265
23,2016-08-31,4,0.025916943521594685,0.10636789107927958,INTC,35.619998931884766,35.900001525878906,35.58000183105469,35.88999938964844,31.777406692504883,20562700,44,30.0,,0.3,13.2,0.15999984741210938,0.0044767722411303
24,2016-09-01,13,0.03339202657807309,0.2884245609537237,INTC,35.9900016784668,36.040000915527344,35.58000183105469,36.02000045776367,31.89251708984375,18925800,35,33.0,False,0.33,11.55,0.1399993896484375,0.0038997042812802807
25,2016-09-02,2,0.024255813953488373,-0.2736046164560739,INTC,36.209999084472656,36.33000183105469,35.95000076293945,36.08000183105469,31.94563865661621,16726700,43,33.0,,0.33,14.19,0.29000091552734375,0.008046640071043942
26,2016-09-12,1,0.023425249169435218,-0.034241884673332335,INTC,35.189998626708984,36.119998931884766,35.060001373291016,36.08000183105469,31.94563865661621,22796600,33,33.0,,0.33,10.89,-0.21000289916992188,-0.0057804263304609416
27,2016-09-15,1,0.023425249169435218,0.0,INTC,35.7400016784668,36.650001525878906,35.540000915527344,36.560001373291016,32.37063217163086,23736000,48,33.0,,0.33,15.84,0.5300025939941406,0.014673383434856246
28,2016-09-16,1,0.023425249169435218,0.0,INTC,37.720001220703125,38.04999923706055,37.25,37.66999816894531,33.35343933105469,74577900,100,33.0,,0.33,33.0,1.3999977111816406,0.03819911740503179
29,2016-09-21,1,0.023425249169435218,0.0,INTC,37.209999084472656,37.459999084472656,36.86000061035156,37.45000076293945,33.15864944458008,21233700,36,33.0,,0.33,11.88,-0.5900001525878906,-0.015505917593113483
30,2016-09-30,3,0.02508637873754153,0.07091192738618646,INTC,37.470001220703125,37.91999816894531,37.43999862670898,37.75,33.42427062988281,24279300,41,33.0,,0.33,13.53,0.45999908447265625,0.012279740942741535
31,2016-10-10,15,0.035053156146179404,0.3972983710766784,INTC,38.25,38.36000061035156,37.900001525878906,38.02000045776367,33.663333892822266,14954300,26,35.0,,0.35,9.1,0.44000244140625,0.011603440470801196
32,2016-10-11,1,0.023425249169435218,-0.331722111648185,INTC,37.90999984741211,38.0,36.81999969482422,37.27000045776367,32.999271392822266,27650500,27,35.0,,0.35,9.45,-0.3600006103515625,-0.009384791569956752
33,2016-10-12,1,0.023425249169435218,0.0,INTC,37.20000076293945,37.25,36.810001373291016,37.130001068115234,32.87532043457031,14053900,29,35.0,,0.35,10.15,-0.75,-0.019736842105263164
34,2016-10-13,15,0.035053156146179404,0.49638349170330454,INTC,36.84999847412109,37.130001068115234,36.459999084472656,36.970001220703125,32.7336540222168,16936000,24,35.0,,0.35,8.399999999999999,-0.11999893188476562,-0.0032214478358326692
35,2016-10-17,2,0.024255813953488373,-0.033108197589723276,INTC,37.54999923706055,37.720001220703125,37.2400016784668,37.290000915527344,33.01698303222656,15788100,29,35.0,,0.35,10.15,0.5900001525878906,0.015890119461767105
36,2016-10-18,6,0.027578073089700998,0.13696753869332978,INTC,37.970001220703125,38.04999923706055,37.52999877929688,37.75,33.42427062988281,42907800,100,35.0,,0.35,35.0,0.3299980163574219,0.008748621571525783
37,2016-10-19,4,0.025916943521594685,-0.06023370678231543,INTC,36.06999969482422,36.09000015258789,35.22999954223633,35.5099983215332,31.44095230102539,75229000,92,35.0,,0.35,32.2,-1.9599990844726562,-0.05151114648548072
38,2016-10-20,1,0.023425249169435218,-0.0961415203179079,INTC,35.40999984741211,35.66999816894531,35.099998474121094,35.43000030517578,31.370121002197266,25669500,47,35.0,,0.35,16.45,-0.4200019836425781,-0.01163762764939924
39,2016-10-24,1,0.023425249169435218,0.0,INTC,35.43000030517578,35.4900016784668,35.11000061035156,35.2599983215332,31.219606399536133,21524700,24,35.0,,0.35,8.399999999999999,-0.17999649047851562,-0.005046159229557312
40,2016-10-25,1,0.023425249169435218,0.0,INTC,35.13999938964844,35.25,35.0099983215332,35.099998474121094,31.07793426513672,17860300,34,35.0,,0.35,11.9,-0.24000167846679688,-0.006762515275180014
41,2016-11-09,1,0.023425249169435218,0.0,INTC,34.130001068115234,34.849998474121094,33.66999816894531,34.75,31.000991821289062,25999400,100,26.0,,0.26,26.0,-0.40000152587890625,-0.01134756101784129
42,2016-11-11,8,0.02923920265780731,0.24819174585165227,INTC,34.56999969482422,34.869998931884766,34.34000015258789,34.61000061035156,30.8760986328125,22665000,51,26.0,,0.26,13.26,0.020000457763671875,0.0005739012522059106
43,2016-11-18,2,0.024255813953488373,-0.033108197589723276,INTC,34.900001525878906,35.0,34.63999938964844,34.95000076293945,31.17941665649414,16806900,48,26.0,,0.26,12.48,0.13000106811523438,0.0037281638112229842
