,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,WANT_unscaled,WANT_monthly,isPartial,scale,WANT,Stock_Price_Change,Stock_Price_Change_Percent
125,2020-01-13,1,0.025970273483947683,0.04798234249796063,WANT,36.03099822998047,36.52199935913086,35.91999816894531,36.38800048828125,36.25807189941406,2700,93,79.0,,0.79,73.47,-0.12800216674804688,-0.0034925555639516714
126,2020-01-15,12,0.03904994054696789,0.5036399432260426,WANT,36.2400016784668,36.37300109863281,35.970001220703125,36.03200149536133,35.903343200683594,5500,99,79.0,,0.79,78.21000000000001,-0.14899826049804688,-0.00407968520652191
127,2020-01-16,1,0.025970273483947683,-0.334947169696416,WANT,36.5099983215332,37.0,36.5099983215332,37.0,36.86788558959961,6300,95,79.0,,0.79,75.05,0.6269989013671875,0.01723803047394834
128,2020-01-17,5,0.03072651605231867,0.18314179753674287,WANT,37.470001220703125,37.470001220703125,37.22999954223633,37.4379997253418,37.3043212890625,7400,91,79.0,,0.79,71.89,0.470001220703125,0.012702735694678946
129,2020-01-21,1,0.025970273483947683,-0.04378092027494418,WANT,37.09999847412109,37.20100021362305,36.4640007019043,37.08399963378906,36.95158386230469,14200,91,79.0,,0.79,71.89,-0.2690010070800781,-0.007179103237697437
130,2020-01-22,1,0.025970273483947683,0.0,WANT,37.09000015258789,37.79499816894531,37.0099983215332,37.0099983215332,36.87784576416016,4100,97,79.0,,0.79,76.63000000000001,0.5939979553222656,0.015967257651979594
131,2020-01-23,1,0.025970273483947683,0.0,WANT,36.27999877929688,37.17900085449219,35.90999984741211,37.17900085449219,37.04624557495117,5200,97,79.0,,0.79,76.63000000000001,-0.615997314453125,-0.01629838191020916
132,2020-01-24,3,0.028348394768133174,0.09157089876837143,WANT,36.91999816894531,36.91999816894531,35.119998931884766,35.625999450683594,35.4987907409668,9000,97,79.0,,0.79,76.63000000000001,-0.259002685546875,-0.006966370251867082
133,2020-01-27,2,0.02715933412604043,-0.20803716930758298,WANT,33.7599983215332,34.505001068115234,32.88999938964844,34.042999267578125,33.921443939208984,15600,90,79.0,,0.79,71.10000000000001,-2.414997100830078,-0.0654116256934546
134,2020-01-28,6,0.03191557669441141,0.1751236810997765,WANT,34.7599983215332,35.21099853515625,34.755001068115234,35.051998138427734,34.92683792114258,2700,96,79.0,,0.79,75.84,0.7059974670410156,0.020460728740373746
135,2020-01-29,1,0.025970273483947683,-0.18628218024663745,WANT,35.2869987487793,35.4370002746582,34.880001068115234,35.000999450683594,34.87602233886719,1200,100,79.0,,0.79,79.0,0.22600173950195312,0.006418498449463295
136,2020-01-30,11,0.03786087990487515,0.45785449384185695,WANT,34.43000030517578,34.75899887084961,33.9900016784668,34.75899887084961,34.634883880615234,6300,99,79.0,,0.79,78.21000000000001,-0.6780014038085938,-0.019132584545917375
137,2020-01-31,3,0.028348394768133174,-0.2512483904399987,WANT,36.310001373291016,36.36000061035156,34.779998779296875,35.05500030517578,34.92982864379883,6500,95,79.0,,0.79,75.05,1.6010017395019531,0.046060064774898324
138,2020-02-03,26,0.05569678953626635,1.0507420865986603,WANT,36.28300094604492,36.650001525878906,35.78900146484375,35.78900146484375,35.66120910644531,6500,90,80.0,,0.8,72.0,0.29000091552734375,0.007975822625392981
139,2020-02-04,8,0.03429369797859691,-0.38427873017228487,WANT,37.560001373291016,37.97999954223633,37.49399948120117,37.57699966430664,37.44282531738281,15400,92,80.0,,0.8,73.60000000000001,1.3299980163574219,0.03628916673900551
140,2020-02-05,8,0.03429369797859691,0.0,WANT,38.81999969482422,38.81999969482422,37.54499816894531,38.19599914550781,38.05961227416992,7100,95,80.0,,0.8,76.0,0.8400001525878906,0.022116907917646422
141,2020-02-06,-12,0.010512485136741974,-0.6934572310252765,WANT,38.630001068115234,38.630001068115234,38.0099983215332,38.04199981689453,37.90616226196289,7500,95,80.0,,0.8,76.0,-0.18999862670898438,-0.004894349000582721
142,2020-02-07,15,0.04261712247324614,3.0539531727180185,WANT,37.650001525878906,37.98899841308594,37.35599899291992,37.40299987792969,37.26944732666016,3000,91,80.0,,0.8,72.8,-0.6410026550292969,-0.01659338952383238
143,2020-02-11,4,0.029537455410225923,0.08756184054988836,WANT,39.16999816894531,40.02999877929688,39.16999816894531,39.470001220703125,39.32906723022461,14700,100,80.0,,0.8,80.0,2.0410003662109446,0.053726090485920475
144,2020-02-12,2,0.02715933412604043,-0.080512056680488,WANT,40.400001525878906,40.81700134277344,40.400001525878906,40.790000915527344,40.64435195922852,9500,95,80.0,,0.8,76.0,0.7870025634765554,0.019660319447313723
145,2020-02-13,2,0.02715933412604043,0.0,WANT,40.20000076293945,41.0,40.17599868774414,40.5989990234375,40.45403289794922,9100,96,80.0,,0.8,76.80000000000001,0.1829986572265625,0.004483392978572143
146,2020-02-14,6,0.03191557669441141,0.1751236810997765,WANT,40.59999847412109,40.86299896240234,40.16999816894531,40.32600021362305,40.182010650634766,5400,91,80.0,,0.8,72.8,-0.13700103759766336,-0.0033414887218942146
147,2020-02-18,1,0.025970273483947683,-0.7120159280600202,WANT,40.31999969482422,40.77000045776367,40.26900100708008,40.36399841308594,40.219871520996094,5900,91,80.0,,0.8,72.8,-0.09299850463866477,-0.002275860974477961
148,2020-02-19,1,0.025970273483947683,0.0,WANT,41.0,41.2859992980957,40.99700164794922,40.99700164794922,40.850616455078125,3300,99,80.0,,0.8,79.2,0.5159988403320312,0.012656336387991685
149,2020-02-20,2,0.02715933412604043,0.045785449384185606,WANT,40.93000030517578,41.2400016784668,39.959999084472656,40.98699951171875,40.84064865112305,5400,96,80.0,,0.8,76.80000000000001,-0.04599761962890625,-0.0011141215039217611
150,2020-02-21,13,0.040239001189060646,0.481590123024386,WANT,40.75,40.75,38.7400016784668,39.08100128173828,38.94145584106445,15600,96,80.0,,0.8,76.80000000000001,-0.4900016784667969,-0.011881708499605792
151,2020-02-24,10,0.0366718192627824,-0.08864986259271312,WANT,34.099998474121094,36.0,34.099998474121094,35.0099983215332,34.88499069213867,28000,98,80.0,,0.8,78.4,-4.75,-0.1165644171779141
152,2020-02-25,9,0.035482758620689656,-0.032424370156609705,WANT,35.459999084472656,35.459999084472656,32.06999969482422,32.33700180053711,32.22153854370117,12000,98,80.0,,0.8,78.4,-0.5400009155273438,-0.015000025431315067
153,2020-02-26,1,0.025970273483947683,-0.2680875305787339,WANT,32.9900016784668,33.5,31.481000900268555,31.530000686645508,31.41741752624512,11200,99,80.0,,0.8,79.2,-1.9599990844726562,-0.055273523267825087
154,2020-02-27,28,0.058074910820451846,1.2362071333730142,WANT,29.88999938964844,31.402999877929688,28.011999130249023,28.011999130249023,27.911977767944336,11200,93,80.0,,0.8,74.4,-2.0970001220703125,-0.06259701856926303
155,2020-02-28,17,0.04499524375743163,-0.22522061382854575,WANT,24.809999465942383,26.989999771118164,24.809999465942383,26.96999931335449,26.87369728088379,30000,93,80.0,,0.8,74.4,-4.413000106811523,-0.14052797898181124
156,2020-03-02,20,0.04856242568370987,0.4669372508171401,WANT,27.464000701904297,29.67300033569336,26.5,29.67300033569336,29.567047119140625,10900,89,72.0,,0.72,64.08,2.6830005645751953,0.0994072096082883
157,2020-03-03,26,0.05569678953626635,0.14691119218432447,WANT,30.290000915527344,30.459999084472656,27.100000381469727,27.709999084472656,27.611055374145508,13300,94,72.0,,0.72,67.67999999999999,0.7869987487792969,0.02652238532928619
158,2020-03-04,5,0.03072651605231867,-0.44832518520099907,WANT,29.190000534057617,30.670000076293945,28.417999267578125,30.670000076293945,30.560487747192383,10500,90,72.0,,0.72,64.8,0.21000099182128906,0.006894320358937334
159,2020-03-05,1,0.025970273483947683,-0.15479277117758594,WANT,29.82999992370605,29.82999992370605,26.8700008392334,27.239999771118164,27.14273452758789,14900,89,72.0,,0.72,64.08,-0.8400001525878942,-0.027388332262743065
160,2020-03-06,58,0.09374673008323424,2.6097706148985846,WANT,24.979999542236328,26.280000686645508,24.63999938964844,26.024999618530277,25.93207359313965,15000,88,72.0,,0.72,63.36,-3.5499992370605433,-0.11900768508682902
161,2020-03-09,35,0.06639833531510107,1.0804366454304986,WANT,21.01000022888184,23.420000076293945,21.01000022888184,21.413000106811523,21.3365421295166,15200,86,72.0,,0.72,61.92,-2.8600006103515625,-0.10882802646975975
162,2020-03-10,8,0.03429369797859691,-0.48351569635214264,WANT,23.472000122070312,24.325000762939453,21.34600067138672,24.325000762939453,24.23814392089844,5700,86,72.0,,0.72,61.92,0.9050006866455078,0.038642215358554166
163,2020-03-12,75,0.11396076099881094,2.3230817239346764,WANT,15.550000190734863,16.739999771118164,14.62399959564209,14.62399959564209,14.571782112121582,11100,75,72.0,,0.72,54.0,-7.585000991821289,-0.31181914712937964
164,2020-03-13,2,0.02715933412604043,-0.7616781961790883,WANT,16.799999237060547,17.479999542236328,14.079999923706056,16.224000930786133,16.16607093811035,28200,70,72.0,,0.72,50.4,0.7399997711181641,0.04420548275005953
165,2020-03-16,91,0.13298573127229488,3.691120338911958,WANT,14.600000381469728,14.600000381469728,10.392000198364258,10.5600004196167,10.522294044494627,22800,74,72.0,,0.72,53.28,-2.8799991607666,-0.16475968170409594
166,2020-03-17,1,0.025970273483947683,-0.8047138348190734,WANT,11.390000343322754,12.260000228881836,10.039999961853027,11.527999877929688,11.48683738708496,19900,75,72.0,,0.72,54.0,-2.3400001525878924,-0.16027397886631656
167,2020-03-18,28,0.058074910820451846,1.2362071333730142,WANT,11.0,11.0,7.519999980926514,9.949999809265137,9.914471626281738,47100,77,72.0,,0.72,55.44,-1.260000228881836,-0.10277326307984525
168,2020-03-19,41,0.07353269916765755,0.26616981634282655,WANT,9.899999618530272,11.314000129699709,9.010000228881836,10.776000022888184,10.73752212524414,37900,80,72.0,,0.72,57.6,0.3140001296997088,0.028545466336337144
169,2020-03-20,1,0.025970273483947683,-0.6468200708267977,WANT,11.34000015258789,11.899999618530272,9.75,9.8149995803833,9.779953002929688,18700,79,72.0,,0.72,56.88,0.5859994888305629,0.05179419145420461
170,2020-03-23,26,0.05569678953626635,0.7451287209865505,WANT,9.359999656677246,10.050000190734863,9.0,9.802000045776367,9.767000198364258,30500,92,72.0,,0.72,66.24,-1.8499994277954084,-0.15546214177306805
171,2020-03-24,198,0.26021521997621877,3.671996754979612,WANT,11.800000190734863,12.4399995803833,11.31999969482422,12.409000396728516,12.409000396728516,22100,99,72.0,,0.72,71.28,2.3899993896484375,0.237810880028817
172,2020-03-25,3,0.028348394768133174,-0.8910578913457716,WANT,12.8100004196167,14.460000038146973,12.3100004196167,13.222000122070312,13.222000122070312,27800,93,72.0,,0.72,66.96,2.020000457763672,0.1623794634968494
173,2020-03-26,254,0.3268026159334126,10.528081875760245,WANT,13.829999923706056,14.9399995803833,13.734999656677246,14.829999923706056,14.829999923706056,87300,94,72.0,,0.72,67.67999999999999,0.4799995422363281,0.03319498900207751
174,2020-03-27,6,0.03191557669441141,-0.9023398983412227,WANT,13.029999732971191,14.229999542236328,12.670000076293944,13.373000144958496,13.373000144958496,29900,96,72.0,,0.72,69.12,-0.7100000381469727,-0.04752343092962508
175,2020-03-30,2,0.02715933412604043,0.045785449384185606,WANT,13.399999618530272,14.135000228881836,12.850000381469728,14.081000328063965,14.081000328063965,21700,100,72.0,,0.72,72.0,-0.09499931335449219,-0.006675988503901387
176,2020-03-31,40,0.0723436385255648,1.6636749704478788,WANT,13.968000411987305,14.270000457763672,13.170000076293944,13.170000076293944,13.170000076293944,17700,100,72.0,,0.72,72.0,0.13500022888183594,0.009550776561431773
177,2020-04-01,9,0.035482758620689656,-0.5095248270081031,WANT,12.010000228881836,12.220000267028809,11.258999824523926,11.484000205993652,11.484000205993652,51300,86,84.0,False,0.84,72.24,-2.0500001907348633,-0.1436580325839828
178,2020-04-02,12,0.03904994054696789,0.10053282396702512,WANT,11.109999656677246,11.774999618530272,10.930999755859377,11.513999938964844,11.513999938964844,11100,88,84.0,,0.84,73.92,-0.44500064849853693,-0.036415764220497415
179,2020-04-03,8,0.03429369797859691,-0.12179897079869662,WANT,11.345999717712402,11.380000114440918,10.625,10.954999923706056,10.954999923706056,5000,82,84.0,,0.84,68.88,-0.3949995040893537,-0.033545606529595484
180,2020-04-06,8,0.03429369797859691,-0.12179897079869662,WANT,12.59000015258789,13.9399995803833,12.199999809265137,13.789999961853027,13.789999961853027,36200,83,84.0,,0.84,69.72,2.559999465942383,0.22495601407717136
181,2020-04-07,4,0.029537455410225923,-0.13869144620505525,WANT,15.880000114440918,15.949999809265137,14.210000038146973,14.399999618530272,14.399999618530272,61200,86,84.0,,0.84,72.24,2.010000228881836,0.14418940382970713
182,2020-04-08,2,0.02715933412604043,-0.080512056680488,WANT,14.899999618530272,15.8100004196167,14.699999809265137,15.696000099182127,15.696000099182127,42000,89,84.0,,0.84,74.75999999999999,-0.1399993896484375,-0.00877739130549171
183,2020-04-09,8,0.03429369797859691,0.2626855216496651,WANT,16.65999984741211,17.219999313354492,16.100000381469727,16.479999542236328,16.479999542236328,84800,89,84.0,,0.84,74.75999999999999,1.409998893737793,0.0891839883817016
184,2020-04-13,1,0.025970273483947683,-0.334947169696416,WANT,16.899999618530273,16.899999618530273,15.600000381469728,16.413999557495117,16.413999557495117,50600,91,84.0,,0.84,76.44,-0.31999969482421875,-0.018583025992112034
185,2020-04-14,19,0.04737336504161712,0.8241380889153425,WANT,17.68000030517578,18.549999237060547,17.3439998626709,18.479999542236328,18.479999542236328,91400,100,84.0,,0.84,84.0,1.6499996185302734,0.09763311572629307
186,2020-04-15,10,0.0366718192627824,-0.22589794432870658,WANT,16.610000610351562,17.600000381469727,16.516000747680664,17.229999542236328,17.229999542236328,42000,89,84.0,,0.84,74.75999999999999,-0.9499988555908203,-0.05121287841849842
187,2020-04-16,11,0.03786087990487515,0.032424370156609594,WANT,17.31999969482422,18.36000061035156,17.027000427246094,17.882999420166016,17.882999420166016,28400,93,84.0,,0.84,78.11999999999999,0.7600002288818324,0.04318183025052669
188,2020-04-17,20,0.04856242568370987,0.2826544392449988,WANT,19.3799991607666,19.47599983215332,18.420000076293945,19.32999992370605,19.32999992370605,47200,95,84.0,,0.84,79.8,1.1159992218017614,0.06078426931928038
189,2020-04-20,88,0.12941854934601665,5.462858500089069,WANT,19.1200008392334,19.420000076293945,18.41900062561035,18.479999542236328,18.479999542236328,51300,100,84.0,,0.84,84.0,-0.055999755859375,-0.0028753212334148293
190,2020-04-21,16,0.04380618311533888,-0.6615154215782655,WANT,17.270000457763672,17.729999542236328,16.579999923706055,17.020000457763672,17.020000457763672,40700,93,84.0,,0.84,78.11999999999999,-1.6900005340576172,-0.08702371407920884
191,2020-04-22,12,0.03904994054696789,-0.10857468581200302,WANT,17.780000686645508,18.3700008392334,17.729999542236328,17.940000534057617,17.940000534057617,46500,95,84.0,,0.84,79.8,0.6400012969970703,0.03609708480095897
192,2020-04-23,6,0.03191557669441141,-0.18269845619804514,WANT,18.339000701904297,18.715999603271484,18.0,18.059999465942383,18.059999465942383,27700,98,84.0,,0.84,82.32,0.34599876403808594,0.0188349890163928
193,2020-04-24,14,0.04142806183115339,0.29805148839462037,WANT,18.215999603271484,19.18000030517578,18.1200008392334,18.93000030517578,18.93000030517578,29600,91,84.0,,0.84,76.44,0.4640007019042969,0.02479166016990031
194,2020-04-27,1,0.025970273483947683,-0.04378092027494418,WANT,19.65999984741211,20.36000061035156,19.3799991607666,20.04199981689453,20.04199981689453,56300,93,84.0,,0.84,78.11999999999999,1.1800003051757777,0.06152243411890623
195,2020-04-28,5,0.03072651605231867,0.18314179753674287,WANT,21.0,21.25,20.0,20.11000061035156,20.11000061035156,38200,98,84.0,,0.84,82.32,0.889999389648441,0.04371313177642744
196,2020-04-29,9,0.035482758620689656,0.15479277117758605,WANT,23.40999984741211,23.40999984741211,21.1299991607666,21.56100082397461,21.56100082397461,65200,96,84.0,,0.84,80.64,2.1599998474121094,0.10164705164292287
197,2020-04-30,4,0.029537455410225923,-0.16755470661170868,WANT,21.239999771118164,21.520000457763672,20.565000534057617,21.200000762939453,21.200000762939453,25100,98,84.0,,0.84,82.32,-1.8899993896484375,-0.08073470320237397
198,2020-05-01,22,0.050940546967895364,0.7246085101243911,WANT,18.899999618530277,19.59000015258789,18.350000381469727,18.700000762939453,18.700000762939453,83100,97,83.0,False,0.83,80.50999999999999,-1.9300003051757812,-0.08968402714320134
199,2020-05-04,1,0.025970273483947683,-0.18628218024663745,WANT,18.170000076293945,19.0310001373291,17.639999389648438,18.950000762939453,18.950000762939453,41800,96,83.0,,0.83,79.67999999999999,-0.5590000152587891,-0.028534967376452225
200,2020-05-05,3,0.028348394768133174,0.09157089876837143,WANT,19.989999771118164,20.0,19.170000076293945,19.190000534057617,19.190000534057617,30100,100,83.0,,0.83,83.0,0.9689998626708984,0.050916917433583286
201,2020-05-06,2,0.02715933412604043,-0.0419445493058177,WANT,19.88999938964844,19.88999938964844,19.149999618530277,19.26000022888184,19.26000022888184,35100,100,83.0,,0.83,83.0,-0.11000061035155895,-0.00550003051757797
202,2020-05-07,2,0.02715933412604043,0.0,WANT,20.0,20.424999237060547,20.0,20.170000076293945,20.170000076293945,33400,96,83.0,,0.83,79.67999999999999,0.5349998474121058,0.0268979318164555
203,2020-05-08,218,0.28399643281807374,9.456678779387943,WANT,20.799999237060547,21.34000015258789,20.649999618530277,21.32999992370605,21.32999992370605,11600,95,83.0,,0.83,78.85,0.9150009155273438,0.04479808811288
204,2020-05-11,2,0.02715933412604043,-0.11609457838318948,WANT,20.8700008392334,21.5939998626709,20.79599952697754,21.280000686645508,21.280000686645508,14400,94,83.0,,0.83,78.02,0.2539997100830078,0.011902516788511175
205,2020-05-12,1,0.025970273483947683,-0.04378092027494418,WANT,21.670000076293945,21.670000076293945,19.770000457763672,19.790000915527344,19.790000915527344,22400,95,83.0,,0.83,78.85,0.07600021362304688,0.0035195060714261484
206,2020-05-13,17,0.04499524375743163,0.7325671901469712,WANT,19.6200008392334,19.959999084472656,18.209999084472656,18.839000701904297,18.839000701904297,42600,88,83.0,,0.83,73.03999999999999,-1.710000991821289,-0.07891098227045956
207,2020-05-14,26,0.05569678953626635,0.23783726645701742,WANT,18.13999938964844,19.61000061035156,17.60300064086914,19.61000061035156,19.61000061035156,23200,94,83.0,,0.83,78.02,-0.3499984741210973,-0.017534994497738654
208,2020-05-15,11,0.03786087990487515,-0.3202322751435708,WANT,19.149999618530277,20.31999969482422,19.149999618530277,20.280000686645508,20.280000686645508,39500,88,83.0,,0.83,73.03999999999999,0.7099990844726598,0.036205969524440995
209,2020-05-18,0,0.024781212841854937,-0.1934909639719825,WANT,22.21999931335449,22.88999938964844,21.979999542236328,22.6299991607666,22.6299991607666,42800,89,83.0,,0.83,73.86999999999999,2.5699996948242223,0.12647636483374725
210,2020-05-19,15,0.04261712247324614,0.7197351374694112,WANT,22.5,23.43899917602539,22.21999931335449,22.350000381469727,22.350000381469727,46800,90,83.0,,0.83,74.7,0.5489997863769496,0.023984263915062476
211,2020-05-20,10,0.0366718192627824,-0.13950503613180443,WANT,23.549999237060547,23.549999237060547,22.84000015258789,23.18000030517578,23.18000030517578,26800,91,83.0,,0.83,75.53,0.11100006103515625,0.004735699685876282
212,2020-05-21,23,0.05212960760998811,0.4215168120359263,WANT,23.53300094604492,23.8700008392334,22.82999992370605,23.489999771118164,23.489999771118164,35700,87,83.0,,0.83,72.21,0.32000160217285156,0.013588178876424939
213,2020-05-22,4,0.029537455410225923,-0.43338427499372734,WANT,23.309999465942383,23.53899955749512,22.878999710083008,23.43000030517578,23.43000030517578,29300,82,83.0,,0.83,68.06,-0.3310012817382777,-0.013866831591988649
214,2020-05-26,3,0.028348394768133174,-0.6323159729183696,WANT,25.34000015258789,25.3799991607666,24.459999084472656,24.46999931335449,24.46999931335449,40700,80,83.0,,0.83,66.39999999999999,1.8409996032714808,0.07821061378478511
215,2020-05-27,5,0.03072651605231867,0.0838890986116354,WANT,25.450000762939453,25.70499992370605,23.8700008392334,25.70499992370605,25.70499992370605,49700,82,83.0,,0.83,68.06,0.3250007629394496,0.012805389034127757
216,2020-05-28,11,0.03786087990487515,0.23218915676637897,WANT,26.01000022888184,26.239999771118164,24.57999992370605,24.81399917602539,24.81399917602539,42300,81,83.0,,0.83,67.22999999999999,0.5349998474121129,0.020813065512547135
217,2020-05-29,19,0.04737336504161712,0.2512483904399987,WANT,24.600000381469727,25.25,24.239999771118164,25.11000061035156,25.11000061035156,42900,79,83.0,,0.83,65.57,-0.9899997711181641,-0.03772865014304749
218,2020-06-01,5,0.03072651605231867,0.13134276082483254,WANT,25.309999465942383,25.959999084472656,25.093000411987305,25.790000915527344,25.790000915527344,35800,94,76.0,False,0.76,71.44,0.7099990844726562,0.028118775622679504
219,2020-06-02,24,0.053318668252080856,0.7352656630935335,WANT,26.13999938964844,26.336000442504883,25.746000289916992,26.299999237060547,26.299999237060547,37800,89,76.0,,0.76,67.64,0.37600135803222656,0.01448387408677232
220,2020-06-03,8,0.03429369797859691,-0.35681630650520724,WANT,27.15999984741211,28.1299991607666,26.93000030517578,27.940000534057617,27.940000534057617,55200,95,76.0,,0.76,72.2,1.7939987182617188,0.06811963426938217
221,2020-06-04,2,0.02715933412604043,-0.20803716930758298,WANT,27.81999969482422,28.200000762939453,27.0,27.479999542236328,27.479999542236328,57800,98,76.0,,0.76,74.48,0.07000160217285156,0.002488503528662811
222,2020-06-05,2,0.02715933412604043,0.0,WANT,29.76000022888184,29.895999908447266,29.17200088500977,29.440000534057617,29.440000534057617,79500,96,76.0,,0.76,72.96000000000001,1.6959991455078125,0.06014181204337765
223,2020-06-08,12,0.03904994054696789,-0.3410846491844065,WANT,30.36000061035156,30.850000381469727,29.972999572753903,30.850000381469727,30.850000381469727,99300,93,76.0,,0.76,70.68,0.9540004730224609,0.031910639414770126
224,2020-06-09,-3,0.021214030915576696,-0.45674614049511275,WANT,29.6299991607666,30.63999938964844,29.440000534057617,30.149999618530277,30.149999618530277,46600,94,76.0,,0.76,71.44,-0.2100009918212855,-0.006807163346014833
225,2020-06-10,25,0.0545077288941736,1.5694187545541167,WANT,30.26000022888184,30.363000869750977,29.200000762939453,29.299999237060547,29.299999237060547,41700,95,76.0,,0.76,72.2,-0.2769985198974645,-0.009040421847757885
226,2020-06-11,14,0.04142806183115339,-0.23995986125957103,WANT,26.270000457763672,27.51300048828125,24.440000534057617,24.540000915527344,24.540000915527344,89600,94,76.0,,0.76,71.44,-2.8500003814697266,-0.0938642525386556
227,2020-06-12,41,0.07353269916765755,0.7749490542751354,WANT,26.729999542236328,26.75,23.920000076293945,25.40999984741211,25.40999984741211,40600,90,76.0,,0.76,68.4,-0.76300048828125,-0.027732361964891372
228,2020-06-15,54,0.08899048751486326,2.2766078542970973,WANT,23.399999618530277,26.229999542236328,23.3799991607666,25.90999984741211,25.90999984741211,26200,88,76.0,,0.76,66.88,-0.5200004577636719,-0.01943926944910923
229,2020-06-16,2,0.02715933412604043,-0.694806322737537,WANT,28.3700008392334,28.489999771118164,26.059999465942383,27.68000030517578,27.68000030517578,33300,90,76.0,,0.76,68.4,2.260000228881836,0.08616089471304478
230,2020-06-17,18,0.046184304399524374,0.7004947243991069,WANT,28.18000030517578,28.190000534057617,27.40999984741211,27.56999969482422,27.56999969482422,29600,90,76.0,,0.76,68.4,-0.2999992370605469,-0.010529983835404266
231,2020-06-18,11,0.03786087990487515,-0.18022193043433488,WANT,27.040000915527344,27.57099914550781,26.93000030517578,27.18000030517578,27.18000030517578,27500,92,76.0,,0.76,69.92,-0.6190013885498082,-0.02195819002564281
232,2020-06-19,7,0.033104637336504164,-0.12562419521999924,WANT,28.450000762939453,28.450000762939453,26.520000457763672,26.549999237060547,26.549999237060547,17700,89,76.0,,0.76,67.64,0.8790016174316442,0.031881384232492094
233,2020-06-22,11,0.03786087990487515,0.23218915676637897,WANT,26.559999465942383,27.43000030517578,26.104999542236328,27.350000381469727,27.350000381469727,17800,91,76.0,,0.76,69.16,-1.0200004577636719,-0.03585238771214305
234,2020-06-24,3,0.028348394768133174,-0.2512483904399987,WANT,27.38999938964844,27.709999084472656,25.17099952697754,26.059999465942383,26.059999465942383,54700,89,76.0,,0.76,67.64,0.279998779296875,0.010207757060944678
235,2020-06-25,20,0.04856242568370987,0.7130573381989012,WANT,25.670000076293945,26.290000915527344,25.09000015258789,26.290000915527344,26.290000915527344,22700,90,76.0,,0.76,68.4,-1.4199981689453125,-0.05124497350636903
236,2020-06-26,16,0.04380618311533888,-0.09794079478954976,WANT,26.3700008392334,26.3700008392334,24.36000061035156,24.3799991607666,24.3799991607666,29700,92,76.0,,0.76,69.92,0.07999992370605469,0.003042979114497024
237,2020-06-30,10,0.0366718192627824,-0.13950503613180443,WANT,25.61000061035156,27.09000015258789,25.61000061035156,26.81999969482422,26.81999969482422,21800,87,76.0,,0.76,66.12,0.7199993133544922,0.027303727358372942
238,2020-07-01,39,0.07115457788347206,0.9403067345416816,WANT,27.15999984741211,27.790000915527344,26.82999992370605,27.57999992370605,27.57999992370605,33800,92,72.0,False,0.72,66.24,0.7000007629394531,0.025839821299247223
239,2020-07-02,106,0.15082164090368608,1.119633695960963,WANT,28.729999542236328,29.209999084472656,27.77400016784668,27.77400016784668,27.77400016784668,35400,94,72.0,,0.72,67.67999999999999,1.4199981689453125,0.05109744952012241
240,2020-07-06,10,0.0366718192627824,-0.5092216864785729,WANT,29.049999237060547,29.864999771118164,28.96999931335449,29.850000381469727,29.850000381469727,27000,93,72.0,,0.72,66.96,0.6550006866455078,0.02242385166638683
241,2020-07-07,12,0.03904994054696789,0.06484874031321941,WANT,29.5,29.68000030517578,28.350000381469727,28.38999938964844,28.38999938964844,64900,93,72.0,,0.72,66.96,-0.1849994659423828,-0.006194524271227131
242,2020-07-08,7,0.033104637336504164,-0.15224871349837077,WANT,28.65999984741211,29.358999252319336,28.3700008392334,29.358999252319336,29.358999252319336,12700,94,72.0,,0.72,67.67999999999999,-0.3210010528564453,-0.010815399243795376
243,2020-07-09,18,0.046184304399524374,0.39510075069142614,WANT,29.770000457763672,29.770000457763672,28.0,29.256999969482425,29.256999969482425,26800,94,72.0,,0.72,67.67999999999999,0.41100120544433594,0.01399915582653466
244,2020-07-10,1,0.025970273483947683,-0.4376818310548132,WANT,29.3700008392334,30.3700008392334,29.01000022888184,30.3700008392334,30.3700008392334,26400,96,72.0,,0.72,69.12,0.6000003814697266,0.02015453047509963
245,2020-07-13,821,1.001,28.189036441177485,WANT,31.0,32.44900131225586,28.959999084472656,29.09000015258789,29.09000015258789,72100,89,72.0,,0.72,64.08,2.079000473022461,0.06845572655818666
246,2020-07-14,6,0.03191557669441141,-0.96811630699859,WANT,28.76000022888184,30.059999465942383,27.809999465942383,30.05599975585937,30.05599975585937,30200,89,72.0,,0.72,64.08,-2.3890018463134766,-0.07362327805790314
247,2020-07-15,26,0.05569678953626635,0.7451287209865505,WANT,31.43000030517578,31.530000686645508,30.41900062561035,31.333999633789062,31.333999633789062,97300,89,72.0,,0.72,64.08,1.470001220703125,0.04890223708648489
248,2020-07-16,5,0.03072651605231867,-0.44832518520099907,WANT,30.700000762939453,31.11000061035156,30.395000457763672,31.06399917602539,31.06399917602539,19000,88,72.0,,0.72,63.36,-0.42000007629394887,-0.013320649132489204
249,2020-07-17,19,0.04737336504161712,0.5417746991215509,WANT,31.34000015258789,31.5,30.350000381469727,30.57999992370605,30.57999992370605,95700,92,72.0,,0.72,66.24,0.38999938964844105,0.012536142140693984
250,2020-07-20,1,0.025970273483947683,-0.45179588865741316,WANT,30.700000762939453,32.27000045776367,30.489999771118164,32.08000183105469,32.08000183105469,21200,91,72.0,,0.72,65.52,0.7700004577636719,0.024444458976624395
