,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,EST_unscaled,EST_monthly,isPartial,scale,EST,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-03,1,0.012695906432748538,0.0,EST,1.7000000476837158,1.7000000476837158,1.600000023841858,1.7000000476837158,1.7000000476837158,374314,86,39.0,,0.39,33.54,,
1,2016-05-04,1,0.012695906432748538,0.0,EST,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.7000000476837158,35000,78,39.0,,0.39,30.42,0.0,0.0
2,2016-05-09,1,0.012695906432748538,0.0,EST,1.7999999523162842,1.7999999523162842,1.600000023841858,1.7000000476837158,1.7000000476837158,50195,96,39.0,,0.39,37.44,0.09999990463256836,0.05882347166332158
3,2016-05-12,2,0.013145748987854252,0.03543209439109951,EST,1.7999999523162842,1.7999999523162842,1.600000023841858,1.7999999523162842,1.7999999523162842,94413,87,39.0,,0.39,33.93,0.0,0.0
4,2016-05-13,-7,0.009097165991902835,-0.30797659377887276,EST,1.7999999523162842,1.7999999523162842,1.600000023841858,1.7999999523162842,1.7999999523162842,105790,74,39.0,,0.39,28.86,0.0,0.0
5,2016-05-17,1,0.012695906432748538,0.39558918063590953,EST,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.7000000476837158,282470,99,39.0,,0.39,38.61,-0.09999990463256836,-0.055555504045367354
6,2016-05-18,4,0.014045434098065676,0.10629628317329831,EST,1.7000000476837158,1.7999999523162842,1.7000000476837158,1.7999999523162842,1.7999999523162842,43900,90,39.0,,0.39,35.1,0.09999990463256836,0.05882347166332158
7,2016-05-20,9,0.01629464687359424,0.16013835954264488,EST,1.7000000476837158,1.7000000476837158,1.600000023841858,1.600000023841858,1.600000023841858,127500,86,39.0,,0.39,33.54,-0.09999990463256836,-0.055555504045367354
8,2016-05-25,5,0.01449527665317139,-0.11042707671921148,EST,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,500,91,39.0,,0.39,35.49,0.09999990463256836,0.05882347166332158
9,2016-05-26,1,0.012695906432748538,-0.12413493467399062,EST,1.7000000476837158,1.7999999523162842,1.7000000476837158,1.7999999523162842,1.7999999523162842,10800,86,39.0,,0.39,33.54,0.0,0.0
10,2016-05-27,2,0.013145748987854252,0.03543209439109951,EST,1.7000000476837158,1.7999999523162842,1.7000000476837158,1.7999999523162842,1.7999999523162842,11500,79,39.0,,0.39,30.81,0.0,0.0
11,2016-05-31,1,0.012695906432748538,-0.0342196215309859,EST,1.600000023841858,1.7000000476837158,1.600000023841858,1.7000000476837158,1.7000000476837158,61950,82,39.0,,0.39,31.98,-0.09999990463256836,-0.055555504045367354
12,2016-06-06,5,0.01449527665317139,0.10265886459295759,EST,1.7999999523162842,1.7999999523162842,1.600000023841858,1.7000000476837158,1.7000000476837158,82570,89,42.0,,0.42,37.38,0.09999990463256836,0.05882347166332158
