,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,LINK_unscaled,LINK_monthly,isPartial,scale,LINK,Stock_Price_Change,Stock_Price_Change_Percent
32,2016-06-22,2,0.006780346820809248,-0.46019328117809477,LINK,11.5,11.699999809265137,11.100000381469728,11.229999542236328,11.229999542236328,18200,91,74.0,,0.74,67.34,-0.21000003814697266,-0.017632245242438227
33,2016-06-23,2,0.006780346820809248,0.0,LINK,11.286999702453612,11.800000190734863,11.199999809265137,11.199999809265137,11.199999809265137,800,89,74.0,,0.74,65.86,0.10000038146972656,0.008547041290593693
34,2016-06-24,6,0.018341040462427745,1.7050298380221656,LINK,11.5,13.0600004196167,10.979999542236328,13.0600004196167,13.0600004196167,11300,85,74.0,,0.74,62.9,1.260000228881836,0.1067796786877313
35,2016-06-27,2,0.006780346820809248,0.0,LINK,13.100000381469728,13.100000381469728,11.949999809265137,11.949999809265137,11.949999809265137,1500,92,74.0,,0.74,68.08,0.03999996185302912,0.003062784116985684
36,2016-06-28,8,0.024121387283236994,2.557544757033248,LINK,12.630000114440918,12.630000114440918,11.024999618530272,11.289999961853027,11.289999961853027,8000,91,74.0,,0.74,67.34,-0.47000026702881037,-0.03587788193454078
37,2016-06-29,2,0.006780346820809248,-0.7189072609633358,LINK,11.289999961853027,11.289999961853027,11.289999961853027,11.289999961853027,11.289999961853027,0,91,74.0,,0.74,67.34,-1.3400001525878906,-0.10609660652779873
38,2016-06-30,2,0.006780346820809248,0.0,LINK,11.100000381469728,12.100000381469728,11.100000381469728,11.779999732971191,11.779999732971191,1700,91,74.0,,0.74,67.34,0.810000419616701,0.07174494440686918
39,2016-07-05,2,0.006780346820809248,0.0,LINK,10.649999618530272,11.319000244140623,10.649999618530272,11.079999923706056,11.079999923706056,8700,96,69.0,,0.69,66.24,-0.7810001373291051,-0.06454546386007975
40,2016-07-07,12,0.03568208092485549,4.262574595055414,LINK,11.0,11.107000350952148,11.0,11.107000350952148,11.107000350952148,1500,98,69.0,,0.69,67.61999999999999,-0.2119998931884748,-0.018729559909517524
41,2016-07-08,8,0.024121387283236994,-0.3239915762190183,LINK,11.460000038146973,11.600000381469728,11.100000381469728,11.100000381469728,11.100000381469728,9000,89,69.0,,0.69,61.41,0.4930000305175799,0.04438642432160522
42,2016-07-11,8,0.024121387283236994,0.9203865623561898,LINK,11.31999969482422,12.300000190734863,11.020000457763672,11.3100004196167,11.3100004196167,2800,91,69.0,,0.69,62.78999999999999,0.6999998092651349,0.06034480915908769
43,2016-07-12,2,0.006780346820809248,-0.7189072609633358,LINK,11.100000381469728,11.550000190734863,11.100000381469728,11.109000205993652,11.109000205993652,2900,97,69.0,,0.69,66.92999999999999,-0.75,-0.06097560881055497
44,2016-07-13,2,0.006780346820809248,0.0,LINK,11.989999771118164,11.989999771118164,11.25,11.265999794006348,11.265999794006348,6700,96,69.0,,0.69,66.24,0.4399995803833008,0.03809520113568987
45,2016-07-14,8,0.024121387283236994,2.557544757033248,LINK,11.300000190734863,11.640000343322754,11.149999618530272,11.149999618530272,11.149999618530272,5600,87,69.0,,0.69,60.03,-0.34999942779541016,-0.029190945327496887
46,2016-07-15,4,0.012560693641618496,-0.47927150730889057,LINK,11.149999618530272,11.149999618530272,11.140000343322754,11.149999618530272,11.149999618530272,800,91,69.0,,0.69,62.78999999999999,-0.49000072479248225,-0.04209628095703355
47,2016-07-19,2,0.006780346820809248,-0.46019328117809477,LINK,11.010000228881836,11.010000228881836,11.010000228881836,11.010000228881836,11.010000228881836,0,94,69.0,,0.69,64.86,-0.13999938964843572,-0.012555999501181137
48,2016-07-20,10,0.029901734104046243,3.410059676044331,LINK,11.010000228881836,11.010000228881836,11.010000228881836,11.010000228881836,11.010000228881836,0,99,69.0,,0.69,68.30999999999999,0.0,0.0
49,2016-07-21,16,0.04724277456647399,0.5799342741156002,LINK,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,300,99,69.0,,0.69,68.30999999999999,0.28999996185302734,0.02633968717750701
50,2016-07-22,8,0.024121387283236994,-0.48941637097760915,LINK,11.41800022125244,11.847999572753906,11.41800022125244,11.579999923706056,11.579999923706056,2200,88,69.0,,0.69,60.72,0.547999382019043,0.048495519714093493
51,2016-07-25,6,0.018341040462427745,1.7050298380221656,LINK,11.050000190734863,11.64900016784668,11.010000228881836,11.359999656677246,11.359999656677246,3400,92,69.0,,0.69,63.48,-0.19899940490722656,-0.016796034105609925
52,2016-07-26,6,0.018341040462427745,0.0,LINK,11.41800022125244,11.73799991607666,11.41800022125244,11.73799991607666,11.73799991607666,600,99,69.0,,0.69,68.30999999999999,0.08899974822998047,0.007640119061516959
53,2016-07-27,6,0.018341040462427745,0.0,LINK,12.0,12.0,11.0,11.55500030517578,11.55500030517578,1900,94,69.0,,0.69,64.86,0.26200008392333984,0.022320675225469877
54,2016-07-28,2,0.006780346820809248,-0.6303183107469272,LINK,11.149999618530272,11.149999618530272,11.149999618530272,11.149999618530272,11.149999618530272,100,96,69.0,,0.69,66.24,-0.8500003814697283,-0.0708333651224774
55,2016-08-01,16,0.04724277456647399,5.967604433077579,LINK,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,0,95,71.0,False,0.71,67.45,0.15000057220459162,0.013452966577263803
56,2016-08-02,6,0.018341040462427745,-0.6117704637220115,LINK,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,0,93,71.0,,0.71,66.03,0.0,0.0
57,2016-08-03,4,0.012560693641618496,-0.3151591553734636,LINK,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,0,98,71.0,,0.71,69.58,0.0,0.0
58,2016-08-04,4,0.012560693641618496,0.0,LINK,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,0,89,71.0,,0.71,63.19,0.0,0.0
59,2016-08-05,12,0.03568208092485549,1.8407731247123795,LINK,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,0,92,71.0,,0.71,65.32,0.0,0.0
60,2016-08-08,4,0.012560693641618496,0.8525149190110826,LINK,11.34000015258789,11.649999618530272,11.34000015258789,11.649999618530272,11.649999618530272,600,90,71.0,,0.71,63.9,0.3499994277954084,0.03097340016705319
61,2016-08-10,4,0.012560693641618496,0.0,LINK,10.720000267028809,10.850000381469728,10.65999984741211,10.8100004196167,10.8100004196167,1600,89,71.0,,0.71,63.19,-0.7999992370605433,-0.06866946465715584
62,2016-08-11,12,0.03568208092485549,1.8407731247123795,LINK,10.8100004196167,10.8100004196167,10.8100004196167,10.8100004196167,10.8100004196167,0,92,71.0,,0.71,65.32,-0.03999996185302912,-0.0036866322992341605
63,2016-08-12,10,0.029901734104046243,-0.1619957881095091,LINK,10.8100004196167,10.8100004196167,10.8100004196167,10.8100004196167,10.8100004196167,0,91,71.0,,0.71,64.61,0.0,0.0
64,2016-08-15,4,0.012560693641618496,0.8525149190110826,LINK,10.890000343322754,10.960000038146973,10.890000343322754,10.951000213623049,10.951000213623049,700,90,71.0,,0.71,63.9,0.14999961853027344,0.013876004875825076
65,2016-08-16,2,0.006780346820809248,-0.46019328117809477,LINK,11.15999984741211,11.15999984741211,11.15999984741211,11.15999984741211,11.15999984741211,200,93,71.0,,0.71,66.03,0.19999980926513672,0.018248157716151958
66,2016-08-18,4,0.012560693641618496,0.8525149190110826,LINK,11.15999984741211,11.15999984741211,11.15999984741211,11.15999984741211,11.15999984741211,0,87,71.0,,0.71,61.77,0.0,0.0
67,2016-08-19,4,0.012560693641618496,0.0,LINK,11.093999862670898,11.093999862670898,11.093999862670898,11.093999862670898,11.093999862670898,100,90,71.0,,0.71,63.9,-0.06599998474121094,-0.005913977208208965
68,2016-08-22,8,0.024121387283236994,0.9203865623561898,LINK,11.093999862670898,11.093999862670898,11.093999862670898,11.093999862670898,11.093999862670898,0,97,71.0,,0.71,68.86999999999999,0.0,0.0
69,2016-08-23,9,0.02701156069364162,0.11981787682722267,LINK,11.093999862670898,11.093999862670898,11.093999862670898,11.093999862670898,11.093999862670898,0,96,71.0,,0.71,68.16,0.0,0.0
70,2016-08-24,5,0.015450867052023122,-0.4279905842071474,LINK,11.093999862670898,11.093999862670898,11.093999862670898,11.093999862670898,11.093999862670898,0,100,71.0,,0.71,71.0,0.0,0.0
71,2016-08-25,12,0.03568208092485549,1.309390198279087,LINK,11.093999862670898,11.093999862670898,11.093999862670898,11.093999862670898,11.093999862670898,0,97,71.0,,0.71,68.86999999999999,0.0,0.0
72,2016-08-26,18,0.05302312138728324,0.48598736432852774,LINK,10.800000190734863,10.800000190734863,10.800000190734863,10.800000190734863,10.800000190734863,400,87,71.0,,0.71,61.77,-0.29399967193603516,-0.026500782006072088
73,2016-08-30,4,0.012560693641618496,-0.3151591553734636,LINK,10.80500030517578,10.80500030517578,10.80500030517578,10.80500030517578,10.80500030517578,200,98,71.0,,0.71,69.58,0.005000114440916192,0.0004629735511676447
74,2016-08-31,2,0.006780346820809248,-0.46019328117809477,LINK,10.800000190734863,10.800000190734863,10.70400047302246,10.70400047302246,10.70400047302246,200,96,71.0,,0.71,68.16,-0.005000114440916192,-0.00046275930584849245
75,2016-09-01,4,0.012560693641618496,0.8525149190110826,LINK,10.840999603271484,10.840999603271484,10.5,10.789999961853027,10.789999961853027,2900,95,72.0,False,0.72,68.39999999999999,0.040999412536621094,0.0037962418344950066
76,2016-09-02,6,0.018341040462427745,0.4601932811780949,LINK,10.789999961853027,10.789999961853027,10.789999961853027,10.789999961853027,10.789999961853027,0,94,72.0,,0.72,67.67999999999999,-0.05099964141845703,-0.004704330161866888
77,2016-09-06,8,0.024121387283236994,2.557544757033248,LINK,10.880000114440918,10.880000114440918,10.732999801635742,10.850000381469728,10.850000381469728,1600,100,72.0,,0.72,72.0,0.09000015258789062,0.008341070704919185
78,2016-09-08,4,0.012560693641618496,-0.47927150730889057,LINK,10.859999656677246,10.859999656677246,10.859999656677246,10.859999656677246,10.859999656677246,800,97,72.0,,0.72,69.84,-0.020000457763671875,-0.0018382773486487203
79,2016-09-09,4,0.012560693641618496,0.0,LINK,10.850000381469728,10.850000381469728,10.850000381469728,10.850000381469728,10.850000381469728,500,97,72.0,,0.72,69.84,-0.009999275207517755,-0.0009207436025442384
80,2016-09-13,4,0.012560693641618496,0.8525149190110826,LINK,10.68000030517578,10.850000381469728,10.670000076293944,10.850000381469728,10.850000381469728,600,98,72.0,,0.72,70.56,0.0,0.0
81,2016-09-14,11,0.032791907514450866,1.6106764841233319,LINK,10.84000015258789,10.84000015258789,10.81999969482422,10.81999969482422,10.81999969482422,400,100,72.0,,0.72,72.0,-0.010000228881837714,-0.000921680048870499
82,2016-09-15,8,0.024121387283236994,-0.26441036488630354,LINK,10.600000381469728,10.850000381469728,10.390000343322754,10.59000015258789,10.59000015258789,6700,98,72.0,,0.72,70.56,0.010000228881837714,0.0009225303266671148
83,2016-09-16,2,0.006780346820809248,-0.7189072609633358,LINK,10.399999618530272,10.5,10.0600004196167,10.0600004196167,10.0600004196167,5200,86,72.0,,0.72,61.92,-0.35000038146972834,-0.032258098540483005
84,2016-09-19,4,0.012560693641618496,0.8525149190110826,LINK,10.06999969482422,10.15999984741211,10.06999969482422,10.149999618530272,10.149999618530272,1100,98,72.0,,0.72,70.56,-0.3400001525878906,-0.032380966913132414
85,2016-09-20,4,0.012560693641618496,0.0,LINK,10.0,10.0,10.0,10.0,10.0,2000,99,72.0,,0.72,71.28,-0.15999984741210938,-0.015748016714081325
86,2016-09-21,4,0.012560693641618496,0.0,LINK,10.0,10.0,10.0,10.0,10.0,0,98,72.0,,0.72,70.56,0.0,0.0
87,2016-09-23,2,0.006780346820809248,-0.46019328117809477,LINK,10.0,10.0,10.0,10.0,10.0,200,92,72.0,,0.72,66.24,0.0,0.0
88,2016-09-26,2,0.006780346820809248,0.0,LINK,10.0,10.0,10.0,10.0,10.0,0,94,72.0,,0.72,67.67999999999999,0.0,0.0
89,2016-09-27,2,0.006780346820809248,0.0,LINK,10.0,10.0,10.0,10.0,10.0,0,97,72.0,,0.72,69.84,0.0,0.0
90,2016-09-28,4,0.012560693641618496,0.8525149190110826,LINK,10.0,10.0,10.0,10.0,10.0,0,93,72.0,,0.72,66.96,0.0,0.0
91,2016-09-30,6,0.018341040462427745,0.4601932811780949,LINK,10.0,10.0,10.0,10.0,10.0,0,91,72.0,,0.72,65.52,0.0,0.0
92,2016-10-03,4,0.012560693641618496,-0.3151591553734636,LINK,10.3149995803833,10.329999923706056,10.0,10.0,10.0,2200,94,72.0,,0.72,67.67999999999999,0.32999992370605646,0.03299999237060569
93,2016-10-04,2,0.006780346820809248,-0.46019328117809477,LINK,10.0,10.0,10.0,10.0,10.0,0,98,72.0,,0.72,70.56,-0.32999992370605646,-0.03194578181445562
94,2016-10-05,2,0.006780346820809248,0.0,LINK,10.0,10.0,9.5,9.75,9.75,2500,93,72.0,,0.72,66.96,0.0,0.0
95,2016-10-06,10,0.029901734104046243,3.410059676044331,LINK,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,200,94,72.0,,0.72,67.67999999999999,-0.020000457763671875,-0.002000045776367143
96,2016-10-07,4,0.012560693641618496,-0.5799342741156003,LINK,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,0,88,72.0,,0.72,63.36,0.0,0.0
97,2016-10-10,4,0.012560693641618496,0.0,LINK,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,0,89,72.0,,0.72,64.08,0.0,0.0
98,2016-10-11,2,0.006780346820809248,-0.46019328117809477,LINK,9.489999771118164,10.029999732971191,9.489999771118164,10.0,10.0,2000,93,72.0,,0.72,66.96,0.05000019073486328,0.005010039381590836
99,2016-10-12,6,0.018341040462427745,1.7050298380221656,LINK,10.0,10.0,10.0,10.0,10.0,0,97,72.0,,0.72,69.84,-0.029999732971191406,-0.0029910003758598647
100,2016-10-13,6,0.018341040462427745,0.0,LINK,9.5,9.5,9.5,9.5,9.5,400,91,72.0,,0.72,65.52,-0.5,-0.050000000000000044
101,2016-10-18,4,0.012560693641618496,0.8525149190110826,LINK,9.65999984741211,9.699999809265137,9.5,9.6850004196167,9.6850004196167,1200,100,72.0,,0.72,72.0,0.19999980926513672,0.021052611501593432
102,2016-10-19,8,0.024121387283236994,0.9203865623561898,LINK,9.779999732971191,10.0,9.779999732971191,10.0,10.0,800,99,72.0,,0.72,71.28,0.3000001907348633,0.030927855323080733
103,2016-10-20,6,0.018341040462427745,-0.23963575365444523,LINK,10.0,10.0,10.0,10.0,10.0,0,96,72.0,,0.72,69.12,0.0,0.0
104,2016-10-21,4,0.012560693641618496,-0.3151591553734636,LINK,9.949999809265137,10.0,9.850000381469728,9.850000381469728,9.850000381469728,2600,87,72.0,,0.72,62.64,0.0,0.0
105,2016-10-24,6,0.018341040462427745,-0.23963575365444523,LINK,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,0,95,72.0,,0.72,68.39999999999999,-0.14999961853027166,-0.01499996185302721
106,2016-10-25,2,0.006780346820809248,-0.6303183107469272,LINK,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,0,100,72.0,,0.72,72.0,0.0,0.0
107,2016-10-26,6,0.018341040462427745,1.7050298380221656,LINK,9.661999702453612,9.661999702453612,9.607000350952148,9.607000350952148,9.607000350952148,1400,98,72.0,,0.72,70.56,-0.18800067901611683,-0.019086362612715457
108,2016-10-27,6,0.018341040462427745,0.0,LINK,9.607000350952148,9.607000350952148,9.607000350952148,9.607000350952148,9.607000350952148,0,95,72.0,,0.72,68.39999999999999,-0.05499935150146307,-0.005692336285986088
109,2016-10-28,2,0.006780346820809248,-0.6303183107469272,LINK,9.949999809265137,10.0,9.949999809265137,9.970000267028809,9.970000267028809,3200,92,72.0,,0.72,66.24,0.39299964904785156,0.04090763346426862
110,2016-10-31,2,0.006780346820809248,0.0,LINK,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,0,96,72.0,,0.72,69.12,-0.029999732971191406,-0.002999973297119096
111,2016-11-01,2,0.006780346820809248,0.0,LINK,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,0,100,71.0,False,0.71,71.0,0.0,0.0
112,2016-11-02,2,0.006780346820809248,0.0,LINK,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,400,95,71.0,,0.71,67.45,0.01999950408935547,0.002005968260150759
113,2016-11-03,8,0.024121387283236994,2.557544757033248,LINK,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,0,95,71.0,,0.71,67.45,0.0,0.0
114,2016-11-07,10,0.029901734104046243,0.23963575365444534,LINK,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,0,92,71.0,,0.71,65.32,0.0,0.0
115,2016-11-08,6,0.018341040462427745,-0.38662284941040015,LINK,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,0,84,71.0,,0.71,59.64,0.0,0.0
116,2016-11-09,4,0.012560693641618496,-0.3151591553734636,LINK,9.5,9.513999938964844,9.5,9.513999938964844,9.513999938964844,400,66,71.0,,0.71,46.86,-0.4759998321533203,-0.04764763193783761
117,2016-11-11,2,0.006780346820809248,-0.46019328117809477,LINK,9.513999938964844,9.513999938964844,9.513999938964844,9.513999938964844,9.513999938964844,0,87,71.0,,0.71,61.77,0.0,0.0
118,2016-11-14,2,0.006780346820809248,0.0,LINK,9.513999938964844,9.513999938964844,9.513999938964844,9.513999938964844,9.513999938964844,0,91,71.0,,0.71,64.61,0.0,0.0
119,2016-11-15,4,0.012560693641618496,0.8525149190110826,LINK,9.513999938964844,9.513999938964844,9.513999938964844,9.513999938964844,9.513999938964844,0,98,71.0,,0.71,69.58,0.0,0.0
120,2016-11-16,2,0.006780346820809248,-0.46019328117809477,LINK,9.513999938964844,9.513999938964844,9.513999938964844,9.513999938964844,9.513999938964844,0,92,71.0,,0.71,65.32,0.0,0.0
121,2016-11-17,2,0.006780346820809248,0.0,LINK,9.513999938964844,9.513999938964844,9.513999938964844,9.513999938964844,9.513999938964844,0,92,71.0,,0.71,65.32,0.0,0.0
122,2016-11-18,4,0.012560693641618496,0.8525149190110826,LINK,9.513999938964844,9.513999938964844,9.513999938964844,9.513999938964844,9.513999938964844,0,92,71.0,,0.71,65.32,0.0,0.0
123,2016-11-21,6,0.018341040462427745,0.4601932811780949,LINK,9.513999938964844,9.513999938964844,9.513999938964844,9.513999938964844,9.513999938964844,0,90,71.0,,0.71,63.9,0.0,0.0
124,2016-11-22,4,0.012560693641618496,-0.3151591553734636,LINK,9.25,9.25,9.25,9.25,9.25,1600,95,71.0,,0.71,67.45,-0.26399993896484375,-0.027748574801185866
125,2016-11-23,6,0.018341040462427745,0.4601932811780949,LINK,8.996000289916992,8.996000289916992,8.996000289916992,8.996000289916992,8.996000289916992,100,91,71.0,,0.71,64.61,-0.2539997100830078,-0.027459428117081908
126,2016-11-25,4,0.012560693641618496,0.8525149190110826,LINK,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,100,71,71.0,,0.71,50.41,-0.3959999084472656,-0.044019552655096605
127,2016-11-28,2,0.006780346820809248,-0.46019328117809477,LINK,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,0,93,71.0,,0.71,66.03,0.0,0.0
128,2016-11-29,4,0.012560693641618496,0.8525149190110826,LINK,8.0,8.0,8.0,8.0,8.0,600,98,71.0,,0.71,69.58,-0.6000003814697266,-0.06976748312273762
129,2016-11-30,2,0.006780346820809248,-0.46019328117809477,LINK,8.0,8.039999961853027,8.0,8.0,8.0,800,96,71.0,,0.71,68.16,0.039999961853027344,0.004999995231628418
130,2016-12-01,2,0.006780346820809248,0.0,LINK,7.989999771118164,8.0,7.510000228881836,7.510000228881836,7.510000228881836,2000,93,71.0,False,0.71,66.03,-0.039999961853027344,-0.004975119657066318
131,2016-12-02,2,0.006780346820809248,0.0,LINK,7.510000228881836,7.510000228881836,7.510000228881836,7.510000228881836,7.510000228881836,0,87,71.0,,0.71,61.77,-0.48999977111816406,-0.06124997138977051
132,2016-12-05,4,0.012560693641618496,0.8525149190110826,LINK,8.008000373840332,8.182000160217285,8.0,8.024999618530273,8.024999618530273,3200,85,71.0,,0.71,60.35,0.6719999313354492,0.08948068053993974
133,2016-12-08,2,0.006780346820809248,-0.46019328117809477,LINK,8.270000457763672,8.5,8.270000457763672,8.359999656677246,8.359999656677246,8700,100,71.0,,0.71,71.0,0.31799983978271484,0.0388657826394212
134,2016-12-09,8,0.024121387283236994,2.557544757033248,LINK,8.104000091552734,8.104000091552734,8.104000091552734,8.104000091552734,8.104000091552734,100,83,71.0,,0.71,58.93,-0.3959999084472656,-0.046588224523207766
135,2016-12-12,2,0.006780346820809248,0.0,LINK,8.104000091552734,8.104000091552734,8.104000091552734,8.104000091552734,8.104000091552734,0,85,71.0,,0.71,60.35,0.0,0.0
136,2016-12-13,4,0.012560693641618496,0.8525149190110826,LINK,8.41100025177002,8.41100025177002,8.41100025177002,8.41100025177002,8.41100025177002,200,85,71.0,,0.71,60.35,0.30700016021728516,0.03788254648926892
