,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,WM_unscaled,WM_monthly,isPartial,scale,WM,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-06-16,1,0.12832919254658384,-0.12679092177000129,WM,62.77000045776367,63.4900016784668,62.72999954223633,63.40999984741211,56.84286880493164,1936500,83,52.0,,0.52,43.16,,
1,2016-07-14,2,0.13143478260869565,0.02420018392139789,WM,68.12000274658203,68.47000122070312,67.69000244140625,67.9000015258789,60.86786651611328,2414800,69,57.0,,0.57,39.33,4.979999542236328,0.07843753993670699
2,2016-07-27,1,0.12832919254658384,-0.023628372950238674,WM,67.81999969482422,68.30999755859375,65.6500015258789,66.0999984741211,59.254276275634766,3907200,71,57.0,,0.57,40.47,-0.160003662109375,-0.00233684327817707
3,2016-07-28,2,0.13143478260869565,0.02420018392139789,WM,66.41999816894531,66.8499984741211,66.18000030517578,66.36000061035156,59.487342834472656,2133100,76,57.0,,0.57,43.31999999999999,-1.4599990844726562,-0.02137313916927497
4,2016-08-09,15,0.17180745341614906,0.33880257489956933,WM,65.76000213623047,66.12000274658203,65.66000366210938,65.76000213623047,58.949493408203125,2189800,46,65.0,,0.65,29.9,-0.7299957275390625,-0.010919906420366776
5,2016-09-09,1,0.12832919254658384,-0.023628372950238674,WM,63.869998931884766,63.869998931884766,62.7400016784668,62.75,56.6102294921875,2536500,85,62.0,,0.62,52.7,-2.2500038146972656,-0.03402909439252222
6,2016-09-12,1,0.12832919254658384,0.0,WM,62.88999938964844,63.560001373291016,62.630001068115234,63.34000015258789,57.14250564575195,3803200,66,62.0,,0.62,40.92,-0.30999755859375,-0.0048535707496152325
7,2016-09-15,2,0.13143478260869565,0.02420018392139789,WM,62.58000183105469,63.13999938964844,62.45000076293945,62.83000183105469,56.682403564453125,2712600,75,62.0,,0.62,46.5,-0.4200019836425781,-0.006607960581622496
8,2016-09-22,1,0.12832919254658384,-0.023628372950238674,WM,64.19999694824219,64.25,63.70000076293945,64.01000213623047,57.7469596862793,5233200,62,62.0,,0.62,38.44,1.1100006103515625,0.017579990831193104
9,2016-10-25,13,0.16559627329192547,0.2904022070567738,WM,62.47999954223633,63.38999938964844,62.33000183105469,62.7400016784668,56.60121536254883,2363200,76,61.0,,0.61,46.36,-0.8600006103515625,-0.013385223507417332
10,2016-10-31,2,0.13143478260869565,-0.20629383744045615,WM,64.93000030517578,65.87000274658203,64.91999816894531,65.66000366210938,59.23551559448242,3529600,100,61.0,,0.61,61.0,2.4800033569335938,0.039122943379276576
11,2016-11-08,49,0.27739751552795033,1.1105335286612168,WM,64.68000030517578,65.58000183105469,64.5199966430664,65.30000305175781,58.910736083984375,1704000,78,57.0,,0.57,44.46,-0.29000091552734375,-0.004402624919313425
12,2016-11-15,2,0.13143478260869565,-0.526186157945411,WM,67.83999633789062,68.68000030517578,67.75,68.6500015258789,61.93295669555664,2988200,91,57.0,,0.57,51.87,3.0999984741210938,0.04727048471433748
13,2016-12-05,3,0.13454037267080746,0.023628372950238674,WM,69.9000015258789,70.22000122070312,68.87999725341797,69.0,62.6134033203125,2621300,93,59.0,,0.59,54.87,1.5400009155273438,0.022422843749045462
14,2017-01-04,2,0.13143478260869565,-0.02308296015881084,WM,70.75,71.18000030517578,70.31999969482422,70.31999969482422,63.81123733520508,1606300,73,63.0,,0.63,45.99,0.9599990844726562,0.01367130543697015
15,2017-01-18,3,0.13454037267080746,0.023628372950238674,WM,69.43000030517578,69.66999816894531,69.43000030517578,69.58999633789062,63.14879989624024,1422300,100,63.0,,0.63,63.0,-1.5100021362304688,-0.021213854028610757
16,2017-01-19,1,0.12832919254658384,-0.04616592031762157,WM,69.37000274658203,69.69000244140625,69.25,69.56999969482422,63.130645751953125,1162100,76,63.0,,0.63,47.88,0.0200042724609375,0.00028712893622340196
17,2017-01-25,1,0.12832919254658384,0.0,WM,69.55999755859375,69.9800033569336,69.55999755859375,69.66999816894531,63.22138595581055,1931800,84,63.0,,0.63,52.92,0.29000091552734375,0.004161298685147363
18,2017-02-03,2,0.13143478260869565,0.02420018392139789,WM,69.77999877929688,69.98999786376953,69.58000183105469,69.6500015258789,63.2032356262207,1351300,67,64.0,,0.64,42.88,0.0099945068359375,0.00014281946779792776
19,2017-02-10,1,0.12832919254658384,-0.023628372950238674,WM,70.16000366210938,70.83000183105469,70.04000091552734,70.54000091552734,64.01087951660156,1617300,56,64.0,,0.64,35.84,0.8400039672851562,0.01200177158056448
20,2017-02-21,1,0.12832919254658384,0.0,WM,72.3499984741211,73.19999694824219,72.20999908447266,72.81999969482422,66.07984161376953,1717000,48,64.0,,0.64,30.72,2.3699951171875,0.03346032833431889
21,2017-04-06,12,0.16249068322981366,0.2662020231353759,WM,73.1500015258789,73.26000213623047,72.73999786376953,73.08999633789062,66.71485900878906,1257100,48,64.0,,0.64,30.72,0.06000518798828125,0.0008197430394800698
22,2017-04-26,1,0.12832919254658384,-0.21023661175031538,WM,74.08000183105469,74.2699966430664,72.16000366210938,72.30000305175781,65.9937515258789,2914700,44,64.0,,0.64,28.16,1.0099945068359375,0.013786438402742629
23,2017-05-26,-1,0.12211801242236026,-0.048400367842795444,WM,71.37000274658203,71.93000030517578,71.27999877929688,71.83999633789062,65.5738754272461,1076300,72,61.0,,0.61,43.92,-2.339996337890625,-0.03150661698742763
24,2017-06-16,1,0.12832919254658384,0.050862112812166016,WM,74.19999694824219,74.4800033569336,73.94000244140625,74.13999938964844,68.06734466552734,2601600,78,53.0,,0.53,41.34,2.5500030517578125,0.03545117532238251
25,2017-08-15,1,0.12832919254658384,0.0,WM,75.55000305175781,75.87000274658203,75.47000122070312,75.69999694824219,69.49955749511719,1161800,63,60.0,,0.6,37.8,1.3899993896484375,0.018662719213197176
26,2017-09-14,2,0.13143478260869565,0.02420018392139789,WM,77.73999786376953,78.0,77.62000274658203,77.83999633789062,71.86546325683594,1630300,81,60.0,,0.6,48.6,2.1299972534179688,0.02807430046539605
27,2017-10-02,1,0.12832919254658384,-0.023628372950238674,WM,78.5,78.7699966430664,78.30000305175781,78.7699966430664,72.72408294677734,1775500,90,61.0,,0.61,54.9,0.7699966430664062,0.00987175183418465
28,2017-10-03,1,0.12832919254658384,0.0,WM,78.76000213623047,79.27999877929688,78.44000244140625,79.27999877929688,73.19496154785156,1922200,74,61.0,,0.61,45.14,0.5100021362304688,0.006474573542785134
29,2017-10-04,2,0.13143478260869565,0.02420018392139789,WM,77.87999725341797,77.98999786376953,75.86000061035156,76.33000183105469,70.47138977050781,5727700,85,61.0,,0.61,51.85,-1.2900009155273438,-0.01627145478544345
30,2017-11-02,2,0.13143478260869565,0.0,WM,81.25,82.04000091552734,81.25,81.6500015258789,75.38304138183594,2629500,85,59.0,,0.59,50.15,4.0500030517578125,0.05192977513388608
31,2017-11-09,2,0.13143478260869565,0.0,WM,81.55000305175781,81.76000213623047,81.01000213623047,81.4000015258789,75.15223693847656,1213100,100,59.0,,0.59,59.0,-0.279998779296875,-0.003412954365824228
32,2017-11-21,9,0.15317391304347827,0.16539861065167072,WM,81.0199966430664,81.16999816894531,80.6500015258789,80.87000274658203,74.66291809082031,1371700,82,59.0,,0.59,48.38,-0.5900039672851562,-0.007216290996446828
33,2017-12-01,59,0.30845341614906835,1.013746401200276,WM,82.38999938964844,82.6500015258789,80.81999969482422,81.80999755859375,75.92130279541016,2383800,100,57.0,False,0.57,56.99999999999999,1.4800033569335938,0.018233379208080658
34,2017-12-04,2,0.13143478260869565,0.02420018392139789,WM,82.37999725341797,83.93000030517578,82.29000091552734,83.1500015258789,77.16487121582031,2263400,90,57.0,,0.57,51.3,1.279998779296875,0.015486978289965148
35,2017-12-14,1,0.12832919254658384,-0.023628372950238674,WM,85.51000213623047,85.56999969482422,84.66000366210938,84.66000366210938,78.5661392211914,1509000,92,57.0,,0.57,52.44,1.6399993896484375,0.019540085591388978
36,2018-01-02,5,0.14075155279503104,-0.3982900082313269,WM,86.1500015258789,86.48999786376953,85.55000305175781,86.0999984741211,79.90252685546875,1885600,67,67.0,,0.67,44.89,0.9199981689453125,0.010751410216505608
37,2018-01-03,15,0.17180745341614906,0.22064339614315354,WM,87.51000213623047,87.54000091552734,86.66999816894531,87.3499984741211,81.06254577636719,2104800,70,67.0,,0.67,46.900000000000006,1.0500030517578125,0.012140167391513579
38,2018-01-16,1,0.12832919254658384,-0.25306388055384843,WM,88.44000244140625,88.7300033569336,88.13999938964844,88.16000366210938,81.81424713134766,1559900,83,67.0,,0.67,55.61000000000001,1.19000244140625,0.01359381344483368
39,2018-01-18,2,0.13143478260869565,0.02420018392139789,WM,88.4000015258789,88.41999816894531,87.88999938964844,87.95999908447266,81.6286392211914,1587800,71,67.0,,0.67,47.57,-0.31000518798828125,-0.0034938034065120638
40,2018-01-19,4,0.13764596273291926,0.04725674590047735,WM,88.26000213623047,88.41999816894531,87.66000366210938,88.05999755859375,81.72144317626953,2069000,57,67.0,,0.67,38.190000000000005,0.0,0.0
41,2018-01-26,32,0.2246024844720497,0.6317404449257704,WM,88.83000183105469,89.7300033569336,88.56999969482422,89.70999908447266,83.25265502929688,2162800,77,67.0,,0.67,51.59,1.3100051879882812,0.014815711548480603
42,2018-01-29,1,0.12832919254658384,-0.4286385885346091,WM,89.2699966430664,89.37999725341797,88.22000122070312,88.22000122070312,81.86990356445312,1519900,68,67.0,,0.67,45.56,-0.350006103515625,-0.003900658535844981
43,2018-01-30,2,0.13143478260869565,0.02420018392139789,WM,87.76000213623047,88.55000305175781,87.66000366210938,87.94999694824219,81.61934661865234,1538400,77,67.0,,0.67,51.59,-0.8299942016601562,-0.009286129191824477
44,2018-02-01,6,0.14385714285714285,0.09451349180095447,WM,88.47000122070312,88.63999938964844,87.41999816894531,87.8499984741211,81.52654266357422,1628400,77,69.0,False,0.69,53.13,0.089996337890625,0.0010163335379900218
45,2018-02-06,1,0.12832919254658384,-0.36741067328005883,WM,80.91000366210938,82.97000122070312,78.87000274658203,81.80000305175781,75.91204071044922,5892400,60,69.0,,0.69,41.4,-5.6699981689453125,-0.06396658628144647
46,2018-02-07,1,0.12832919254658384,0.0,WM,81.87999725341797,83.47000122070312,81.62999725341797,81.7300033569336,75.8470687866211,2842200,66,69.0,,0.69,45.54,0.5,0.006026274468406756
47,2018-02-12,22,0.19354658385093168,0.5082038623493539,WM,80.80000305175781,81.2300033569336,79.86000061035156,80.56999969482422,74.77054595947266,3791300,68,69.0,,0.69,46.92,-2.2399978637695312,-0.026835962992821205
48,2018-02-13,3,0.13454037267080746,-0.3048682648182023,WM,80.12999725341797,81.06999969482422,80.0,80.79000091552734,74.97471618652344,2719900,54,69.0,,0.69,37.26,-0.160003662109375,-0.001969760624116912
49,2018-02-14,2,0.13143478260869565,-0.02308296015881084,WM,80.48999786376953,82.5999984741211,80.30000305175781,82.5999984741211,76.6544189453125,3196700,58,69.0,,0.69,40.02,1.529998779296875,0.018872564266144476
50,2018-02-15,28,0.2121801242236025,0.6143376967062049,WM,87.12999725341797,88.0,82.77999877929688,84.0199966430664,77.97222900390625,6370600,70,69.0,,0.69,48.3,5.400001525878906,0.06537532234423393
