,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,VTI_unscaled,VTI_monthly,isPartial,scale,VTI,Stock_Price_Change,Stock_Price_Change_Percent
33,2017-04-04,4,0.07254471544715448,0.07208939084464738,VTI,120.88999938964844,121.11000061035156,120.63999938964844,121.08000183105467,112.24089813232422,2462600,88,13.0,,0.13,11.44,-0.029998779296875,-0.0002476372746246236
34,2017-04-10,92,0.2156341463414634,1.9724307968172137,VTI,121.04000091552734,121.51000213623048,120.6999969482422,121.02999877929688,112.19452667236328,1669500,52,13.0,,0.13,6.76,0.40000152587892046,0.003302795176806761
35,2017-04-12,9,0.08067479674796749,-0.6258718847792482,VTI,120.87999725341795,120.98999786376952,120.2300033569336,120.37000274658205,111.5827178955078,1967200,69,13.0,,0.13,8.97,-0.5200042724609659,-0.004279518256266379
36,2017-04-27,16,0.0920569105691057,0.14108636501058158,VTI,123.12000274658205,123.20999908447266,122.69000244140624,123.0199966430664,114.03924560546876,1868200,72,13.0,,0.13,9.36,2.220001220703139,0.01834863426646871
37,2017-04-28,6,0.07579674796747968,-0.17663163472577947,VTI,123.16000366210938,123.20999908447266,122.5500030517578,122.61000061035156,113.65919494628906,1795800,69,13.0,,0.13,8.97,0.0,0.0
38,2017-05-05,2,0.06929268292682927,0.024029796948215942,VTI,122.9499969482422,123.33000183105467,122.68000030517578,123.33000183105467,114.32662200927734,2057700,52,15.0,,0.15,7.8,0.12000274658201704,0.0009739692190058324
39,2017-05-10,3,0.07091869918699187,0.023465915757362232,VTI,123.08999633789062,123.37999725341795,122.93000030517578,123.37000274658205,114.36369323730467,1468500,77,15.0,,0.15,11.55,0.04999542236328125,0.00040537923960926037
40,2017-05-22,1,0.06766666666666667,-0.06724195898240504,VTI,122.66999816894533,123.0999984741211,122.63999938964844,123.0199966430664,114.03924560546876,1810100,58,15.0,,0.15,8.7,-0.2799987792968608,-0.0022694017306691405
41,2017-05-25,1,0.06766666666666667,0.0,VTI,123.9000015258789,124.2699966430664,123.79000091552734,124.11000061035156,115.04969787597656,1492300,68,15.0,,0.15,10.2,1.1699981689453125,0.009504453155547932
42,2017-05-26,10,0.08230081300813008,0.21626817253394215,VTI,124.0,124.1500015258789,123.93000030517578,124.08999633789062,115.03114318847656,1320800,40,15.0,,0.15,6.0,-0.1199951171875,-0.0009656000678277543
43,2017-06-19,3,0.07091869918699187,0.04805959389643144,VTI,125.66999816894533,126.3499984741211,125.66999816894533,126.2699966430664,117.05198669433594,1816100,93,15.0,,0.15,13.95,2.1999969482421875,0.017720474596881974
44,2017-06-23,2,0.06929268292682927,-0.022927891780350707,VTI,124.80999755859376,125.19000244140624,124.58000183105467,125.0500030517578,116.45500946044922,1829300,65,15.0,,0.15,9.75,-1.159996032714858,-0.009180815565680067
45,2017-06-28,1,0.06766666666666667,-0.023465915757362565,VTI,124.7699966430664,125.41000366210938,124.58999633789062,125.27999877929688,116.669189453125,2444400,73,15.0,,0.15,10.95,0.2200012207031392,0.0017573385766656013
46,2017-06-30,2,0.06929268292682927,0.024029796948215942,VTI,124.76000213623048,124.9000015258789,124.3000030517578,124.4499969482422,115.89624786376952,1910000,89,15.0,,0.15,13.35,-0.5100021362304688,-0.004066678265990387
47,2017-07-03,44,0.13758536585365855,0.9855684618092222,VTI,124.98999786376952,125.3000030517578,124.75,124.75,116.17562103271484,1645700,79,13.0,,0.13,10.27,0.40000152587889204,0.003202574227319177
48,2017-07-10,2,0.06929268292682927,-0.49636589257223895,VTI,124.5,124.83000183105467,124.36000061035156,124.61000061035156,116.04524993896484,1404700,62,13.0,,0.13,8.06,-0.470001220703125,-0.0037510072566318
49,2017-07-20,2,0.06929268292682927,0.0,VTI,127.27999877929688,127.27999877929688,126.8000030517578,127.12000274658205,118.38272857666016,1463800,97,13.0,,0.13,12.61,2.4499969482422017,0.019626667566327916
50,2017-07-25,1,0.06766666666666667,-0.023465915757362565,VTI,127.51000213623048,127.56999969482422,127.1999969482422,127.37999725341795,118.62487030029295,1709400,100,13.0,,0.13,13.0,0.29000091552734375,0.002278448446799697
51,2017-07-28,1,0.06766666666666667,0.0,VTI,126.77999877929688,126.95999908447266,126.54000091552734,126.86000061035156,118.14060974121094,1651800,75,13.0,,0.13,9.75,-0.6100006103515625,-0.004781693280636712
52,2017-08-01,1,0.06766666666666667,0.0,VTI,127.18000030517578,127.20999908447266,126.8000030517578,127.0500030517578,118.31754302978516,1790600,100,14.0,False,0.14,14.000000000000002,0.25,0.0019691241477850507
53,2017-08-04,1,0.06766666666666667,0.0,VTI,127.0,127.06999969482422,126.6999969482422,126.91000366210938,118.18717193603516,972400,52,14.0,,0.14,7.280000000000001,-0.1399993896484375,-0.0011005376201242978
54,2017-08-10,33,0.11969918699186992,0.7689535023429053,VTI,126.13999938964844,126.20999908447266,124.8000030517578,124.80999755859376,116.23151397705078,2455300,67,14.0,,0.14,9.38,-0.8600006103515625,-0.006767928011465862
55,2017-08-18,3,0.07091869918699187,-0.4075256401548597,VTI,124.4800033569336,124.94000244140624,123.9499969482422,124.20999908447266,115.6727523803711,2836500,91,14.0,,0.14,12.740000000000002,-1.2699966430664205,-0.0100625675642102
56,2017-08-23,1,0.06766666666666667,-0.045855783560701524,VTI,125.06999969482422,125.51000213623048,125.0199966430664,125.26000213623048,116.65057373046876,1268800,58,14.0,,0.14,8.120000000000001,0.5699996948242472,0.004562187319402167
57,2017-08-28,1,0.06766666666666667,0.0,VTI,125.66000366210938,125.66000366210938,125.11000061035156,125.41000366210938,116.79026794433594,1787900,57,14.0,,0.14,7.98,0.15000152587889204,0.001195136031597599
58,2017-09-13,1,0.06766666666666667,0.0,VTI,128.22999572753906,128.41000366210938,128.1199951171875,128.39999389648438,119.5747299194336,1692500,67,12.0,,0.12,8.04,2.75,0.02188444946567536
59,2017-09-14,1,0.06766666666666667,0.0,VTI,128.22999572753906,128.47999572753906,128.07000732421875,128.36000061035156,119.5374984741211,1493200,58,12.0,,0.12,6.96,0.0699920654296875,0.0005450670775919431
60,2017-09-18,2,0.06929268292682927,0.024029796948215942,VTI,128.85000610351562,129.10000610351562,128.69000244140625,128.91000366210938,120.04972076416016,1792300,100,12.0,,0.12,12.0,0.6200103759765625,0.004825734718199914
61,2017-09-25,4,0.07254471544715448,0.04693183151472491,VTI,128.24000549316406,128.42999267578125,127.69000244140624,128.16000366210938,119.86581420898438,2186000,55,12.0,,0.12,6.6,-0.670013427734375,-0.005189879132903696
62,2017-10-09,10,0.08230081300813008,0.13448391796480985,VTI,131.3000030517578,131.36000061035156,130.75999450683594,130.92999267578125,122.45653533935548,1012100,52,14.0,,0.14,7.280000000000001,2.9300079345703125,0.02281404735393111
63,2017-10-10,1,0.06766666666666667,-0.17781290131383976,VTI,131.25,131.47999572753906,130.94000244140625,131.24000549316406,122.74647521972656,2915300,67,14.0,,0.14,9.38,0.1199951171875,0.0009134829219699103
64,2017-10-20,1,0.06766666666666667,0.0,VTI,132.07000732421875,132.4499969482422,132.07000732421875,132.4199981689453,123.85009765625,1751000,97,14.0,,0.14,13.580000000000002,0.970001220703125,0.007377557440093163
65,2017-10-26,4,0.07254471544715448,0.07208939084464738,VTI,131.72000122070312,132.00999450683594,131.49000549316406,131.57000732421875,123.05510711669922,5396300,79,14.0,,0.14,11.06,-0.44000244140625,-0.003322026814226331
66,2017-10-30,2,0.06929268292682927,-0.044827972654936654,VTI,131.94000244140625,132.5399932861328,131.89999389648438,132.05999755859375,123.5134048461914,1688900,71,14.0,,0.14,9.94,0.529998779296875,0.004014838280062438
67,2017-11-01,2,0.06929268292682927,0.0,VTI,132.8300018310547,133.02999877929688,132.1699981689453,132.44000244140625,123.86880493164062,2275500,96,12.0,False,0.12,11.52,0.4900054931640625,0.003697038765546168
68,2017-11-02,2,0.06929268292682927,0.0,VTI,132.33999633789062,132.52999877929688,131.82000732421875,132.47000122070312,123.8968505859375,5097200,91,12.0,,0.12,10.92,-0.5,-0.0037585507373379956
69,2017-11-09,2,0.06929268292682927,0.0,VTI,132.3800048828125,132.74000549316406,131.6199951171875,132.52000427246094,123.94361877441406,4320300,97,12.0,,0.12,11.64,0.2100067138671875,0.0015845975688637548
70,2017-11-13,8,0.07904878048780488,0.1407954945441745,VTI,132.11000061035156,132.75,132.0800018310547,132.61000061035156,124.02781677246094,1876000,54,12.0,,0.12,6.48,0.0099945068359375,7.529385582594195e-05
71,2017-11-15,36,0.12457723577235773,0.5759539236861051,VTI,131.7899932861328,132.0800018310547,131.2100067138672,131.69000244140625,123.1673583984375,1772400,67,12.0,,0.12,8.04,-0.6699981689453125,-0.005047067186028764
72,2017-11-29,19,0.0969349593495935,0.3069165844568673,VTI,135.4600067138672,135.7899932861328,135.02000427246094,135.3000030517578,126.543701171875,2066300,84,12.0,,0.12,10.08,3.709991455078125,0.028088971862853418
73,2017-12-01,1,0.06766666666666667,-0.30193743185439903,VTI,136.27999877929688,136.5,134.0399932861328,136.07000732421875,127.26388549804688,3585700,92,15.0,False,0.15,13.8,0.7100067138671875,0.005228711605950842
74,2017-12-11,1,0.06766666666666667,0.0,VTI,136.5,136.8300018310547,136.47999572753906,136.8000030517578,127.94667053222656,1934300,62,15.0,,0.15,9.3,0.3300018310546875,0.002417595831902375
75,2017-12-12,1,0.06766666666666667,0.0,VTI,136.97999572753906,137.25,136.80999755859375,136.9499969482422,128.0869598388672,1517200,74,15.0,,0.15,11.1,0.4199981689453125,0.003069488879082982
76,2017-12-13,26,0.1083170731707317,0.6007449237053948,VTI,137.02999877929688,137.42999267578125,136.91000366210938,136.97000122070312,128.1056671142578,1858800,85,15.0,,0.15,12.75,0.17999267578125,0.001311422045765065
77,2017-12-21,5,0.07417073170731707,-0.3152443143436163,VTI,137.6199951171875,137.92999267578125,137.38999938964844,137.57000732421875,129.2977294921875,2111200,74,15.0,,0.15,11.1,0.5,0.0036382160128580754
78,2017-12-29,25,0.10669105691056911,0.4384522635098105,VTI,138.0800018310547,138.10000610351562,137.14999389648438,137.25,128.99693298339844,2256500,72,15.0,,0.15,10.8,0.170013427734375,0.0012326066610763853
79,2018-01-11,2,0.06929268292682927,-0.2337498876202463,VTI,141.0,141.9199981689453,140.97000122070312,141.9199981689453,133.3861083984375,2188000,51,19.0,,0.19,9.69,3.8199920654296875,0.027661056456191213
80,2018-01-12,7,0.07742276422764227,0.11732957878681205,VTI,142.0800018310547,142.85000610351562,142.0,142.75,134.16622924804688,2661800,77,19.0,,0.19,14.63,0.9300079345703125,0.006553043591948304
81,2018-01-16,11,0.08392682926829269,0.10726161106939824,VTI,143.52999877929688,143.82000732421875,141.7100067138672,142.1199951171875,133.57408142089844,3973400,83,19.0,,0.19,15.77,0.970001220703125,0.00679034777219556
82,2018-01-26,1,0.06766666666666667,-0.1937421292260002,VTI,145.82000732421875,146.8699951171875,145.6300048828125,146.86000061035156,138.02908325195312,1995900,94,19.0,,0.19,17.86,3.04998779296875,0.021206978428898626
83,2018-01-31,3,0.07091869918699187,0.04805959389643144,VTI,144.94000244140625,145.24000549316406,143.7899932861328,144.42999267578125,135.74517822265625,4670200,91,19.0,,0.19,17.29,-1.6299896240234375,-0.011098179874812875
84,2018-02-06,2,0.06929268292682927,-0.06576783952647147,VTI,133.25999450683594,138.24000549316406,132.5,137.9600067138672,129.66424560546875,10791200,100,27.0,,0.27,27.0,-7.0,-0.048196087408778454
85,2018-02-07,5,0.07417073170731707,0.07039774727208714,VTI,137.8300018310547,139.55999755859375,137.35000610351562,137.35000610351562,129.09092712402344,6176300,53,27.0,,0.27,14.31,1.3199920654296875,0.009548553334620458
86,2018-02-12,1,0.06766666666666667,0.0,VTI,135.35000610351562,136.85000610351562,134.22999572753906,136.02000427246094,127.84089660644533,4251900,44,27.0,,0.27,11.88,-2.709991455078125,-0.019418110507922193
87,2018-02-14,1,0.06766666666666667,0.0,VTI,135.6199951171875,138.5500030517578,135.57000732421875,138.36000061035156,130.04017639160156,3076800,51,27.0,,0.27,13.77,1.6999969482421875,0.012422337394389915
88,2018-02-15,1,0.06766666666666667,0.0,VTI,139.3300018310547,140.0500030517578,137.9499969482422,140.0500030517578,131.62860107421875,2853000,50,27.0,,0.27,13.5,1.5,0.010826416217686097
89,2018-02-16,3,0.07091869918699187,0.04805959389643144,VTI,139.67999267578125,141.22999572753906,139.6699981689453,140.11000061035156,131.6849365234375,2813100,34,27.0,,0.27,9.18,1.17999267578125,0.00842550981841228
90,2018-02-23,20,0.0985609756097561,0.10985992859104643,VTI,139.4499969482422,140.86000061035156,139.13999938964844,140.86000061035156,132.38986206054688,1439500,39,27.0,,0.27,10.53,-0.3699951171875,-0.0026198054831163553
91,2018-02-26,22,0.1018130081300813,0.032995133217850414,VTI,141.5,142.41000366210938,141.0399932861328,142.33999633789062,133.7808837890625,1765700,29,27.0,,0.27,7.83,1.5500030517578125,0.011003855211142888
92,2018-02-28,3,0.07091869918699187,-0.303441667332109,VTI,141.17999267578125,141.39999389648438,138.97000122070312,139.0,130.6417236328125,2290500,30,27.0,,0.27,8.100000000000001,-1.010009765625,-0.00709226697319254
93,2018-03-01,1,0.06766666666666667,-0.045855783560701524,VTI,139.07000732421875,139.8800048828125,136.39999389648438,137.35000610351562,129.09092712402344,4846700,60,19.0,False,0.19,11.4,-1.519989013671875,-0.010749569160410477
94,2018-03-02,5,0.07417073170731707,0.0961191877928631,VTI,136.27999877929688,138.50999450683594,135.8300018310547,138.24000549316406,129.9274139404297,3021300,71,19.0,,0.19,13.49,-1.3700103759765625,-0.00979418307230051
95,2018-03-05,1,0.06766666666666667,-0.08769045270196207,VTI,137.5500030517578,140.14999389648438,137.5,139.8000030517578,131.3936004638672,2916600,69,19.0,,0.19,13.11,1.6399993896484375,0.011840296402347406
96,2018-03-06,2,0.06929268292682927,0.024029796948215942,VTI,140.36000061035156,140.61000061035156,139.32000732421875,140.30999755859375,131.8729248046875,2788000,72,19.0,,0.19,13.68,0.4600067138671875,0.003282245693188912
97,2018-03-07,2,0.06929268292682927,0.0,VTI,139.0500030517578,140.61000061035156,138.97000122070312,140.42999267578125,131.9857177734375,2569100,69,19.0,,0.19,13.11,0.0,0.0
98,2018-03-12,73,0.184739837398374,1.6660800187727323,VTI,143.49000549316406,143.85000610351562,142.9600067138672,143.22000122070312,134.60791015625,1999200,40,19.0,,0.19,7.6,3.2400054931640625,0.02304249682881765
99,2018-03-13,2,0.06929268292682927,-0.6249174844870835,VTI,143.86000061035156,144.13999938964844,142.00999450683594,142.3300018310547,133.77146911621094,2080500,62,19.0,,0.19,11.78,0.2899932861328125,0.0020159421190717453
100,2018-03-15,133,0.2823008130081301,3.074034964214478,VTI,141.9600067138672,142.22000122070312,141.11000061035156,141.4199981689453,132.91619873046875,1927900,45,19.0,,0.19,8.55,-1.9199981689453125,-0.013320370314107266
101,2018-03-16,14,0.08880487804878048,-0.6854246464879187,VTI,141.5800018310547,142.19000244140625,141.5800018310547,141.66000366210938,133.1417694091797,2641400,48,19.0,,0.19,9.12,-0.029998779296875,-0.0002109322109364875
102,2018-03-19,2,0.06929268292682927,-0.12341869793273674,VTI,141.16000366210938,141.39999389648438,138.86000061035156,139.83999633789062,131.43121337890625,3154300,49,19.0,,0.19,9.31,-0.790008544921875,-0.005556006268777058
103,2018-03-20,24,0.1050650406504065,0.5162501466619733,VTI,140.0,140.4199981689453,139.66000366210938,140.0500030517578,131.62860107421875,1672000,57,19.0,,0.19,10.83,-0.9799957275390625,-0.0069306631530443585
104,2018-03-21,86,0.2058780487804878,0.9595295210090535,VTI,140.0500030517578,141.24000549316406,139.77999877929688,139.92999267578125,131.51577758789062,2106700,40,19.0,,0.19,7.6,0.82000732421875,0.005839676220705803
105,2018-03-22,40,0.13108130081300814,-0.36330608537693,VTI,138.14999389648438,138.61000061035156,135.85000610351562,135.9499969482422,128.29405212402344,3130600,74,19.0,,0.19,14.06,-2.6300048828125,-0.018620821159199052
106,2018-03-23,10,0.08230081300813008,-0.37213918005334,VTI,136.1300048828125,136.44000244140625,133.02999877929688,133.10000610351562,125.60455322265624,5697000,68,19.0,,0.19,12.92,-2.1699981689453125,-0.01565542283666399
107,2018-03-27,32,0.11807317073170732,0.43465375876716394,VTI,137.17999267578125,137.30999755859375,133.42999267578125,134.19000244140625,126.63317108154295,3309900,84,19.0,,0.19,15.96,0.8699951171875,0.006376393298300531
108,2018-03-28,10,0.08230081300813008,-0.3029677063967501,VTI,134.36000061035156,135.19000244140625,133.22999572753906,133.8800048828125,126.34060668945312,4740000,92,19.0,,0.19,17.48,-2.1199951171875,-0.015439481136709232
109,2018-03-29,21,0.1001869918699187,0.21732687938358186,VTI,134.49000549316406,136.58999633789062,134.16000366210938,135.72000122070312,128.07701110839844,2346400,68,19.0,,0.19,12.92,1.399993896484375,0.010355750212307058
110,2018-04-02,1,0.06766666666666667,-0.3245962833725553,VTI,135.2899932861328,135.57000732421875,131.25999450683594,132.6300048828125,125.16100311279295,5703700,73,20.0,,0.2,14.6,-1.019989013671875,-0.007467523545052757
111,2018-04-10,2,0.06929268292682927,0.024029796948215942,VTI,136.0,136.97000122070312,135.4600067138672,136.5,128.8130645751953,2153900,73,20.0,,0.2,14.6,1.399993896484375,0.010326722880056094
112,2018-04-11,20,0.0985609756097561,0.42238648363252373,VTI,135.6699981689453,136.8300018310547,135.39999389648438,135.8699951171875,128.21852111816406,2063800,58,20.0,,0.2,11.6,-0.1399993896484375,-0.0010221171672682994
113,2018-04-12,3,0.07091869918699187,-0.2804586323517282,VTI,136.72999572753906,137.52999877929688,136.50999450683594,136.97000122070312,129.25660705566406,1858700,68,20.0,,0.2,13.6,0.6999969482421875,0.005115814798471563
114,2018-04-18,7,0.07742276422764227,0.09171156712140305,VTI,139.5399932861328,139.85000610351562,139.08999633789062,139.36000061035156,131.51197814941406,1554400,60,20.0,,0.2,12.0,2.32000732421875,0.016869100158590333
115,2018-04-24,1,0.06766666666666667,-0.12601071091042737,VTI,138.10000610351562,138.19000244140625,134.86000061035156,135.8000030517578,128.15249633789062,3053500,75,20.0,,0.2,15.0,-1.660003662109375,-0.011869886232830473
116,2018-04-27,5,0.07417073170731707,0.0961191877928631,VTI,137.5399932861328,137.74000549316406,136.8000030517578,137.3300018310547,129.59632873535156,1133600,48,20.0,,0.2,9.6,-0.4499969482421875,-0.0032563639937194244
117,2018-05-03,2,0.06929268292682927,-0.20516646460878485,VTI,135.19000244140625,135.8000030517578,133.66000366210938,135.3800048828125,127.75614166259766,2638000,100,17.0,,0.17,17.0,-1.94000244140625,-0.014084524205297266
118,2018-05-08,3,0.07091869918699187,0.023465915757362232,VTI,137.58999633789062,138.00999450683594,136.97999572753906,137.77999877929688,130.02098083496094,1357400,77,17.0,,0.17,13.090000000000002,2.209991455078125,0.016273868964758575
119,2018-05-09,5,0.07417073170731707,0.045855783560701635,VTI,138.1999969482422,139.27000427246094,137.89999389648438,139.0800018310547,131.24778747558594,1451700,91,17.0,,0.17,15.47,1.260009765625,0.009129844328503278
120,2018-05-15,4,0.07254471544715448,-0.02192261317549038,VTI,139.9499969482422,140.11000061035156,139.33999633789062,139.7899932861328,131.91781616210938,2279700,78,17.0,,0.17,13.260000000000002,0.839996337890625,0.0060314232219544905
121,2018-05-17,15,0.09043089430894309,0.24655384960215176,VTI,140.3800048828125,141.0399932861328,140.02000427246094,140.50999450683594,132.59722900390625,1658500,50,17.0,,0.17,8.5,0.92999267578125,0.006637589549139955
122,2018-05-18,1,0.06766666666666667,-0.2517306482064191,VTI,140.36000061035156,140.50999450683594,139.97000122070312,140.1999969482422,132.3046875,910200,84,17.0,,0.17,14.28,-0.529998779296875,-0.0037577907297658975
123,2018-05-25,1,0.06766666666666667,0.0,VTI,140.60000610351562,140.91000366210938,140.27999877929688,140.60000610351562,132.6822052001953,1264500,86,17.0,,0.17,14.62,0.4000091552734375,0.002846837740456687
124,2018-06-01,2,0.06929268292682927,0.024029796948215942,VTI,140.92999267578125,141.64999389648438,140.75999450683594,141.5,133.53147888183594,1857800,96,18.0,False,0.18,17.28,0.739990234375,0.005251509581601033
125,2018-06-08,2,0.06929268292682927,-0.08580928885551853,VTI,143.27000427246094,143.94000244140625,143.1199951171875,143.91000366210938,135.80577087402344,1084200,83,18.0,,0.18,14.94,2.290008544921875,0.01616666885700946
