,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,X_unscaled,X_monthly,isPartial,scale,X,Stock_Price_Change,Stock_Price_Change_Percent
29,2016-11-10,6,0.03522619047619048,0.6134133042529992,X,24.979999542236328,25.200000762939453,24.100000381469727,24.65999984741211,23.75132369995117,27033200,85,62.0,,0.62,52.7,4.25,0.20286395442611393
30,2016-11-14,7,0.03671428571428571,0.04224400135180795,X,27.049999237060547,27.82999992370605,26.530000686645508,27.780000686645508,26.75634765625,26140100,90,62.0,,0.62,55.8,2.629999160766598,0.10436504290247584
31,2016-11-17,64,0.12153571428571429,2.310311284046693,X,28.790000915527344,29.489999771118164,28.200000762939453,29.170000076293945,28.095129013061523,17800100,91,62.0,,0.62,56.42,1.659999847412113,0.05964785670006778
32,2016-11-21,19,0.05457142857142857,-0.5509844255069056,X,28.65999984741211,28.979999542236328,28.170000076293945,28.780000686645508,27.71949958801269,12353900,88,62.0,,0.62,54.56,-0.5100002288818359,-0.01729400586097385
33,2016-11-28,9,0.03969047619047619,-0.2726876090750435,X,32.91999816894531,33.400001525878906,31.959999084472656,32.16999816894531,30.984580993652344,19480100,93,62.0,,0.62,57.66,4.420001983642578,0.15251904946377692
34,2016-12-07,20,0.05605952380952381,0.41241751649670055,X,36.2400016784668,38.18999862670898,36.0099983215332,37.4900016784668,36.10855484008789,23864400,90,61.0,,0.61,54.9,4.789997100830071,0.1434130802993736
35,2016-12-09,1,0.027785714285714285,-0.5043533658950945,X,36.959999084472656,37.290000915527344,35.93000030517578,36.060001373291016,34.731239318847656,16775700,90,61.0,,0.61,54.9,-0.8999977111816335,-0.023566319548181447
36,2016-12-12,1,0.027785714285714285,0.0,X,36.2599983215332,36.5,34.18000030517578,34.779998779296875,33.4984016418457,17022900,93,61.0,,0.61,56.73,-0.7900009155273438,-0.021185328402563597
37,2016-12-15,1,0.027785714285714285,0.0,X,34.72999954223633,36.060001373291016,34.27000045776367,35.84000015258789,34.51935577392578,16287700,92,61.0,,0.61,56.12,-0.4399986267089844,-0.012054756896136554
38,2017-01-12,1,0.027785714285714285,0.0,X,33.900001525878906,34.20000076293945,32.59000015258789,32.81999969482422,31.610633850097656,22577000,78,61.0,,0.61,47.58,-1.8600006103515625,-0.051580713796900435
39,2017-01-18,9,0.03969047619047619,0.4284490145672666,X,32.34000015258789,35.310001373291016,31.950000762939453,34.93000030517578,33.64288711547852,32026900,83,61.0,,0.61,50.63,1.1100006103515625,0.0324561574733766
40,2017-01-25,1,0.027785714285714285,-0.29994001199760056,X,33.04999923706055,33.16999816894531,31.309999465942383,32.150001525878906,30.96532249450684,23888000,83,61.0,,0.61,50.63,-2.140003204345703,-0.06060614899789929
41,2017-01-26,2,0.029273809523809525,0.05355612682090838,X,32.220001220703125,33.709999084472656,32.04999923706055,33.540000915527344,32.304100036621094,21203300,82,61.0,,0.61,50.02,0.5400009155273438,0.016279799377043824
42,2017-02-03,1,0.027785714285714285,-0.05083367222448154,X,34.08000183105469,34.15999984741211,33.11000061035156,33.779998779296875,32.53525924682617,17568500,88,61.0,,0.61,53.68,0.4500007629394531,0.013349177548531266
43,2017-02-23,1,0.027785714285714285,0.0,X,41.0,41.400001525878906,36.31999969482422,37.310001373291016,35.988426208496094,32304800,94,61.0,,0.61,57.34,7.240001678466797,0.21194384399317512
44,2017-02-24,1,0.027785714285714285,0.0,X,36.20000076293945,38.060001373291016,35.709999084472656,37.0099983215332,35.69903564453125,20392900,86,61.0,,0.61,52.46,-3.3400001525878906,-0.08067632921462753
45,2017-02-27,2,0.029273809523809525,0.05355612682090838,X,37.130001068115234,38.59999847412109,36.220001220703125,38.18999862670898,36.83724212646485,19171700,91,61.0,,0.61,55.51,0.539997100830071,0.014188047329105391
46,2017-02-28,1,0.027785714285714285,-0.05083367222448154,X,39.09000015258789,40.09999847412109,38.43000030517578,38.720001220703125,37.348480224609375,19264100,92,61.0,,0.61,56.12,1.5,0.03886010516310412
47,2017-03-01,24,0.06201190476190476,1.2317909168808914,X,40.2599983215332,40.77999877929688,39.15999984741211,39.68000030517578,38.27446746826172,21307100,77,64.0,False,0.64,49.28,0.6800003051757955,0.01695761424067488
48,2017-03-09,1,0.027785714285714285,-0.5519293530428105,X,35.5099983215332,37.06999969482422,35.150001525878906,35.810001373291016,34.54154968261719,15271500,76,64.0,,0.64,48.64,-3.7099990844726634,-0.0909759488849261
49,2017-03-15,6,0.03522619047619048,0.26778063410454167,X,36.25,37.70000076293945,35.7599983215332,37.65999984741211,36.32601547241211,15539000,77,64.0,,0.64,49.28,0.6300010681152344,0.016994903515016757
50,2017-03-23,9,0.03969047619047619,0.12673200405542406,X,34.52000045776367,34.939998626708984,33.400001525878906,34.02000045776367,32.81496047973633,14936500,75,64.0,,0.64,48.0,-2.7600021362304688,-0.07320960425400458
51,2017-03-31,1,0.027785714285714285,0.0,X,33.93000030517578,34.29999923706055,33.15999984741211,33.810001373291016,32.61239242553711,13711400,74,64.0,,0.64,47.36,-0.6399993896484375,-0.018317098305756896
52,2017-04-04,7,0.03671428571428571,0.3213367609254498,X,33.529998779296875,34.380001068115234,33.36000061035156,33.880001068115234,32.679927825927734,12424400,92,60.0,,0.6,55.2,0.0800018310546875,0.002332414951433881
53,2017-04-07,-3,0.021833333333333333,-0.4053177691309987,X,32.61000061035156,34.09000015258789,32.36000061035156,33.900001525878906,32.69920349121094,20185600,88,60.0,,0.6,52.8,-0.29000091552734375,-0.008435163074974383
54,2017-04-13,1,0.027785714285714285,0.2726281352235551,X,31.15999984741211,31.59000015258789,29.40999984741211,29.420000076293945,28.377901077270508,26471500,88,60.0,,0.6,52.8,-2.5,-0.07333528861278737
55,2017-04-18,1,0.027785714285714285,0.0,X,28.31999969482422,29.540000915527344,28.15999984741211,28.729999542236328,27.712329864501957,24700600,88,60.0,,0.6,52.8,-2.049999237060547,-0.06489392931809179
56,2017-04-19,1,0.027785714285714285,0.0,X,29.3799991607666,29.440000534057617,28.1200008392334,28.420000076293945,27.41332054138184,20690500,89,60.0,,0.6,53.4,-0.10000038146972656,-0.003385253160813617
57,2017-04-20,2,0.029273809523809525,0.05355612682090838,X,29.030000686645508,31.059999465942383,28.8799991607666,30.51000022888184,29.42928695678711,37075500,87,60.0,,0.6,52.2,1.6199989318847656,0.055027136633733154
58,2017-04-21,1,0.027785714285714285,-0.05083367222448154,X,30.440000534057617,30.84000015258789,29.96999931335449,30.420000076293945,29.34247398376465,19600800,89,60.0,,0.6,53.4,-0.2199993133544922,-0.007083043050136628
59,2017-04-24,8,0.03820238095238095,0.305002033346889,X,31.149999618530277,31.6299991607666,30.799999237060547,31.200000762939453,30.0948429107666,18182700,94,60.0,,0.6,56.4,0.7899990081787109,0.02561605072211459
60,2017-04-25,5,0.03373809523809524,-0.11685883452789025,X,31.940000534057617,32.13999938964844,30.059999465942383,31.11000061035156,30.008031845092773,35685100,92,60.0,,0.6,55.2,0.5100002288818359,0.01612394063906364
61,2017-04-26,4,0.03225,-0.044107268877911165,X,24.18000030517578,24.3700008392334,22.559999465942383,22.780000686645508,21.97309684753418,101142600,89,60.0,,0.6,53.4,-7.769998550415039,-0.24175478213971524
62,2017-04-27,4,0.03225,0.0,X,22.479999542236328,23.6299991607666,21.850000381469727,23.239999771118164,22.41680145263672,47966900,89,60.0,,0.6,53.4,-0.7400016784667969,-0.03036527094719932
63,2017-04-28,10,0.04117857142857143,0.2768549280177188,X,22.950000762939453,23.280000686645508,22.299999237060547,22.31999969482422,21.52938270568848,24946400,85,60.0,,0.6,51.0,-0.34999847412109375,-0.014811616019953289
64,2017-05-01,6,0.03522619047619048,-0.5747952291995976,X,22.399999618530277,22.51000022888184,21.459999084472656,21.940000534057617,21.162851333618164,29916600,99,60.0,False,0.6,59.4,-0.7700004577636683,-0.033075620062390176
65,2017-05-02,1,0.027785714285714285,-0.2112200067590403,X,21.84000015258789,22.229999542236328,21.6200008392334,21.96999931335449,21.191789627075195,16629400,94,60.0,,0.6,56.4,-0.28000068664551137,-0.012438946414858432
66,2017-05-03,29,0.06945238095238096,1.4995715509854333,X,21.899999618530277,21.959999084472656,20.899999618530277,21.3700008392334,20.613040924072266,19263000,94,60.0,,0.6,56.4,-0.2700004577636719,-0.012145769830119835
67,2017-05-04,2,0.029273809523809525,-0.5785053136784368,X,20.950000762939453,21.489999771118164,20.770000457763672,21.280000686645508,20.52622413635254,18194800,96,60.0,,0.6,57.6,-0.4699993133544922,-0.0214025197153499
68,2017-05-08,2,0.029273809523809525,0.0,X,21.200000762939453,21.399999618530277,21.040000915527344,21.31999969482422,20.612770080566406,10666300,100,60.0,,0.6,60.0,-0.09000015258788707,-0.004188001561025834
69,2017-05-10,1,0.027785714285714285,-0.05083367222448154,X,20.459999084472656,21.46999931335449,20.059999465942383,20.96999931335449,20.27437973022461,29733100,94,60.0,,0.6,56.4,0.06999969482421164,0.0032710138351403906
70,2017-05-12,1,0.027785714285714285,0.0,X,20.280000686645508,20.459999084472656,19.809999465942383,20.040000915527344,19.375228881835938,18698400,91,60.0,,0.6,54.6,-1.0100002288818324,-0.04704239688790324
71,2017-05-15,15,0.04861904761904762,-0.2846382904186373,X,20.280000686645508,20.6299991607666,20.06999969482422,20.13999938964844,19.47191047668457,12393200,99,60.0,,0.6,59.4,0.1700000762939453,0.008308899506401346
72,2017-05-17,9,0.03969047619047619,-0.18364348677766884,X,20.200000762939453,20.200000762939453,19.200000762939453,19.26000022888184,18.6211051940918,16500800,91,60.0,,0.6,54.6,-0.42999839782714844,-0.02084335508093016
73,2017-06-09,1,0.027785714285714285,-0.29994001199760056,X,22.11000061035156,22.649999618530277,21.520000457763672,21.81999969482422,21.09618186950684,25647700,65,61.0,,0.61,39.65,2.449998855590824,0.12128706747802642
74,2017-06-14,3,0.03076190476190476,0.0,X,21.700000762939453,21.84000015258789,20.26000022888184,20.68000030517578,19.99400329589844,24941900,76,61.0,,0.61,46.36,-0.8099994659423864,-0.035761566427564784
75,2017-06-19,156,0.25844047619047616,7.401315789473683,X,20.65999984741211,21.270000457763672,20.61000061035156,20.799999237060547,20.110017776489254,20566400,73,61.0,,0.61,44.53,-0.5699996948242188,-0.026098886943307864
76,2017-06-27,1,0.027785714285714285,0.0,X,22.049999237060547,22.520000457763672,21.530000686645508,21.56999969482422,20.854476928710938,17161000,66,61.0,,0.61,40.26,1.25,0.05876821688284184
77,2017-06-29,1,0.027785714285714285,0.0,X,22.90999984741211,23.25,22.32999992370605,22.549999237060547,21.801965713500977,19342500,69,61.0,,0.61,42.09,0.7299995422363281,0.032415609564726555
78,2017-06-30,1,0.027785714285714285,0.0,X,23.100000381469727,23.299999237060547,22.09000015258789,22.13999938964844,21.405567169189453,21191200,69,61.0,,0.61,42.09,0.049999237060546875,0.0021505048198084964
79,2017-07-06,4,0.03225,0.1606683804627249,X,22.01000022888184,22.559999465942383,21.899999618530277,21.989999771118164,21.260543823242188,9890600,91,61.0,,0.61,55.51,-0.7399997711181641,-0.0317596478690495
80,2017-07-07,1,0.027785714285714285,-0.1384274640088594,X,21.989999771118164,22.100000381469727,20.670000076293945,21.450000762939453,20.73845863342285,20738900,87,61.0,,0.61,53.07,-0.45999908447265625,-0.020390030822788452
81,2017-07-10,10,0.04117857142857143,0.48200514138817496,X,21.170000076293945,22.290000915527344,20.88999938964844,21.86000061035156,21.134855270385746,14192500,98,61.0,,0.61,59.78,0.1900005340576172,0.008597309084977578
82,2017-07-11,20,0.05605952380952381,0.36137612026597266,X,22.1299991607666,22.450000762939453,21.940000534057617,22.309999465942383,21.569929122924805,12563300,92,61.0,,0.61,56.12,0.15999984741210938,0.0071780996339327885
83,2017-07-13,1,0.027785714285714285,-0.5043533658950945,X,23.25,24.100000381469727,22.459999084472656,23.709999084472656,22.92348861694336,30123800,93,61.0,,0.61,56.73,1.6499996185302734,0.07349663975308629
84,2017-07-19,13,0.045642857142857145,0.5591703944692965,X,23.440000534057617,24.5,23.18000030517578,24.46999931335449,23.658275604248047,19643000,94,61.0,,0.61,57.34,0.39999961853027344,0.016597494282109215
85,2017-07-20,1,0.027785714285714285,-0.39123630672926446,X,24.420000076293945,24.479999542236328,23.790000915527344,24.149999618530277,23.34889030456543,14534200,92,61.0,,0.61,56.12,-0.020000457763671875,-0.00081634521484375
86,2017-07-25,4,0.03225,0.1606683804627249,X,24.21999931335449,25.09000015258789,24.18000030517578,24.440000534057617,23.629274368286133,24480400,89,61.0,,0.61,54.29,0.6100006103515625,0.024918326052216777
87,2017-07-26,2,0.029273809523809525,-0.09228497600590624,X,26.549999237060547,27.440000534057617,25.68000030517578,26.200000762939453,25.330888748168945,48770800,88,61.0,,0.61,53.68,2.3500003814697266,0.09366282850450025
88,2017-07-27,1,0.027785714285714285,-0.05083367222448154,X,26.0,26.18000030517578,24.71999931335449,25.0,24.170700073242188,21441600,88,61.0,,0.61,53.68,-1.260000228881836,-0.04591837479441607
89,2017-08-03,1,0.027785714285714285,0.0,X,22.76000022888184,23.309999465942383,22.6200008392334,22.96999931335449,22.208038330078125,9288300,88,60.0,,0.6,52.8,-2.8700008392333984,-0.10962569922758936
90,2017-08-07,3,0.03076190476190476,0.10711225364181653,X,24.0,24.489999771118164,23.950000762939453,24.190000534057617,23.43732643127441,12203200,91,60.0,,0.6,54.6,1.1800003051757812,0.05062206487391174
91,2017-08-09,7,0.03671428571428571,0.19349845201238391,X,23.81999969482422,24.450000762939453,23.780000686645508,24.07999992370605,23.33074760437012,9924100,85,60.0,,0.6,51.0,-0.03999900817871094,-0.0016332792385683748
92,2017-08-14,1,0.027785714285714285,-0.24319066147859925,X,23.350000381469727,23.649999618530277,23.15999984741211,23.32999992370605,22.604082107543945,8157900,88,60.0,,0.6,52.8,-0.8000011444091761,-0.03271988218592581
93,2017-08-29,12,0.044154761904761905,0.5891173950299915,X,25.0,26.31999969482422,24.649999618530277,25.959999084472656,25.152250289916992,13757400,88,60.0,,0.6,52.8,2.6700000762939418,0.11289641096661751
94,2017-09-06,2,0.029273809523809525,0.05355612682090838,X,27.420000076293945,28.190000534057617,27.200000762939453,27.51000022888184,26.65402603149414,10277400,24,86.0,,0.86,20.64,1.8700008392333984,0.07104866492840922
95,2017-09-13,1,0.027785714285714285,-0.05083367222448154,X,26.600000381469727,26.850000381469727,26.32999992370605,26.65999984741211,25.83047103881836,6785600,100,86.0,,0.86,86.0,-1.3400001525878906,-0.047534591245182
96,2017-09-28,1,0.027785714285714285,-0.27267061389841074,X,25.25,25.479999542236328,24.799999237060547,25.440000534057617,24.64842987060547,9418600,30,86.0,,0.86,25.8,-1.3700008392333984,-0.05102423909754916
97,2017-09-29,2,0.029273809523809525,0.05355612682090838,X,25.5,25.8799991607666,25.459999084472656,25.65999984741211,24.861587524414062,8395400,29,86.0,,0.86,24.94,0.39999961853027344,0.015698572437853553
98,2017-10-24,1,0.027785714285714285,-0.5999314364072679,X,28.100000381469727,28.940000534057617,28.040000915527344,28.690000534057617,27.79730796813965,10214000,52,78.0,,0.78,40.56,3.0600013732910156,0.1182380785363355
99,2017-10-31,2,0.029273809523809525,0.05355612682090838,X,25.459999084472656,25.979999542236328,24.81999969482422,25.31999969482422,24.53216361999512,24751600,58,78.0,,0.78,45.24,-2.960000991821289,-0.10228061289556145
100,2017-11-02,9,0.03969047619047619,0.35583570557137056,X,27.479999542236328,28.3700008392334,27.280000686645508,27.59000015258789,26.73153114318848,13714300,63,96.0,,0.96,60.48,2.3900012969970703,0.0919938929602977
101,2017-11-06,2,0.029273809523809525,-0.2624475104979004,X,27.3799991607666,27.989999771118164,27.100000381469727,27.51000022888184,26.65402603149414,7896600,78,96.0,,0.96,74.88,-0.3800010681152344,-0.013394467989924164
102,2017-11-08,2,0.029273809523809525,0.0,X,26.82999992370605,27.420000076293945,26.299999237060547,27.270000457763672,26.42148971557617,9133300,73,96.0,,0.96,70.08,-0.5699996948242188,-0.02036440512630444
103,2017-11-16,1,0.027785714285714285,-0.05083367222448154,X,27.32999992370605,27.3700008392334,26.780000686645508,27.1299991607666,26.334131240844727,8272000,63,96.0,,0.96,60.48,-0.049999237060546875,-0.0018234586769302341
104,2017-11-27,4,0.03225,0.1606683804627249,X,29.229999542236328,29.25,28.450000762939453,28.799999237060547,27.955141067504883,6664300,63,96.0,,0.96,60.48,1.8799991607666016,0.068688312134493
105,2017-11-29,1,0.027785714285714285,-0.1384274640088594,X,28.549999237060547,29.07999992370605,28.440000534057617,28.6299991607666,27.79012680053711,8328900,63,96.0,,0.96,60.48,-0.17000007629394887,-0.005811968420305957
106,2017-12-04,3,0.03076190476190476,0.10711225364181653,X,29.850000381469727,30.57999992370605,29.809999465942383,29.84000015258789,28.96463203430176,10947500,74,83.0,,0.83,61.42,1.5,0.05158184332652627
107,2017-12-08,3,0.03076190476190476,0.0,X,33.25,33.459999084472656,32.0099983215332,33.22999954223633,32.25519180297852,11895900,71,83.0,,0.83,58.93,2.879999160766605,0.09417917488397332
108,2017-12-11,8,0.03820238095238095,0.2418730650154799,X,33.650001525878906,34.33000183105469,33.20000076293945,33.41999816894531,32.43962097167969,11294200,71,83.0,,0.83,58.93,0.8700027465820312,0.026001278254241367
109,2017-12-13,1,0.027785714285714285,-0.27267061389841074,X,32.70000076293945,33.119998931884766,32.04999923706055,32.84000015258789,31.876628875732425,9979300,70,83.0,,0.83,58.1,-1.2100028991699219,-0.035246222972099006
110,2017-12-14,1,0.027785714285714285,0.0,X,32.599998474121094,33.279998779296875,31.68000030517578,31.729999542236328,30.799190521240234,10003800,70,83.0,,0.83,58.1,0.15999984741210938,0.004830913423070182
111,2017-12-18,2,0.029273809523809525,0.05355612682090838,X,32.209999084472656,33.720001220703125,32.209999084472656,33.43000030517578,32.44931411743164,13051200,72,83.0,,0.83,59.76,0.44000244140625,0.013221227690668469
112,2017-12-19,1,0.027785714285714285,-0.05083367222448154,X,33.880001068115234,34.08000183105469,33.369998931884766,33.84000015258789,32.847286224365234,7523200,69,83.0,,0.83,57.27,0.3600006103515625,0.010676174297720165
113,2017-12-28,0,0.02629761904761905,-0.44203081586259163,X,35.13999938964844,35.810001373291016,35.130001068115234,35.7400016784668,34.691558837890625,6236700,75,83.0,,0.83,62.25,1.7299995422363281,0.05076289463869399
114,2017-12-29,2,0.029273809523809525,0.11317338162064283,X,35.79999923706055,35.93000030517578,35.13999938964844,35.189998626708984,34.15769577026367,6470100,72,83.0,,0.83,59.76,0.11999893188476562,0.0033509893125629464
115,2018-01-16,6,0.03522619047619048,0.20333468889792616,X,38.970001220703125,39.959999084472656,38.34000015258789,38.66999816894531,37.53560256958008,10888400,91,79.0,,0.79,71.89,4.029998779296875,0.11216250334170885
116,2018-01-17,4,0.03225,-0.08448800270361612,X,38.790000915527344,39.77999877929688,38.5,39.310001373291016,38.156829833984375,9067400,85,79.0,,0.79,67.15,-0.18000030517577414,-0.004504512244739245
117,2018-01-23,10,0.04117857142857143,0.2768549280177188,X,39.310001373291016,40.59999847412109,38.34000015258789,40.060001373291016,38.88483047485352,16908200,90,79.0,,0.79,71.10000000000001,0.8199996948242045,0.02061336651551038
118,2018-02-02,5,0.03373809523809524,-0.18068806013298644,X,36.0,36.06999969482422,34.560001373291016,34.58000183105469,33.56557846069336,13554100,77,76.0,,0.76,58.52,-4.529998779296868,-0.1115763288066216
119,2018-02-23,1,0.027785714285714285,-0.17642907551164444,X,43.27000045776367,44.02999877929688,42.560001373291016,43.52000045776367,42.303199768066406,9598700,76,76.0,,0.76,57.76,7.959999084472663,0.22068198369335912
120,2018-03-01,30,0.07094047619047619,1.5531276778063412,X,45.380001068115234,47.63999938964844,43.720001220703125,46.0099983215332,44.72356796264648,40853400,93,73.0,False,0.73,67.89,3.6100006103515554,0.08198956871307006
121,2018-03-02,1,0.027785714285714285,-0.6083235442188286,X,45.0,45.77999877929688,43.220001220703125,45.38999938964844,44.120906829833984,21324600,92,73.0,,0.73,67.16,-1.8600006103515554,-0.039042834470642496
122,2018-03-05,18,0.05308333333333334,0.813338755591704,X,44.52000045776367,45.869998931884766,44.27999877929688,44.75,43.49879837036133,13108300,94,73.0,,0.73,68.62,0.09000015258788352,0.0019659273697618662
123,2018-03-06,7,0.03671428571428571,-0.30836510428347175,X,44.77000045776367,45.040000915527344,43.5,44.52999877929688,43.28496170043945,13044100,95,73.0,,0.73,69.35,-0.8299980163574219,-0.018094572393383745
124,2018-03-07,5,0.03373809523809524,-0.08106355382619967,X,44.90999984741211,47.36000061035156,44.84999847412109,45.68999862670898,44.41252517700195,18947400,90,73.0,,0.73,65.7,2.3199996948242188,0.05150976127143925
125,2018-03-08,1,0.027785714285714285,-0.17642907551164444,X,45.36000061035156,45.650001525878906,43.59000015258789,44.34999847412109,43.10999298095703,19767900,92,73.0,,0.73,67.16,-1.7099990844726562,-0.03610639912236191
126,2018-03-09,1,0.027785714285714285,0.0,X,45.720001220703125,46.25,42.31999969482422,43.68999862670898,42.46844100952149,26693200,91,73.0,,0.73,66.42999999999999,0.5999984741210938,0.013143449158067533
127,2018-03-13,1,0.027785714285714285,0.0,X,41.869998931884766,42.720001220703125,39.810001373291016,40.2400016784668,39.11490631103516,22816200,90,73.0,,0.73,65.7,-3.529998779296875,-0.07632429793074325
128,2018-03-14,1,0.027785714285714285,0.0,X,40.2400016784668,40.61000061035156,38.27999877929688,38.380001068115234,37.30691146850586,19984000,91,73.0,,0.73,66.42999999999999,-2.1100006103515625,-0.04939139864371089
