,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,GILD_unscaled,GILD_monthly,isPartial,scale,GILD,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-04,2,0.0026835016835016837,-0.38550501156515027,GILD,86.66000366210938,86.98999786376953,85.41000366210938,85.5999984741211,71.69539642333984,12187800,93,23.0,,0.23,21.39,,
1,2016-05-05,1,0.0018417508417508418,-0.31367628607277287,GILD,86.3499984741211,86.4000015258789,85.19999694824219,85.86000061035156,71.91316223144531,8035800,96,23.0,,0.23,22.08,-0.589996337890625,-0.006782346848824949
2,2016-05-10,1,0.0018417508417508418,0.0,GILD,86.41000366210938,86.4800033569336,84.88999938964844,86.18000030517578,72.18119812011719,6840000,79,23.0,,0.23,18.17,0.0800018310546875,0.0009259471023357335
3,2016-05-12,2,0.0026835016835016837,0.457038391224863,GILD,84.0999984741211,84.30000305175781,81.69999694824219,82.76000213623047,69.31674194335938,12095700,96,23.0,,0.23,22.08,-2.1800003051757812,-0.025208143160889485
4,2016-05-13,1,0.0018417508417508418,-0.31367628607277287,GILD,82.66000366210938,83.87000274658203,82.41000366210938,82.69999694824219,69.26647186279297,8332900,74,23.0,,0.23,17.02,-0.43000030517578125,-0.00510083380319426
5,2016-05-19,1,0.0018417508417508418,0.0,GILD,82.30999755859375,82.58999633789062,81.27999877929688,82.13999938964844,68.79743957519531,9272400,65,23.0,,0.23,14.95,-1.2800064086914062,-0.015261790470652792
6,2016-05-25,4,0.0043670033670033664,1.3711151736745881,GILD,86.80000305175781,87.0,85.69999694824219,86.51000213623047,72.45759582519531,11621400,100,23.0,,0.23,23.0,4.410003662109375,0.05339634165943363
7,2016-05-26,1,0.0018417508417508418,-0.5782575173477255,GILD,86.44000244140625,86.5,85.05000305175781,85.29000091552734,71.43576049804688,8126000,73,23.0,,0.23,16.79,-0.5,-0.005747126436781658
8,2016-06-07,2,0.0026835016835016837,0.457038391224863,GILD,87.54000091552734,88.23999786376953,86.9000015258789,87.5,73.28677368164062,7923800,69,22.0,,0.22,15.18,1.7399978637695312,0.02011558224011023
9,2016-06-14,10,0.009417508417508418,2.5094102885821834,GILD,83.5,84.55999755859375,82.7699966430664,83.56999969482422,70.38909912109375,7488700,53,22.0,,0.22,11.66,-3.6800003051757812,-0.0417044468978478
