,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,NYC_unscaled,NYC_monthly,isPartial,scale,NYC,Stock_Price_Change,Stock_Price_Change_Percent
128,2021-02-22,2,0.015003819223424572,-0.5429408000620504,NYC,9.81999969482422,10.0,9.8100004196167,9.850000381469728,9.850000381469728,24600,78,52.0,,0.52,40.56,0.0010004043579101562,0.00010005044488115011
129,2021-02-23,3,0.01564035646085296,0.04242501378812946,NYC,9.949999809265137,9.949999809265137,9.770000457763672,9.81999969482422,9.81999969482422,14700,70,52.0,,0.52,36.4,-0.05000019073486328,-0.00500001907348635
130,2021-02-24,1,0.01436728198599618,-0.08139676854828881,NYC,9.729999542236328,10.15999984741211,9.729999542236328,10.050000190734863,10.050000190734863,38500,71,52.0,,0.52,36.92,0.21000003814697266,0.02110553187663644
131,2021-02-25,2,0.015003819223424572,0.04430463869567158,NYC,10.100000381469728,10.100000381469728,9.779999732971191,9.94499969482422,9.94499969482422,20300,70,52.0,,0.52,36.4,-0.059999465942381036,-0.005905459334988428
132,2021-02-26,4,0.01627689369828135,0.08485002757625892,NYC,9.84000015258789,10.09000015258789,9.75,9.850000381469728,9.850000381469728,9900,70,52.0,,0.52,36.4,-0.010000228881837714,-0.0009901216340728602
133,2021-03-01,1,0.01436728198599618,0.0,NYC,9.920000076293944,10.16100025177002,9.75,9.800000190734863,9.800000190734863,28300,77,52.0,False,0.52,40.04,0.0710000991821289,0.007036679693599224
134,2021-03-02,58,0.05064990451941439,2.5253644056532725,NYC,9.670000076293944,9.789999961853027,9.609999656677246,9.619999885559082,9.619999885559082,16400,80,52.0,,0.52,41.6,-0.3710002899169922,-0.036512181943147315
135,2021-03-03,74,0.06083450031826862,0.20107828228877356,NYC,9.609999656677246,9.786999702453612,9.289999961853027,9.451000213623049,9.451000213623049,35000,78,52.0,,0.52,40.56,-0.003000259399415839,-0.0003064616354552241
136,2021-03-04,1551,1.001,15.454478869113014,NYC,9.010000228881836,9.23799991607666,8.399999618530273,8.699000358581543,8.699000358581543,56900,77,52.0,,0.52,40.04,-0.5489997863769513,-0.05609479953691188
137,2021-03-05,2,0.015003819223424572,-0.9850111696069684,NYC,8.61299991607666,8.920000076293945,8.15999984741211,8.569999694824219,8.569999694824219,77800,80,52.0,,0.52,41.6,-0.31799983978271484,-0.034423018258455285
138,2021-03-08,103,0.07929408020369191,4.2849263926010766,NYC,8.5,8.845999717712402,8.5,8.600000381469727,8.600000381469727,19700,85,52.0,,0.52,44.2,-0.07400035858154297,-0.008296004254328304
139,2021-03-09,7,0.01818650541056652,-0.7706448531359626,NYC,8.350000381469727,8.734999656677246,8.350000381469727,8.680000305175781,8.680000305175781,19600,82,52.0,,0.52,42.64,-0.11100006103515625,-0.012548051613985534
140,2021-03-10,1,0.01436728198599618,-0.2100031500472509,NYC,8.65999984741211,10.09000015258789,8.65999984741211,9.399999618530272,9.399999618530272,39100,81,52.0,,0.52,42.120000000000005,1.3550004959106445,0.15512313098659924
141,2021-03-11,1,0.01436728198599618,0.0,NYC,9.210000038146973,9.4399995803833,9.210000038146973,9.390000343322754,9.390000343322754,21800,81,52.0,,0.52,42.120000000000005,-0.6500005722045898,-0.06442027377352189
142,2021-03-12,129,0.09584404837683004,5.670993753045944,NYC,9.390000343322754,9.541000366210938,8.850000381469727,9.154999732971191,9.154999732971191,73900,82,52.0,,0.52,42.64,0.10100078582763672,0.010699236262416756
143,2021-03-15,1,0.01436728198599618,-0.08139676854828881,NYC,9.25,9.25,8.899999618530273,9.0,9.0,50100,80,52.0,,0.52,41.6,-0.2910003662109375,-0.030499984806782288
144,2021-03-16,1,0.01436728198599618,0.0,NYC,8.880000114440918,9.109999656677246,8.65999984741211,8.664999961853027,8.664999961853027,28700,79,52.0,,0.52,41.08,-0.1400003433227539,-0.015135172251108497
145,2021-03-17,1,0.01436728198599618,0.0,NYC,8.649999618530273,8.9399995803833,8.390000343322754,8.489999771118164,8.489999771118164,41400,80,52.0,,0.52,41.6,-0.1700000762939453,-0.01866082137218772
146,2021-03-18,185,0.13149013367281986,8.152053520003545,NYC,8.479999542236328,8.699999809265137,8.369999885559082,8.550000190734863,8.550000190734863,46600,77,52.0,,0.52,40.04,-0.23999977111816406,-0.026845613241949895
147,2021-03-19,262,0.18050350095480586,0.3727531938171378,NYC,8.600000381469727,8.694999694824219,8.430000305175781,8.630000114440918,8.630000114440918,19500,77,52.0,,0.52,40.04,-0.005000114440917969,-0.0005747258104067399
148,2021-03-22,109,0.08311330362826226,4.784900979132516,NYC,8.489999771118164,8.920000076293945,8.489999771118164,8.899999618530273,8.899999618530273,21100,86,52.0,,0.52,44.72,0.22500038146972656,0.02587698555109319
149,2021-03-23,77,0.06274411203055379,-0.24507739084482782,NYC,8.859999656677246,8.875,8.5600004196167,8.635000228881836,8.635000228881836,31900,84,52.0,,0.52,43.68,-0.04500007629394531,-0.005044851559311003
150,2021-03-24,-3,0.011821133036282624,-0.8115977315843402,NYC,8.5600004196167,8.829999923706055,8.5600004196167,8.59000015258789,8.59000015258789,14700,86,52.0,,0.52,44.72,-0.04500007629394531,-0.0050704311317121276
151,2021-03-25,1,0.01436728198599618,0.21538958591352086,NYC,8.5600004196167,8.770000457763672,8.489999771118164,8.720000267028809,8.720000267028809,7700,83,52.0,,0.52,43.16,-0.05999946594238281,-0.006794956564076693
152,2021-03-26,35,0.03600954805856143,1.5063577156528294,NYC,8.609999656677246,8.946999549865723,8.609999656677246,8.744999885559082,8.744999885559082,6800,84,52.0,,0.52,43.68,0.17699909210205078,0.020182335560240627
153,2021-03-29,139,0.10220942075111394,1.2435204202819579,NYC,8.649999618530273,8.989999771118164,8.600000381469727,8.770000457763672,8.770000457763672,15700,88,52.0,,0.52,45.760000000000005,0.043000221252441406,0.004806105221396351
154,2021-03-30,3,0.01564035646085296,-0.8469773495836732,NYC,8.770000457763672,8.875,8.600000381469727,8.600000381469727,8.600000381469727,22900,100,52.0,,0.52,52.0,-0.11499977111816406,-0.012791965967298369
155,2021-03-31,90,0.07101909611712286,3.5407594318505557,NYC,8.600000381469727,8.760000228881836,8.510000228881836,8.600000381469727,8.600000381469727,11800,97,52.0,,0.52,50.440000000000005,-0.11499977111816406,-0.012957720689370622
156,2021-04-01,58,0.05064990451941439,-0.2868128814835397,NYC,8.470000267028809,8.5600004196167,8.390000343322754,8.5,8.5,38500,98,56.0,False,0.56,54.88,-0.19999980926513672,-0.02283102785839375
157,2021-04-05,2,0.015003819223424572,-0.3554729156982308,NYC,8.649999618530273,8.670000076293945,8.432999610900879,8.5,8.5,25800,97,56.0,,0.56,54.32000000000001,0.1099996566772461,0.012850426551985095
158,2021-04-06,63,0.053832590706556334,2.587925841075898,NYC,8.600000381469727,8.630000114440918,8.470000267028809,8.550000190734863,8.550000190734863,12500,99,56.0,,0.56,55.440000000000005,-0.039999961853027344,-0.004613605709462232
159,2021-04-07,124,0.0926613621896881,0.7212874389566164,NYC,8.630000114440918,8.630000114440918,8.442000389099121,8.619999885559082,8.619999885559082,11800,96,56.0,,0.56,53.760000000000005,0.0,0.0
160,2021-04-08,6,0.017549968173138128,-0.8106010125643157,NYC,8.619999885559082,8.619999885559082,8.399999618530273,8.600000381469727,8.600000381469727,21800,91,56.0,,0.56,50.96000000000001,-0.010000228881835938,-0.0011587750578475609
161,2021-04-09,28,0.0315537873965627,0.7979398643502231,NYC,8.399999618530273,8.630000114440918,8.289999961853027,8.40999984741211,8.40999984741211,10900,89,56.0,,0.56,49.84,0.010000228881835938,0.00116011937524374
162,2021-04-12,23,0.02837110120942075,-0.04294518047712104,NYC,8.5,8.550000190734863,8.270000457763672,8.550000190734863,8.550000190734863,16300,96,56.0,,0.56,53.760000000000005,-0.07999992370605469,-0.009269979449037069
163,2021-04-13,68,0.057015276893698286,1.009625092548967,NYC,8.630000114440918,8.899999618530273,8.5,8.829999923706055,8.829999923706055,22000,92,56.0,,0.56,51.52,0.34999942779541016,0.040935604676908044
164,2021-04-14,21,0.027098026734563973,-0.5247234037802414,NYC,8.90999984741211,8.90999984741211,8.5,8.6899995803833,8.6899995803833,20600,89,56.0,,0.56,49.84,0.010000228881835938,0.0011236212708385374
165,2021-04-15,1,0.01436728198599618,-0.4698033872824223,NYC,8.5600004196167,8.800000190734863,8.520000457763672,8.520000457763672,8.520000457763672,14300,85,56.0,,0.56,47.6,-0.1099996566772461,-0.012345640691474924
166,2021-04-16,-1,0.013094207511139402,-0.08860927739134283,NYC,8.539999961853027,8.760000228881836,8.460000038146973,8.640000343322754,8.640000343322754,22500,88,56.0,,0.56,49.28,-0.039999961853027344,-0.004545450112051319
167,2021-04-19,9,0.0194595798854233,0.150540062474126,NYC,8.550000190734863,8.640000343322754,8.335000038146973,8.420000076293945,8.420000076293945,15100,93,56.0,,0.56,52.080000000000005,-0.11999988555908203,-0.01369861671503625
168,2021-04-20,5,0.01691343093570974,-0.13084295574237026,NYC,8.420000076293945,8.550000190734863,8.109999656677246,8.149999618530273,8.149999618530273,42700,93,56.0,,0.56,52.080000000000005,-0.09000015258789062,-0.010416683913380353
169,2021-04-21,1,0.01436728198599618,-0.150540062474126,NYC,8.109999656677246,8.449999809265137,8.109999656677246,8.260000228881836,8.260000228881836,25700,99,56.0,,0.56,55.440000000000005,-0.10000038146972656,-0.011695950788175535
170,2021-04-22,37,0.03728262253341821,1.594966993044172,NYC,8.260000228881836,8.449999809265137,8.243000030517578,8.4399995803833,8.4399995803833,9200,94,56.0,,0.56,52.64000000000001,0.0,0.0
171,2021-04-23,94,0.07356524506683641,0.9731778525208721,NYC,8.430000305175781,8.699999809265137,8.279999732971191,8.350000381469727,8.350000381469727,6200,95,56.0,,0.56,53.2,0.25,0.02958579948438378
172,2021-04-26,10,0.020096117122851687,0.18817507809265743,NYC,8.350000381469727,8.649999618530273,8.350000381469727,8.600000381469727,8.600000381469727,23900,97,56.0,,0.56,54.32000000000001,-0.05000019073486328,-0.005747148486326958
173,2021-04-27,16,0.023915340547422025,0.19004782870355696,NYC,8.619999885559082,8.699999809265137,8.510000228881836,8.510000228881836,8.510000228881836,17400,93,56.0,,0.56,52.080000000000005,0.05000019073486328,0.005780369125999885
174,2021-04-28,4,0.01627689369828135,-0.3193952782731362,NYC,8.529999732971191,8.800000190734863,8.529999732971191,8.71500015258789,8.71500015258789,11000,95,56.0,,0.56,53.2,0.10000038146972656,0.011494296972653917
175,2021-04-29,2,0.015003819223424572,-0.07821360134527389,NYC,8.75,8.800000190734863,8.649999618530273,8.739999771118164,8.739999771118164,7600,100,56.0,,0.56,56.00000000000001,0.0,0.0
176,2021-04-30,166,0.11939592616168046,6.957702261253234,NYC,8.649999618530273,8.829999923706055,8.649999618530273,8.829999923706055,8.829999923706055,14300,96,56.0,,0.56,53.760000000000005,0.029999732971191406,0.003409060491018634
177,2021-05-03,1,0.01436728198599618,-0.042425013788129684,NYC,8.829999923706055,9.0,8.800000190734863,8.979999542236328,8.979999542236328,45300,82,63.0,,0.63,51.66,0.1700000762939453,0.019252556938029297
178,2021-05-04,6,0.017549968173138128,0.22152319347835725,NYC,8.979999542236328,8.979999542236328,8.720000267028809,8.720000267028809,8.720000267028809,25300,85,63.0,,0.63,53.55,-0.020000457763671875,-0.0022222730848524552
179,2021-05-05,1,0.01436728198599618,-0.18134996917050528,NYC,8.640000343322754,9.100000381469728,8.640000343322754,8.770000457763672,8.770000457763672,19500,84,63.0,,0.63,52.92,0.12000083923340021,0.013363123090261997
180,2021-05-06,2,0.015003819223424572,0.04430463869567158,NYC,8.779999732971191,8.899999618530273,8.581999778747559,8.89799976348877,8.89799976348877,26500,83,63.0,,0.63,52.29,-0.2000007629394549,-0.021978104896205886
181,2021-05-07,22,0.027734563971992362,0.8485002757625895,NYC,8.739999771118164,9.01200008392334,8.5600004196167,8.899999618530273,8.899999618530273,31700,82,63.0,,0.63,51.66,0.1120004653930664,0.01258432249366348
182,2021-05-10,16,0.023915340547422025,-0.34739712702575953,NYC,8.631999969482422,9.010000228881836,8.631999969482422,9.010000228881836,9.010000228881836,51100,85,63.0,,0.63,53.55,-0.0019998550415039062,-0.00022191023334228177
183,2021-05-11,1,0.01436728198599618,-0.39924409784142034,NYC,8.90999984741211,9.06999969482422,8.760000228881836,9.050000190734863,9.050000190734863,140900,87,63.0,,0.63,54.81,0.05999946594238459,0.00665920803753739
184,2021-05-12,16,0.023915340547422025,0.6645695804350717,NYC,9.829999923706056,9.829999923706056,8.979999542236328,9.210000038146973,9.210000038146973,54300,82,63.0,,0.63,51.66,0.7600002288818359,0.0837927513179002
185,2021-05-13,18,0.025188415022278803,0.05323254637885588,NYC,9.34000015258789,9.770000457763672,9.31999969482422,9.59000015258789,9.59000015258789,47900,83,63.0,,0.63,52.29,-0.05999946594238459,-0.006103709705804761
186,2021-05-14,35,0.03600954805856143,0.42960754087589414,NYC,9.4399995803833,10.0,9.4399995803833,10.0,10.0,71600,86,63.0,,0.63,54.18,0.22999954223632812,0.023541405471845245
187,2021-05-17,5,0.01691343093570974,-0.9781231397752786,NYC,10.0,10.170000076293944,9.880000114440918,9.979999542236328,9.979999542236328,47500,88,63.0,,0.63,55.44,0.17000007629394354,0.017000007629394354
188,2021-05-18,8,0.01882304264799491,0.11290504685559455,NYC,9.899999618530272,10.0,9.899999618530272,9.989999771118164,9.989999771118164,22700,83,63.0,,0.63,52.29,-0.17000007629394354,-0.016715838251585624
189,2021-05-19,28,0.0315537873965627,0.6763383044198708,NYC,9.960000038146973,10.600000381469728,9.960000038146973,10.579999923706056,10.579999923706056,29400,84,63.0,,0.63,52.92,0.6000003814697283,0.060000038146972745
190,2021-05-20,32,0.034099936346276255,0.08069234027959893,NYC,10.630000114440918,10.657999992370604,10.3100004196167,10.529999732971191,10.529999732971191,27500,86,63.0,,0.63,54.18,0.057999610900875354,0.0054716612088303584
191,2021-05-21,59,0.05128644175684278,0.5040040320322565,NYC,10.729999542236328,11.199999809265137,10.6899995803833,11.199999809265137,11.199999809265137,44000,96,63.0,,0.63,60.48,0.541999816894533,0.05085380158402297
192,2021-05-24,6,0.017549968173138128,-0.2249023080599365,NYC,11.220000267028809,11.779999732971191,11.1899995803833,11.619999885559082,11.619999885559082,62600,96,63.0,,0.63,60.48,0.5799999237060547,0.05178570835566032
193,2021-05-25,9,0.0194595798854233,0.10880998150230314,NYC,11.529999732971191,11.550000190734863,10.75,10.949999809265137,10.949999809265137,40900,93,63.0,,0.63,58.59,-0.22999954223632812,-0.019524579579792256
194,2021-05-26,1,0.01436728198599618,-0.2616859114847405,NYC,10.880000114440918,11.079999923706056,10.720000267028809,10.770000457763672,10.770000457763672,23200,93,63.0,,0.63,58.59,-0.4700002670288068,-0.04069266314002573
195,2021-05-27,20,0.026461489497135584,0.8417881352177576,NYC,10.710000038146973,10.989999771118164,10.710000038146973,10.710000038146973,10.710000038146973,111100,89,63.0,,0.63,56.07,-0.0900001525878924,-0.00812275750971203
196,2021-05-28,2,0.015003819223424572,-0.4329941545789131,NYC,10.800000190734863,11.06999969482422,10.710000038146973,10.8100004196167,10.8100004196167,95400,93,63.0,,0.63,58.59,0.07999992370605646,0.007279338068440833
197,2021-06-01,1,0.01436728198599618,-0.11732040201791105,NYC,10.8100004196167,11.050000190734863,10.710000038146973,10.710000038146973,10.710000038146973,52300,69,71.0,False,0.71,48.99,-0.019999504089357245,-0.0018066399856097037
198,2021-06-02,3,0.01564035646085296,0.08860927739134294,NYC,10.710000038146973,10.90999984741211,10.380000114440918,10.90999984741211,10.90999984741211,283400,69,71.0,,0.71,48.99,-0.1400003433227539,-0.012669714109158181
199,2021-06-03,1,0.01436728198599618,-0.08139676854828881,NYC,10.770000457763672,11.460000038146973,10.720000267028809,11.390000343322754,11.390000343322754,46000,71,71.0,,0.71,50.41,0.5500001907348633,0.050412483815508446
200,2021-06-04,251,0.17350159134309356,11.076159673917859,NYC,11.31999969482422,11.489999771118164,11.220000267028809,11.489999771118164,11.489999771118164,27700,71,71.0,,0.71,50.41,0.029999732971191406,0.0026177777374634115
201,2021-06-07,86,0.0684729471674093,3.7658942891320732,NYC,11.550000190734863,11.880000114440918,11.550000190734863,11.670000076293944,11.670000076293944,41600,68,71.0,,0.71,48.28,0.3900003433227539,0.03394258930301097
202,2021-06-08,4,0.01627689369828135,-0.7622872335480753,NYC,11.5,11.75,11.40999984741211,11.600000381469728,11.600000381469728,25300,72,71.0,,0.71,51.12,-0.13000011444091797,-0.010942770470422358
203,2021-06-09,2,0.015003819223424572,-0.07821360134527389,NYC,11.630000114440918,11.876999855041504,11.61400032043457,11.729999542236328,11.729999542236328,15200,71,71.0,,0.71,50.41,0.1269998550415039,0.010808498301404512
204,2021-06-10,3,0.01564035646085296,0.04242501378812946,NYC,11.649999618530272,11.829999923706056,11.50100040435791,11.829999923706056,11.829999923706056,24200,72,71.0,,0.71,51.12,-0.04699993133544744,-0.003957222523287118
205,2021-06-11,6,0.017549968173138128,0.12209515282243277,NYC,11.640000343322754,12.0,11.640000343322754,12.0,12.0,20600,72,71.0,,0.71,51.12,0.17000007629394354,0.014370251681344648
206,2021-06-14,80,0.06465372374283895,1.9380405542217463,NYC,12.06999969482422,14.800000190734863,12.0600004196167,13.5,13.5,179400,71,71.0,,0.71,50.41,2.8000001907348633,0.23333334922790527
207,2021-06-15,4,0.01627689369828135,-0.7482450699510688,NYC,13.75,13.93000030517578,12.779999732971191,13.100000381469728,13.100000381469728,53500,76,71.0,,0.71,53.96,-0.8699998855590838,-0.058783775293714036
208,2021-06-16,24,0.029007638446849143,0.7821360134527395,NYC,13.039999961853027,13.65999984741211,13.039999961853027,13.5,13.5,143100,74,71.0,,0.71,52.54,-0.2700004577636701,-0.01938265985991039
209,2021-06-17,31,0.033463399108847866,0.15360646024884228,NYC,13.579999923706056,13.789999961853027,12.880000114440918,13.260000228881836,13.260000228881836,112300,70,71.0,,0.71,49.7,0.13000011444091797,0.009516845965817922
210,2021-06-18,2,0.015003819223424572,-0.5516349318065092,NYC,13.3100004196167,13.635000228881836,12.829999923706056,13.079999923706056,13.079999923706056,333700,71,71.0,,0.71,50.41,-0.1549997329711914,-0.011240009673674
211,2021-06-21,1,0.01436728198599618,-0.5706568260067337,NYC,13.0,13.329999923706056,12.911999702453612,13.149999618530272,13.149999618530272,102400,74,71.0,,0.71,52.54,-0.3050003051757795,-0.022368925563325148
212,2021-06-22,24,0.029007638446849143,1.0190066900004435,NYC,12.989999771118164,13.225000381469728,12.800000190734863,13.100000381469728,13.100000381469728,91900,92,71.0,,0.71,65.32,-0.10499954223632812,-0.00787693494653341
213,2021-06-23,1,0.01436728198599618,-0.5047069408176253,NYC,13.40999984741211,13.40999984741211,12.99899959564209,13.100000381469728,13.100000381469728,61400,100,71.0,,0.71,71.0,0.18499946594238104,0.013988617059065955
214,2021-06-24,19,0.025824952259707195,0.797483496522086,NYC,13.18000030517578,13.362000465393066,12.5,12.81999969482422,12.81999969482422,68000,75,71.0,,0.71,53.25,-0.04799938201904297,-0.0035793723016563916
215,2021-06-25,69,0.057651814131126675,1.2324073845850485,NYC,12.789999961853027,13.100000381469728,12.739999771118164,13.100000381469728,13.100000381469728,49400,70,71.0,,0.71,49.7,-0.26200008392333807,-0.019607848735068156
216,2021-06-28,13,0.022005728835136858,0.35196120605373293,NYC,12.949999809265137,13.220000267028809,12.821999549865724,13.100000381469728,13.100000381469728,16700,70,71.0,,0.71,49.7,0.11999988555908025,0.009160296340817053
217,2021-06-29,8,0.01882304264799491,-0.14462989210610044,NYC,13.079999923706056,13.31999969482422,13.010000228881836,13.149999618530272,13.149999618530272,22900,72,71.0,,0.71,51.12,0.09999942779541193,0.007564253084382688
218,2021-06-30,33,0.03473647358370465,0.8454228805248385,NYC,13.149999618530272,13.300000190734863,13.010000228881836,13.100000381469728,13.100000381469728,17600,75,71.0,,0.71,53.25,-0.019999504089357245,-0.0015014643053729015
219,2021-07-01,19,0.025824952259707195,-0.25654651738102663,NYC,13.109999656677246,13.25,12.8100004196167,13.100000381469728,13.100000381469728,27600,91,71.0,False,0.71,64.61,-0.05000019073486328,-0.0037594127832941693
220,2021-07-02,3,0.01564035646085296,-0.3943703630672155,NYC,13.0,13.13700008392334,13.0,13.010000228881836,13.010000228881836,11700,87,71.0,,0.71,61.77,-0.11299991607666016,-0.008528295552955534
221,2021-07-06,38,0.037919159770846596,0.7744779720592179,NYC,13.09000015258789,13.09000015258789,12.899999618530272,13.079999923706056,13.079999923706056,10700,90,71.0,,0.71,63.9,-0.04699993133544922,-0.0035776761083351483
222,2021-07-07,19,0.025824952259707195,-0.31894713870843194,NYC,13.0,13.010000228881836,12.899999618530272,12.960000038146973,12.960000038146973,14800,90,71.0,,0.71,63.9,-0.07999992370605469,-0.006111529623644696
223,2021-07-08,5,0.01691343093570974,-0.34507406768381366,NYC,12.949999809265137,13.149999618530272,12.899999618530272,13.100000381469728,13.100000381469728,85400,94,71.0,,0.71,66.74,0.13999938964843572,0.010760906009643412
224,2021-07-09,2,0.015003819223424572,-0.11290504685559433,NYC,13.09000015258789,13.1899995803833,12.93000030517578,13.0,13.0,9600,100,71.0,,0.71,71.0,0.03999996185302912,0.003041822282387141
225,2021-07-12,1,0.01436728198599618,-0.5863920397280608,NYC,12.800000190734863,13.0,12.800000190734863,12.989999771118164,12.989999771118164,16600,89,71.0,,0.71,63.19,-0.18999958038330078,-0.01440482080574712
226,2021-07-13,20,0.026461489497135584,0.8417881352177576,NYC,12.800000190734863,12.960000038146973,12.489999771118164,12.489999771118164,12.489999771118164,21700,85,71.0,,0.71,60.35,-0.039999961853027344,-0.0030769201425405734
227,2021-07-14,26,0.03028071292170592,0.1443313848596377,NYC,12.850000381469728,12.989999771118164,12.493000030517578,12.989999771118164,12.989999771118164,24600,81,71.0,,0.71,57.51,0.029999732971191406,0.0023147942039265512
228,2021-07-15,4,0.01627689369828135,-0.462466628828488,NYC,13.0,13.770000457763672,12.800000190734863,13.770000457763672,13.770000457763672,29600,82,71.0,,0.71,58.22,0.7800006866455078,0.06004624329399566
229,2021-07-16,4,0.01627689369828135,0.0,NYC,14.050000190734863,14.25,13.609999656677246,13.609999656677246,13.609999656677246,23000,86,71.0,,0.71,61.06,0.4799995422363281,0.03485835339719978
230,2021-07-19,1,0.01436728198599618,-0.4148194239195251,NYC,13.539999961853027,13.93000030517578,13.0,13.119999885559082,13.119999885559082,24400,84,71.0,,0.71,59.64,-0.3199996948242205,-0.022456118935032965
231,2021-07-20,1,0.01436728198599618,0.0,NYC,13.34000015258789,13.539999961853027,13.019000053405762,13.390000343322754,13.390000343322754,33900,81,71.0,,0.71,57.51,-0.39000034332275213,-0.027997152532569958
232,2021-07-21,4,0.01627689369828135,0.13291391608701453,NYC,13.350000381469728,13.539999961853027,12.800000190734863,12.8100004196167,12.8100004196167,27100,86,71.0,,0.71,61.06,0.0,0.0
233,2021-07-22,96,0.07483831954169319,3.5978256618826014,NYC,12.800000190734863,13.220000267028809,12.800000190734863,13.0,13.0,16200,81,71.0,,0.71,57.51,-0.31999969482421875,-0.023633655518890073
234,2021-07-23,14,0.022642266072565247,-0.6974509020081483,NYC,13.010000228881836,13.300000190734863,13.010000228881836,13.300000190734863,13.300000190734863,5200,76,71.0,,0.71,53.96,0.07999992370605469,0.006051431323006673
235,2021-07-26,12,0.021369191597708465,0.48735102565238586,NYC,13.3100004196167,13.539999961853027,13.229999542236328,13.229999542236328,13.229999542236328,14900,82,71.0,,0.71,58.22,0.23999977111816406,0.018045095314010107
236,2021-07-27,23,0.02837110120942075,0.327663757409669,NYC,13.109999656677246,13.34000015258789,13.0,13.074999809265137,13.074999809265137,10100,85,71.0,,0.71,60.35,-0.19999980926513672,-0.014771034699306296
237,2021-07-28,14,0.022642266072565247,-0.20192501850979327,NYC,13.210000038146973,13.34000015258789,13.019000053405762,13.1899995803833,13.1899995803833,7600,84,71.0,,0.71,59.64,0.0,0.0
238,2021-07-29,8,0.01882304264799491,-0.1686767310449523,NYC,13.0600004196167,13.390000343322754,13.0600004196167,13.140000343322754,13.140000343322754,4700,86,71.0,,0.71,61.06,0.05000019073486328,0.0037481401921246604
239,2021-07-30,12,0.021369191597708465,0.13526766088397402,NYC,13.149999618530272,13.354999542236328,13.119999885559082,13.34000015258789,13.34000015258789,4700,80,71.0,,0.71,56.8,-0.03500080108642578,-0.0026139507235994897
240,2021-08-02,1,0.01436728198599618,0.0,NYC,13.34000015258789,13.34000015258789,13.0,13.0,13.0,9000,73,70.0,,0.7,51.1,-0.0149993896484375,-0.0011231291772793028
241,2021-08-03,1,0.01436728198599618,0.0,NYC,13.09000015258789,13.100000381469728,12.8100004196167,13.029999732971191,13.029999732971191,10600,81,70.0,,0.7,56.7,-0.2399997711181623,-0.0179909871344045
242,2021-08-04,9,0.0194595798854233,0.3544371095653718,NYC,12.960000038146973,13.029999732971191,12.859999656677246,12.960000038146973,12.960000038146973,8900,84,70.0,,0.7,58.8,-0.07000064849853693,-0.005343560798483193
243,2021-08-05,1,0.01436728198599618,-0.2616859114847405,NYC,12.869999885559082,13.21500015258789,12.8100004196167,12.859999656677246,12.859999656677246,11100,73,70.0,,0.7,51.1,0.18500041961669922,0.01419803709961509
244,2021-08-06,15,0.023278803309993636,0.6202649417394004,NYC,12.949999809265137,12.949999809265137,12.640000343322754,12.640000343322754,12.640000343322754,11400,71,70.0,,0.7,49.7,-0.2650003433227539,-0.020052995857957612
245,2021-08-09,34,0.03537301082113304,1.462053076957158,NYC,12.390000343322754,12.729999542236328,11.520000457763672,12.350000381469728,12.350000381469728,22400,71,70.0,,0.7,49.7,-0.2200002670288086,-0.016988437858617478
246,2021-08-10,49,0.04492106938255888,0.2699249608608807,NYC,11.3100004196167,12.34000015258789,11.3100004196167,11.600000381469728,11.600000381469728,27000,72,70.0,,0.7,50.4,-0.3899993896484375,-0.030636245378837246
247,2021-08-11,289,0.19769000636537237,3.400830369415199,NYC,11.369999885559082,11.649999618530272,10.649999618530272,10.649999618530272,10.649999618530272,32100,70,70.0,,0.7,49.0,-0.690000534057619,-0.05591576381892627
248,2021-08-12,23,0.02837110120942075,-0.856486922475054,NYC,10.800000190734863,11.119999885559082,10.800000190734863,11.119999885559082,11.119999885559082,16700,69,70.0,,0.7,48.3,-0.5299997329711896,-0.045493540800480514
249,2021-08-13,6,0.017549968173138128,-0.3814139238518319,NYC,10.960000038146973,11.68000030517578,10.833999633789062,11.640000343322754,11.640000343322754,27800,69,70.0,,0.7,48.3,0.5600004196166974,0.050359750483805144
250,2021-08-16,14,0.022642266072565247,-0.02734407043832543,NYC,11.40999984741211,11.739999771118164,10.359999656677246,10.520000457763672,10.520000457763672,35600,74,70.0,,0.7,51.8,0.05999946594238459,0.005136940443040583
251,2021-08-17,9,0.0194595798854233,-0.1405639425374603,NYC,10.229999542236328,10.609999656677246,9.56999969482422,9.90999984741211,9.90999984741211,67100,75,70.0,,0.7,52.5,-1.130000114440918,-0.0962521410963616
252,2021-08-18,13,0.022005728835136858,0.13084295574237026,NYC,9.779999732971191,9.880000114440918,8.979999542236328,9.199999809265137,9.199999809265137,49700,74,70.0,,0.7,51.8,-0.7299995422363281,-0.06880297510442557
253,2021-08-19,15,0.023278803309993636,0.057851956842440044,NYC,9.119999885559082,9.699999809265137,9.119999885559082,9.470000267028809,9.470000267028809,40300,72,70.0,,0.7,50.4,-0.18000030517578125,-0.018218654158990044
254,2021-08-20,19,0.025824952259707195,0.10937628175330194,NYC,9.279999732971191,9.630000114440918,9.210000038146973,9.369999885559082,9.369999885559082,26500,78,70.0,,0.7,54.6,-0.06999969482421875,-0.0072164635258401555
