,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,GL_unscaled,GL_monthly,isPartial,scale,GL,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-03,5,0.02717801047120419,1.3692377909630302,GL,57.20000076293945,57.61000061035156,56.84999847412109,57.56999969482422,54.91167449951172,489500,87,100.0,,1.0,87.0,,
1,2016-05-06,1,0.006235602094240838,-0.7705644384511655,GL,57.52000045776367,58.20000076293945,57.15999984741211,58.13999938964844,55.45535659790039,725900,68,100.0,,1.0,68.0,0.5900001525878906,0.01024128009611358
2,2016-05-17,1,0.006235602094240838,0.0,GL,58.380001068115234,58.7599983215332,58.13999938964844,58.43999862670898,55.74150466918945,608000,65,100.0,,1.0,65.0,0.55999755859375,0.009621951052453337
3,2016-05-18,1,0.006235602094240838,0.0,GL,58.38999938964844,59.83000183105469,58.29999923706055,59.66999816894531,56.91470718383789,656100,92,100.0,,1.0,92.0,1.0700035095214844,0.018209726686281513
4,2016-05-23,1,0.006235602094240838,0.0,GL,59.47999954223633,59.650001525878906,59.119998931884766,59.43999862670898,56.6953239440918,493800,78,100.0,,1.0,78.0,-0.18000030517578125,-0.003008529160404505
5,2016-05-25,1,0.006235602094240838,0.0,GL,60.65999984741211,61.0099983215332,60.400001525878906,60.470001220703125,57.67776107788086,632600,96,100.0,,1.0,96.0,1.3599967956542969,0.022799610408463566
6,2016-05-26,1,0.006235602094240838,0.0,GL,60.43000030517578,60.470001220703125,60.09999847412109,60.40999984741211,57.62053680419922,451400,81,100.0,,1.0,81.0,-0.5399971008300781,-0.008850960755386383
7,2016-06-02,1,0.006235602094240838,0.0,GL,61.2400016784668,61.5099983215332,61.040000915527344,61.5099983215332,58.66973876953125,691300,94,94.0,,0.94,88.36,1.0399971008300781,0.017198562590304833
8,2016-06-06,1,0.006235602094240838,0.0,GL,60.65999984741211,60.9900016784668,60.43000030517578,60.880001068115234,58.0688362121582,489800,86,94.0,,0.94,80.83999999999999,-0.5199966430664062,-0.008453855588618442
9,2016-06-09,1,0.006235602094240838,0.0,GL,60.810001373291016,60.95000076293945,60.38999938964844,60.63999938964844,57.83991241455078,412400,78,94.0,,0.94,73.32,-0.04000091552734375,-0.000655860213584214
10,2016-06-14,1,0.006235602094240838,0.0,GL,59.72999954223633,60.34000015258789,59.63999938964844,59.83000183105469,57.06731796264648,571300,92,94.0,,0.94,86.47999999999999,-0.6100006103515625,-0.010008213334141147
11,2016-06-16,2,0.011471204188481677,0.8396305625524771,GL,58.970001220703125,60.040000915527344,58.70000076293945,59.95000076293945,57.18177032470703,605800,85,94.0,,0.94,79.89999999999999,-0.2999992370605469,-0.004971813660953117
12,2016-06-17,2,0.011471204188481677,0.0,GL,60.08000183105469,60.27999877929688,59.709999084472656,60.09000015258789,57.315311431884766,879300,98,94.0,,0.94,92.12,0.23999786376953836,0.003997299468852411
13,2016-06-20,1,0.006235602094240838,-0.4564125969876769,GL,60.86000061035156,61.38999938964844,60.68000030517578,60.720001220703125,57.91622543334961,590600,88,94.0,,0.94,82.72,1.1100006103515554,0.018414078182310556
14,2016-06-21,2,0.011471204188481677,0.8396305625524771,GL,60.869998931884766,61.15999984741211,60.630001068115234,60.93000030517578,58.11653137207031,361400,95,94.0,,0.94,89.3,-0.22999954223632812,-0.003746531104789508
15,2016-06-23,3,0.016706806282722513,0.45641259698767667,GL,61.97999954223633,62.38999938964844,61.709999084472656,62.38999938964844,59.50910568237305,384100,89,94.0,,0.94,83.66,1.2299995422363281,0.02011117634573334
16,2016-06-27,2,0.011471204188481677,-0.3133813851457222,GL,58.70000076293945,58.70000076293945,57.4900016784668,57.68000030517578,55.01659393310547,679700,80,94.0,,0.94,75.19999999999999,-3.6899986267089844,-0.05914407217194517
17,2016-06-28,1,0.006235602094240838,-0.4564125969876769,GL,58.45000076293945,58.970001220703125,57.959999084472656,58.63999938964844,55.93227005004883,565400,100,94.0,,0.94,94.0,0.2700004577636719,0.0045996670230732395
18,2016-06-30,3,0.016706806282722513,1.6792611251049538,GL,60.380001068115234,61.84999847412109,60.09999847412109,61.81999969482422,59.10655212402344,785500,80,94.0,,0.94,75.19999999999999,2.8799972534179616,0.04883834481602234
19,2016-07-01,1,0.006235602094240838,-0.6267627702914447,GL,61.619998931884766,62.09000015258789,61.560001373291016,61.709999084472656,59.001373291015625,522400,77,95.0,False,0.95,73.14999999999999,0.24000167846680398,0.0038803829327049844
20,2016-07-05,1,0.006235602094240838,-0.4564125969876769,GL,60.9900016784668,60.9900016784668,60.209999084472656,60.380001068115234,57.72974395751953,793500,82,95.0,,0.95,77.89999999999999,-1.0999984741210938,-0.017716193773841482
