,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,CL_unscaled,CL_monthly,isPartial,scale,CL,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-02,1,0.009547008547008549,0.0,CL,71.47000122070312,72.38999938964844,71.41999816894531,72.37000274658203,63.32281112670898,4687500,100,83.0,,0.83,83.0,,
1,2016-05-03,1,0.009547008547008549,0.0,CL,72.0,72.44999694824219,71.61000061035156,71.8499984741211,62.86781692504883,3671900,93,83.0,,0.83,77.19,0.05999755859375,0.0008288100441997681
2,2016-05-05,2,0.018094017094017097,0.8952551477170994,CL,71.66000366210938,72.30999755859375,71.19000244140625,71.47000122070312,62.53532409667969,3006200,96,83.0,,0.83,79.67999999999999,-0.1399993896484375,-0.0019323588067016173
3,2016-05-06,2,0.018094017094017097,0.0,CL,71.48999786376953,71.8499984741211,71.19000244140625,71.81999969482422,62.841556549072266,2467600,92,83.0,,0.83,76.36,-0.45999908447265625,-0.006361486654731463
4,2016-05-11,8,0.06937606837606838,2.8341993386868207,CL,72.25,72.38999938964844,71.80999755859375,71.9800033569336,62.981563568115234,3044600,91,83.0,,0.83,75.53,0.5400009155273438,0.007515670521855977
5,2016-05-12,1,0.009547008547008549,-0.8623875816188247,CL,72.29000091552734,72.72000122070312,71.91999816894531,72.6500015258789,63.56779479980469,2966100,95,83.0,,0.83,78.85,0.3300018310546875,0.004558666028969149
6,2016-05-16,1,0.009547008547008549,0.0,CL,71.58999633789062,72.22000122070312,71.47000122070312,72.0199966430664,63.01654815673828,2143400,95,83.0,,0.83,78.85,-0.5,-0.006875687453339219
7,2016-05-17,1,0.009547008547008549,0.0,CL,71.95999908447266,71.97000122070312,70.45999908447266,70.8499984741211,61.9928092956543,3467300,99,83.0,,0.83,82.17,-0.25,-0.0034616449151808615
8,2016-05-18,6,0.05228205128205128,4.476275738585496,CL,70.69000244140625,70.69000244140625,69.7300033569336,70.12999725341797,61.36281204223633,3433400,92,83.0,,0.83,76.36,-1.279998779296875,-0.017785171009955025
9,2016-05-19,2,0.018094017094017097,-0.6539153179663233,CL,69.95999908447266,70.44999694824219,69.52999877929688,70.43000030517578,61.62533187866211,2728300,87,83.0,,0.83,72.21,-0.2400054931640625,-0.003395182980266531
10,2016-05-20,2,0.018094017094017097,0.0,CL,70.79000091552734,70.79000091552734,69.91999816894531,70.0199966430664,61.26658248901367,2978000,96,83.0,,0.83,79.67999999999999,0.34000396728515625,0.004826174336600042
11,2016-06-06,1,0.009547008547008549,-0.47236655644780345,CL,71.5999984741211,72.06999969482422,71.41000366210938,71.83999633789062,62.85904693603516,2287900,95,75.0,,0.75,71.25,1.279998779296875,0.018081632472703113
12,2016-06-10,1,0.009547008547008549,0.0,CL,72.0,72.2300033569336,71.73999786376953,72.12000274658203,63.10405349731445,2232300,91,75.0,,0.75,68.25,0.160003662109375,0.0022201146494644775
13,2016-06-16,3,0.02664102564102564,1.7905102954341983,CL,71.55999755859375,72.06999969482422,71.36000061035156,72.0,62.99907684326172,2161200,98,75.0,,0.75,73.5,-0.160003662109375,-0.0022151966589105676
14,2016-06-17,1,0.009547008547008549,-0.6416426050689765,CL,71.87000274658203,72.08000183105469,70.97000122070312,71.44000244140625,62.509071350097656,4064400,89,75.0,,0.75,66.75,0.01000213623046875,0.000138783630814876
15,2016-06-21,1,0.009547008547008549,0.0,CL,72.02999877929688,72.13999938964844,71.7300033569336,71.80000305175781,62.82406234741211,3072000,92,75.0,,0.75,69.0,0.05999755859375,0.0008323745431413343
16,2016-06-24,1,0.009547008547008549,0.0,CL,71.11000061035156,71.80000305175781,70.1500015258789,70.58000183105469,61.75658798217773,11070000,91,75.0,,0.75,68.25,-0.339996337890625,-0.004713007218841381
17,2016-06-29,1,0.009547008547008549,0.0,CL,71.36000061035156,71.93000030517578,71.31999969482422,71.86000061035156,62.87655258178711,2264100,89,75.0,,0.75,66.75,0.12999725341796875,0.001810546628030929
18,2016-06-30,1,0.009547008547008549,0.0,CL,71.9000015258789,73.19999694824219,71.86000061035156,73.19999694824219,64.04903411865234,3798800,79,75.0,,0.75,59.25,1.2699966430664062,0.017656007753068526
19,2016-07-05,1,0.009547008547008549,0.0,CL,72.69000244140625,73.69000244140625,72.62999725341797,73.27999877929688,64.11902618408203,3128000,85,76.0,,0.76,64.6,0.4900054931640625,0.006694064393343302
20,2016-07-06,1,0.009547008547008549,0.0,CL,73.31999969482422,73.44999694824219,72.77999877929688,73.27999877929688,64.11902618408203,2568600,89,76.0,,0.76,67.64,-0.2400054931640625,-0.0032569613952028176
21,2016-07-07,3,0.02664102564102564,1.7905102954341983,CL,73.27999877929688,73.70999908447266,73.08000183105469,73.4000015258789,64.22403717041016,2782200,90,76.0,,0.76,68.4,0.26000213623046875,0.0035398522400713617
22,2016-07-08,3,0.02664102564102564,0.0,CL,73.7699966430664,74.2699966430664,73.41999816894531,74.25,64.96776580810547,2921200,90,76.0,,0.76,68.4,0.55999755859375,0.0075973079032600754
23,2016-07-11,1,0.009547008547008549,0.0,CL,74.05000305175781,74.58000183105469,73.72000122070312,74.48999786376953,65.17777252197266,3040700,97,76.0,,0.76,73.72,0.31000518798828125,0.004174029917870303
24,2016-07-13,1,0.009547008547008549,0.0,CL,74.18000030517578,74.5,73.88999938964844,74.47000122070312,65.16027069091797,2648300,84,76.0,,0.76,63.84,-0.0800018310546875,-0.001072698164260144
25,2016-07-14,1,0.009547008547008549,0.0,CL,74.48999786376953,75.33000183105469,74.33000183105469,74.70999908447266,65.37025451660156,5222200,87,76.0,,0.76,66.12,0.8300018310546875,0.011140964175230694
26,2016-07-18,3,0.02664102564102564,1.7905102954341983,CL,74.77999877929688,74.91999816894531,74.44000244140625,74.5,65.1865005493164,2675800,100,76.0,,0.76,76.0,-0.410003662109375,-0.005442767186291886
27,2016-07-20,2,0.018094017094017097,-0.32082130253448815,CL,74.2699966430664,74.51000213623047,74.08999633789062,74.12000274658203,65.1950454711914,2961800,91,76.0,,0.76,69.16,-0.40999603271484375,-0.0054724511843994295
28,2016-07-21,1,0.009547008547008549,-0.47236655644780345,CL,73.87999725341797,74.08999633789062,73.61000061035156,73.87000274658203,64.97515106201172,2618300,86,76.0,,0.76,65.36,-0.42000579833984375,-0.005636904929514408
29,2016-07-25,1,0.009547008547008549,0.0,CL,74.4000015258789,74.56999969482422,73.98999786376953,74.2300033569336,65.29180145263672,1856700,92,76.0,,0.76,69.92,0.48000335693359375,0.006478652728561629
30,2016-08-02,1,0.009547008547008549,-0.9347432377168896,CL,75.25,75.33999633789062,74.45999908447266,74.87000274658203,65.854736328125,3748000,72,79.0,,0.79,56.88,0.7699966430664062,0.010325823336698292
31,2016-08-03,9,0.07792307692307693,7.162041181736795,CL,75.02999877929688,75.08999633789062,73.88999938964844,74.08000183105469,65.15986633300781,2651900,71,79.0,,0.79,56.09,-0.25,-0.0033182905780719807
32,2016-08-04,2,0.018094017094017097,-0.7677964242623669,CL,74.20999908447266,75.05999755859375,74.20999908447266,74.77999877929688,65.77558898925781,3026300,80,79.0,,0.79,63.2,-0.029998779296875,-0.00039950433825941545
33,2016-08-05,2,0.018094017094017097,0.0,CL,74.69999694824219,74.87999725341797,74.20999908447266,74.58000183105469,65.59965515136719,2290200,69,79.0,,0.79,54.510000000000005,-0.18000030517578125,-0.0023980856785302818
34,2016-08-08,2,0.018094017094017097,0.0,CL,74.4800033569336,74.51000213623047,73.94000244140625,74.43000030517578,65.46771240234375,2223400,75,79.0,,0.79,59.25,-0.3699951171875,-0.004941174288980221
35,2016-08-09,2,0.018094017094017097,0.0,CL,74.55000305175781,75.02999877929688,74.47000122070312,74.77999877929688,65.77558898925781,1535700,75,79.0,,0.79,59.25,0.5199966430664062,0.006978883749267251
36,2016-08-10,1,0.009547008547008549,-0.47236655644780345,CL,74.81999969482422,75.06999969482422,74.58000183105469,74.83999633789062,65.82836151123047,1949900,78,79.0,,0.79,61.620000000000005,0.04000091552734375,0.0005331322961235063
37,2016-08-11,1,0.009547008547008549,0.0,CL,74.94999694824219,75.26000213623047,74.79000091552734,74.88999938964844,65.87232208251953,2345100,75,79.0,,0.79,59.25,0.19000244140625,0.0025310036256647184
38,2016-08-15,1,0.009547008547008549,0.0,CL,75.0,75.23999786376953,74.63999938964844,74.70999908447266,65.7140121459961,2375800,72,79.0,,0.79,56.88,-0.0200042724609375,-0.0002658021776923425
39,2016-08-18,1,0.009547008547008549,0.0,CL,74.58000183105469,74.86000061035156,74.4800033569336,74.58999633789062,65.60843658447266,2059600,97,79.0,,0.79,76.63000000000001,-0.37999725341796875,-0.005050468689619003
40,2016-08-19,1,0.009547008547008549,0.0,CL,74.33000183105469,74.51000213623047,74.08999633789062,74.48999786376953,65.52047729492188,2088500,96,79.0,,0.79,75.84,-0.34999847412109375,-0.004675373647708647
41,2016-08-24,4,0.03518803418803419,2.685765443151298,CL,74.4000015258789,74.45999908447266,74.0,74.36000061035156,65.40613555908203,1742700,100,79.0,,0.79,79.0,-0.0500030517578125,-0.0006710918041096248
42,2016-08-30,11,0.09501709401709402,1.7002671848433324,CL,74.70999908447266,74.80000305175781,74.33999633789062,74.5,65.52926635742188,2057400,96,79.0,,0.79,75.84,0.34000396728515625,0.004566263382563829
43,2016-09-08,1,0.009547008547008549,0.0,CL,73.7300033569336,73.75,72.94000244140625,72.98999786376953,64.20108795166016,3775400,84,90.0,,0.9,75.60000000000001,-1.0500030517578125,-0.014037473381267929
44,2016-09-09,1,0.009547008547008549,0.0,CL,72.3499984741211,72.4800033569336,70.86000061035156,70.86000061035156,62.32758712768555,5626300,77,90.0,,0.9,69.3,-1.2699966430664062,-0.01722029346530718
