,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,WFC_unscaled,WFC_monthly,isPartial,scale,WFC,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-17,1,0.0034630541871921183,0.0,WFC,48.13999938964844,48.16999816894531,47.54999923706055,47.619998931884766,40.1814079284668,21495600,69,26.0,,0.26,17.94,,
1,2016-06-24,1,0.0034630541871921183,0.0,WFC,45.7599983215332,46.970001220703125,45.27999877929688,45.709999084472656,38.569766998291016,46744100,100,35.0,,0.35,35.0,-1.1999969482421875,-0.024911708404751653
2,2016-06-28,10,0.025630541871921184,6.401137980085349,WFC,45.88999938964844,46.11000061035156,45.34000015258789,46.09999847412109,38.89884948730469,27525700,72,35.0,,0.35,25.2,-0.8600006103515625,-0.01830957181181625
3,2016-07-06,1,0.0034630541871921183,0.0,WFC,45.88999938964844,46.65999984741211,45.70000076293945,46.650001525878906,39.36293411254883,19024100,39,36.0,,0.36,14.04,0.5499992370605469,0.01192798156105579
4,2016-07-07,1,0.0034630541871921183,0.0,WFC,46.58000183105469,47.220001220703125,46.43999862670898,46.79999923706055,39.489505767822266,17946200,42,36.0,,0.36,15.12,0.5600013732910156,0.01200174400176457
5,2016-07-12,3,0.008389162561576353,1.4224751066856327,WFC,48.41999816894531,48.630001068115234,48.220001220703125,48.34999847412109,40.7973747253418,15067900,45,36.0,,0.36,16.2,1.4099998474121094,0.02986022471329175
6,2016-07-13,2,0.0059261083743842365,-0.29359953024075147,WFC,48.310001373291016,48.470001220703125,47.97999954223633,48.27000045776367,40.72987747192383,14389600,39,36.0,,0.36,14.04,-0.15999984741210938,-0.0032901469031020314
7,2016-07-14,7,0.018241379310344828,2.0781379883624274,WFC,49.04999923706055,49.150001525878906,48.66999816894531,48.93999862670898,41.29520797729492,17578400,58,36.0,,0.36,20.88,0.6800003051757812,0.014029302414899192
8,2016-07-15,2,0.0059261083743842365,-0.6751282743721307,WFC,48.84999847412109,48.880001068115234,47.40999984741211,47.709999084472656,40.25734329223633,35121000,100,36.0,,0.36,36.0,-0.2700004577636719,-0.005493396732073497
9,2016-07-29,1,0.0034630541871921183,-0.41562759767248547,WFC,47.95000076293945,48.16999816894531,47.95000076293945,47.970001220703125,40.47673416137695,13111700,20,36.0,,0.36,7.199999999999999,-0.7100028991699219,-0.014525427243352929
10,2016-08-02,1,0.0034630541871921183,0.0,WFC,47.65999984741211,47.83000183105469,47.38999938964844,47.70000076293945,40.24890899658203,17033100,82,28.0,,0.28,22.96,-0.339996337890625,-0.0070582593069271615
11,2016-08-04,1,0.0034630541871921183,0.0,WFC,47.59999847412109,48.0,47.56999969482422,47.84000015258789,40.69120407104492,14662600,66,28.0,,0.28,18.48,0.1699981689453125,0.0035542162332709015
12,2016-08-05,4,0.010852216748768472,2.1337126600284493,WFC,48.38999938964844,48.70000076293945,48.130001068115234,48.68000030517578,41.40568542480469,19064700,86,28.0,,0.28,24.08,0.7000007629394531,0.014583349227905273
13,2016-08-24,2,0.0059261083743842365,0.0,WFC,48.5,48.77000045776367,48.34999847412109,48.630001068115234,41.3631591796875,16315800,65,28.0,,0.28,18.200000000000003,0.06999969482421875,0.0014373653742831838
14,2016-08-25,1,0.0034630541871921183,-0.41562759767248547,WFC,48.619998931884766,48.68999862670898,48.29999923706055,48.380001068115234,41.150508880615234,13643200,70,28.0,,0.28,19.6,-0.0800018310546946,-0.0016403902051216335
15,2016-08-30,1,0.0034630541871921183,0.0,WFC,49.72999954223633,50.63999938964844,49.68000030517578,50.619998931884766,43.055789947509766,25055800,86,28.0,,0.28,24.08,1.9500007629394602,0.0400493082345208
16,2016-09-01,5,0.01331527093596059,2.844950213371266,WFC,50.91999816894531,51.0,50.11000061035156,50.43000030517578,42.8941764831543,17017100,23,66.0,False,0.66,15.18,0.3600006103515625,0.0071090168777756535
17,2016-09-09,1,0.0034630541871921183,-0.7399186089530152,WFC,49.4900016784668,49.86000061035156,48.720001220703125,48.720001220703125,41.439701080322266,32147200,74,66.0,,0.66,48.84,-1.1399993896484375,-0.022352929208792838
18,2016-09-12,2,0.0059261083743842365,0.7112375533428166,WFC,48.369998931884766,48.63999938964844,47.97999954223633,48.540000915527344,41.28659439086914,35588400,36,66.0,,0.66,23.76,-1.220001220703125,-0.024468536016219677
19,2016-09-13,3,0.008389162561576353,0.41562759767248525,WFC,47.79999923706055,47.86000061035156,46.52000045776367,46.959999084472656,39.94270324707031,59000500,56,66.0,,0.66,36.96,-0.779998779296875,-0.016036159315061083
20,2016-09-19,3,0.008389162561576353,0.0,WFC,45.619998931884766,46.290000915527344,45.47999954223633,46.0099983215332,39.13466644287109,33562400,46,66.0,,0.66,30.360000000000003,-1.5699996948242188,-0.032804004906022644
21,2016-09-20,4,0.010852216748768472,0.2935995302407517,WFC,47.150001525878906,47.20000076293945,46.119998931884766,46.560001373291016,39.60247421264648,51510400,76,66.0,,0.66,50.16,0.9099998474121094,0.01965866989444942
22,2016-09-23,9,0.023167487684729066,1.1348161597821158,WFC,45.5,45.90999984741211,45.43000030517578,45.7400016784668,38.90502166748047,28710500,48,66.0,,0.66,31.68,-1.2900009155273438,-0.027330527429572204
23,2016-09-27,2,0.0059261083743842365,-0.744205826068467,WFC,44.790000915527344,45.09999847412109,44.65999984741211,45.09000015258789,38.352142333984375,24359000,54,66.0,,0.66,35.64,-0.8100013732910227,-0.017643244957158966
24,2016-09-28,2,0.0059261083743842365,0.0,WFC,45.36000061035156,45.47999954223633,44.959999084472656,45.310001373291016,38.53926467895508,28220300,59,66.0,,0.66,38.940000000000005,0.3800010681152415,0.008425744589177553
25,2016-09-29,5,0.01331527093596059,1.2468827930174564,WFC,45.18999862670898,45.2599983215332,44.209999084472656,44.369998931884766,37.73973083496094,45266700,85,66.0,,0.66,56.1,-0.220001220703125,-0.004837318006100988
26,2016-10-04,1,0.0034630541871921183,0.0,WFC,43.619998931884766,44.09000015258789,43.54999923706055,43.75,37.212379455566406,44008300,68,56.0,,0.56,38.080000000000005,-1.1699981689453125,-0.025850601244690408
27,2016-10-10,5,0.01331527093596059,2.844950213371266,WFC,45.70000076293945,45.91999816894531,45.43999862670898,45.650001525878906,38.82846450805664,21804900,41,56.0,,0.56,22.96,1.8299980163574219,0.04150596529880057
28,2016-10-11,1,0.0034630541871921183,-0.7399186089530152,WFC,45.79999923706055,45.81999969482422,45.150001525878906,45.45000076293945,38.658348083496094,25442600,43,56.0,,0.56,24.08,-0.09999847412109375,-0.0021776672061960545
29,2016-10-12,2,0.0059261083743842365,0.7112375533428166,WFC,45.5099983215332,45.83000183105469,45.31999969482422,45.31999969482422,38.54776382446289,21780500,85,56.0,,0.56,47.6,0.01000213623046875,0.00021829193140732173
30,2016-10-13,7,0.018241379310344828,2.0781379883624274,WFC,45.2400016784668,45.2400016784668,44.27999877929688,44.75,38.06294250488281,44174600,100,56.0,,0.56,56.00000000000001,-0.5900001525878906,-0.012873666354254909
31,2016-10-14,4,0.010852216748768472,-0.40507696462327847,WFC,45.16999816894531,45.52000045776367,44.31999969482422,44.709999084472656,38.028926849365234,45418600,94,56.0,,0.56,52.64000000000001,0.279998779296875,0.006189185873309633
32,2016-10-17,37,0.09213300492610837,7.4897866545619625,WFC,44.540000915527344,44.7599983215332,44.31999969482422,44.5,37.85029983520508,18861300,40,56.0,,0.56,22.4,-0.7600021362304688,-0.01669600458232967
33,2016-10-18,2,0.0059261083743842365,-0.9356787681120676,WFC,44.75,45.0,44.40999984741211,44.95000076293945,38.23305892944336,23877600,41,56.0,,0.56,22.96,0.24000167846679688,0.00536196799523414
34,2016-10-20,1,0.0034630541871921183,-0.41562759767248547,WFC,44.970001220703125,45.290000915527344,44.65999984741211,44.93000030517578,38.21604919433594,27210600,40,56.0,,0.56,22.4,0.29000091552734375,0.006444464789496562
35,2016-10-25,3,0.008389162561576353,1.4224751066856327,WFC,45.470001220703125,45.79999923706055,45.40999984741211,45.720001220703125,38.88800048828125,20402000,34,56.0,,0.56,19.040000000000003,0.5099983215332031,0.011260726677494004
36,2016-10-26,1,0.0034630541871921183,-0.5871990604815032,WFC,45.459999084472656,46.16999816894531,45.43999862670898,46.150001525878906,39.25374603271485,25181900,37,56.0,,0.56,20.72,0.3699989318847656,0.008078579433367539
37,2016-11-08,1,0.0034630541871921183,0.0,WFC,45.18000030517578,45.81999969482422,44.869998931884766,45.540000915527344,39.05762100219727,19462600,42,49.0,,0.49,20.58,-0.34999847412109375,-0.007580647346798197
38,2016-11-09,1,0.0034630541871921183,0.0,WFC,46.33000183105469,48.61000061035156,46.0,47.9900016784668,41.15887069702149,67615000,75,49.0,,0.49,36.75,2.7900009155273438,0.06089046124202624
39,2016-11-10,1,0.0034630541871921183,0.0,WFC,48.93000030517578,51.93000030517578,48.790000915527344,51.630001068115234,44.28074645996094,100988800,100,49.0,,0.49,49.0,3.3199996948242188,0.06829869683476653
40,2016-11-14,2,0.0059261083743842365,0.7112375533428166,WFC,51.90999984741211,54.060001373291016,51.90999984741211,53.220001220703125,45.64440155029297,59154400,58,49.0,,0.49,28.42,2.1300010681152344,0.04101677364910272
41,2016-11-15,2,0.0059261083743842365,0.0,WFC,52.380001068115234,52.59000015258789,51.540000915527344,52.59000015258789,45.10408782958984,39437900,71,49.0,,0.49,34.79,-1.470001220703125,-0.027192030768785624
