,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,HUBS_unscaled,HUBS_monthly,isPartial,scale,HUBS,Stock_Price_Change,Stock_Price_Change_Percent
0,2017-06-06,1,0.006506607929515419,-0.14475969889982632,HUBS,74.94999694824219,76.5,74.5999984741211,75.25,75.25,402300,81,83.0,,0.83,67.22999999999999,,
1,2017-06-12,1,0.006506607929515419,0.0,HUBS,69.44999694824219,70.0999984741211,66.25,69.44999694824219,69.44999694824219,1235800,100,83.0,,0.83,83.0,-6.400001525878906,-0.0836601506650837
2,2017-06-14,1,0.006506607929515419,0.0,HUBS,70.94999694824219,70.94999694824219,66.9000015258789,67.3499984741211,67.3499984741211,648200,59,83.0,,0.83,48.97,0.8499984741210938,0.012125513446835434
3,2018-02-13,2,0.007607929515418502,0.16926201760324977,HUBS,96.1999969482422,98.4499969482422,95.55500030517578,97.0,97.0,725900,69,92.0,,0.92,63.48,27.500000000000014,0.3875969158964332
4,2018-04-06,10,0.01641850220264317,1.15807759119861,HUBS,110.0,111.8000030517578,108.4000015258789,108.5500030517578,108.5500030517578,229800,75,85.0,,0.85,63.75,13.350006103515597,0.13560189453874805
5,2018-04-26,1,0.006506607929515419,-0.6037027099543868,HUBS,106.8000030517578,109.8000030517578,104.8000030517578,109.4499969482422,109.4499969482422,684700,78,85.0,,0.85,66.3,-2.0,-0.017889087168218576
6,2018-05-01,2,0.007607929515418502,0.16926201760324977,HUBS,105.1500015258789,106.1999969482422,104.0999984741211,105.3000030517578,105.3000030517578,645100,90,84.0,False,0.84,75.6,-3.6000061035155966,-0.03278693992220216
7,2018-05-10,2,0.007607929515418502,0.0,HUBS,115.9499969482422,119.0500030517578,115.8499984741211,117.6500015258789,117.6500015258789,1062300,82,84.0,,0.84,68.88,12.850006103515597,0.12099817770972443
8,2018-05-16,2,0.007607929515418502,0.0,HUBS,110.5500030517578,111.0,108.4499969482422,109.9000015258789,109.9000015258789,464600,79,84.0,,0.84,66.36,-8.050003051757798,-0.0676186715279462
9,2018-06-25,5,0.010911894273127755,0.0,HUBS,133.10000610351562,133.5,124.5500030517578,125.9499969482422,125.9499969482422,1114800,76,80.0,,0.8,60.8,22.5,0.20270270270270263
10,2018-09-21,-2,0.0032026431718061676,-0.7064997981429149,HUBS,149.0500030517578,149.5500030517578,144.60000610351562,145.35000610351562,145.35000610351562,665400,75,81.0,,0.81,60.75000000000001,16.050003051757812,0.12022474196073274
11,2018-09-26,2,0.007607929515418502,1.375515818431912,HUBS,152.6999969482422,153.9499969482422,150.6999969482422,151.1999969482422,151.1999969482422,358400,83,81.0,,0.81,67.23,4.399993896484375,0.02942155671479041
12,2019-01-31,2,0.007607929515418502,0.0,HUBS,153.11000061035156,158.58999633789062,152.89999389648438,158.30999755859375,158.30999755859375,885500,64,91.0,,0.91,58.24,4.6399993896484375,0.030139652365231306
13,2019-02-12,6,0.012013215859030837,0.579038795599305,HUBS,169.97000122070312,172.5399932861328,169.0800018310547,172.0,172.0,926000,100,90.0,,0.9,90.0,13.949996948242188,0.08796265382666646
14,2019-03-05,2,0.007607929515418502,-0.3667033370003667,HUBS,164.0,164.875,160.3800048828125,164.55999755859375,164.55999755859375,407500,99,88.0,,0.88,87.12,-7.6649932861328125,-0.044424444096398674
15,2019-04-15,2,0.007607929515418502,0.0,HUBS,166.0,167.67999267578125,163.83999633789062,165.19000244140625,165.19000244140625,344200,61,83.0,,0.83,50.63,2.80499267578125,0.01701284412907511
16,2019-04-25,1,0.006506607929515419,-0.14475969889982632,HUBS,167.4600067138672,171.33999633789062,166.4600067138672,170.9600067138672,170.9600067138672,559300,78,83.0,,0.83,64.74,3.660003662109375,0.021827312869617144
17,2019-05-02,13,0.019722466960352424,2.031144211238998,HUBS,181.0,182.2749938964844,176.0489959716797,179.66000366210938,179.66000366210938,513700,88,83.0,,0.83,73.03999999999999,10.934997558593778,0.06382046102667971
18,2019-09-09,2,0.007607929515418502,-0.6142506142506143,HUBS,189.83999633789065,189.83999633789065,172.25,175.77000427246094,175.77000427246094,965300,77,79.0,,0.79,60.830000000000005,7.56500244140625,0.041503237935657245
19,2019-09-25,5,0.010911894273127755,0.43427909669947895,HUBS,153.8000030517578,154.39999389648438,147.57000732421875,153.22999572753906,153.22999572753906,734900,98,79.0,,0.79,77.42,-35.44000244140628,-0.18668353942826488
20,2019-09-26,6,0.012013215859030837,0.1009285425918447,HUBS,153.47999572753906,155.47000122070312,151.34500122070312,154.2100067138672,154.2100067138672,400600,87,79.0,,0.79,68.73,1.07000732421875,0.006930099524071975
21,2019-09-27,4,0.00981057268722467,-0.18335166850018336,HUBS,154.58999633789062,154.69500732421875,146.4600067138672,149.91000366210938,149.91000366210938,804800,91,79.0,,0.79,71.89,-0.774993896484375,-0.00498484524602405
22,2020-02-12,2,0.007607929515418502,-0.22451728783116298,HUBS,182.1000061035156,184.88999938964844,177.00999450683594,184.1699981689453,184.1699981689453,868100,100,87.0,,0.87,87.0,30.194992065429688,0.1951904756831957
23,2020-02-13,2,0.007607929515418502,0.0,HUBS,180.0,201.4900054931641,180.0,197.33999633789065,197.33999633789065,1818900,96,87.0,,0.87,83.52,16.600006103515653,0.08978314759216266
24,2020-05-06,2,0.007607929515418502,0.0,HUBS,173.5,179.05499267578125,173.28500366210938,175.2100067138672,175.2100067138672,1166300,82,90.0,,0.9,73.8,-22.43501281738284,-0.11134553677970882
25,2020-05-08,1,0.006506607929515419,-0.14475969889982632,HUBS,189.0200042724609,190.7899932861328,183.80999755859372,184.25,184.25,1083500,77,90.0,,0.9,69.3,11.735000610351562,0.06553852777286351
26,2020-05-11,1,0.006506607929515419,0.0,HUBS,180.0,185.2400054931641,179.14100646972656,183.5399932861328,183.5399932861328,1801800,77,90.0,,0.9,69.3,-5.549987792968722,-0.02908951196746079
27,2020-06-03,1,0.006506607929515419,0.0,HUBS,212.9900054931641,214.67999267578125,208.8999938964844,210.16000366210935,210.16000366210935,444100,77,87.0,,0.87,66.99,29.43998718261716,0.15892888312240738
28,2020-07-31,1,0.006506607929515419,0.0,HUBS,234.8600006103516,234.8600006103516,226.1300048828125,234.6100006103516,234.6100006103516,346600,77,84.0,,0.84,64.67999999999999,20.18000793457034,0.0940004128146541
29,2020-08-05,1,0.006506607929515419,0.0,HUBS,232.75,239.5500030517578,230.9199981689453,237.8000030517578,237.8000030517578,915600,90,89.0,,0.89,80.1,4.690002441406222,0.019969353781903676
30,2020-08-06,4,0.00981057268722467,0.5077860528097493,HUBS,257.7300109863281,264.81298828125,249.3600006103516,260.8099975585937,260.8099975585937,1669400,96,89.0,,0.89,85.44,25.262985229492188,0.10546017494324045
31,2020-08-12,3,0.008709251101321586,-0.11225864391558149,HUBS,257.239990234375,261.3699951171875,254.67999267578125,255.9900054931641,255.9900054931641,361300,70,89.0,,0.89,62.3,-3.4429931640625,-0.01300160232475378
32,2020-08-13,1,0.006506607929515419,-0.25290844714213456,HUBS,256.8900146484375,276.42999267578125,254.42999267578125,275.6199951171875,275.6199951171875,1047700,78,89.0,,0.89,69.42,15.05999755859375,0.057619458392083045
33,2020-08-19,2,0.007607929515418502,0.16926201760324977,HUBS,285.0,291.82000732421875,278.8099975585937,285.1099853515625,285.1099853515625,453300,99,89.0,,0.89,88.11,15.3900146484375,0.055674185349663174
34,2020-08-24,1,0.006506607929515419,-0.14475969889982632,HUBS,287.989990234375,289.2099914550781,282.0400085449219,284.5199890136719,284.5199890136719,355800,88,89.0,,0.89,78.32000000000001,-2.610015869140625,-0.00894392366401675
35,2020-08-27,3,0.008709251101321586,0.33852403520649954,HUBS,297.29998779296875,298.67999267578125,290.70001220703125,296.1000061035156,296.1000061035156,363700,74,89.0,,0.89,65.86,9.470001220703125,0.03274437778950001
36,2020-09-02,1,0.006506607929515419,-0.25290844714213456,HUBS,317.4100036621094,320.8900146484375,299.04998779296875,305.7099914550781,305.7099914550781,522500,100,83.0,,0.83,83.0,22.21002197265625,0.07436059500900472
37,2020-11-16,1,0.006506607929515419,0.0,HUBS,346.54998779296875,357.2149963378906,343.9800109863281,348.2300109863281,348.2300109863281,421000,68,76.0,,0.76,51.68,36.324981689453125,0.11320072308653861
